"id"	"成熟期"	"科名"	"抽穗或孕蕾"	"库编号"	"送种单位"	"枯黄"	"千粒重"	"发芽率"	"返青期"	"学名"	"原编号"	"省"	"生育天数"	"备注"	"材料来源"	"品种名称"	"开花期"	"播种期"	"收种期"	"统一编号"	"属名"	"材料原产地"	"株高"	"中名"
"980"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00870"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Trifolium repens L.(白车轴草)"	"80-63"	"国外"	"95"	"栽培牧草"	"新西兰"	"Merit"	"--"	"--"	"1988"	"三Ⅱ-31"	"Trifolium(车轴草属)"	"美国"	"20.00"	"白车轴草"
"981"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00805"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Trifolium repens L.(白车轴草)"	"86-45"	"国外"	"95"	"栽培牧草"	"美国"	"LP116MLC"	"--"	"--"	"1988"	"三Ⅱ-25"	"Trifolium(车轴草属)"	"美国"	"15.00"	"白车轴草"
"982"	"6.29"	"Leguminosae(豆科)"	"--"	"I7B00864"	"湖北畜牧所"	"--"	"--"	"--"	"--"	"Trifolium repens L.(白车轴草)"	"80-68"	"国外"	"--"	"栽培牧草"	"美国"	"Regal瑞加"	"5.21"	"--"	"1988"	"三Ⅰ-209"	"Trifolium(车轴草属)"	"美国"	"32.00"	"白车轴草"
"983"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00052"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Trifolium repens L.(白车轴草)"	"79-206"	"国外"	"95"	"栽培牧草"	"英国"	"Kersey"	"--"	"--"	"1988"	"三Ⅱ-26"	"Trifolium(车轴草属)"	"英国"	"20.00"	"白车轴草"
"984"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00806"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Trifolium repens L.(白车轴草)"	"81-87"	"国外"	"95"	"栽培牧草"	"丹麦"	"Cuilka"	"--"	"--"	"1988"	"三Ⅰ-201"	"Trifolium(车轴草属)"	"丹麦"	"20.00"	"白车轴草"
"985"	"6.28"	"Leguminosae(豆科)"	"--"	"I7B00050"	"中国农科院畜牧所"	"--"	"0.60"	"--"	"--"	"Trifolium repens L.(白车轴草)"	"75-11"	"国外"	"251"	"栽培牧草"	"新西兰"	"Huia"	"5.21"	"9.21"	"1989"	"三Ⅰ-222"	"Trifolium(车轴草属)"	"新西兰"	"27.00"	"白车轴草"
"986"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00808"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Trifolium repens L.(白车轴草)"	"84-837"	"国外"	"95"	"栽培牧草"	"澳大利亚"	"Tamar"	"--"	"--"	"1988"	"三Ⅱ-27"	"Trifolium(车轴草属)"	"--"	"35.00"	"白车轴草"
"987"	"7.08"	"Leguminosae(豆科)"	"--"	"I7B01319"	"湖北畜牧所"	"--"	"--"	"--"	"--"	"Trifolium repens L.(白车轴草)"	"80-86"	"国外"	"260"	"栽培牧草"	"美国"	"皮陶"	"5.25"	"--"	"1989"	"三Ⅰ-221"	"Trifolium(车轴草属)"	"美国"	"40.00"	"白车轴草"
"988"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00810"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Trifolium repens L.(白车轴草)"	"86-360"	"国外"	"95"	"栽培牧草"	"英国"	"RIVENDEL"	"--"	"--"	"1988"	"三Ⅱ-29"	"Trifolium(车轴草属)"	"英国"	"15.00"	"白车轴草"
"989"	"7.10"	"Leguminosae(豆科)"	"--"	"I7B01320"	"湖北畜牧所"	"--"	"0.82"	"--"	"--"	"Trifolium repens L.(白车轴草)"	"81-175"	"国外"	"264"	"栽培牧草"	"荷兰"	"Bage"	"5.21"	"9.21"	"1989"	"三Ⅰ-205"	"Trifolium(车轴草属)"	"荷 兰"	"--"	"白车轴草"
"990"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00812"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Trifolium repens L.(白车轴草)"	"80-61"	"国外"	"95"	"栽培牧草"	"新西兰"	"--"	"--"	"--"	"1988"	"三Ⅰ-217"	"Trifolium(车轴草属)"	"巴西"	"20.00"	"白车轴草"
"991"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00804"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Trifolium repens L.(白车轴草)"	"80-66"	"国外"	"95"	"栽培牧草"	"新西兰"	"Calif Ladiro"	"--"	"--"	"1988"	"三Ⅱ-24"	"Trifolium(车轴草属)"	"新西兰"	"20.00"	"白车轴草"
"992"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00868"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Trifolium repens L.(白车轴草)"	"80-67"	"国外"	"95"	"栽培牧草"	"美国"	"Cuilranora"	"--"	"--"	"1988"	"三Ⅰ-208"	"Trifolium(车轴草属)"	"美国"	"21.00"	"白车轴草"
"993"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00807"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Trifolium repens L.(白车轴草)"	"81-88"	"国外"	"95"	"栽培牧草"	"丹麦"	"Sonya"	"--"	"--"	"1988"	"三Ⅰ-200"	"Trifolium(车轴草属)"	"丹麦"	"20.00"	"白车轴草"
"994"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00809"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Trifolium repens L.(白车轴草)"	"86-340"	"国外"	"95"	"栽培牧草"	"瑞典"	"RETOR"	"--"	"--"	"1988"	"三Ⅱ-28"	"Trifolium(车轴草属)"	"瑞典"	"20.00"	"白车轴草"
"995"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00811"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Trifolium repens L.(白车轴草)"	"86-361"	"国外"	"95"	"栽培牧草"	"英国"	"Milka"	"--"	"--"	"1988"	"三Ⅱ-30"	"Trifolium(车轴草属)"	"英国"	"15.00"	"白车轴草"
"996"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00869"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Trifolium repens L.(白车轴草)"	"80-62"	"国外"	"95"	"栽培牧草"	"新西兰"	"--"	"--"	"--"	"1988"	"三Ⅰ-216"	"Trifolium(车轴草属)"	"法国"	"20.00"	"白车轴草"
"997"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00867"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.07"	"Trifolium repens L.(白车轴草)"	"79-30"	"国外"	"95"	"栽培牧草"	"丹麦"	"--"	"--"	"--"	"1988"	"三Ⅰ-202"	"Trifolium(车轴草属)"	"丹麦"	"19.00"	"白车轴草"
"998"	"9.00"	"Leguminosae(豆科)"	"--"	"I7B01335"	"兰州畜牧所"	"--"	"--"	"99.3"	"--"	"Vicia sativa L.(野豌豆)"	"兰333/A"	"国外"	"73"	"栽培牧草"	"兰州畜牧所"	"--"	"6.21"	"5.00"	"1989"	"野Ⅰ-107"	"Vicia(野豌豆属)"	"苏联"	"60.70"	"春箭舌豌豆"
"999"	"9.00"	"Leguminosae(豆科)"	"--"	"I7B01332"	"兰州畜牧所"	"--"	"--"	"99.3"	"--"	"Vicia sativa L.(野豌豆)"	"兰1977"	"国外"	"123"	"栽培牧草"	"农科院畜牧所"	"NN135/794"	"--"	"5.00"	"1989"	"野Ⅰ-125"	"Vicia(野豌豆属)"	"苏联"	"--"	"春箭舌豌豆"
"1000"	"9.00"	"Leguminosae(豆科)"	"--"	"I7B01334"	"兰州畜牧所"	"--"	"--"	"91.0"	"--"	"Vicia sativa L.(野豌豆)"	"兰324"	"国外"	"113"	"栽培牧草"	"农科院畜牧所"	"--"	"--"	"5.00"	"1989"	"野Ⅰ-119"	"Vicia(野豌豆属)"	"日本"	"40.70"	"春箭舌豌豆"
"1001"	"8.08"	"Leguminosae(豆科)"	"--"	"I7B01342"	"新疆八一农学院"	"--"	"--"	"94.0"	"--"	"Vicia villosa Roth.(毛苕子)"	"00849"	"国外"	"97"	"栽培牧草"	"苏联"	"--"	"6.18"	"4.17"	"1989"	"野Ⅱ-23"	"Vicia(野豌豆属)"	"--"	"--"	"毛苕子"
"1002"	"9.00"	"Leguminosae(豆科)"	"--"	"I7B01343"	"兰州畜牧所"	"--"	"--"	"81.5"	"--"	"Vicia villosa Roth.(毛苕子)"	"兰0848"	"国外"	"90"	"栽培牧草"	"中国农科对外处"	"--"	"--"	"5.00"	"1989"	"野Ⅱ-24"	"Vicia(野豌豆属)"	"苏联"	"--"	"毛苕子"
"1003"	"7.20"	"Compositae(菊科)"	"--"	"I7B00064"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.05"	"Silphium perfoliatum L.(串叶松香草)"	"79-233"	"国外"	"101"	"--"	"朝鲜"	"--"	"--"	"--"	"1987"	"松Ⅰ-1"	"Silphium"	"北美"	"200.00"	"串叶松香草"
"1004"	"9.02"	"Compositae(菊科)"	"--"	"I7B00892"	"中国农科院畜牧所"	"--"	"--"	"100.0"	"4.19"	"Silphium perfoliatum L.(串叶松香草)"	"19-233"	"国外"	"165"	"栽培牧草"	"朝鲜"	"--"	"--"	"--"	"1988"	"松Ⅰ-2"	"Silphium"	"--"	"172.00"	"串叶松香草"
"1005"	"7.05"	"Leguminosae(豆科)"	"--"	"17B00051"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Trifolium repens L.(白车轴草)"	"85-40"	"国外"	"89"	"栽培牧草"	"新西兰"	"C58"	"--"	"--"	"1987"	"三Ⅱ-10"	"Trifolium(车轴草属)"	"--"	"10.00"	"白车轴草"
"1006"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00054"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Trifolium repens L.(白车轴草)"	"84-814"	"国外"	"88"	"栽培牧草"	"澳大利亚"	"Ladino"	"--"	"--"	"--"	"三Ⅱ-8"	"Trifolium(车轴草属)"	"--"	"20.00"	"白车轴草"
"1007"	"8.07"	"Leguminosae(豆科)"	"--"	"I7B02501"	"中国农科院草原所"	"--"	"1.89"	"--"	"4.20"	"Medicago coerulea Less.(兰花苜蓿)"	"IA01122"	"国外"	"108"	"野生"	"吉畜牧所"	"--"	"--"	"--"	"1992"	"苜Ⅰ-176"	"Medicago(苜蓿属)"	"苏联"	"55.00"	"兰花苜蓿"
"1008"	"8.10"	"Leguminosae(豆科)"	"--"	"--"	"中国农科院草原所"	"--"	"0.80"	"84.0"	"4.30"	"Medicago media Pers.(杂种苜蓿)"	"B-1"	"国外"	"103"	"栽培"	"加拿大"	"--"	"--"	"--"	"1992"	"苜Ⅰ-514"	"Medicago(苜蓿属)"	"--"	"86.00"	"杂种苜蓿"
"1009"	"8.07"	"Leguminosae(豆科)"	"--"	"I7B02504"	"中国农科院草原所"	"--"	"1.91"	"--"	"5.08"	"Medicago sativa L.(紫花苜蓿)"	"IA01186"	"国外"	"90"	"栽培"	"西北农学院"	"加拿大苜蓿"	"--"	"--"	"1992"	"苜Ⅱ-516"	"Medicago(苜蓿属)"	"加拿大"	"71.00"	"紫花苜蓿"
"1010"	"8.07"	"Leguminosae(豆科)"	"--"	"I7B02505"	"中国农科院草原所"	"--"	"1.93"	"--"	"4.20"	"Medicago sativa L.(紫花苜蓿)"	"IA01286"	"国外"	"108"	"栽培"	"草原所"	"--"	"--"	"--"	"1992"	"苜Ⅱ-517"	"Medicago(苜蓿属)"	"英国"	"83.00"	"紫花苜蓿"
"1011"	"8.07"	"Leguminosae(豆科)"	"--"	"--"	"中国农科院草原所"	"--"	"2.19"	"--"	"4.20"	"Medicago sativa L.(紫花苜蓿)"	"80-71"	"国外"	"108"	"栽培"	"中农畜牧所"	"C/W-69"	"--"	"--"	"1992"	"苜Ⅰ-293"	"Medicago(苜蓿属)"	"美国"	"95.00"	"紫花苜蓿"
"1012"	"8.07"	"Leguminosae(豆科)"	"--"	"--"	"中国农科院草原所"	"--"	"1.74"	"--"	"4.24"	"Medicago sativa L.(紫花苜蓿)"	"81-86"	"国外"	"104"	"栽培"	"中农畜牧所"	"韦拉"	"--"	"--"	"1992"	"苜Ⅰ-374"	"Medicago(苜蓿属)"	"丹麦"	"89.00"	"紫花苜蓿"
"1013"	"8.07"	"Leguminosae(豆科)"	"--"	"I7B02507"	"中国农科院草原所"	"--"	"1.92"	"--"	"4.20"	"Medicago sativa L.(紫花苜蓿)"	"IA0167"	"国外"	"108"	"栽培"	"中农院"	"苜蓿C7"	"--"	"--"	"1992"	"苜134"	"Medicago(苜蓿属)"	"新西兰"	"60.00"	"紫花苜蓿"
"1014"	"7.10"	"Leguminosae(豆科)"	"--"	"I7B00031"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.10"	"Medicago sativa L.(紫花苜蓿)"	"80-97"	"国外"	"91"	"栽培牧草"	"美国"	"Cuf101"	"5.25"	"--"	"1987"	"苜Ⅰ-299"	"Medicago(苜蓿属)"	"美国"	"--"	"紫花苜蓿"
"1015"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00019"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.04"	"Medicago sativa L.(紫花苜蓿)"	"80-99"	"国外"	"92"	"栽培牧草"	"美国"	"Lahonton"	"5.22"	"--"	"1987"	"苜Ⅰ-301"	"Medicago(苜蓿属)"	"美国"	"89.00"	"紫花苜蓿"
"1016"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00023"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.04"	"Medicago sativa L.(紫花苜蓿)"	"81-125"	"国外"	"92"	"栽培牧草"	"美国"	"--"	"5.22"	"--"	"1987"	"苜Ⅰ-304"	"Medicago(苜蓿属)"	"--"	"104.00"	"紫花苜蓿"
"1017"	"7.08"	"Leguminosae(豆科)"	"--"	"I7B00027"	"中国农科院畜牧所"	"--"	"--"	"--"	"3.26"	"Medicago sativa L.(紫花苜蓿)"	"86-386"	"国外"	"103"	"栽培牧草"	"加拿大"	"明托"	"5.22"	"--"	"1987"	"苜Ⅱ-23"	"Medicago(苜蓿属)"	"加拿大"	"100.00"	"紫花苜蓿"
"1018"	"6.09"	"Leguminosae(豆科)"	"--"	"I7B00631"	"湖北畜牧所"	"--"	"1.70"	"--"	"--"	"Medicago sativa L.(紫花苜蓿)"	"74-85"	"国外"	"289"	"栽培牧草"	"澳大利亚"	"Conreep"	"5.12"	"--"	"1988"	"苜12"	"Medicago(苜蓿属)"	"澳大利亚"	"97.00"	"紫花苜蓿"
"1019"	"7.03"	"Leguminosae(豆科)"	"--"	"I7B00678"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Medicago sativa L.(紫花苜蓿)"	"74-19"	"国外"	"92"	"栽培牧草"	"罗马尼亚"	"SoiulH582"	"5.22"	"--"	"1988"	"苜124"	"Medicago(苜蓿属)"	"罗马尼亚"	"--"	"紫花苜蓿"
"1020"	"7.03"	"Leguminosae(豆科)"	"--"	"I7B00679"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Medicago sativa L.(紫花苜蓿)"	"78-22"	"国外"	"92"	"栽培牧草"	"捷克"	"Andara"	"5.22"	"--"	"1988"	"苜Ⅰ-361"	"Medicago(苜蓿属)"	"捷克"	"--"	"紫花苜蓿"
"1021"	"7.03"	"Leguminosae(豆科)"	"--"	"I7B00667"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Medicago sativa L.(紫花苜蓿)"	"74-121"	"国外"	"93"	"栽培牧草"	"--"	"索伊尔"	"5.22"	"--"	"1988"	"苜Ⅱ-40"	"Medicago(苜蓿属)"	"--"	"100.00"	"紫花苜蓿"
"1022"	"6.30"	"Leguminosae(豆科)"	"--"	"I7B00680"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Medicago sativa L.(紫花苜蓿)"	"78-23"	"国外"	"90"	"栽培牧草"	"中国农科院"	"Prerovaka"	"5.20"	"--"	"1988"	"苜Ⅰ-362"	"Medicago(苜蓿属)"	"捷克"	"--"	"紫花苜蓿"
"1023"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00669"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.10"	"Medicago sativa L.(紫花苜蓿)"	"80-196"	"国外"	"86"	"栽培牧草"	"美国"	"nondormant"	"5.25"	"--"	"1988"	"苜Ⅰ-303"	"Medicago(苜蓿属)"	"美国"	"91.00"	"紫花苜蓿"
"1024"	"7.03"	"Leguminosae(豆科)"	"--"	"I7B00681"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Medicago sativa L.(紫花苜蓿)"	"78-25"	"国外"	"92"	"栽培牧草"	"中国农科院"	"Taborka"	"5.22"	"--"	"1988"	"苜Ⅰ-364"	"Medicago(苜蓿属)"	"捷克"	"--"	"紫花苜蓿"
"1025"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00671"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.04"	"Medicago sativa L.(紫花苜蓿)"	"1159"	"国外"	"92"	"栽培牧草"	"--"	"土库曼"	"5.25"	"--"	"1988"	"苜142"	"Medicago(苜蓿属)"	"苏联"	"110.00"	"紫花苜蓿"
"1026"	"7.04"	"Leguminosae(豆科)"	"--"	"I7B00682"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Medicago sativa L.(紫花苜蓿)"	"79-76"	"国外"	"93"	"栽培牧草"	"罗马尼亚"	"Synf"	"5.22"	"--"	"1988"	"苜Ⅰ-358"	"Medicago(苜蓿属)"	"--"	"--"	"紫花苜蓿"
"1027"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00673"	"中国农科院畜牧所"	"--"	"--"	"--"	"9.04"	"Medicago sativa L.(紫花苜蓿)"	"青畜 1704"	"国外"	"87"	"栽培牧草"	"中国农科院"	"--"	"5.22"	"--"	"1988"	"苜79"	"Medicago(苜蓿属)"	"加拿大"	"78.00"	"紫花苜蓿"
"1028"	"6.30"	"Leguminosae(豆科)"	"--"	"I7B00683"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Medicago sativa L.(紫花苜蓿)"	"青畜 648"	"国外"	"90"	"栽培牧草"	"伦敦种子公司"	"Provence"	"5.20"	"--"	"1988"	"苜116"	"Medicago(苜蓿属)"	"英国"	"--"	"紫花苜蓿"
"1029"	"6.27"	"Leguminosae(豆科)"	"--"	"I7B00684"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Medicago sativa L.(紫花苜蓿)"	"中兰畜1872"	"国外"	"88"	"栽培牧草"	"中国农科院"	"--"	"5.20"	"--"	"1988"	"苜117"	"Medicago(苜蓿属)"	"英国"	"--"	"紫花苜蓿"
"1030"	"6.30"	"Leguminosae(豆科)"	"--"	"I7B00676"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Medicago sativa L.(紫花苜蓿)"	"73-16"	"国外"	"90"	"栽培牧草"	"加拿大"	"Augus"	"5.20"	"--"	"1988"	"苜82"	"Medicago(苜蓿属)"	"加拿大"	"83.00"	"紫花苜蓿"
"1031"	"7.03"	"Leguminosae(豆科)"	"--"	"I7B00685"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Medicago sativa L.(紫花苜蓿)"	"青畜 1620"	"国外"	"92"	"栽培牧草"	"--"	"--"	"5.22"	"--"	"1988"	"苜120"	"Medicago(苜蓿属)"	"--"	"--"	"紫花苜蓿"
"1032"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00666"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.04"	"Medicago sativa L.(紫花苜蓿)"	"79-95"	"国外"	"92"	"栽培牧草"	"--"	"伦内"	"5.22"	"--"	"1988"	"苜Ⅱ-39"	"Medicago(苜蓿属)"	"--"	"95.00"	"紫花苜蓿"
"1033"	"6.27"	"Leguminosae(豆科)"	"--"	"I7B00686"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Medicago sativa L.(紫花苜蓿)"	"74-28"	"国外"	"88"	"栽培牧草"	"日本"	"Ddpuits"	"5.20"	"--"	"1988"	"苜127"	"Medicago(苜蓿属)"	"法国"	"75.00"	"紫花苜蓿"
"1034"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00670"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.04"	"Medicago sativa L.(紫花苜蓿)"	"79-78"	"国外"	"92"	"栽培牧草"	"加拿大"	"Rangelandor"	"5.25"	"--"	"1988"	"苜Ⅰ-207"	"Medicago(苜蓿属)"	"加拿大"	"88.00"	"紫花苜蓿"
"1035"	"6.30"	"Leguminosae(豆科)"	"--"	"I7B00687"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Medicago sativa L.(紫花苜蓿)"	"青畜 0414"	"国外"	"90"	"栽培牧草"	"华北所"	"--"	"5.20"	"--"	"1988"	"苜143"	"Medicago(苜蓿属)"	"苏联"	"--"	"紫花苜蓿"
"1036"	"7.02"	"Leguminosae(豆科)"	"--"	"I7B00674"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Medicago sativa L.(紫花苜蓿)"	"74-17"	"国外"	"91"	"栽培牧草"	"加拿大"	"旱地苜蓿"	"5.22"	"--"	"1988"	"苜80"	"Medicago(苜蓿属)"	"加拿大"	"81.00"	"紫花苜蓿"
"1037"	"6.30"	"Leguminosae(豆科)"	"--"	"I7B00677"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Medicago sativa L.(紫花苜蓿)"	"74-36"	"国外"	"90"	"栽培牧草"	"加拿大"	"Kane"	"5.20"	"--"	"1988"	"苜84"	"Medicago(苜蓿属)"	"加拿大"	"90.00"	"紫花苜蓿"
"1038"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00668"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.04"	"Medicago sativa L.(紫花苜蓿)"	"2358"	"国外"	"92"	"栽培牧草"	"内蒙古"	"--"	"5.22"	"--"	"1988"	"苜Ⅰ-227"	"Medicago(苜蓿属)"	"--"	"100.00"	"紫花苜蓿"
"1039"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00672"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.04"	"Medicago sativa L.(紫花苜蓿)"	"甘农016405"	"国外"	"92"	"栽培牧草"	"陕西"	"--"	"5.25"	"--"	"1988"	"苜67"	"Medicago(苜蓿属)"	"--"	"109.00"	"紫花苜蓿"
"1040"	"7.03"	"Leguminosae(豆科)"	"--"	"I7B00675"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Medicago sativa L.(紫花苜蓿)"	"74-29"	"国外"	"92"	"栽培牧草"	"日本"	"Rhizoma"	"5.22"	"--"	"1988"	"苜81"	"Medicago(苜蓿属)"	"加拿大"	"72.00"	"紫花苜蓿"
"1041"	"6.30"	"Leguminosae(豆科)"	"--"	"I7B00688"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Medicago sativa L.(紫花苜蓿)"	"青畜 1414"	"国外"	"88"	"栽培牧草"	"苏联"	"--"	"5.20"	"--"	"1988"	"苜145"	"Medicago(苜蓿属)"	"苏联"	"--"	"紫花苜蓿"
"1042"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00690"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.06"	"Medicago sativa L.(紫花苜蓿)"	"71-1"	"国外"	"90"	"栽培牧草"	"美国"	"爱克夏"	"5.22"	"--"	"1988"	"苜90"	"Medicago(苜蓿属)"	"美国"	"--"	"紫花苜蓿"
"1043"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00691"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.06"	"Medicago sativa L.(紫花苜蓿)"	"青畜 64"	"国外"	"90"	"栽培牧草"	"南京农研所"	"--"	"5.22"	"--"	"1988"	"苜97"	"Medicago(苜蓿属)"	"美国"	"--"	"紫花苜蓿"
"1044"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00692"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.04"	"Medicago sativa L.(紫花苜蓿)"	"青畜 218"	"国外"	"92"	"栽培牧草"	"美国"	"Atiaotio"	"5.22"	"--"	"1988"	"苜99(109)"	"Medicago(苜蓿属)"	"美国"	"--"	"紫花苜蓿"
"1045"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00693"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.07"	"Medicago sativa L.(紫花苜蓿)"	"青畜103"	"国外"	"89"	"栽培牧草"	"华北所特作室"	"--"	"5.22"	"--"	"1988"	"苜103"	"Medicago(苜蓿属)"	"美国"	"--"	"紫花苜蓿"
"1046"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00695"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.09"	"Medicago sativa L.(紫花苜蓿)"	"74-23"	"国外"	"87"	"栽培牧草"	"美国"	"Cherokee"	"5.22"	"--"	"1988"	"苜111"	"Medicago(苜蓿属)"	"美国"	"82.00"	"紫花苜蓿"
"1047"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00697"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.06"	"Medicago sativa L.(紫花苜蓿)"	"中畜 2325"	"国外"	"89"	"栽培牧草"	"青海"	"美国1号苜蓿"	"5.22"	"--"	"1988"	"苜Ⅰ-305"	"Medicago(苜蓿属)"	"美国"	"91.00"	"紫花苜蓿"
"1048"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00699"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.06"	"Medicago sativa L.(紫花苜蓿)"	"青畜649"	"国外"	"89"	"栽培牧草"	"英国伦敦种子公司"	"--"	"5.22"	"--"	"1988"	"苜91"	"Medicago(苜蓿属)"	"法国"	"100.00"	"紫花苜蓿"
"1049"	"6.30"	"Leguminosae(豆科)"	"--"	"I7B00701"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Medicago sativa L.(紫花苜蓿)"	"青畜0813"	"国外"	"90"	"栽培牧草"	"黑龙江克山农场"	"--"	"5.22"	"--"	"1988"	"苜158"	"Medicago(苜蓿属)"	"日本"	"100.00"	"紫花苜蓿"
"1050"	"6.30"	"Leguminosae(豆科)"	"--"	"I7B00703"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Medicago sativa L.(紫花苜蓿)"	"78-17"	"国外"	"90"	"栽培牧草"	"--"	"--"	"5.22"	"--"	"1988"	"苜Ⅱ-42"	"Medicago(苜蓿属)"	"--"	"--"	"紫花苜蓿"
"1051"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00696"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.10"	"Medicago sativa L.(紫花苜蓿)"	"74-26"	"国外"	"86"	"栽培牧草"	"美国"	"Culirerde"	"5.22"	"--"	"1988"	"苜108"	"Medicago(苜蓿属)"	"美国"	"85.00"	"紫花苜蓿"
"1052"	"7.03"	"Leguminosae(豆科)"	"--"	"I7B00700"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.01"	"Medicago sativa L.(紫花苜蓿)"	"青畜1292"	"国外"	"92"	"栽培牧草"	"农业部"	"Bendelebeae"	"5.22"	"--"	"1988"	"苜Ⅰ-367"	"Medicago(苜蓿属)"	"东德"	"93.00"	"紫花苜蓿"
"1053"	"7.05"	"Leguminosae(豆科)"	"--"	"I7B00694"	"中国农科院畜牧所"	"--"	"--"	"--"	"4.09"	"Medicago sativa L.(紫花苜蓿)"	"74-27"	"国外"	"87"	"栽培牧草"	"美国"	"Vernal"	"5.22"	"--"	"1988"	"苜107"	"Medicago(苜蓿属)"	"美国"	"--"	"紫花苜蓿"
