"id"	"科名"	"品种名称"	"株精麻重"	"炭疽病"	"根结线虫病"	"中茎色"	"纤维亩产"	"株鲜茎重"	"保存单位"	"省"	"开花期"	"播种期"	"收种期"	"统一编号"	"出苗期"	"学名"	"花萼色"	"种千粒重"	"原麻亩产"	"花冠色"	"拉力"	"茎粗"	"现蕾期"	"属名"	"株原麻重"	"库编号"	"株干皮重"	"苗茎色"	"原产地"	"叶色"	"支数"	"花喉色"	"鲜皮厚"	"全生育天数"	"后茎色"	"干皮精麻率"	"株鲜皮重"	"备注"	"纤维收获期"	"叶柄色"	"译名"	"生长天数"	"种子来源"	"精麻亩产"	"花冠大小"	"株高"	"鲜茎干皮率"	"叶型"
"253"	"Malvaceae(棉葵科)"	"CRI156"	"26.0"	"弱"	"弱"	"淡红"	"185"	"460.0"	"麻类所"	"国外"	"93.10.16"	"92.5.2"	"93.12.15"	"00000517"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"31.0"	"355.0"	"黄"	"46.0"	"1.64"	"93.9.20"	"Hibiscus(木槿属)"	"--"	"I3F00415"	"44.0"	"红"	"CRI"	"深绿"	"267.0"	"红"	"1.11"	"223"	"淡红"	"--"	"155.0"	"--"	"93.10.5"	"淡红"	"CRI156"	"152"	"--"	"--"	"中"	"345"	"--"	"裂"
"254"	"Malvaceae(棉葵科)"	"粤引8号"	"37.4"	"中"	"中"	"绿"	"224"	"683.0"	"广东经作所"	"国外"	"92.9.10"	"92.4.1"	"93.11.15"	"00000518"	"92.4.6"	"Hibiscus cannabinus L.(红麻)"	"绿"	"30.0"	"376.0"	"黄"	"34.0"	"2.13"	"92.8.6"	"Hibiscus(木槿属)"	"--"	"I3F00342"	"63.0"	"绿"	"MLI"	"绿"	"282.0"	"紫"	"1.42"	"224"	"绿"	"--"	"293.0"	"--"	"92.9.11"	"绿"	"YUE YIN 8 HAO"	"159"	"--"	"--"	"中"	"395"	"--"	"全"
"255"	"Malvaceae(棉葵科)"	"YOR154"	"25.0"	"弱"	"弱"	"淡红"	"221"	"570.0"	"麻类所"	"国外"	"93.10.12"	"92.5.2"	"93.12.13"	"00000519"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"29.0"	"370.0"	"黄"	"47.0"	"1.71"	"93.9.14"	"Hibiscus(木槿属)"	"--"	"--"	"44.0"	"红"	"KOR"	"深绿"	"236.0"	"红"	"1.25"	"221"	"淡红"	"--"	"152.0"	"--"	"93.10.5"	"淡红"	"YOR154"	"152"	"--"	"--"	"中"	"362"	"--"	"裂"
"256"	"Malvaceae(棉葵科)"	"83-1"	"28.0"	"中"	"感"	"淡红"	"--"	"515.0"	"广东经作所"	"国外"	"9月中旬"	"04/01/89"	"10月下旬"	"00000177"	"04/05/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"24.0"	"266.0"	"黄"	"34.0"	"2.10"	"8月下旬"	"Hibiscus(木槿属)"	"47"	"I3F00352"	"--"	"淡红"	"IND"	"绿"	"223.0"	"红"	"1.20"	"209"	"淡红"	"59.6"	"215.0"	"--"	"8月下旬"	"浅红"	"83-1"	"148"	"USA"	"159"	"中"	"334"	"9.1"	"裂"
"257"	"Malvaceae(棉葵科)"	"83-2"	"27.0"	"感"	"--"	"淡红"	"--"	"490.0"	"广东经作所"	"国外"	"9月中旬"	"04/01/89"	"10月下旬"	"00000178"	"04/05/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"25.0"	"365.0"	"黄"	"34.0"	"1.90"	"8月下旬"	"Hibiscus(木槿属)"	"46"	"I3F00155"	"--"	"淡红"	"IND"	"绿"	"264.0"	"红"	"1.20"	"209"	"淡红"	"58.7"	"215.0"	"--"	"8月下旬"	"浅红"	"83-2"	"148"	"USA"	"212"	"中"	"357"	"9.4"	"裂"
"258"	"Malvaceae(棉葵科)"	"83-3"	"--"	"感"	"--"	"淡红"	"--"	"--"	"广东经作所"	"国外"	"9月中旬"	"04/01/89"	"10月下旬"	"00000179"	"04/05/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"--"	"--"	"黄"	"42.0"	"--"	"8月下旬"	"Hibiscus(木槿属)"	"--"	"--"	"--"	"淡红"	"IND"	"绿"	"--"	"红"	"--"	"209"	"淡红"	"--"	"--"	"--"	"8月下旬"	"浅红"	"83-3"	"148"	"USA"	"--"	"中"	"--"	"--"	"裂"
"259"	"Malvaceae(棉葵科)"	"83-4"	"25.0"	"感"	"--"	"淡红"	"--"	"480.0"	"广东经作所"	"国外"	"9月中旬"	"04/01/89"	"10月下旬"	"00000180"	"04/05/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"27.0"	"--"	"黄"	"44.0"	"2.30"	"8月下旬"	"Hibiscus(木槿属)"	"50"	"I3F00156"	"--"	"淡红"	"IND"	"绿"	"267.0"	"红"	"1.20"	"207"	"淡红"	"50.0"	"267.0"	"--"	"8月下旬"	"浅红"	"83-4"	"148"	"USA"	"--"	"中"	"353"	"10.4"	"裂"
"260"	"Malvaceae(棉葵科)"	"83-5"	"29.0"	"感"	"--"	"淡红"	"--"	"610.0"	"广东经作所"	"国外"	"9月中旬"	"04/01/89"	"10月下旬"	"00000181"	"04/05/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"26.0"	"208.0"	"黄"	"40.0"	"2.00"	"8月下旬"	"Hibiscus(木槿属)"	"53"	"I3F00157"	"--"	"淡红"	"IND"	"绿"	"287.0"	"红"	"1.30"	"207"	"淡红"	"54.7"	"248.0"	"--"	"8月下旬"	"浅红"	"83-5"	"148"	"IND"	"116"	"中"	"356"	"8.7"	"裂"
"261"	"Malvaceae(棉葵科)"	"ID40"	"24.0"	"中"	"中"	"淡红"	"--"	"400.0"	"中国农科院麻类所"	"国外"	"10月下旬"	"04/26/89"	"12月中旬"	"00000182"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"33.0"	"370.0"	"黄"	"43.0"	"1.80"	"9月中旬"	"Hibiscus(木槿属)"	"43"	"I3F00158"	"--"	"淡红"	"IND"	"深绿"	"276.0"	"红"	"1.60"	"230"	"红"	"55.8"	"180.0"	"--"	"9月下旬"	"浅红"	"ID40"	"145"	"IND"	"190"	"大"	"370"	"10.8"	"全"
"262"	"Malvaceae(棉葵科)"	"ID41"	"23.0"	"中"	"中"	"淡红"	"--"	"380.0"	"中国农科院麻类所"	"国外"	"10月下旬"	"04/26/89"	"12月中旬"	"00000183"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"32.0"	"360.0"	"黄"	"35.0"	"1.70"	"9月中旬"	"Hibiscus(木槿属)"	"43"	"I3F00043"	"--"	"淡红"	"IND"	"绿"	"258.0"	"红"	"1.50"	"230"	"红"	"53.5"	"170.0"	"--"	"9月下旬"	"浅红"	"ID41"	"145"	"IND"	"185"	"中"	"365"	"11.3"	"全"
"263"	"Malvaceae(棉葵科)"	"ID84"	"23.0"	"中"	"感"	"淡红"	"--"	"400.0"	"中国农科院麻类所"	"国外"	"10月下旬"	"04/25/89"	"12月中旬"	"00000184"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"29.0"	"365.0"	"黄"	"42.0"	"1.90"	"9月中旬"	"Hibiscus(木槿属)"	"44"	"I3F00044"	"--"	"淡红"	"IND"	"绿"	"285.0"	"红"	"1.50"	"230"	"红"	"52.3"	"180.0"	"--"	"9月下旬"	"浅红"	"ID84"	"145"	"IND"	"185"	"中"	"370"	"11.0"	"裂"
"264"	"Malvaceae(棉葵科)"	"ID85"	"21.0"	"抗"	"感"	"淡红"	"--"	"370.0"	"中国农科院麻类所"	"国外"	"10月下旬"	"04/25/89"	"12月中旬"	"00000185"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"31.0"	"350.0"	"黄"	"45.0"	"1.70"	"9月中旬"	"Hibiscus(木槿属)"	"38"	"I3F00045"	"--"	"绿"	"IND"	"绿"	"276.0"	"红"	"1.40"	"230"	"淡红"	"55.3"	"160.0"	"--"	"9月下旬"	"绿"	"ID85"	"145"	"IND"	"180"	"中"	"370"	"10.3"	"全"
"265"	"Malvaceae(棉葵科)"	"ID86"	"22.0"	"抗"	"感"	"淡红"	"--"	"370.0"	"中国农科院麻类所"	"国外"	"10月上旬"	"04/25/89"	"11月下旬"	"00000186"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"27.0"	"360.0"	"黄"	"44.0"	"1.60"	"9月上旬"	"Hibiscus(木槿属)"	"42"	"I3F00261"	"--"	"淡红"	"IND"	"绿"	"274.0"	"红"	"1.30"	"212"	"红"	"52.4"	"155.0"	"--"	"9月下旬"	"浅红"	"ID86"	"145"	"IND"	"190"	"中"	"360"	"11.4"	"裂"
"266"	"Malvaceae(棉葵科)"	"ID87"	"22.0"	"中"	"感"	"淡红"	"--"	"365.0"	"中国农科院麻类所"	"国外"	"10月下旬"	"04/25/89"	"12月中旬"	"00000187"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"32.0"	"350.0"	"黄"	"45.0"	"1.80"	"9月中旬"	"Hibiscus(木槿属)"	"41"	"I3F00262"	"--"	"淡红"	"IND"	"绿"	"282.0"	"红"	"1.50"	"230"	"淡红"	"53.7"	"160.0"	"--"	"9月下旬"	"浅红"	"ID87"	"145"	"IND"	"180"	"中"	"370"	"11.2"	"裂"
"267"	"Malvaceae(棉葵科)"	"ID141"	"21.0"	"抗"	"感"	"淡红"	"--"	"380.0"	"中国农科院麻类所"	"国外"	"10月上旬"	"04/25/89"	"11月下旬"	"00000188"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"35.0"	"350.0"	"黄"	"37.0"	"1.60"	"9月上旬"	"Hibiscus(木槿属)"	"39"	"I3F00159"	"--"	"淡红"	"IND"	"深绿"	"271.0"	"红"	"1.40"	"210"	"红"	"53.8"	"160.0"	"--"	"9月下旬"	"浅红"	"ID141"	"145"	"IND"	"180"	"中"	"360"	"10.3"	"裂"
"268"	"Malvaceae(棉葵科)"	"ID294"	"21.0"	"中"	"感"	"淡红"	"--"	"360.0"	"中国农科院麻类所"	"国外"	"10月下旬"	"04/26/89"	"12月上旬"	"00000189"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"39.0"	"330.0"	"黄"	"44.0"	"1.70"	"9月中旬"	"Hibiscus(木槿属)"	"40"	"I3F00046"	"--"	"淡红"	"IND"	"深绿"	"273.0"	"紫红"	"1.20"	"220"	"红"	"52.5"	"175.0"	"--"	"9月下旬"	"浅红"	"ID294"	"145"	"IND"	"170"	"中"	"360"	"11.1"	"全"
"269"	"Malvaceae(棉葵科)"	"ID295"	"23.0"	"中"	"中"	"淡红"	"--"	"420.0"	"中国农科院麻类所"	"国外"	"10月上旬"	"04/26/89"	"11月下旬"	"00000190"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"37.0"	"360.0"	"黄"	"42.0"	"1.80"	"9月上旬"	"Hibiscus(木槿属)"	"42"	"I3F00160"	"--"	"淡红"	"IND"	"绿"	"280.0"	"红"	"1.50"	"212"	"淡红"	"54.8"	"180.0"	"--"	"9月下旬"	"浅红"	"ID295"	"145"	"IND"	"185"	"中"	"370"	"10.0"	"全"
"270"	"Malvaceae(棉葵科)"	"ID296"	"9.0"	"感"	"感"	"淡红"	"--"	"250.0"	"中国农科院麻类所"	"国外"	"6月下旬"	"04/26/89"	"7月下旬"	"00000191"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"24.0"	"200.0"	"黄"	"36.0"	"1.10"	"6月上旬"	"Hibiscus(木槿属)"	"22"	"I3F00161"	"--"	"淡红"	"IND"	"绿"	"248.0"	"红"	"0.80"	"85"	"淡红"	"40.9"	"90.0"	"--"	"7月上旬"	"浅红"	"ID296"	"68"	"IND"	"86"	"中"	"280"	"8.8"	"裂"
"271"	"Malvaceae(棉葵科)"	"83-11"	"24.0"	"感"	"感"	"淡红"	"--"	"450.0"	"广东经作所"	"国外"	"9月上旬"	"04/01/89"	"10月下旬"	"00000192"	"04/05/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"27.0"	"199.0"	"黄"	"38.0"	"1.70"	"8月下旬"	"Hibiscus(木槿属)"	"38"	"I3F00162"	"--"	"淡红"	"IRN"	"绿"	"271.0"	"红"	"1.10"	"207"	"淡红"	"63.2"	"183.0"	"--"	"8月下旬"	"浅红"	"83-11"	"148"	"USA"	"124"	"中"	"317"	"8.4"	"裂"
"272"	"Malvaceae(棉葵科)"	"伊朗裂叶"	"8.0"	"感"	"感"	"淡红"	"--"	"200.0"	"中国农科院麻类所"	"国外"	"7月上旬"	"04/26/89"	"8月中旬"	"00000193"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"30.0"	"190.0"	"黄"	"33.0"	"1.20"	"6月上旬"	"Hibiscus(木槿属)"	"18"	"I3F00163"	"--"	"淡红"	"IRN"	"绿"	"248.0"	"红"	"0.90"	"105"	"红"	"44.4"	"90.0"	"--"	"7月中旬"	"浅红"	"YI LANG LIE YE"	"75"	"USA"	"90"	"小"	"240"	"9.0"	"裂"
"273"	"Malvaceae(棉葵科)"	"伊朗早"	"10.0"	"感"	"感"	"红"	"--"	"200.0"	"中国农科院麻类所"	"国外"	"7月下旬"	"04/26/89"	"8月下旬"	"00000194"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"31.0"	"210.0"	"黄"	"30.0"	"1.40"	"6月下旬"	"Hibiscus(木槿属)"	"22"	"I3F00164"	"--"	"淡红"	"IRN"	"绿"	"226.0"	"红"	"1.10"	"115"	"红"	"45.5"	"80.0"	"--"	"7月中旬"	"浅红"	"YI LANG ZAO"	"75"	"USA"	"95"	"小"	"250"	"11.0"	"裂"
"274"	"Malvaceae(棉葵科)"	"87-170"	"22.0"	"感"	"中"	"绿"	"--"	"400.0"	"中国农科院麻类所"	"国外"	"10月上旬"	"04/26/89"	"12月上旬"	"00000195"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"32.0"	"345.0"	"黄"	"40.0"	"1.80"	"9月中旬"	"Hibiscus(木槿属)"	"40"	"I3F00165"	"--"	"绿"	"IRN"	"绿"	"263.0"	"红"	"1.20"	"220"	"淡红"	"55.0"	"170.0"	"--"	"9月下旬"	"绿"	"87-170"	"145"	"USA"	"180"	"中"	"370"	"10.0"	"全"
"275"	"Malvaceae(棉葵科)"	"NA91"	"22.0"	"中"	"感"	"淡红"	"--"	"360.0"	"中国农科院麻类所"	"国外"	"10月下旬"	"04/26/89"	"12月中旬"	"00000196"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"32.0"	"360.0"	"黄"	"38.0"	"1.70"	"9月中旬"	"Hibiscus(木槿属)"	"42"	"I3F00047"	"--"	"淡红"	"NGA"	"绿"	"295.0"	"红"	"1.40"	"230"	"红"	"52.4"	"160.0"	"--"	"9月下旬"	"浅红"	"NA91"	"145"	"USA"	"180"	"中"	"350"	"11.7"	"全"
"276"	"Malvaceae(棉葵科)"	"NA92"	"22.0"	"中"	"中"	"淡红"	"--"	"370.0"	"中国农科院麻类所"	"国外"	"10月下旬"	"04/26/89"	"12月中旬"	"00000197"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"31.0"	"365.0"	"黄"	"37.0"	"1.80"	"9月中旬"	"Hibiscus(木槿属)"	"42"	"I3F00048"	"--"	"淡红"	"NGA"	"绿"	"287.0"	"红"	"1.60"	"230"	"淡红"	"52.4"	"175.0"	"--"	"9月下旬"	"浅红"	"NA92"	"145"	"USA"	"180"	"中"	"360"	"11.4"	"裂"
"277"	"Malvaceae(棉葵科)"	"NA126"	"23.0"	"抗"	"感"	"红"	"--"	"400.0"	"中国农科院麻类所"	"国外"	"10月下旬"	"04/26/89"	"12月中旬"	"00000198"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"36.0"	"365.0"	"黄"	"45.0"	"1.80"	"9月中旬"	"Hibiscus(木槿属)"	"45"	"I3F00166"	"--"	"红"	"NGA"	"深绿"	"278.0"	"紫红"	"1.30"	"230"	"红"	"51.1"	"185.0"	"--"	"9月下旬"	"紫红"	"NA126"	"145"	"USA"	"185"	"中"	"355"	"11.3"	"全"
"278"	"Malvaceae(棉葵科)"	"NA127"	"22.0"	"抗"	"感"	"红"	"--"	"370.0"	"中国农科院麻类所"	"国外"	"10月上旬"	"04/26/89"	"11月下旬"	"00000199"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"40.0"	"355.0"	"黄"	"40.0"	"2.00"	"9月上旬"	"Hibiscus(木槿属)"	"41"	"I3F00167"	"--"	"红"	"NGA"	"深绿"	"280.0"	"紫红"	"1.50"	"215"	"红"	"53.7"	"170.0"	"--"	"9月下旬"	"紫红"	"NA127"	"145"	"USA"	"180"	"中"	"350"	"11.1"	"全"
"279"	"Malvaceae(棉葵科)"	"NA128"	"24.0"	"中"	"感"	"红"	"--"	"390.0"	"中国农科院麻类所"	"国外"	"11月上旬"	"04/26/89"	"12月中旬"	"00000200"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"34.0"	"365.0"	"黄"	"44.0"	"2.00"	"9月下旬"	"Hibiscus(木槿属)"	"45"	"I3F00049"	"--"	"红"	"NGA"	"深绿"	"280.0"	"紫红"	"1.70"	"230"	"红"	"53.3"	"185.0"	"--"	"9月下旬"	"紫红"	"NA128"	"145"	"USA"	"190"	"中"	"370"	"11.5"	"全"
"280"	"Malvaceae(棉葵科)"	"NA166"	"23.0"	"感"	"感"	"淡红"	"--"	"440.0"	"中国农科院麻类所"	"国外"	"10月中旬"	"04/26/89"	"12月中旬"	"00000201"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"40.0"	"360.0"	"黄"	"42.0"	"1.80"	"9月中旬"	"Hibiscus(木槿属)"	"45"	"I3F00168"	"--"	"淡红"	"NGA"	"绿"	"288.0"	"紫红"	"1.20"	"230"	"红"	"51.1"	"200.0"	"--"	"9月下旬"	"浅红"	"NA166"	"145"	"USA"	"185"	"大"	"380"	"10.2"	"全"
"281"	"Malvaceae(棉葵科)"	"NA167"	"23.0"	"中"	"感"	"淡红"	"--"	"400.0"	"中国农科院麻类所"	"国外"	"11月上旬"	"04/26/89"	"12月中旬"	"00000202"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"33.0"	"345.0"	"黄"	"45.0"	"1.80"	"9月下旬"	"Hibiscus(木槿属)"	"40"	"I3F00263"	"--"	"淡红"	"NGA"	"绿"	"275.0"	"红"	"1.60"	"230"	"红"	"57.5"	"165.0"	"--"	"9月下旬"	"绿"	"NA167"	"145"	"USA"	"180"	"中"	"370"	"10.0"	"全"
"282"	"Malvaceae(棉葵科)"	"83-6"	"26.0"	"感"	"--"	"淡红"	"--"	"409.0"	"广东经作所"	"国外"	"10月下旬"	"04/01/89"	"11月下旬"	"00000203"	"04/05/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"30.0"	"318.0"	"黄"	"37.0"	"2.00"	"8月下旬"	"Hibiscus(木槿属)"	"48"	"I3F00353"	"--"	"淡红"	"PAK"	"绿"	"270.0"	"红"	"1.30"	"207"	"淡红"	"54.2"	"209.0"	"--"	"8月下旬"	"浅红"	"83-6"	"148"	"USA"	"200"	"中"	"336"	"11.7"	"裂"
"283"	"Malvaceae(棉葵科)"	"83-7"	"34.0"	"感"	"--"	"淡红"	"--"	"683.0"	"广东经作所"	"国外"	"6月中旬"	"04/01/89"	"10月下旬"	"00000204"	"04/05/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"25.0"	"174.0"	"黄"	"41.0"	"2.10"	"5月中旬"	"Hibiscus(木槿属)"	"59"	"I3F00169"	"--"	"淡红"	"PAK"	"绿"	"300.0"	"红"	"1.30"	"207"	"淡红"	"57.6"	"280.0"	"--"	"8月下旬"	"浅红"	"83-7"	"148"	"USA"	"102"	"小"	"367"	"8.6"	"裂"
"284"	"Malvaceae(棉葵科)"	"85-135"	"23.0"	"中"	"感"	"淡红"	"--"	"380.0"	"中国农科院麻类所"	"国外"	"10月上旬"	"04/26/89"	"11月下旬"	"00000205"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"30.0"	"355.0"	"黄"	"45.0"	"1.60"	"9月上旬"	"Hibiscus(木槿属)"	"41"	"I3F00170"	"--"	"淡红"	"PHL"	"深绿"	"272.0"	"红"	"1.40"	"210"	"淡红"	"56.1"	"170.0"	"--"	"9月下旬"	"浅红"	"85-135"	"145"	"USA"	"185"	"中"	"370"	"10.8"	"裂"
"285"	"Malvaceae(棉葵科)"	"ZF46"	"19.0"	"抗"	"感"	"淡红"	"--"	"360.0"	"中国农科院麻类所"	"国外"	"9月下旬"	"04/26/89"	"10月下旬"	"00000206"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"31.0"	"320.0"	"黄"	"40.0"	"1.60"	"8月下旬"	"Hibiscus(木槿属)"	"38"	"I3F00171"	"--"	"淡红"	"ZAF"	"绿"	"290.0"	"红"	"1.40"	"175"	"红"	"50.0"	"150.0"	"--"	"8月下旬"	"浅红"	"ZF46"	"120"	"USA"	"160"	"中"	"350"	"10.6"	"全"
"286"	"Malvaceae(棉葵科)"	"ZF61"	"12.0"	"中"	"感"	"淡红"	"--"	"230.0"	"中国农科院麻类所"	"国外"	"9月中旬"	"04/26/89"	"10月中旬"	"00000207"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"30.0"	"250.0"	"黄"	"34.0"	"1.40"	"7月下旬"	"Hibiscus(木槿属)"	"25"	"I3F00172"	"--"	"淡红"	"ZAF"	"绿"	"250.0"	"紫红"	"1.20"	"160"	"红"	"48.0"	"100.0"	"--"	"7月下旬"	"浅红"	"ZF61"	"85"	"USA"	"120"	"中"	"300"	"10.9"	"裂"
"287"	"Malvaceae(棉葵科)"	"ZF62"	"8.0"	"感"	"感"	"淡红"	"--"	"200.0"	"中国农科院麻类所"	"国外"	"7月下旬"	"04/26/89"	"8月下旬"	"00000208"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"28.0"	"170.0"	"黄"	"35.0"	"1.30"	"6月下旬"	"Hibiscus(木槿属)"	"18"	"I3F00264"	"--"	"淡红"	"ZAF"	"绿"	"253.0"	"红"	"1.00"	"115"	"红"	"44.4"	"80.0"	"--"	"7月下旬"	"浅红"	"ZF62"	"85"	"USA"	"82"	"中"	"250"	"9.0"	"全"
"288"	"Malvaceae(棉葵科)"	"ZF69"	"10.0"	"中"	"感"	"淡红"	"--"	"200.0"	"中国农科院麻类所"	"国外"	"7月中旬"	"04/26/89"	"8月中旬"	"00000209"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"30.0"	"230.0"	"黄"	"40.0"	"1.00"	"6月中旬"	"Hibiscus(木槿属)"	"22"	"I3F00173"	"--"	"淡红"	"ZAF"	"深绿"	"260.0"	"紫红"	"0.80"	"105"	"红"	"45.5"	"85.0"	"--"	"7月下旬"	"浅红"	"ZF69"	"85"	"USA"	"98"	"中"	"260"	"11.0"	"裂"
"289"	"Malvaceae(棉葵科)"	"ZF70"	"7.0"	"感"	"感"	"淡红"	"--"	"180.0"	"中国农科院麻类所"	"国外"	"7月上旬"	"04/26/89"	"8月中旬"	"00000210"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"32.0"	"150.0"	"黄"	"40.0"	"1.00"	"6月上旬"	"Hibiscus(木槿属)"	"16"	"I3F00174"	"--"	"淡红"	"ZAF"	"深绿"	"268.0"	"红"	"0.90"	"105"	"淡红"	"43.8"	"70.0"	"--"	"7月下旬"	"浅红"	"ZF70"	"85"	"USA"	"65"	"中"	"250"	"8.9"	"裂"
"290"	"Malvaceae(棉葵科)"	"ZF78"	"10.0"	"感"	"感"	"淡红"	"--"	"220.0"	"中国农科院麻类所"	"国外"	"7月中旬"	"04/26/89"	"8月中旬"	"00000211"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"30.0"	"185.0"	"黄"	"45.0"	"1.20"	"6月中旬"	"Hibiscus(木槿属)"	"22"	"I3F00309"	"--"	"淡红"	"ZAF"	"绿"	"280.0"	"紫红"	"0.80"	"105"	"红"	"45.5"	"95.0"	"--"	"7月下旬"	"浅红"	"ZF78"	"85"	"USA"	"85"	"中"	"255"	"10.0"	"裂"
"291"	"Malvaceae(棉葵科)"	"ZF134"	"22.0"	"感"	"感"	"红"	"--"	"370.0"	"中国农科院麻类所"	"国外"	"10月下旬"	"04/26/89"	"12月中旬"	"00000212"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"27.0"	"350.0"	"黄"	"45.0"	"1.50"	"9月中旬"	"Hibiscus(木槿属)"	"40"	"I3F00050"	"--"	"淡红"	"ZAF"	"深绿"	"279.0"	"紫红"	"1.40"	"230"	"红"	"55.0"	"160.0"	"--"	"9月下旬"	"浅红"	"ZF134"	"145"	"USA"	"180"	"中"	"350"	"10.8"	"裂"
"292"	"Malvaceae(棉葵科)"	"ZF297"	"21.0"	"感"	"感"	"淡红"	"--"	"360.0"	"中国农科院麻类所"	"国外"	"10月中旬"	"04/26/89"	"12月中旬"	"00000213"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"31.0"	"320.0"	"黄"	"40.0"	"1.50"	"9月中旬"	"Hibiscus(木槿属)"	"38"	"I3F00175"	"--"	"淡红"	"ZAF"	"绿"	"305.0"	"红"	"1.20"	"230"	"红"	"55.3"	"170.0"	"--"	"9月下旬"	"绿"	"ZF297"	"145"	"USA"	"175"	"中"	"350"	"10.6"	"全"
"293"	"Malvaceae(棉葵科)"	"ZF304"	"8.0"	"感"	"感"	"淡红"	"--"	"180.0"	"中国农科院麻类所"	"国外"	"7月上旬"	"04/26/89"	"8月中旬"	"00000214"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"30.0"	"180.0"	"黄"	"42.0"	"1.10"	"6月中旬"	"Hibiscus(木槿属)"	"18"	"I3F00176"	"--"	"淡红"	"ZAF"	"绿"	"275.0"	"红"	"0.70"	"105"	"红"	"44.4"	"68.0"	"--"	"7月下旬"	"绿"	"ZF304"	"85"	"USA"	"80"	"中"	"280"	"10.0"	"裂"
"294"	"Malvaceae(棉葵科)"	"ZF307"	"9.0"	"感"	"感"	"淡红"	"--"	"200.0"	"中国农科院麻类所"	"国外"	"7月下旬"	"04/26/89"	"8月下旬"	"00000215"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"27.0"	"220.0"	"黄"	"40.0"	"1.30"	"6月下旬"	"Hibiscus(木槿属)"	"20"	"I3F00177"	"--"	"淡红"	"ZAF"	"深绿"	"268.0"	"紫红"	"1.00"	"115"	"淡红"	"45.0"	"75.0"	"--"	"7月下旬"	"浅红"	"ZF307"	"85"	"USA"	"100"	"中"	"310"	"10.0"	"全"
"295"	"Malvaceae(棉葵科)"	"ZF308"	"7.0"	"感"	"感"	"淡红"	"--"	"170.0"	"中国农科院麻类所"	"国外"	"6月下旬"	"04/26/89"	"7月下旬"	"00000216"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"21.0"	"190.0"	"黄"	"32.0"	"1.20"	"6月上旬"	"Hibiscus(木槿属)"	"18"	"I3F00051"	"--"	"淡红"	"ZAF"	"绿"	"255.0"	"紫红"	"0.90"	"85"	"红"	"38.9"	"70.0"	"--"	"7月上旬"	"绿"	"ZF308"	"68"	"USA"	"80"	"小"	"280"	"10.6"	"裂"
