"id"	"耐旱性"	"科名"	"保存编号"	"库编号"	"锈脚"	"原产地"	"鲜皮厚度"	"叶色"	"雌蕾色"	"根型"	"花叶病"	"麻骨色"	"原麻产量"	"叶形"	"备注"	"分株力"	"雌蕾现蕾期"	"蔸型"	"译名"	"单纤维强力"	"生长整齐度"	"品种名称"	"生长均匀度"	"抗风性"	"工艺成熟天"	"叶面皱纹"	"省"	"学名"	"统一编号"	"雌花开花期"	"保存单位"	"单纤支数"	"属名"	"鲜皮出麻率"	"种子来源"	"株高"	"有效株率"	"茎粗"	"单位编号"	"米色"	"抽穗日数"	"北纬"	"粒色"	"高程"	"单株秆重"	"粗蛋白"	"东经"	"主茎节数"	"刺毛长度"	"单株粒重"	"蚕豆"	"脂肪酸160"
"145"	"弱"	"Urticaceae(荨麻科)"	"1097"	"--"	"短"	"鄂来凤县"	"0.63"	"绿"	"黄白"	"浅"	"R"	"绿白"	"79.9"	"近圆"	"--"	"强"	"9月中旬"	"串生"	"LAI FENG ZHUAN KE MA 1 HAO"	"60.5"	"整齐"	"来凤专壳麻1号"	"不均匀"	"弱"	"182"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00000961"	"10月下旬"	"中国农科院麻类所"	"1743"	"Boehmeria(苎麻属)"	"10.8"	"鄂来凤县"	"131.0"	"58.6"	"0.72"														
"146"	"中"	"Urticaceae(荨麻科)"	"1100"	"--"	"短"	"鄂建始县"	"0.68"	"绿"	"深红"	"中"	"S"	"黄白"	"113.4"	"长卵"	"--"	"中"	"9月中旬"	"散生"	"JIAN SHI JI GU BAI 2 HAO"	"60.4"	"较整齐"	"建始鸡骨白2号"	"较均匀"	"弱"	"196"	"多"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00000964"	"9月下旬"	"中国农科院麻类所"	"1354"	"Boehmeria(苎麻属)"	"11.3"	"鄂建始县"	"135.0"	"72.8"	"0.79"														
"147"	"弱"	"Urticaceae(荨麻科)"	"1102"	"--"	"短"	"鄂利川县"	"0.63"	"绿"	"微红"	"浅"	"S"	"黄白"	"79.2"	"宽卵"	"--"	"强"	"9月上旬"	"串生"	"CHA YUAN XIAN MA 1 HAO"	"43.4"	"整齐"	"茶园线麻1号"	"较均匀"	"弱"	"194"	"多"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00000966"	"9月中旬"	"中国农科院麻类所"	"1668"	"Boehmeria(苎麻属)"	"10.7"	"鄂利川县"	"137.0"	"61.6"	"0.73"														
"148"	"弱"	"Urticaceae(荨麻科)"	"1103"	"--"	"短"	"鄂利川县"	"0.53"	"黄绿"	"微红"	"浅"	"S"	"黄白"	"55.9"	"卵圆"	"--"	"强"	"9月上旬"	"串生"	"CHA YUAN XIAN MA 2 HAO"	"59.3"	"整齐"	"茶园线麻2号"	"较均匀"	"弱"	"187"	"多"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00000967"	"9月中旬"	"中国农科院麻类所"	"1783"	"Boehmeria(苎麻属)"	"10.9"	"鄂利川县"	"134.0"	"68.9"	"0.70"														
"149"	"中"	"Urticaceae(荨麻科)"	"1104"	"--"	"短"	"鄂神农架"	"0.57"	"绿"	"红"	"中"	"S"	"绿白"	"68.3"	"长卵"	"--"	"中"	"9月上旬"	"散生"	"PAN SHUI XIAN MA 1 HAO"	"41.5"	"整齐"	"盘水线麻1号"	"较均匀"	"中"	"194"	"多"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00000968"	"9月中旬"	"中国农科院麻类所"	"1500"	"Boehmeria(苎麻属)"	"10.3"	"鄂神农架"	"129.0"	"67.5"	"0.75"														
"150"	"中"	"Urticaceae(荨麻科)"	"1105"	"--"	"短"	"鄂房县"	"0.73"	"绿"	"黄白"	"中"	"MS"	"绿白"	"105.8"	"卵圆"	"--"	"中"	"9月上旬"	"散生"	"BEI PO XIAN MA 2 HAO"	"57.9"	"整齐"	"北坡线麻2号"	"较均匀"	"中"	"190"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00000969"	"9月中旬"	"中国农科院麻类所"	"1500"	"Boehmeria(苎麻属)"	"11.4"	"鄂房县"	"142.0"	"67.4"	"0.90"														
"151"	"弱"	"Urticaceae(荨麻科)"	"1106"	"--"	"短"	"鄂房县"	"0.69"	"绿"	"红"	"浅"	"S"	"黄白"	"83.8"	"长卵"	"--"	"强"	"9月中旬"	"串生"	"CHANG PING XIAN MA 1 HAO"	"58.1"	"整齐"	"昌坪线麻1号"	"较均匀"	"弱"	"190"	"多"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00000970"	"9月下旬"	"中国农科院麻类所"	"1240"	"Boehmeria(苎麻属)"	"10.9"	"鄂房县"	"132.0"	"68.3"	"0.71"														
"152"	"中"	"Urticaceae(荨麻科)"	"1111"	"--"	"长"	"鄂兴山县"	"0.61"	"绿"	"黄白"	"中"	"MR"	"黄白"	"74.9"	"尖椭"	"--"	"中"	"9月中旬"	"散生"	"HOU SHAN XIAN MA 1 HAO"	"59.6"	"整齐"	"后山线麻1号"	"均匀"	"中"	"190"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00000975"	"9月下旬"	"中国农科院麻类所"	"1370"	"Boehmeria(苎麻属)"	"11.7"	"鄂兴山县"	"131.0"	"64.3"	"0.73"														
"153"	"中"	"Urticaceae(荨麻科)"	"1113"	"--"	"短"	"鄂宣恩县"	"0.57"	"绿"	"微红"	"中"	"MR"	"绿白"	"79.2"	"卵圆"	"--"	"中"	"9月上旬"	"散生"	"XUAN EN HUANG MA 1 HAO"	"43.5"	"整齐"	"宣恩黄麻1号"	"均匀"	"中"	"187"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00000977"	"9月下旬"	"中国农科院麻类所"	"1520"	"Boehmeria(苎麻属)"	"11.4"	"鄂宣恩县"	"144.0"	"64.8"	"0.83"														
"154"	"弱"	"Urticaceae(荨麻科)"	"1114"	"--"	"长"	"鄂宣恩县"	"0.64"	"深绿"	"微红"	"浅"	"S"	"黄白"	"65.1"	"卵圆"	"--"	"强"	"9月上旬"	"串生"	"XUAN EN QING KE MA 1 HAO"	"53.5"	"较整齐"	"宣恩青壳麻1号"	"较均匀"	"弱"	"192"	"多"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00000978"	"9月下旬"	"中国农科院麻类所"	"1779"	"Boehmeria(苎麻属)"	"11.0"	"鄂宣恩县"	"130.0"	"66.2"	"0.69"														
"155"	"中"	"Urticaceae(荨麻科)"	"1118"	"--"	"短"	"鄂咸丰县"	"0.63"	"深绿"	"微红"	"中"	"R"	"黄白"	"71.6"	"卵圆"	"--"	"中"	"8月下旬"	"散生"	"QING GAN MA 2 HAO"	"62.3"	"较整齐"	"青杆麻2号"	"较均匀"	"弱"	"188"	"多"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00000982"	"9月上旬"	"中国农科院麻类所"	"1773"	"Boehmeria(苎麻属)"	"11.1"	"鄂咸沣县"	"117.0"	"61.4"	"0.68"														
"156"	"弱"	"Urticaceae(荨麻科)"	"1119"	"--"	"短"	"蜀巫山县"	"0.68"	"绿"	"微红"	"浅"	"S"	"黄白"	"82.0"	"长卵"	"--"	"强"	"9月上旬"	"串生"	"DA CHANG XIAN MA 2 HAO"	"55.8"	"整齐"	"大昌线麻2号"	"较均匀"	"弱"	"186"	"少"	"四川"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00000983"	"9月中旬"	"中国农科院麻类所"	"1472"	"Boehmeria(苎麻属)"	"10.5"	"蜀巫山县"	"127.0"	"64.7"	"0.71"														
"157"	"弱"	"Urticaceae(荨麻科)"	"1123"	"--"	"长"	"鄂神农架"	"0.67"	"黄绿"	"红"	"浅"	"MS"	"黄白"	"92.6"	"宽卵"	"--"	"强"	"9月上旬"	"串生"	"PAN SHUI XIAN MA 2 HAO"	"54.1"	"整齐"	"盘水线麻2号"	"均匀"	"弱"	"194"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00000987"	"9月中旬"	"中国农科院麻类所"	"1209"	"Boehmeria(苎麻属)"	"10.9"	"鄂神农架"	"130.0"	"60.4"	"0.77"														
"158"	"中"	"Urticaceae(荨麻科)"	"1124"	"--"	"长"	"鄂神农架"	"0.63"	"绿"	"红"	"中"	"S"	"绿白"	"86.2"	"卵圆"	"--"	"中"	"9月上旬"	"散生"	"PAN SHUI XIAN MA 3 HAO"	"54.3"	"较整齐"	"盘水线麻3号"	"较均匀"	"中"	"188"	"多"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00000988"	"9月中旬"	"中国农科院麻类所"	"1293"	"Boehmeria(苎麻属)"	"11.4"	"鄂神农架"	"129.0"	"69.3"	"0.70"														
"159"	"中"	"Urticaceae(荨麻科)"	"1127"	"--"	"长"	"鄂房县"	"0.66"	"深绿"	"微红"	"中"	"MR"	"绿白"	"95.2"	"卵圆"	"--"	"中"	"9月上旬"	"散生"	"CHANG PING XIAN MA 2 HAO"	"64.9"	"整齐"	"昌坪线麻2号"	"均匀"	"中"	"192"	"多"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00000991"	"9月下旬"	"中国农科院麻类所"	"897"	"Boehmeria(苎麻属)"	"11.1"	"鄂房县"	"149.0"	"69.6"	"0.78"														
"160"	"中"	"Urticaceae(荨麻科)"	"1133"	"--"	"短"	"鄂来凤县"	"0.78"	"绿"	"深红"	"中"	"S"	"黄白"	"92.0"	"长卵"	"--"	"中"	"9月上旬"	"散生"	"LAI FENG HUANG KE MA 1 HAO"	"56.8"	"整齐"	"来凤黄壳麻1号"	"均匀"	"中"	"192"	"多"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00000997"	"9月下旬"	"中国农科院麻类所"	"1547"	"Boehmeria(苎麻属)"	"11.2"	"鄂来凤县"	"132.0"	"66.5"	"0.78"														
"161"	"中"	"Urticaceae(荨麻科)"	"1135"	"--"	"短"	"鄂来凤县"	"0.70"	"浅绿"	"微红"	"中"	"R"	"绿白"	"99.2"	"卵圆"	"--"	"中"	"9月上旬"	"散生"	"LAI FENG HUANG KE MA 2 HAO"	"57.6"	"整齐"	"来凤黄壳麻2号"	"均匀"	"中"	"191"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00000999"	"9月下旬"	"中国农科院麻类所"	"1298"	"Boehmeria(苎麻属)"	"12.5"	"鄂来凤县"	"125.0"	"71.5"	"0.79"														
"162"	"中"	"Urticaceae(荨麻科)"	"1138"	"--"	"短"	"鄂咸丰县"	"0.60"	"绿"	"微红"	"中"	"I"	"黄白"	"86.7"	"宽卵"	"--"	"中"	"9月下旬"	"散生"	"QING GAN MA 1 HAO"	"50.1"	"整齐"	"青杆麻1号"	"较均匀"	"中"	"190"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001002"	"10月上旬"	"中国农科院麻类所"	"1705"	"Boehmeria(苎麻属)"	"9.8"	"鄂咸丰县"	"125.0"	"65.4"	"0.79"														
"163"	"中"	"Urticaceae(荨麻科)"	"1151"	"--"	"长"	"鄂恩施县"	"0.46"	"绿"	"淡红"	"中"	"S"	"绿白"	"53.5"	"卵圆"	"--"	"强"	"8月下旬"	"散生"	"DA JI XIAN MA 1 HAO"	"44.5"	"较整齐"	"大集线麻1号"	"较均匀"	"中"	"144"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001015"	"9月中旬"	"中国农科院麻类所"	"1530"	"Boehmeria(苎麻属)"	"10.6"	"鄂恩施县"	"125.0"	"63.4"	"0.64"														
"164"	"弱"	"Urticaceae(荨麻科)"	"1157"	"--"	"长"	"鄂竹溪县"	"0.53"	"绿"	"淡红"	"中"	"R"	"绿白"	"57.2"	"尖椭"	"--"	"强"	"8月下旬"	"散生"	"FENG XI XIAN MA 1 HAO"	"35.8"	"整齐"	"丰溪线麻1号"	"较均匀"	"中"	"167"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001021"	"9月中旬"	"中国农科院麻类所"	"2044"	"Boehmeria(苎麻属)"	"10.7"	"鄂竹溪县"	"122.0"	"65.3"	"0.69"														
"165"	"中"	"Urticaceae(荨麻科)"	"1158"	"--"	"长"	"蜀巫溪县"	"0.62"	"绿"	"黄白"	"中"	"I"	"绿白"	"72.9"	"近圆"	"--"	"中"	"8月下旬"	"散生"	"BAI LU XIAN MA 3 HAO"	"42.1"	"较整齐"	"白鹿线麻3号"	"均匀"	"中"	"169"	"多"	"四川"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001022"	"9月下旬"	"中国农科院麻类所"	"1630"	"Boehmeria(苎麻属)"	"13.5"	"蜀巫溪县"	"106.0"	"66.7"	"0.76"														
"166"	"弱"	"Urticaceae(荨麻科)"	"1160"	"--"	"长"	"鄂宣恩县"	"0.57"	"黄绿"	"淡红"	"中"	"MS"	"绿白"	"80.4"	"尖椭"	"--"	"中"	"8月下旬"	"散生"	"XUAN EN HUANG MA 2 HAO"	"43.3"	"较整齐"	"宣恩黄麻2号"	"较均匀"	"中"	"160"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001024"	"9月中旬"	"中国农科院麻类所"	"1352"	"Boehmeria(苎麻属)"	"13.0"	"鄂宣恩县"	"124.0"	"73.1"	"0.73"														
"167"	"弱"	"Urticaceae(荨麻科)"	"1161"	"--"	"长"	"鄂宣恩县"	"0.62"	"深绿"	"红"	"中"	"I"	"绿白"	"78.7"	"近圆"	"--"	"弱"	"9月中旬"	"散生"	"XUAN EN QING KE MA 2 HAO"	"40.6"	"较整齐"	"宣恩青壳麻2号"	"较均匀"	"中"	"155"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001025"	"9月下旬"	"中国农科院麻类所"	"1643"	"Boehmeria(苎麻属)"	"11.3"	"鄂宣恩县"	"129.0"	"84.8"	"0.89"														
"168"	"中"	"Urticaceae(荨麻科)"	"1163"	"--"	"长"	"鄂来凤县"	"0.54"	"绿"	"红"	"中"	"MR"	"黄白"	"71.4"	"椭圆"	"--"	"强"	"8月下旬"	"散生"	"LAI FENG QING KE MA 2 HAO"	"39.8"	"较整齐"	"来凤青壳麻2号"	"不均匀"	"弱"	"155"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001027"	"9月中旬"	"中国农科院麻类所"	"1784"	"Boehmeria(苎麻属)"	"12.2"	"鄂来凤县"	"105.0"	"62.3"	"0.65"														
"169"	"中"	"Urticaceae(荨麻科)"	"1164"	"--"	"长"	"蜀奉节县"	"0.48"	"绿"	"微红"	"中"	"MR"	"绿白"	"47.2"	"卵圆"	"--"	"中"	"8月下旬"	"散生"	"ZHU YUAN XIAN MA 2 HAO"	"32.7"	"较整齐"	"竹园线麻2号"	"较均匀"	"中"	"166"	"少"	"四川"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001028"	"9月中旬"	"中国农科院麻类所"	"2141"	"Boehmeria(苎麻属)"	"10.5"	"蜀奉节县"	"114.0"	"69.1"	"0.63"														
"170"	"中"	"Urticaceae(荨麻科)"	"1169"	"--"	"长"	"鄂恩施县"	"0.55"	"绿"	"黄白"	"深"	"MS"	"白绿"	"64.2"	"卵圆"	"--"	"中"	"8月下旬"	"丛生"	"SU JIA ZHAI XIAN MA 1 HAO"	"35.6"	"较整齐"	"苏家寨线麻1号"	"较均匀"	"中"	"163"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001033"	"9月下旬"	"中国农科院麻类所"	"1783"	"Boehmeria(苎麻属)"	"12.6"	"鄂恩施县"	"119.0"	"67.8"	"0.75"														
"171"	"弱"	"Urticaceae(荨麻科)"	"1170"	"--"	"短"	"鄂竹山县"	"0.59"	"绿"	"淡红"	"中"	"R"	"绿白"	"77.4"	"卵圆"	"--"	"中"	"8月下旬"	"散生"	"GONG ZU XIAN MA 1 HAO"	"43.6"	"较整齐"	"公祖线麻1号"	"均匀"	"中"	"166"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001034"	"9月中旬"	"中国农科院麻类所"	"1552"	"Boehmeria(苎麻属)"	"10.6"	"鄂竹山县"	"127.0"	"68.5"	"0.81"														
"172"	"中"	"Urticaceae(荨麻科)"	"1173"	"--"	"短"	"蜀巫山县"	"0.42"	"绿"	"淡红"	"中"	"MR"	"绿白"	"26.8"	"长卵"	"--"	"强"	"8月下旬"	"散生"	"DA CHANG XIAN MA 1 HAO"	"39.6"	"较整齐"	"大昌线麻1号"	"较均匀"	"中"	"155"	"少"	"四川"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001037"	"9月下旬"	"中国农科院麻类所"	"1817"	"Boehmeria(苎麻属)"	"10.9"	"蜀巫山县"	"91.0"	"54.8"	"0.53"														
"173"	"中"	"Urticaceae(荨麻科)"	"1174"	"--"	"长"	"蜀巫溪县"	"0.48"	"绿"	"红"	"中"	"I"	"黄白"	"45.3"	"卵圆"	"--"	"强"	"8月上旬"	"散生"	"JIAN SHAN XIAN MA 1 HAO"	"37.0"	"较整齐"	"尖山线麻1号"	"不均匀"	"中"	"151"	"少"	"四川"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001038"	"9月中旬"	"中国农科院麻类所"	"1914"	"Boehmeria(苎麻属)"	"10.2"	"蜀巫溪县"	"108.0"	"57.1"	"0.64"														
"174"	"中"	"Urticaceae(荨麻科)"	"1176"	"--"	"短"	"蜀巫溪县"	"0.51"	"绿"	"淡红"	"中"	"MR"	"黄白"	"67.2"	"椭圆"	"--"	"强"	"8月上旬"	"散生"	"BAI LU XIAN MA 2 HAO"	"38.2"	"不整齐"	"白鹿线麻2号"	"不均匀"	"中"	"154"	"少"	"四川"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001040"	"9月下旬"	"中国农科院麻类所"	"1753"	"Boehmeria(苎麻属)"	"13.4"	"蜀巫溪县"	"108.0"	"67.8"	"0.64"														
"175"	"中"	"Urticaceae(荨麻科)"	"1179"	"--"	"长"	"鄂恩施县"	"0.53"	"黄绿"	"微红"	"中"	"R"	"黄白"	"82.4"	"椭圆"	"--"	"中"	"8月下旬"	"散生"	"EN SHI JI GU BAI 3 HAO"	"45.1"	"整齐"	"恩施鸡骨白3号"	"较均匀"	"中"	"187"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001043"	"9月中旬"	"中国农科院麻类所"	"1300"	"Boehmeria(苎麻属)"	"13.7"	"鄂恩施县"	"128.0"	"63.9"	"0.73"														
"176"	"中"	"Urticaceae(荨麻科)"	"1181"	"--"	"长"	"鄂恩施县"	"0.52"	"浅绿"	"黄白"	"中"	"MR"	"绿白"	"48.1"	"长卵"	"--"	"中"	"9月上旬"	"散生"	"SHI MEN XIAN MA 1 HAO"	"48.6"	"不整齐"	"石门线麻1号"	"较均匀"	"中"	"150"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001045"	"10月上旬"	"中国农科院麻类所"	"1705"	"Boehmeria(苎麻属)"	"10.4"	"鄂恩施县"	"117.0"	"62.1"	"0.79"														
"177"	"中"	"Urticaceae(荨麻科)"	"1185"	"--"	"长"	"鄂恩施县"	"0.58"	"绿"	"红"	"中"	"I"	"黄白"	"82.0"	"椭圆"	"--"	"强"	"8月下旬"	"散生"	"SHI MEN XIAN MA 2 HAO"	"38.4"	"较整齐"	"石门线麻2号"	"较均匀"	"弱"	"152"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001049"	"9月下旬"	"中国农科院麻类所"	"1806"	"Boehmeria(苎麻属)"	"12.4"	"鄂恩施县"	"111.0"	"64.3"	"0.69"														
"178"	"中"	"Urticaceae(荨麻科)"	"1194"	"--"	"短"	"鄂兴山县"	"0.56"	"深绿"	"淡红"	"中"	"MR"	"绿白"	"78.2"	"近圆"	"--"	"强"	"9月上旬"	"散生"	"HOU SHAN XIAN MA 3 HAO"	"48.2"	"较整齐"	"后山线麻3号"	"较均匀"	"弱"	"158"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001058"	"10月上旬"	"中国农科院麻类所"	"1397"	"Boehmeria(苎麻属)"	"12.5"	"鄂兴山县"	"105.0"	"67.7"	"0.62"														
"179"	"中"	"Urticaceae(荨麻科)"	"1195"	"--"	"短"	"鄂兴山县"	"0.63"	"深绿"	"淡红"	"中"	"S"	"绿白"	"46.6"	"卵圆"	"--"	"强"	"8月下旬"	"散生"	"HOU SHAN XIAN MA 2 HAO"	"49.2"	"整齐"	"后山线麻2号"	"较均匀"	"中"	"165"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001059"	"9月下旬"	"中国农科院麻类所"	"1376"	"Boehmeria(苎麻属)"	"12.6"	"鄂兴山县"	"96.0"	"63.8"	"0.66"														
"180"	"中"	"Urticaceae(荨麻科)"	"1198"	"--"	"短"	"蜀巫溪县"	"0.56"	"绿"	"微红"	"中"	"R"	"绿白"	"77.9"	"卵圆"	"--"	"强"	"8月下旬"	"散生"	"BAI LU XIAN MA 1 HAO"	"29.7"	"整齐"	"白鹿线麻1号"	"较均匀"	"弱"	"151"	"少"	"四川"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001062"	"9月中旬"	"中国农科院麻类所"	"2083"	"Boehmeria(苎麻属)"	"10.2"	"蜀巫溪县"	"125.0"	"68.1"	"0.73"														
"181"	"中"	"Urticaceae(荨麻科)"	"1199"	"--"	"长"	"鄂鹤峰县"	"0.58"	"浅绿"	"红"	"深"	"I"	"白绿"	"--"	"近圆"	"--"	"中"	"8月下旬"	"丛生"	"YAN ZI XIAN MA 1 HAO"	"--"	"整齐"	"燕子线麻1号"	"均匀"	"中"	"154"	"多"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001063"	"9月下旬"	"中国农科院麻类所"	"--"	"Boehmeria(苎麻属)"	"--"	"鄂鹤峰县"	"133.0"	"62.5"	"0.78"														
"182"	"中"	"Urticaceae(荨麻科)"	"1200"	"--"	"长"	"蜀奉节县"	"0.57"	"绿"	"红"	"中"	"I"	"绿"	"75.0"	"椭圆"	"--"	"中"	"8月下旬"	"散生"	"ZHU YUAN XIAN MA 1 HAO"	"39.0"	"较整齐"	"竹园线麻1号"	"较均匀"	"弱"	"152"	"少"	"四川"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001064"	"9月下旬"	"中国农科院麻类所"	"1695"	"Boehmeria(苎麻属)"	"12.7"	"蜀奉节县"	"111.0"	"66.2"	"0.70"														
"183"	"强"	"Urticaceae(荨麻科)"	"1201"	"--"	"短"	"鄂鹤峰县"	"0.62"	"浅绿"	"淡红"	"深"	"I"	"绿白"	"--"	"尖椭"	"--"	"中"	"8月下旬"	"丛生"	"YAN ZI XIAN MA 2 HAO"	"--"	"整齐"	"燕子线麻2号"	"均匀"	"中"	"167"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001065"	"9月中旬"	"中国农科院麻类所"	"--"	"Boehmeria(苎麻属)"	"--"	"鄂鹤峰县"	"133.0"	"71.5"	"0.74"														
"184"	"中"	"Urticaceae(荨麻科)"	"1202"	"--"	"长"	"蜀巫溪县"	"0.57"	"绿"	"淡红"	"中"	"I"	"绿白"	"93.8"	"长卵"	"--"	"中"	"8月下旬"	"散生"	"JIAN SHAN XIAN MA 2 HAO"	"38.4"	"较整齐"	"尖山线麻2号"	"较均匀"	"中"	"157"	"少"	"四川"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001066"	"9月下旬"	"中国农科院麻类所"	"1665"	"Boehmeria(苎麻属)"	"13.1"	"蜀巫溪县"	"125.0"	"66.4"	"0.73"														
"185"	"弱"	"Urticaceae(荨麻科)"	"1208"	"--"	"短"	"鄂建始县"	"0.54"	"绿"	"淡红"	"中"	"I"	"绿白"	"72.8"	"长卵"	"--"	"强"	"8月下旬"	"散生"	"JIAN SHI DA YE PAO 2 HAO"	"32.2"	"整齐"	"建始大叶泡2号"	"均匀"	"弱"	"168"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001072"	"9月下旬"	"中国农科院麻类所"	"1855"	"Boehmeria(苎麻属)"	"11.7"	"鄂建始县"	"124.0"	"65.0"	"0.73"														
"186"	"中"	"Urticaceae(荨麻科)"	"1209"	"--"	"短"	"鄂建始县"	"0.57"	"绿"	"深红"	"中"	"R"	"黄白"	"--"	"卵圆"	"--"	"中"	"8月下旬"	"散生"	"JIAN SHI JI GU BAI 3 HAO"	"--"	"较整齐"	"建始鸡骨白3号"	"较均匀"	"中"	"191"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001073"	"9月上旬"	"中国农科院麻类所"	"--"	"Boehmeria(苎麻属)"	"--"	"鄂建始县"	"144.0"	"64.4"	"0.68"														
"187"	"强"	"Urticaceae(荨麻科)"	"1211"	"--"	"长"	"鄂建始县"	"0.64"	"绿"	"红"	"深"	"I"	"绿白"	"78.7"	"卵圆"	"--"	"弱"	"8月下旬"	"丛生"	"JIAN SHI QING MA 2 HAO"	"45.2"	"较整齐"	"建始青麻2号"	"均匀"	"中"	"155"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001075"	"9月下旬"	"中国农科院麻类所"	"1437"	"Boehmeria(苎麻属)"	"11.1"	"鄂建始县"	"144.0"	"79.0"	"0.96"														
"188"	"中"	"Urticaceae(荨麻科)"	"1212"	"--"	"长"	"鄂利川县"	"0.48"	"绿"	"红"	"中"	"S"	"黄白"	"69.7"	"椭圆"	"--"	"强"	"8月下旬"	"散生"	"TU CHI XIAN MA 1 HAO"	"41.7"	"较整齐"	"土池线麻1号"	"较均匀"	"弱"	"159"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001076"	"9月下旬"	"中国农科院麻类所"	"1714"	"Boehmeria(苎麻属)"	"13.8"	"鄂利川县"	"114.0"	"59.1"	"0.61"														
"189"	"中"	"Urticaceae(荨麻科)"	"1214"	"--"	"长"	"鄂恩施县"	"0.61"	"绿"	"淡红"	"中"	"MR"	"黄白"	"108.8"	"卵圆"	"--"	"强"	"9月上旬"	"散生"	"EN SHI QING MA 2 HAO"	"40.1"	"较整齐"	"恩施青麻2号"	"较均匀"	"弱"	"156"	"少"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001078"	"9月下旬"	"中国农科院麻类所"	"1485"	"Boehmeria(苎麻属)"	"14.4"	"鄂恩施县"	"134.0"	"61.2"	"0.78"														
"190"	"中"	"Urticaceae(荨麻科)"	"1218"	"--"	"长"	"鄂恩施县"	"0.66"	"黄绿"	"黄白"	"中"	"I"	"黄白"	"--"	"卵圆"	"--"	"中"	"8月下旬"	"散生"	"MAN YUAN CHUAN 2 HAO"	"--"	"较整齐"	"满园串2号"	"较均匀"	"中"	"150"	"多"	"湖北"	"Boehmeria nivea (L.) Gaud(苎麻)"	"00001082"	"9月中旬"	"中国农科院麻类所"	"--"	"Boehmeria(苎麻属)"	"--"	"鄂恩施县"	"135.0"	"69.5"	"0.77"														
