"id"	"含油量"	"蛋氨酸"	"科名"	"品种名称"	"谷氨酸"	"种子来源"	"棕榈酸"	"精氨酸"	"丙氨酸"	"单株生产率"	"酪氨酸"	"抗根结线虫"	"单位编号"	"类型"	"硬脂酸"	"组氨酸"	"属名"	"保存单位"	"山芋酸"	"亚油酸"	"苏氨酸"	"统一编号"	"抗叶黑斑"	"学名"	"选育方法"	"苯丙氨酸"	"胱氨酸"	"蛋白质含量"	"天冬氨酸"	"油酸"	"亮氨酸"	"库编号"	"株型"	"生育期"	"花生酸"	"省"	"百果重"	"抗青枯"	"甘氨酸"	"缬氨酸"	"色氨酸"	"抗叶褐斑"	"脯氨酸"	"百仁重"	"分枝型"	"抗旱"	"赖氨酸"	"出仁率"	"抗涝"	"丝氨酸"	"开花习性"	"译名"	"花生烯酸"	"病毒病"	"抗锈病"	"异亮氨酸"	"主茎高"
"3127"	"46.38"	"--"	"Leguminosae(豆科)"	"Georgia 119--20"	"--"	"美国"	"9.78"	"--"	"--"	"--"	"--"	"HS"	"W010"	"普通型"	"3.37"	"--"	"Arachis(落花生属)"	"山东省花生研究所"	"3.65"	"32.18"	"--"	"W.h01427"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"31.25"	"--"	"45.77"	"--"	"I4A00346"	"直立"	"149"	"2.04"	"国外"	"271.0"	"--"	"--"	"--"	"--"	"S"	"--"	"79.2"	"密枝"	"强"	"--"	"69.60"	"--"	"--"	"交替"	"左治亚119-20"	"1.28"	"--"	"HS"	"--"	"--"
"3128"	"50.84"	"0.15"	"Leguminosae(豆科)"	"Southeast Runner 56--15"	"5.61"	"美国"	"10.56"	"3.17"	"1.09"	"--"	"0.92"	"HS"	"W011"	"普通型"	"2.00"	"0.58"	"Arachis(落花生属)"	"山东省花生研究所"	"3.29"	"33.28"	"0.69"	"W.h01428"	"HS"	"Arachis hypogaea L.(花生)"	"--"	"1.61"	"0.42"	"26.95"	"3.09"	"45.91"	"3.21"	"I4A00347"	"匍匐"	"149"	"1.41"	"国外"	"125.0"	"--"	"1.84"	"1.07"	"--"	"HS"	"0.87"	"51.3"	"密枝"	"强"	"1.08"	"68.60"	"--"	"1.34"	"交替"	"东南蔓生56-15"	"1.58"	"--"	"HS"	"0.83"	"--"
"3129"	"54.44"	"--"	"Leguminosae(豆科)"	"Vbay"	"--"	"美国"	"10.08"	"--"	"--"	"--"	"--"	"HS"	"W012"	"普通型"	"2.79"	"--"	"Arachis(落花生属)"	"山东省花生研究所"	"3.34"	"31.27"	"--"	"W.h01429"	"HS"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"31.88"	"--"	"47.54"	"--"	"I4A00348"	"半蔓"	"149"	"1.74"	"国外"	"201.0"	"--"	"--"	"--"	"--"	"S"	"--"	"71.0"	"密枝"	"强"	"--"	"69.60"	"--"	"--"	"交替"	"Vbay"	"1.34"	"--"	"HS"	"--"	"--"
"3130"	"51.88"	"--"	"Leguminosae(豆科)"	"--"	"--"	"美国"	"11.72"	"--"	"--"	"--"	"--"	"HS"	"W013"	"珍珠豆型"	"4.36"	"--"	"Arachis(落花生属)"	"山东省花生研究所"	"4.20"	"35.00"	"--"	"W.h01430"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"29.00"	"--"	"38.99"	"--"	"I4A00349"	"直立"	"135"	"2.30"	"国外"	"90.0"	"--"	"--"	"--"	"--"	"S"	"--"	"39.0"	"疏枝"	"强"	"--"	"73.80"	"--"	"--"	"连续"	"泰米花生"	"1.07"	"--"	"HS"	"--"	"--"
"3131"	"55.54"	"--"	"Leguminosae(豆科)"	"Spantex"	"--"	"美国"	"12.04"	"--"	"--"	"--"	"--"	"HS"	"W014"	"珍珠豆型"	"3.95"	"--"	"Arachis(落花生属)"	"山东省花生研究所"	"4.23"	"36.48"	"--"	"W.h01431"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"31.57"	"--"	"38.22"	"--"	"I4A00350"	"直立"	"137"	"2.23"	"国外"	"81.0"	"--"	"--"	"--"	"--"	"HS"	"--"	"32.0"	"疏枝"	"强"	"--"	"73.00"	"--"	"--"	"连续"	"西班早熟"	"1.13"	"--"	"HS"	"--"	"--"
"3132"	"49.24"	"--"	"Leguminosae(豆科)"	"Tifspan"	"--"	"美国"	"11.95"	"--"	"--"	"--"	"--"	"HS"	"W015"	"珍珠豆型"	"4.02"	"--"	"Arachis(落花生属)"	"山东省花生研究所"	"4.58"	"35.62"	"--"	"W.h01432"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"29.78"	"--"	"38.71"	"--"	"I4A00351"	"直立"	"137"	"2.22"	"国外"	"93.0"	"--"	"--"	"--"	"--"	"S"	"--"	"38.0"	"疏枝"	"强"	"--"	"74.00"	"--"	"--"	"连续"	"蒂弗西班"	"1.15"	"--"	"HS"	"--"	"--"
"3133"	"49.40"	"--"	"Leguminosae(豆科)"	"Starr"	"--"	"美国"	"11.72"	"--"	"--"	"--"	"--"	"HS"	"W016"	"珍珠豆型"	"4.69"	"--"	"Arachis(落花生属)"	"山东省花生研究所"	"4.06"	"37.48"	"--"	"W.h01433"	"HS"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"32.07"	"--"	"37.05"	"--"	"I4A00352"	"直立"	"138"	"2.34"	"国外"	"89.0"	"--"	"--"	"--"	"--"	"HS"	"--"	"38.0"	"疏枝"	"强"	"--"	"75.20"	"--"	"--"	"连续"	"星"	"1.03"	"--"	"HS"	"--"	"--"
"3134"	"50.16"	"0.18"	"Leguminosae(豆科)"	"Flounner"	"5.68"	"美国"	"10.11"	"3.24"	"1.08"	"--"	"0.95"	"HS"	"W017"	"普通型"	"1.89"	"0.58"	"Arachis(落花生属)"	"山东省花生研究所"	"3.46"	"32.06"	"0.68"	"W.h01434"	"HS"	"Arachis hypogaea L.(花生)"	"--"	"1.74"	"0.48"	"26.95"	"3.14"	"47.35"	"3.26"	"I4A00353"	"匍匐"	"145"	"1.38"	"国外"	"86.0"	"--"	"1.80"	"1.09"	"--"	"S"	"0.97"	"58.0"	"密枝"	"强"	"1.06"	"74.40"	"--"	"1.31"	"交替"	"佛罗蔓生"	"1.63"	"--"	"HS"	"0.91"	"--"
"3135"	"49.48"	"0.10"	"Leguminosae(豆科)"	"--"	"6.20"	"美国"	"9.84"	"3.69"	"1.19"	"--"	"1.02"	"HS"	"W018"	"普通型"	"2.54"	"0.63"	"Arachis(落花生属)"	"山东省花生研究所"	"3.07"	"30.42"	"0.74"	"W.h01435"	"HS"	"Arachis hypogaea L.(花生)"	"--"	"1.72"	"0.44"	"30.21"	"3.45"	"49.36"	"3.54"	"I4A00354"	"匍匐"	"150"	"1.62"	"国外"	"165.0"	"--"	"1.80"	"1.18"	"--"	"S"	"1.09"	"96.0"	"密枝"	"强"	"1.10"	"66.40"	"--"	"1.43"	"交替"	"弗及利亚"	"1.32"	"--"	"HS"	"0.97"	"--"
"3136"	"55.10"	"--"	"Leguminosae(豆科)"	"--"	"--"	"法国"	"9.56"	"--"	"--"	"--"	"--"	"HS"	"W019"	"普通型"	"3.20"	"--"	"Arachis(落花生属)"	"山东省花生研究所"	"3.37"	"29.12"	"--"	"W.h01436"	"HS"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"30.68"	"--"	"49.59"	"--"	"I4A00355"	"直立"	"140"	"1.87"	"国外"	"204.4"	"--"	"--"	"--"	"--"	"S"	"--"	"80.0"	"密枝"	"强"	"--"	"59.40"	"--"	"--"	"交替"	"法国花生"	"1.36"	"--"	"HS"	"--"	"--"
"3137"	"49.93"	"--"	"Leguminosae(豆科)"	"--"	"--"	"日本"	"9.60"	"--"	"--"	"--"	"--"	"HS"	"W020"	"普通型"	"2.85"	"--"	"Arachis(落花生属)"	"山东省花生研究所"	"2.83"	"29.81"	"--"	"W.h01437"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"30.54"	"--"	"50.35"	"--"	"I4A00356"	"匍匐"	"148"	"1.73"	"国外"	"184.0"	"--"	"--"	"--"	"--"	"S"	"--"	"72.5"	"密枝"	"强"	"--"	"67.40"	"--"	"--"	"交替"	"关东半立"	"1.15"	"--"	"HS"	"--"	"--"
"3138"	"46.27"	"--"	"Leguminosae(豆科)"	"--"	"--"	"日本"	"9.73"	"--"	"--"	"--"	"--"	"HS"	"W021"	"普通型"	"2.85"	"--"	"Arachis(落花生属)"	"山东省花生研究所"	"3.24"	"30.64"	"--"	"W.h01438"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"30.76"	"--"	"48.65"	"--"	"I4A00357"	"半蔓"	"148"	"1.80"	"国外"	"170.0"	"--"	"--"	"--"	"--"	"S"	"--"	"69.0"	"密枝"	"强"	"--"	"73.80"	"--"	"--"	"交替"	"关东2号"	"1.32"	"--"	"HS"	"--"	"--"
"3139"	"47.93"	"--"	"Leguminosae(豆科)"	"--"	"--"	"日本"	"9.89"	"--"	"--"	"--"	"--"	"HS"	"W022"	"普通型"	"2.93"	"--"	"Arachis(落花生属)"	"山东省花生研究所"	"2.67"	"30.78"	"--"	"W.h01439"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"30.90"	"--"	"49.18"	"--"	"I4A00358"	"匍匐"	"148"	"1.70"	"国外"	"184.0"	"--"	"--"	"--"	"--"	"S"	"--"	"72.5"	"密枝"	"强"	"--"	"67.40"	"--"	"--"	"交替"	"千叶半立"	"1.22"	"--"	"HS"	"--"	"--"
"3140"	"51.60"	"--"	"Leguminosae(豆科)"	"--"	"--"	"日本"	"9.72"	"--"	"--"	"--"	"--"	"HS"	"W023"	"普通型"	"2.68"	"--"	"Arachis(落花生属)"	"山东省花生研究所"	"3.12"	"30.24"	"--"	"W.h01440"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"30.55"	"--"	"49.51"	"--"	"I4A00359"	"半蔓"	"148"	"1.69"	"国外"	"169.0"	"--"	"--"	"--"	"--"	"S"	"--"	"69.4"	"密枝"	"强"	"--"	"62.60"	"--"	"--"	"交替"	"千叶55"	"1.32"	"--"	"HS"	"--"	"--"
"3141"	"49.76"	"--"	"Leguminosae(豆科)"	"--"	"--"	"日本"	"9.80"	"--"	"--"	"--"	"--"	"HS"	"W024"	"普通型"	"2.74"	"--"	"Arachis(落花生属)"	"山东省花生研究所"	"3.07"	"28.89"	"--"	"W.h01441"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"30.67"	"--"	"50.87"	"--"	"I4A00360"	"直立"	"148"	"1.68"	"国外"	"174.0"	"--"	"--"	"--"	"--"	"S"	"--"	"64.8"	"密枝"	"强"	"--"	"65.40"	"--"	"--"	"交替"	"改良和田冈"	"1.28"	"--"	"HS"	"--"	"--"
"3142"	"49.74"	"--"	"Leguminosae(豆科)"	"--"	"--"	"日本"	"11.91"	"--"	"--"	"--"	"--"	"HS"	"W025"	"珍珠豆型"	"5.27"	"--"	"Arachis(落花生属)"	"山东省花生研究所"	"4.83"	"37.69"	"--"	"W.h01442"	"HS"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"32.95"	"--"	"34.86"	"--"	"I4A00361"	"直立"	"136"	"2.63"	"国外"	"127.0"	"--"	"--"	"--"	"--"	"S"	"--"	"53.0"	"疏枝"	"强"	"--"	"71.00"	"--"	"--"	"连续"	"白油7-3"	"1.04"	"--"	"HS"	"--"	"--"
"3143"	"51.66"	"--"	"Leguminosae(豆科)"	"--"	"--"	"日本"	"11.40"	"--"	"--"	"--"	"--"	"HS"	"W026"	"珍珠豆型"	"6.01"	"--"	"Arachis(落花生属)"	"山东省花生研究所"	"4.67"	"36.80"	"--"	"W.h01443"	"HS"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"32.21"	"--"	"35.78"	"--"	"I4A00362"	"直立"	"136"	"2.78"	"国外"	"113.0"	"--"	"--"	"--"	"--"	"HS"	"--"	"52.6"	"疏枝"	"强"	"--"	"73.50"	"--"	"--"	"连续"	"爪哇13"	"0.97"	"--"	"HS"	"--"	"--"
"3144"	"52.31"	"--"	"Leguminosae(豆科)"	"--"	"--"	"日本"	"9.70"	"--"	"--"	"--"	"--"	"HS"	"W027"	"普通型"	"3.04"	"--"	"Arachis(落花生属)"	"山东省花生研究所"	"2.93"	"29.38"	"--"	"W.h01444"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"30.79"	"--"	"50.33"	"--"	"I4A00363"	"直立"	"148"	"1.82"	"国外"	"154.0"	"--"	"--"	"--"	"--"	"S"	"--"	"70.4"	"密枝"	"强"	"--"	"66.40"	"--"	"--"	"交替"	"立落花1号"	"1.14"	"--"	"HS"	"--"	"--"
"3145"	"52.14"	"--"	"Leguminosae(豆科)"	"--"	"--"	"印度"	"11.33"	"--"	"--"	"--"	"--"	"HS"	"W028"	"珍珠豆型"	"4.24"	"--"	"Arachis(落花生属)"	"山东省花生研究所"	"4.43"	"35.75"	"--"	"W.h01445"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"31.40"	"--"	"39.14"	"--"	"I4A00364"	"直立"	"135"	"2.33"	"国外"	"172.8"	"--"	"--"	"--"	"--"	"S"	"--"	"60.0"	"疏枝"	"强"	"--"	"66.50"	"--"	"--"	"连续"	"印度花生"	"1.10"	"--"	"HS"	"--"	"--"
"3146"	"54.88"	"--"	"Leguminosae(豆科)"	"--"	"--"	"印度"	"11.49"	"--"	"--"	"--"	"--"	"HS"	"W029"	"珍珠豆型"	"4.30"	"--"	"Arachis(落花生属)"	"山东省花生研究所"	"4.27"	"37.87"	"--"	"W.h01446"	"HS"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"31.87"	"--"	"37.07"	"--"	"I4A00365"	"直立"	"135"	"2.35"	"国外"	"120.0"	"--"	"--"	"--"	"--"	"S"	"--"	"52.0"	"疏枝"	"强"	"--"	"75.30"	"--"	"--"	"连续"	"印度种"	"1.06"	"--"	"HS"	"--"	"--"
"3147"	"54.44"	"--"	"Leguminosae(豆科)"	"--"	"--"	"越南"	"11.29"	"--"	"--"	"--"	"--"	"HS"	"W030"	"珍珠豆型"	"4.20"	"--"	"Arachis(落花生属)"	"山东省花生研究所"	"4.11"	"38.14"	"--"	"W.h01447"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"35.20"	"--"	"37.07"	"--"	"I4A00366"	"直立"	"130"	"2.30"	"国外"	"140.0"	"--"	"--"	"--"	"--"	"S"	"--"	"56.4"	"疏枝"	"强"	"--"	"61.50"	"--"	"--"	"连续"	"越南莲花"	"1.08"	"--"	"HS"	"--"	"--"
"3148"	"53.31"	"--"	"Leguminosae(豆科)"	"--"	"--"	"马来亚"	"10.87"	"--"	"--"	"--"	"--"	"HS"	"W031"	"多粒型"	"6.12"	"--"	"Arachis(落花生属)"	"山东省花生研究所"	"4.22"	"37.29"	"--"	"W.h01448"	"HS"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"33.17"	"--"	"36.20"	"--"	"I4A00367"	"直立"	"135"	"2.75"	"国外"	"168.0"	"--"	"--"	"--"	"--"	"S"	"--"	"60.0"	"疏枝"	"强"	"--"	"67.20"	"--"	"--"	"连续"	"马来亚花生"	"0.91"	"--"	"HS"	"--"	"--"
"3149"	"53.23"	"--"	"Leguminosae(豆科)"	"--"	"--"	"缅甸"	"11.50"	"--"	"--"	"--"	"--"	"HS"	"W032"	"珍珠豆型"	"4.66"	"--"	"Arachis(落花生属)"	"山东省花生研究所"	"4.68"	"36.85"	"--"	"W.h01449"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"32.45"	"--"	"36.85"	"--"	"I4A00368"	"直立"	"135"	"2.56"	"国外"	"134.0"	"--"	"--"	"--"	"--"	"S"	"--"	"56.0"	"疏枝"	"强"	"--"	"72.10"	"--"	"--"	"连续"	"缅甸花生"	"1.13"	"--"	"HS"	"--"	"--"
"3150"	"55.26"	"--"	"Leguminosae(豆科)"	"Natal"	"--"	"--"	"11.44"	"--"	"--"	"--"	"--"	"HS"	"W033"	"珍珠豆型"	"5.35"	"--"	"Arachis(落花生属)"	"山东省花生研究所"	"4.79"	"35.70"	"--"	"W.h01450"	"HS"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"31.76"	"--"	"37.29"	"--"	"I4A00369"	"直立"	"135"	"2.73"	"国外"	"104.0"	"--"	"--"	"--"	"--"	"S"	"--"	"40.0"	"疏枝"	"强"	"--"	"77.40"	"--"	"--"	"连续"	"纳塔尔"	"1.07"	"--"	"HS"	"--"	"--"
"3151"	"51.84"	"--"	"Leguminosae(豆科)"	"Zaire"	"--"	"--"	"10.27"	"--"	"--"	"--"	"--"	"HS"	"W034"	"多粒型"	"3.88"	"--"	"Arachis(落花生属)"	"山东省花生研究所"	"3.67"	"35.50"	"--"	"W.h01451"	"HS"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"33.12"	"--"	"41.77"	"--"	"I4A00370"	"直立"	"135"	"2.07"	"国外"	"180.0"	"--"	"--"	"--"	"--"	"S"	"--"	"48.0"	"疏枝"	"强"	"--"	"71.20"	"--"	"--"	"连续"	"扎伊尔"	"1.13"	"--"	"HS"	"--"	"--"
"3152"	"47.92"	"--"	"Leguminosae(豆科)"	"Chalimbana"	"--"	"赞比亚"	"10.15"	"--"	"--"	"--"	"--"	"HS"	"W035"	"普通型"	"3.24"	"--"	"Arachis(落花生属)"	"山东省花生研究所"	"3.17"	"29.71"	"--"	"W.h01452"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"31.85"	"--"	"49.04"	"--"	"I4A00371"	"直立"	"150"	"1.78"	"国外"	"296.0"	"HS"	"--"	"--"	"--"	"S"	"--"	"84.0"	"密枝"	"强"	"--"	"61.20"	"--"	"--"	"交替"	"卡里木巴那"	"1.14"	"--"	"HS"	"--"	"--"
"3153"	"52.00"	"--"	"Leguminosae(豆科)"	"Nataconmen"	"--"	"赞比亚"	"11.29"	"--"	"--"	"--"	"--"	"HS"	"W036"	"多粒型"	"3.71"	"--"	"Arachis(落花生属)"	"山东省花生研究所"	"4.87"	"36.14"	"--"	"W.h01453"	"HS"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"34.88"	"--"	"38.46"	"--"	"I4A00372"	"直立"	"135"	"2.27"	"国外"	"160.0"	"--"	"--"	"--"	"--"	"S"	"--"	"51.2"	"疏枝"	"强"	"--"	"67.40"	"--"	"--"	"连续"	"奈特康门"	"1.36"	"--"	"HS"	"--"	"--"
"3154"	"53.87"	"--"	"Leguminosae(豆科)"	"--"	"--"	"太国"	"11.40"	"--"	"--"	"--"	"--"	"HS"	"W037"	"珍珠豆型"	"5.34"	"--"	"Arachis(落花生属)"	"山东省花生研究所"	"4.35"	"38.00"	"--"	"W.h01454"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"33.18"	"--"	"35.68"	"--"	"I4A00373"	"直立"	"135"	"2.56"	"国外"	"131.2"	"--"	"--"	"--"	"--"	"S"	"--"	"68.0"	"疏枝"	"强"	"--"	"65.60"	"--"	"--"	"连续"	"太国2号"	"0.98"	"--"	"HS"	"--"	"--"
"3155"	"53.86"	"--"	"Leguminosae(豆科)"	"--"	"--"	"太国"	"11.96"	"--"	"--"	"--"	"--"	"HS"	"W038"	"珍珠豆型"	"4.10"	"--"	"Arachis(落花生属)"	"山东省花生研究所"	"4.53"	"36.05"	"--"	"W.h01455"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"33.12"	"--"	"38.11"	"--"	"I4A00374"	"直立"	"135"	"2.28"	"国外"	"126.0"	"--"	"--"	"--"	"--"	"S"	"--"	"52.0"	"疏枝"	"强"	"--"	"71.80"	"--"	"--"	"连续"	"太国3号"	"1.21"	"--"	"HS"	"--"	"--"
"3156"	"54.74"	"--"	"Leguminosae(豆科)"	"--"	"--"	"保加利亚"	"11.77"	"--"	"--"	"--"	"--"	"HS"	"W039"	"珍珠豆型"	"3.42"	"--"	"Arachis(落花生属)"	"山东省花生研究所"	"4.12"	"40.37"	"--"	"W.h01456"	"HS"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"30.19"	"--"	"35.06"	"--"	"I4A00375"	"直立"	"135"	"2.07"	"国外"	"172.4"	"--"	"--"	"--"	"--"	"S"	"--"	"74.0"	"疏枝"	"强"	"--"	"75.20"	"--"	"--"	"连续"	"保3007"	"1.32"	"--"	"HS"	"--"	"--"
"3157"	"48.14"	"0.12"	"Leguminosae(豆科)"	"--"	"6.08"	"保加利亚"	"9.45"	"3.51"	"1.16"	"--"	"0.94"	"HS"	"W040"	"普通型"	"3.13"	"0.64"	"Arachis(落花生属)"	"山东省花生研究所"	"3.00"	"27.58"	"0.74"	"W.h01457"	"HS"	"Arachis hypogaea L.(花生)"	"--"	"1.70"	"0.43"	"29.57"	"3.36"	"52.05"	"3.36"	"I4A00376"	"直立"	"140"	"1.81"	"国外"	"172.4"	"--"	"1.65"	"1.17"	"--"	"HS"	"0.94"	"80.4"	"密枝"	"强"	"1.09"	"64.00"	"--"	"1.40"	"交替"	"保3019"	"1.20"	"--"	"HS"	"0.88"	"--"
"3158"	"48.96"	"--"	"Leguminosae(豆科)"	"San Rauon oriente"	"--"	"墨西哥"	"9.17"	"--"	"--"	"--"	"--"	"HS"	"W001"	"珍珠豆型"	"2.10"	"--"	"Arachis(落花生属)"	"中国农科院油料研究所"	"2.75"	"40.76"	"--"	"W.h01458"	"--"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"30.89"	"--"	"40.40"	"--"	"I4A03356"	"直立"	"141"	"2.40"	"国外"	"104.0"	"HS"	"--"	"--"	"--"	"--"	"--"	"40.0"	"疏枝"	"强"	"--"	"60.60"	"--"	"--"	"连续"	"San Rauon oriente"	"2.40"	"--"	"S"	"--"	"--"
"3159"	"48.64"	"--"	"Leguminosae(豆科)"	"Spanish--10(A·H39)"	"--"	"印度"	"12.82"	"--"	"--"	"--"	"--"	"--"	"W002"	"珍珠豆型"	"3.89"	"--"	"Arachis(落花生属)"	"中国农科院油料研究所"	"0.62"	"38.79"	"--"	"W.h01459"	"--"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"25.59"	"--"	"41.83"	"--"	"I4A02139"	"直立"	"157"	"1.02"	"国外"	"92.9"	"HS"	"--"	"--"	"--"	"--"	"--"	"33.6"	"疏枝"	"强"	"--"	"76.20"	"--"	"--"	"连续"	"Spanish--10(A·H39)"	"1.04"	"--"	"S"	"--"	"--"
"3160"	"54.35"	"--"	"Leguminosae(豆科)"	"Valenciqa white(A·H41)"	"--"	"印度"	"13.59"	"--"	"--"	"--"	"--"	"HS"	"W003"	"珍珠豆型"	"2.34"	"--"	"Arachis(落花生属)"	"中国农科院油料研究所"	"2.96"	"36.52"	"--"	"W.h01460"	"--"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"26.66"	"--"	"42.48"	"--"	"I4A01718"	"直立"	"157"	"1.28"	"国外"	"101.0"	"HS"	"--"	"--"	"--"	"--"	"--"	"33.6"	"疏枝"	"强"	"--"	"77.70"	"--"	"--"	"连续"	"Valenciqa white(A·H41)"	"0.83"	"--"	"HS"	"--"	"--"
"3161"	"50.20"	"--"	"Leguminosae(豆科)"	"Akola-10-1(A·H3846-1)"	"--"	"印度"	"12.60"	"--"	"--"	"--"	"--"	"--"	"W004"	"珍珠豆型"	"1.87"	"--"	"Arachis(落花生属)"	"中国农科院油料研究所"	"3.76"	"38.49"	"--"	"W.h01461"	"--"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"28.21"	"--"	"39.01"	"--"	"I4A04016"	"直立"	"157"	"2.18"	"国外"	"127.9"	"--"	"--"	"--"	"--"	"--"	"--"	"66.3"	"疏枝"	"强"	"--"	"70.10"	"--"	"--"	"连续"	"Akola-10-1(A·H3846-1)"	"2.09"	"--"	"HS"	"--"	"--"
"3162"	"53.44"	"--"	"Leguminosae(豆科)"	"Coriente 3(A·H810)"	"--"	"印度"	"12.76"	"--"	"--"	"--"	"--"	"HS"	"W005"	"珍珠豆型"	"2.27"	"--"	"Arachis(落花生属)"	"中国农科院油料研究所"	"3.41"	"37.47"	"--"	"W.h01462"	"--"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"27.73"	"--"	"41.81"	"--"	"I4A01703"	"直立"	"157"	"1.41"	"国外"	"79.8"	"HS"	"--"	"--"	"--"	"--"	"--"	"33.9"	"疏枝"	"强"	"--"	"70.50"	"--"	"--"	"连续"	"Coriente 3(A·H810)"	"0.86"	"--"	"HS"	"--"	"--"
"3163"	"51.54"	"--"	"Leguminosae(豆科)"	"Casilda--5(A·H814)"	"--"	"印度"	"12.00"	"--"	"--"	"--"	"--"	"HS"	"W006"	"珍珠豆型"	"1.87"	"--"	"Arachis(落花生属)"	"中国农科院油料研究所"	"2.33"	"41.52"	"--"	"W.h01463"	"--"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"28.86"	"--"	"39.46"	"--"	"I4A04017"	"直立"	"157"	"1.61"	"国外"	"81.2"	"--"	"--"	"--"	"--"	"--"	"--"	"36.4"	"疏枝"	"强"	"--"	"75.00"	"--"	"--"	"连续"	"Casilda--5(A·H814)"	"1.21"	"--"	"HS"	"--"	"--"
"3164"	"53.26"	"--"	"Leguminosae(豆科)"	"Florida 4(A·H1722)"	"--"	"印度"	"11.56"	"--"	"--"	"--"	"--"	"HS"	"W007"	"珍珠豆型"	"3.93"	"--"	"Arachis(落花生属)"	"中国农科院油料研究所"	"2.38"	"35.07"	"--"	"W.h01464"	"--"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"29.98"	"--"	"44.64"	"--"	"I4A00564"	"直立"	"157"	"1.73"	"国外"	"98.7"	"MR"	"--"	"--"	"--"	"--"	"--"	"51.6"	"疏枝"	"强"	"--"	"75.60"	"--"	"--"	"连续"	"Florida 4(A·H1722)"	"0.69"	"HS"	"HS"	"--"	"--"
"3165"	"51.16"	"--"	"Leguminosae(豆科)"	"Volete(A·H35)"	"--"	"印度"	"12.34"	"--"	"--"	"--"	"--"	"HS"	"W008"	"珍珠豆型"	"2.91"	"--"	"Arachis(落花生属)"	"中国农科院油料研究所"	"2.79"	"39.28"	"--"	"W.h01465"	"--"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"27.95"	"--"	"40.41"	"--"	"I4A03347"	"直立"	"157"	"1.45"	"国外"	"74.1"	"MS"	"--"	"--"	"--"	"--"	"--"	"38.9"	"疏枝"	"强"	"--"	"76.40"	"--"	"--"	"连续"	"Volete(A·H35)"	"0.82"	"--"	"HS"	"--"	"--"
"3166"	"56.11"	"--"	"Leguminosae(豆科)"	"North Carolina(A·H43)"	"--"	"印度"	"14.20"	"--"	"--"	"--"	"--"	"MS"	"W009"	"珍珠豆型"	"2.66"	"--"	"Arachis(落花生属)"	"中国农科院油料研究所"	"2.04"	"34.74"	"--"	"W.h01466"	"--"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"28.36"	"--"	"44.47"	"--"	"I4A01713"	"直立"	"157"	"1.14"	"国外"	"95.7"	"MR"	"--"	"--"	"--"	"--"	"--"	"44.7"	"疏枝"	"强"	"--"	"74.50"	"--"	"--"	"连续"	"North Carolina(A·H43)"	"0.74"	"--"	"HS"	"--"	"--"
