"id"	"胚轴色"	"科名"	"库编号"	"原产地"	"柱头色"	"花盘直径"	"子实含油率"	"粗蛋白含量"	"类型"	"花盘倾斜度"	"粒色"	"舌状花色"	"皮壳率"	"译名"	"备注"	"省"	"品种名称"	"幼茎色"	"生育日期"	"单株子实重"	"百粒重"	"学名"	"统一编号"	"保存单位"	"分枝株率"	"属名"	"粒形"	"花盘形状"	"株高"	"叶片数"	"编号"
"1"	"绿"	"Compositae(菊科)"	"I4F00249"	"吉林省白城市郊"	"黄"	"15.60"	"23.00"	"29.6"	"食用"	"5"	"黑白条"	"黄"	"49.50"	"BAI CHENG KUI HUA"	"--"	"吉林"	"白城葵花"	"--"	"118"	"106.30"	"10.70"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0001"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"凸"	"185"	"32"	"0162"
"2"	"绿"	"Compositae(菊科)"	"I4F00250"	"吉林省长岭县"	"淡黄"	"18.50"	"29.10"	"23.2"	"食用"	"5"	"黑白条"	"黄"	"38.30"	"CHANG LING KUI HUA 1"	"--"	"吉林"	"长岭葵花1"	"--"	"114"	"101.70"	"10.70"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0002"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"平"	"215"	"34"	"0163"
"3"	"绿"	"Compositae(菊科)"	"I4F00784"	"吉林省长岭县"	"淡黄"	"15.50"	"30.90"	"32.2"	"食用"	"4"	"黑白条"	"黄"	"33.30"	"CHANG LING KUI HUA 2"	"--"	"吉林"	"长岭葵花2"	"--"	"118"	"85.00"	"8.20"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0003"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"平"	"225"	"32"	"0164"
"4"	"绿"	"Compositae(菊科)"	"I4F00251"	"吉林省长岭县"	"淡黄"	"19.30"	"27.90"	"29.6"	"食用"	"4"	"黑白条"	"黄"	"37.80"	"CHANG LING KUI HUA 3"	"--"	"吉林"	"长岭葵花3"	"--"	"117"	"56.70"	"7.40"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0004"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"平"	"206"	"32"	"0165"
"5"	"绿"	"Compositae(菊科)"	"I4F01040"	"吉林省长岭县"	"黄"	"17.10"	"21.90"	"30.8"	"食用"	"4"	"黑白条"	"淡黄"	"46.30"	"CHANG LING KUI HUA 4"	"白花粉"	"吉林"	"长岭葵花4"	"--"	"112"	"63.30"	"9.50"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0005"	"吉林省向日葵研究所"	"28.0"	"Helianthus(向日葵属)"	"圆锥"	"平"	"197"	"35"	"0166"
"6"	"绿"	"Compositae(菊科)"	"I4F00785"	"吉林省长岭县"	"黄"	"16.10"	"27.60"	"24.3"	"食用"	"4"	"黑白条"	"橙黄"	"40.00"	"CHANG LING KUI HUA 5"	"--"	"吉林"	"长岭葵花5"	"--"	"115"	"46.70"	"10.10"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0006"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"平"	"172"	"30"	"0167"
"7"	"绿"	"Compositae(菊科)"	"I4F00786"	"吉林省长岭县"	"淡黄"	"16.10"	"26.60"	"32.7"	"食用"	"4"	"黑白条"	"淡黄"	"42.90"	"CHANG LING KUI HUA 6"	"--"	"吉林"	"长岭葵花6"	"--"	"116"	"93.30"	"11.20"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0007"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"平"	"240"	"32"	"0168"
"8"	"紫"	"Compositae(菊科)"	"I4F01041"	"吉林省长岭县"	"黄"	"15.50"	"24.40"	"28.7"	"食用"	"4"	"黑褐"	"黄"	"41.50"	"CHANG LING KUI HUA 7"	"--"	"吉林"	"长岭葵花7"	"--"	"121"	"97.50"	"11.80"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0008"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"长圆锥"	"平"	"249"	"31"	"0169"
"9"	"紫"	"Compositae(菊科)"	"I4F00787"	"吉林省长岭县"	"黄"	"17.30"	"25.90"	"26.8"	"食用"	"5"	"黑白条"	"黄"	"40.30"	"CHANG LING KUI HUA 8"	"--"	"吉林"	"长岭葵花8"	"--"	"122"	"125.30"	"12.90"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0009"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"长圆锥"	"凹"	"243"	"32"	"0170"
"10"	"绿"	"Compositae(菊科)"	"I4F00788"	"吉林省长岭县"	"黄"	"20.50"	"23.70"	"32.2"	"食用"	"4"	"黑白条"	"黄"	"47.00"	"CHANG LING KUI HUA 9"	"--"	"吉林"	"长岭葵花9"	"--"	"122"	"45.00"	"6.60"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0010"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"长圆锥"	"凹"	"267"	"36"	"0171"
"11"	"紫"	"Compositae(菊科)"	"I4F01350"	"吉林省长岭县"	"黄"	"20.90"	"24.20"	"32.1"	"食用"	"4"	"黑白条"	"淡黄"	"43.40"	"CHANG LING KUI HUA 10"	"--"	"吉林"	"长岭葵花10"	"--"	"116"	"108.00"	"12.90"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0011"	"吉林省向日葵研究所"	"6.0"	"Helianthus(向日葵属)"	"圆锥"	"平"	"225"	"34"	"0172"
"12"	"紫"	"Compositae(菊科)"	"I4F00252"	"吉林省长岭县"	"橙黄"	"19.40"	"32.80"	"26.1"	"食用"	"3"	"黑棕"	"黄"	"33.80"	"CHANG LING KUI HUA 11"	"--"	"吉林"	"长岭葵花11"	"--"	"119"	"46.50"	"7.70"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0012"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"平"	"267"	"34"	"0173"
"13"	"绿"	"Compositae(菊科)"	"I4F00789"	"吉林省镇赉县"	"黄"	"18.00"	"31.30"	"31.6"	"食用"	"5"	"黑棕"	"黄"	"32.70"	"DA BAO KUI HUA 1"	"--"	"吉林"	"大宝葵花1"	"--"	"110"	"74.00"	"8.90"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0013"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"平"	"191"	"33"	"0174"
"14"	"绿"	"Compositae(菊科)"	"I4F00790"	"吉林省镇赉县"	"黄"	"22.40"	"24.30"	"32.3"	"食用"	"4"	"黑白条"	"黄"	"50.00"	"DA BAO KUI HUA 2"	"--"	"吉林"	"大宝葵花2"	"--"	"111"	"67.00"	"9.60"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0014"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"平"	"206"	"38"	"0175"
"15"	"紫"	"Compositae(菊科)"	"I4F00253"	"吉林省镇赉县"	"黄"	"21.80"	"21.90"	"29.1"	"食用"	"5"	"黑白条"	"橙黄"	"50.10"	"DA BAO KUI HUA 3"	"--"	"吉林"	"大宝葵花3"	"--"	"116"	"52.00"	"9.10"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0015"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"凹"	"184"	"34"	"0176"
"16"	"绿"	"Compositae(菊科)"	"I4F00791"	"吉林省镇赉县"	"黄"	"14.60"	"22.40"	"29.2"	"食用"	"3"	"黑白条"	"黄"	"50.30"	"DA BAO KUI HUA 4"	"--"	"吉林"	"大宝葵花4"	"--"	"120"	"56.70"	"11.70"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0016"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"凸"	"186"	"29"	"0177"
"17"	"紫"	"Compositae(菊科)"	"I4F01042"	"吉林省镇赉县"	"黄"	"15.50"	"25.30"	"26.2"	"食用"	"3"	"黑褐条"	"淡黄"	"42.70"	"DA BAO KUI HUA 5"	"--"	"吉林"	"大宝葵花5"	"--"	"118"	"68.70"	"10.30"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0017"	"吉林省向日葵研究所"	"9.0"	"Helianthus(向日葵属)"	"圆锥"	"平"	"180"	"32"	"0178"
"18"	"紫"	"Compositae(菊科)"	"I4F01043"	"吉林省镇赉县"	"黄"	"19.10"	"24.60"	"26.3"	"食用"	"3"	"黑白条"	"黄"	"43.70"	"DA BAO KUI HUA 6"	"--"	"吉林"	"大宝葵花6"	"--"	"111"	"69.00"	"10.30"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0018"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"凸"	"213"	"30"	"0179"
"19"	"绿"	"Compositae(菊科)"	"I4F00792"	"吉林省镇赉县"	"黄"	"17.80"	"27.80"	"29.0"	"食用"	"4"	"黑棕条"	"橙黄"	"42.60"	"DA BAO KUI HUA 7"	"--"	"吉林"	"大宝葵花7"	"--"	"116"	"47.30"	"6.00"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0019"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"长圆锥"	"平"	"219"	"34"	"0180"
"20"	"紫"	"Compositae(菊科)"	"I4F00793"	"中国农科院"	"淡黄"	"15.50"	"21.50"	"36.4"	"食用"	"4"	"黑白条"	"淡黄"	"45.80"	"YUAN KUI HUA 1"	"--"	"湖北"	"院葵花1"	"--"	"108"	"42.20"	"7.20"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0020"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"长卵圆"	"凸"	"167"	"32"	"0181"
"21"	"紫"	"Compositae(菊科)"	"I4F01064"	"吉林省前郭县"	"黄"	"18.20"	"26.70"	"28.6"	"食用"	"3"	"黑棕条"	"黄"	"43.40"	"CHA GAN HUA KUI HUA 19"	"--"	"吉林"	"查干花葵花19"	"--"	"116"	"76.20"	"7.30"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0139"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"206"	"30"	"0300"
"22"	"紫"	"Compositae(菊科)"	"I4F00829"	"吉林省前郭县"	"黄"	"18.40"	"33.60"	"27.7"	"食用"	"3"	"黑白条"	"黄"	"34.20"	"CHA GAN HUA KUI HUA 20"	"--"	"吉林"	"查干花葵花20"	"--"	"115"	"98.50"	"11.80"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0140"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"平"	"222"	"33"	"0301"
"23"	"紫"	"Compositae(菊科)"	"I4F01065"	"吉林省前郭县"	"黄"	"18.80"	"32.60"	"29.1"	"食用"	"3"	"棕白条"	"黄"	"35.60"	"CHA GAN HUA KUI HUA 21"	"--"	"吉林"	"查干花葵花21"	"--"	"117"	"59.00"	"9.00"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0141"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"长圆锥"	"平"	"224"	"35"	"0302"
"24"	"紫"	"Compositae(菊科)"	"I4F01353"	"吉林省前郭县"	"黄"	"17.80"	"31.40"	"30.6"	"食用"	"3"	"黑白条"	"黄"	"39.80"	"CHA GAN HUA KUI HUA 22"	"--"	"吉林"	"查干花葵花22"	"--"	"115"	"63.00"	"10.80"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0142"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"平"	"199"	"34"	"0303"
"25"	"紫"	"Compositae(菊科)"	"I4F00308"	"吉林省前郭县"	"黄"	"17.80"	"29.50"	"29.2"	"食用"	"4"	"黑白条"	"黄"	"44.60"	"CHA GAN HUA KUI HUA 23"	"--"	"吉林"	"查干花葵花23"	"--"	"121"	"62.00"	"9.20"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0143"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"平"	"244"	"39"	"0304"
"26"	"绿"	"Compositae(菊科)"	"I4F00830"	"吉林省前郭县"	"黄"	"25.00"	"30.50"	"28.6"	"食用"	"5"	"黑白条"	"黄"	"40.80"	"CHA GAN HUA KUI HUA 24"	"--"	"吉林"	"查干花葵花24"	"--"	"115"	"80.50"	"10.50"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0144"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"长圆锥"	"平"	"187"	"33"	"0305"
"27"	"紫"	"Compositae(菊科)"	"I4F00309"	"吉林省前郭县"	"黄"	"16.70"	"36.30"	"28.2"	"食用"	"3"	"黑白条"	"黄"	"40.80"	"CHA GAN HUA KUI HUA 25"	"--"	"吉林"	"查干花葵花25"	"--"	"116"	"58.00"	"13.00"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0145"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"221"	"31"	"0306"
"28"	"紫"	"Compositae(菊科)"	"I4F00831"	"吉林省前郭县"	"黄"	"23.30"	"29.30"	"30.5"	"食用"	"4"	"黑灰条"	"黄"	"40.00"	"CHA GAN HUA KUI HUA 26"	"--"	"吉林"	"查干花葵花26"	"--"	"115"	"73.00"	"8.00"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0146"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"平"	"248"	"40"	"0307"
"29"	"紫"	"Compositae(菊科)"	"I4F01066"	"吉林省前郭县"	"黄"	"19.80"	"21.40"	"32.1"	"食用"	"3"	"黑灰条"	"黄"	"47.60"	"CHA GAN HUA KUI HUA 27"	"--"	"吉林"	"查干花葵花27"	"--"	"115"	"109.00"	"12.60"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0147"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"长圆锥"	"平"	"196"	"30"	"0308"
"30"	"紫"	"Compositae(菊科)"	"I4F01067"	"吉林省扶余县"	"黄"	"18.30"	"25.00"	"29.8"	"食用"	"4"	"黑白条"	"黄"	"44.40"	"SHAN YOU KUI HUA 1"	"--"	"吉林"	"善友葵花1"	"--"	"115"	"97.50"	"12.00"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0148"	"吉林省向日葵研究所"	"6.0"	"Helianthus(向日葵属)"	"卵圆"	"平"	"279"	"36"	"0309"
"31"	"紫"	"Compositae(菊科)"	"I4F01068"	"吉林省扶余县"	"黄"	"16.10"	"21.20"	"33.9"	"食用"	"4"	"黑白条"	"黄"	"51.00"	"SHAN YOU KUI HUA 2"	"--"	"吉林"	"善友葵花2"	"--"	"113"	"70.00"	"11.50"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0149"	"吉林省向日葵研究所"	"4.0"	"Helianthus(向日葵属)"	"圆锥"	"平"	"246"	"33"	"0310"
"32"	"紫"	"Compositae(菊科)"	"I4F01069"	"吉林省扶余县"	"黄"	"16.20"	"30.40"	"32.4"	"食用"	"4"	"黑棕条"	"黄"	"37.90"	"SHAN YOU KUI HUA 3"	"--"	"吉林"	"善友葵花3"	"--"	"116"	"106.70"	"10.30"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0150"	"吉林省向日葵研究所"	"17.0"	"Helianthus(向日葵属)"	"长圆锥"	"凹"	"263"	"35"	"0311"
"33"	"紫"	"Compositae(菊科)"	"I4F00832"	"吉林省扶余县"	"黄"	"18.60"	"25.80"	"33.9"	"食用"	"4"	"黑棕条"	"橙黄"	"46.30"	"SHAN YOU KUI HUA 4"	"--"	"吉林"	"善友葵花4"	"--"	"116"	"51.00"	"10.80"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0151"	"吉林省向日葵研究所"	"6.0"	"Helianthus(向日葵属)"	"长圆锥"	"平"	"235"	"33"	"0312"
"34"	"紫"	"Compositae(菊科)"	"I4F01070"	"吉林省扶余县"	"黄"	"20.80"	"24.80"	"31.5"	"食用"	"4"	"黑棕条"	"橙黄"	"50.00"	"SHAN YOU KUI HUA 5"	"--"	"吉林"	"善友葵花5"	"--"	"114"	"95.00"	"16.10"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0152"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"长圆锥"	"平"	"271"	"31"	"0313"
"35"	"紫"	"Compositae(菊科)"	"I4F00833"	"吉林省扶余县"	"黄"	"16.60"	"25.00"	"30.1"	"食用"	"4"	"紫黑"	"橙黄"	"50.30"	"SHAN YOU KUI HUA 6"	"--"	"吉林"	"善友葵花6"	"--"	"116"	"75.00"	"10.40"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0153"	"吉林省向日葵研究所"	"3.0"	"Helianthus(向日葵属)"	"长圆锥"	"平"	"290"	"34"	"0314"
"36"	"紫"	"Compositae(菊科)"	"I4F01071"	"吉林省扶余县"	"黄"	"15.80"	"25.30"	"30.2"	"食用"	"4"	"黑白条"	"橙黄"	"32.80"	"SHAN YOU KUI HUA 7"	"--"	"吉林"	"善友葵花7"	"--"	"108"	"42.30"	"6.10"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0154"	"吉林省向日葵研究所"	"3.0"	"Helianthus(向日葵属)"	"圆锥"	"平"	"219"	"29"	"0315"
"37"	"紫"	"Compositae(菊科)"	"I4F00310"	"吉林省扶余县"	"黄"	"18.00"	"20.80"	"30.0"	"食用"	"3"	"黑棕条"	"淡黄"	"47.50"	"SHAN YOU KUI HUA 8"	"--"	"吉林"	"善友葵花8"	"--"	"111"	"61.20"	"12.00"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0155"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"长圆锥"	"平"	"226"	"29"	"0316"
"38"	"绿"	"Compositae(菊科)"	"I4F00834"	"吉林省扶余县"	"黄"	"18.40"	"28.20"	"30.0"	"食用"	"4"	"黑白条"	"黄"	"38.80"	"SHAN YOU KUI HUA 9"	"--"	"吉林"	"善友葵花9"	"--"	"115"	"94.00"	"10.30"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0156"	"吉林省向日葵研究所"	"5.0"	"Helianthus(向日葵属)"	"长卵圆"	"平"	"220"	"31"	"0317"
"39"	"紫"	"Compositae(菊科)"	"I4F01072"	"吉林省扶余县"	"黄"	"18.10"	"27.80"	"25.2"	"食用"	"3"	"紫黑"	"黄"	"44.90"	"SHAN YOU KUI HUA 10"	"--"	"吉林"	"善友葵花10"	"--"	"115"	"66.00"	"8.90"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0157"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"长圆锥"	"平"	"239"	"31"	"0318"
"40"	"紫"	"Compositae(菊科)"	"--"	"吉林省扶余县"	"黄"	"18.90"	"29.20"	"31.9"	"食用"	"4"	"黑灰条"	"黄"	"42.10"	"SHAN YOU KUI HUA 11"	"--"	"吉林"	"善友葵花11"	"--"	"115"	"91.00"	"12.60"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0158"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"长圆锥"	"凹"	"269"	"35"	"0319"
"41"	"紫"	"Compositae(菊科)"	"I4F00856"	"黑龙江省农科院"	"黄"	"27.90"	"25.50"	"30.6"	"食用"	"4"	"黑白条"	"黄"	"46.50"	"HEI TONG HE KUI HUA"	"--"	"黑龙江"	"黑通河葵花"	"--"	"110"	"100.20"	"11.50"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0246"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"长圆锥"	"凸"	"205"	"40"	"0407"
"42"	"紫"	"Compositae(菊科)"	"I4F01103"	"甘肃省农科院"	"黄"	"22.10"	"31.50"	"--"	"食用"	"5"	"黑白条"	"黄"	"38.70"	"ZHANG YE KUI HUA 2"	"--"	"甘肃"	"张掖葵花2"	"--"	"110"	"44.50"	"6.60"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0250"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"283"	"38"	"0411"
"43"	"紫"	"Compositae(菊科)"	"I4F00340"	"新疆农科院"	"黄"	"23.30"	"28.10"	"--"	"食用"	"5"	"白"	"黄"	"30.30"	"JIANG DAN 2"	"--"	"新疆"	"疆单2"	"--"	"110"	"64.20"	"6.80"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0256"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"平"	"175"	"25"	"0417"
"44"	"绿"	"Compositae(菊科)"	"I4F00350"	"新疆农科院"	"黄"	"21.10"	"32.50"	"--"	"食用"	"5"	"黑白条"	"黄"	"37.20"	"A LE TAI KUI HUA 1"	"高抗褐斑病"	"新疆"	"阿勒太葵花1"	"--"	"110"	"77.70"	"8.10"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0272"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"220"	"34"	"0433"
"45"	"绿"	"Compositae(菊科)"	"I4F01544"	"新疆农科院"	"黄"	"22.50"	"33.60"	"30.9"	"食用"	"5"	"黑"	"黄"	"39.00"	"A LE TAI KUI HUA 2"	"高抗褐斑病"	"新疆"	"阿勒太葵花2"	"--"	"110"	"85.00"	"9.00"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0273"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"205"	"31"	"0434"
"46"	"绿"	"Compositae(菊科)"	"I4F00863"	"云南省洱源县"	"黄"	"22.00"	"26.90"	"29.1"	"食用"	"3"	"黑白条"	"橙黄"	"37.00"	"CHENG GONG KUI HUA"	"--"	"云南"	"承贡葵花"	"--"	"115"	"76.00"	"10.00"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0274"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"256"	"36"	"0435"
"47"	"绿"	"Compositae(菊科)"	"I4F01109"	"云南省洱源县"	"黄"	"15.60"	"29.50"	"30.7"	"食用"	"4"	"黑白条"	"黄"	"33.30"	"BAI KUI HUA"	"--"	"云南"	"白葵花"	"--"	"115"	"41.00"	"7.50"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0275"	"吉林省向日葵研究所"	"8.0"	"Helianthus(向日葵属)"	"卵圆"	"平"	"212"	"34"	"0436"
"48"	"绿"	"Compositae(菊科)"	"--"	"青海省农科院"	"黄绿"	"25.00"	"32.70"	"--"	"食用"	"5"	"黑白条"	"黄"	"34.10"	"BEI KUI 5"	"--"	"青海"	"北葵5"	"--"	"132"	"92.00"	"8.60"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0276"	"吉林省向日葵研究所"	"16.0"	"Helianthus(向日葵属)"	"卵圆"	"平"	"208"	"39"	"0437"
"49"	"绿"	"Compositae(菊科)"	"I4F00351"	"青海省农科院"	"黄"	"23.60"	"31.50"	"29.2"	"食用"	"5"	"白"	"黄"	"35.40"	"BEI KUI 15"	"--"	"青海"	"北葵15"	"--"	"131"	"95.00"	"10.60"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0277"	"吉林省向日葵研究所"	"5.0"	"Helianthus(向日葵属)"	"长圆锥"	"平"	"218"	"34"	"0438"
"50"	"绿"	"Compositae(菊科)"	"I4F00352"	"青海省农科院"	"黄"	"21.60"	"29.90"	"31.9"	"食用"	"4"	"黑棕边"	"黄"	"28.70"	"QING HAI QU GOU KUI HUA"	"高抗褐斑病"	"青海"	"青海曲沟葵花"	"--"	"113"	"103.90"	"9.30"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0278"	"吉林省向日葵研究所"	"5.0"	"Helianthus(向日葵属)"	"圆锥"	"平"	"188"	"30"	"0439"
"51"	"绿"	"Compositae(菊科)"	"I4F00864"	"上海加定县"	"黄"	"24.50"	"26.20"	"33.6"	"食用"	"4"	"白"	"黄"	"44.50"	"HU KUI HUA 1"	"--"	"上海"	"沪葵花1"	"--"	"105"	"42.60"	"9.10"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0279"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"凹"	"199"	"30"	"0440"
"52"	"绿"	"Compositae(菊科)"	"I4F01358"	"上海加定县"	"黄"	"22.50"	"20.20"	"29.0"	"食用"	"4"	"灰白条"	"黄"	"50.50"	"HU KUI HUA 2"	"--"	"上海"	"沪葵花2"	"--"	"109"	"80.70"	"9.50"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0280"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"平"	"215"	"31"	"0441"
"53"	"紫"	"Compositae(菊科)"	"I4F01110"	"上海宝山县"	"黄"	"19.70"	"28.60"	"28.2"	"食用"	"4"	"棕白边"	"黄"	"37.20"	"HU KUI HUA 3"	"--"	"上海"	"沪葵花3"	"--"	"100"	"77.70"	"6.00"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0281"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"凸"	"221"	"28"	"0442"
"54"	"绿"	"Compositae(菊科)"	"I4F00353"	"上海宝山县"	"黄"	"24.80"	"25.00"	"22.9"	"食用"	"4"	"棕黑条"	"黄"	"50.00"	"HU KUI HUA 4"	"--"	"上海"	"沪葵花4"	"--"	"105"	"83.00"	"9.60"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0282"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"平"	"226"	"31"	"0443"
"55"	"绿"	"Compositae(菊科)"	"--"	"上海宝山县"	"黄"	"24.20"	"24.70"	"24.7"	"食用"	"4"	"黑白条"	"黄"	"50.10"	"HU KUI HUA 5"	"--"	"上海"	"沪葵花5"	"--"	"105"	"84.20"	"10.80"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0283"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"平"	"247"	"38"	"0444"
"56"	"紫"	"Compositae(菊科)"	"I4F00865"	"上海宝山县"	"黄"	"24.90"	"24.00"	"29.3"	"食用"	"4"	"黑白条"	"淡黄"	"44.40"	"HU KUI HUA 6"	"--"	"上海"	"沪葵花6"	"--"	"100"	"36.50"	"5.80"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0284"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"平"	"189"	"30"	"0445"
"57"	"紫"	"Compositae(菊科)"	"I4F01111"	"上海宝山县"	"黄"	"19.30"	"22.80"	"21.3"	"食用"	"4"	"黑白条"	"淡黄"	"47.20"	"HU KUI HUA 7"	"--"	"上海"	"沪葵花7"	"--"	"102"	"111.70"	"9.90"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0285"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"平"	"179"	"32"	"0446"
"58"	"绿"	"Compositae(菊科)"	"--"	"上海宝山县"	"黄"	"25.80"	"28.30"	"28.2"	"食用"	"4"	"黑白条"	"黄"	"42.20"	"HU KUI HUA 8"	"--"	"上海"	"沪葵花8"	"--"	"100"	"47.80"	"7.70"	"Helianthus annuus L.(栽培向日葵)"	"ZXRK0286"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"长卵圆"	"凸"	"170"	"29"	"0447"
