"id"	"科名"	"保存编号"	"品种名称"	"鲜粗淀粉"	"所属群别"	"脉基色"	"叶脉色"	"耐盐性"	"耐贮性"	"分枝多少"	"类型"	"保存单位"	"省"	"来源"	"幼苗生长势"	"鲜粗蛋白"	"原名"	"属名"	"统一编号"	"叶片大小"	"干粗蛋白"	"学名"	"茎色"	"最长蔓长短"	"茎粗"	"干可溶性糖"	"株型"	"薯皮色"	"薯形"	"原产地"	"产量"	"叶色"	"最长蔓长"	"柄基色"	"顶叶形"	"顶叶色"	"备注"	"薯瘟抗性1"	"叶形"	"根腐病指"	"茎线虫病"	"薯肉色"	"耐旱性"	"茎粗大小"	"干粗淀粉"	"鲜可溶性糖"	"根腐病抗性"	"萌芽性"	"茎端茸毛"	"叶片长"	"烘干率"	"叶片宽"	"基部分枝"	"薯瘟抗性2"	"原系号"	"黑斑病"	"异亮氨酸"	"所属"	"糖化力"	"叶锈反应型"	"直链淀粉"	"丙氨酸"	"穗密度"	"耐涝性"	"单位编号"	"蛋白质"	"北纬"	"白背飞虱"	"单株产量"	"条纹病抗性"	"籼粳"	"百粒重"	"分蘖力"	"赤霉病病穗"	"苗瘟"	"分枝数"	"条纹病病率"	"芒"	"苗期耐旱"	"脯氨酸"	"抗旱级别"	"田间抗寒性"	"精米率"	"天冬氨酸"	"水敏称度"	"秆锈反应型"	"长宽比"	"缬氨酸"	"高程"	"种子来源"	"耐涝级别"	"沉淀值"	"早中晚"	"生长习性"	"赤霉病抗性"	"保存单位_2"	"荚色"	"棱型"	"东经"	"花色"	"黄花发病率"	"冬春性"	"颖尖弯直'"	"库编号"	"全粉浸出物"	"颖尖弯直"	"酪氨酸"	"壳色"	"芒长"	"荚长"	"粗蛋白"	"根腐穗病级"	"糙米率"
"88"	"Convolvulaceae(旋花科)"	"苏徐A015"	"台湾青皮"	"--"	"--"	"紫"	"淡紫"	"--"	"--"	"多"	"地方"	"江苏省徐州地区农科所"	"台湾"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000588"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿带紫"	"中"	"中"	"--"	"匍匐"	"红"	"纺锤带条沟"	"台湾"	"高"	"淡绿"	"132"	"紫"	"浅单缺"	"绿"	"较抗黑斑病和茎线虫病，感根腐病"	"--"	"深单缺"	"--"	"--"	"淡桔红"	"--"	"0.42"	"--"	"--"	"--"	"中下"	"多"	"10.9"	"21.2"	"9.6"	"16"	"--"	"--"	"--"																																																									
"89"	"Convolvulaceae(旋花科)"	"苏徐A016"	"台湾短藤"	"--"	"B"	"浓紫"	"紫"	"--"	"--"	"少"	"地方"	"江苏省徐州地区农科所"	"台湾"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000589"	"大"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿带紫"	"短"	"粗"	"--"	"匍匐"	"黄"	"上膨纺"	"台湾"	"低"	"绿"	"85"	"紫褐"	"心带齿"	"绿"	"较抗黑斑病和茎线虫病，重感根腐病"	"--"	"心带齿"	"--"	"--"	"微桔红"	"--"	"0.63"	"--"	"--"	"--"	"中"	"多"	"12.1"	"28.8"	"13.8"	"5"	"--"	"--"	"--"																																																									
"90"	"Convolvulaceae(旋花科)"	"苏徐B036"	"华北117"	"--"	"B"	"淡紫"	"主淡紫"	"--"	"--"	"中"	"选育"	"江苏省徐州农科所"	"江苏"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000590"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"淡绿"	"中"	"粗"	"--"	"匍匐"	"粉红"	"长纺"	"前华北农科所"	"中"	"绿"	"113"	"淡绿"	"心形"	"淡紫"	"较抗黑斑病和感茎线虫、重感根腐病、耐旱、耐贮藏"	"--"	"心形"	"--"	"--"	"淡黄"	"--"	"0.67"	"--"	"--"	"--"	"中"	"少"	"11.0"	"28.4"	"12.1"	"10"	"--"	"--"	"--"																																																									
"91"	"Convolvulaceae(旋花科)"	"京遗B005"	"遗67-8"	"--"	"B"	"绿"	"绿"	"--"	"--"	"中"	"选育"	"中国科学院遗传所"	"北京"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000613"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"淡绿"	"中"	"中"	"--"	"匍匐"	"白"	"下膨纺"	"中国科学院遗传所"	"高"	"淡绿"	"--"	"绿"	"浅单缺"	"淡绿"	"--"	"--"	"浅单缺"	"--"	"--"	"红"	"--"	"--"	"--"	"--"	"--"	"优"	"中"	"--"	"28.0"	"--"	"--"	"--"	"--"	"--"																																																									
"92"	"Convolvulaceae(旋花科)"	"京遗B006"	"红顶"	"--"	"--"	"红"	"绿"	"--"	"--"	"--"	"选育"	"中国科学院遗传所"	"北京"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000614"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"紫"	"长"	"中"	"--"	"匍匐"	"淡红"	"短纺"	"中国科学院遗传所"	"高"	"浓绿"	"--"	"红"	"心脏"	"紫"	"感黑斑病"	"--"	"心脏"	"--"	"--"	"白"	"--"	"--"	"--"	"--"	"--"	"优"	"中"	"--"	"22.0"	"--"	"--"	"--"	"--"	"--"																																																									
"93"	"Convolvulaceae(旋花科)"	"京农大B001"	"农大红"	"--"	"C、G"	"紫"	"绿"	"--"	"--"	"中"	"选育"	"北京农业大学"	"北京"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000616"	"小"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"短"	"中"	"--"	"半直立"	"红"	"纺锤"	"北京农业大学"	"高"	"绿"	"--"	"绿"	"尖心带齿"	"边紫"	"耐瘠、能自然开花"	"--"	"心带齿"	"--"	"--"	"淡黄"	"--"	"0.49"	"--"	"--"	"--"	"--"	"多"	"8.8"	"23.8"	"8.8"	"8"	"--"	"--"	"--"																																																									
"94"	"Convolvulaceae(旋花科)"	"京农大B002"	"农大070"	"--"	"--"	"紫"	"紫"	"--"	"--"	"少"	"选育"	"北京农业大学"	"北京"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000617"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"中"	"--"	"匍匐"	"淡红"	"短纺"	"北京农业大学"	"高"	"绿"	"--"	"紫"	"心脏"	"绿"	"耐贮藏"	"--"	"心脏"	"--"	"--"	"桔红"	"--"	"0.51"	"--"	"--"	"--"	"--"	"少"	"10.5"	"27.4"	"9.2"	"4"	"--"	"--"	"--"																																																									
"95"	"Convolvulaceae(旋花科)"	"冀 B001"	"河北351"	"--"	"B"	"紫"	"紫"	"--"	"--"	"中"	"选育"	"河北省农科院作物所"	"河北"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000618"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"粗"	"--"	"半直立"	"褐"	"纺锤"	"前河北省农研所"	"中上"	"浓绿"	"151"	"绿带紫"	"心脏"	"绿"	"较抗黑斑病、自然开花结实"	"--"	"心脏"	"--"	"--"	"黄白"	"--"	"0.71"	"--"	"--"	"--"	"优"	"多"	"9.6"	"28.2-32.2"	"10.5"	"8"	"--"	"--"	"--"																																																									
"96"	"Convolvulaceae(旋花科)"	"冀 B002"	"河北79"	"--"	"--"	"紫"	"紫"	"--"	"--"	"中"	"选育"	"河北省农科院作物所"	"河北"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000619"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"紫"	"短"	"粗"	"--"	"半直立"	"黄褐"	"纺锤"	"前河北省农研所"	"中上"	"浓绿"	"105"	"紫"	"浅单缺"	"淡褐"	"重感黑斑病"	"--"	"浅复缺"	"--"	"--"	"黄白"	"--"	"0.80"	"--"	"--"	"--"	"中"	"无"	"11.9"	"28.0-29.6"	"13.6"	"9"	"--"	"--"	"--"																																																									
"97"	"Convolvulaceae(旋花科)"	"徐A168"	"勐腊黄皮"	"17.5"	"--"	"紫"	"紫"	"--"	"NT"	"中"	"地方"	"徐州甘薯研究中心"	"云南"	"--"	"中"	"1.65"	"--"	"Ipomoea(番薯属)"	"ZS001089"	"大"	"5.24"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"粗"	"11.38"	"匍匐"	"土黄"	"纺缍"	"云南"	"低"	"绿"	"173"	"紫"	"心带齿"	"绿"	"--"	"HS"	"心带齿"	"52.5"	"HS"	"淡桔黄"	"--"	"0.66"	"55.78"	"3.58"	"MS"	"中"	"少"	"14.7"	"27.2"	"16.2"	"8"	"HS"	"--"	"MS"																																																									
"98"	"Convolvulaceae(旋花科)"	"徐A169"	"思茅黄皮"	"14.9"	"--"	"紫"	"微紫"	"--"	"--"	"中"	"地方"	"徐州甘薯研究中心"	"云南"	"--"	"中"	"2.27"	"--"	"Ipomoea(番薯属)"	"ZS001090"	"大"	"7.97"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"短"	"粗"	"8.34"	"匍匐"	"姜黄"	"长纺缍"	"云南"	"低"	"绿"	"141"	"绿带紫"	"浅复缺"	"紫"	"--"	"HS"	"浅复缺"	"55.0"	"R"	"白"	"--"	"0.63"	"52.40"	"2.38"	"MS"	"中"	"少"	"15.3"	"24.5"	"16.2"	"8"	"HS"	"--"	"S"																																																									
"99"	"Convolvulaceae(旋花科)"	"徐A170"	"滇江红薯"	"22.0"	"--"	"紫"	"淡紫"	"--"	"MT"	"多"	"地方"	"徐州甘薯研究中心"	"云南"	"--"	"中"	"1.91"	"--"	"Ipomoea(番薯属)"	"ZS001091"	"中"	"6.03"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"长"	"中"	"8.82"	"匍匐"	"深紫红"	"长筒形"	"云南"	"中"	"绿"	"315"	"绿带褐"	"浅单缺"	"绿带褐"	"--"	"HS"	"心带齿"	"40.0"	"S"	"白"	"--"	"0.51"	"69.6"	"2.80"	"R"	"中"	"少"	"10.6"	"32.0"	"11.6"	"15"	"HS"	"--"	"R"																																																									
"100"	"Convolvulaceae(旋花科)"	"徐A175"	"西瓜薯"	"--"	"--"	"浓紫"	"紫"	"--"	"--"	"多"	"地方"	"徐州甘薯研究中心"	"广西"	"--"	"中"	"--"	"--"	"Ipomoea(番薯属)"	"ZS001092"	"大"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿带紫"	"长"	"粗"	"--"	"匍匐"	"紫红"	"纺缍"	"广西"	"中"	"绿"	"204"	"紫"	"心带齿"	"绿"	"--"	"--"	"心带齿"	"--"	"--"	"淡黄"	"--"	"0.70"	"--"	"--"	"--"	"中"	"多"	"14.0"	"27.6"	"14.2"	"12"	"--"	"--"	"--"																																																									
"101"	"Convolvulaceae(旋花科)"	"徐A176"	"桂农西瓜薯"	"--"	"--"	"浓绿"	"绿"	"--"	"--"	"多"	"地方"	"徐州甘薯研究中心"	"广西"	"--"	"中"	"--"	"--"	"Ipomoea(番薯属)"	"ZS001093"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"短"	"中"	"--"	"匍匐"	"紫红"	"纺缍"	"广西"	"中"	"绿"	"150"	"绿"	"尖心形"	"紫"	"--"	"--"	"尖心形"	"--"	"--"	"白"	"--"	"0.55"	"--"	"--"	"--"	"中"	"中"	"10.5"	"21.1"	"10.1"	"18"	"--"	"--"	"--"																																																									
"102"	"Convolvulaceae(旋花科)"	"徐A177"	"铁薯"	"--"	"--"	"绿"	"绿"	"--"	"T"	"中"	"地方"	"徐州甘薯研究中心"	"广西"	"--"	"强"	"--"	"--"	"Ipomoea(番薯属)"	"ZS001094"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿带褐"	"长"	"中"	"--"	"匍匐"	"暗红"	"长筒"	"广西"	"中"	"绿"	"260"	"绿"	"心齿形"	"绿边褐"	"--"	"--"	"心齿形"	"85.0"	"HR"	"黄"	"--"	"0.59"	"--"	"--"	"HS"	"优"	"少"	"13.8"	"27.1"	"11.0"	"6"	"--"	"--"	"R"																																																									
"103"	"Convolvulaceae(旋花科)"	"徐A178"	"称砣薯"	"--"	"--"	"绿"	"绿"	"--"	"NT"	"多"	"地方"	"徐州甘薯研究中心"	"广西"	"--"	"强"	"--"	"--"	"Ipomoea(番薯属)"	"ZS001095"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"粗"	"--"	"半直立"	"暗红"	"长筒"	"广西"	"中"	"绿"	"130"	"绿"	"心齿形"	"绿边褐"	"--"	"--"	"心齿形"	"30.0"	"HR"	"中黄"	"--"	"0.62"	"--"	"--"	"R"	"优"	"无"	"12.0"	"21.4"	"10.6"	"14"	"--"	"--"	"MS"																																																									
"104"	"Convolvulaceae(旋花科)"	"徐A179"	"浦贤红薯"	"--"	"--"	"紫"	"紫"	"--"	"NT"	"中"	"地方"	"徐州甘薯研究中心"	"广西"	"--"	"中"	"--"	"--"	"Ipomoea(番薯属)"	"ZS001096"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿带褐"	"中"	"细"	"--"	"匍匐"	"红"	"纺缍"	"广西"	"中"	"绿"	"154"	"紫"	"掌状"	"绿边褐"	"--"	"--"	"掌状"	"93.8"	"HR"	"淡黄"	"--"	"0.37"	"--"	"--"	"HS"	"中"	"中"	"13.6"	"17.0"	"10.0"	"6"	"--"	"--"	"MS"																																																									
"105"	"Convolvulaceae(旋花科)"	"徐B079"	"遗 306"	"16.4"	"--"	"紫"	"紫"	"--"	"T"	"多"	"选育"	"徐州甘薯研究中心"	"北京"	"南丰×徐薯 18"	"中"	"1.25"	"--"	"Ipomoea(番薯属)"	"ZS001195"	"中"	"4.37"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"粗"	"21.53"	"匍匐"	"紫红"	"纺缍"	"中国科学院遗传所"	"中"	"绿"	"240"	"紫"	"心脏形"	"绿边褐"	"--"	"HS"	"心脏形"	"91.0"	"S"	"淡黄"	"NT"	"0.80"	"57.6"	"6.14"	"HS"	"中"	"多"	"10.0"	"29.0"	"11.5"	"12"	"HS"	"83-306"	"HS"																																																									
"106"	"Convolvulaceae(旋花科)"	"徐B080"	"丰黄"	"17.7"	"--"	"紫"	"紫"	"--"	"T"	"多"	"选育"	"徐州甘薯研究中心"	"北京"	"--"	"中"	"1.39"	"--"	"Ipomoea(番薯属)"	"ZS001196"	"中"	"5.25"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"粗"	"8.96"	"匍匐"	"黄"	"长纺缍"	"中国农科院品资所"	"中"	"绿"	"183"	"紫"	"浅单缺"	"绿"	"--"	"HS"	"浅单缺"	"88.8"	"S"	"淡黄"	"--"	"0.72"	"66.7"	"2.38"	"HS"	"中"	"少"	"10.6"	"23.3"	"13.4"	"12"	"HS"	"--"	"MS"																																																									
"107"	"Convolvulaceae(旋花科)"	"徐B081"	"黔 1"	"17.9"	"--"	"紫"	"紫"	"--"	"MT"	"中"	"选育"	"徐州甘薯研究中心"	"北京"	"--"	"中"	"1.43"	"--"	"Ipomoea(番薯属)"	"ZS001197"	"中"	"5.01"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"中"	"13.84"	"匍匐"	"紫红"	"纺缍"	"中国农科院品资所"	"中"	"绿"	"200"	"紫"	"心齿形"	"绿"	"--"	"HS"	"浅复缺"	"28.8"	"S"	"淡黄"	"--"	"0.57"	"62.7"	"3.96"	"R"	"中"	"多"	"11.5"	"26.4"	"13.6"	"9"	"HS"	"--"	"S"																																																									
"108"	"Convolvulaceae(旋花科)"	"徐B082"	"愈培 1"	"14.4"	"--"	"紫"	"微紫"	"--"	"T"	"多"	"选育"	"徐州甘薯研究中心"	"北京"	"--"	"中"	"1.30"	"--"	"Ipomoea(番薯属)"	"ZS001198"	"大"	"5.75"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"长"	"粗"	"10.51"	"匍匐"	"淡黄"	"纺缍"	"中国农科院品资所"	"中"	"绿"	"261"	"绿"	"心带齿"	"绿"	"--"	"HS"	"心带齿"	"73.8"	"MS"	"淡黄"	"--"	"0.66"	"63.8"	"2.37"	"S"	"优"	"多"	"11.8"	"19.8"	"14.9"	"13"	"HS"	"--"	"MS"																																																									
"109"	"Convolvulaceae(旋花科)"	"徐B083"	"京薯1号"	"15.0"	"--"	"淡紫"	"紫"	"--"	"T"	"中"	"选育"	"徐州甘薯研究中心"	"北京"	"北京密瓜系选"	"中"	"2.31"	"--"	"Ipomoea(番薯属)"	"ZS001199"	"中"	"8.64"	"Ipomoea batatas Lam.(甘薯)"	"绿带紫"	"中"	"粗"	"15.74"	"匍匐"	"紫红"	"下膨纺"	"北京市农学院"	"中"	"绿"	"153"	"紫"	"心带齿"	"绿"	"--"	"HS"	"心至心带齿"	"69.9"	"HS"	"淡黄"	"--"	"0.70"	"55.4"	"4.26"	"S"	"中"	"多"	"11.6"	"27.0"	"13.3"	"7"	"HS"	"--"	"HS"																																																									
"110"	"Convolvulaceae(旋花科)"	"徐B084"	"冀薯4号"	"15.0"	"--"	"浓紫"	"紫"	"--"	"T"	"中"	"选育"	"徐州甘薯研究中心"	"河北"	"鸡蛋黄×宝石"	"弱"	"1.35"	"--"	"Ipomoea(番薯属)"	"ZS001200"	"中"	"5.03"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"长"	"中"	"15.87"	"匍匐"	"深红"	"纺缍"	"河北省农科院作物所"	"高"	"绿"	"264"	"紫"	"心带齿"	"淡褐"	"--"	"HS"	"心带齿"	"96.9"	"HS"	"桔红"	"--"	"0.53"	"56.35"	"4.25"	"HS"	"差"	"中"	"10.0"	"26.8"	"11.8"	"8"	"HS"	"18-1"	"S"																																																									
"111"	"Convolvulaceae(旋花科)"	"徐B085"	"冀薯3号"	"--"	"--"	"紫"	"淡紫"	"--"	"NT"	"中"	"选育"	"徐州甘薯研究中心"	"河北"	"徐薯18×华北166"	"中"	"--"	"--"	"Ipomoea(番薯属)"	"ZS001201"	"大"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"长"	"粗"	"--"	"匍匐"	"紫红"	"纺缍"	"河北省农科院作物所"	"中"	"绿"	"266"	"紫"	"心脏形"	"淡紫"	"--"	"HS"	"心至心带齿"	"41.7"	"HS"	"淡桔黄紫晕"	"T"	"0.69"	"--"	"--"	"R"	"中"	"中"	"12.4"	"21.6"	"13.0"	"7"	"HS"	"12-17"	"S"																																																									
"112"	"Convolvulaceae(旋花科)"	"徐B086"	"辽薯 270"	"21.2"	"--"	"紫"	"淡紫"	"--"	"NT"	"中"	"选育"	"徐州甘薯研究中心"	"辽宁"	"--"	"中"	"1.19"	"--"	"Ipomoea(番薯属)"	"ZS001202"	"大"	"3.75"	"Ipomoea batatas Lam.(甘薯)"	"紫"	"中"	"粗"	"11.54"	"匍匐"	"紫红"	"纺缍"	"辽宁省农科院作物所"	"中"	"绿带紫"	"151"	"紫"	"心脏形"	"绿"	"--"	"HS"	"心脏形"	"93.8"	"R"	"淡黄"	"NT"	"0.87"	"66.9"	"3.67"	"HS"	"中"	"中"	"13.3"	"31.8"	"15.7"	"9"	"HS"	"--"	"HS"																																																									
"113"	"Convolvulaceae(旋花科)"	"徐B087"	"苏薯4号"	"7.8"	"--"	"绿"	"绿"	"--"	"T"	"多"	"选育"	"徐州甘薯研究中心"	"江苏"	"闽73-51×百年纪念"	"强"	"1.15"	"--"	"Ipomoea(番薯属)"	"ZS001203"	"大"	"5.78"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"短"	"粗"	"9.82"	"匍匐"	"紫红"	"纺缍"	"江苏省农科院作物所"	"高"	"绿"	"107"	"绿"	"深复缺"	"绿带褐"	"--"	"HS"	"深复缺"	"18.8"	"HR"	"杏黄"	"MT"	"0.62"	"39.34"	"1.95"	"HR"	"优"	"少"	"12.8"	"19.9"	"15.9"	"16"	"HS"	"15-33"	"S"																																																									
"114"	"Convolvulaceae(旋花科)"	"徐B088"	"徐 397"	"17.5"	"--"	"紫"	"紫"	"--"	"T"	"中"	"选育"	"徐州甘薯研究中心"	"江苏"	"恒进×栗子香"	"强"	"2.38"	"--"	"Ipomoea(番薯属)"	"ZS001204"	"中"	"8.99"	"Ipomoea batatas Lam.(甘薯)"	"绿带褐"	"短"	"中"	"7.68"	"匍匐"	"红"	"纺缍"	"江苏徐州甘薯研究中心"	"中"	"浓绿"	"147"	"紫"	"心齿形"	"绿"	"--"	"HS"	"心带齿"	"98.1"	"MS"	"微黄"	"--"	"0.59"	"66.1"	"2.03"	"HS"	"中"	"多"	"10.2"	"29.5"	"10.8"	"8"	"HS"	"--"	"S"																																																									
"115"	"Convolvulaceae(旋花科)"	"徐B176"	"晋专7号"	"--"	"--"	"淡紫"	"微紫"	"--"	"NT"	"多"	"选育"	"徐州甘薯研究中心"	"福建"	"假芋薯×(禺北白/台湾秋)"	"强"	"--"	"--"	"Ipomoea(番薯属)"	"ZS001292"	"大"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"长"	"粗"	"--"	"匍匐"	"土黄"	"纺缍"	"福建晋江地区农科所"	"中"	"绿"	"260"	"淡紫"	"心齿形"	"绿"	"--"	"HS"	"心齿形"	"21.3"	"HR"	"乳白"	"NT"	"0.61"	"--"	"--"	"HR"	"优"	"少"	"12.6"	"18.2"	"12.7"	"14"	"HS"	"58-1"	"S"																																																									
"116"	"Convolvulaceae(旋花科)"	"徐B177"	"晋薯 78"	"--"	"--"	"浓紫"	"紫"	"--"	"T"	"多"	"选育"	"徐州甘薯研究中心"	"福建"	"东方红50变异株"	"弱"	"--"	"--"	"Ipomoea(番薯属)"	"ZS001293"	"大"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"长"	"粗"	"--"	"匍匐"	"紫红"	"长纺"	"福建晋江地区农科所"	"中"	"绿"	"274"	"紫"	"心带齿"	"紫"	"--"	"--"	"心带齿至浅复缺"	"--"	"HS"	"白"	"--"	"0.63"	"--"	"--"	"--"	"中"	"多"	"14.0"	"23.5"	"12.6"	"15"	"--"	"--"	"S"																																																									
"117"	"Convolvulaceae(旋花科)"	"徐B178"	"晋薯 28"	"--"	"--"	"紫"	"主脉淡紫"	"--"	"T"	"中"	"选育"	"徐州甘薯研究中心"	"福建"	"小五齿集团杂交"	"中"	"--"	"--"	"Ipomoea(番薯属)"	"ZS001294"	"大"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"粗"	"--"	"匍匐"	"紫红"	"长纺"	"福建晋江地区农科所"	"中"	"绿"	"171"	"绿"	"深复缺"	"绿带褐"	"--"	"--"	"深复缺"	"35.0"	"HR"	"淡黄"	"--"	"0.67"	"--"	"--"	"R"	"中"	"中"	"20.4"	"19.5"	"15.4"	"10"	"--"	"67-28"	"MS"																																																									
"120"	"Convolvulaceae(旋花科)"	"徐B178"	"晋薯 28"	"--"	"--"	"紫"	"主脉淡紫"	"--"	"T"	"中"	"选育"	"徐州甘薯研究中心"	"福建"	"小五齿集团杂交"	"中"	"--"	"--"	"Ipomoea(番薯属)"	"ZS001294"	"大"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"粗"	"--"	"匍匐"	"紫红"	"长纺"	"福建晋江地区农科所"	"中"	"绿"	"171"	"绿"	"深复缺"	"绿带褐"	"--"	"--"	"深复缺"	"35.0"	"HR"	"淡黄"	"--"	"0.67"	"--"	"--"	"R"	"中"	"中"	"20.4"	"19.5"	"15.4"	"10"	"--"	"67-28"	"MS"																																																									
"122"	"Convolvulaceae(旋花科)"	"徐B183"	"济 78097"	"23.9"	"--"	"浓紫"	"浓紫"	"--"	"NT"	"多"	"选育"	"徐州甘薯研究中心"	"山东"	"52-45×618-25"	"强"	"1.45"	"--"	"Ipomoea(番薯属)"	"ZS001299"	"中"	"4.40"	"Ipomoea batatas Lam.(甘薯)"	"绿带紫"	"中"	"中"	"4.32"	"匍匐"	"紫红"	"长纺缍"	"山东省农科院作物所"	"高"	"浓绿"	"164"	"浓紫"	"心脏形"	"绿"	"--"	"HS"	"心带齿"	"--"	"HS"	"黄带紫心"	"--"	"0.60"	"72.6"	"1.43"	"--"	"优"	"多"	"10.7"	"34.6"	"11.0"	"15"	"HS"	"78097"	"MS"																																																									
"125"	"Convolvulaceae(旋花科)"	"徐C130"	"美 1-22"	"17.4"	"--"	"紫"	"主脉微紫"	"--"	"T"	"多"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"中"	"1.48"	"--"	"Ipomoea(番薯属)"	"SY000139"	"中"	"5.27"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"短"	"中"	"9.13"	"匍匐"	"黄"	"纺缍"	"美国"	"低"	"绿"	"103"	"绿"	"深单复缺"	"褐"	"--"	"HS"	"深复缺"	"97.5"	"HR"	"桔红"	"MT"	"0.43"	"62.1"	"2.57"	"HS"	"中"	"多"	"8.8"	"28.2"	"10.3"	"17"	"HS"	"--"	"MS"																																																									
"126"	"Convolvulaceae(旋花科)"	"徐C131"	"NC 345(变)"	"--"	"--"	"浓紫红"	"浓紫红"	"--"	"T"	"多"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"中"	"--"	"--"	"Ipomoea(番薯属)"	"SY000140"	"大"	"--"	"Ipomoea batatas Lam.(甘薯)"	"紫红"	"中"	"中"	"--"	"半直立"	"紫红"	"纺缍"	"美国"	"中"	"绿红"	"202"	"浓紫红"	"三爪叶"	"紫褐"	"--"	"--"	"三爪叶"	"56.3"	"HR"	"紫"	"--"	"0.51"	"--"	"--"	"MS"	"中"	"少"	"13.3"	"24.8"	"16.6"	"16"	"--"	"--"	"MS"																																																									
"127"	"Convolvulaceae(旋花科)"	"徐C132"	"农林5号"	"17.1"	"--"	"淡褐"	"绿"	"--"	"NT"	"多"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"中"	"1.07"	"--"	"Ipomoea(番薯属)"	"SY000141"	"小"	"4.08"	"Ipomoea batatas Lam.(甘薯)"	"紫"	"长"	"中"	"10.19"	"匍匐"	"紫红"	"长纺"	"日本"	"低"	"绿"	"254"	"紫"	"心带齿"	"微褐"	"--"	"HS"	"心带齿"	"75.0"	"S"	"白"	"--"	"0.48"	"65.6"	"2.67"	"S"	"中"	"中"	"7.5"	"26.2"	"9.4"	"16"	"HS"	"--"	"S"																																																									
"128"	"Convolvulaceae(旋花科)"	"徐C133"	"玉丰"	"19.4"	"--"	"紫"	"淡紫"	"--"	"T"	"多"	"国外"	"徐州甘薯研究中心"	"国外"	"关东33号×关东19号"	"中"	"1.01"	"农林22号"	"Ipomoea(番薯属)"	"SY000142"	"中"	"3.52"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"短"	"中"	"9.86"	"匍匐"	"淡黄"	"纺缍"	"日本"	"中"	"绿"	"139"	"紫"	"浅单缺"	"绿"	"--"	"HS"	"浅单缺"	"93.8"	"HS"	"淡黄"	"--"	"0.55"	"67.9"	"2.83"	"HS"	"优"	"中"	"8.3"	"26.8"	"10.7"	"14"	"HS"	"关东54号"	"MS"																																																									
"131"	"Convolvulaceae(旋花科)"	"徐B182"	"鲁薯4号"	"--"	"--"	"紫"	"紫"	"--"	"MT"	"中"	"选育"	"徐州甘薯研究中心"	"山东"	"丰薯1号×52-45"	"强"	"--"	"--"	"Ipomoea(番薯属)"	"ZS001298"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿带紫"	"短"	"中"	"--"	"匍匐"	"淡红"	"纺缍"	"山东省济宁市农科所"	"高"	"浓绿"	"150"	"绿带紫"	"心脏形"	"绿"	"--"	"HS"	"心脏形"	"--"	"MS"	"黄白紫晕"	"--"	"0.60"	"--"	"--"	"--"	"优"	"少"	"10.0"	"28.6"	"12.0"	"7"	"HS"	"79-259"	"S"																																																									
