"id"	"科名"	"保存编号"	"品种名称"	"鲜粗淀粉"	"所属群别"	"脉基色"	"叶脉色"	"耐盐性"	"耐贮性"	"分枝多少"	"类型"	"保存单位"	"省"	"来源"	"幼苗生长势"	"鲜粗蛋白"	"原名"	"属名"	"统一编号"	"叶片大小"	"干粗蛋白"	"学名"	"茎色"	"最长蔓长短"	"茎粗"	"干可溶性糖"	"株型"	"薯皮色"	"薯形"	"原产地"	"产量"	"叶色"	"最长蔓长"	"柄基色"	"顶叶形"	"顶叶色"	"备注"	"薯瘟抗性1"	"叶形"	"根腐病指"	"茎线虫病"	"薯肉色"	"耐旱性"	"茎粗大小"	"干粗淀粉"	"鲜可溶性糖"	"根腐病抗性"	"萌芽性"	"茎端茸毛"	"叶片长"	"烘干率"	"叶片宽"	"基部分枝"	"薯瘟抗性2"	"原系号"	"黑斑病"	"异亮氨酸"	"所属"	"糖化力"	"叶锈反应型"	"直链淀粉"	"丙氨酸"	"穗密度"	"耐涝性"	"单位编号"	"蛋白质"	"北纬"	"白背飞虱"	"单株产量"	"条纹病抗性"	"籼粳"	"百粒重"	"分蘖力"	"赤霉病病穗"	"苗瘟"	"分枝数"	"条纹病病率"	"芒"	"苗期耐旱"	"脯氨酸"	"抗旱级别"	"田间抗寒性"	"精米率"	"天冬氨酸"	"水敏称度"	"秆锈反应型"	"长宽比"	"缬氨酸"	"高程"	"种子来源"	"耐涝级别"	"沉淀值"	"早中晚"	"生长习性"	"赤霉病抗性"	"保存单位_2"	"荚色"	"棱型"	"东经"	"花色"	"黄花发病率"	"冬春性"	"颖尖弯直'"	"库编号"	"全粉浸出物"	"颖尖弯直"	"酪氨酸"	"壳色"	"芒长"	"荚长"	"粗蛋白"	"根腐穗病级"	"糙米率"
"315"	"Convolvulaceae(旋花科)"	"徐C128"	"美 1-109"	"12.5"	"--"	"褐"	"绿"	"--"	"T"	"多"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"中"	"2.00"	"--"	"Ipomoea(番薯属)"	"SY000137"	"中"	"9.21"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"中"	"12.01"	"匍匐"	"紫红"	"纺缍"	"美国"	"中"	"淡绿"	"193"	"绿"	"尖心形"	"绿带褐"	"--"	"HS"	"心脏形"	"81.9"	"--"	"桔红"	"MT"	"0.53"	"58.1"	"2.60"	"HS"	"中"	"无"	"10.1"	"21.1"	"10.2"	"11"	"HS"	"--"	"MS"																																																									
"316"	"Convolvulaceae(旋花科)"	"徐C129"	"美 1-110"	"14.7"	"--"	"淡紫"	"淡褐"	"--"	"T"	"多"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"中"	"2.10"	"--"	"Ipomoea(番薯属)"	"SY000138"	"中"	"5.78"	"Ipomoea batatas Lam.(甘薯)"	"紫"	"中"	"中"	"11.58"	"匍匐"	"粉红"	"长纺"	"美国"	"中"	"绿"	"224"	"紫"	"尖心形"	"绿"	"--"	"HS"	"心带齿"	"89.8"	"HR"	"黄"	"MT"	"0.60"	"61.5"	"2.77"	"HS"	"中"	"多"	"10.5"	"24.0"	"11.7"	"17"	"HS"	"--"	"S"																																																									
"317"	"Convolvulaceae(旋花科)"	"冀 B003"	"冀薯872"	"--"	"B"	"淡紫"	"绿"	"--"	"--"	"中"	"选育"	"河北省农科院作物所"	"河北"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000620"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"中"	"--"	"半直立"	"暗红"	"纺锤"	"前河北省粮作所"	"中上"	"绿"	"163"	"绿"	"尖心齿"	"淡绿"	"感黑斑病"	"--"	"心齿"	"--"	"--"	"白黄"	"--"	"0.59"	"--"	"--"	"--"	"优"	"多"	"10.5"	"29.2-33.0"	"12.1"	"9"	"--"	"--"	"--"																																																									
"318"	"Convolvulaceae(旋花科)"	"冀 B004"	"河北15"	"--"	"B"	"绿"	"绿"	"--"	"--"	"中"	"选育"	"河北省农科院作物所"	"河北"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000621"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿带紫"	"中"	"粗"	"--"	"半直立"	"粉红"	"下膨纺"	"前河北省粮作所"	"低"	"绿"	"114"	"紫"	"浅单缺"	"淡绿"	"较抗黑斑病"	"--"	"浅复缺"	"--"	"--"	"淡黄"	"--"	"0.75"	"--"	"--"	"--"	"优"	"无"	"10.1"	"31.9-34.1"	"10.3"	"7"	"--"	"--"	"--"																																																									
"319"	"Convolvulaceae(旋花科)"	"冀 B005"	"河北1707"	"--"	"B"	"绿"	"绿"	"--"	"--"	"多"	"选育"	"河北省农科院作物所"	"河北"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000622"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"中"	"--"	"半直立"	"紫红"	"纺锤"	"前河北省粮作所"	"低"	"绿"	"123"	"绿"	"浅复缺"	"淡绿"	"抗黑斑病"	"--"	"浅复缺"	"--"	"--"	"乳白"	"--"	"0.56"	"--"	"--"	"--"	"优"	"无"	"9.4"	"31.0-31.7"	"9.9"	"16"	"--"	"--"	"--"																																																									
"320"	"Convolvulaceae(旋花科)"	"冀 B006"	"河北419"	"--"	"C"	"紫"	"紫"	"--"	"--"	"中"	"选育"	"河北省农科院作物所"	"河北"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000623"	"小"	"--"	"Ipomoea batatas Lam.(甘薯)"	"紫褐"	"中"	"中"	"--"	"半直立"	"深红褐"	"纺锤"	"前河北省粮作所"	"低"	"浓绿"	"138"	"紫"	"心脏"	"绿"	"重感黑斑病"	"--"	"心脏"	"--"	"--"	"白黄紫晕"	"--"	"0.50"	"--"	"--"	"--"	"优"	"无"	"8.5"	"39.4-41.8"	"9.0"	"10"	"--"	"--"	"--"																																																									
"321"	"Convolvulaceae(旋花科)"	"辽 B004"	"辽薯 205"	"--"	"--"	"紫"	"紫"	"--"	"--"	"少"	"选育"	"辽宁省农科院作物所"	"辽宁"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000635"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"浓紫"	"长"	"中"	"--"	"匍匐"	"黄"	"纺锤"	"辽宁省农科学作物所"	"高"	"绿"	"315"	"紫"	"浅复缺"	"淡绿"	"--"	"--"	"浅复缺"	"--"	"--"	"桔黄"	"--"	"0.60"	"--"	"--"	"--"	"优"	"中"	"11.0"	"32-35"	"11.0"	"4"	"--"	"--"	"--"																																																									
"322"	"Convolvulaceae(旋花科)"	"辽 B005"	"辽 1224"	"--"	"--"	"紫"	"紫"	"--"	"--"	"中"	"选育"	"辽宁省农科院作物所"	"辽宁"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000636"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"短"	"粗"	"--"	"半直立"	"红"	"纺锤"	"辽宁省农科学作物所"	"高"	"绿"	"102"	"紫"	"心齿"	"绿"	"--"	"--"	"心齿"	"--"	"--"	"淡黄"	"--"	"0.70"	"--"	"--"	"--"	"优"	"多"	"8.0"	"33.0"	"10.0"	"7"	"--"	"--"	"--"																																																									
"323"	"Convolvulaceae(旋花科)"	"辽 B006"	"辽 1756"	"--"	"--"	"淡紫"	"绿"	"--"	"--"	"中"	"选育"	"辽宁省农科院作物所"	"辽宁"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000637"	"大"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"短"	"粗"	"--"	"半直立"	"紫红"	"纺锤"	"辽宁省农科学作物所"	"中"	"淡绿"	"95"	"绿"	"浅单缺"	"淡绿"	"--"	"--"	"浅复缺"	"--"	"--"	"淡黄"	"--"	"0.70"	"--"	"--"	"--"	"中"	"少"	"12.5"	"38-40"	"14.0"	"8"	"--"	"--"	"--"																																																									
"324"	"Convolvulaceae(旋花科)"	"苏徐 B001"	"徐州 941"	"--"	"--"	"紫"	"绿"	"--"	"--"	"中"	"选育"	"江苏省徐州农科所"	"江苏"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000640"	"大"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"粗"	"--"	"匍匐"	"紫红"	"上膨纺"	"江苏省徐州地区农科所"	"高"	"淡绿"	"173"	"绿"	"心形"	"绿"	"抗茎线虫病,感黑斑病和根腐病,耐旱"	"--"	"心齿"	"--"	"--"	"白"	"--"	"0.65"	"--"	"--"	"--"	"优"	"中"	"12.5"	"21.3"	"16.1"	"10"	"--"	"--"	"--"																																																									
"325"	"Convolvulaceae(旋花科)"	"苏徐 B002"	"徐州 1-2"	"--"	"B"	"紫"	"淡紫"	"--"	"--"	"多"	"选育"	"江苏省徐州农科所"	"江苏"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000641"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"紫红"	"中"	"粗"	"--"	"匍匐"	"淡红"	"短纺"	"江苏省徐州地区农科所"	"高"	"绿"	"141"	"紫"	"心形"	"绿"	"感黑斑病、重感茎线虫病和根腐病、耐贮藏"	"--"	"心形"	"--"	"--"	"淡黄"	"--"	"0.61"	"--"	"--"	"--"	"优"	"多"	"11.4"	"25.7"	"12.5"	"11"	"--"	"--"	"--"																																																									
"326"	"Convolvulaceae(旋花科)"	"苏徐 B003"	"新大紫"	"--"	"B"	"紫"	"主紫"	"--"	"--"	"中"	"选育"	"江苏省徐州农科所"	"江苏"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000642"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿带褐"	"长"	"中"	"--"	"匍匐"	"紫红"	"纺锤"	"江苏省徐州地区农科所"	"高"	"淡绿"	"271"	"淡紫"	"心形"	"绿"	"抗黑斑病、薯瘟病、疮痂病和丛枝病,较抗根腐病"	"--"	"心形"	"--"	"--"	"淡黄"	"--"	"0.50"	"--"	"--"	"--"	"优"	"少"	"8.8"	"26.2"	"9.4"	"8"	"--"	"--"	"--"																																																									
"327"	"Convolvulaceae(旋花科)"	"苏徐 B004"	"丰收白"	"--"	"B"	"淡紫"	"绿"	"--"	"--"	"多"	"选育"	"江苏省徐州农科所"	"江苏"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000643"	"大"	"--"	"Ipomoea batatas Lam.(甘薯)"	"淡绿"	"中"	"中"	"--"	"匍匐"	"白"	"圆筒"	"江苏省徐州地区农科所"	"高"	"绿"	"177"	"绿"	"心形"	"淡绿"	"耐旱、耐肥、不抗病"	"--"	"心齿"	"--"	"--"	"白"	"--"	"0.57"	"--"	"--"	"--"	"中上"	"中"	"12.0"	"21.6"	"13.5"	"13"	"--"	"--"	"--"																																																									
"328"	"Convolvulaceae(旋花科)"	"苏徐 B005"	"徐225"	"--"	"--"	"紫"	"紫"	"--"	"--"	"多"	"选育"	"江苏省徐州农科所"	"江苏"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000644"	"大"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"中"	"--"	"半直立"	"粉红"	"纺锤"	"江苏省徐州地区农科所"	"高"	"绿"	"165"	"紫"	"尖心带齿"	"绿"	"较抗黑斑病、感茎线虫病、重感根腐病"	"--"	"心至心齿"	"--"	"--"	"白黄"	"--"	"0.51"	"--"	"--"	"--"	"中上"	"多"	"13.0"	"25.4"	"14.4"	"11"	"--"	"--"	"--"																																																									
"329"	"Convolvulaceae(旋花科)"	"苏徐 B006"	"徐236"	"--"	"--"	"紫"	"紫"	"--"	"--"	"特多"	"选育"	"江苏省徐州农科所"	"江苏"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000645"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"中"	"--"	"半直立"	"紫红"	"纺锤"	"江苏省徐州地区农科所"	"高"	"浓绿"	"156"	"紫"	"五爪"	"绿"	"高抗根腐病、中抗黑斑病和茎线虫病、耐旱瘠"	"--"	"五爪"	"--"	"--"	"白带紫晕"	"--"	"0.42"	"--"	"--"	"--"	"优"	"少"	"11.1"	"21.5"	"11.6"	"22"	"--"	"--"	"--"																																																									
"330"	"Convolvulaceae(旋花科)"	"苏徐 B007"	"徐21"	"--"	"--"	"紫"	"紫"	"--"	"--"	"多"	"选育"	"江苏省徐州农科所"	"江苏"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000646"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿带紫"	"短"	"中"	"--"	"半直立"	"红"	"下膨纺"	"江苏省徐州地区农科所"	"中"	"浓绿"	"99"	"紫"	"心形"	"绿边褐"	"较抗茎线虫病、重感黑斑病和根腐病、自然开花"	"--"	"心形"	"--"	"--"	"淡黄"	"--"	"0.59"	"--"	"--"	"--"	"中上"	"多"	"9.5"	"30.5"	"9.4"	"12"	"--"	"--"	"--"																																																									
"331"	"Convolvulaceae(旋花科)"	"皖 B019"	"皖78-4"	"--"	"--"	"紫"	"绿"	"--"	"--"	"少"	"选育"	"安徽省农科院作物所"	"安徽"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000698"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"中"	"--"	"半直立"	"红"	"短纺"	"安徽省农科院"	"高"	"淡绿"	"131"	"绿"	"心脏"	"边紫"	"感黑斑病、重感根腐病"	"--"	"心脏"	"--"	"--"	"乳白"	"--"	"0.50"	"--"	"--"	"--"	"优"	"无"	"11.2"	"27.6-32.1"	"10.5"	"2"	"--"	"--"	"--"																																																									
"332"	"Convolvulaceae(旋花科)"	"皖 B020"	"皖79-7"	"--"	"--"	"紫"	"紫"	"--"	"--"	"少"	"选育"	"安徽省农科院作物所"	"安徽"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000699"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"短"	"中"	"--"	"匍匐"	"淡黄"	"球形"	"安徽省农科院"	"中"	"绿"	"91"	"绿"	"心脏"	"绿"	"较抗黑斑病、耐湿"	"--"	"浅复缺"	"--"	"--"	"白"	"--"	"0.50"	"--"	"--"	"--"	"中"	"多"	"11.4"	"24.9-32.3"	"12.5"	"4"	"--"	"--"	"--"																																																									
"333"	"Convolvulaceae(旋花科)"	"闽 B001"	"晋薯 78"	"--"	"--"	"淡紫"	"绿"	"--"	"--"	"多"	"选育"	"福建省农科院耕作所"	"福建"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000700"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿带紫"	"短"	"细"	"--"	"半直立"	"紫红"	"纺锤"	"福建晋江地区农科所"	"高"	"浓绿"	"108"	"淡紫"	"深复缺"	"绿"	"抗蔓割病、抗旱"	"--"	"深复缺"	"--"	"--"	"淡红"	"--"	"0.30"	"--"	"--"	"--"	"优"	"少"	"11.6"	"24.0"	"10.9"	"15"	"--"	"--"	"--"																																																									
"334"	"Convolvulaceae(旋花科)"	"闽 B002"	"晋薯 95"	"--"	"--"	"紫"	"紫"	"--"	"--"	"多"	"选育"	"福建省农科院耕作所"	"福建"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000701"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"紫"	"中"	"细"	"--"	"半直立"	"土黄"	"纺锤"	"福建晋江地区农科所"	"高"	"浓绿"	"121"	"紫"	"心脏"	"紫"	"抗蔓割病、抗旱"	"--"	"心脏"	"--"	"--"	"黄"	"--"	"0.33"	"--"	"--"	"--"	"优"	"少"	"10.5"	"27.0"	"9.3"	"12"	"--"	"--"	"--"																																																									
"335"	"Convolvulaceae(旋花科)"	"闽 B003"	"甫薯73-16"	"--"	"--"	"绿"	"绿"	"--"	"--"	"多"	"选育"	"福建省农科院耕作所"	"福建"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000702"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"长"	"中"	"--"	"匍匐"	"白"	"长纺"	"福建莆田地区农科所"	"--"	"绿"	"210"	"绿"	"浅复缺"	"绿"	"--"	"--"	"浅复缺"	"--"	"--"	"白"	"--"	"0.50"	"--"	"--"	"--"	"优"	"少"	"11.0"	"25.0"	"11.0"	"15"	"--"	"--"	"--"																																																									
"336"	"Convolvulaceae(旋花科)"	"闽 B005"	"大南伏"	"--"	"B"	"紫"	"紫"	"--"	"--"	"中"	"选育"	"福建省农科院耕作所"	"福建"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000704"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿带紫"	"长"	"中"	"--"	"匍匐"	"土黄"	"长园"	"福建龙岩地区农科所"	"中"	"绿"	"250"	"紫"	"心脏"	"边带褐"	"中抗根腐病、不抗薯瘟、抗逆性中等"	"--"	"心脏"	"--"	"--"	"桔红"	"--"	"0.55"	"--"	"--"	"--"	"优"	"少"	"12.0"	"29.0"	"8.5"	"8"	"--"	"--"	"--"																																																									
"337"	"Convolvulaceae(旋花科)"	"闽 B006"	"岩齿红"	"--"	"D"	"紫"	"淡紫"	"--"	"--"	"多"	"选育"	"福建省农科院耕作所"	"福建"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000705"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"中"	"--"	"半直立"	"红"	"短纺"	"福建龙岩地区农科所"	"高"	"绿"	"150"	"淡紫"	"深复缺"	"绿"	"抗蔓割病、中抗薯病、耐旱瘠"	"--"	"深复缺"	"--"	"--"	"淡黄"	"--"	"0.50"	"--"	"--"	"--"	"优"	"无"	"10.0"	"27.0"	"10.0"	"11"	"--"	"--"	"--"																																																									
"338"	"Convolvulaceae(旋花科)"	"闽 B007"	"龙岩8-6"	"--"	"--"	"紫"	"紫"	"--"	"--"	"中"	"选育"	"福建省农科院耕作所"	"福建"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000706"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"中"	"--"	"半直立"	"黄"	"长园"	"福建龙岩地区农科所"	"高"	"绿"	"120"	"紫"	"浅复缺"	"绿"	"中抗薯瘟、喜肥水"	"--"	"浅复缺"	"--"	"--"	"桔红"	"--"	"0.50"	"--"	"--"	"--"	"优"	"中"	"10.0"	"21.0"	"10.0"	"7"	"--"	"--"	"--"																																																									
"339"	"Convolvulaceae(旋花科)"	"闽 B008"	"岩高糖"	"--"	"半亲和"	"紫"	"紫"	"--"	"--"	"中"	"选育"	"福建省农科院耕作所"	"福建"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000707"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"中"	"--"	"匍匐"	"红"	"球"	"福建龙岩地区农科所"	"高"	"绿"	"145"	"紫"	"浅复缺"	"绿"	"抗蔓割病、耐贮藏"	"--"	"浅复缺"	"--"	"--"	"淡黄"	"--"	"0.50"	"--"	"--"	"--"	"优"	"多"	"10.0"	"32.0"	"10.5"	"6"	"--"	"--"	"--"																																																									
"340"	"Convolvulaceae(旋花科)"	"闽 B009"	"龙岩7-3"	"--"	"--"	"紫"	"紫"	"--"	"--"	"中"	"选育"	"福建省农科院耕作所"	"福建"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000708"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"中"	"--"	"半直立"	"黄"	"长园"	"福建龙岩地区农科所"	"高"	"浓绿"	"120"	"紫"	"浅复缺"	"绿"	"中抗薯瘟、不耐贮藏"	"--"	"浅复缺"	"--"	"--"	"桔红"	"--"	"0.50"	"--"	"--"	"--"	"优"	"中"	"10.0"	"21.0"	"9.0"	"7"	"--"	"--"	"--"																																																									
"341"	"Convolvulaceae(旋花科)"	"闽 B011"	"新种花"	"--"	"--"	"紫"	"紫"	"--"	"--"	"中"	"选育"	"福建省农科院耕作所"	"福建"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000710"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"长"	"中"	"--"	"匍匐"	"淡红"	"纺锤"	"福建省安溪县"	"--"	"绿"	"256"	"紫"	"深复缺"	"绿"	"感丛枝病"	"--"	"深复缺"	"--"	"--"	"黄"	"--"	"0.41"	"--"	"--"	"--"	"差"	"中"	"9.0"	"23.0"	"8.6"	"7"	"--"	"--"	"--"																																																									
"342"	"Convolvulaceae(旋花科)"	"鲁 B003"	"济薯1号"	"--"	"B"	"紫"	"紫"	"--"	"--"	"中"	"选育"	"山东省农科院作物所"	"山东"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000712"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"长"	"粗"	"--"	"匍匐"	"淡黄"	"下膨纺"	"山东省农科院"	"高"	"淡绿"	"270"	"褐"	"浅单缺"	"淡绿"	"抗根结线虫病、抗旱性中、早熟"	"--"	"浅单缺"	"--"	"--"	"淡黄"	"--"	"0.67"	"--"	"--"	"--"	"中上"	"无"	"12.2"	"27.1"	"12.6"	"6"	"--"	"--"	"--"																																																									
"343"	"Convolvulaceae(旋花科)"	"鲁 B004"	"济薯2号"	"--"	"B"	"紫"	"紫"	"--"	"--"	"中"	"选育"	"山东省农科院作物所"	"山东"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000713"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"长"	"粗"	"--"	"匍匐"	"淡红"	"下膨纺"	"山东省农科院"	"中上"	"绿"	"270"	"紫"	"浅单缺"	"褐"	"中抗根腐病、抗旱、耐贮藏"	"--"	"浅单缺"	"--"	"--"	"淡黄"	"--"	"0.63"	"--"	"--"	"--"	"中上"	"少"	"12.3"	"25.8"	"12.4"	"6"	"--"	"--"	"--"																																																									
"344"	"Convolvulaceae(旋花科)"	"鲁 B005"	"济薯3号"	"--"	"B"	"紫"	"紫"	"--"	"--"	"中"	"选育"	"山东省农科院作物所"	"山东"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000714"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"长"	"中"	"--"	"匍匐"	"紫红"	"下膨纺"	"山东省农科院"	"中"	"浓绿"	"270"	"紫"	"心齿"	"带褐"	"中抗茎线虫病及根结线虫病、较抗黑斑病、耐贮藏"	"--"	"心或带齿"	"--"	"--"	"淡黄"	"--"	"0.60"	"--"	"--"	"--"	"中"	"无"	"12.7"	"34.0"	"12.0"	"6"	"--"	"--"	"--"																																																									
"345"	"Convolvulaceae(旋花科)"	"鲁 B007"	"济薯5号"	"--"	"B"	"褐"	"绿"	"--"	"--"	"中"	"选育"	"山东省农科院作物所"	"山东"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000716"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"特长"	"粗"	"--"	"匍匐"	"紫红"	"长纺"	"山东省农科院"	"高"	"绿"	"360"	"绿"	"肾带齿"	"绿带褐"	"抗根腐病和根结线虫病、抗旱、食味好"	"--"	"肾带齿"	"--"	"--"	"淡黄"	"--"	"0.64"	"--"	"--"	"--"	"优"	"少"	"10.9"	"28.6"	"11.8"	"6"	"--"	"--"	"--"																																																									
"346"	"Convolvulaceae(旋花科)"	"鲁 B008"	"鲁薯7号"	"--"	"D"	"紫"	"基紫"	"--"	"--"	"中"	"选育"	"山东省农科院作物所"	"山东"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000717"	"大"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿带褐"	"长"	"粗"	"--"	"匍匐"	"微红"	"下膨纺"	"山东省农科院"	"高"	"绿"	"208"	"绿"	"浅单缺"	"边褐"	"较抗黑斑病、早熟"	"--"	"浅单缺"	"--"	"--"	"淡黄"	"--"	"0.70"	"--"	"--"	"--"	"优"	"少"	"13.9"	"26.2"	"12.8"	"10"	"--"	"--"	"--"																																																									
"347"	"Convolvulaceae(旋花科)"	"鲁 B009"	"济南红"	"--"	"A"	"紫"	"紫"	"--"	"--"	"中"	"选育"	"山东省农科院作物所"	"山东"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000718"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿带紫"	"中"	"中"	"--"	"半直立"	"红"	"上膨纺"	"山东省农科院"	"中"	"绿"	"140"	"紫"	"戟带齿"	"绿"	"较抗黑斑病、中抗茎线虫病、食味好"	"--"	"戟带齿"	"--"	"--"	"乳白"	"--"	"0.59"	"--"	"--"	"--"	"中"	"无"	"11.9"	"31.8"	"10.0"	"6"	"--"	"--"	"--"																																																									
"348"	"Convolvulaceae(旋花科)"	"鲁 B010"	"63-3235"	"--"	"C"	"紫"	"紫"	"--"	"--"	"少"	"选育"	"山东省农科院作物所"	"山东"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000719"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿带紫"	"长"	"粗"	"--"	"匍匐"	"紫红"	"长纺"	"山东省农科院"	"中上"	"浓绿"	"275"	"紫"	"心带齿"	"绿"	"抗根结线虫病、耐贮藏、食味好"	"--"	"心稍带齿"	"--"	"--"	"淡黄紫心"	"--"	"0.71"	"--"	"--"	"--"	"优"	"无"	"12.3"	"28.0"	"12.4"	"4"	"--"	"--"	"--"																																																									
"349"	"Convolvulaceae(旋花科)"	"鲁 B011"	"丰收黄"	"--"	"C"	"紫"	"紫"	"--"	"--"	"中"	"选育"	"山东省农科院作物所"	"山东"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000720"	"大"	"--"	"Ipomoea batatas Lam.(甘薯)"	"紫"	"长"	"中"	"--"	"匍匐"	"黄"	"下膨长纺"	"山东省农科院"	"高"	"绿"	"210"	"紫"	"浅复缺"	"绿带褐"	"感病、耐贮藏"	"--"	"浅复缺"	"--"	"--"	"淡黄"	"--"	"0.60"	"--"	"--"	"--"	"优"	"无"	"13.3"	"28.0"	"13.6"	"6"	"--"	"--"	"--"																																																									
"350"	"Convolvulaceae(旋花科)"	"豫许B005"	"许148-1"	"--"	"--"	"紫"	"紫"	"--"	"--"	"少"	"选育"	"河南省许昌地区农科所"	"河南"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000763"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"紫"	"短"	"粗"	"--"	"半直立"	"红"	"纺锤"	"河南省许昌地区农科所"	"高"	"绿"	"77"	"紫"	"尖心"	"绿"	"感根腐病"	"--"	"心脏"	"--"	"--"	"白"	"--"	"0.69"	"--"	"--"	"--"	"中"	"少"	"11.1"	"23.3"	"11.6"	"5"	"--"	"--"	"--"																																																									
"351"	"Convolvulaceae(旋花科)"	"豫商B048"	"商79291-1"	"--"	"--"	"紫"	"紫"	"--"	"--"	"多"	"选育"	"河南省商丘地区农科所"	"河南"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"ZS000768"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿带紫"	"短"	"粗"	"--"	"半直立"	"红"	"长纺"	"河南省商丘地区农科所"	"中下"	"绿"	"100"	"紫"	"心脏"	"绿"	"高抗黑斑病"	"--"	"心脏"	"--"	"--"	"白黄"	"--"	"0.71"	"--"	"--"	"--"	"差"	"中"	"11.5"	"34.6"	"9.7"	"13"	"--"	"--"	"--"																																																									
