"id"	"成熟期"	"科名"	"保存编号"	"品种名称"	"生长习性"	"保存单位"	"原产地"	"结荚习性"	"单株产量"	"百粒重"	"单荚粒数"	"样品类型"	"省"	"单株荚数"	"株高"	"分枝数"	"备注"	"库编号"	"荚长"	"播种期"	"学名"	"统一编号"	"粒色"	"译名"	"属名"	"粒形"	"荚色"	"全生育日数"	"花色"
"1"	"11.20"	"Leguminosae(豆科)"	"3"	"刀豆"	"蔓生"	"广西农科院品资所"	"柳州县"	"无限"	"132.6"	"313.5"	"6.7"	"地方"	"广西"	"6.3"	"--"	"--"	"株高为150以上"	"I2O00004"	"26.4"	"3.17"	"Canavalia gladiata (L.) DC.(刀豆)"	"Q0000003"	"红"	"DAO DOU"	"Canavalia(刀豆属)"	"长椭圆"	"浅褐"	"248"	"紫红"
"2"	"11.04"	"Leguminosae(豆科)"	"4"	"刀豆"	"蔓生"	"广西农科院品资所"	"忻城县"	"无限"	"405.5"	"305.5"	"10.7"	"地方"	"广西"	"12.4"	"--"	"--"	"株高为150以上"	"I2O00005"	"27.6"	"3.17"	"Canavalia gladiata (L.) DC.(刀豆)"	"Q0000004"	"红"	"DAO DOU"	"Canavalia(刀豆属)"	"长椭圆"	"浅褐"	"232"	"紫红"
"3"	"12.05"	"Leguminosae(豆科)"	"5"	"刀豆"	"蔓生"	"广西农科院品资所"	"博白县"	"无限"	"245.8"	"340.0"	"8.7"	"地方"	"广西"	"8.3"	"--"	"--"	"株高为150以上"	"I2O00002"	"25.8"	"3.17"	"Canavalia gladiata (L.) DC.(刀豆)"	"Q0000005"	"红"	"DAO DOU"	"Canavalia(刀豆属)"	"长椭圆"	"浅褐"	"263"	"紫红"
"4"	"1.28"	"Leguminosae(豆科)"	"6"	"刀豆"	"蔓生"	"广西农科院品资所"	"百色"	"无限"	"242.3"	"307.7"	"6.4"	"地方"	"广西"	"10.0"	"375"	"8.0"	"--"	"--"	"22.5"	"5.10"	"Canavalia gladiata (L.) DC.(刀豆)"	"Q0000007"	"白"	"DAO DOU"	"Canavalia(刀豆属)"	"长椭圆"	"浅褐"	"265"	"紫红"
"5"	"12.18"	"Leguminosae(豆科)"	"8"	"刀豆"	"蔓生"	"广西农科院品资所"	"南宁市"	"无限"	"175.7"	"357.3"	"5.4"	"地方"	"广西"	"7.0"	"313"	"5.0"	"--"	"I2O00012"	"16.4"	"5.10"	"Canavalia gladiata (L.) DC.(刀豆)"	"Q0000009"	"红"	"DAO DOU"	"Canavalia(刀豆属)"	"长椭圆"	"浅褐"	"224"	"紫红"
"6"	"11.05"	"Leguminosae(豆科)"	"9"	"刀豆"	"蔓生"	"广西农科院品资所"	"柳江"	"无限"	"212.0"	"347.7"	"9.6"	"地方"	"广西"	"7.0"	"384"	"10.0"	"--"	"I2O00007"	"24.7"	"4.09"	"Canavalia gladiata (L.) DC.(刀豆)"	"Q0000010"	"红"	"DAO DOU"	"Canavalia(刀豆属)"	"长椭圆"	"浅褐"	"210"	"紫红"
"7"	"10.05"	"Leguminosae(豆科)"	"10"	"刀豆"	"蔓生"	"广西农科院品资所"	"融安"	"无限"	"614.1"	"337.0"	"8.5"	"地方"	"广西"	"22.7"	"470"	"11.0"	"--"	"I2O00008"	"26.8"	"4.09"	"Canavalia gladiata (L.) DC.(刀豆)"	"Q0000011"	"红"	"DAO DOU"	"Canavalia(刀豆属)"	"长椭圆"	"浅褐"	"179"	"紫红"
"8"	"11.06"	"Leguminosae(豆科)"	"11"	"刀豆"	"蔓生"	"广西农科院品资所"	"武宣"	"无限"	"702.6"	"367.3"	"9.4"	"地方"	"广西"	"22.0"	"710"	"19.0"	"--"	"I2O00009"	"22.4"	"4.09"	"Canavalia gladiata (L.) DC.(刀豆)"	"Q0000012"	"红"	"DAO DOU"	"Canavalia(刀豆属)"	"长椭圆"	"浅褐"	"211"	"紫红"
