"id"	"科名"	"保存编号"	"品种名称"	"戊烯基"	"棕榈酸"	"甲基吲哚"	"丙烯基"	"每果粒数"	"全株角果数"	"羟基"	"一次分枝数"	"硬脂酸"	"生育日数"	"译名"	"类型"	"来源"	"丁烯基"	"芥酸"	"东经"	"总量"	"属名"	"统一编号"	"学名"	"高程"	"烯基"	"选育方法"	"种皮色"	"花色"	"成熟期"	"北纬"	"库编号"	"省"	"吲哚"	"分枝高度"	"叶型"	"样品类型"	"亚油酸"	"菌核病"	"X1"	"千粒重"	"保存单位"	"霜霉病"	"花生烯酸"	"油酸"	"病毒病"	"株高"	"含油率"	"亚麻酸"
"791"	"Cruciferae(十字花科)"	"Ⅱ067"	"211"	"--"	"2.77"	"3.01"	"113.56"	"14.0"	"522.0"	"1.35"	"7.0"	"2.56"	"159"	"211"	"芥菜型"	"拉萨市"	"3.07"	"25.81"	"9107"	"129.65"	"Brassica(芸薹属)"	"00004203"	"Brassica juncea Czern. et Coss.(芥菜型油菜)"	"--"	"8.66"	"系选"	"黄"	"黄"	"8.24"	"2941"	"I4B04410"	"西藏"	"--"	"120.0"	"裂叶"	"选育"	"23.13"	"低感"	"--"	"3.00"	"西藏农牧科学院"	"低抗"	"--"	"16.72"	"中感"	"246.0"	"39.60"	"15.38"
"792"	"Cruciferae(十字花科)"	"Ⅱ068"	"196"	"--"	"2.88"	"3.39"	"101.45"	"15.0"	"312.0"	"1.28"	"6.0"	"1.81"	"159"	"196"	"芥菜型"	"拉萨市"	"5.54"	"29.66"	"9107"	"122.13"	"Brassica(芸薹属)"	"00004204"	"Brassica juncea Czern. et Coss.(芥菜型油菜)"	"--"	"10.49"	"系选"	"红褐"	"黄"	"8.24"	"2941"	"I4B04411"	"西藏"	"--"	"113.0"	"裂叶"	"选育"	"21.89"	"低感"	"--"	"3.00"	"西藏农牧科学院"	"低感"	"--"	"15.62"	"中感"	"232.0"	"36.88"	"16.06"
"793"	"Cruciferae(十字花科)"	"Ⅱ069"	"曲水芥"	"2.03"	"1.89"	"5.56"	"59.53"	"16.0"	"200.0"	"1.87"	"3.0"	"1.00"	"159"	"QU SHUI JIE"	"芥菜型"	"拉萨市"	"29.52"	"38.12"	"9107"	"101.47"	"Brassica(芸薹属)"	"00004205"	"Brassica juncea Czern. et Coss.(芥菜型油菜)"	"--"	"2.96"	"系选"	"红褐"	"黄"	"8.24"	"2941"	"I4B04412"	"西藏"	"--"	"65.0"	"裂叶"	"选育"	"19.43"	"低感"	"--"	"6.00"	"西藏农牧科学院"	"低抗"	"--"	"13.49"	"高感"	"156.0"	"43.90"	"16.23"
"794"	"Cruciferae(十字花科)"	"Ⅱ070"	"213"	"--"	"2.43"	"4.62"	"108.66"	"14.0"	"584.0"	"--"	"7.0"	"2.45"	"157"	"213"	"芥菜型"	"拉萨市"	"3.03"	"28.43"	"9107"	"124.69"	"Brassica(芸薹属)"	"00004206"	"Brassica juncea Czern. et Coss.(芥菜型油菜)"	"--"	"8.38"	"系选"	"红褐"	"黄"	"8.22"	"2941"	"I4B04413"	"西藏"	"--"	"84.0"	"裂叶"	"选育"	"19.08"	"低感"	"--"	"5.00"	"西藏农牧科学院"	"低感"	"--"	"21.06"	"中感"	"209.0"	"44.99"	"14.15"
"795"	"Cruciferae(十字花科)"	"Ⅱ071"	"195"	"--"	"2.36"	"2.63"	"118.78"	"19.0"	"228.0"	"1.24"	"7.0"	"1.48"	"157"	"195"	"芥菜型"	"拉萨市"	"3.51"	"27.69"	"9107"	"136.14"	"Brassica(芸薹属)"	"00004207"	"Brassica juncea Czern. et Coss.(芥菜型油菜)"	"--"	"9.98"	"系选"	"红褐"	"黄"	"8.22"	"2941"	"I4B04414"	"西藏"	"--"	"179.0"	"裂叶"	"选育"	"23.53"	"低抗"	"--"	"5.00"	"西藏农牧科学院"	"低抗"	"--"	"20.08"	"高感"	"273.0"	"41.68"	"14.58"
"796"	"Cruciferae(十字花科)"	"Ⅱ072"	"真玛朗"	"--"	"2.02"	"3.62"	"77.90"	"14.0"	"388.0"	"0.96"	"6.0"	"1.19"	"157"	"ZHEN MA LANG"	"芥菜型"	"山南"	"8.87"	"38.65"	"9147"	"100.43"	"Brassica(芸薹属)"	"00004208"	"Brassica juncea Czern. et Coss.(芥菜型油菜)"	"--"	"9.08"	"系选"	"红褐"	"黄"	"8.22"	"2913"	"I4B04415"	"西藏"	"--"	"51.0"	"裂叶"	"选育"	"18.28"	"低感"	"--"	"5.00"	"西藏农牧科学院"	"低抗"	"--"	"14.04"	"高感"	"201.0"	"44.86"	"15.44"
"797"	"Cruciferae(十字花科)"	"Ⅱ089"	"单选3号"	"--"	"2.29"	"4.07"	"82.59"	"14.0"	"158.0"	"1.10"	"6.0"	"1.06"	"159"	"DAN XUAN 3 HAO"	"芥菜型"	"山南"	"16.12"	"41.42"	"9147"	"112.33"	"Brassica(芸薹属)"	"00004226"	"Brassica juncea Czern. et Coss.(芥菜型油菜)"	"--"	"8.45"	"系选"	"红褐"	"黄"	"8.24"	"2913"	"I4B04433"	"西藏"	"--"	"69.0"	"裂叶"	"选育"	"17.98"	"低抗"	"--"	"5.00"	"西藏农牧科学院"	"低抗"	"--"	"15.28"	"高感"	"161.0"	"43.30"	"12.20"
"798"	"Cruciferae(十字花科)"	"Ⅱ099"	"90-5"	"--"	"1.75"	"3.43"	"95.14"	"13.0"	"279.0"	"--"	"8.0"	"1.14"	"153"	"90-5"	"芥菜型"	"山南"	"1.03"	"30.37"	"9147"	"113.28"	"Brassica(芸薹属)"	"00004236"	"Brassica juncea Czern. et Coss.(芥菜型油菜)"	"--"	"13.68"	"杂交种"	"红褐"	"黄"	"8.19"	"2913"	"I4B04443"	"西藏"	"--"	"69.0"	"裂叶"	"选育"	"19.70"	"中抗"	"--"	"6.00"	"西藏农牧科学院"	"低抗"	"--"	"13.85"	"高感"	"187.0"	"44.75"	"21.47"
"799"	"Cruciferae(十字花科)"	"Ⅱ100"	"日农河9042"	"--"	"2.16"	"3.01"	"66.78"	"16.0"	"273.0"	"3.42"	"6.0"	"1.08"	"153"	"RI NONG HE 9042"	"芥菜型"	"日喀则"	"18.72"	"38.22"	"8852"	"95.91"	"Brassica(芸薹属)"	"00004237"	"Brassica juncea Czern. et Coss.(芥菜型油菜)"	"--"	"3.98"	"杂交种"	"红褐"	"黄"	"8.19"	"2915"	"I4B04444"	"西藏"	"--"	"74.0"	"裂叶"	"选育"	"18.42"	"低抗"	"--"	"4.00"	"西藏农牧科学院"	"低抗"	"--"	"15.90"	"高感"	"201.0"	"47.47"	"13.86"
"800"	"Cruciferae(十字花科)"	"Ⅱ104"	"芥油一号"	"--"	"1.59"	"3.54"	"61.67"	"16.0"	"263.0"	"--"	"5.0"	"0.95"	"159"	"JIE YOU YI HAO"	"芥菜型"	"拉萨"	"3.35"	"35.82"	"9107"	"68.56"	"Brassica(芸薹属)"	"00004241"	"Brassica juncea Czern. et Coss.(芥菜型油菜)"	"--"	"--"	"杂交种"	"红褐"	"黄"	"8.24"	"2941"	"I4B04448"	"西藏"	"--"	"66.0"	"裂叶"	"选育"	"18.80"	"低感"	"--"	"6.00"	"西藏农牧科学院"	"低抗"	"--"	"15.07"	"中感"	"206.0"	"46.24"	"17.85"
"801"	"Cruciferae(十字花科)"	"Ⅱ114"	"88428"	"0.68"	"4.46"	"4.44"	"49.75"	"18.0"	"682.0"	"0.65"	"9.0"	"1.83"	"79"	"88428"	"芥菜型"	"新疆农科院"	"5.23"	"4.05"	"8734"	"61.68"	"Brassica(芸薹属)"	"00004242"	"Brassica juncea Czern. et Coss.(芥菜型油菜)"	"900"	"--"	"杂交种"	"黄"	"黄"	"7.04"	"4348"	"I4B03709"	"新疆"	"0.93"	"46.0"	"深裂"	"选育"	"34.84"	"低抗"	"--"	"2.85"	"新疆农科院经作所"	"低抗"	"--"	"36.33"	"低感"	"169.0"	"34.12"	"11.77"
"802"	"Cruciferae(十字花科)"	"Ⅱ115"	"89518-1"	"--"	"4.24"	"5.76"	"79.37"	"18.0"	"694.0"	"0.86"	"8.0"	"1.40"	"77"	"89518-1"	"芥菜型"	"新疆农科院"	"--"	"19.98"	"8734"	"86.94"	"Brassica(芸薹属)"	"00004243"	"Brassica juncea Czern. et Coss.(芥菜型油菜)"	"900"	"--"	"杂交种"	"黄"	"黄"	"7.04"	"4348"	"I4B03710"	"新疆"	"0.95"	"42.0"	"深裂"	"选育"	"27.41"	"低感"	"--"	"2.92"	"新疆农科院经作所"	"低抗"	"--"	"25.13"	"低感"	"171.0"	"36.87"	"9.38"
"803"	"Cruciferae(十字花科)"	"Ⅱ116"	"89704-1"	"--"	"5.62"	"3.04"	"21.34"	"17.0"	"525.0"	"--"	"9.0"	"1.48"	"74"	"89704-1"	"芥菜型"	"新疆农科院"	"0.49"	"0.86"	"8734"	"25.77"	"Brassica(芸薹属)"	"00004244"	"Brassica juncea Czern. et Coss.(芥菜型油菜)"	"900"	"--"	"杂交种"	"黄"	"黄"	"7.01"	"4348"	"I4B03711"	"新疆"	"0.90"	"44.0"	"深裂"	"选育"	"41.90"	"低抗"	"--"	"3.00"	"新疆农科院经作所"	"低抗"	"--"	"33.88"	"中感"	"179.6"	"27.27"	"15.27"
"804"	"Cruciferae(十字花科)"	"Ⅱ117"	"881245-1"	"--"	"6.13"	"4.33"	"10.46"	"18.0"	"535.0"	"2.11"	"8.0"	"2.09"	"80"	"881245-1"	"芥菜型"	"新疆农科院"	"0.67"	"0.53"	"8734"	"19.39"	"Brassica(芸薹属)"	"00004245"	"Brassica juncea Czern. et Coss.(芥菜型油菜)"	"900"	"--"	"杂交种"	"黄"	"黄"	"7.05"	"4348"	"I4B03712"	"新疆"	"1.82"	"38.0"	"深裂"	"选育"	"40.96"	"低抗"	"--"	"2.00"	"新疆农科院经作所"	"低感"	"--"	"32.06"	"中感"	"165.0"	"24.91"	"16.91"
"805"	"Cruciferae(十字花科)"	"Ⅱ118"	"881255-1"	"1.08"	"4.71"	"4.07"	"79.14"	"18.0"	"601.0"	"1.96"	"8.0"	"1.62"	"76"	"881255-1"	"芥菜型"	"新疆农科院"	"--"	"0.47"	"8734"	"87.99"	"Brassica(芸薹属)"	"00004246"	"Brassica juncea Czern. et Coss.(芥菜型油菜)"	"900"	"--"	"杂交种"	"黄"	"黄"	"7.01"	"4348"	"I4B03713"	"新疆"	"1.74"	"33.0"	"深裂"	"选育"	"35.13"	"低抗"	"--"	"2.74"	"新疆农科院经作所"	"低抗"	"--"	"42.45"	"低感"	"160.0"	"30.19"	"14.75"
"806"	"Cruciferae(十字花科)"	"Ⅱ119"	"87569-1"	"2.43"	"4.38"	"4.62"	"31.17"	"18.0"	"614.0"	"3.87"	"8.0"	"1.36"	"81"	"87569-1"	"芥菜型"	"新疆农科院"	"2.84"	"1.59"	"8734"	"47.01"	"Brassica(芸薹属)"	"00004247"	"Brassica juncea Czern. et Coss.(芥菜型油菜)"	"900"	"1.02"	"杂交种"	"黄"	"黄"	"7.08"	"4348"	"I4B03714"	"新疆"	"1.06"	"34.0"	"深裂"	"选育"	"35.90"	"低抗"	"--"	"2.69"	"新疆农科院经作所"	"低感"	"--"	"35.94"	"低感"	"167.0"	"35.11"	"18.49"
"807"	"Cruciferae(十字花科)"	"Ⅱ120"	"878661-1"	"3.98"	"4.92"	"6.73"	"54.54"	"18.0"	"593.0"	"--"	"8.0"	"1.70"	"78"	"878661-1"	"芥菜型"	"新疆农科院"	"0.73"	"0.54"	"8734"	"66.93"	"Brassica(芸薹属)"	"00004248"	"Brassica juncea Czern. et Coss.(芥菜型油菜)"	"900"	"--"	"杂交种"	"黄"	"黄"	"7.05"	"4348"	"I4B03715"	"新疆"	"0.95"	"29.0"	"深裂"	"选育"	"34.95"	"低抗"	"--"	"2.58"	"新疆农科院经作所"	"低抗"	"--"	"42.84"	"中感"	"160.5"	"36.24"	"13.03"
"808"	"Cruciferae(十字花科)"	"Ⅱ121"	"87752"	"0.75"	"4.88"	"6.95"	"140.98"	"18.0"	"490.0"	"3.74"	"8.0"	"1.47"	"77"	"87752"	"芥菜型"	"新疆农科院"	"6.62"	"0.26"	"8734"	"160.03"	"Brassica(芸薹属)"	"00004249"	"Brassica juncea Czern. et Coss.(芥菜型油菜)"	"900"	"--"	"杂交种"	"黄"	"黄"	"7.04"	"4348"	"I4B03716"	"新疆"	"0.99"	"42.6"	"深裂"	"选育"	"35.65"	"低抗"	"--"	"2.69"	"新疆农科院经作所"	"低感"	"--"	"43.57"	"中感"	"177.0"	"30.80"	"13.37"
"809"	"Cruciferae(十字花科)"	"Ⅱ122"	"87570-1"	"1.36"	"4.26"	"5.25"	"35.26"	"18.0"	"586.0"	"0.92"	"10.0"	"1.32"	"76"	"87570-1"	"芥菜型"	"新疆农科院"	"1.20"	"1.68"	"8734"	"47.07"	"Brassica(芸薹属)"	"00004250"	"Brassica juncea Czern. et Coss.(芥菜型油菜)"	"900"	"1.56"	"杂交种"	"黄"	"黄"	"7.03"	"4348"	"I4B03717"	"新疆"	"1.52"	"41.0"	"深裂"	"选育"	"36.11"	"低感"	"--"	"2.74"	"新疆农科院经作所"	"低感"	"--"	"36.58"	"低感"	"172.0"	"36.39"	"17.47"
"810"	"Cruciferae(十字花科)"	"Ⅱ123"	"87857-2"	"0.91"	"4.65"	"6.67"	"32.92"	"18.0"	"564.0"	"3.14"	"9.0"	"1.40"	"76"	"87857-2"	"芥菜型"	"新疆农科院"	"4.38"	"0.92"	"8734"	"50.22"	"Brassica(芸薹属)"	"00004251"	"Brassica juncea Czern. et Coss.(芥菜型油菜)"	"900"	"--"	"杂交种"	"黄"	"黄"	"7.03"	"4348"	"I4B03718"	"新疆"	"2.20"	"39.0"	"深裂"	"选育"	"34.72"	"低抗"	"--"	"2.86"	"新疆农科院经作所"	"低感"	"--"	"43.40"	"低感"	"169.0"	"35.70"	"13.84"
"811"	"Cruciferae(十字花科)"	"Ⅲ098"	"申优青"	"4.54"	"4.29"	"6.92"	"--"	"18.9"	"276.0"	"4.98"	"7.0"	"1.58"	"209"	"SHEN YOU QING"	"甘蓝型"	"上海市"	"2.06"	"0.96"	"12123"	"18.50"	"Brassica(芸薹属)"	"00004472"	"Brassica napus L.(甘蓝型油菜)"	"5"	"--"	"杂交种"	"褐"	"黄"	"5.22"	"3107"	"I4B03599"	"上海"	"--"	"60.6"	"深裂"	"选育"	"20.40"	"低感"	"--"	"3.40"	"上海农科院作物所"	"低感"	"--"	"63.02"	"低感"	"172.0"	"40.88"	"8.96"
"812"	"Cruciferae(十字花科)"	"Ⅲ099"	"8920"	"2.67"	"2.96"	"9.94"	"1.24"	"19.0"	"363.0"	"10.10"	"7.0"	"1.78"	"207"	"8920"	"甘蓝型"	"上海市"	"4.67"	"4.40"	"12123"	"31.57"	"Brassica(芸薹属)"	"00004473"	"Brassica napus L.(甘蓝型油菜)"	"5"	"2.14"	"杂交种"	"黑褐"	"黄"	"5.20"	"3107"	"--"	"上海"	"0.81"	"41.0"	"深裂"	"选育"	"19.70"	"低抗"	"--"	"3.60"	"上海农科院作物所"	"低抗"	"--"	"54.95"	"低抗"	"164.0"	"38.52"	"10.28"
"813"	"Cruciferae(十字花科)"	"Ⅲ100"	"8907"	"4.98"	"3.84"	"9.77"	"7.38"	"16.0"	"383.0"	"40.66"	"8.0"	"1.35"	"210"	"8907"	"甘蓝型"	"上海市"	"23.86"	"1.46"	"12123"	"90.77"	"Brassica(芸薹属)"	"00004474"	"Brassica napus L.(甘蓝型油菜)"	"5"	"3.26"	"杂交种"	"黑褐"	"黄"	"5.23"	"3107"	"--"	"上海"	"0.86"	"49.0"	"深裂"	"选育"	"23.46"	"低感"	"--"	"4.00"	"上海农科院作物所"	"低抗"	"--"	"54.57"	"低抗"	"164.0"	"38.43"	"12.64"
"814"	"Cruciferae(十字花科)"	"Ⅲ101"	"89051"	"5.53"	"3.92"	"8.06"	"9.67"	"21.0"	"436.0"	"56.86"	"8.0"	"1.56"	"210"	"89051"	"甘蓝型"	"上海市"	"24.71"	"2.65"	"12123"	"109.64"	"Brassica(芸薹属)"	"00004475"	"Brassica napus L.(甘蓝型油菜)"	"5"	"4.60"	"杂交种"	"黑褐"	"黄"	"5.22"	"3107"	"--"	"上海"	"0.81"	"44.0"	"深裂"	"选育"	"21.39"	"低感"	"--"	"3.70"	"上海农科院作物所"	"低抗"	"--"	"55.51"	"低感"	"178.0"	"40.55"	"11.67"
"815"	"Cruciferae(十字花科)"	"Ⅲ102"	"9005"	"5.38"	"5.06"	"8.71"	"6.88"	"24.0"	"245.0"	"34.72"	"6.9"	"2.35"	"209"	"9005"	"甘蓝型"	"上海市"	"14.46"	"0.74"	"12123"	"76.30"	"Brassica(芸薹属)"	"00004476"	"Brassica napus L.(甘蓝型油菜)"	"5"	"5.29"	"杂交种"	"黑褐"	"黄"	"5.21"	"3107"	"I4B03600"	"上海"	"0.86"	"71.7"	"深裂"	"选育"	"21.76"	"中感"	"--"	"3.30"	"上海农科院作物所"	"低抗"	"--"	"60.84"	"低感"	"176.9"	"37.53"	"7.75"
"816"	"Cruciferae(十字花科)"	"Ⅲ103"	"H902"	"--"	"3.16"	"--"	"--"	"16.0"	"272.5"	"--"	"6.8"	"1.03"	"207"	"H902"	"甘蓝型"	"上海市"	"--"	"51.35"	"12123"	"--"	"Brassica(芸薹属)"	"00004477"	"Brassica napus L.(甘蓝型油菜)"	"5"	"--"	"系选"	"黑褐"	"黄"	"5.20"	"3107"	"I4B03601"	"上海"	"--"	"37.0"	"深裂"	"选育"	"13.87"	"中抗"	"--"	"4.24"	"上海农科院作物所"	"低抗"	"--"	"13.36"	"中感"	"136.0"	"39.28"	"9.76"
"817"	"Cruciferae(十字花科)"	"Ⅲ104"	"2克B"	"--"	"4.87"	"--"	"--"	"24.0"	"272.0"	"--"	"7.0"	"2.11"	"207"	"2 KE B"	"甘蓝型"	"上海市"	"--"	"0.98"	"12123"	"--"	"Brassica(芸薹属)"	"00004478"	"Brassica napus L.(甘蓝型油菜)"	"5"	"--"	"杂交种"	"黑褐"	"黄"	"5.20"	"3107"	"--"	"上海"	"--"	"22.0"	"深裂"	"选育"	"26.72"	"中感"	"--"	"3.50"	"上海农科院作物所"	"低感"	"--"	"49.29"	"低感"	"128.0"	"28.14"	"13.32"
"818"	"Cruciferae(十字花科)"	"Ⅲ105"	"密角多头油菜"	"--"	"5.57"	"--"	"--"	"12.0"	"393.0"	"--"	"7.0"	"1.07"	"211"	"MI JIAO DUO TOU YOU CAI"	"甘蓝型"	"上海市"	"--"	"0.31"	"12123"	"--"	"Brassica(芸薹属)"	"00004479"	"Brassica napus L.(甘蓝型油菜)"	"5"	"--"	"系选"	"褐"	"黄"	"5.24"	"3107"	"I4B04706"	"上海"	"--"	"58.0"	"深裂"	"选育"	"24.97"	"中感"	"--"	"4.10"	"上海农科院作物所"	"高抗"	"--"	"56.74"	"低感"	"132.0"	"37.92"	"10.28"
"819"	"Cruciferae(十字花科)"	"Ⅲ 22"	"芥45"	"1.44"	"5.37"	"4.85"	"2.73"	"19.0"	"309.0"	"26.90"	"7.0"	"1.71"	"220"	"JIE 45"	"甘蓝型"	"浙江省"	"10.35"	"6.61"	"12008"	"48.94"	"Brassica(芸薹属)"	"00004480"	"Brassica napus L.(甘蓝型油菜)"	"9"	"2.16"	"杂交种"	"黑"	"黄"	"5.20"	"3011"	"I4B03972"	"浙江"	"0.50"	"42.0"	"裂叶"	"选育"	"22.13"	"中感"	"--"	"4.70"	"浙江农科院作物所"	"低感"	"--"	"52.16"	"低感"	"143.0"	"30.24"	"8.81"
"820"	"Cruciferae(十字花科)"	"Ⅲ 23"	"芥65"	"3.55"	"3.76"	"12.09"	"6.33"	"21.0"	"285.0"	"49.38"	"7.0"	"1.02"	"218"	"JIE 65"	"甘蓝型"	"浙江省"	"32.36"	"48.85"	"12008"	"106.32"	"Brassica(芸薹属)"	"00004481"	"Brassica napus L.(甘蓝型油菜)"	"9"	"1.31"	"系选"	"黑"	"黄"	"5.18"	"3011"	"--"	"浙江"	"1.20"	"39.0"	"裂叶"	"选育"	"14.32"	"低抗"	"--"	"3.30"	"浙江农科院作物所"	"低感"	"--"	"14.38"	"低感"	"146.0"	"36.83"	"8.60"
"821"	"Cruciferae(十字花科)"	"Ⅲ 24"	"芥62"	"2.43"	"5.44"	"7.77"	"7.95"	"17.0"	"379.0"	"55.38"	"8.0"	"1.79"	"222"	"JIE 62"	"甘蓝型"	"浙江省"	"14.75"	"7.65"	"12008"	"92.61"	"Brassica(芸薹属)"	"00004482"	"Brassica napus L.(甘蓝型油菜)"	"9"	"3.70"	"杂交种"	"黑褐"	"黄"	"5.22"	"3011"	"I4B03957"	"浙江"	"0.63"	"32.0"	"裂叶"	"选育"	"22.83"	"低抗"	"--"	"3.70"	"浙江农科院作物所"	"低感"	"--"	"53.75"	"低感"	"150.0"	"31.75"	"4.70"
"822"	"Cruciferae(十字花科)"	"Ⅲ 25"	"芥65"	"1.32"	"4.64"	"4.73"	"0.91"	"16.0"	"443.0"	"12.38"	"8.0"	"1.85"	"219"	"JIE 65"	"甘蓝型"	"浙江省"	"5.91"	"1.39"	"12008"	"26.94"	"Brassica(芸薹属)"	"00004483"	"Brassica napus L.(甘蓝型油菜)"	"9"	"1.69"	"杂交种"	"黑褐"	"黄"	"5.19"	"3011"	"I4B03602"	"浙江"	"--"	"32.0"	"裂叶"	"选育"	"19.57"	"低感"	"--"	"3.50"	"浙江农科院作物所"	"低抗"	"--"	"60.44"	"低感"	"151.0"	"44.21"	"10.22"
"823"	"Cruciferae(十字花科)"	"Ⅲ 26"	"双713"	"1.27"	"5.00"	"5.26"	"--"	"18.0"	"434.0"	"2.95"	"8.0"	"1.58"	"222"	"SHUANG 713"	"甘蓝型"	"浙江省"	"1.60"	"3.04"	"12008"	"11.08"	"Brassica(芸薹属)"	"00004484"	"Brassica napus L.(甘蓝型油菜)"	"9"	"--"	"杂交种"	"黑褐"	"黄"	"5.22"	"3011"	"I4B03958"	"浙江"	"--"	"49.0"	"裂叶"	"选育"	"24.95"	"低感"	"--"	"3.00"	"浙江农科院作物所"	"低抗"	"--"	"55.28"	"低感"	"150.0"	"35.23"	"8.46"
"824"	"Cruciferae(十字花科)"	"Ⅲ 27"	"双106"	"2.24"	"4.84"	"10.09"	"--"	"17.0"	"391.0"	"4.72"	"8.0"	"1.36"	"220"	"SHUANG 106"	"甘蓝型"	"浙江省"	"1.64"	"0.40"	"12008"	"19.55"	"Brassica(芸薹属)"	"00004485"	"Brassica napus L.(甘蓝型油菜)"	"9"	"--"	"杂交种"	"黑褐"	"黄"	"5.20"	"3011"	"I4B03959"	"浙江"	"0.86"	"41.0"	"裂叶"	"选育"	"22.28"	"低感"	"--"	"3.40"	"浙江农科院作物所"	"低感"	"--"	"59.25"	"中感"	"151.0"	"34.51"	"11.72"
"825"	"Cruciferae(十字花科)"	"Ⅲ 28"	"87鉴2"	"--"	"4.11"	"--"	"--"	"18.0"	"341.0"	"--"	"8.0"	"1.34"	"221"	"87 JIAN 2"	"甘蓝型"	"浙江省"	"--"	"26.06"	"12008"	"--"	"Brassica(芸薹属)"	"00004486"	"Brassica napus L.(甘蓝型油菜)"	"9"	"--"	"系选"	"黄褐"	"黄"	"5.21"	"3011"	"I4B03960"	"浙江"	"--"	"49.0"	"裂叶"	"选育"	"19.41"	"低感"	"--"	"3.60"	"浙江农科院作物所"	"低感"	"--"	"37.36"	"低感"	"149.0"	"37.02"	"9.57"
"826"	"Cruciferae(十字花科)"	"Ⅲ 29"	"87鉴5"	"--"	"3.72"	"--"	"--"	"16.0"	"416.0"	"--"	"8.0"	"1.43"	"222"	"87 JIAN 5"	"甘蓝型"	"浙江省"	"--"	"30.91"	"12008"	"--"	"Brassica(芸薹属)"	"00004487"	"Brassica napus L.(甘蓝型油菜)"	"9"	"--"	"系选"	"黑褐"	"黄"	"5.22"	"3011"	"I4B03603"	"浙江"	"--"	"38.0"	"裂叶"	"选育"	"17.24"	"低感"	"--"	"3.20"	"浙江农科院作物所"	"低感"	"--"	"25.21"	"中感"	"149.0"	"43.26"	"8.45"
"827"	"Cruciferae(十字花科)"	"Ⅲ 30"	"88鉴6"	"--"	"3.50"	"--"	"--"	"15.0"	"276.0"	"--"	"7.0"	"1.41"	"223"	"88 JIAN 6"	"甘蓝型"	"浙江省"	"--"	"35.20"	"12008"	"--"	"Brassica(芸薹属)"	"00004488"	"Brassica napus L.(甘蓝型油菜)"	"9"	"--"	"系选"	"褐"	"黄"	"5.23"	"3011"	"I4B03604"	"浙江"	"--"	"47.0"	"裂叶"	"选育"	"16.50"	"低抗"	"--"	"4.20"	"浙江农科院作物所"	"低感"	"--"	"23.62"	"低感"	"152.0"	"41.13"	"8.27"
"828"	"Cruciferae(十字花科)"	"Ⅲ 31"	"88鉴7"	"--"	"4.76"	"--"	"--"	"14.0"	"485.0"	"--"	"9.0"	"1.74"	"220"	"88 JIAN 7"	"甘蓝型"	"浙江省"	"--"	"0.84"	"12008"	"--"	"Brassica(芸薹属)"	"00004489"	"Brassica napus L.(甘蓝型油菜)"	"9"	"--"	"--"	"黑"	"黄"	"5.20"	"3011"	"I4B03605"	"浙江"	"--"	"38.0"	"裂叶"	"选育"	"24.56"	"中感"	"--"	"3.50"	"浙江农科院作物所"	"低感"	"--"	"59.38"	"中感"	"154.0"	"37.23"	"8.50"
"829"	"Cruciferae(十字花科)"	"Ⅲ 32"	"89100"	"--"	"3.30"	"--"	"--"	"18.0"	"376.0"	"--"	"7.0"	"1.39"	"223"	"89100"	"甘蓝型"	"浙江省"	"--"	"39.11"	"12008"	"--"	"Brassica(芸薹属)"	"00004490"	"Brassica napus L.(甘蓝型油菜)"	"9"	"--"	"--"	"褐"	"黄"	"5.23"	"3011"	"I4B03606"	"浙江"	"--"	"33.0"	"裂叶"	"选育"	"14.83"	"低抗"	"--"	"3.40"	"浙江农科院作物所"	"低抗"	"--"	"21.60"	"中感"	"151.0"	"42.99"	"8.24"
"830"	"Cruciferae(十字花科)"	"Ⅲ034"	"D89"	"3.73"	"4.20"	"4.37"	"1.48"	"19.7"	"337.0"	"4.94"	"6.4"	"2.38"	"237"	"D89"	"甘蓝型"	"江苏省"	"2.50"	"1.08"	"11843"	"17.02"	"Brassica(芸薹属)"	"00004491"	"Brassica napus L.(甘蓝型油菜)"	"4"	"--"	"杂交种"	"黑褐"	"黄"	"5.25"	"3206"	"I4B03573"	"江苏"	"--"	"46.8"	"深裂"	"选育"	"17.97"	"低感"	"--"	"4.15"	"江苏农科院经作所"	"中抗"	"--"	"66.20"	"低感"	"169.6"	"41.75"	"6.59"
"831"	"Cruciferae(十字花科)"	"Ⅲ035"	"4039"	"10.14"	"4.52"	"10.79"	"16.55"	"22.5"	"291.6"	"69.91"	"5.8"	"1.84"	"237"	"4039"	"甘蓝型"	"江苏省"	"37.22"	"3.94"	"11843"	"150.05"	"Brassica(芸薹属)"	"00004492"	"Brassica napus L.(甘蓝型油菜)"	"4"	"5.11"	"杂交种"	"黑褐"	"黄"	"5.25"	"3206"	"I4B03574"	"江苏"	"0.33"	"62.2"	"深裂"	"选育"	"19.08"	"低感"	"--"	"3.74"	"江苏农科院经作所"	"低抗"	"--"	"58.05"	"低抗"	"172.4"	"40.25"	"9.40"
