"id"	"科名"	"保存编号"	"品种名称"	"戊烯基"	"棕榈酸"	"甲基吲哚"	"丙烯基"	"每果粒数"	"全株角果数"	"羟基"	"一次分枝数"	"硬脂酸"	"生育日数"	"译名"	"类型"	"来源"	"丁烯基"	"芥酸"	"东经"	"总量"	"属名"	"统一编号"	"学名"	"高程"	"烯基"	"选育方法"	"种皮色"	"花色"	"成熟期"	"北纬"	"库编号"	"省"	"吲哚"	"分枝高度"	"叶型"	"样品类型"	"亚油酸"	"菌核病"	"X1"	"千粒重"	"保存单位"	"霜霉病"	"花生烯酸"	"油酸"	"病毒病"	"株高"	"含油率"	"亚麻酸"
"1"	"Cruciferae(十字花科)"	"I001"	"姜黄种"	"--"	"2.20"	"--"	"--"	"16.1"	"226.8"	"--"	"5.6"	"0.75"	"196"	"JIANG HUANG ZHONG"	"白菜型"	"浙江平湖县"	"--"	"51.63"	"12101"	"--"	"Brassica(芸薹属)"	"00000001"	"Brassica campestris L.(白菜型油菜)"	"2"	"--"	"农家种"	"红褐"	"深黄"	"5.20"	"3042"	"I4B02519"	"浙江"	"--"	"28.0"	"完整"	"地方"	"14.19"	"中感"	"--"	"3.01"	"浙江省农科院"	"低感"	"6.68"	"15.13"	"低抗"	"133.2"	"36.00"	"9.42"
"2"	"Cruciferae(十字花科)"	"I002"	"高棋种"	"--"	"2.44"	"--"	"--"	"19.4"	"178.2"	"--"	"4.8"	"0.71"	"194"	"GAO QI ZHONG"	"白菜型"	"浙江平湖县"	"--"	"47.25"	"12101"	"--"	"Brassica(芸薹属)"	"00000002"	"Brassica campestris L.(白菜型油菜)"	"2"	"--"	"农家种"	"红褐"	"黄"	"5.22"	"3042"	"I4B02520"	"浙江"	"--"	"30.4"	"完整"	"地方"	"16.67"	"中感"	"--"	"1.95"	"浙江省农科院"	"低感"	"7.43"	"15.63"	"低感"	"129.6"	"35.82"	"9.86"
"3"	"Cruciferae(十字花科)"	"I003"	"灯笼种"	"--"	"2.10"	"--"	"--"	"15.0"	"229.0"	"--"	"4.6"	"0.66"	"192"	"DENG LONG ZHONG"	"白菜型"	"浙江平湖县"	"--"	"50.97"	"12101"	"--"	"Brassica(芸薹属)"	"00000003"	"Brassica campestris L.(白菜型油菜)"	"2"	"--"	"农家种"	"红褐"	"深黄"	"5.21"	"3042"	"I4B02521"	"浙江"	"--"	"18.2"	"裂叶"	"地方"	"14.27"	"中感"	"--"	"2.12"	"浙江省农科院"	"低感"	"6.79"	"14.43"	"低感"	"121.6"	"35.68"	"10.77"
"4"	"Cruciferae(十字花科)"	"I004"	"吴兴土黄籽"	"--"	"2.31"	"--"	"--"	"14.4"	"256.2"	"--"	"6.6"	"0.59"	"192"	"WU XING TU HUANG ZI"	"白菜型"	"浙江吴兴县"	"--"	"49.34"	"12006"	"--"	"Brassica(芸薹属)"	"00000004"	"Brassica campestris L.(白菜型油菜)"	"--"	"--"	"农家种"	"红褐"	"黄"	"5.25"	"3052"	"I4B02522"	"浙江"	"--"	"15.8"	"完整"	"地方"	"14.00"	"中抗"	"--"	"2.35"	"浙江省农科院"	"低感"	"7.67"	"17.26"	"低抗"	"118.0"	"35.64"	"8.82"
"5"	"Cruciferae(十字花科)"	"I005"	"德清金菜籽"	"--"	"2.20"	"--"	"--"	"11.3"	"308.0"	"--"	"5.0"	"0.80"	"204"	"DE QING JIN CAI ZI"	"白菜型"	"浙江德清县"	"--"	"50.84"	"12004"	"--"	"Brassica(芸薹属)"	"00000005"	"Brassica campestris L.(白菜型油菜)"	"7"	"--"	"农家种"	"红褐"	"深黄"	"5.24"	"3033"	"I4B02523"	"浙江"	"--"	"31.0"	"完整"	"地方"	"13.72"	"高抗"	"--"	"--"	"浙江省农科院"	"低感"	"7.94"	"15.83"	"低抗"	"130.6"	"37.00"	"8.68"
"6"	"Cruciferae(十字花科)"	"I006"	"海宁金壳种"	"--"	"2.11"	"--"	"--"	"15.5"	"359.0"	"--"	"5.4"	"0.75"	"201"	"HAI NING JIN KE ZHONG"	"白菜型"	"浙江海宁县"	"--"	"51.06"	"12041"	"--"	"Brassica(芸薹属)"	"00000006"	"Brassica campestris L.(白菜型油菜)"	"3"	"--"	"农家种"	"红褐"	"深黄"	"5.27"	"3032"	"I4B02524"	"浙江"	"--"	"12.4"	"完整"	"地方"	"14.46"	"低感"	"--"	"--"	"浙江省农科院"	"低感"	"7.63"	"16.05"	"低抗"	"127.2"	"35.01"	"7.95"
"7"	"Cruciferae(十字花科)"	"I007"	"硖石黄籽"	"--"	"2.28"	"--"	"--"	"14.9"	"268.6"	"--"	"5.8"	"0.88"	"194"	"XIA SHI HUANG ZI"	"白菜型"	"浙江海宁县"	"--"	"42.82"	"12041"	"--"	"Brassica(芸薹属)"	"00000007"	"Brassica campestris L.(白菜型油菜)"	"3"	"--"	"农家种"	"红褐"	"深黄"	"5.21"	"3032"	"I4B02525"	"浙江"	"--"	"20.2"	"完整"	"地方"	"13.68"	"中感"	"--"	"2.62"	"浙江省农科院"	"低感"	"12.42"	"19.09"	"低感"	"107.0"	"35.66"	"8.83"
"8"	"Cruciferae(十字花科)"	"I008"	"海盐黄菜籽"	"--"	"2.41"	"--"	"--"	"12.7"	"182.8"	"--"	"3.4"	"0.87"	"201"	"HAI YAN HUANG CAI ZI"	"白菜型"	"浙江海盐县"	"--"	"48.73"	"12056"	"--"	"Brassica(芸薹属)"	"00000008"	"Brassica campestris L.(白菜型油菜)"	"5"	"--"	"农家种"	"红褐"	"深黄"	"5.25"	"3030"	"I4B02526"	"浙江"	"--"	"29.0"	"完整"	"地方"	"15.01"	"低感"	"--"	"--"	"浙江省农科院"	"低感"	"7.13"	"17.51"	"低感"	"127.8"	"36.75"	"8.34"
"9"	"Cruciferae(十字花科)"	"I009"	"长梗白"	"--"	"2.18"	"--"	"--"	"19.1"	"327.2"	"--"	"5.2"	"0.70"	"194"	"CHANG GENG BAI"	"白菜型"	"浙江桐乡县"	"--"	"53.29"	"12032"	"--"	"Brassica(芸薹属)"	"00000009"	"Brassica campestris L.(白菜型油菜)"	"4"	"--"	"农家种"	"花"	"深黄"	"5.20"	"3038"	"I4B02527"	"浙江"	"--"	"14.8"	"完整"	"地方"	"14.07"	"低感"	"--"	"2.52"	"浙江省农科院"	"低感"	"6.46"	"13.70"	"低抗"	"138.8"	"34.29"	"9.60"
"10"	"Cruciferae(十字花科)"	"I010"	"油白菜"	"--"	"2.24"	"--"	"--"	"11.7"	"183.6"	"--"	"3.6"	"0.76"	"192"	"YOU BAI CAI"	"白菜型"	"浙江余杭县"	"--"	"50.83"	"12017"	"--"	"Brassica(芸薹属)"	"00000010"	"Brassica campestris L.(白菜型油菜)"	"7"	"--"	"农家种"	"红褐"	"深黄"	"5.23"	"3025"	"I4B02528"	"浙江"	"--"	"22.6"	"完整"	"地方"	"13.86"	"低感"	"--"	"--"	"浙江省农科院"	"低感"	"7.88"	"14.81"	"中感"	"130.0"	"37.09"	"9.61"
"11"	"Cruciferae(十字花科)"	"I011"	"杭州长菜"	"--"	"2.24"	"--"	"--"	"16.8"	"225.8"	"--"	"5.4"	"0.55"	"194"	"HANG ZHOU CHANG CAI"	"白菜型"	"浙江杭州郊区"	"--"	"49.00"	"12008"	"--"	"Brassica(芸薹属)"	"00000011"	"Brassica campestris L.(白菜型油菜)"	"9"	"--"	"农家种"	"红褐"	"深黄"	"5.23"	"3011"	"I4B02529"	"浙江"	"--"	"28.2"	"完整"	"地方"	"15.15"	"中感"	"--"	"1.86"	"浙江省农科院"	"低抗"	"8.62"	"12.95"	"低抗"	"132.2"	"35.43"	"11.50"
"12"	"Cruciferae(十字花科)"	"I012"	"杭州黄鳝籽"	"--"	"1.76"	"--"	"--"	"16.1"	"208.2"	"--"	"4.6"	"0.69"	"198"	"HANG ZHOU HUANG SHAN ZI"	"白菜型"	"浙江杭州郊区"	"--"	"50.07"	"12008"	"--"	"Brassica(芸薹属)"	"00000012"	"Brassica campestris L.(白菜型油菜)"	"9"	"--"	"农家种"	"红褐"	"深黄"	"5.26"	"3011"	"I4B02530"	"浙江"	"--"	"31.8"	"完整"	"地方"	"13.17"	"中感"	"--"	"--"	"浙江省农科院"	"低感"	"8.57"	"15.93"	"低感"	"136.8"	"42.02"	"9.82"
"13"	"Cruciferae(十字花科)"	"I013"	"杭市金黄种"	"--"	"2.08"	"--"	"--"	"16.1"	"138.2"	"--"	"4.0"	"0.54"	"194"	"HANG SHI JIN HUANG ZHONG"	"白菜型"	"浙江杭州郊区"	"--"	"53.77"	"12008"	"--"	"Brassica(芸薹属)"	"00000013"	"Brassica campestris L.(白菜型油菜)"	"9"	"--"	"农家种"	"红褐"	"深黄"	"5.23"	"3011"	"I4B02531"	"浙江"	"--"	"8.0"	"完整"	"地方"	"14.32"	"低感"	"--"	"--"	"浙江省农科院"	"低感"	"5.58"	"13.78"	"中感"	"116.0"	"36.63"	"9.92"
"14"	"Cruciferae(十字花科)"	"I014"	"杭州八月菜"	"--"	"2.26"	"--"	"--"	"15.1"	"190.8"	"--"	"4.4"	"0.93"	"204"	"HANG ZHOU BA YUE CAI"	"白菜型"	"浙江杭州郊区"	"--"	"48.65"	"12008"	"--"	"Brassica(芸薹属)"	"00000014"	"Brassica campestris L.(白菜型油菜)"	"9"	"--"	"农家种"	"红褐"	"深黄"	"5.22"	"3011"	"I4B02532"	"浙江"	"--"	"16.4"	"完整"	"地方"	"14.07"	"低感"	"--"	"--"	"浙江省农科院"	"低感"	"8.02"	"17.22"	"低感"	"114.3"	"40.75"	"8.85"
"15"	"Cruciferae(十字花科)"	"I015"	"于潜土种"	"--"	"2.29"	"--"	"--"	"--"	"--"	"--"	"--"	"0.71"	"189"	"YU QIAN TU ZHONG"	"白菜型"	"浙江临安县"	"--"	"49.96"	"11943"	"--"	"Brassica(芸薹属)"	"00000015"	"Brassica campestris L.(白菜型油菜)"	"41"	"--"	"农家种"	"--"	"深黄"	"5.22"	"3014"	"I4B02533"	"浙江"	"--"	"--"	"裂叶"	"地方"	"14.06"	"低感"	"--"	"--"	"浙江省农科院"	"低感"	"7.96"	"15.20"	"低感"	"--"	"39.97"	"9.82"
"16"	"Cruciferae(十字花科)"	"I016"	"寿昌土种油菜"	"--"	"2.14"	"--"	"--"	"17.8"	"228.0"	"--"	"4.6"	"0.80"	"189"	"SHOU CHANG TU ZHONG YOU CAI"	"白菜型"	"浙江建德县"	"--"	"48.34"	"11916"	"--"	"Brassica(芸薹属)"	"00000016"	"Brassica campestris L.(白菜型油菜)"	"46"	"--"	"农家种"	"红褐"	"深黄"	"5.23"	"2928"	"I4B02534"	"浙江"	"--"	"10.6"	"裂叶"	"地方"	"13.99"	"中感"	"--"	"--"	"浙江省农科院"	"低感"	"8.21"	"15.95"	"中感"	"111.0"	"40.00"	"10.57"
"17"	"Cruciferae(十字花科)"	"I017"	"淳安土种"	"--"	"2.06"	"--"	"--"	"17.5"	"331.8"	"--"	"6.2"	"0.81"	"179"	"CHUN AN TU ZHONG"	"白菜型"	"浙江淳安县"	"--"	"52.03"	"11902"	"--"	"Brassica(芸薹属)"	"00000017"	"Brassica campestris L.(白菜型油菜)"	"112"	"--"	"农家种"	"黑褐"	"黄"	"5.25"	"2937"	"I4B02535"	"浙江"	"--"	"23.6"	"完整"	"地方"	"13.02"	"低感"	"--"	"--"	"浙江省农科院"	"低抗"	"7.28"	"15.24"	"低抗"	"134.6"	"40.35"	"9.57"
"18"	"Cruciferae(十字花科)"	"I018"	"绍兴白油菜"	"--"	"1.93"	"--"	"--"	"20.6"	"259.6"	"--"	"5.2"	"0.61"	"190"	"SHAO XING BAI YOU CAI"	"白菜型"	"浙江绍兴县"	"--"	"51.83"	"12034"	"--"	"Brassica(芸薹属)"	"00000018"	"Brassica campestris L.(白菜型油菜)"	"6"	"--"	"农家种"	"红褐"	"黄"	"5.25"	"2959"	"I4B02536"	"浙江"	"--"	"14.2"	"完整"	"地方"	"12.89"	"低感"	"--"	"--"	"浙江省农科院"	"低抗"	"7.40"	"15.61"	"低抗"	"103.0"	"40.76"	"9.72"
"19"	"Cruciferae(十字花科)"	"I019"	"绍兴矮大杆"	"--"	"2.14"	"--"	"--"	"16.9"	"291.6"	"--"	"5.8"	"0.80"	"192"	"SHAO XING AI DA GAN"	"白菜型"	"浙江绍兴县"	"--"	"47.58"	"12034"	"--"	"Brassica(芸薹属)"	"00000019"	"Brassica campestris L.(白菜型油菜)"	"6"	"--"	"农家种"	"红褐"	"深黄"	"5.25"	"2959"	"I4B02537"	"浙江"	"--"	"27.0"	"完整"	"地方"	"13.56"	"低感"	"--"	"--"	"浙江省农科院"	"低抗"	"9.52"	"17.17"	"低感"	"133.8"	"40.37"	"9.22"
"20"	"Cruciferae(十字花科)"	"I020"	"绍兴桂花油菜"	"--"	"2.60"	"--"	"--"	"17.4"	"204.0"	"--"	"5.8"	"0.88"	"186"	"SHAO XING GUI HUA YOU CAI"	"白菜型"	"浙江绍兴县"	"--"	"49.81"	"12034"	"--"	"Brassica(芸薹属)"	"00000020"	"Brassica campestris L.(白菜型油菜)"	"6"	"--"	"农家种"	"红褐"	"黄"	"5.26"	"2959"	"I4B02538"	"浙江"	"--"	"20.2"	"裂叶"	"地方"	"15.52"	"低感"	"--"	"--"	"浙江省农科院"	"低抗"	"7.51"	"17.74"	"低感"	"107.4"	"40.33"	"5.94"
"21"	"Cruciferae(十字花科)"	"I001"	"银黄"	"--"	"2.56"	"--"	"--"	"18.9"	"542.0"	"--"	"10.0"	"1.25"	"214"	"YIN HUANG"	"白菜型"	"苏州地区"	"--"	"52.64"	"12036"	"--"	"Brassica(芸薹属)"	"00000062"	"Brassica campestris L.(白菜型油菜)"	"4"	"--"	"系选"	"红褐"	"黄"	"5.15"	"3124"	"I4B01148"	"江苏"	"--"	"15.0"	"完整"	"选育"	"15.92"	"中抗"	"--"	"2.21"	"江苏省农科所"	"低抗"	"6.02"	"11.04"	"中抗"	"109.0"	"33.70"	"10.56"
"22"	"Cruciferae(十字花科)"	"I007"	"苏州青"	"--"	"3.17"	"--"	"--"	"18.3"	"160.0"	"--"	"7.0"	"1.11"	"214"	"SU ZHOU QING"	"白菜型"	"苏州地区"	"--"	"52.96"	"12036"	"--"	"Brassica(芸薹属)"	"00000068"	"Brassica campestris L.(白菜型油菜)"	"4"	"--"	"农家种"	"红褐"	"黄"	"5.15"	"3124"	"I4B01152"	"江苏"	"--"	"16.0"	"完整"	"地方"	"16.24"	"低感"	"--"	"1.93"	"江苏省农科所"	"低抗"	"5.08"	"10.73"	"中抗"	"109.0"	"31.04"	"10.70"
"23"	"Cruciferae(十字花科)"	"I008"	"苏州鸡蛋白"	"--"	"3.27"	"--"	"--"	"19.3"	"228.0"	"--"	"7.0"	"1.22"	"215"	"SU ZHOU JI DAN BAI"	"白菜型"	"苏州地区"	"--"	"51.04"	"12036"	"--"	"Brassica(芸薹属)"	"00000069"	"Brassica campestris L.(白菜型油菜)"	"4"	"--"	"农家种"	"红褐"	"黄"	"5.16"	"3124"	"I4B01153"	"江苏"	"--"	"22.0"	"完整"	"地方"	"17.95"	"低抗"	"--"	"1.88"	"江苏省农科所"	"低抗"	"5.49"	"9.18"	"高抗"	"114.0"	"28.11"	"11.85"
"24"	"Cruciferae(十字花科)"	"I009"	"吴县藏菜籽"	"--"	"2.77"	"--"	"--"	"20.6"	"347.0"	"--"	"8.0"	"1.11"	"215"	"WU XIAN CANG CAI ZI"	"白菜型"	"江苏吴县"	"--"	"51.38"	"12037"	"--"	"Brassica(芸薹属)"	"00000070"	"Brassica campestris L.(白菜型油菜)"	"4"	"--"	"农家种"	"红褐"	"黄"	"5.16"	"3118"	"I4B01154"	"江苏"	"--"	"27.0"	"完整"	"地方"	"16.15"	"低感"	"--"	"1.52"	"江苏省农科所"	"低抗"	"6.75"	"10.41"	"高抗"	"118.0"	"32.83"	"11.44"
"25"	"Cruciferae(十字花科)"	"I010"	"吴县英花菜籽"	"--"	"3.23"	"--"	"--"	"19.5"	"213.0"	"--"	"5.0"	"1.27"	"215"	"WU XIAN YING HUA CAI ZI"	"白菜型"	"江苏吴县"	"--"	"47.10"	"12037"	"--"	"Brassica(芸薹属)"	"00000071"	"Brassica campestris L.(白菜型油菜)"	"4"	"--"	"农家种"	"红褐"	"黄"	"5.16"	"3118"	"I4B01155"	"江苏"	"--"	"22.0"	"完整"	"地方"	"17.77"	"低感"	"--"	"1.99"	"江苏省农科所"	"低抗"	"7.13"	"10.55"	"高抗"	"112.0"	"28.33"	"12.96"
"26"	"Cruciferae(十字花科)"	"I011"	"昆山麻雀蛋"	"--"	"3.23"	"--"	"--"	"21.9"	"210.0"	"--"	"5.0"	"1.22"	"214"	"KUN SHAN MA QUE DAN"	"白菜型"	"江苏昆山县"	"--"	"48.58"	"12057"	"--"	"Brassica(芸薹属)"	"00000072"	"Brassica campestris L.(白菜型油菜)"	"3"	"--"	"农家种"	"红褐"	"黄"	"5.15"	"3123"	"I4B01156"	"江苏"	"--"	"30.0"	"完整"	"地方"	"18.08"	"低抗"	"--"	"2.22"	"江苏省农科所"	"低抗"	"6.26"	"10.75"	"中抗"	"118.0"	"28.51"	"11.37"
"27"	"Cruciferae(十字花科)"	"I012"	"昆山矮箕绿帚午"	"--"	"3.30"	"--"	"--"	"19.7"	"203.0"	"--"	"8.0"	"1.15"	"214"	"KUN SHAN AI JI LU ZHOU WU"	"白菜型"	"江苏昆山县"	"--"	"48.22"	"12057"	"--"	"Brassica(芸薹属)"	"00000073"	"Brassica campestris L.(白菜型油菜)"	"3"	"--"	"农家种"	"红褐"	"黄"	"5.15"	"3123"	"I4B01157"	"江苏"	"--"	"31.0"	"完整"	"地方"	"17.15"	"低抗"	"--"	"1.90"	"江苏省农科所"	"低抗"	"7.33"	"10.68"	"低感"	"121.0"	"29.60"	"12.18"
"28"	"Cruciferae(十字花科)"	"I013"	"太仑四月黄"	"--"	"2.19"	"--"	"--"	"19.1"	"168.0"	"--"	"8.0"	"1.10"	"214"	"TAI LUN SI YUE HUANG"	"白菜型"	"江苏太仓县"	"--"	"53.30"	"12105"	"--"	"Brassica(芸薹属)"	"00000074"	"Brassica campestris L.(白菜型油菜)"	"4"	"--"	"农家种"	"花"	"黄"	"5.15"	"3127"	"I4B02966"	"江苏"	"--"	"13.0"	"完整"	"地方"	"12.73"	"低感"	"--"	"1.53"	"江苏省农科所"	"低感"	"6.82"	"14.69"	"低感"	"92.0"	"39.67"	"9.17"
"29"	"Cruciferae(十字花科)"	"I014"	"常熟紫口三月黄"	"--"	"3.09"	"--"	"--"	"15.5"	"136.0"	"--"	"4.0"	"1.01"	"215"	"CHANG SHU ZI KOU SAN YUE HUANG"	"白菜型"	"江苏常熟县"	"--"	"49.76"	"12044"	"--"	"Brassica(芸薹属)"	"00000075"	"Brassica campestris L.(白菜型油菜)"	"5"	"--"	"农家种"	"红褐"	"黄"	"5.16"	"3140"	"I4B01158"	"江苏"	"--"	"30.0"	"完整"	"地方"	"15.93"	"低感"	"--"	"1.95"	"江苏省农科所"	"低抗"	"7.53"	"11.04"	"高抗"	"105.0"	"31.77"	"11.64"
"30"	"Cruciferae(十字花科)"	"I015"	"常熟藏菜"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"CHANG SHU CANG CAI"	"白菜型"	"江苏常熟县"	"--"	"--"	"12044"	"--"	"Brassica(芸薹属)"	"00000076"	"Brassica campestris L.(白菜型油菜)"	"5"	"--"	"农家种"	"--"	"--"	"--"	"3140"	"--"	"江苏"	"--"	"--"	"--"	"地方"	"--"	"--"	"--"	"--"	"江苏省农科所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"
"31"	"Cruciferae(十字花科)"	"I016"	"吴江降梅乌"	"--"	"3.14"	"--"	"--"	"20.3"	"326.0"	"--"	"7.0"	"1.09"	"213"	"WU JIANG JIANG MEI WU"	"白菜型"	"江苏吴江县"	"--"	"49.08"	"12038"	"--"	"Brassica(芸薹属)"	"00000077"	"Brassica campestris L.(白菜型油菜)"	"3"	"--"	"农家种"	"红褐"	"黄"	"5.14"	"3109"	"I4B01159"	"江苏"	"--"	"29.0"	"完整"	"地方"	"17.22"	"低感"	"--"	"2.08"	"江苏省农科所"	"低抗"	"7.17"	"10.56"	"中抗"	"120.0"	"31.55"	"11.74"
"32"	"Cruciferae(十字花科)"	"I007"	"芜湖大坪黑籽"	"--"	"--"	"--"	"--"	"19.9"	"240.0"	"--"	"6.4"	"--"	"181"	"WU HU DA PING HEI ZI"	"白菜型"	"安徽芜湖县"	"--"	"--"	"11831"	"--"	"Brassica(芸薹属)"	"00000110"	"Brassica campestris L.(白菜型油菜)"	"15"	"--"	"农家种"	"棕褐"	"黄"	"5.05"	"3110"	"--"	"安徽"	"--"	"4.0"	"裂叶"	"地方"	"--"	"--"	"--"	"2.16"	"安徽省农科院"	"--"	"--"	"--"	"--"	"123.0"	"38.64"	"--"
"33"	"Cruciferae(十字花科)"	"I008"	"加山黑油菜"	"--"	"2.46"	"--"	"--"	"22.0"	"198.0"	"--"	"6.0"	"1.12"	"179"	"JIA SHAN HEI YOU CAI"	"白菜型"	"安徽嘉山县"	"--"	"52.56"	"11758"	"--"	"Brassica(芸薹属)"	"00000111"	"Brassica campestris L.(白菜型油菜)"	"22"	"--"	"农家种"	"棕褐"	"黄"	"5.04"	"3246"	"I4B03257"	"安徽"	"--"	"15.0"	"裂叶"	"地方"	"13.18"	"低感"	"--"	"2.42"	"安徽省农科院"	"低抗"	"8.38"	"14.48"	"中感"	"154.0"	"40.25"	"7.83"
"34"	"Cruciferae(十字花科)"	"I009"	"寿县光叶油菜"	"--"	"2.19"	"--"	"--"	"23.0"	"184.0"	"--"	"6.0"	"0.97"	"179"	"SHOU XIAN GUANG YE YOU CAI"	"白菜型"	"安徽寿县"	"--"	"54.31"	"11647"	"--"	"Brassica(芸薹属)"	"00000112"	"Brassica campestris L.(白菜型油菜)"	"24"	"--"	"农家种"	"花"	"黄"	"5.04"	"3235"	"--"	"安徽"	"--"	"9.0"	"裂叶"	"地方"	"13.19"	"中感"	"--"	"2.33"	"安徽省农科院"	"低抗"	"7.55"	"14.73"	"低感"	"151.0"	"37.51"	"7.07"
"35"	"Cruciferae(十字花科)"	"I010"	"来安小乌籽"	"--"	"2.20"	"--"	"--"	"17.5"	"149.0"	"--"	"7.0"	"1.22"	"179"	"LAI AN XIAO WU ZI"	"白菜型"	"安徽来安县"	"--"	"53.39"	"11825"	"--"	"Brassica(芸薹属)"	"00000113"	"Brassica campestris L.(白菜型油菜)"	"33"	"--"	"农家种"	"棕褐"	"黄"	"5.04"	"3227"	"I4B03077"	"安徽"	"--"	"7.0"	"裂叶"	"地方"	"12.71"	"低感"	"--"	"2.21"	"安徽省农科院"	"低抗"	"8.21"	"15.09"	"低感"	"109.0"	"40.31"	"7.18"
"36"	"Cruciferae(十字花科)"	"I001"	"北京油菜"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"BEI JING YOU CAI"	"白菜型"	"北京市"	"--"	"--"	"11613"	"--"	"Brassica(芸薹属)"	"00000114"	"Brassica campestris L.(白菜型油菜)"	"65"	"--"	"农家种"	"--"	"黄"	"--"	"4013"	"--"	"北京"	"--"	"--"	"--"	"地方"	"--"	"--"	"--"	"--"	"北京市农科所"	"--"	"--"	"--"	"--"	"--"	"36.60"	"--"
"37"	"Cruciferae(十字花科)"	"I001"	"风翔油菜"	"--"	"2.70"	"--"	"--"	"21.0"	"557.0"	"--"	"13.0"	"1.24"	"245"	"FENG XIANG YOU CAI"	"白菜型"	"陕西凤翔县"	"--"	"45.62"	"10723"	"--"	"Brassica(芸薹属)"	"00000115"	"Brassica campestris L.(白菜型油菜)"	"--"	"--"	"农家种"	"棕褐"	"黄"	"5.20"	"3431"	"I4B00430"	"陕西"	"--"	"2.0"	"裂叶"	"地方"	"15.56"	"中感"	"--"	"2.29"	"陕西农林科学院"	"低感"	"9.74"	"15.86"	"中感"	"149.0"	"35.87"	"9.28"
"38"	"Cruciferae(十字花科)"	"I002"	"长武油菜"	"--"	"2.28"	"--"	"--"	"20.0"	"397.0"	"--"	"11.0"	"1.00"	"253"	"CHANG WU YOU CAI"	"白菜型"	"陕西长武县"	"--"	"49.15"	"10748"	"--"	"Brassica(芸薹属)"	"00000116"	"Brassica campestris L.(白菜型油菜)"	"1198"	"--"	"农家种"	"棕褐"	"黄"	"5.19"	"3513"	"I4B00095"	"陕西"	"--"	"17.0"	"裂叶"	"地方"	"12.96"	"中感"	"--"	"2.04"	"陕西咸阳地区农科所"	"低抗"	"10.32"	"16.85"	"中感"	"139.0"	"37.20"	"7.43"
"39"	"Cruciferae(十字花科)"	"I003"	"永寿油菜"	"--"	"2.99"	"--"	"--"	"21.0"	"311.0"	"--"	"8.0"	"0.99"	"251"	"YONG SHOU YOU CAI"	"白菜型"	"陕西永寿县"	"--"	"47.15"	"10813"	"--"	"Brassica(芸薹属)"	"00000117"	"Brassica campestris L.(白菜型油菜)"	"993"	"--"	"农家种"	"棕褐"	"黄"	"5.19"	"3444"	"I4B00431"	"陕西"	"--"	"13.0"	"裂叶"	"地方"	"15.19"	"低感"	"--"	"2.30"	"陕西咸阳地区农科所"	"低抗"	"9.86"	"15.74"	"低抗"	"110.0"	"43.00"	"7.67"
"40"	"Cruciferae(十字花科)"	"I004"	"关油一号"	"--"	"2.58"	"--"	"--"	"20.5"	"350.0"	"--"	"9.0"	"1.00"	"236"	"GUAN YOU YI HAO"	"白菜型"	"陕西咸阳地区农科所"	"--"	"49.33"	"10842"	"--"	"Brassica(芸薹属)"	"00000118"	"Brassica campestris L.(白菜型油菜)"	"388"	"--"	"系选"	"棕褐"	"黄"	"5.25"	"3421"	"I4B03018"	"陕西"	"--"	"18.0"	"裂叶"	"选育"	"13.46"	"低抗"	"--"	"2.60"	"陕西咸阳地区农科所"	"低抗"	"10.04"	"14.49"	"中抗"	"102.0"	"47.10"	"9.09"
"41"	"Cruciferae(十字花科)"	"I005"	"关油三号"	"--"	"2.32"	"--"	"--"	"23.0"	"420.0"	"--"	"9.0"	"1.00"	"243"	"GUAN YOU SAN HAO"	"白菜型"	"陕西咸阳地区农科所"	"--"	"48.38"	"10842"	"--"	"Brassica(芸薹属)"	"00000119"	"Brassica campestris L.(白菜型油菜)"	"388"	"--"	"系选"	"棕褐"	"黄"	"5.17"	"3421"	"I4B00096"	"陕西"	"--"	"12.0"	"裂叶"	"选育"	"13.12"	"低感"	"--"	"1.98"	"陕西咸阳地区农科所"	"低抗"	"11.22"	"16.53"	"低感"	"161.0"	"43.00"	"7.44"
"42"	"Cruciferae(十字花科)"	"I018"	"74-1"	"--"	"2.23"	"--"	"--"	"17.0"	"348.0"	"--"	"9.0"	"0.90"	"250"	"74-1"	"白菜型"	"陕西永寿县"	"--"	"49.58"	"10813"	"--"	"Brassica(芸薹属)"	"00000132"	"Brassica campestris L.(白菜型油菜)"	"993"	"--"	"系选"	"棕褐"	"黄"	"5.19"	"3444"	"I4B00105"	"陕西"	"--"	"33.0"	"裂叶"	"选育"	"13.03"	"低抗"	"--"	"2.37"	"陕西农林科学院"	"低抗"	"10.83"	"15.87"	"低感"	"178.0"	"45.45"	"7.57"
