"id"	"成都穗位高"	"年份吐丝数"	"北京区产量"	"杨穗位高"	"杨陵镇穗粗"	"年份区产量"	"北京抽雄数"	"平均穗行数"	"品种名称"	"年份抽雄数"	"公穗位高"	"平均穗位高"	"成都抽雄数"	"北京穗位高"	"成都吐丝数"	"成都穗行数"	"平均穗粗"	"平均抽雄数"	"北京穗行数"	"公抽雄数"	"北京成熟数"	"公成熟数"	"公吐丝数"	"年份穗位高"	"成都成熟数"	"杨吐丝数"	"北京穗粗"	"杨穗行数"	"公区产量"	"成都区产量"	"公穗行数"	"杨区产量"	"杨成熟数"	"平均区产量"	"北京吐丝数"	"年份成熟数"	"杨抽雄数"	"年份穗行数"	"平均吐丝数"	"年份穗粗"	"平均成熟数"	"公主岭穗粗"	"成都穗粗"
"202"	"62.0"	"1997.0"	"1430.0"	"86.0"	"4.6"	"1997.0"	"64.0"	"15.0"	"中2207×矮中自05"	"1997.0"	"115.0"	"91"	"60"	"97"	"66.0"	"16"	"4.6"	"62.0"	"16.0"	"68.0"	"111.0"	"132.0"	"76.0"	"1997.0"	"115"	"60.0"	"4.5"	"16.0"	"2814.0"	"1380"	"16.0"	"2500.0"	"96.0"	"2031.0"	"68"	"1997.0"	"55.0"	"1997.0"	"68"	"1997.0"	"114.0"	"4.7"	"--"
"203"	"83.0"	"1998.0"	"1228.0"	"95.0"	"4.7"	"1998.0"	"65.0"	"15.0"	"中2207×矮中自05"	"1998.0"	"126.0"	"97"	"57"	"82"	"65.0"	"16"	"4.6"	"62.0"	"16.0"	"64.0"	"98.0"	"134.0"	"72.0"	"1998.0"	"121"	"65.0"	"4.5"	"16.0"	"1203.0"	"1470"	"16.0"	"2690.0"	"93.0"	"1663.0"	"--"	"1998.0"	"62.0"	"1998.0"	"67"	"1998.0"	"112.0"	"4.7"	"4.5"
"204"	"73.0"	"平均"	"1329.0"	"91"	"4.7"	"平均"	"65.0"	"15.0"	"中2207×矮中自05"	"平均"	"121"	"94"	"59"	"90"	"65.0"	"15"	"4.6"	"62.0"	"15.0"	"66"	"105.0"	"133"	"74"	"平均"	"118"	"63"	"4.5"	"15"	"2009"	"1425"	"16"	"2595"	"95"	"1847.0"	"68"	"平均"	"58"	"平均"	"68"	"平均"	"113.0"	"4.7"	"4.5"
"205"	"60.0"	"1997.0"	"877.0"	"94.0"	"4.5"	"1997.0"	"--"	"15.0"	"中2207×MO17"	"1997.0"	"100.0"	"86"	"60"	"88"	"65.0"	"16"	"4.5"	"59.0"	"16.0"	"63.0"	"112.0"	"128.0"	"69.0"	"1997.0"	"114"	"59.0"	"4.1"	"14.0"	"2368.0"	"1470"	"16.0"	"2910.0"	"97.0"	"1906.0"	"68"	"1997.0"	"54.0"	"1997.0"	"66"	"1997.0"	"113.0"	"4.8"	"--"
"206"	"100.0"	"1998.0"	"1002.0"	"97.0"	"4.7"	"1998.0"	"64.0"	"15.0"	"中2207×MO17"	"1998.0"	"135.0"	"106"	"61"	"93"	"68.0"	"16"	"4.3"	"639.0"	"16.0"	"63.0"	"98.0"	"124.0"	"69.0"	"1998.0"	"115"	"63.0"	"4.3"	"16.0"	"2141.0"	"1040"	"16.0"	"3320.0"	"91.0"	"1876.0"	"--"	"1998.0"	"63.0"	"1998.0"	"67"	"1998.0"	"107.0"	"4.3"	"3.9"
"207"	"80.0"	"平均"	"940.0"	"96"	"4.6"	"平均"	"64.0"	"15.0"	"中2207×MO17"	"平均"	"118"	"97"	"61"	"91"	"67.0"	"15"	"4.4"	"61.0"	"15.0"	"63"	"105.0"	"126"	"69"	"平均"	"115"	"61"	"4.2"	"15"	"2255"	"1255"	"15"	"3115"	"94"	"1891.0"	"68"	"平均"	"59"	"平均"	"67"	"平均"	"110.0"	"4.6"	"3.9"
"208"	"62.0"	"1997.0"	"1317.0"	"90.0"	"4.8"	"1997"	"--"	"16.0"	"冀35×中128"	"1997"	"110"	"89"	"58"	"92"	"64.0"	"16"	"5"	"59.0"	"18.0"	"63.0"	"109.0"	"126.0"	"69"	"1997.0"	"112"	"59.0"	"5.1"	"16"	"2389.0"	"1040"	"16.0"	"2120"	"95"	"1717.0"	"67"	"1997"	"55"	"1997"	"65"	"1997.0"	"111.0"	"5"	"--"
"209"	"100"	"1998.0"	"597"	"81.0"	"5.3"	"1998.0"	"69"	"16"	"冀35×中128"	"1998.0"	"138.0"	"99"	"56"	"75"	"58"	"16"	"4.8"	"62"	"18"	"64.0"	"98"	"129.0"	"70.0"	"1998.0"	"113"	"62.0"	"4.9"	"16.0"	"2187.0"	"970"	"18.0"	"2870.0"	"91.0"	"1656"	"--"	"1998.0"	"59.0"	"1998.0"	"63"	"1998.0"	"108"	"4.9"	"4"
"210"	"81"	"平均"	"957"	"86"	"5"	"平均"	"69"	"16"	"冀35×中128"	"平均"	"124"	"94"	"57"	"84"	"61"	"15"	"4.9"	"61"	"17"	"64"	"104"	"128"	"70"	"平均"	"113"	"60"	"5"	"16"	"2288"	"1005"	"17"	"2495"	"93"	"1687"	"67"	"平均"	"57"	"平均"	"64"	"平均"	"110"	"5"	"4"
"211"	"57.0"	"1997.0"	"1112.0"	"96.0"	"4.9"	"1997.0"	"--"	"16.0"	"冀35×矮中自05"	"1997.0"	"100.0"	"85"	"58"	"85"	"64.0"	"14"	"5"	"61.0"	"18.0"	"69.0"	"109.0"	"133.0"	"74.0"	"1997.0"	"112"	"58.0"	"4.8"	"16.0"	"2717.0"	"920"	"18.0"	"2250.0"	"99.0"	"1750.0"	"65"	"1997.0"	"56.0"	"1997.0"	"65"	"1997.0"	"113.0"	"5.3"	"--"
"212"	"83.0"	"1998.0"	"782.0"	"81.0"	"5.5"	"1998.0"	"67.0"	"16.0"	"冀35×矮中自05"	"1998.0"	"124.0"	"93"	"59"	"83"	"64.0"	"16"	"5.2"	"62.0"	"16.0"	"63.0"	"99.0"	"125.0"	"69.0"	"1998.0"	"119"	"66.0"	"5.1"	"16.0"	"2836.0"	"870"	"18.0"	"2990.0"	"94.0"	"1870.0"	"--"	"1998.0"	"59.0"	"1998.0"	"66"	"1998.0"	"109.0"	"5.2"	"4.9"
"213"	"70.0"	"平均"	"947.0"	"89"	"5.2"	"平均"	"67.0"	"16.0"	"冀35×矮中自05"	"平均"	"112"	"89"	"59"	"84"	"64.0"	"15"	"5.1"	"62.0"	"16.0"	"66"	"104.0"	"129"	"72"	"平均"	"116"	"62"	"5"	"16"	"2777"	"895"	"17"	"2620"	"97"	"1810.0"	"65"	"平均"	"58"	"平均"	"65"	"平均"	"111.0"	"5.3"	"4.9"
"214"	"53.0"	"1997.0"	"1350.0"	"86.0"	"5.0"	"1997.0"	"58.0"	"15.0"	"冀35×MO17"	"1997.0"	"85.0"	"76"	"58"	"80"	"64.0"	"14"	"4.9"	"58.0"	"18.0"	"61.0"	"110.0"	"122.0"	"69.0"	"1997.0"	"110"	"58.0"	"4.7"	"16.0"	"3193.0"	"910"	"16.0"	"2670.0"	"96.0"	"2031.0"	"64"	"1997.0"	"54.0"	"1997.0"	"64"	"1997.0"	"110.0"	"4.9"	"--"
"215"	"94.0"	"1998.0"	"1060.0"	"77.0"	"5.2"	"1998.0"	"63.0"	"15.0"	"冀35×MO17"	"1998.0"	"--"	"90"	"56"	"100"	"58.0"	"16"	"5"	"59.0"	"16.0"	"60.0"	"98.0"	"126.0"	"66.0"	"1998.0"	"11"	"59.0"	"4.9"	"14.0"	"3008.0"	"1040"	"16.0"	"3320.0"	"89.0"	"1686.0"	"--"	"1998.0"	"56.0"	"1998.0"	"61"	"1998.0"	"106.0"	"5.0"	"4.7"
"216"	"74.0"	"平均"	"1205.0"	"82"	"5.1"	"平均"	"60.0"	"15.0"	"冀35×MO17"	"平均"	"85"	"83"	"57"	"90"	"61.0"	"15"	"5"	"58.0"	"16.0"	"61"	"104.0"	"124"	"68"	"平均"	"11"	"58"	"4.8"	"14"	"3101"	"975"	"15"	"2995"	"93"	"1858.0"	"64"	"平均"	"55"	"平均"	"63"	"平均"	"108.0"	"5"	"4.7"
"217"	"79.0"	"1997.0"	"1215.0"	"103.0"	"4.8"	"1997.0"	"--"	"16.0"	"南23-32×中128"	"1997.0"	"95.0"	"91"	"65"	"88"	"69.0"	"14"	"4.6"	"59.0"	"16.0"	"71.0"	"110.0"	"129.0"	"76.0"	"1997.0"	"112"	"59.0"	"4.3"	"16.0"	"3558.0"	"1250"	"16.0"	"3190.0"	"97.0"	"2303.0"	"69"	"1997.0"	"56.0"	"1997.0"	"68"	"1997.0"	"112.0"	"4.7"	"--"
"218"	"91.0"	"1998.0"	"705.0"	"95.0"	"5.0"	"1998.0"	"67.0"	"16.0"	"南23-32×中128"	"1998.0"	"137.0"	"108"	"57"	"108"	"57.0"	"14"	"4.5"	"63.0"	"16.0"	"66.0"	"98.0"	"131.0"	"73.0"	"1998.0"	"114"	"63.0"	"4.3"	"16.0"	"3072.0"	"930"	"16.0"	"3680.0"	"93.0"	"2097.0"	"--"	"1998.0"	"61.0"	"1998.0"	"64"	"1998.0"	"109.0"	"4.5"	"4.1"
"219"	"85.0"	"平均"	"960.0"	"99"	"--"	"平均"	"67.0"	"16.0"	"南23-32×中128"	"平均"	"116"	"100"	"61"	"98"	"63.0"	"14"	"4.6"	"61.0"	"16.0"	"69"	"104.0"	"130"	"75"	"平均"	"113"	"61"	"--"	"15"	"3315"	"1090"	"16"	"3435"	"95"	"2200.0"	"69"	"平均"	"61"	"平均"	"66"	"平均"	"111.0"	"--"	"--"
"220"	"69.0"	"1997.0"	"1190.0"	"92.0"	"4.4"	"1997.0"	"67.0"	"15.0"	"南23-32矮中自05"	"1997.0"	"95.0"	"86"	"65"	"88"	"69.0"	"16"	"4.5"	"64.0"	"14.0"	"68.0"	"109.0"	"135.0"	"74.0"	"1997.0"	"113"	"59.0"	"4.3"	"14.0"	"2928.0"	"1360"	"16.0"	"2180.0"	"104.0"	"1915.0"	"71"	"1997.0"	"57.0"	"1997.0"	"68"	"1997.0"	"115.0"	"4.9"	"--"
"221"	"81.0"	"1998.0"	"1163.0"	"95.0"	"4.3"	"1998.0"	"66.0"	"14.0"	"南23-32矮中自05"	"1998.0"	"138.0"	"101"	"60"	"90"	"66.0"	"14"	"4.6"	"63.0"	"14.0"	"65.0"	"98.0"	"130.0"	"72.0"	"1998.0"	"120"	"67.0"	"4.3"	"14.0"	"3130.0"	"1320"	"16.0"	"3110.0"	"95.0"	"2181.0"	"--"	"1998.0"	"61.0"	"1998.0"	"68"	"1998.0"	"111.0"	"5.1"	"4.2"
"222"	"75.0"	"平均"	"1177.0"	"94"	"4.4"	"平均"	"67.0"	"15.0"	"南23-32矮中自05"	"平均"	"117"	"94"	"63"	"89"	"67.0"	"14"	"4.6"	"64.0"	"14.0"	"67"	"104.0"	"133"	"73"	"平均"	"117"	"63"	"4.3"	"14"	"3029"	"1340"	"15"	"2645"	"100"	"2048.0"	"71"	"平均"	"59"	"平均"	"68"	"平均"	"113.0"	"5"	"4.2"
"223"	"58.0"	"1997.0"	"633.0"	"89.0"	"3.9"	"1997.0"	"--"	"14.0"	"南23-32×MO17"	"1997.0"	"90.0"	"79"	"65"	"77"	"69.0"	"14"	"3.9"	"62.0"	"14.0"	"63.0"	"109.0"	"120.0"	"71.0"	"1997.0"	"114"	"67.0"	"3.7"	"14.0"	"2165.0"	"910"	"16.0"	"1790.0"	"101.0"	"1375.0"	"70"	"1997.0"	"57.0"	"1997.0"	"68"	"1997.0"	"111.0"	"4.2"	"--"
"224"	"78.0"	"1998.0"	"335.0"	"96.0"	"4.4"	"1998.0"	"63.0"	"14.0"	"南23-32×MO17"	"1998.0"	"115.0"	"92"	"61"	"78"	"62.0"	"14"	"3.8"	"62.0"	"14.0"	"62.0"	"98.0"	"119.0"	"69.0"	"1998.0"	"116"	"65.0"	"3.6"	"14.0"	"2054.0"	"710"	"16.0"	"2310.0"	"92.0"	"1352.0"	"--"	"1998.0"	"61.0"	"1998.0"	"65"	"1998.0"	"109.0"	"3.8"	"3.4"
"225"	"68.0"	"平均"	"484.0"	"93"	"4.2"	"平均"	"63.0"	"14.0"	"南23-32×MO17"	"平均"	"103"	"85"	"63"	"78"	"66.0"	"14"	"3.9"	"62.0"	"14.0"	"63"	"104.0"	"120"	"70"	"平均"	"115"	"63"	"3.7"	"13"	"2110"	"810"	"15"	"2050"	"97"	"1364.0"	"70"	"平均"	"59"	"平均"	"67"	"平均"	"110.0"	"4"	"3.4"
"226"	"70.0"	"1997.0"	"1425.0"	"110.0"	"5.0"	"1997.0"	"65.0"	"15.0"	"中引3128×中128"	"1997.0"	"115.0"	"98"	"63"	"95"	"68.0"	"14"	"4.8"	"62.0"	"16.0"	"66.0"	"109.0"	"132.0"	"75.0"	"1997.0"	"111"	"60.0"	"4.5"	"16.0"	"2949.0"	"1310"	"16.0"	"2880.0"	"97.0"	"2141.0"	"69"	"1997.0"	"55.0"	"1997.0"	"68"	"1997.0"	"112.0"	"4.8"	"--"
"227"	"76.0"	"1998.0"	"1313.0"	"101.0"	"5.0"	"1998.0"	"67.0"	"15.0"	"中引3128×中128"	"1998.0"	"138.0"	"106"	"55"	"110"	"56.0"	"16"	"4.8"	"63.0"	"16.0"	"67.0"	"98.0"	"132.0"	"74.0"	"1998.0"	"113"	"67.0"	"4.5"	"16.0"	"3044.0"	"1050"	"16.0"	"3510.0"	"94.0"	"2229.0"	"--"	"1998.0"	"63.0"	"1998.0"	"66"	"1998.0"	"109.0"	"4.6"	"4.3"
"228"	"73.0"	"平均"	"1369.0"	"106"	"5"	"平均"	"66.0"	"15.0"	"中引3128×中128"	"平均"	"127"	"102"	"59"	"103"	"62.0"	"15"	"4.8"	"63.0"	"16.0"	"67"	"104.0"	"132"	"75"	"平均"	"112"	"64"	"4.8"	"15"	"3000"	"1180"	"15"	"3195"	"96"	"2185.0"	"69"	"平均"	"59"	"平均"	"67"	"平均"	"110.0"	"4.7"	"4.3"
"229"	"70.0"	"1997.0"	"1103.0"	"97.0"	"4.6"	"1997.0"	"63.0"	"14.0"	"中引3128×矮中自0"	"1997.0"	"105.0"	"89"	"63"	"85"	"68.0"	"14"	"4.6"	"64.0"	"14.0"	"71.0"	"109.0"	"137.0"	"81.0"	"1997.0"	"113"	"62.0"	"4.5"	"14.0"	"2581.0"	"1360"	"14.0"	"2690.0"	"102.0"	"1934.0"	"69"	"1997.0"	"57.0"	"1997.0"	"70"	"1997.0"	"115.0"	"4.6"	"--"
"230"	"88.0"	"1998.0"	"1412.0"	"102.0"	"4.8"	"1998.0"	"69.0"	"15.0"	"中引3128×矮中自0"	"1998.0"	"127.0"	"103"	"62"	"95"	"59.0"	"16"	"4.7"	"66.0"	"16.0"	"72.0"	"102.0"	"134.0"	"80.0"	"1998.0"	"120"	"68.0"	"4.9"	"14.0"	"3615.0"	"1320"	"16.0"	"3540.0"	"95.0"	"2472.0"	"--"	"1998.0"	"61.0"	"1998.0"	"651"	"1998.0"	"113.0"	"4.8"	"4.4"
"231"	"79.0"	"平均"	"1258.0"	"99"	"4.7"	"平均"	"66.0"	"14.0"	"中引3128×矮中自0"	"平均"	"116"	"96"	"63"	"90"	"64.0"	"15"	"4.7"	"65.0"	"14.0"	"72"	"101.0"	"132"	"80"	"平均"	"117"	"65"	"4.7"	"14"	"3098"	"1340"	"14"	"3115"	"99"	"2203.0"	"69"	"平均"	"59"	"平均"	"68"	"平均"	"114.0"	"4.7"	"4.4"
"232"	"72.0"	"1997.0"	"1107.0"	"115.0"	"4.6"	"1997.0"	"--"	"14.0"	"中引3128×MO17"	"1997.0"	"120.0"	"100"	"57"	"92"	"63.0"	"14"	"4.3"	"59.0"	"14.0"	"64.0"	"109.0"	"129.0"	"74.0"	"1997.0"	"109"	"60.0"	"4.1"	"14.0"	"2790.0"	"1280"	"16.0"	"2920.0"	"102.0"	"2024.0"	"68"	"1997.0"	"55.0"	"1997.0"	"66"	"1997.0"	"112.0"	"4.3"	"--"
"233"	"85.0"	"1998.0"	"1190.0"	"111.0"	"4.7"	"1998.0"	"63.0"	"13.0"	"中引3128×MO17"	"1998.0"	"102.0"	"101"	"58"	"107"	"63.0"	"14"	"4.5"	"61.0"	"12.0"	"64.0"	"104.0"	"120.0"	"70.0"	"1998.0"	"116"	"67.0"	"4.2"	"14.0"	"3239.0"	"1050"	"16.0"	"3160.0"	"94.0"	"2160.0"	"--"	"1998.0"	"62.0"	"1998.0"	"66"	"1998.0"	"109.0"	"4.4"	"4.5"
"234"	"79.0"	"平均"	"1149.0"	"113"	"4.6"	"平均"	"63.0"	"14.0"	"中引3128×MO17"	"平均"	"111"	"101"	"58"	"100"	"63.0"	"13"	"4.4"	"60.0"	"13.0"	"64"	"107.0"	"125"	"72"	"平均"	"113"	"63"	"4.2"	"13"	"3015"	"1165"	"15"	"3040"	"98"	"2092.0"	"68"	"平均"	"59"	"平均"	"66"	"平均"	"110.0"	"4.4"	"4.5"
"235"	"51.0"	"1997.0"	"1220.0"	"86.0"	"4.7"	"1997.0"	"--"	"14.0"	"中引3155×中128"	"1997.0"	"90.0"	"79"	"63"	"88"	"68.0"	"14"	"4.7"	"62.0"	"16.0"	"68.0"	"109.0"	"131.0"	"73.0"	"1997.0"	"111"	"59.0"	"4.5"	"14.0"	"2808.0"	"1220"	"14.0"	"2440.0"	"97.0"	"1922.0"	"69"	"1997.0"	"56.0"	"1997.0"	"67"	"1997.0"	"112.0"	"4.8"	"--"
"236"	"94.0"	"1998.0"	"780.0"	"85.0"	"5.2"	"1998.0"	"67.0"	"15.0"	"中引3155×中128"	"1998.0"	"112.0"	"121"	"55"	"93"	"64.0"	"16"	"4.6"	"62.0"	"16.0"	"65.0"	"98.0"	"133.0"	"71.0"	"1998.0"	"112"	"62.0"	"4.1"	"16.0"	"2988.0"	"1070"	"18.0"	"3370.0"	"93.0"	"2052.0"	"--"	"1998.0"	"60.0"	"1998.0"	"66"	"1998.0"	"109.0"	"4.5"	"4.4"
"237"	"73.0"	"平均"	"1000.0"	"136"	"5"	"平均"	"67.0"	"15.0"	"中引3155×中128"	"平均"	"101"	"100"	"59"	"91"	"66.0"	"15"	"4.7"	"62.0"	"15.0"	"67"	"104.0"	"132"	"72"	"平均"	"112"	"60"	"4.3"	"14"	"2898"	"1145"	"16"	"2905"	"95"	"1987.0"	"69"	"平均"	"58"	"平均"	"67"	"平均"	"110.0"	"4.7"	"4.4"
"238"	"43.0"	"1997.0"	"637.0"	"69.0"	"4.3"	"1997.0"	"65.0"	"15.0"	"中引3155×矮中自0"	"1997.0"	"95.0"	"71"	"65"	"75"	"70.0"	"16"	"4.3"	"65.0"	"16.0"	"70.0"	"109.0"	"137.0"	"81.0"	"1997.0"	"116"	"61.0"	"4.3"	"16.0"	"1135.0"	"1170"	"14.0"	"1640.0"	"107.0"	"1146.0"	"70"	"1997.0"	"58.0"	"1997.0"	"71"	"1997.0"	"117.0"	"4.4"	"--"
"239"	"65.0"	"1998.0"	"827.0"	"81.0"	"4.9"	"1998.0"	"68.0"	"15.0"	"中引3155×矮中自0"	"1998.0"	"118.0"	"86"	"63"	"78"	"65.0"	"16"	"4.7"	"66.0"	"16.0"	"73.0"	"104.0"	"140.0"	"80.0"	"1998.0"	"120"	"69.0"	"4.9"	"14.0"	"1266.0"	"1060"	"14.0"	"2560.0"	"98.0"	"1428.0"	"--"	"1998.0"	"61.0"	"1998.0"	"71"	"1998.0"	"116.0"	"4.5"	"4.4"
"240"	"54.0"	"平均"	"732.0"	"75"	"4.6"	"平均"	"67.0"	"15.0"	"中引3155×矮中自0"	"平均"	"107"	"79"	"64"	"77"	"68.0"	"15"	"4.5"	"65.0"	"15.0"	"72"	"107.0"	"139"	"81"	"平均"	"118"	"65"	"4.6"	"15"	"1201"	"1115"	"14"	"2100"	"103"	"1287.0"	"70"	"平均"	"60"	"平均"	"71"	"平均"	"117.0"	"4.5"	"4.4"
"241"	"56.0"	"1997.0"	"1122.0"	"80.0"	"4.3"	"1997.0"	"55.0"	"15.0"	"中引3155×MO17"	"1997.0"	"100.0"	"80"	"61"	"85"	"66.0"	"14"	"4.3"	"59.0"	"14.0"	"63.0"	"109.0"	"128.0"	"74.0"	"1997.0"	"114"	"61.0"	"4.1"	"16.0"	"2716.0"	"1380"	"16.0"	"2460.0"	"101.0"	"1920.0"	"60"	"1997.0"	"57.0"	"1997.0"	"65"	"1997.0"	"113.0"	"4.5"	"--"
"242"	"91.0"	"1998.0"	"825.0"	"73.0"	"4.8"	"1998.0"	"63.0"	"14.0"	"中引3155×MO17"	"1998.0"	"125.0"	"95"	"56"	"90"	"62.0"	"14"	"4.3"	"60.0"	"14.0"	"63.0"	"106.0"	"134.0"	"70.0"	"1998.0"	"116"	"63.0"	"4.2"	"14.0"	"2600.0"	"1000"	"16.0"	"3480.0"	"92.0"	"1976.0"	"--"	"1998.0"	"58.0"	"1998.0"	"65"	"1998.0"	"112.0"	"4.3"	"3.9"
"243"	"74.0"	"平均"	"974.0"	"77"	"4.6"	"平均"	"59.0"	"15.0"	"中引3155×MO17"	"平均"	"113"	"88"	"59"	"88"	"64.0"	"14"	"4.3"	"60.0"	"14.0"	"63"	"108.0"	"131"	"72"	"平均"	"115"	"62"	"4.1"	"14"	"2658"	"1190"	"15"	"2970"	"97"	"1948.0"	"60"	"平均"	"58"	"平均"	"65"	"平均"	"113.0"	"4.4"	"3.9"
"244"	"70.0"	"1997.0"	"1250.0"	"99.0"	"5.0"	"1997.0"	"--"	"16.0"	"中引3173×中128"	"1997.0"	"110.0"	"98"	"62"	"112"	"67.0"	"16"	"4.8"	"62.0"	"16.0"	"69.0"	"112.0"	"135.0"	"74.0"	"1997.0"	"117"	"59.0"	"4.6"	"16.0"	"3382.0"	"1330"	"16.0"	"3150.0"	"102.0"	"2278.0"	"69"	"1997.0"	"55.0"	"1997.0"	"67"	"1997.0"	"117.0"	"4.8"	"--"
"245"	"--"	"1998"	"842"	"--"	"--"	"1998"	"66"	"16"	"中引3173×中128"	"1998"	"--"	"97"	"--"	"97"	"--"	"--"	"4.1"	"62"	"16"	"--"	"97"	"--"	"--"	"1998"	"--"	"--"	"4.1"	"--"	"--"	"1120"	"--"	"--"	"--"	"981"	"--"	"1998"	"58"	"1998"	"--"	"1998"	"97"	"--"	"--"
"246"	"70.0"	"平均"	"1046.0"	"99"	"5"	"平均"	"66.0"	"16.0"	"中引3173×中128"	"平均"	"110"	"98"	"62"	"105"	"67.0"	"15"	"4.5"	"62.0"	"16.0"	"69"	"105.0"	"135"	"74"	"平均"	"117"	"59"	"4.3"	"16"	"3382"	"1225"	"16"	"3150"	"102"	"1630.0"	"69"	"平均"	"57"	"平均"	"67"	"平均"	"107.0"	"4.8"	"--"
"247"	"71.0"	"1997.0"	"1118.0"	"89.0"	"4.5"	"1997.0"	"66.0"	"15.0"	"中引3173×矮中自0"	"1997.0"	"111.0"	"90"	"66"	"90"	"71.0"	"16"	"4.6"	"65.0"	"16.0"	"70.0"	"111.0"	"132.0"	"78.0"	"1997.0"	"118"	"64.0"	"4.6"	"16.0"	"2618.0"	"1070"	"16.0"	"2250.0"	"106.0"	"1764.0"	"66"	"1997.0"	"58.0"	"1997.0"	"70"	"1997.0"	"117.0"	"4.8"	"--"
"248"	"--"	"1998.0"	"947"	"105.0"	"5.0"	"1998.0"	"69"	"15"	"中引3173×矮中自0"	"1998.0"	"134.0"	"110"	"--"	"90"	"--"	"--"	"4.8"	"67"	"16"	"70.0"	"105"	"134.0"	"76.0"	"1998.0"	"--"	"66.0"	"4.8"	"16.0"	"2834.0"	"1340"	"16.0"	"2680.0"	"99.0"	"1950"	"--"	"1998.0"	"61.0"	"1998.0"	"71"	"1998.0"	"113"	"4.7"	"--"
"249"	"71.0"	"平均"	"1033.0"	"97"	"4.8"	"平均"	"68.0"	"15.0"	"中引3173×矮中自0"	"平均"	"123"	"100"	"66"	"90"	"71.0"	"15"	"4.7"	"66.0"	"15.0"	"70"	"108.0"	"133"	"77"	"平均"	"118"	"65"	"4.7"	"15"	"2726"	"1205"	"16"	"2465"	"103"	"1238.0"	"66"	"平均"	"60"	"平均"	"71"	"平均"	"115.0"	"4.8"	"--"
"250"	"76.0"	"1997.0"	"1118.0"	"105.0"	"4.9"	"1997.0"	"60.0"	"15.0"	"中引3173×MO17"	"1997.0"	"105.0"	"95"	"58"	"95"	"64.0"	"14"	"4.8"	"60.0"	"16.0"	"64.0"	"111.0"	"126.0"	"72.0"	"1997.0"	"115"	"60.0"	"4.5"	"16.0"	"3629.0"	"1230"	"14.0"	"2810.0"	"105.0"	"2197.0"	"65"	"1997.0"	"56.0"	"1997.0"	"65"	"1997.0"	"114.0"	"4.9"	"--"
"251"	"--"	"1998.0"	"873"	"90.0"	"5.3"	"1998.0"	"64"	"14"	"中引3173×MO17"	"1998.0"	"113.0"	"97"	"--"	"88"	"--"	"--"	"4.7"	"61"	"14"	"63.0"	"107"	"126.0"	"70.0"	"1998.0"	"--"	"61.0"	"4.2"	"14.0"	"3885.0"	"1060"	"16.0"	"3520.0"	"93.0"	"2335"	"--"	"1998.0"	"56.0"	"1998.0"	"66"	"1998.0"	"109"	"4.7"	"--"
"252"	"76.0"	"平均"	"996.0"	"98"	"5.1"	"平均"	"62.0"	"15.0"	"中引3173×MO17"	"平均"	"109"	"96"	"58"	"92"	"64.0"	"14"	"4.8"	"61.0"	"15.0"	"64"	"109.0"	"126"	"71"	"平均"	"115"	"61"	"--"	"15"	"3757"	"1145"	"14"	"3165"	"99"	"2266.0"	"65"	"平均"	"56"	"平均"	"66"	"平均"	"112.0"	"4.8"	"--"
"253"	"59.0"	"1997.0"	"1543.0"	"86.0"	"4.7"	"1997.0"	"--"	"15.0"	"中引3182×中128"	"1997.0"	"90.0"	"83"	"59"	"95"	"65.0"	"14"	"4.6"	"61.0"	"16.0"	"69.0"	"111.0"	"133.0"	"74.0"	"1997.0"	"114"	"60.0"	"4.3"	"16.0"	"3432.0"	"1400"	"16.0"	"3050.0"	"99.0"	"2356.0"	"66"	"1997.0"	"59.0"	"1997.0"	"66"	"1997.0"	"114.0"	"4.8"	"--"
"254"	"78.0"	"1998.0"	"1462.0"	"71.0"	"5.0"	"1998.0"	"66.0"	"16.0"	"中引3182×中128"	"1998.0"	"116.0"	"92"	"56"	"103"	"58.0"	"16"	"4.5"	"61.0"	"16.0"	"63.0"	"97.0"	"129.0"	"69.0"	"1998.0"	"113"	"61.0"	"4.3"	"16.0"	"3795.0"	"1120"	"16.0"	"3570.0"	"91.0"	"2487.0"	"--"	"1998.0"	"69.0"	"1998.0"	"63"	"1998.0"	"108.0"	"4.6"	"4.2"
"255"	"69.0"	"平均"	"1503.0"	"79"	"4.9"	"平均"	"66.0"	"15.0"	"中引3182×中128"	"平均"	"103"	"88"	"58"	"99"	"62.0"	"15"	"4.6"	"61.0"	"16.0"	"66"	"104.0"	"131"	"72"	"平均"	"114"	"61"	"4.3"	"15"	"3614"	"1260"	"16"	"3310"	"95"	"2422.0"	"66"	"平均"	"58"	"平均"	"65"	"平均"	"111.0"	"4.7"	"4.2"
"256"	"51.0"	"1997.0"	"1153.0"	"84.0"	"4.6"	"1997.0"	"64.0"	"15.0"	"中引3182×矮中自0"	"1997.0"	"95.0"	"74"	"58"	"67"	"64.0"	"14"	"4.6"	"61.0"	"16.0"	"65.0"	"110.0"	"130.0"	"75.0"	"1997.0"	"113"	"60.0"	"4.5"	"16.0"	"2699.0"	"1250"	"16.0"	"2470.0"	"103.0"	"1893.0"	"67"	"1997.0"	"56.0"	"1997.0"	"67"	"1997.0"	"114.0"	"4.6"	"--"
