"id"	"蛋氨酸"	"科名"	"保存编号"	"品种名称"	"谷氨酸"	"播种期"	"天冬氨酸"	"精氨酸"	"丙氨酸"	"单株产量"	"总和"	"酪氨酸"	"异亮氨酸"	"省"	"色氨酸"	"组氨酸"	"分枝数"	"全生育日数"	"样品类型"	"总淀粉"	"百粒重"	"苏氨酸"	"统一编号"	"苯丙氨酸"	"学名"	"粒形"	"胱氨酸"	"支链淀粉"	"花色"	"粗脂肪"	"成熟期"	"粗蛋白"	"结荚习性"	"属名"	"亮氨酸"	"库编号"	"生长习性"	"保存单位"	"原产地"	"甘氨酸"	"单荚粒数"	"缬氨酸"	"直链淀粉"	"单株荚数"	"粒色"	"备注"	"脯氨酸"	"赖氨酸"	"荚长"	"丝氨酸"	"译名"	"荚色"	"种子来源"	"株高"
"213"	"--"	"Leguminosae(豆科)"	"05053"	"红饭豆"	"--"	"5.08"	"--"	"--"	"--"	"29.9"	"--"	"--"	"--"	"贵州"	"--"	"--"	"5.6"	"137"	"地方"	"--"	"8.9"	"--"	"D0001403"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.22"	"--"	"有限"	"Vigna(豇豆属)"	"--"	"I2G01264"	"蔓生"	"贵阳市农科所"	"黎平"	"--"	"3.4"	"--"	"--"	"43.2"	"红"	"--"	"--"	"--"	"9.0"	"--"	"HONG FAN DOU"	"黄"	"--"	"78.0"
"214"	"--"	"Leguminosae(豆科)"	"05051"	"长饭豆"	"--"	"5.08"	"--"	"--"	"--"	"27.6"	"--"	"--"	"--"	"贵州"	"--"	"--"	"6.1"	"138"	"地方"	"--"	"8.7"	"--"	"D0001404"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.23"	"--"	"有限"	"Vigna(豇豆属)"	"--"	"I2G01265"	"蔓生"	"贵阳市农科所"	"三穗"	"--"	"3.1"	"--"	"--"	"37.6"	"红"	"--"	"--"	"--"	"7.4"	"--"	"CHANG FAN DOU"	"黄"	"--"	"69.0"
"215"	"--"	"Leguminosae(豆科)"	"05052"	"懒豆"	"--"	"5.08"	"--"	"--"	"--"	"27.8"	"--"	"--"	"--"	"贵州"	"--"	"--"	"5.3"	"141"	"地方"	"--"	"8.7"	"--"	"D0001405"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.26"	"--"	"有限"	"Vigna(豇豆属)"	"--"	"--"	"蔓生"	"贵阳市农科所"	"锦屏"	"--"	"3.2"	"--"	"--"	"40.5"	"红"	"--"	"--"	"--"	"4.7"	"--"	"LAN DOU"	"黄"	"--"	"67.0"
"216"	"--"	"Leguminosae(豆科)"	"05030"	"饭豆"	"--"	"5.08"	"--"	"--"	"--"	"27.1"	"--"	"--"	"--"	"贵州"	"--"	"--"	"4.4"	"138"	"地方"	"--"	"8.0"	"--"	"D0001406"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.23"	"--"	"有限"	"Vigna(豇豆属)"	"--"	"I2G01266"	"蔓生"	"贵阳市农科所"	"雷山"	"--"	"3.7"	"--"	"--"	"41.4"	"红"	"--"	"--"	"--"	"8.6"	"--"	"FAN DOU"	"黄"	"--"	"72.0"
"217"	"--"	"Leguminosae(豆科)"	"05063"	"堡子饭豆"	"--"	"5.08"	"--"	"--"	"--"	"23.4"	"--"	"--"	"--"	"贵州"	"--"	"--"	"4.7"	"141"	"地方"	"--"	"7.5"	"--"	"D0001407"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.26"	"--"	"有限"	"Vigna(豇豆属)"	"--"	"--"	"蔓生"	"贵阳市农科所"	"乌当"	"--"	"5.3"	"--"	"--"	"37.3"	"黄"	"--"	"--"	"--"	"6.2"	"--"	"BAO ZI FAN DOU"	"黄"	"--"	"63.0"
"218"	"--"	"Leguminosae(豆科)"	"05064"	"饭豆"	"--"	"5.08"	"--"	"--"	"--"	"19.8"	"--"	"--"	"--"	"贵州"	"--"	"--"	"3.9"	"140"	"地方"	"--"	"6.5"	"--"	"D0001408"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.25"	"--"	"有限"	"Vigna(豇豆属)"	"--"	"I2G01267"	"蔓生"	"贵阳市农科所"	"乌当"	"--"	"6.7"	"--"	"--"	"38.0"	"黄"	"--"	"--"	"--"	"7.5"	"--"	"FAN DOU"	"黄"	"--"	"69.0"
"219"	"--"	"Leguminosae(豆科)"	"05062"	"懒豆"	"--"	"5.08"	"--"	"--"	"--"	"29.1"	"--"	"--"	"--"	"贵州"	"--"	"--"	"5.0"	"140"	"地方"	"--"	"6.4"	"--"	"D0001409"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.25"	"--"	"有限"	"Vigna(豇豆属)"	"--"	"--"	"蔓生"	"贵阳市农科所"	"花溪"	"--"	"7.2"	"--"	"--"	"45.4"	"黄"	"--"	"--"	"--"	"5.9"	"--"	"LAN DOU"	"黄"	"--"	"72.0"
"220"	"--"	"Leguminosae(豆科)"	"05056"	"饭豆"	"--"	"5.08"	"--"	"--"	"--"	"25.4"	"--"	"--"	"--"	"贵州"	"--"	"--"	"6.7"	"141"	"地方"	"--"	"7.8"	"--"	"D0001410"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.26"	"--"	"有限"	"Vigna(豇豆属)"	"--"	"--"	"蔓生"	"贵阳市农科所"	"余庆"	"--"	"3.9"	"--"	"--"	"32.6"	"黄"	"--"	"--"	"--"	"6.6"	"--"	"FAN DOU"	"黄"	"--"	"68.0"
"221"	"--"	"Leguminosae(豆科)"	"05057"	"饭豆"	"--"	"5.08"	"--"	"--"	"--"	"31.5"	"--"	"--"	"--"	"贵州"	"--"	"--"	"5.8"	"137"	"地方"	"--"	"7.2"	"--"	"D0001411"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.27"	"--"	"有限"	"Vigna(豇豆属)"	"--"	"I2G01268"	"蔓生"	"贵阳市农科所"	"余庆"	"--"	"4.2"	"--"	"--"	"41.1"	"黄"	"--"	"--"	"--"	"5.9"	"--"	"FAN DOU"	"黄"	"--"	"70.0"
"222"	"--"	"Leguminosae(豆科)"	"05058"	"爬山豆"	"--"	"5.08"	"--"	"--"	"--"	"27.4"	"--"	"--"	"--"	"贵州"	"--"	"--"	"6.1"	"141"	"地方"	"--"	"6.8"	"--"	"D0001412"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.26"	"--"	"有限"	"Vigna(豇豆属)"	"--"	"I2G01269"	"蔓生"	"贵阳市农科所"	"余庆"	"--"	"5.6"	"--"	"--"	"42.3"	"黄"	"--"	"--"	"--"	"5.3"	"--"	"PA SHAN DOU"	"黄"	"--"	"82.0"
"223"	"--"	"Leguminosae(豆科)"	"05059"	"爬山豆"	"--"	"5.08"	"--"	"--"	"--"	"20.8"	"--"	"--"	"--"	"贵州"	"--"	"--"	"5.6"	"143"	"地方"	"--"	"7.1"	"--"	"D0001413"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.28"	"--"	"有限"	"Vigna(豇豆属)"	"--"	"I2G01270"	"蔓生"	"贵阳市农科所"	"余庆"	"--"	"5.1"	"--"	"--"	"36.4"	"黄"	"--"	"--"	"--"	"6.8"	"--"	"PA SHAN DOU"	"黄"	"--"	"76.0"
"224"	"--"	"Leguminosae(豆科)"	"05060"	"饭豆"	"--"	"5.08"	"--"	"--"	"--"	"26.2"	"--"	"--"	"--"	"贵州"	"--"	"--"	"6.5"	"140"	"地方"	"--"	"8.0"	"--"	"D0001414"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.25"	"--"	"有限"	"Vigna(豇豆属)"	"--"	"I2G01271"	"蔓生"	"贵阳市农科所"	"松桃"	"--"	"3.1"	"--"	"--"	"40.8"	"黄"	"--"	"--"	"--"	"4.9"	"--"	"FAN DOU"	"黄"	"--"	"78.0"
"225"	"--"	"Leguminosae(豆科)"	"05061"	"饭豆"	"--"	"5.08"	"--"	"--"	"--"	"28.2"	"--"	"--"	"--"	"贵州"	"--"	"--"	"5.4"	"138"	"地方"	"--"	"7.6"	"--"	"D0001415"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.23"	"--"	"有限"	"Vigna(豇豆属)"	"--"	"I2G01272"	"蔓生"	"贵阳市农科所"	"松桃"	"--"	"3.3"	"--"	"--"	"42.7"	"黄"	"--"	"--"	"--"	"6.2"	"--"	"FAN DOU"	"黄"	"--"	"67.0"
"226"	"--"	"Leguminosae(豆科)"	"C0013"	"呢贡"	"--"	"5.31"	"--"	"--"	"--"	"30.1"	"--"	"--"	"--"	"云南"	"--"	"--"	"2.4"	"131"	"地方"	"--"	"9.1"	"--"	"D0000324"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.09"	"--"	"有限"	"Vigna(豇豆属)"	"--"	"I2G00226"	"蔓生"	"云南省农科院"	"绿春县"	"--"	"8.4"	"--"	"--"	"48.8"	"麻"	"--"	"--"	"--"	"10.9"	"--"	"NI GONG"	"黑"	"--"	"--"
"227"	"--"	"Leguminosae(豆科)"	"d29"	"蔓豆"	"--"	"5.13"	"--"	"--"	"--"	"9.4"	"--"	"--"	"--"	"陕西"	"--"	"--"	"--"	"135"	"地方"	"--"	"7.3"	"--"	"D0000325"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"9.25"	"--"	"有限"	"Vigna(豇豆属)"	"--"	"I2G00394"	"蔓生"	"陕西省农科院"	"长安县"	"--"	"7.2"	"--"	"--"	"17.8"	"红"	"--"	"--"	"--"	"9.5"	"--"	"MAN DOU"	"褐"	"--"	"--"
"228"	"--"	"Leguminosae(豆科)"	"d38"	"蔓豆"	"--"	"5.13"	"--"	"--"	"--"	"16.0"	"--"	"--"	"--"	"陕西"	"--"	"--"	"--"	"149"	"地方"	"--"	"7.4"	"--"	"D0000326"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.09"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"--"	"蔓生"	"陕西省农科院"	"岐山县"	"--"	"--"	"--"	"--"	"--"	"红"	"--"	"--"	"--"	"9.0"	"--"	"MAN DOU"	"褐"	"--"	"--"
"229"	"--"	"Leguminosae(豆科)"	"d6"	"红蔓豆"	"--"	"5.13"	"--"	"--"	"--"	"13.6"	"--"	"--"	"--"	"陕西"	"--"	"--"	"--"	"135"	"地方"	"--"	"7.1"	"--"	"D0000327"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"9.25"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00395"	"蔓生"	"陕西省农科院"	"山阳县"	"--"	"6.0"	"--"	"--"	"32.0"	"红"	"--"	"--"	"--"	"9.0"	"--"	"HONG MAN DOU"	"褐"	"--"	"--"
"230"	"--"	"Leguminosae(豆科)"	"d18"	"红蔓豆"	"--"	"5.13"	"--"	"--"	"--"	"12.1"	"--"	"--"	"--"	"陕西"	"--"	"--"	"--"	"140"	"地方"	"--"	"9.5"	"--"	"D0000328"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"9.30"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00396"	"蔓生"	"陕西省农科院"	"丹凤县"	"--"	"6.9"	"--"	"--"	"18.4"	"红"	"--"	"--"	"--"	"7.5"	"--"	"HONG MAN DOU"	"褐"	"--"	"--"
"231"	"--"	"Leguminosae(豆科)"	"d19"	"卷心机"	"--"	"5.13"	"--"	"--"	"--"	"10.3"	"--"	"--"	"--"	"陕西"	"--"	"--"	"--"	"135"	"地方"	"--"	"13.0"	"--"	"D0000329"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"9.25"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00397"	"蔓生"	"陕西省农科院"	"丹凤县"	"--"	"6.9"	"--"	"--"	"11.5"	"红"	"--"	"--"	"--"	"8.5"	"--"	"JUAN XIN JI"	"褐"	"--"	"--"
"232"	"--"	"Leguminosae(豆科)"	"d32"	"红洋蔓豆"	"--"	"5.13"	"--"	"--"	"--"	"7.2"	"--"	"--"	"--"	"陕西"	"--"	"--"	"--"	"149"	"地方"	"--"	"7.5"	"--"	"D0000330"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"9.10"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00398"	"蔓生"	"陕西省农科院"	"镇安县"	"--"	"--"	"--"	"--"	"--"	"红"	"--"	"--"	"--"	"9.5"	"--"	"HONG YANG MAN DOU"	"褐"	"--"	"--"
"233"	"--"	"Leguminosae(豆科)"	"d33"	"巴山豆"	"--"	"5.13"	"--"	"--"	"--"	"17.6"	"--"	"--"	"--"	"陕西"	"--"	"--"	"--"	"147"	"地方"	"--"	"6.7"	"--"	"D0000331"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.07"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00399"	"蔓生"	"陕西省农科院"	"镇巴县"	"--"	"--"	"--"	"--"	"--"	"红"	"--"	"--"	"--"	"8.4"	"--"	"BA SHAN DOU"	"褐"	"--"	"--"
"234"	"--"	"Leguminosae(豆科)"	"d36"	"蔓豆"	"--"	"5.13"	"--"	"--"	"--"	"3.5"	"--"	"--"	"--"	"陕西"	"--"	"--"	"--"	"135"	"地方"	"--"	"6.0"	"--"	"D0000332"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"9.25"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00400"	"蔓生"	"陕西省农科院"	"富县"	"--"	"7.1"	"--"	"--"	"8.2"	"黄"	"--"	"--"	"--"	"9.4"	"--"	"MAN DOU"	"褐"	"--"	"--"
"235"	"--"	"Leguminosae(豆科)"	"d15"	"蔓豆"	"--"	"5.13"	"--"	"--"	"--"	"17.8"	"--"	"--"	"--"	"陕西"	"--"	"--"	"--"	"96"	"地方"	"--"	"5.5"	"--"	"D0000333"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"8.17"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00401"	"蔓生"	"陕西省农科院"	"宜君县"	"--"	"6.5"	"--"	"--"	"49.8"	"黄"	"--"	"--"	"--"	"7.5"	"--"	"MAN DOU"	"褐"	"--"	"--"
"236"	"--"	"Leguminosae(豆科)"	"d16"	"本地蔓豆"	"--"	"5.13"	"--"	"--"	"--"	"15.6"	"--"	"--"	"--"	"陕西"	"--"	"--"	"--"	"99"	"地方"	"--"	"6.5"	"--"	"D0000334"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"8.20"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00402"	"蔓生"	"陕西省农科院"	"铜川市"	"--"	"5.7"	"--"	"--"	"42.2"	"黄"	"--"	"--"	"--"	"8.5"	"--"	"BEN DI MAN DOU"	"褐"	"--"	"--"
"237"	"--"	"Leguminosae(豆科)"	"d37"	"巴山豆"	"--"	"5.13"	"--"	"--"	"--"	"4.9"	"--"	"--"	"--"	"陕西"	"--"	"--"	"--"	"101"	"地方"	"--"	"6.0"	"--"	"D0000335"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"8.22"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00403"	"蔓生"	"陕西省农科院"	"麟游县"	"--"	"7.1"	"--"	"--"	"11.6"	"黄"	"--"	"--"	"--"	"8.6"	"--"	"BA SHAN DOU"	"褐"	"--"	"--"
"238"	"--"	"Leguminosae(豆科)"	"1"	"饭豆"	"--"	"6.20"	"--"	"--"	"--"	"16.5"	"--"	"--"	"--"	"河北"	"--"	"--"	"4.2"	"107"	"地方"	"--"	"5.8"	"--"	"D0000974"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.05"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00896"	"半蔓生"	"河北省农科院粮油作物所"	"井陉县"	"--"	"7.4"	"--"	"--"	"29.3"	"黄白"	"--"	"--"	"--"	"8.6"	"--"	"FAN DOU"	"浅褐"	"--"	"85.0"
"239"	"--"	"Leguminosae(豆科)"	"2"	"饭豆"	"--"	"6.20"	"--"	"--"	"--"	"5.5"	"--"	"--"	"--"	"河北"	"--"	"--"	"3.4"	"107"	"地方"	"--"	"5.2"	"--"	"D0000975"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.05"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00897"	"蔓生"	"河北省农科院粮油作物所"	"井陉县"	"--"	"8.1"	"--"	"--"	"24.7"	"黄白"	"--"	"--"	"--"	"12.1"	"--"	"FAN DOU"	"浅褐"	"--"	"120.0"
"240"	"--"	"Leguminosae(豆科)"	"15"	"南豆"	"--"	"6.20"	"--"	"--"	"--"	"20.5"	"--"	"--"	"--"	"河北"	"--"	"--"	"4.7"	"107"	"地方"	"--"	"5.8"	"--"	"D0000976"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.05"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00898"	"蔓生"	"河北省农科院粮油作物所"	"元氏县"	"--"	"7.7"	"--"	"--"	"88.1"	"黄白"	"--"	"--"	"--"	"9.0"	"--"	"NAN DOU"	"浅褐"	"--"	"120.0"
"241"	"--"	"Leguminosae(豆科)"	"4"	"白饭豆"	"--"	"6.20"	"--"	"--"	"--"	"11.0"	"--"	"--"	"--"	"河北"	"--"	"--"	"3.8"	"107"	"地方"	"--"	"6.0"	"--"	"D0000977"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.05"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00899"	"蔓生"	"河北省农科院粮油作物所"	"阜平县"	"--"	"7.5"	"--"	"--"	"42.0"	"黄白"	"--"	"--"	"--"	"8.6"	"--"	"BAI FAN DOU"	"浅褐"	"--"	"110.0"
"242"	"--"	"Leguminosae(豆科)"	"5"	"江南白子豆"	"--"	"6.20"	"--"	"--"	"--"	"19.5"	"--"	"--"	"--"	"河北"	"--"	"--"	"4.8"	"107"	"地方"	"--"	"6.8"	"--"	"D0000978"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.05"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00900"	"蔓生"	"河北省农科院粮油作物所"	"阜平县"	"--"	"7.3"	"--"	"--"	"55.6"	"黄白"	"--"	"--"	"--"	"9.2"	"--"	"JIANG NAN BAI ZI DOU"	"深褐"	"--"	"110.0"
"243"	"--"	"Leguminosae(豆科)"	"7"	"白江腊小豆"	"--"	"6.20"	"--"	"--"	"--"	"13.6"	"--"	"--"	"--"	"河北"	"--"	"--"	"3.6"	"106"	"地方"	"--"	"6.5"	"--"	"D0000979"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.04"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00901"	"蔓生"	"河北省农科院粮油作物所"	"曲阳县"	"--"	"7.7"	"--"	"--"	"53.7"	"黄白"	"--"	"--"	"--"	"8.8"	"--"	"BAI JIANG LA XIAO DOU"	"浅褐"	"--"	"130.0"
"244"	"--"	"Leguminosae(豆科)"	"1566"	"饭豆"	"--"	"5.13"	"--"	"--"	"--"	"51.5"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"5.0"	"140"	"地方"	"--"	"5.4"	"--"	"D0000980"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"9.30"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00885"	"蔓生"	"黑龙江省农业科学院育种"	"--"	"--"	"9.3"	"--"	"--"	"102.5"	"黄"	"--"	"--"	"--"	"9.8"	"--"	"FAN DOU"	"浅褐"	"--"	"185.0"
"245"	"--"	"Leguminosae(豆科)"	"D029"	"饭豆"	"--"	"6.29"	"--"	"--"	"--"	"8.0"	"--"	"--"	"--"	"安徽"	"--"	"--"	"2.6"	"105"	"地方"	"--"	"5.2"	"--"	"D0000981"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.12"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00924"	"--"	"安徽省农科院作物所"	"广德"	"--"	"8.9"	"--"	"--"	"16.3"	"红"	"--"	"--"	"--"	"7.8"	"--"	"FAN DOU"	"褐"	"--"	"46.0"
"246"	"--"	"Leguminosae(豆科)"	"D034"	"红米豆"	"--"	"6.29"	"--"	"--"	"--"	"18.2"	"--"	"--"	"--"	"安徽"	"--"	"--"	"3.2"	"105"	"地方"	"--"	"6.2"	"--"	"D0000982"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.12"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00925"	"--"	"安徽省农科院作物所"	"广德"	"--"	"7.4"	"--"	"--"	"65.6"	"红"	"--"	"--"	"--"	"8.5"	"--"	"HONG MI DOU"	"褐"	"--"	"117.2"
"247"	"--"	"Leguminosae(豆科)"	"D019"	"红饭豆"	"--"	"6.29"	"--"	"--"	"--"	"6.2"	"--"	"--"	"--"	"安徽"	"--"	"--"	"2.2"	"125"	"地方"	"--"	"5.4"	"--"	"D0000983"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"11.01"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00926"	"--"	"安徽省农科院作物所"	"泾县"	"--"	"7.3"	"--"	"--"	"26.4"	"红"	"--"	"--"	"--"	"9.4"	"--"	"HONG FAN DOU"	"褐"	"--"	"31.0"
"248"	"--"	"Leguminosae(豆科)"	"D010"	"米豆"	"--"	"6.29"	"--"	"--"	"--"	"8.9"	"--"	"--"	"--"	"安徽"	"--"	"--"	"2.6"	"125"	"地方"	"--"	"4.0"	"--"	"D0000984"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"11.01"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00927"	"--"	"安徽省农科院作物所"	"休宁"	"--"	"8.6"	"--"	"--"	"28.6"	"红"	"--"	"--"	"--"	"7.6"	"--"	"MI DOU"	"褐"	"--"	"72.8"
"249"	"--"	"Leguminosae(豆科)"	"D013"	"米豆"	"--"	"6.29"	"--"	"--"	"--"	"11.6"	"--"	"--"	"--"	"安徽"	"--"	"--"	"3.2"	"125"	"地方"	"--"	"5.2"	"--"	"D0000985"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"11.01"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00928"	"--"	"安徽省农科院作物所"	"休宁"	"--"	"5.8"	"--"	"--"	"38.6"	"红"	"--"	"--"	"--"	"7.6"	"--"	"MI DOU"	"褐"	"--"	"96.4"
"250"	"--"	"Leguminosae(豆科)"	"D016"	"饭豆"	"--"	"6.29"	"--"	"--"	"--"	"7.1"	"--"	"--"	"--"	"安徽"	"--"	"--"	"2.6"	"125"	"地方"	"--"	"4.0"	"--"	"D0000986"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"11.01"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00953"	"--"	"安徽省农科院作物所"	"休宁"	"--"	"7.2"	"--"	"--"	"23.0"	"红"	"--"	"--"	"--"	"7.7"	"--"	"FAN DOU"	"褐"	"--"	"37.4"
"251"	"--"	"Leguminosae(豆科)"	"D022"	"饭豆"	"--"	"6.29"	"--"	"--"	"--"	"13.3"	"--"	"--"	"--"	"安徽"	"--"	"--"	"3.6"	"125"	"地方"	"--"	"5.4"	"--"	"D0000987"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"11.01"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00929"	"--"	"安徽省农科院作物所"	"旌德"	"--"	"7.8"	"--"	"--"	"44.4"	"红"	"--"	"--"	"--"	"8.3"	"--"	"FAN DOU"	"褐"	"--"	"101.2"
"252"	"--"	"Leguminosae(豆科)"	"D030"	"米豆"	"--"	"6.29"	"--"	"--"	"--"	"22.3"	"--"	"--"	"--"	"安徽"	"--"	"--"	"4.6"	"121"	"地方"	"--"	"5.8"	"--"	"D0000988"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.28"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00930"	"--"	"安徽省农科院作物所"	"旌德"	"--"	"7.9"	"--"	"--"	"46.8"	"红"	"--"	"--"	"--"	"9.7"	"--"	"MI DOU"	"褐"	"--"	"107.0"
"253"	"--"	"Leguminosae(豆科)"	"D023"	"饭豆"	"--"	"6.29"	"--"	"--"	"--"	"14.9"	"--"	"--"	"--"	"安徽"	"--"	"--"	"2.8"	"109"	"地方"	"--"	"5.5"	"--"	"D0000989"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.16"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00931"	"--"	"安徽省农科院作物所"	"绩溪"	"--"	"6.3"	"--"	"--"	"46.6"	"红"	"--"	"--"	"--"	"7.9"	"--"	"FAN DOU"	"褐"	"--"	"65.0"
