"id"	"蛋氨酸"	"科名"	"保存编号"	"品种名称"	"谷氨酸"	"播种期"	"天冬氨酸"	"精氨酸"	"丙氨酸"	"单株产量"	"总和"	"酪氨酸"	"异亮氨酸"	"省"	"色氨酸"	"组氨酸"	"分枝数"	"全生育日数"	"样品类型"	"总淀粉"	"百粒重"	"苏氨酸"	"统一编号"	"苯丙氨酸"	"学名"	"粒形"	"胱氨酸"	"支链淀粉"	"花色"	"粗脂肪"	"成熟期"	"粗蛋白"	"结荚习性"	"属名"	"亮氨酸"	"库编号"	"生长习性"	"保存单位"	"原产地"	"甘氨酸"	"单荚粒数"	"缬氨酸"	"直链淀粉"	"单株荚数"	"粒色"	"备注"	"脯氨酸"	"赖氨酸"	"荚长"	"丝氨酸"	"译名"	"荚色"	"种子来源"	"株高"
"1"	"--"	"Leguminosae(豆科)"	"H0232"	"饭豆"	"--"	"6.25"	"--"	"--"	"--"	"25.4"	"--"	"--"	"--"	"江苏"	"--"	"--"	"4.0"	"102"	"地方"	"--"	"5.6"	"--"	"D0000366"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.05"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"--"	"蔓生"	"中国农科院品资所"	"江苏如东县"	"--"	"8.1"	"--"	"--"	"56.0"	"红"	"株高为150以上"	"--"	"--"	"8.3"	"--"	"FAN DOU"	"褐"	"--"	"--"
"2"	"--"	"Leguminosae(豆科)"	"H0104"	"饭豆"	"--"	"6.21"	"--"	"--"	"--"	"23.2"	"--"	"--"	"--"	"海南"	"--"	"--"	"4.0"	"116"	"地方"	"--"	"5.4"	"--"	"D0000367"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.15"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"--"	"蔓生"	"中国农科院品资所"	"海南崖县"	"--"	"8.0"	"--"	"--"	"53.0"	"黄"	"株高为150以上"	"--"	"--"	"8.2"	"--"	"FAN DOU"	"浅褐"	"--"	"--"
"3"	"--"	"Leguminosae(豆科)"	"81-1073"	"红蔓豆"	"--"	"5.14"	"--"	"--"	"--"	"24.2"	"--"	"--"	"--"	"山西"	"--"	"--"	"2.5"	"117"	"地方"	"--"	"6.2"	"--"	"D0000368"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"9.08"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00782"	"蔓生"	"山西农科院品资所"	"襄垣县"	"--"	"10.0"	"--"	"--"	"39.0"	"红"	"--"	"--"	"--"	"9.6"	"--"	"HONG MAN DOU"	"黑"	"--"	"260.0"
"4"	"--"	"Leguminosae(豆科)"	"81-1078"	"小药豆(红)"	"--"	"5.14"	"--"	"--"	"--"	"53.9"	"--"	"--"	"--"	"山西"	"--"	"--"	"2.5"	"143"	"地方"	"--"	"6.4"	"--"	"D0000369"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.14"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00905"	"蔓生"	"山西农科院品资所"	"晋城市"	"--"	"10.2"	"--"	"--"	"82.5"	"红"	"--"	"--"	"--"	"10.9"	"--"	"XIAO YAO DOU (HONG )"	"黑"	"--"	"212.5"
"5"	"--"	"Leguminosae(豆科)"	"81-1058"	"红蔓豆"	"--"	"5.14"	"--"	"--"	"--"	"12.5"	"--"	"--"	"--"	"山西"	"--"	"--"	"1.5"	"131"	"地方"	"--"	"7.6"	"--"	"D0000370"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"9.22"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00783"	"蔓生"	"山西农科院品资所"	"陵川县"	"--"	"8.2"	"--"	"--"	"20.0"	"红"	"--"	"--"	"--"	"8.3"	"--"	"HONG MAN DOU"	"黑"	"--"	"156.5"
"6"	"--"	"Leguminosae(豆科)"	"81-1054"	"红南豆"	"--"	"5.14"	"--"	"--"	"--"	"12.7"	"--"	"--"	"--"	"山西"	"--"	"--"	"2.0"	"122"	"地方"	"--"	"5.5"	"--"	"D0000371"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"9.13"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00784"	"蔓生"	"山西农科院品资所"	"左权县"	"--"	"7.2"	"--"	"--"	"32.0"	"红"	"--"	"--"	"--"	"8.0"	"--"	"HONG NAN DOU"	"黑"	"--"	"185.0"
"7"	"--"	"Leguminosae(豆科)"	"81-1102"	"红蔓小豆"	"--"	"5.14"	"--"	"--"	"--"	"16.8"	"--"	"--"	"--"	"山西"	"--"	"--"	"3.5"	"151"	"地方"	"--"	"5.7"	"--"	"D0000372"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.12"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01330"	"蔓生"	"山西农科院品资所"	"翼城县"	"--"	"9.5"	"--"	"--"	"32.0"	"红"	"--"	"--"	"--"	"9.8"	"--"	"HONG MAN XIAO DOU"	"黑"	"--"	"180.0"
"8"	"--"	"Leguminosae(豆科)"	"81-1105"	"红蔓小豆"	"--"	"5.14"	"--"	"--"	"--"	"33.3"	"--"	"--"	"--"	"山西"	"--"	"--"	"2.0"	"151"	"地方"	"--"	"5.9"	"--"	"D0000373"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.12"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00785"	"蔓生"	"山西农科院品资所"	"翼城县"	"--"	"9.5"	"--"	"--"	"59.5"	"红"	"--"	"--"	"--"	"9.3"	"--"	"HONG MAN XIAO DOU"	"褐"	"--"	"190.0"
"9"	"--"	"Leguminosae(豆科)"	"81-1095"	"红蔓小豆"	"--"	"5.14"	"--"	"--"	"--"	"18.7"	"--"	"--"	"--"	"山西"	"--"	"--"	"2.0"	"151"	"地方"	"--"	"8.3"	"--"	"D0000374"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.12"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00786"	"蔓生"	"山西农科院品资所"	"浮山县"	"--"	"8.5"	"--"	"--"	"26.5"	"红"	"--"	"--"	"--"	"9.6"	"--"	"HONG MAN XIAO DOU"	"黑"	"--"	"155.0"
"10"	"--"	"Leguminosae(豆科)"	"81-1051"	"红蔓豆"	"--"	"5.14"	"--"	"--"	"--"	"27.5"	"--"	"--"	"--"	"山西"	"--"	"--"	"3.5"	"143"	"地方"	"--"	"6.3"	"--"	"D0000375"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.04"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00787"	"蔓生"	"山西农科院品资所"	"垣曲县"	"--"	"9.3"	"--"	"--"	"47.0"	"红"	"--"	"--"	"--"	"9.8"	"--"	"HONG MAN DOU"	"黑"	"--"	"240.0"
"11"	"--"	"Leguminosae(豆科)"	"81-1125"	"红蛮豆"	"--"	"5.14"	"--"	"--"	"--"	"23.1"	"--"	"--"	"--"	"山西"	"--"	"--"	"2.0"	"151"	"地方"	"--"	"6.2"	"--"	"D0000376"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.12"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00788"	"半蔓生"	"山西农科院品资所"	"芮城县"	"--"	"10.8"	"--"	"--"	"34.0"	"红"	"--"	"--"	"--"	"10.8"	"--"	"HONG MAN DOU"	"黑"	"--"	"210.0"
"12"	"--"	"Leguminosae(豆科)"	"81-1127"	"红蛮豆"	"--"	"5.14"	"--"	"--"	"--"	"58.5"	"--"	"--"	"--"	"山西"	"--"	"--"	"4.0"	"143"	"地方"	"--"	"7.0"	"--"	"D0000377"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.04"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00789"	"半蔓生"	"山西农科院品资所"	"芮城县"	"--"	"8.8"	"--"	"--"	"95.0"	"红"	"--"	"--"	"--"	"9.3"	"--"	"HONG MAN DOU"	"黑"	"--"	"210.0"
"13"	"--"	"Leguminosae(豆科)"	"81-1122"	"蔓小豆"	"--"	"5.14"	"--"	"--"	"--"	"39.4"	"--"	"--"	"--"	"山西"	"--"	"--"	"4.0"	"151"	"地方"	"--"	"5.8"	"--"	"D0000378"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.12"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00906"	"半蔓生"	"山西农科院品资所"	"新绛县"	"--"	"8.7"	"--"	"--"	"78.0"	"红"	"--"	"--"	"--"	"10.3"	"--"	"MAN XIAO DOU"	"黑"	"--"	"110.0"
"14"	"--"	"Leguminosae(豆科)"	"81-1116"	"红蔓豆"	"--"	"5.14"	"--"	"--"	"--"	"43.9"	"--"	"--"	"--"	"山西"	"--"	"--"	"4.5"	"143"	"地方"	"--"	"5.7"	"--"	"D0000379"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.04"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00907"	"蔓生"	"山西农科院品资所"	"夏县"	"--"	"9.8"	"--"	"--"	"78.5"	"红"	"--"	"--"	"--"	"9.9"	"--"	"HONG MAN DOU"	"褐"	"--"	"250.0"
"15"	"--"	"Leguminosae(豆科)"	"81-1120"	"红蔓小豆"	"--"	"5.14"	"--"	"--"	"--"	"31.6"	"--"	"--"	"--"	"山西"	"--"	"--"	"2.5"	"143"	"地方"	"--"	"5.8"	"--"	"D0000380"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.04"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00790"	"蔓生"	"山西农科院品资所"	"绛县"	"--"	"9.3"	"--"	"--"	"58.5"	"红"	"--"	"--"	"--"	"9.8"	"--"	"HONG MAN XIAO DOU"	"褐"	"--"	"133.0"
"16"	"--"	"Leguminosae(豆科)"	"81-1142"	"红蔓豆"	"--"	"5.14"	"--"	"--"	"--"	"15.2"	"--"	"--"	"--"	"山西"	"--"	"--"	"1.0"	"143"	"地方"	"--"	"5.7"	"--"	"D0000381"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.04"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00791"	"蔓生"	"山西农科院品资所"	"平陆县"	"--"	"9.2"	"--"	"--"	"29.0"	"红"	"--"	"--"	"--"	"9.4"	"--"	"HONG MAN DOU"	"黑"	"--"	"225.0"
"17"	"--"	"Leguminosae(豆科)"	"81-1140"	"红蔓豆"	"--"	"5.14"	"--"	"--"	"--"	"63.9"	"--"	"--"	"--"	"山西"	"--"	"--"	"3.0"	"143"	"地方"	"--"	"6.4"	"--"	"D0000382"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.04"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00908"	"半蔓生"	"山西农科院品资所"	"平陆县"	"--"	"10.3"	"--"	"--"	"97.0"	"红"	"--"	"--"	"--"	"10.6"	"--"	"HONG MAN DOU"	"黑"	"--"	"180.0"
"18"	"--"	"Leguminosae(豆科)"	"81-1137"	"蔓豆"	"--"	"5.14"	"--"	"--"	"--"	"78.4"	"--"	"--"	"--"	"山西"	"--"	"--"	"2.5"	"143"	"地方"	"--"	"7.8"	"--"	"D0000383"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.04"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01331"	"蔓生"	"山西农科院品资所"	"平陆县"	"--"	"10.0"	"--"	"--"	"100.5"	"红"	"--"	"--"	"--"	"9.6"	"--"	"MAN DOU"	"黑"	"--"	"92.5"
"19"	"--"	"Leguminosae(豆科)"	"81-1138"	"红蔓豆"	"--"	"5.14"	"--"	"--"	"--"	"25.6"	"--"	"--"	"--"	"山西"	"--"	"--"	"0.5"	"143"	"地方"	"--"	"6.6"	"--"	"D0000384"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.04"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00792"	"半蔓生"	"山西农科院品资所"	"平陆县"	"--"	"8.8"	"--"	"--"	"44.1"	"红"	"--"	"--"	"--"	"9.5"	"--"	"HONG MAN DOU"	"黑"	"--"	"237.5"
"20"	"--"	"Leguminosae(豆科)"	"81-1144"	"红蔓豆"	"--"	"5.14"	"--"	"--"	"--"	"13.2"	"--"	"--"	"--"	"山西"	"--"	"--"	"0.5"	"143"	"地方"	"--"	"5.7"	"--"	"D0000385"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.04"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01332"	"蔓生"	"山西农科院品资所"	"平陆县"	"--"	"10.5"	"--"	"--"	"22.0"	"红"	"--"	"--"	"--"	"10.5"	"--"	"HONG MAN DOU"	"黑"	"--"	"190.0"
"21"	"--"	"Leguminosae(豆科)"	"81-1083"	"爬蔓豆"	"--"	"5.14"	"--"	"--"	"--"	"15.6"	"--"	"--"	"--"	"山西"	"--"	"--"	"1.0"	"151"	"地方"	"--"	"5.8"	"--"	"D0000414"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.12"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01339"	"蔓生"	"山西农科院品资所"	"临汾市"	"--"	"8.3"	"--"	"--"	"32.5"	"黄"	"--"	"--"	"--"	"8.8"	"--"	"PA MAN DOU"	"黑"	"--"	"210.0"
"22"	"--"	"Leguminosae(豆科)"	"81-1112"	"芒小豆"	"--"	"5.14"	"--"	"--"	"--"	"31.7"	"--"	"--"	"--"	"山西"	"--"	"--"	"5.0"	"151"	"地方"	"--"	"7.0"	"--"	"D0000415"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.12"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01340"	"蔓生"	"山西农科院品资所"	"汾西县"	"--"	"8.8"	"--"	"--"	"52.0"	"黄"	"--"	"--"	"--"	"9.5"	"--"	"MANG XIAO DOU"	"褐"	"--"	"160.0"
"23"	"--"	"Leguminosae(豆科)"	"81-1084"	"蛮豆"	"--"	"5.14"	"--"	"--"	"--"	"11.5"	"--"	"--"	"--"	"山西"	"--"	"--"	"1.5"	"151"	"地方"	"--"	"6.6"	"--"	"D0000416"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.12"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00916"	"蔓生"	"山西农科院品资所"	"安择县"	"--"	"8.1"	"--"	"--"	"21.5"	"黄"	"--"	"--"	"--"	"10.2"	"--"	"MAN DOU"	"黑"	"--"	"155.0"
"24"	"--"	"Leguminosae(豆科)"	"81-1085"	"青蛮豆"	"--"	"5.14"	"--"	"--"	"--"	"17.4"	"--"	"--"	"--"	"山西"	"--"	"--"	"2.0"	"151"	"地方"	"--"	"6.2"	"--"	"D0000417"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.12"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01341"	"蔓生"	"山西农科院品资所"	"安择县"	"--"	"8.0"	"--"	"--"	"35.0"	"黄"	"--"	"--"	"--"	"9.1"	"--"	"QING MAN DOU"	"黑"	"--"	"255.0"
"25"	"--"	"Leguminosae(豆科)"	"81-1087"	"蛮小豆"	"--"	"5.14"	"--"	"--"	"--"	"17.0"	"--"	"--"	"--"	"山西"	"--"	"--"	"4.0"	"151"	"地方"	"--"	"7.0"	"--"	"D0000418"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.12"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00806"	"蔓生"	"山西农科院品资所"	"古县"	"--"	"9.5"	"--"	"--"	"25.5"	"黄"	"--"	"--"	"--"	"9.4"	"--"	"MAN XIAO DOU"	"褐"	"--"	"210.0"
"26"	"--"	"Leguminosae(豆科)"	"81-1108"	"蔓小豆"	"--"	"5.14"	"--"	"--"	"--"	"37.9"	"--"	"--"	"--"	"山西"	"--"	"--"	"3.0"	"151"	"地方"	"--"	"7.0"	"--"	"D0000419"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.12"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01342"	"蔓生"	"山西农科院品资所"	"翼城县"	"--"	"10.3"	"--"	"--"	"52.5"	"黄"	"--"	"--"	"--"	"10.3"	"--"	"MAN XIAO DOU"	"黑"	"--"	"290.0"
"27"	"--"	"Leguminosae(豆科)"	"81-1107"	"蔓小豆"	"--"	"5.14"	"--"	"--"	"--"	"24.0"	"--"	"--"	"--"	"山西"	"--"	"--"	"3.5"	"151"	"地方"	"--"	"6.1"	"--"	"D0000420"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.12"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00807"	"蔓生"	"山西农科院品资所"	"翼城县"	"--"	"10.2"	"--"	"--"	"38.5"	"黄"	"--"	"--"	"--"	"10.2"	"--"	"MAN XIAO DOU"	"褐"	"--"	"280.0"
"28"	"--"	"Leguminosae(豆科)"	"81-1106"	"蔓小豆"	"--"	"5.14"	"--"	"--"	"--"	"18.2"	"--"	"--"	"--"	"山西"	"--"	"--"	"4.0"	"151"	"地方"	"--"	"6.1"	"--"	"D0000421"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.12"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01343"	"蔓生"	"山西农科院品资所"	"翼城县"	"--"	"9.3"	"--"	"--"	"32.0"	"黄"	"--"	"--"	"--"	"9.3"	"--"	"MAN XIAO DOU"	"黑"	"--"	"215.0"
"29"	"--"	"Leguminosae(豆科)"	"81-1104"	"蔓小豆"	"--"	"5.14"	"--"	"--"	"--"	"36.7"	"--"	"--"	"--"	"山西"	"--"	"--"	"4.5"	"151"	"地方"	"--"	"6.2"	"--"	"D0000422"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.12"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00808"	"蔓生"	"山西农科院品资所"	"翼城县"	"--"	"9.7"	"--"	"--"	"61.0"	"黄"	"--"	"--"	"--"	"9.9"	"--"	"MAN XIAO DOU"	"黑"	"--"	"275.0"
"30"	"--"	"Leguminosae(豆科)"	"81-1103"	"蔓小豆"	"--"	"5.14"	"--"	"--"	"--"	"18.3"	"--"	"--"	"--"	"山西"	"--"	"--"	"4.0"	"143"	"地方"	"--"	"6.5"	"--"	"D0000423"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.04"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00809"	"蔓生"	"山西农科院品资所"	"翼城县"	"--"	"8.8"	"--"	"--"	"32.0"	"黄"	"--"	"--"	"--"	"9.8"	"--"	"MAN XIAO DOU"	"黑"	"--"	"220.0"
"31"	"--"	"Leguminosae(豆科)"	"81-1101"	"蔓小豆"	"--"	"5.14"	"--"	"--"	"--"	"22.9"	"--"	"--"	"--"	"山西"	"--"	"--"	"3.5"	"151"	"地方"	"--"	"6.3"	"--"	"D0000424"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.12"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01344"	"蔓生"	"山西农科院品资所"	"翼城县"	"--"	"9.2"	"--"	"--"	"39.5"	"黄"	"--"	"--"	"--"	"9.2"	"--"	"MAN XIAO DOU"	"红"	"--"	"225.0"
"32"	"--"	"Leguminosae(豆科)"	"81-1111"	"长小豆"	"--"	"5.14"	"--"	"--"	"--"	"30.0"	"--"	"--"	"--"	"山西"	"--"	"--"	"4.0"	"143"	"地方"	"--"	"7.2"	"--"	"D0000425"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.04"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01345"	"蔓生"	"山西农科院品资所"	"古县"	"--"	"9.8"	"--"	"--"	"42.5"	"黄"	"--"	"--"	"--"	"10.8"	"--"	"CHANG XIAO DOU"	"黑"	"--"	"200.0"
"33"	"--"	"Leguminosae(豆科)"	"81-1110"	"芒小豆"	"--"	"5.14"	"--"	"--"	"--"	"43.3"	"--"	"--"	"--"	"山西"	"--"	"--"	"3.5"	"151"	"地方"	"--"	"7.7"	"--"	"D0000426"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.12"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01346"	"蔓生"	"山西农科院品资所"	"大宁县"	"--"	"9.3"	"--"	"--"	"60.5"	"黄"	"--"	"--"	"--"	"9.3"	"--"	"MANG XIAO DOU"	"褐"	"--"	"275.0"
"34"	"--"	"Leguminosae(豆科)"	"81-1109"	"芒小豆"	"--"	"5.14"	"--"	"--"	"--"	"33.5"	"--"	"--"	"--"	"山西"	"--"	"--"	"3.5"	"151"	"地方"	"--"	"6.7"	"--"	"D0000427"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.12"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01347"	"蔓生"	"山西农科院品资所"	"大宁县"	"--"	"9.8"	"--"	"--"	"51.0"	"黄"	"--"	"--"	"--"	"9.8"	"--"	"MANG XIAO DOU"	"褐"	"--"	"240.0"
"35"	"--"	"Leguminosae(豆科)"	"81-1100"	"芒小豆"	"--"	"5.14"	"--"	"--"	"--"	"19.6"	"--"	"--"	"--"	"山西"	"--"	"--"	"5.0"	"151"	"地方"	"--"	"6.5"	"--"	"D0000428"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.12"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01354"	"蔓生"	"山西农科院品资所"	"隰县"	"--"	"8.5"	"--"	"--"	"35.5"	"黄"	"--"	"--"	"--"	"10.9"	"--"	"MANG XIAO DOU"	"褐"	"--"	"180.0"
"36"	"--"	"Leguminosae(豆科)"	"81-1099"	"芒小豆"	"--"	"5.14"	"--"	"--"	"--"	"21.1"	"--"	"--"	"--"	"山西"	"--"	"--"	"4.5"	"151"	"地方"	"--"	"7.4"	"--"	"D0000429"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.12"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01355"	"蔓生"	"山西农科院品资所"	"隰县"	"--"	"10.0"	"--"	"--"	"28.5"	"黄"	"--"	"--"	"--"	"10.9"	"--"	"MANG XIAO DOU"	"褐"	"--"	"240.0"
"37"	"--"	"Leguminosae(豆科)"	"81-1088"	"长粒红小豆"	"--"	"5.14"	"--"	"--"	"--"	"29.7"	"--"	"--"	"--"	"山西"	"--"	"--"	"1.5"	"151"	"地方"	"--"	"5.3"	"--"	"D0000430"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.12"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"--"	"蔓生"	"山西农科院品资所"	"候马市"	"--"	"10.0"	"--"	"--"	"56.0"	"黄"	"--"	"--"	"--"	"10.9"	"--"	"CHANG LI HONG XIAO DOU"	"褐"	"--"	"232.5"
"38"	"--"	"Leguminosae(豆科)"	"81-1098"	"芒小豆"	"--"	"5.14"	"--"	"--"	"--"	"27.7"	"--"	"--"	"--"	"山西"	"--"	"--"	"0.5"	"151"	"地方"	"--"	"8.7"	"--"	"D0000431"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.12"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00810"	"蔓生"	"山西农科院品资所"	"永和县"	"--"	"8.5"	"--"	"--"	"37.5"	"黄"	"--"	"--"	"--"	"9.8"	"--"	"MANG XIAO DOU"	"褐"	"--"	"245.0"
"39"	"--"	"Leguminosae(豆科)"	"81-1097"	"芒小豆"	"--"	"5.14"	"--"	"--"	"--"	"51.5"	"--"	"--"	"--"	"山西"	"--"	"--"	"3.5"	"151"	"地方"	"--"	"7.6"	"--"	"D0000432"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.12"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G00811"	"蔓生"	"山西农科院品资所"	"永和县"	"--"	"10.5"	"--"	"--"	"64.5"	"黄"	"--"	"--"	"--"	"11.6"	"--"	"MANG XIAO DOU"	"褐"	"--"	"260.0"
"40"	"--"	"Leguminosae(豆科)"	"81-1096"	"芒小豆"	"--"	"5.14"	"--"	"--"	"--"	"27.1"	"--"	"--"	"--"	"山西"	"--"	"--"	"1.5"	"151"	"地方"	"--"	"8.5"	"--"	"D0000433"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"10.12"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"--"	"蔓生"	"山西农科院品资所"	"永和县"	"--"	"9.5"	"--"	"--"	"33.5"	"黄"	"--"	"--"	"--"	"10.9"	"--"	"MANG XIAO DOU"	"褐"	"--"	"110.0"
