"id"	"统一编号"	"品种名称"	"高程"	"东经"	"北纬"	"原产地"	"保存单位"	"单位编号"	"籼粳"	"早中晚"	"水陆"	"粘糯"	"米色"	"米香"	"芒长"	"粒形状"	"粒长度"	"长宽比"	"颖尖色"	"颖壳色"	"颖毛有无"	"护颖长短"	"颖尖弯直"	"株高"	"出穗期"	"糙米率"	"精米率"	"垩白率"	"蛋白质"	"赖氨酸"	"总淀粉"	"直链淀粉"	"支链淀粉"	"糊化温度"	"胶稠度"	"苗瘟"	"白叶枯"	"纹枯病"	"褐稻虱"	"白背飞虱"	"芽期耐寒"	"苗期耐旱"	"耐盐"	"路径"	"稻区"
"2053"	"21-03828"	"小黄糯"	"920"	"9858"	"2404"	"镇康县"	"Null"	"30(47)-1-2"	"籼"	"Null"	"水"	"糯"	"白"	"Null"	"无"	"细长"	"长"	"Null"	"秆黄"	"黄"	"Null"	"Null"	"Null"	"148"	"10.08"											"7"	"9"				"5"	"5"		"云南"	"1-2"
"2054"	"21-03831"	"饭考皮"	"920"	"9858"	"2404"	"镇康县"	"Null"	"30(88)-2-1"	"籼"	"Null"	"陆"	"粘"	"红"	"无"	"无"	"椭圆"	"中"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"124"	"9.17"											"6"	"9"				"7"			"云南"	"1-2"
"2055"	"21-03832"	"乌咀糯"	"920"	"9858"	"2404"	"镇康县"	"Null"	"30(90)-4-2"	"籼"	"Null"	"陆"	"粘"	"白"	"Null"	"无"	"细长"	"特长"	"Null"	"紫褐"	"紫褐斑秆黄"	"Null"	"Null"	"Null"	"110"	"9.27"											"6"	"7"		"9"	"9"	"9"			"云南"	"1-2"
"2056"	"21-03833"	"迟考皮"	"920"	"9858"	"2404"	"镇康县"	"Null"	"30(91)-1-1"	"籼"	"Null"	"陆"	"糯"	"红"	"Null"	"无"	"细长"	"特长"	"Null"	"紫褐"	"紫褐斑秆黄"	"Null"	"Null"	"Null"	"142"	"10.08"											"1"	"9"				"9"			"云南"	"1-2"
"2057"	"21-03834"	"大白壳糯"	"920"	"9858"	"2404"	"镇康县"	"Null"	"30(108)-1-2"	"籼"	"Null"	"陆"	"粘"	"白"	"Null"	"无"	"细长"	"特长"	"Null"	"秆黄"	"秆黄"	"Null"	"Null"	"Null"	"149"	"10.14"																	"9"		"云南"	"1-2"
"2058"	"21-03835"	"红长芒"	"920"	"9858"	"2404"	"镇康县"	"Null"	"30(53)-1-1"	"粳"	"Null"	"水"	"粘"	"白"	"无"	"长"	"椭圆"	"中"	"中"	"红褐"	"赤褐斑秆黄"	"有"	"短"	"直"	"136"	"9.21"											"3"	"7"			"1"				"云南"	"1-2"
"2059"	"21-03849"	"盐酸糯"	"920"	"9858"	"2404"	"镇康县"	"Null"	"30(67)-3-2"	"粳"	"Null"	"水"	"糯、粘"	"白"	"Null"	"短"	"阔卵"	"中"	"Null"	"紫褐"	"赤褐斑块"	"Null"	"Null"	"Null"	"130"	"9.22"											"7"					"7"	"5"		"云南"	"1-2"
"2060"	"21-03855"	"冷水背子糯"	"920"	"9858"	"2404"	"镇康县"	"Null"	"30(73)-3-2"	"粳"	"Null"	"水"	"糯"	"白"	"Null"	"无"	"阔卵"	"中"	"Null"	"红褐"	"秆黄"	"Null"	"Null"	"Null"	"169"	"10.07"											"7"	"9"					"5"		"云南"	"1-2"
"2061"	"21-03865"	"考囡秧"	"920"	"9858"	"2404"	"镇康县"	"Null"	"30(81)-4-1"	"粳"	"Null"	"陆"	"粘"	"红"	"无"	"无"	"阔卵"	"长"	"中"	"紫褐"	"秆黄"	"有"	"短"	"直"	"123"	"9.12"											"5"	"9"		"9"	"7"				"云南"	"1-2"
"2062"	"21-03874"	"小团壳糯"	"920"	"9858"	"2404"	"镇康县"	"Null"	"30(100)-4-1"	"粳"	"Null"	"陆"	"粘"	"白"	"Null"	"无"	"阔卵"	"长"	"Null"	"秆黄"	"秆黄"	"Null"	"Null"	"Null"	"112"	"9.15"											"3"	"3"		"9"	"9"				"云南"	"1-2"
"2063"	"21-03876"	"细红谷"	"920"	"9858"	"2404"	"镇康县"	"Null"	"30(103)-4-1"	"粳"	"Null"	"陆"	"粘"	"Null"	"Null"	"Null"	"Null"	"中"	"Null"	"Null"	"Null"	"Null"	"Null"	"Null"	"110"	"9.12"											"7"	"9"				"9"			"云南"	"1-2"
"2064"	"21-03879"	"饭毫皮"	"920"	"9858"	"2404"	"镇康县"	"Null"	"30(111)-4-1"	"籼"	"Null"	"陆"	"粘"	"红"	"无"	"无"	"椭圆"	"中"	"中"	"秆黄"	"秆黄"	"有"	"短"	"直"	"105"	"9.19"											"6"	"9"		"9"	"9"	"9"			"云南"	"1-2"
"2065"	"21-03884"	"马鹿白糯"	"920"	"9858"	"2404"	"镇康县"	"Null"	"30(93)-4-2"	"粳"	"Null"	"陆"	"糯"	"白"	"无"	"无"	"椭圆"	"特长"	"中"	"秆黄"	"赤褐"	"无"	"短"	"直"	"120"	"9.14"											"6"	"7"							"云南"	"1-2"
