"id"	"科名"	"可溶固形物"	"品种名称"	"省"	"原产地"	"可食率"	"外观评价"	"内质评价"	"维生素C"	"种子数"	"风味"	"特异及用途"	"柠檬酸"	"单果重评价"	"果实成熟期"	"肉质"	"成熟期评价"	"学名"	"统一编号"	"译名"	"单果重G"	"属名"	"色泽"	"粗细"	"总糖"	"果汁"
"274"	"Rutaceae(芸香科)"	"8.20"	"摩洛哥酸橙"	"国外"	"摩洛哥"	"54.17"	"差"	"下"	"30.50"	"27.8"	"酸苦"	"砧木"	"4.02"	"中小"	"12月上"	"较软"	"中"	"Citrus aurantium L.(酸橙)"	"GJLA0373"	"MO LUO GE SUAN CHENG"	"122.0"	"Citrus(柑橘属)"	"深橙"	"较粗"	"4.02"	"36.46"
"275"	"Rutaceae(芸香科)"	"8.70"	"朱栾"	"浙江"	"浙江黄岩"	"55.31"	"较差"	"下"	"56.70"	"28.1"	"酸苦"	"药用,砧木"	"2.80"	"中"	"12月上"	"较软"	"中"	"Citrus aurantium L.(酸橙)"	"GJLA0374"	"ZHU LUAN"	"183.0"	"Citrus(柑橘属)"	"深橙"	"粗"	"5.14"	"34.81"
"276"	"Rutaceae(芸香科)"	"8.00"	"鲁比杜克斯"	"国外"	"墨西哥"	"51.90"	"差"	"下"	"28.60"	"20.7"	"酸苦"	"砧木"	"3.84"	"中小"	"11月下"	"较软"	"中"	"Citrus aurantium L.(酸橙)"	"GJLA0375"	"LU BI DU KE SI"	"134.0"	"Citrus(柑橘属)"	"深橙"	"较粗"	"3.36"	"33.99"
"277"	"Rutaceae(芸香科)"	"9.00"	"澳大利亚酸橙"	"国外"	"墨西哥"	"76.43"	"差"	"下"	"27.90"	"13.7"	"酸苦"	"砧木"	"2.45"	"大"	"11月下"	"较软"	"中"	"Citrus aurantium L.(酸橙)"	"GJLA0376"	"AO DA LI YA SUAN CHENG"	"265.0"	"Citrus(柑橘属)"	"橙"	"光滑"	"5.78"	"67.57"
"278"	"Rutaceae(芸香科)"	"9.00"	"非洲酸橙"	"国外"	"墨西哥"	"45.20"	"差"	"下"	"29.50"	"18.7"	"酸苦"	"砧木"	"3.55"	"中"	"11月下"	"较软"	"中"	"Citrus aurantium L.(酸橙)"	"GJLA0377"	"FEI ZHOU SUAN CHENG"	"152.0"	"Citrus(柑橘属)"	"深橙"	"粗"	"4.60"	"60.29"
"279"	"Rutaceae(芸香科)"	"9.00"	"彼得甜酸橙"	"国外"	"澳大利亚"	"48.60"	"差"	"下"	"61.20"	"15.0"	"酸苦"	"砧木"	"1.43"	"中小"	"11月下"	"较软"	"中"	"Citrus aurantium L.(酸橙)"	"GJLA0378"	"BI DE TIAN SUAN CHENG"	"143.0"	"Citrus(柑橘属)"	"橙红"	"粗"	"6.76"	"31.46"
"280"	"Rutaceae(芸香科)"	"7.00"	"西班牙酸橙"	"国外"	"美国"	"58.38"	"较差"	"下"	"34.30"	"21.7"	"酸苦"	"砧木"	"3.34"	"中小"	"12月上"	"较软"	"中"	"Citrus aurantium L.(酸橙)"	"GJLA0379"	"XI BAN YA SUAN CHENG"	"111.0"	"Citrus(柑橘属)"	"橙红"	"粗"	"5.00"	"44.14"
"281"	"Rutaceae(芸香科)"	"9.20"	"宜宾酸橙"	"四川"	"四川宜宾"	"52.42"	"中"	"下"	"38.00"	"20.8"	"酸苦"	"砧木"	"1.32"	"中大"	"12月上"	"较软"	"中"	"Citrus aurantium L.(酸橙)"	"GJLA0380"	"YI BIN SUAN CHENG"	"248.0"	"Citrus(柑橘属)"	"橙黄"	"粗"	"6.61"	"36.67"
"282"	"Rutaceae(芸香科)"	"8.00"	"澳州酸橙(墨西哥)"	"国外"	"墨西哥"	"58.61"	"差"	"下"	"31.30"	"11.0"	"酸苦"	"砧木"	"5.32"	"中小"	"12月"	"较软"	"中"	"Citrus aurantium L.(酸橙)"	"GJLA0381"	"AO ZHOU SUAN CHENG (MO XI GE )"	"104.0"	"Citrus(柑橘属)"	"橙红"	"粗"	"2.57"	"34.09"
"283"	"Rutaceae(芸香科)"	"8.50"	"南庄橙"	"国外"	"日本"	"59.29"	"差"	"下"	"24.70"	"27.0"	"酸苦"	"砧木"	"5.05"	"中"	"11月下"	"较嫩"	"中"	"Citrus aurantium L.(酸橙)"	"GJLA0382"	"NAN ZHUANG CHENG"	"161.0"	"Citrus(柑橘属)"	"橙红"	"较粗"	"3.02"	"43.52"
"284"	"Rutaceae(芸香科)"	"8.70"	"意大利酸橙"	"国外"	"意大利"	"50.80"	"差"	"下"	"29.90"	"22.1"	"酸苦"	"较耐盐,砧木"	"3.59"	"中"	"11月下"	"较嫩"	"中"	"Citrus aurantium L.(酸橙)"	"GJLA0383"	"YI DA LI SUAN CHENG"	"153.0"	"Citrus(柑橘属)"	"深橙"	"很粗"	"5.14"	"31.72"
"285"	"Rutaceae(芸香科)"	"10.00"	"金弹(宁波)"	"浙江"	"浙江宁波"	"--"	"好"	"中上"	"18.20"	"5.4"	"皮甜,肉酸,香"	"鲜食,加工,观赏"	"2.66"	"很小"	"11月上中"	"较脆"	"中"	"Fortunella crassifolia Swingle(金弹)"	"GJLF0384"	"JIN DAN (NING BO )"	"11.0"	"Fortunella(金柑属)"	"橙"	"细"	"7.10"	"--"
"286"	"Rutaceae(芸香科)"	"10.50"	"罗浮(宁波)"	"浙江"	"浙江宁波"	"--"	"中"	"中"	"39.40"	"6.2"	"皮甜,肉偏酸"	"单胚,加工,观赏"	"5.96"	"很小"	"11月上中"	"较脆"	"中"	"Fortunella maragarita Swingle(罗浮)"	"GJLF0385"	"LUO FU (NING BO )"	"10.0"	"Fortunella(金柑属)"	"橙"	"中"	"4.96"	"--"
"287"	"Rutaceae(芸香科)"	"13.00"	"金弹(融安)"	"广西"	"广西融安"	"--"	"好"	"中上"	"21.10"	"6.5"	"皮甜,肉酸,香"	"鲜食,加工,观赏"	"2.42"	"很小"	"11月上中"	"较脆"	"中"	"Fortunella crassifolia Swingle(金弹)"	"GJLF0386"	"JIN DAN (RONG AN )"	"12.0"	"Fortunella(金柑属)"	"橙"	"细"	"8.64"	"--"
"288"	"Rutaceae(芸香科)"	"7.50"	"四季桔"	"国外"	"越南"	"45.06"	"中"	"中"	"34.90"	"8.0"	"偏酸"	"观赏,加工"	"5.25"	"很小"	"11月下"	"较嫩"	"中"	"Fortunella spp.(金柑)"	"GJLF0387"	"SI JI JIE"	"16.0"	"Fortunella(金柑属)"	"橙"	"较细"	"2.91"	"26.31"
"289"	"Rutaceae(芸香科)"	"4.00"	"长寿金桔"	"浙江"	"浙江"	"--"	"中"	"中"	"24.30"	"0.9"	"酸甜"	"鲜食,加工,观赏"	"3.71"	"很小"	"11月下-12月"	"较软"	"中"	"Fortunella spp.(金柑)"	"GJLF0388"	"CHANG SHOU JIN JIE"	"34.0"	"Fortunella(金柑属)"	"橙黄"	"细"	"3.44"	"--"
"290"	"Rutaceae(芸香科)"	"11.00"	"金豆(福建)"	"福建"	"福建永春"	"--"	"差"	"下"	"38.20"	"1.5"	"酸苦"	"矮化,抗病,砧木"	"2.42"	"极小"	"11月中下"	"--"	"中"	"Fortunella spp.(金柑)"	"GJLF0389"	"JIN DOU (FU JIAN )"	"0.4"	"Fortunella(金柑属)"	"橙黄"	"较粗"	"4.67"	"--"
"291"	"Rutaceae(芸香科)"	"10.00"	"湖南金豆"	"湖南"	"湖南"	"--"	"差"	"下"	"26.16"	"1.0"	"酸"	"矮化,抗病,砧木"	"2.17"	"极小"	"11月中下"	"--"	"中"	"Fortunella spp.(金柑)"	"GJLF0390"	"HU NAN JIN DOU"	"0.4"	"Fortunella(金柑属)"	"橙"	"较粗"	"5.42"	"--"
"292"	"Rutaceae(芸香科)"	"9.20"	"四季抛"	"浙江"	"浙江平阳"	"45.49"	"中"	"中上"	"36.20"	"126.0"	"适中"	"--"	"1.26"	"很大"	"11月上中"	"较脆"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0391"	"SI JI PAO"	"868.0"	"Citrus(柑橘属)"	"黄"	"中"	"7.16"	"--"
"293"	"Rutaceae(芸香科)"	"10.00"	"菊花心"	"四川"	"四川长寿"	"35.23"	"中"	"中上"	"97.70"	"44.1"	"纯甜,微苦"	"纯甜,低酸"	"0.33"	"很大"	"11月下"	"脆嫩"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0392"	"JU HUA XIN"	"637.0"	"Citrus(柑橘属)"	"黄"	"较粗"	"8.51"	"--"
"294"	"Rutaceae(芸香科)"	"10.20"	"冬瓜圈沙田柚"	"四川"	"四川长寿"	"38.59"	"中"	"中上"	"88.60"	"79.8"	"纯甜,微苦"	"纯甜,低酸"	"0.29"	"很大"	"11月下"	"脆嫩"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0393"	"DONG GUA QUAN SHA TIAN YOU"	"688.0"	"Citrus(柑橘属)"	"黄"	"较粗"	"8.48"	"--"
"295"	"Rutaceae(芸香科)"	"10.20"	"古老钱沙田柚"	"四川"	"四川江津"	"31.49"	"中"	"中上"	"94.90"	"75.6"	"纯甜,微苦"	"纯甜,低酸"	"0.31"	"很大"	"11月下"	"脆嫩"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0394"	"GU LAO QIAN SHA TIAN YOU"	"812.0"	"Citrus(柑橘属)"	"黄"	"中"	"7.98"	"--"
"296"	"Rutaceae(芸香科)"	"9.30"	"梁平轴1号"	"四川"	"四川梁平"	"52.80"	"好"	"中"	"81.60"	"94.7"	"适中,有麻苦味"	"早熟,丰产"	"0.25"	"很大"	"10月-11月"	"细嫩"	"中早"	"Citrus grandis Osbeck(柚)"	"GJLG0395"	"LIANG PING ZHOU 1 HAO"	"980.0"	"Citrus(柑橘属)"	"橙黄"	"较细"	"7.25"	"--"
"297"	"Rutaceae(芸香科)"	"10.30"	"垫江白心柚"	"四川"	"四川江津"	"45.91"	"好"	"上"	"53.50"	"89.7"	"适中,较浓"	"--"	"0.94"	"极大"	"11月中下"	"细嫩"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0396"	"DIAN JIANG BAI XIN YOU"	"1098.0"	"Citrus(柑橘属)"	"黄"	"较粗"	"8.46"	"--"
"298"	"Rutaceae(芸香科)"	"9.60"	"垫江红心柚"	"四川"	"四川垫江"	"49.55"	"中"	"中"	"49.80"	"63.0"	"适中"	"早熟,丰产,红肉"	"1.00"	"很大"	"11月中下"	"较嫩"	"早"	"Citrus grandis Osbeck(柚)"	"GJLG0397"	"DIAN JIANG HONG XIN YOU"	"668.0"	"Citrus(柑橘属)"	"黄"	"较粗"	"7.53"	"--"
"299"	"Rutaceae(芸香科)"	"8.20"	"安江红心柚"	"四川"	"四川江津"	"43.40"	"中"	"中"	"49.20"	"67.4"	"酸甜,较淡"	"--"	"0.69"	"很大"	"11月中"	"较脆"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0398"	"AN JIANG HONG XIN YOU"	"721.0"	"Citrus(柑橘属)"	"黄"	"中"	"6.15"	"--"
"300"	"Rutaceae(芸香科)"	"10.00"	"垫江周家白心柚"	"四川"	"四川江津"	"42.58"	"好"	"上"	"59.60"	"48.3"	"酸甜,较浓"	"--"	"0.95"	"很大"	"11月中下"	"嫩"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0399"	"DIAN JIANG ZHOU JIA BAI XIN YOU"	"943.0"	"Citrus(柑橘属)"	"黄"	"粗"	"8.00"	"--"
"301"	"Rutaceae(芸香科)"	"10.70"	"垫江曾家白柚"	"四川"	"四川江津"	"44.10"	"好"	"上"	"54.90"	"56.5"	"酸甜,较浓"	"--"	"0.85"	"很大"	"11月中下"	"嫩"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0400"	"DIAN JIANG ZENG JIA BAI YOU"	"886.0"	"Citrus(柑橘属)"	"黄"	"粗"	"8.07"	"--"
"302"	"Rutaceae(芸香科)"	"10.80"	"垫江黄沙白心3号"	"四川"	"四川垫江"	"40.47"	"好"	"上"	"54.20"	"30.6"	"酸甜,较浓"	"优质"	"0.91"	"很大"	"11月中下"	"嫩"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0401"	"DIAN JIANG HUANG SHA BAI XIN 3 HAO"	"931.0"	"Citrus(柑橘属)"	"黄"	"粗"	"8.74"	"--"
"303"	"Rutaceae(芸香科)"	"10.00"	"长寿古老钱沙田柚"	"四川"	"四川长寿"	"37.37"	"中"	"中上"	"100.40"	"66.2"	"甜"	"纯甜,低酸"	"0.31"	"很大"	"11月下"	"脆嫩"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0402"	"CHANG SHOU GU LAO QIAN SHA TIAN YOU"	"673.0"	"Citrus(柑橘属)"	"黄"	"较粗"	"8.08"	"--"
"304"	"Rutaceae(芸香科)"	"9.40"	"梁平轴2号"	"四川"	"四川梁平"	"52.30"	"好"	"中"	"85.10"	"82.9"	"适中,有麻苦味"	"早熟,丰产"	"0.25"	"很大"	"11月"	"细嫩"	"中早"	"Citrus grandis Osbeck(柚)"	"GJLG0403"	"LIANG PING ZHOU 2 HAO"	"920.0"	"Citrus(柑橘属)"	"橙黄"	"细"	"7.84"	"--"
"305"	"Rutaceae(芸香科)"	"8.90"	"北碚柚"	"四川"	"四川重庆"	"34.72"	"较好"	"中上"	"86.40"	"83.7"	"甜,微苦"	"低酸"	"0.29"	"很大"	"11月中"	"较软"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0404"	"BEI BEI YOU"	"644.0"	"Citrus(柑橘属)"	"黄"	"中"	"7.16"	"--"
"306"	"Rutaceae(芸香科)"	"9.70"	"岭南沙田柚"	"四川"	"四川江津"	"38.57"	"较好"	"中上"	"63.70"	"67.3"	"纯甜,微苦"	"低酸"	"0.25"	"很大"	"11月中下"	"脆"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0405"	"LING NAN SHA TIAN YOU"	"747.0"	"Citrus(柑橘属)"	"黄"	"中"	"7.96"	"--"
"307"	"Rutaceae(芸香科)"	"9.00"	"金堂无核柚"	"四川"	"四川金堂"	"64.49"	"中"	"中下"	"39.20"	"2.0"	"偏酸,麻"	"无核,晚熟"	"1.28"	"极大"	"12月-1月"	"细嫩"	"晚"	"Citrus grandis Osbeck(柚)"	"GJLG0406"	"JIN TANG WU HE YOU"	"1270.0"	"Citrus(柑橘属)"	"浅绿"	"细"	"8.43"	"--"
"308"	"Rutaceae(芸香科)"	"9.10"	"金堂薄皮"	"四川"	"四川金堂"	"32.61"	"好"	"中"	"45.30"	"62.9"	"偏酸"	"丰产,薄皮"	"1.60"	"很大"	"11月上中"	"细嫩"	"中早"	"Citrus grandis Osbeck(柚)"	"GJLG0407"	"JIN TANG BAO PI"	"949.0"	"Citrus(柑橘属)"	"亮黄"	"较细"	"7.39"	"--"
"309"	"Rutaceae(芸香科)"	"8.80"	"锅魁柚"	"四川"	"四川金堂"	"44.90"	"较好"	"中"	"44.30"	"70.6"	"适中"	"--"	"1.45"	"很大"	"11月中下"	"较脆"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0408"	"GUO KUI YOU"	"772.0"	"Citrus(柑橘属)"	"黄"	"较粗"	"6.71"	"--"
"310"	"Rutaceae(芸香科)"	"9.50"	"太极图柚"	"四川"	"四川金堂"	"51.00"	"中"	"中上"	"34.90"	"117.0"	"偏酸"	"--"	"1.59"	"很大"	"11月中下"	"较脆"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0409"	"TAI JI TU YOU"	"700.0"	"Citrus(柑橘属)"	"乳黄"	"较粗"	"8.26"	"--"
"311"	"Rutaceae(芸香科)"	"8.20"	"金堂绿柚"	"四川"	"四川金堂"	"46.00"	"中"	"上"	"54.60"	"93.9"	"适中"	"优质"	"0.99"	"很大"	"11月下"	"细嫩"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0410"	"JIN TANG LU YOU"	"775.0"	"Citrus(柑橘属)"	"黄绿"	"较粗"	"6.37"	"--"
"312"	"Rutaceae(芸香科)"	"9.30"	"梅弯柚"	"四川"	"四川乐山"	"50.79"	"好"	"中上"	"102.50"	"45.2"	"适中"	"--"	"0.38"	"很大"	"11月中下"	"较脆"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0411"	"MEI WAN YOU"	"672.0"	"Citrus(柑橘属)"	"黄"	"较粗"	"7.81"	"--"
"313"	"Rutaceae(芸香科)"	"9.40"	"坪山柚"	"四川"	"四川江津"	"36.68"	"中"	"中"	"37.10"	"86.7"	"偏酸"	"--"	"1.70"	"很大"	"11月上中"	"较脆"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0412"	"PING SHAN YOU"	"918.0"	"Citrus(柑橘属)"	"黄"	"中"	"7.14"	"--"
"314"	"Rutaceae(芸香科)"	"9.50"	"盘谷文旦"	"四川"	"四川江津"	"49.69"	"中"	"中上"	"46.00"	"128.0"	"适中"	"--"	"1.54"	"很大"	"12月"	"较脆"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0413"	"PAN GU WEN DAN"	"743.0"	"Citrus(柑橘属)"	"浅黄"	"--"	"6.76"	"--"
"315"	"Rutaceae(芸香科)"	"9.50"	"麻豆文旦"	"四川"	"四川江津"	"47.45"	"中"	"上"	"34.70"	"27.9"	"适中,微苦"	"--"	"1.33"	"大"	"9月-10月"	"较脆"	"早"	"Citrus grandis Osbeck(柚)"	"GJLG0414"	"MA DOU WEN DAN"	"331.0"	"Citrus(柑橘属)"	"黄"	"中"	"8.16"	"--"
"316"	"Rutaceae(芸香科)"	"9.90"	"晚白柚"	"四川"	"四川江津"	"46.44"	"好"	"上"	"37.50"	"58.8"	"适中"	"晚熟,大果,优质"	"1.21"	"极大"	"12月-1月"	"细嫩"	"晚"	"Citrus grandis Osbeck(柚)"	"GJLG0415"	"WAN BAI YOU"	"1464.0"	"Citrus(柑橘属)"	"浅黄"	"光滑"	"7.82"	"--"
"317"	"Rutaceae(芸香科)"	"10.30"	"毛化红"	"四川"	"四川金堂"	"47.56"	"较好"	"上"	"67.00"	"81.8"	"适中"	"--"	"0.83"	"很大"	"11月中下"	"脆嫩"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0416"	"MAO HUA HONG"	"620.0"	"Citrus(柑橘属)"	"黄"	"中"	"8.32"	"--"
"318"	"Rutaceae(芸香科)"	"9.95"	"安江香柚"	"四川"	"四川江津"	"49.87"	"中"	"中"	"63.40"	"86.7"	"适中,微麻"	"--"	"0.97"	"极大"	"11月中下"	"脆粗"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0417"	"AN JIANG XIANG YOU"	"1152.0"	"Citrus(柑橘属)"	"黄"	"粗"	"8.00"	"--"
"319"	"Rutaceae(芸香科)"	"9.00"	"秭归甜柚"	"湖北"	"湖北秭归"	"39.61"	"中"	"中上"	"84.30"	"61.0"	"甜"	"--"	"0.39"	"很大"	"11月中下"	"较脆"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0418"	"ZI GUI TIAN YOU"	"596.0"	"Citrus(柑橘属)"	"黄"	"较细"	"9.08"	"--"
"320"	"Rutaceae(芸香科)"	"9.40"	"奎甜"	"四川"	"四川江津"	"75.03"	"较差"	"中上"	"31.30"	"53.7"	"适中"	"少核,优质,丰产"	"1.61"	"大"	"11月中"	"较软"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0419"	"KUI TIAN"	"323.0"	"Citrus(柑橘属)"	"黄"	"中"	"8.01"	"41.78"
"321"	"Rutaceae(芸香科)"	"9.50"	"梁平柚3号"	"四川"	"四川梁平"	"52.02"	"好"	"中"	"82.30"	"58.7"	"甜,麻苦"	"--"	"0.22"	"很大"	"10月-11月"	"细嫩"	"中早"	"Citrus grandis Osbeck(柚)"	"GJLG0420"	"LIANG PING YOU 3 HAO"	"745.0"	"Citrus(柑橘属)"	"浅橙"	"细"	"7.67"	"--"
"322"	"Rutaceae(芸香科)"	"10.00"	"宜安倭柚"	"国外"	"越南"	"38.74"	"中"	"中"	"73.50"	"103.0"	"酸,略苦"	"--"	"1.84"	"很大"	"11月"	"较软"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0421"	"YI AN WO YOU"	"650.0"	"Citrus(柑橘属)"	"黄"	"粗"	"7.62"	"--"
"323"	"Rutaceae(芸香科)"	"8.20"	"五步红心柚"	"四川"	"四川巴县"	"42.16"	"好"	"中"	"36.60"	"88.6"	"适中,微苦"	"早熟,红肉"	"0.93"	"很大"	"10月"	"粗脆"	"早"	"Citrus grandis Osbeck(柚)"	"GJLG0422"	"WU BU HONG XIN YOU"	"913.0"	"Citrus(柑橘属)"	"浅黄"	"较粗"	"6.85"	"--"
"324"	"Rutaceae(芸香科)"	"12.25"	"官溪蜜柚"	"福建"	"福建漳州"	"57.31"	"好"	"上"	"45.00"	"44.0"	"适中,浓"	"大果,优质"	"1.09"	"极大"	"11月"	"脆嫩"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0423"	"GUAN XI MI YOU"	"1743.0"	"Citrus(柑橘属)"	"黄"	"中"	"10.09"	"--"
"325"	"Rutaceae(芸香科)"	"7.30"	"安江石榴柚"	"湖南"	"湖南黔阳"	"43.97"	"较好"	"中"	"42.20"	"91.0"	"偏酸,淡"	"--"	"0.76"	"极大"	"11月"	"粗脆"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0424"	"AN JIANG SHI LIU YOU"	"1037.0"	"Citrus(柑橘属)"	"黄"	"较粗"	"4.98"	"--"
"326"	"Rutaceae(芸香科)"	"8.40"	"段氏柚"	"四川"	"四川江津"	"47.92"	"较好"	"中上"	"49.50"	"31.8"	"适中,微苦"	"--"	"1.06"	"很大"	"11月"	"脆嫩"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0425"	"DUAN SHI YOU"	"762.0"	"Citrus(柑橘属)"	"浅橙"	"中"	"7.19"	"--"
"327"	"Rutaceae(芸香科)"	"9.30"	"蓬溪柚"	"四川"	"四川江津"	"42.19"	"中"	"中"	"68.00"	"88.5"	"适中"	"--"	"0.75"	"很大"	"11月"	"脆"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0426"	"PENG XI YOU"	"821.0"	"Citrus(柑橘属)"	"黄橙"	"极粗"	"7.24"	"--"
"328"	"Rutaceae(芸香科)"	"10.20"	"奎府红心柚"	"四川"	"四川江津"	"45.02"	"中"	"中上"	"62.50"	"93.3"	"适中"	"红肉早熟"	"0.89"	"大"	"10月中下"	"较软"	"早"	"Citrus grandis Osbeck(柚)"	"GJLG0427"	"KUI FU HONG XIN YOU"	"531.0"	"Citrus(柑橘属)"	"黄"	"较粗"	"8.91"	"--"
"329"	"Rutaceae(芸香科)"	"12.00"	"脆柚"	"四川"	"四川重庆"	"52.46"	"中"	"上"	"48.90"	"87.3"	"甜,微苦"	"--"	"1.56"	"很大"	"11月中"	"脆嫩"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0428"	"CUI YOU"	"769.0"	"Citrus(柑橘属)"	"黄"	"较粗"	"10.18"	"--"
"330"	"Rutaceae(芸香科)"	"11.60"	"金兰柚"	"江西"	"江西"	"34.03"	"较好"	"上"	"70.70"	"78.2"	"适中,浓"	"--"	"0.62"	"很大"	"11月上中"	"细嫩"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0429"	"JIN LAN YOU"	"582.0"	"Citrus(柑橘属)"	"黄"	"较细"	"9.75"	"--"
"331"	"Rutaceae(芸香科)"	"10.00"	"36-9柚"	"四川"	"四川重庆"	"42.71"	"中"	"中"	"48.10"	"26.7"	"适中,较浓"	"--"	"1.14"	"很大"	"11月"	"细嫩"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0430"	"36-9 YOU"	"640.0"	"Citrus(柑橘属)"	"黄"	"中"	"7.64"	"--"
"332"	"Rutaceae(芸香科)"	"9.50"	"33-11柚"	"四川"	"四川重庆"	"42.86"	"中"	"中"	"50.30"	"71.7"	"偏酸,较浓"	"--"	"1.47"	"很大"	"11月"	"脆嫩"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0431"	"33-11 YOU"	"533.0"	"Citrus(柑橘属)"	"浅绿"	"较粗"	"6.52"	"--"
"333"	"Rutaceae(芸香科)"	"9.00"	"18-7柚"	"四川"	"四川重庆"	"39.89"	"中"	"中上"	"31.50"	"39.3"	"偏甜,苦"	"--"	"0.52"	"很大"	"11月"	"脆嫩"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0432"	"18-7 YOU"	"816.0"	"Citrus(柑橘属)"	"黄"	"粗"	"7.50"	"--"
"334"	"Rutaceae(芸香科)"	"8.30"	"越南柚"	"国外"	"越南"	"37.53"	"中"	"中"	"48.00"	"19.0"	"适中,淡"	"--"	"0.99"	"很大"	"11月"	"较脆"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0433"	"YUE NAN YOU"	"658.0"	"Citrus(柑橘属)"	"黄"	"中"	"6.52"	"--"
"335"	"Rutaceae(芸香科)"	"11.00"	"凤凰柚"	"四川"	"四川达县"	"56.00"	"好"	"上"	"52.90"	"138.0"	"适中,微麻"	"早熟,优质"	"0.83"	"极大"	"10月中下"	"细嫩"	"早"	"Citrus grandis Osbeck(柚)"	"GJLG0434"	"FENG HUANG YOU"	"1192.0"	"Citrus(柑橘属)"	"橙黄"	"细"	"4.19"	"--"
"336"	"Rutaceae(芸香科)"	"9.00"	"台北柚"	"四川"	"四川三台"	"65.30"	"好"	"上"	"93.60"	"29.3"	"适中"	"早熟,优质"	"1.09"	"极大"	"10月"	"脆嫩"	"早"	"Citrus grandis Osbeck(柚)"	"GJLG0435"	"TAI BEI YOU"	"1226.0"	"Citrus(柑橘属)"	"黄"	"较粗"	"4.70"	"--"
"337"	"Rutaceae(芸香科)"	"9.70"	"彭县暹罗柚"	"四川"	"四川彭县"	"40.18"	"好"	"上"	"34.70"	"119.0"	"适中"	"--"	"1.08"	"很大"	"11月"	"细嫩"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0436"	"PENG XIAN XIAN LUO YOU"	"824.0"	"Citrus(柑橘属)"	"黄"	"较粗"	"7.72"	"--"
"338"	"Rutaceae(芸香科)"	"11.00"	"桑地尔柚"	"国外"	"美国"	"41.91"	"好"	"上"	"101.30"	"8.3"	"适中,较浓"	"红肉,优质"	"0.32"	"很大"	"11月中下"	"脆嫩"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0437"	"SANG DI ER YOU"	"680.0"	"Citrus(柑橘属)"	"黄"	"细"	"7.70"	"--"
"339"	"Rutaceae(芸香科)"	"9.30"	"邓肯葡萄柚"	"四川"	"四川江津"	"40.86"	"好"	"中上"	"40.90"	"46.7"	"酸,苦"	"--"	"1.94"	"大"	"11月中下"	"细嫩"	"中"	"Citrus paradisii Macf.(葡萄柚)"	"GJLG0438"	"DENG KEN PU TAO YOU"	"340.0"	"Citrus(柑橘属)"	"黄"	"细"	"6.08"	"--"
"340"	"Rutaceae(芸香科)"	"8.40"	"马叙葡萄柚"	"四川"	"四川江津"	"76.30"	"好"	"上"	"36.80"	"2.2"	"酸,微苦"	"无核,优质,鲜食"	"1.80"	"中大"	"11月下"	"细嫩"	"中"	"Citrus paradisii Macf.(葡萄柚)"	"GJLG0439"	"MA XU PU TAO YOU"	"220.0"	"Citrus(柑橘属)"	"黄"	"细"	"5.70"	"50.15"
"341"	"Rutaceae(芸香科)"	"7.90"	"汤姆逊葡萄柚"	"四川"	"四川金堂"	"72.05"	"中"	"中"	"35.90"	"2.3"	"酸,微苦"	"肉质粉红,鲜食,加"	"2.22"	"中大"	"11月下"	"细嫩"	"中"	"Citrus paradisii Macf.(葡萄柚)"	"GJLG0440"	"TANG MU XUN PU TAO YOU"	"243.0"	"Citrus(柑橘属)"	"橙黄"	"细"	"5.16"	"43.18"
