"id"	"科名"	"可溶固形物"	"品种名称"	"省"	"原产地"	"可食率"	"外观评价"	"内质评价"	"维生素C"	"种子数"	"风味"	"特异及用途"	"柠檬酸"	"单果重评价"	"果实成熟期"	"肉质"	"成熟期评价"	"学名"	"统一编号"	"译名"	"单果重G"	"属名"	"色泽"	"粗细"	"总糖"	"果汁"
"409"	"Rutaceae(芸香科)"	"11.20"	"隆回早熟温州"	"湖南"	"湖南"	"80.40"	"好"	"上"	"23.76"	"--"	"偏甜浓"	"早熟,优质"	"0.61"	"中"	"10月上中"	"细嫩"	"早"	"Citrus unshiu Marc.(温州蜜橘)"	"LR346"	"LONG HUI ZAO SHU WEN ZHOU"	"155.5"	"Citrus(柑橘属)"	"橙"	"细"	"9.31"	"64.63"
"410"	"Rutaceae(芸香科)"	"10.00"	"宫本温州"	"国外"	"日本"	"76.59"	"好"	"上"	"23.94"	"--"	"偏甜"	"极早熟,优质"	"0.55"	"中"	"9月中下"	"细嫩"	"极早"	"Citrus unshiu Marc.(温州蜜橘)"	"LR225"	"GONG BEN WEN ZHOU"	"144.0"	"Citrus(柑橘属)"	"橙黄"	"细"	"8.04"	"57.64"
"411"	"Rutaceae(芸香科)"	"11.00"	"石 温州"	"国外"	"日本"	"74.60"	"好"	"上"	"25.54"	"--"	"酸甜"	"早熟"	"0.92"	"中小"	"9月中下"	"细嫩"	"极早"	"Citrus unshiu Marc.(温州蜜橘)"	"LR"	"SHI WEN ZHOU"	"106.5"	"Citrus(柑橘属)"	"绿黄"	"细"	"10.77"	"54.50"
"412"	"Rutaceae(芸香科)"	"8.80"	"大浦温州"	"国外"	"日本"	"79.39"	"较好"	"上"	"26.29"	"--"	"酸甜"	"早熟"	"1.16"	"中"	"9月中下"	"细嫩"	"极早"	"Citrus unshiu Marc.(温州蜜橘)"	"LR347"	"DA PU WEN ZHOU"	"140.0"	"Citrus(柑橘属)"	"橙黄"	"中"	"6.70"	"57.39"
"413"	"Rutaceae(芸香科)"	"10.10"	"弗里蒙特桔"	"国外"	"意大利"	"73.76"	"较好"	"中上"	"33.97"	"11.0"	"酸甜较浓"	"丰产,较早熟"	"1.21"	"小"	"11月上中"	"脆"	"中早"	"--"	"LR"	"FU LI MENG TE JIE"	"73.8"	"--"	"鲜红"	"中"	"8.11"	"49.81"
"414"	"Rutaceae(芸香科)"	"11.00"	"武隆酸桔"	"四川"	"四川"	"54.01"	"中"	"下"	"31.19"	"11.4"	"酸"	"作砧木"	"1.42"	"很小"	"10月上中"	"细嫩"	"早"	"--"	"LR131"	"WU LONG SUAN JIE"	"30.6"	"--"	"红"	"中"	"8.29"	"33.66"
"415"	"Rutaceae(芸香科)"	"8.50"	"得威特桔橙"	"国外"	"墨西哥"	"71.97"	"较好"	"中"	"33.30"	"11.0"	"偏酸"	"--"	"1.65"	"中"	"12月上"	"细嫩"	"中"	"--"	"LR196"	"DE WEI TE JIE CHENG"	"199.0"	"--"	"橙"	"较细"	"5.57"	"53.76"
"416"	"Rutaceae(芸香科)"	"13.80"	"费尔柴尔德桔"	"国外"	"墨西哥"	"74.53"	"中"	"中上"	"34.22"	"12.5"	"酸甜浓"	"风味浓"	"1.62"	"小"	"12月上"	"细嫩"	"中"	"--"	"LR184"	"FEI ER CHAI ER DE JIE"	"72.3"	"--"	"橙"	"较细"	"11.67"	"51.35"
"417"	"Rutaceae(芸香科)"	"11.20"	"印度酸桔"	"广西"	"广西柳州"	"55.30"	"差"	"下"	"25.35"	"4.5"	"酸"	"砧木"	"2.54"	"很小"	"12月上"	"细"	"中"	"--"	"LR171"	"YIN DU SUAN JIE"	"24.5"	"--"	"橙"	"细"	"7.99"	"38.10"
"418"	"Rutaceae(芸香科)"	"10.80"	"碰柑84-67"	"西藏"	"西藏墨脱"	"70.40"	"较差"	"中"	"30.84"	"11.0"	"酸甜"	"--"	"0.94"	"小"	"12月上"	"脆"	"中"	"--"	"LR249"	"PENG GAN 84-67"	"73.2"	"--"	"橙"	"较粗"	"9.52"	"47.80"
"419"	"Rutaceae(芸香科)"	"10.00"	"桔杂种84-66"	"西藏"	"西藏墨脱"	"64.40"	"较差"	"下"	"44.02"	"14.1"	"酸"	"--"	"4.57"	"中小"	"12月上"	"粗糙"	"中"	"--"	"LR251"	"JIE ZA ZHONG 84-66"	"126.5"	"--"	"黄"	"粗"	"5.26"	"38.60"
"420"	"Rutaceae(芸香科)"	"11.00"	"桔橙杂种82003"	"西藏"	"西藏"	"58.73"	"较差"	"下"	"29.50"	"6.9"	"极酸"	"--"	"4.00"	"中小"	"11月下"	"脆嫩"	"中"	"--"	"LR315"	"JIE CHENG ZA ZHONG 82003"	"116.0"	"--"	"深橙"	"较粗"	"6.08"	"40.24"
"421"	"Rutaceae(芸香科)"	"9.70"	"杂种(82009)"	"西藏"	"西藏"	"54.70"	"差"	"下"	"29.29"	"12.2"	"极酸"	"--"	"4.83"	"小"	"11月下"	"细软"	"中"	"--"	"LR316"	"ZA ZHONG (82009)"	"86.4"	"--"	"深橙"	"较粗"	"4.96"	"34.80"
"422"	"Rutaceae(芸香科)"	"11.00"	"卡拉桔"	"国外"	"美国"	"75.50"	"好"	"中"	"21.59"	"25.5"	"偏酸"	"--"	"1.34"	"中"	"12月中下"	"脆"	"中晚"	"--"	"LR132"	"KA LA JIE"	"166.5"	"--"	"橙"	"中"	"8.38"	"56.53"
"423"	"Rutaceae(芸香科)"	"8.50"	"岑溪酸桔"	"广西"	"广西岑溪"	"58.56"	"下"	"下"	"26.35"	"18.8"	"酸"	"砧木用"	"1.67"	"很小"	"11月下"	"较细"	"中"	"--"	"LR146"	"CEN XI SUAN JIE"	"48.3"	"--"	"红橙"	"较粗"	"6.27"	"40.37"
"424"	"Rutaceae(芸香科)"	"10.30"	"鹿子柑"	"四川"	"四川宜宾"	"64.20"	"下"	"中下"	"15.93"	"13.9"	"酸甜"	"砧木用"	"1.13"	"很小"	"11月下"	"较细"	"中"	"--"	"LR139"	"LU ZI GAN"	"35.3"	"--"	"红橙"	"较粗"	"8.24"	"51.42"
"425"	"Rutaceae(芸香科)"	"11.50"	"碰柑(大田系)"	"国外"	"日本"	"71.75"	"较好"	"上"	"20.03"	"7.0"	"偏酸"	"优质"	"0.97"	"中"	"11月下"	"脆"	"中"	"--"	"LR200"	"PENG GAN (DA TIAN XI )"	"185.0"	"--"	"橙"	"粗"	"8.89"	"46.35"
"426"	"Rutaceae(芸香科)"	"11.00"	"帕森桔"	"国外"	"美国"	"71.42"	"--"	"中"	"62.93"	"25.4"	"酸甜"	"--"	"1.16"	"中小"	"11月中下"	"细嫩"	"中"	"--"	"LR226"	"PA SEN JIE"	"118.0"	"--"	"深橙"	"较细"	"8.65"	"40.92"
"427"	"Rutaceae(芸香科)"	"10.00"	"南桔"	"湖南"	"湖南沅江"	"56.42"	"中"	"中"	"14.44"	"20.5"	"酸甜"	"耐寒"	"0.75"	"小"	"11月上"	"较细"	"中"	"--"	"LR227"	"NAN JIE"	"54.5"	"--"	"暗红"	"较细"	"6.96"	"38.99"
"428"	"Rutaceae(芸香科)"	"9.30"	"川果"	"云南"	"云南宾州"	"73.33"	"好"	"中"	"32.00"	"0.9"	"酸甜"	"--"	"1.22"	"中小"	"11月下"	"较细"	"中"	"--"	"LR150"	"CHUAN GUO"	"101.1"	"--"	"红"	"细"	"7.09"	"57.87"
"429"	"Rutaceae(芸香科)"	"9.50"	"1-1232桔橙"	"四川"	"柑桔所"	"61.07"	"差"	"中"	"49.39"	"11.8"	"酸甜"	"丰产,耐贮"	"0.97"	"小"	"11月下"	"细软"	"中"	"--"	"LR236"	"1-1232 JIE CHENG"	"79.5"	"--"	"红"	"粗"	"7.25"	"39.69"
"430"	"Rutaceae(芸香科)"	"9.80"	"奥赛奥拉桔"	"国外"	"墨西哥"	"61.42"	"--"	"中"	"25.14"	"20.3"	"偏酸"	"--"	"1.42"	"中小"	"12月上"	"细嫩"	"中"	"--"	"LR183"	"AO SAI AO LA JIE"	"147.5"	"--"	"深橙"	"较细"	"6.99"	"44.48"
"431"	"Rutaceae(芸香科)"	"9.00"	"油皮桔"	"国外"	"日本"	"65.75"	"--"	"中"	"34.49"	"12.0"	"偏酸"	"--"	"1.56"	"很小"	"11月下"	"细嫩"	"中"	"--"	"LR213"	"YOU PI JIE"	"23.5"	"--"	"橙"	"细"	"6.79"	"40.21"
"432"	"Rutaceae(芸香科)"	"12.40"	"奥兰多桔柚"	"国外"	"美国"	"58.47"	"好"	"上"	"34.84"	"10.0"	"酸甜浓"	"丰产,优质"	"1.33"	"小"	"12月上"	"细嫩"	"中"	"--"	"LR254"	"AO LAN DUO JIE YOU"	"81.7"	"--"	"红"	"细"	"9.53"	"46.32"
"433"	"Rutaceae(芸香科)"	"8.50"	"高肓头蜜筒"	"云南"	"云南"	"63.98"	"中"	"中上"	"50.42"	"13.9"	"酸甜"	"--"	"1.34"	"中"	"12月中"	"脆"	"中"	"--"	"LR333"	"GAO HUANG TOU MI TONG"	"161.0"	"--"	"橙黄"	"较粗"	"5.84"	"42.24"
"434"	"Rutaceae(芸香科)"	"11.00"	"努尔斯克里迈丁"	"国外"	"意大利"	"73.29"	"较好"	"中"	"47.93"	"17.0"	"酸甜"	"单胚,较早熟"	"0.77"	"小"	"10月下"	"脆"	"中早"	"--"	"LR230"	"NU ER SI KE LI MAI DING"	"62.0"	"--"	"红"	"中"	"8.08"	"57.16"
"435"	"Rutaceae(芸香科)"	"12.50"	"克里迈丁(SRA)"	"国外"	"意大利"	"74.73"	"较好"	"中上"	"61.45"	"6.5"	"酸甜浓"	"风味好"	"0.70"	"小"	"10月下"	"脆"	"中早"	"--"	"LR232"	"KE LI MAI DING (SRA)"	"75.0"	"--"	"红"	"中"	"9.36"	"48.07"
"436"	"Rutaceae(芸香科)"	"9.50"	"小蜜筒"	"云南"	"云南"	"75.52"	"中"	"中上"	"33.29"	"3.3"	"酸甜"	"--"	"1.35"	"中"	"12月中中"	"脆"	"中"	"--"	"LR"	"XIAO MI TONG"	"153.0"	"--"	"橙"	"中"	"6.21"	"56.90"
"437"	"Rutaceae(芸香科)"	"9.80"	"扁桔"	"广西"	"广西薄白"	"61.67"	"差"	"中"	"23.94"	"12.0"	"酸甜"	"--"	"0.55"	"很小"	"11月下"	"--"	"中"	"--"	"LR"	"BIAN JIE"	"21.0"	"--"	"红"	"细"	"8.04"	"45.00"
"438"	"Rutaceae(芸香科)"	"9.70"	"华农本地早"	"湖北"	"武昌"	"52.29"	"较好"	"中上"	"28.28"	"2.4"	"偏甜"	"耐寒"	"0.58"	"小"	"10月下"	"脆"	"中早"	"--"	"LR267"	"HUA NONG BEN DI ZAO"	"43.0"	"--"	"橙"	"中"	"7.50"	"30.99"
"439"	"Rutaceae(芸香科)"	"10.50"	"费来蒙特桔"	"国外"	"墨西哥"	"75.65"	"较好"	"中"	"22.66"	"12.1"	"偏酸"	"--"	"1.67"	"小"	"10月下"	"稍脆"	"中早"	"--"	"LR186"	"FEI LAI MENG TE JIE"	"88.0"	"--"	"红"	"中"	"8.09"	"41.51"
"440"	"Rutaceae(芸香科)"	"12.00"	"文旦柚(实生)"	"福建"	"福建华安"	"39.37"	"较好"	"中上"	"39.48"	"19.8"	"酸甜"	"少核"	"1.11"	"很大"	"11月上中"	"脆"	"中早"	"Citrus grandis Osbeck(柚)"	"LG040"	"WEN DAN YOU (SHI SHENG )"	"907.4"	"Citrus(柑橘属)"	"黄"	"稍粗"	"9.39"	"39.37"
"441"	"Rutaceae(芸香科)"	"12.00"	"金香柚"	"湖南"	"湖南慈利县"	"51.65"	"中"	"上"	"96.16"	"9.9"	"甜浓香"	"色深,优质"	"0.35"	"大"	"11月下"	"脆"	"中"	"Citrus grandis Osbeck(柚)"	"LG041"	"JIN XIANG YOU"	"448.1"	"Citrus(柑橘属)"	"深橙"	"粗"	"9.41"	"51.65"
"442"	"Rutaceae(芸香科)"	"8.70"	"古巴柚"	"国外"	"墨西哥"	"36.35"	"差"	"下"	"30.13"	"52.7"	"酸"	"作砧木"	"4.38"	"很大"	"11月下"	"粗"	"中"	"Citrus grandis Osbeck(柚)"	"LG063"	"GU BA YOU"	"706.7"	"Citrus(柑橘属)"	"黄"	"粗"	"3.77"	"36.35"
"443"	"Rutaceae(芸香科)"	"12.00"	"楚门文旦柚"	"浙江"	"浙江玉环"	"44.40"	"好"	"上"	"56.05"	"48.0"	"酸甜"	"优质"	"1.11"	"极大"	"11月上中"	"脆"	"中"	"Citrus grandis Osbeck(柚)"	"LG066"	"CHU MEN WEN DAN YOU"	"1077.5"	"Citrus(柑橘属)"	"黄"	"较粗"	"9.51"	"44.40"
"444"	"Rutaceae(芸香科)"	"12.00"	"彭县漳州柚"	"四川"	"四川彭县"	"44.30"	"好"	"上"	"53.17"	"65.3"	"酸甜"	"优质"	"1.07"	"很大"	"11月上中"	"脆"	"中"	"Citrus grandis Osbeck(柚)"	"LG080"	"PENG XIAN ZHANG ZHOU YOU"	"915.0"	"Citrus(柑橘属)"	"黄"	"较粗"	"9.30"	"44.30"
"445"	"Rutaceae(芸香科)"	"10.00"	"江津红心柚"	"四川"	"四川江津"	"52.80"	"中"	"中上"	"38.66"	"46.6"	"酸甜"	"丰产"	"1.07"	"很大"	"11月上"	"脆"	"中早"	"Citrus grandis Osbeck(柚)"	"LG122"	"JIANG JIN HONG XIN YOU"	"557.3"	"Citrus(柑橘属)"	"黄"	"较粗"	"5.28"	"42.80"
"446"	"Rutaceae(芸香科)"	"9.50"	"林肯柚79-44"	"国外"	"美国"	"31.43"	"较好"	"中上"	"51.26"	"155.0"	"酸甜"	"--"	"1.31"	"很大"	"11月中"	"脆"	"中"	"Citrus grandis Osbeck(柚)"	"LG072"	"LIN KEN YOU 79-44"	"623.3"	"Citrus(柑橘属)"	"黄"	"细"	"5.56"	"31.43"
"447"	"Rutaceae(芸香科)"	"11.50"	"楚门无核柚"	"浙江"	"浙江"	"42.05"	"较好"	"上"	"36.91"	"99.0"	"酸甜"	"优质"	"0.90"	"很大"	"11月上中"	"脆"	"中早"	"Citrus grandis Osbeck(柚)"	"LG065"	"CHU MEN WU HE YOU"	"833.3"	"Citrus(柑橘属)"	"黄"	"较粗"	"8.17"	"42.05"
"448"	"Rutaceae(芸香科)"	"--"	"晚熟沙田柚"	"四川"	"四川资阳"	"--"	"中"	"中上"	"--"	"29.0"	"甜"	"--"	"--"	"很大"	"12月上"	"脆"	"中"	"Citrus grandis Osbeck(柚)"	"LG068"	"WAN SHU SHA TIAN YOU"	"325.0"	"Citrus(柑橘属)"	"黄"	"粗"	"--"	"--"
"449"	"Rutaceae(芸香科)"	"11.20"	"永安柚"	"四川"	"四川中江"	"42.33"	"较好"	"上"	"33.43"	"--"	"酸甜"	"无核,蒲皮"	"0.78"	"很大"	"11月下"	"脆"	"中"	"Citrus grandis Osbeck(柚)"	"LG067"	"YONG AN YOU"	"420.0"	"Citrus(柑橘属)"	"黄"	"较细"	"8.29"	"42.33"
"450"	"Rutaceae(芸香科)"	"10.00"	"实生官溪柚"	"四川"	"柑桔所"	"64.66"	"好"	"上"	"55.53"	"5.8"	"酸甜"	"优质"	"0.77"	"很大"	"11月上中"	"脆"	"中早"	"Citrus grandis Osbeck(柚)"	"LG009"	"SHI SHENG GUAN XI YOU"	"726.7"	"Citrus(柑橘属)"	"黄"	"细"	"8.17"	"64.66"
"451"	"Rutaceae(芸香科)"	"8.00"	"泰国4号柚(34-17)"	"国外"	"泰国"	"47.09"	"较好"	"中上"	"44.42"	"12.0"	"酸甜"	"晚熟,优质"	"1.27"	"很大"	"12月下"	"脆"	"中晚"	"Citrus grandis Osbeck(柚)"	"LG"	"TAI GUO 4 HAO YOU (34-17)"	"703.3"	"Citrus(柑橘属)"	"黄"	"细"	"6.06"	"47.09"
"452"	"Rutaceae(芸香科)"	"9.10"	"泰国2号柚(29-19)"	"国外"	"泰国"	"44.47"	"较好"	"中"	"51.01"	"123.7"	"酸甜"	"晚熟"	"1.36"	"很大"	"12月下"	"脆"	"中晚"	"Citrus grandis Osbeck(柚)"	"LG"	"TAI GUO 2 HAO YOU (29-19)"	"868.3"	"Citrus(柑橘属)"	"黄"	"细"	"6.51"	"44.47"
"453"	"Rutaceae(芸香科)"	"8.00"	"埃及葡萄柚"	"国外"	"埃及"	"47.53"	"好"	"中"	"38.66"	"18.0"	"甜酸微苦"	"--"	"2.10"	"大"	"11月下"	"脆"	"中"	"Citrus paradisii Macf.(葡萄柚)"	"LG167"	"AI JI PU TAO YOU"	"210.5"	"Citrus(柑橘属)"	"黄"	"细"	"5.28"	"47.53"
"454"	"Rutaceae(芸香科)"	"8.20"	"星路比葡萄柚80-79"	"国外"	"墨西哥"	"40.84"	"好"	"中上"	"48.33"	"34.0"	"甜酸微苦"	"--"	"1.02"	"大"	"11月下"	"脆"	"中"	"Citrus paradisii Macf.(葡萄柚)"	"LG099"	"XING LU BI PU TAO YOU 80-79"	"201.3"	"Citrus(柑橘属)"	"黄"	"细"	"5.98"	"40.84"
"455"	"Rutaceae(芸香科)"	"8.20"	"邓肯葡萄柚(实生)"	"国外"	"澳大利亚"	"70.12"	"好"	"中上"	"33.90"	"41.2"	"甜酸微苦"	"果大,丰产"	"1.89"	"大"	"11月下"	"脆嫩"	"中"	"Citrus paradisii Macf.(葡萄柚)"	"LG090"	"DENG KEN PU TAO YOU (SHI SHENG )"	"389.0"	"Citrus(柑橘属)"	"浅黄"	"细"	"5.53"	"46.47"
"456"	"Rutaceae(芸香科)"	"7.00"	"费米耐劳(乔化无刺)"	"国外"	"意大利卡塔尼亚大"	"55.10"	"较好"	"中上"	"42.56"	"12.4"	"尖酸香"	"加工,鲜食"	"6.23"	"中小"	"11月中下"	"较脆"	"中"	"--"	"LM082"	"FEI MI NAI LAO (QIAO HUA WU CI )"	"147.0"	"--"	"黄"	"较细"	"1.22"	"37.42"
"457"	"Rutaceae(芸香科)"	"7.50"	"柠檬柚"	"四川"	"四川南川"	"51.76"	"中"	"下"	"57.80"	"29.0"	"极酸较香"	"加工,香精"	"4.10"	"中大"	"11月中"	"细软"	"中"	"Citrus limon Burm.f.(柠檬)"	"LM046"	"NING MENG YOU"	"207.7"	"Citrus(柑橘属)"	"浅黄"	"细"	"2.75"	"26.80"
"458"	"Rutaceae(芸香科)"	"7.60"	"费米耐娜巴柑檬82-82光?"	"国外"	"意大利"	"70.88"	"较好"	"中"	"35.52"	"0.3"	"极酸香"	"香精,果汁"	"4.93"	"中小"	"11月中下"	"细软"	"中"	"--"	"LM098"	"FEI MI NAI NA BA GAN MENG 82-82 GUANG ?"	"122.3"	"--"	"黄"	"较细"	"2.82"	"38.08"
"459"	"Rutaceae(芸香科)"	"11.20"	"泰吹粗柠檬"	"国外"	"尼泊尔"	"72.40"	"差"	"中"	"24.02"	"10.0"	"极酸"	"加工,鲜食"	"6.64"	"中小"	"11月中"	"软"	"中"	"Citrus limon Burm.f.(柠檬)"	"LM025"	"TAI CHUI CU NING MENG"	"131.0"	"Citrus(柑橘属)"	"暗橙"	"粗糙"	"4.52"	"38.80"
"460"	"Rutaceae(芸香科)"	"9.20"	"柯尔迪粗柠檬"	"国外"	"尼泊尔"	"70.30"	"差"	"中下"	"23.82"	"1.0"	"极酸微苦"	"加工,鲜食"	"6.13"	"中小"	"11月中"	"软"	"中"	"Citrus limon Burm.f.(柠檬)"	"LM094"	"KE ER DI CU NING MENG"	"123.0"	"Citrus(柑橘属)"	"暗橙"	"粗糙"	"3.08"	"45.90"
"461"	"Rutaceae(芸香科)"	"6.50"	"卡尔曼杜来檬"	"国外"	"尼泊尔"	"64.00"	"中"	"中"	"23.31"	"6.0"	"极酸香"	"加工,鲜食"	"6.46"	"很小"	"11月中上"	"细软"	"中"	"Citrus aurantifolia Swingle(来檬)"	"LM104"	"KA ER MAN DU LAI MENG"	"34.0"	"Citrus(柑橘属)"	"浅黄"	"平滑"	"--"	"46.30"
"462"	"Rutaceae(芸香科)"	"8.00"	"勒尔布贡粗柠檬"	"国外"	"尼泊尔"	"64.30"	"差"	"中"	"24.22"	"11.2"	"酸"	"加工,鲜食"	"1.84"	"小"	"11月中"	"细软"	"中"	"Citrus limon Burm.f.(柠檬)"	"LM109"	"LE ER BU GONG CU NING MENG"	"97.5"	"Citrus(柑橘属)"	"暗橙"	"粗糙"	"2.27"	"42.00"
"463"	"Rutaceae(芸香科)"	"8.50"	"巴得喝粗柠檬"	"国外"	"尼泊尔"	"69.30"	"差"	"中"	"27.48"	"11.4"	"极酸"	"加工,鲜食"	"5.87"	"中小"	"11月中"	"软"	"中"	"Citrus limon Burm.f.(柠檬)"	"LM147"	"BA DE HE CU NING MENG"	"133.5"	"Citrus(柑橘属)"	"暗橙"	"粗糙"	"2.73"	"37.90"
"464"	"Rutaceae(芸香科)"	"7.00"	"白柠檬"	"云南"	"云南建水"	"72.56"	"中"	"中下"	"31.13"	"28.0"	"极酸微香"	"加工,果汁"	"6.25"	"中大"	"11月中下"	"细软"	"中"	"Citrus limon Burm.f.(柠檬)"	"LM008"	"BAI NING MENG"	"237.0"	"Citrus(柑橘属)"	"浅橙"	"较细"	"1.38"	"58.23"
"465"	"Rutaceae(芸香科)"	"6.80"	"墨西哥粗柠檬"	"国外"	"墨西哥"	"66.48"	"差"	"中"	"30.30"	"16.0"	"极酸"	"加工,砧木"	"4.35"	"中小"	"11月中下"	"细软"	"中"	"Citrus limon Burm.f.(柠檬)"	"LM000"	"MO XI GE CU NING MENG"	"120.0"	"Citrus(柑橘属)"	"橙"	"粗"	"2.36"	"48.55"
"466"	"Rutaceae(芸香科)"	"7.50"	"方达斯蒂柯巴柑檬"	"国外"	"意大利"	"56.28"	"较好"	"中"	"29.84"	"12.6"	"极酸香"	"香精,果汁"	"3.35"	"中小"	"11月中下"	"较软"	"中"	"--"	"LM073"	"FANG DA SI DI KE BA GAN MENG"	"141.3"	"--"	"黄"	"中"	"4.21"	"40.80"
"467"	"Rutaceae(芸香科)"	"6.20"	"费米耐劳(白花系)"	"国外"	"意大利"	"54.06"	"较好"	"中上"	"45.50"	"12.0"	"尖酸香"	"加工,鲜食"	"5.76"	"中小"	"11月中下"	"较脆"	"中"	"--"	"LM079"	"FEI MI NAI LAO (BAI HUA XI )"	"117.8"	"--"	"黄"	"较细"	"1.18"	"38.49"
"468"	"Rutaceae(芸香科)"	"9.00"	"雾河香橙"	"湖北"	"湖北宜昌"	"66.20"	"中"	"下"	"43.36"	"16.0"	"很酸"	"砧木,耐寒"	"3.26"	"小"	"11月下"	"软"	"中"	"Citrus junos (Sieb.) Tanaka(香橙)"	"LP052"	"WU HE XIANG CHENG"	"52.0"	"Citrus(柑橘属)"	"橙"	"中"	"4.83"	"45.00"
"469"	"Rutaceae(芸香科)"	"7.00"	"4号宜昌橙"	"--"	"--"	"--"	"差"	"下"	"24.14"	"29.0"	"酸涩"	"砧木,耐寒"	"5.43"	"小"	"11月上"	"软"	"中"	"Citrus ichangensis Swingle(宜昌橙)"	"LP057"	"4 HAO YI CHANG CHENG"	"57.6"	"Citrus(柑橘属)"	"黄"	"粗"	"--"	"--"
"470"	"Rutaceae(芸香科)"	"7.60"	"6-3宜昌橙"	"四川"	"重庆"	"29.31"	"差"	"下"	"22.94"	"62.6"	"尖酸微涩"	"单胚,砧木"	"5.40"	"小"	"11月上"	"软"	"中"	"Citrus ichangensis Swingle(宜昌橙)"	"LP016"	"6-3 YI CHANG CHENG"	"63.3"	"Citrus(柑橘属)"	"黄"	"较粗"	"--"	"20.09"
"471"	"Rutaceae(芸香科)"	"8.80"	"日本香橙(78-19)"	"北京"	"北京植物园"	"39.12"	"中"	"下"	"60.99"	"20.8"	"酸"	"砧木,佐料"	"4.98"	"大"	"11月中下"	"软"	"中"	"Citrus junos (Sieb.) Tanaka(香橙)"	"LP027"	"RI BEN XIANG CHENG (78-19)"	"343.4"	"Citrus(柑橘属)"	"橙黄"	"中"	"3.22"	"21.55"
"472"	"Rutaceae(芸香科)"	"9.00"	"马蜂柑"	"云南"	"云南勐腊"	"58.46"	"差"	"下"	"63.02"	"18.6"	"尖酸苦微涩"	"病毒病指示植物"	"6.42"	"很小"	"11月中上"	"细软"	"中"	"Citrus hystrix DC.(马蜂柑)"	"LP009"	"MA FENG GAN"	"32.5"	"Citrus(柑橘属)"	"黄绿"	"粗糙"	"--"	"40.00"
"473"	"Rutaceae(芸香科)"	"9.50"	"真橙"	"江苏"	"江苏南京植物园"	"46.10"	"差"	"下"	"57.56"	"21.7"	"酸"	"砧木"	"2.80"	"小"	"11月中"	"软"	"中"	"--"	"LP010"	"ZHEN CHENG"	"74.0"	"--"	"橙黄"	"较粗"	"4.83"	"27.93"
"474"	"Rutaceae(芸香科)"	"10.10"	"糖橙"	"四川"	"四川江津"	"54.20"	"差"	"下"	"43.98"	"20.2"	"酸"	"砧木"	"3.67"	"小"	"11月中"	"软"	"中"	"--"	"LP011"	"TANG CHENG"	"93.5"	"--"	"橙黄"	"较粗"	"5.04"	"32.35"
"475"	"Rutaceae(芸香科)"	"9.10"	"掺桔"	"安徽"	"安徽农业厅"	"54.35"	"差"	"下"	"44.08"	"19.2"	"酸"	"砧木"	"2.27"	"小"	"11月中上"	"软"	"中"	"--"	"LP042"	"CHAN JIE"	"70.8"	"--"	"橙黄"	"粗"	"5.35"	"35.53"
"476"	"Rutaceae(芸香科)"	"--"	"2586宜昌橙"	"四川"	"四川万源"	"--"	"差"	"下"	"--"	"35.4"	"尖酸微涩"	"单胚,砧木,育种"	"--"	"小"	"11月上"	"细软"	"中"	"Citrus ichangensis Swingle(宜昌橙)"	"LP058"	"2586 YI CHANG CHENG"	"75.5"	"Citrus(柑橘属)"	"黄"	"粗糙"	"--"	"--"
"477"	"Rutaceae(芸香科)"	"8.00"	"公孙桔"	"四川"	"四川灌县"	"18.42"	"差"	"下"	"96.15"	"29.0"	"极酸"	"矮化,砧木"	"5.68"	"小"	"11月上"	"软"	"中"	"--"	"LP"	"GONG SUN JIE"	"74.0"	"--"	"黄"	"较粗"	"--"	"11.76"
"478"	"Rutaceae(芸香科)"	"9.50"	"甜×宜"	"四川"	"重庆"	"49.18"	"差"	"下"	"54.38"	"13.8"	"酸"	"砧木"	"2.65"	"小"	"11月中上"	"软"	"中"	"--"	"LP"	"TIAN ×YI"	"81.7"	"--"	"黄"	"较粗"	"5.09"	"28.78"
"479"	"Rutaceae(芸香科)"	"8.50"	"Fe(脱毒)"	"--"	"--"	"55.00"	"--"	"--"	"68.92"	"16.9"	"--"	"--"	"6.64"	"小"	"--"	"--"	"--"	"--"	"LM"	"Fe(TUO DU )"	"90.0"	"--"	"--"	"--"	"2.14"	"35.60"
"480"	"Rutaceae(芸香科)"	"7.00"	"粗柠檬"	"国外"	"阿尔巴尼亚"	"57.15"	"--"	"--"	"25.62"	"16.6"	"--"	"--"	"5.73"	"小"	"--"	"--"	"--"	"--"	"LM"	"CU NING MENG"	"71.0"	"--"	"--"	"--"	"2.18"	"33.08"
"481"	"Rutaceae(芸香科)"	"7.20"	"黄花尤力克柠檬"	"--"	"--"	"51.57"	"--"	"--"	"49.25"	"21.7"	"--"	"--"	"5.83"	"小"	"--"	"--"	"--"	"--"	"LM"	"HUANG HUA YOU LI KE NING MENG"	"100.0"	"--"	"--"	"--"	"2.29"	"35.57"
"482"	"Rutaceae(芸香科)"	"8.00"	"抗不来特酸橙"	"国外"	"美国"	"53.29"	"差"	"下"	"27.52"	"32.9"	"极酸"	"加工,砧木"	"3.59"	"中"	"11月下-12月上"	"略软"	"中"	"Citrus aurantium L.(酸橙)"	"LM026"	"KANG BU LAI TE SUAN CHENG"	"172.0"	"Citrus(柑橘属)"	"红"	"粗"	"4.31"	"37.81"
