"id"	"蚜害病评价"	"异亮氨酸"	"酩氨酸"	"样品类型"	"花色"	"单荚粒数"	"全生育日数"	"叶斑病级"	"支链淀粉"	"总淀粉"	"丙氨酸"	"锈病指数"	"译名"	"叶斑病指数"	"荚色"	"单株产量"	"粒色"	"色氨酸"	"苏氨酸"	"属名"	"粗脂肪"	"胱氨酸"	"丝氨酸"	"赖氨酸"	"甘氨酸"	"天冬氨酸"	"蛋氨酸"	"谷氨酸"	"分枝数"	"百粒重"	"叶斑病评价"	"熟期抗旱"	"粒形"	"成熟期"	"粗蛋白"	"直链淀粉"	"省"	"组氨酸"	"库编号"	"品种名称"	"锈病严重度"	"脐环色"	"保存编号"	"学名"	"锈病普遍率"	"备注"	"播种期"	"种子来源"	"原产地"	"脯氨酸"	"株高"	"芽期抗旱"	"单株荚数"	"保存单位"	"芽期耐盐"	"缬氨酸"	"统一编号"	"锈病评价"	"蚜害病级"	"苯丙氨酸"	"结荚习性"	"亮氨酸"	"荚长"	"总和"	"生长习性"	"精氨酸"	"科名"	"苗期耐盐"
"323"	"--"	"--"	"--"	"地方"	"紫"	"5.4"	"121"	"--"	"--"	"--"	"--"	"--"	"HONG JIANG DOU"	"--"	"褐"	"6.5"	"紫红"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"1.8"	"14.9"	"--"	"--"	"肾形"	"9.09"	"--"	"--"	"内蒙古"	"--"	"I2C02139"	"红豇豆"	"--"	"--"	"I147"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"5.09"	"--"	"土默特左旗"	"--"	"112.6"	"--"	"8.1"	"内蒙古自治区农科院原子能农业应用研究所"	"--"	"--"	"I0002657"	"--"	"--"	"--"	"无限"	"--"	"10.3"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"324"	"--"	"--"	"--"	"地方"	"紫"	"6.6"	"108"	"--"	"--"	"--"	"--"	"--"	"HONG DOU"	"--"	"褐"	"14.8"	"紫红"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.1"	"17.1"	"--"	"--"	"肾形"	"8.24"	"--"	"--"	"内蒙古"	"--"	"I2C02140"	"红豆"	"--"	"--"	"I153"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"5.09"	"--"	"清水河县"	"--"	"101.4"	"--"	"13.1"	"内蒙古自治区农科院原子能农业应用研究所"	"--"	"--"	"I0002658"	"--"	"--"	"--"	"无限"	"--"	"11.2"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"325"	"--"	"--"	"--"	"地方"	"紫"	"5.8"	"107"	"--"	"--"	"--"	"--"	"--"	"HEI JIANG DOU"	"--"	"褐"	"11.1"	"黑"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"5.3"	"17.2"	"--"	"--"	"肾形"	"8.24"	"--"	"--"	"内蒙古"	"--"	"I2C02141"	"黑豇豆"	"--"	"--"	"I151"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"5.09"	"--"	"清水河县"	"--"	"106.2"	"--"	"11.1"	"内蒙古自治区农科院原子能农业应用研究所"	"--"	"--"	"I0002659"	"--"	"--"	"--"	"无限"	"--"	"10.8"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"326"	"--"	"--"	"--"	"地方"	"紫"	"5.8"	"132"	"--"	"--"	"--"	"--"	"--"	"HUA ZI JIANG DOU"	"--"	"黄"	"4.9"	"橙底褐花"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"1.9"	"12.5"	"--"	"--"	"肾形"	"9.18"	"--"	"--"	"内蒙古"	"--"	"I2C02142"	"花紫豇豆"	"--"	"--"	"I149"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"5.09"	"--"	"准格尔旗"	"--"	"91.2"	"--"	"6.7"	"内蒙古自治区农科院原子能农业应用研究所"	"--"	"--"	"I0002660"	"--"	"--"	"--"	"无限"	"--"	"10.4"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"327"	"--"	"--"	"--"	"地方"	"紫"	"5.9"	"128"	"--"	"--"	"--"	"--"	"--"	"LI JIANG DOU"	"--"	"黄"	"5.6"	"橙底褐花"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"2.7"	"13.0"	"--"	"--"	"肾形"	"9.14"	"--"	"--"	"内蒙古"	"--"	"I2C02143"	"狸豇豆"	"--"	"--"	"I152"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"5.09"	"--"	"达拉特旗"	"--"	"106.4"	"--"	"7.3"	"内蒙古自治区农科院原子能农业应用研究所"	"--"	"--"	"I0002661"	"--"	"--"	"--"	"无限"	"--"	"11.4"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"328"	"--"	"--"	"--"	"地方"	"黄"	"9.8"	"087"	"--"	"--"	"--"	"--"	"--"	"JIANG XIAO DOU"	"--"	"黄白"	"12.3"	"紫红"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"2.7"	"13.6"	"--"	"--"	"肾形"	"8.26"	"--"	"--"	"吉林"	"--"	"--"	"豇小豆"	"--"	"黑"	"公353"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"5.31"	"--"	"廷吉"	"--"	"260.0"	"--"	"12.0"	"吉林省农科院大豆所"	"--"	"--"	"I0002662"	"--"	"--"	"--"	"无限"	"--"	"74.5"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"329"	"--"	"--"	"--"	"地方"	"黄"	"9.6"	"112"	"--"	"--"	"--"	"--"	"--"	"JIANG DOU"	"--"	"黄白"	"27.5"	"花斑"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.8"	"14.0"	"--"	"--"	"椭圆"	"9.03"	"--"	"--"	"黑龙江"	"--"	"--"	"豇豆"	"--"	"--"	"3244"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"5.14"	"--"	"永源"	"--"	"70.0"	"--"	"20.0"	"黑龙江省农业科学院"	"--"	"--"	"I0002663"	"--"	"--"	"--"	"亚有限"	"--"	"15.4"	"--"	"半蔓生"	"--"	"Leguminosae(豆科)"	"--"
"330"	"--"	"--"	"--"	"地方"	"紫"	"11.7"	"114"	"--"	"--"	"--"	"--"	"--"	"JIANG DOU"	"--"	"褐"	"7.5"	"白"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.0"	"8.0"	"--"	"--"	"肾形"	"10.03"	"--"	"--"	"江苏"	"--"	"I2C02361"	"豇豆"	"--"	"褐"	"苏1087"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"株高>200"	"6.21"	"--"	"东海县"	"--"	"200.0"	"--"	"8.0"	"江苏沿江地区农科所"	"--"	"--"	"I0002664"	"--"	"--"	"--"	"无限"	"--"	"13.6"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"331"	"--"	"--"	"--"	"地方"	"紫"	"12.4"	"109"	"--"	"--"	"--"	"--"	"--"	"JIANG DOU"	"--"	"褐"	"15.5"	"白"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.0"	"8.9"	"--"	"--"	"肾形"	"9.28"	"--"	"--"	"江苏"	"--"	"I2C02362"	"豇豆"	"--"	"褐"	"苏1089"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.21"	"--"	"东海县"	"--"	"188.0"	"--"	"14.0"	"江苏沿江地区农科所"	"--"	"--"	"I0002665"	"--"	"--"	"--"	"无限"	"--"	"13.7"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"332"	"--"	"--"	"--"	"地方"	"紫"	"12.0"	"109"	"--"	"--"	"--"	"--"	"--"	"JIANG DOU"	"--"	"褐"	"15.6"	"白"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.0"	"10.8"	"--"	"--"	"肾形"	"9.28"	"--"	"--"	"江苏"	"--"	"I2C02363"	"豇豆"	"--"	"褐"	"苏1091"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"株高>200"	"6.21"	"--"	"灌云县"	"--"	"200.0"	"--"	"12.0"	"江苏沿江地区农科所"	"--"	"--"	"I0002666"	"--"	"--"	"--"	"无限"	"--"	"14.5"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"333"	"--"	"--"	"--"	"地方"	"紫"	"11.8"	"111"	"--"	"--"	"--"	"--"	"--"	"JIANG DOU"	"--"	"褐"	"13.5"	"白"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.0"	"8.8"	"--"	"--"	"肾形"	"9.30"	"--"	"--"	"江苏"	"--"	"I2C02364"	"豇豆"	"--"	"黑"	"苏1092"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.21"	"--"	"灌云县"	"--"	"190.0"	"--"	"13.0"	"江苏沿江地区农科所"	"--"	"--"	"I0002667"	"--"	"--"	"--"	"无限"	"--"	"13.8"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"334"	"--"	"--"	"--"	"地方"	"紫"	"10.7"	"112"	"--"	"--"	"--"	"--"	"--"	"JIANG DOU"	"--"	"褐"	"15.0"	"白"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.0"	"14.0"	"--"	"--"	"肾形"	"10.01"	"--"	"--"	"江苏"	"--"	"I2C02365"	"豇豆"	"--"	"褐"	"苏1060"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"株高>200"	"6.21"	"--"	"泗洪县"	"--"	"200.0"	"--"	"10.0"	"江苏沿江地区农科所"	"--"	"--"	"I0002668"	"--"	"--"	"--"	"无限"	"--"	"17.3"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"335"	"--"	"--"	"--"	"地方"	"紫"	"12.3"	"109"	"--"	"--"	"--"	"--"	"--"	"JIANG DOU"	"--"	"褐"	"25.6"	"白"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.0"	"16.0"	"--"	"--"	"肾形"	"9.28"	"--"	"--"	"江苏"	"--"	"I2C02366"	"豇豆"	"--"	"褐"	"苏1084"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"株高>200"	"6.21"	"--"	"沭阳县"	"--"	"200.0"	"--"	"13.0"	"江苏沿江地区农科所"	"--"	"--"	"I0002669"	"--"	"--"	"--"	"无限"	"--"	"18.3"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"336"	"--"	"--"	"--"	"地方"	"紫"	"10.3"	"115"	"--"	"--"	"--"	"--"	"--"	"MI ER JIANG"	"--"	"黄橙"	"17.9"	"白"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.0"	"17.4"	"--"	"--"	"肾形"	"10.04"	"--"	"--"	"江苏"	"--"	"I2C02367"	"米儿豇"	"--"	"黑"	"苏1085"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"株高>200"	"6.21"	"--"	"如臬市"	"--"	"200.0"	"--"	"10.0"	"江苏沿江地区农科所"	"--"	"--"	"I0002670"	"--"	"--"	"--"	"无限"	"--"	"17.2"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"337"	"--"	"--"	"--"	"地方"	"紫"	"9.9"	"116"	"--"	"--"	"--"	"--"	"--"	"MI ER JIANG"	"--"	"褐"	"14.4"	"白"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.0"	"13.2"	"--"	"--"	"肾形"	"10.05"	"--"	"--"	"江苏"	"--"	"I2C02368"	"米儿豇"	"--"	"褐"	"苏1086"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"株高>200"	"6.21"	"--"	"如臬市"	"--"	"200.0"	"--"	"11.0"	"江苏沿江地区农科所"	"--"	"--"	"I0002671"	"--"	"--"	"--"	"无限"	"--"	"15.2"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"338"	"--"	"--"	"--"	"地方"	"紫"	"12.1"	"109"	"--"	"--"	"--"	"--"	"--"	"JIANG DOU"	"--"	"褐"	"16.6"	"橙黄"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.0"	"13.7"	"--"	"--"	"肾形"	"9.28"	"--"	"--"	"江苏"	"--"	"I2C02369"	"豇豆"	"--"	"褐"	"苏1064"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.21"	"--"	"泗洪县"	"--"	"185.0"	"--"	"10.0"	"江苏沿江地区农科所"	"--"	"--"	"I0002672"	"--"	"--"	"--"	"无限"	"--"	"14.7"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"339"	"HS"	"--"	"--"	"地方"	"浅红"	"12.0"	"79"	"9"	"--"	"50.65"	"--"	"100.0"	"JIANG DOU"	"100.0"	"黄"	"26.5"	"橙"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.0"	"9.2"	"HS"	"--"	"肾形"	"8.20"	"23.90"	"10.82"	"湖南"	"--"	"I2C02009"	"豇豆"	"--"	"橙"	"XC90065"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"古丈"	"--"	"105.6"	"--"	"32.4"	"湖南省农科院作物所"	"--"	"--"	"I0002481"	"HS"	"9"	"--"	"无限"	"--"	"13.5"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"340"	"--"	"--"	"--"	"地方"	"浅红"	"15.7"	"79"	"--"	"--"	"--"	"--"	"--"	"HONG ZHA JIANG"	"--"	"黄"	"72.3"	"橙"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.4"	"14.9"	"--"	"--"	"肾形"	"8.20"	"--"	"--"	"湖南"	"--"	"I2C02010"	"红扎豇"	"--"	"橙"	"XC90066"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"醴陵"	"--"	"137.6"	"--"	"38.6"	"湖南省农科院作物所"	"--"	"--"	"I0002482"	"--"	"--"	"--"	"无限"	"--"	"14.8"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"341"	"HS"	"--"	"--"	"地方"	"浅红"	"15.9"	"74"	"9"	"--"	"51.44"	"--"	"100.0"	"JIANG DOU"	"100.0"	"黄"	"15.4"	"紫红"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.2"	"13.6"	"HS"	"--"	"肾形"	"8.15"	"24.76"	"10.26"	"湖南"	"--"	"--"	"豇豆"	"--"	"红"	"XC91082"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"新邵"	"--"	"105.6"	"--"	"9.6"	"湖南省农科院作物所"	"--"	"--"	"I0002483"	"HS"	"9"	"--"	"无限"	"--"	"19.0"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"342"	"HS"	"--"	"--"	"地方"	"浅红"	"14.0"	"73"	"9"	"--"	"50.34"	"--"	"100.0"	"GAO YI JIANG DOU"	"100.0"	"黄"	"26.1"	"紫红"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"6.0"	"12.0"	"HS"	"--"	"肾形"	"8.14"	"23.87"	"11.05"	"湖南"	"--"	"I2C02011"	"高义豇豆"	"--"	"黑"	"XC90055"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"平江"	"--"	"128.8"	"--"	"21.0"	"湖南省农科院作物所"	"--"	"--"	"I0002484"	"HS"	"9"	"--"	"无限"	"--"	"18.0"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"343"	"--"	"--"	"--"	"地方"	"紫"	"10.1"	"72"	"--"	"--"	"--"	"--"	"--"	"JIANG DOU"	"--"	"黄"	"25.1"	"紫红"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"5.2"	"12.6"	"--"	"--"	"肾形"	"8.13"	"--"	"--"	"湖南"	"--"	"I2C02012"	"豇豆"	"--"	"黑"	"XC91094"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"汨罗"	"--"	"91.6"	"--"	"26.7"	"湖南省农科院作物所"	"--"	"--"	"I0002485"	"--"	"--"	"--"	"无限"	"--"	"16.8"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"344"	"--"	"--"	"--"	"地方"	"紫"	"15.1"	"74"	"--"	"--"	"--"	"--"	"--"	"FAN DOU"	"--"	"黄"	"15.1"	"紫红"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.8"	"14.0"	"--"	"--"	"肾形"	"8.15"	"--"	"--"	"湖南"	"--"	"--"	"饭豆"	"--"	"黑"	"XC91076"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"汩罗"	"--"	"100.0"	"--"	"9.7"	"湖南省农科院作物所"	"--"	"--"	"I0002486"	"--"	"--"	"--"	"无限"	"--"	"16.0"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"345"	"HS"	"--"	"--"	"地方"	"紫"	"15.8"	"71"	"9"	"--"	"50.78"	"--"	"100.0"	"JIANG DOU"	"100.0"	"黄"	"15.2"	"紫红"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.0"	"13.5"	"HS"	"--"	"肾形"	"8.12"	"23.97"	"10.13"	"湖南"	"--"	"I2C02013"	"豇豆"	"--"	"黑"	"XC91077"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"资兴"	"--"	"141.8"	"--"	"9.6"	"湖南省农科院作物所"	"--"	"--"	"I0002487"	"HS"	"9"	"--"	"无限"	"--"	"14.8"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"346"	"--"	"--"	"--"	"地方"	"紫"	"13.2"	"77"	"--"	"--"	"--"	"--"	"--"	"JIANG DOU"	"--"	"黄"	"15.8"	"紫红"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.4"	"15.6"	"--"	"--"	"肾形"	"8.18"	"--"	"--"	"湖南"	"--"	"I2C02014"	"豇豆"	"--"	"黑"	"XC90035"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"宜章"	"--"	"120.4"	"--"	"10.4"	"湖南省农科院作物所"	"--"	"--"	"I0002488"	"--"	"--"	"--"	"无限"	"--"	"22.0"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"347"	"S"	"--"	"--"	"地方"	"紫"	"12.4"	"67"	"9"	"--"	"51.60"	"--"	"100.0"	"JIANG DOU"	"100.0"	"黄"	"21.7"	"紫红"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"2.2"	"13.3"	"HS"	"--"	"肾形"	"8.08"	"24.98"	"10.96"	"湖南"	"--"	"I2C02015"	"豇豆"	"--"	"红"	"XC90037"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"嘉禾"	"--"	"98.8"	"--"	"17.8"	"湖南省农科院作物所"	"--"	"--"	"I0002489"	"HS"	"7"	"--"	"无限"	"--"	"14.6"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"348"	"S"	"--"	"--"	"地方"	"紫"	"15.4"	"69"	"9"	"--"	"51.49"	"--"	"100.0"	"JIANG DOU"	"100.0"	"黄"	"19.0"	"紫红"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.0"	"13.0"	"HS"	"--"	"肾形"	"8.10"	"24.85"	"10.26"	"湖南"	"--"	"I2C02016"	"豇豆"	"--"	"红"	"XC90049"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"嘉禾"	"--"	"142.8"	"--"	"12.8"	"湖南省农科院作物所"	"--"	"--"	"I0002490"	"HS"	"7"	"--"	"无限"	"--"	"20.5"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"349"	"S"	"--"	"--"	"地方"	"白"	"12.2"	"71"	"9"	"--"	"50.94"	"--"	"100.0"	"NAN DOU"	"100.0"	"黄"	"19.2"	"紫红"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.0"	"15.3"	"HS"	"--"	"肾形"	"8.12"	"24.28"	"11.01"	"湖南"	"--"	"I2C02017"	"南豆"	"--"	"红"	"XC90052"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"嘉禾"	"--"	"94.0"	"--"	"13.9"	"湖南省农科院作物所"	"--"	"--"	"I0002491"	"HS"	"7"	"--"	"无限"	"--"	"16.4"	"--"	"半蔓生"	"--"	"Leguminosae(豆科)"	"--"
"350"	"--"	"--"	"--"	"地方"	"白"	"15.4"	"71"	"--"	"--"	"--"	"--"	"--"	"JIANG DOU"	"--"	"黄"	"12.9"	"紫红"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"1.8"	"17.1"	"--"	"--"	"肾形"	"8.12"	"--"	"--"	"湖南"	"--"	"I2C02018"	"豇豆"	"--"	"红"	"XC90054"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"永兴"	"--"	"95.6"	"--"	"6.6"	"湖南省农科院作物所"	"--"	"--"	"I0002492"	"--"	"--"	"--"	"无限"	"--"	"27.0"	"--"	"半蔓生"	"--"	"Leguminosae(豆科)"	"--"
"351"	"S"	"--"	"--"	"地方"	"白"	"9.3"	"66"	"9"	"--"	"52.03"	"--"	"100.0"	"JIANG DOU"	"100.0"	"黄"	"15.9"	"紫红"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.8"	"13.6"	"HS"	"--"	"肾形"	"8.07"	"25.10"	"10.08"	"湖南"	"--"	"--"	"豇豆"	"--"	"黑"	"XC90029"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"临武"	"--"	"113.8"	"--"	"17.0"	"湖南省农科院作物所"	"--"	"--"	"I0002493"	"HS"	"7"	"--"	"无限"	"--"	"18.5"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"352"	"S"	"--"	"--"	"地方"	"白"	"8.4"	"72"	"9"	"--"	"51.38"	"--"	"100.0"	"JIANG DOU"	"100.0"	"黄"	"18.3"	"紫红"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.0"	"15.5"	"HS"	"--"	"肾形"	"8.13"	"24.64"	"10.54"	"湖南"	"--"	"I2C02019"	"豇豆"	"--"	"红"	"XC90042"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"桂阳"	"--"	"102.8"	"--"	"19.0"	"湖南省农科院作物所"	"--"	"--"	"I0002494"	"HS"	"7"	"--"	"无限"	"--"	"20.0"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"353"	"--"	"--"	"--"	"地方"	"白"	"11.0"	"64"	"--"	"--"	"--"	"--"	"--"	"JIANG DOU"	"--"	"黄"	"11.9"	"紫红"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"2.4"	"13.5"	"--"	"--"	"肾形"	"8.05"	"--"	"--"	"湖南"	"--"	"I2C02020"	"豇豆"	"--"	"红"	"XC90046"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"永州"	"--"	"88.2"	"--"	"10.8"	"湖南省农科院作物所"	"--"	"--"	"I0002495"	"--"	"--"	"--"	"无限"	"--"	"15.1"	"--"	"半蔓生"	"--"	"Leguminosae(豆科)"	"--"
"354"	"HS"	"--"	"--"	"地方"	"白"	"10.1"	"64"	"9"	"--"	"53.41"	"--"	"100.0"	"JIANG DOU"	"100.0"	"黄"	"14.4"	"紫红"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"2.6"	"12.3"	"HS"	"--"	"肾形"	"8.05"	"25.99"	"8.76"	"湖南"	"--"	"I2C02021"	"豇豆"	"--"	"黑"	"XC90014"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"永州"	"--"	"93.6"	"--"	"15.7"	"湖南省农科院作物所"	"--"	"--"	"I0002496"	"HS"	"9"	"--"	"无限"	"--"	"27.0"	"--"	"半蔓生"	"--"	"Leguminosae(豆科)"	"--"
"355"	"--"	"--"	"--"	"地方"	"浅红"	"13.0"	"69"	"9"	"--"	"53.86"	"--"	"100.0"	"JIANG DOU"	"100.0"	"褐"	"17.2"	"紫红"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.8"	"12.2"	"HS"	"--"	"肾形"	"8.10"	"26.21"	"10.47"	"湖南"	"--"	"I2C02022"	"豇豆"	"--"	"黑"	"XC90015"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"蓝山"	"--"	"111.7"	"--"	"14.7"	"湖南省农科院作物所"	"--"	"--"	"I0002497"	"HS"	"9"	"--"	"无限"	"--"	"19.0"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"356"	"--"	"--"	"--"	"地方"	"浅红"	"8.0"	"74"	"--"	"--"	"--"	"--"	"--"	"JIANG DOU"	"--"	"褐"	"12.1"	"紫红"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.6"	"14.4"	"--"	"--"	"肾形"	"8.15"	"--"	"--"	"湖南"	"--"	"I2C02023"	"豇豆"	"--"	"黑"	"XC90017"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"蓝山"	"--"	"73.8"	"--"	"14.2"	"湖南省农科院作物所"	"--"	"--"	"I0002498"	"--"	"--"	"--"	"无限"	"--"	"21.0"	"--"	"半蔓生"	"--"	"Leguminosae(豆科)"	"--"
