"id"	"蚜害病评价"	"异亮氨酸"	"酩氨酸"	"样品类型"	"花色"	"单荚粒数"	"全生育日数"	"叶斑病级"	"支链淀粉"	"总淀粉"	"丙氨酸"	"锈病指数"	"译名"	"叶斑病指数"	"荚色"	"单株产量"	"粒色"	"色氨酸"	"苏氨酸"	"属名"	"粗脂肪"	"胱氨酸"	"丝氨酸"	"赖氨酸"	"甘氨酸"	"天冬氨酸"	"蛋氨酸"	"谷氨酸"	"分枝数"	"百粒重"	"叶斑病评价"	"熟期抗旱"	"粒形"	"成熟期"	"粗蛋白"	"直链淀粉"	"省"	"组氨酸"	"库编号"	"品种名称"	"锈病严重度"	"脐环色"	"保存编号"	"学名"	"锈病普遍率"	"备注"	"播种期"	"种子来源"	"原产地"	"脯氨酸"	"株高"	"芽期抗旱"	"单株荚数"	"保存单位"	"芽期耐盐"	"缬氨酸"	"统一编号"	"锈病评价"	"蚜害病级"	"苯丙氨酸"	"结荚习性"	"亮氨酸"	"荚长"	"总和"	"生长习性"	"精氨酸"	"科名"	"苗期耐盐"
"1"	"S"	"--"	"--"	"地方"	"紫"	"8.9"	"139"	"7-9"	"38.29"	"50.25"	"--"	"100.0"	"BAI JIANG DOU"	"86.1"	"黄橙"	"34.0"	"白"	"--"	"--"	"Vigna(豇豆属)"	"1.12"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"12.3"	"13.8"	"HS"	"3"	"肾形"	"10.03"	"24.92"	"11.96"	"北京"	"--"	"I2C00637"	"白豇豆"	"100"	"红"	"F0240"	"Vigna unguiculata (L.) Walp.(豇豆)"	"100"	"--"	"5.17"	"--"	"中国农科院作物所"	"--"	"200.0"	"2"	"41.4"	"中国农科院"	"5"	"--"	"I0000001"	"HS"	"7"	"--"	"无限"	"--"	"13.3"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"3"
"2"	"S"	"--"	"--"	"地方"	"紫"	"11.8"	"120"	"7"	"36.90"	"48.54"	"--"	"16.0"	"2 HAO BAI JIANG DOU"	"82.7"	"黄橙"	"53.1"	"白"	"--"	"--"	"Vigna(豇豆属)"	"1.20"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"13.5"	"HS"	"4"	"肾形"	"9.10"	"26.19"	"11.64"	"北京"	"--"	"I2C00638"	"2号白豇豆"	"20"	"红"	"F0402"	"Vigna unguiculata (L.) Walp.(豇豆)"	"80"	"--"	"5.13"	"--"	"北京市昌平县"	"--"	"200.0"	"4"	"53.2"	"中国农科院"	"5"	"--"	"I0000002"	"MS"	"7"	"--"	"无限"	"--"	"14.9"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"4"
"3"	"S"	"--"	"--"	"地方"	"紫"	"11.5"	"120"	"9"	"38.68"	"49.16"	"--"	"30.0"	"BAI HEI YAN"	"92.1"	"黄橙"	"82.7"	"白"	"--"	"--"	"Vigna(豇豆属)"	"1.28"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"14.3"	"HS"	"4"	"肾形"	"9.10"	"26.30"	"10.48"	"北京"	"--"	"I2C00639"	"白黑眼"	"40"	"黑"	"F0403"	"Vigna unguiculata (L.) Walp.(豇豆)"	"75"	"--"	"5.13"	"--"	"北京市昌平县"	"--"	"200.0"	"2"	"65.5"	"中国农科院"	"5"	"--"	"I0000003"	"S"	"7"	"--"	"无限"	"--"	"13.8"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"3"
"4"	"S"	"--"	"--"	"地方"	"紫"	"8.4"	"139"	"7-9"	"38.38"	"49.50"	"--"	"3.8"	"JIANG DOU"	"85.2"	"黄橙"	"37.1"	"白"	"--"	"--"	"Vigna(豇豆属)"	"1.15"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"5.9"	"13.2"	"HS"	"3"	"肾形"	"10.03"	"24.65"	"11.12"	"北京"	"--"	"I2C00640"	"豇豆"	"5"	"--"	"F0217"	"Vigna unguiculata (L.) Walp.(豇豆)"	"75"	"--"	"5.17"	"--"	"中国农科院作物所"	"--"	"200.0"	"5"	"52.4"	"中国农科院"	"4"	"--"	"I0000004"	"R"	"7"	"--"	"无限"	"--"	"12.9"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"3"
"5"	"S"	"--"	"--"	"地方"	"紫"	"9.5"	"139"	"7-9"	"36.83"	"48.79"	"--"	"0.5"	"QIAN HONG JIANG DOU"	"84.5"	"黄橙"	"33.8"	"白"	"--"	"--"	"Vigna(豇豆属)"	"1.14"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"6.4"	"13.3"	"HS"	"3"	"肾形"	"10.03"	"26.11"	"11.96"	"北京"	"--"	"I2C00641"	"浅红豇豆"	"5"	"--"	"F0219"	"Vigna unguiculata (L.) Walp.(豇豆)"	"10"	"--"	"5.17"	"--"	"中国农科院作物所"	"--"	"200.0"	"5"	"39.6"	"中国农科院"	"5"	"--"	"I0000005"	"HR"	"7"	"--"	"无限"	"--"	"14.8"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"4"
"6"	"S"	"--"	"--"	"地方"	"紫"	"14.1"	"139"	"7"	"37.77"	"49.85"	"--"	"6.0"	"QIAN HONG JIANG DOU"	"80.9"	"黄橙"	"22.9"	"白"	"--"	"--"	"Vigna(豇豆属)"	"1.20"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"7.8"	"13.0"	"HS"	"4"	"肾形"	"10.03"	"24.37"	"12.08"	"北京"	"--"	"I2C00642"	"浅红豇豆"	"20"	"--"	"F0228"	"Vigna unguiculata (L.) Walp.(豇豆)"	"30"	"--"	"5.17"	"--"	"中国农科院作物所"	"--"	"200.0"	"5"	"27.9"	"中国农科院"	"5"	"--"	"I0000006"	"MR"	"7"	"--"	"无限"	"--"	"15.8"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"4"
"7"	"S"	"--"	"--"	"地方"	"紫"	"9.9"	"139"	"9"	"36.58"	"48.40"	"--"	"1.0"	"QIAN HONG JIANG DOU"	"91.1"	"黄橙"	"21.1"	"浅红"	"--"	"--"	"Vigna(豇豆属)"	"1.09"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"7.1"	"13.7"	"HS"	"4"	"肾形"	"10.03"	"25.37"	"11.82"	"北京"	"--"	"I2C00643"	"浅红豇豆"	"5"	"--"	"F0231"	"Vigna unguiculata (L.) Walp.(豇豆)"	"20"	"--"	"5.17"	"--"	"中国农科院作物所"	"--"	"200.0"	"5"	"20.7"	"中国农科院"	"5"	"--"	"I0000007"	"R"	"7"	"--"	"无限"	"--"	"14.7"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"3"
"8"	"S"	"--"	"--"	"地方"	"紫"	"10.5"	"139"	"7-9"	"37.66"	"47.94"	"--"	"32.0"	"JIANG DOU"	"86.7"	"黄橙"	"37.4"	"浅红"	"--"	"--"	"Vigna(豇豆属)"	"1.18"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"5.6"	"13.1"	"HS"	"2"	"肾形"	"10.03"	"26.52"	"10.28"	"北京"	"--"	"I2C00644"	"豇豆"	"40"	"--"	"F0232"	"Vigna unguiculata (L.) Walp.(豇豆)"	"80"	"--"	"5.17"	"--"	"中国农科院作物所"	"--"	"200.0"	"4"	"40.8"	"中国农科院"	"4"	"--"	"I0000008"	"S"	"7"	"--"	"无限"	"--"	"14.8"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"4"
"9"	"S"	"--"	"--"	"地方"	"紫"	"8.9"	"139"	"7-9"	"37.57"	"48.37"	"--"	"32.0"	"JIANG DOU"	"92.2"	"黄橙"	"30.2"	"浅红"	"--"	"--"	"Vigna(豇豆属)"	"1.05"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"6.9"	"12.6"	"HS"	"5"	"肾形"	"10.03"	"25.98"	"10.80"	"北京"	"--"	"I2C00645"	"豇豆"	"40"	"--"	"F0234"	"Vigna unguiculata (L.) Walp.(豇豆)"	"80"	"--"	"5.17"	"--"	"中国农科院作物所"	"--"	"200.0"	"5"	"32.9"	"中国农科院"	"4"	"--"	"I0000009"	"S"	"7"	"--"	"无限"	"--"	"14.2"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"3"
"10"	"S"	"--"	"--"	"地方"	"紫"	"8.7"	"139"	"7-9"	"37.04"	"48.10"	"--"	"30.0"	"QIAN HONG JIANG DOU"	"82.2"	"黄橙"	"31.3"	"浅红"	"--"	"--"	"Vigna(豇豆属)"	"1.14"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"7.2"	"13.6"	"HS"	"2"	"肾形"	"10.03"	"26.07"	"11.06"	"北京"	"--"	"I2C00646"	"浅红豇豆"	"40"	"--"	"F0235"	"Vigna unguiculata (L.) Walp.(豇豆)"	"75"	"--"	"5.17"	"--"	"中国农科院作物所"	"--"	"200.0"	"5"	"34.0"	"中国农科院"	"4"	"--"	"I0000010"	"S"	"7"	"--"	"无限"	"--"	"13.9"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"4"
"11"	"S"	"--"	"--"	"地方"	"紫"	"8.6"	"139"	"7"	"36.44"	"48.20"	"--"	"54.0"	"JIANG DOU"	"82.4"	"黄橙"	"23.4"	"浅红"	"--"	"--"	"Vigna(豇豆属)"	"1.16"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"6.4"	"13.1"	"HS"	"4"	"肾形"	"10.03"	"25.86"	"11.76"	"北京"	"--"	"I2C00647"	"豇豆"	"60"	"--"	"F0236"	"Vigna unguiculata (L.) Walp.(豇豆)"	"90"	"--"	"5.17"	"--"	"中国农科院作物所"	"--"	"200.0"	"5"	"28.2"	"中国农科院"	"5"	"--"	"I0000011"	"HS"	"7"	"--"	"无限"	"--"	"12.8"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"4"
"12"	"HS"	"--"	"--"	"地方"	"紫"	"9.8"	"139"	"7-9"	"37.29"	"48.35"	"--"	"16.0"	"QIAN HONG JIANG DOU"	"86.7"	"黄橙"	"26.8"	"浅红"	"--"	"--"	"Vigna(豇豆属)"	"1.11"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"13.7"	"HS"	"2"	"肾形"	"10.03"	"25.54"	"11.06"	"北京"	"--"	"I2C00648"	"浅红豇豆"	"20"	"--"	"F0237"	"Vigna unguiculata (L.) Walp.(豇豆)"	"80"	"--"	"5.17"	"--"	"中国农科院作物所"	"--"	"200.0"	"5"	"31.7"	"中国农科院"	"4"	"--"	"I0000012"	"MS"	"9"	"--"	"无限"	"--"	"14.3"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"4"
"13"	"HS"	"--"	"--"	"地方"	"紫"	"9.5"	"139"	"7-9"	"37.61"	"48.15"	"--"	"8.0"	"JIANG DOU"	"87.2"	"黄橙"	"23.3"	"浅红"	"--"	"--"	"Vigna(豇豆属)"	"1.07"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"7.1"	"13.5"	"HS"	"3"	"肾形"	"10.03"	"25.49"	"10.54"	"北京"	"--"	"I2C00649"	"豇豆"	"10"	"--"	"F0238"	"Vigna unguiculata (L.) Walp.(豇豆)"	"80"	"--"	"5.17"	"--"	"中国农科院作物所"	"--"	"200.0"	"5"	"29.1"	"中国农科院"	"5"	"--"	"I0000013"	"MR"	"9"	"--"	"无限"	"--"	"15.1"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"4"
"14"	"S"	"--"	"--"	"地方"	"紫"	"9.8"	"139"	"9"	"38.49"	"48.71"	"--"	"9.0"	"JIANG DOU"	"88.9"	"黄橙"	"22.6"	"浅红"	"--"	"--"	"Vigna(豇豆属)"	"1.08"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"7.5"	"12.4"	"HS"	"3"	"肾形"	"10.03"	"25.20"	"10.22"	"北京"	"--"	"I2C00650"	"豇豆"	"10"	"--"	"F0239"	"Vigna unguiculata (L.) Walp.(豇豆)"	"90"	"--"	"5.17"	"--"	"中国农科院作物所"	"--"	"200.0"	"5"	"28.9"	"中国农科院"	"5"	"--"	"I0000014"	"MR"	"7"	"--"	"无限"	"--"	"14.1"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"4"
"15"	"HS"	"--"	"--"	"地方"	"紫"	"9.1"	"139"	"5-9"	"39.60"	"52.14"	"--"	"24.0"	"JIANG DOU"	"77.8"	"黄橙"	"21.1"	"浅红"	"--"	"--"	"Vigna(豇豆属)"	"1.38"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"8.4"	"14.5"	"S"	"3"	"肾形"	"10.03"	"25.09"	"12.54"	"北京"	"--"	"I2C00651"	"豇豆"	"40"	"--"	"F0242"	"Vigna unguiculata (L.) Walp.(豇豆)"	"60"	"--"	"5.17"	"--"	"中国农科院作物所"	"--"	"200.0"	"4"	"22.3"	"中国农科院"	"5"	"--"	"I0000015"	"S"	"9"	"--"	"无限"	"--"	"13.4"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"4"
"16"	"HS"	"--"	"--"	"地方"	"紫"	"8.4"	"139"	"5-9"	"40.49"	"50.57"	"--"	"14.0"	"JIANG DOU"	"86.7"	"黄橙"	"22.7"	"浅红"	"--"	"--"	"Vigna(豇豆属)"	"1.41"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"8.8"	"14.8"	"HS"	"3"	"肾形"	"10.03"	"26.59"	"10.08"	"北京"	"--"	"I2C00652"	"豇豆"	"20"	"--"	"F0243"	"Vigna unguiculata (L.) Walp.(豇豆)"	"70"	"--"	"5.17"	"--"	"中国农科院作物所"	"--"	"200.0"	"5"	"27.6"	"中国农科院"	"5"	"--"	"I0000016"	"MS"	"9"	"--"	"无限"	"--"	"12.8"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"4"
"17"	"S"	"--"	"--"	"地方"	"紫"	"13.0"	"116"	"9"	"38.78"	"50.08"	"--"	"4.0"	"DA HONG JIANG DOU"	"91.1"	"黄橙"	"77.9"	"浅红"	"--"	"--"	"Vigna(豇豆属)"	"1.40"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"2.0"	"14.9"	"HS"	"4"	"肾形"	"9.06"	"24.92"	"11.30"	"北京"	"--"	"I2C00653"	"大红豇豆"	"5"	"--"	"F0244"	"Vigna unguiculata (L.) Walp.(豇豆)"	"80"	"--"	"5.13"	"--"	"中国农科院作物所"	"--"	"200.0"	"5"	"58.8"	"中国农科院"	"5"	"--"	"I0000017"	"R"	"7"	"--"	"无限"	"--"	"17.0"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"4"
"18"	"HS"	"--"	"--"	"地方"	"紫"	"9.3"	"139"	"5-9"	"38.90"	"49.50"	"--"	"4.0"	"JIANG DOU"	"80.7"	"黄橙"	"9.1"	"浅红"	"--"	"--"	"Vigna(豇豆属)"	"1.40"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"9.0"	"14.7"	"HS"	"2"	"肾形"	"10.03"	"24.19"	"10.60"	"北京"	"--"	"I2C00654"	"豇豆"	"5"	"--"	"F0245"	"Vigna unguiculata (L.) Walp.(豇豆)"	"80"	"--"	"5.17"	"--"	"中国农科院作物所"	"--"	"200.0"	"5"	"49.1"	"中国农科院"	"5"	"--"	"I0000018"	"R"	"9"	"--"	"无限"	"--"	"14.5"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"3"
"19"	"HS"	"--"	"--"	"地方"	"紫"	"8.3"	"139"	"5-9"	"39.19"	"49.91"	"--"	"16.0"	"JIANG DOU"	"79.3"	"黄橙"	"51.6"	"浅红"	"--"	"--"	"Vigna(豇豆属)"	"1.41"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"7.7"	"14.3"	"S"	"2"	"肾形"	"10.03"	"23.43"	"10.72"	"北京"	"--"	"I2C00655"	"豇豆"	"20"	"--"	"F0246"	"Vigna unguiculata (L.) Walp.(豇豆)"	"80"	"--"	"5.17"	"--"	"中国农科院作物所"	"--"	"200.0"	"5"	"39.6"	"中国农科院"	"5"	"--"	"I0000019"	"MS"	"9"	"--"	"无限"	"--"	"13.0"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"3"
"20"	"HS"	"--"	"--"	"地方"	"紫"	"9.7"	"139"	"7-9"	"37.76"	"49.14"	"--"	"36.0"	"JIANG DOU"	"86.7"	"黄橙"	"18.9"	"浅红"	"--"	"--"	"Vigna(豇豆属)"	"1.38"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"9.4"	"20.8"	"HS"	"2"	"肾形"	"10.03"	"25.30"	"11.38"	"北京"	"--"	"I2C00656"	"豇豆"	"40"	"--"	"F0248"	"Vigna unguiculata (L.) Walp.(豇豆)"	"90"	"--"	"5.17"	"--"	"中国农科院作物所"	"--"	"200.0"	"5"	"47.9"	"中国农科院"	"5"	"--"	"I0000020"	"S"	"9"	"--"	"无限"	"--"	"13.7"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"4"
"21"	"S"	"--"	"--"	"地方"	"紫"	"6.6"	"93"	"5-7"	"38.12"	"47.88"	"--"	"100.0"	"YANG JIANG DOU"	"67.4"	"--"	"3.7"	"橙"	"--"	"--"	"Vigna(豇豆属)"	"1.56"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"1.5"	"14.0"	"S"	"3"	"椭圆"	"9.22"	"25.68"	"9.76"	"陕西"	"--"	"I2C00611"	"洋豇豆"	"100"	"--"	"e15"	"Vigna unguiculata (L.) Walp.(豇豆)"	"100"	"--"	"6.21"	"--"	"延川县"	"--"	"158.6"	"5"	"3.1"	"陕西省农科院"	"2"	"--"	"I0000455"	"HS"	"7"	"--"	"无限"	"--"	"12.0"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"4"
"22"	"HS"	"--"	"--"	"地方"	"紫"	"9.5"	"96"	"9"	"37.25"	"47.67"	"--"	"60.0"	"BAI JIANG DOU"	"96.2"	"--"	"4.1"	"橙"	"--"	"--"	"Vigna(豇豆属)"	"1.65"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"0.9"	"12.8"	"HS"	"3"	"矩圆"	"9.25"	"25.96"	"10.42"	"陕西"	"--"	"I2C00612"	"白豇豆"	"60"	"--"	"e16"	"Vigna unguiculata (L.) Walp.(豇豆)"	"100"	"--"	"6.21"	"--"	"安塞县"	"--"	"162.5"	"4"	"4.2"	"陕西省农科院"	"3"	"--"	"I0000456"	"HS"	"9"	"--"	"无限"	"--"	"12.5"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"3"
"23"	"S"	"--"	"--"	"地方"	"紫"	"6.0"	"93"	"7-9"	"36.72"	"47.20"	"--"	"60.2"	"DA BAI JIANG DOU"	"88.4"	"--"	"2.8"	"橙"	"--"	"--"	"Vigna(豇豆属)"	"1.72"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"2.1"	"19.4"	"HS"	"3"	"椭圆"	"9.22"	"26.13"	"10.48"	"陕西"	"--"	"I2C01729"	"大白豇豆"	"--"	"--"	"e19"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.21"	"--"	"安塞县"	"--"	"142.3"	"4"	"2.4"	"陕西省农科院"	"2"	"--"	"I0000457"	"HS"	"7"	"--"	"无限"	"--"	"13.5"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"3"
"24"	"--"	"--"	"--"	"地方"	"紫"	"7.9"	"93"	"7-9"	"--"	"47.44"	"--"	"63.1"	"HUANG JIANG DOU"	"81.2"	"--"	"2.8"	"橙"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"0.4"	"19.5"	"HS"	"--"	"肾形"	"9.22"	"25.97"	"11.85"	"陕西"	"--"	"I2C01517"	"黄豇豆"	"--"	"--"	"e20"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.21"	"--"	"志丹县"	"--"	"159.0"	"--"	"2.1"	"陕西省农科院"	"--"	"--"	"I0000458"	"HS"	"7"	"--"	"无限"	"--"	"14.2"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"25"	"S"	"--"	"--"	"地方"	"紫"	"9.4"	"95"	"9"	"--"	"46.82"	"--"	"72.5"	"XIAO KE JIANG DOU"	"90.2"	"--"	"4.9"	"橙"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"0.4"	"12.5"	"HS"	"--"	"椭圆"	"9.24"	"26.66"	"11.69"	"陕西"	"--"	"I2C01680"	"小颗豇豆"	"--"	"--"	"e22"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.21"	"--"	"宜川县"	"--"	"169.2"	"--"	"4.3"	"陕西省农科院"	"--"	"--"	"I0000459"	"HS"	"7"	"--"	"无限"	"--"	"12.3"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"26"	"--"	"--"	"--"	"地方"	"紫"	"9.2"	"91"	"7-9"	"--"	"48.57"	"--"	"73.8"	"JIANG DOU"	"87.9"	"--"	"7.7"	"橙"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"1.8"	"13.8"	"HS"	"--"	"矩圆"	"9.20"	"25.77"	"11.74"	"陕西"	"--"	"I2C01733"	"豇豆"	"--"	"--"	"e23"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.21"	"--"	"商县"	"--"	"137.5"	"--"	"6.0"	"陕西省农科院"	"--"	"--"	"I0000460"	"HS"	"--"	"--"	"无限"	"--"	"12.3"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"27"	"S"	"--"	"--"	"地方"	"紫"	"7.3"	"100"	"9"	"--"	"48.74"	"--"	"84.5"	"JIANG DOU"	"90.9"	"--"	"4.0"	"紫红"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"1.1"	"13.1"	"HS"	"--"	"椭圆"	"9.29"	"25.98"	"12.68"	"陕西"	"--"	"I2C00613"	"豇豆"	"--"	"--"	"e39"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.21"	"--"	"府古县"	"--"	"148.5"	"--"	"4.7"	"陕西省农科院"	"--"	"--"	"I0000461"	"HS"	"7"	"--"	"无限"	"--"	"11.8"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"28"	"HS"	"--"	"--"	"地方"	"紫"	"9.8"	"96"	"9"	"39.14"	"49.62"	"--"	"100.0"	"DA HUI JIANG DOU"	"95.6"	"--"	"5.8"	"紫红"	"--"	"--"	"Vigna(豇豆属)"	"1.36"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"1.4"	"11.8"	"HS"	"3"	"椭圆"	"9.25"	"24.52"	"10.48"	"陕西"	"--"	"I2C00614"	"大灰豇豆"	"100"	"--"	"e21"	"Vigna unguiculata (L.) Walp.(豇豆)"	"100"	"--"	"6.21"	"--"	"子长县"	"--"	"173.2"	"5"	"5.9"	"陕西省农科院"	"3"	"--"	"I0000462"	"HS"	"9"	"--"	"无限"	"--"	"13.2"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"4"
"29"	"HS"	"--"	"--"	"地方"	"紫"	"11.5"	"96"	"5-7"	"36.74"	"47.08"	"--"	"100.0"	"HONG ZI JIANG DOU"	"63.3"	"--"	"4.9"	"紫红"	"--"	"--"	"Vigna(豇豆属)"	"1.44"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.6"	"8.8"	"S"	"2"	"椭圆"	"9.25"	"26.14"	"10.34"	"陕西"	"--"	"I2C00615"	"红紫豇豆"	"100"	"--"	"e67"	"Vigna unguiculata (L.) Walp.(豇豆)"	"100"	"--"	"6.21"	"--"	"蓝田县"	"--"	"136.3"	"3"	"6.5"	"陕西省农科院"	"2"	"--"	"I0000463"	"HS"	"9"	"--"	"无限"	"--"	"13.7"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"5"
"30"	"HS"	"--"	"--"	"地方"	"紫"	"10.3"	"96"	"9"	"--"	"47.78"	"--"	"100.0"	"CAI JIANG DOU"	"97.7"	"--"	"9.4"	"紫红"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.0"	"12.9"	"HS"	"4"	"椭圆"	"9.25"	"24.92"	"12.43"	"陕西"	"--"	"I2C01518"	"菜豇豆"	"100"	"--"	"e3-2"	"Vigna unguiculata (L.) Walp.(豇豆)"	"100"	"--"	"6.21"	"--"	"蓝田县"	"--"	"125.0"	"5"	"7.1"	"陕西省农科院"	"4"	"--"	"I0000464"	"HS"	"9"	"--"	"无限"	"--"	"12.9"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"5"
"31"	"HS"	"--"	"--"	"地方"	"紫"	"10.3"	"96"	"9"	"38.50"	"48.78"	"--"	"100.0"	"ZI JIANG DOU"	"94.7"	"--"	"5.9"	"紫红"	"--"	"--"	"Vigna(豇豆属)"	"1.29"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.4"	"11.5"	"HS"	"2"	"椭圆"	"9.25"	"24.69"	"10.28"	"陕西"	"--"	"I2C00616"	"紫豇豆"	"100"	"--"	"e79"	"Vigna unguiculata (L.) Walp.(豇豆)"	"100"	"--"	"6.21"	"--"	"丹凤县"	"--"	"142.8"	"3"	"5.1"	"陕西省农科院"	"3"	"--"	"I0000465"	"HS"	"9"	"--"	"无限"	"--"	"13.1"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"5"
"32"	"--"	"--"	"--"	"地方"	"紫"	"10.1"	"95"	"--"	"38.05"	"48.47"	"--"	"--"	"DA JIANG DOU"	"--"	"--"	"6.1"	"紫红"	"--"	"--"	"Vigna(豇豆属)"	"1.36"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.0"	"10.4"	"--"	"4"	"矩圆"	"9.24"	"25.04"	"10.42"	"陕西"	"--"	"I2C00617"	"打豇豆"	"--"	"--"	"e77"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.21"	"--"	"商南县"	"--"	"117.3"	"4"	"6.2"	"陕西省农科院"	"4"	"--"	"I0000466"	"--"	"--"	"--"	"无限"	"--"	"13.8"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"5"
"33"	"HS"	"--"	"--"	"地方"	"紫"	"9.2"	"96"	"9"	"37.31"	"47.33"	"--"	"100.0"	"HUI JIANG DOU"	"93.8"	"--"	"11.1"	"橙底紫花"	"--"	"--"	"Vigna(豇豆属)"	"1.37"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"2.3"	"15.3"	"HS"	"4"	"椭圆"	"9.25"	"25.06"	"10.02"	"陕西"	"--"	"I2C01519"	"灰豇豆"	"100"	"--"	"e57"	"Vigna unguiculata (L.) Walp.(豇豆)"	"100"	"--"	"6.21"	"--"	"延安市"	"--"	"113.6"	"4"	"9.0"	"陕西省农科院"	"4"	"--"	"I0000467"	"HS"	"9"	"--"	"无限"	"--"	"13.2"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"5"
