"id"	"蛋氨酸"	"科名"	"保存编号"	"品种名称"	"谷氨酸"	"选育单位"	"播种期"	"缬氨酸"	"结荚习性"	"精氨酸"	"苏氨酸"	"丙氨酸"	"单株产量"	"总和"	"苗期耐盐"	"天冬氨酸"	"异亮氨酸"	"锈病普遍率"	"省"	"直链淀粉"	"脂肪"	"组氨酸"	"芽期抗寒"	"分枝数"	"区"	"全生育日数"	"叶斑病级"	"总淀粉"	"东经"	"色氨酸"	"百粒重"	"属名"	"统一编号"	"芽期抗旱"	"学名"	"粒形"	"苯丙氨酸"	"熟期抗旱"	"支链淀粉"	"花色"	"成熟期"	"蛋白质"	"北纬"	"亮氨酸"	"库编号"	"锈病抗性"	"生长习性"	"保存单位"	"原产地"	"备注"	"蚜害指数"	"甘氨酸"	"单荚粒数"	"蚜害病评价"	"胱氨酸"	"样品类型"	"芽期耐盐"	"单株荚数"	"粒色"	"锈病严重度"	"育成年份"	"酩氨酸"	"脯氨酸"	"叶斑病指数"	"荚长"	"赖氨酸"	"丝氨酸"	"译名"	"蚜害病级别"	"花期抗寒"	"高程"	"荚色"	"蚜害比值"	"种子来源"	"株高"	"叶斑病评价"	"锈病指数"	"主茎节数"	"酪氨酸"	"抗旱级别"	"爆裂率"	"谷锈严重度"	"粗蛋白"	"单位编号"	"白发病病率"	"VE"	"米色"	"VB2"	"白发病抗性"	"线虫病指"	"脂肪酸183"	"抽穗日数"	"一株茎数"	"粟芒蝇评价"	"主茎长度"	"粗脂肪"	"抗旱性"	"主茎直径"	"硒"	"蝇被害株率"	"蝇抗性级别"	"单株粒重"	"脂肪酸160"	"粳糯性"
"1"	"--"	"Leguminosae(豆科)"	"E0942"	"京小1"	"--"	"--"	"5.17"	"--"	"无限"	"--"	"--"	"--"	"8.0"	"--"	"4"	"--"	"--"	"90"	"北京"	"10.71"	"0.71"	"--"	"--"	"3.7"	"华北"	"134"	"7"	"50.19"	"11617"	"--"	"9.2"	"Vigna(豇豆属)"	"B0000001"	"5"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"5"	"39.48"	"黄"	"9.28"	"25.06"	"3959"	"--"	"I2F00459"	"S"	"半蔓生"	"中国农科院品资所"	"中国农科院作物所"	"--"	"100.0"	"--"	"6.4"	"HS"	"--"	"地方"	"5"	"20.0"	"红"	"40"	"--"	"--"	"--"	"70.0"	"6.3"	"--"	"--"	"JING XIAO 1"	"9"	"--"	"46"	"黄白"	"1.20"	"--"	"113.8"	"S"	"36"																											
"2"	"0.10"	"Leguminosae(豆科)"	"E0943"	"京小2"	"4.83"	"--"	"6.24"	"1.47"	"无限"	"1.84"	"0.90"	"1.06"	"3.0"	"24.90"	"--"	"3.04"	"1.05"	"--"	"北京"	"11.46"	"0.60"	"0.68"	"--"	"4.0"	"华北"	"81"	"--"	"50.36"	"11617"	"0.16"	"7.6"	"Vigna(豇豆属)"	"B0000002"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"1.69"	"--"	"38.90"	"黄"	"9.13"	"25.08"	"3959"	"2.06"	"I2F00460"	"--"	"直立"	"中国农科院品资所"	"中国农科院作物所"	"--"	"--"	"0.98"	"6.4"	"HS"	"0.54"	"地方"	"--"	"11.6"	"红"	"--"	"--"	"0.53"	"0.73"	"--"	"6.5"	"1.98"	"1.26"	"JING XIAO 2"	"9"	"--"	"46"	"黄白"	"--"	"--"	"36.8"	"--"	"--"																											
"4"	"--"	"Leguminosae(豆科)"	"E0945"	"京小4"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"5.0"	"--"	"3"	"--"	"--"	"100"	"北京"	"11.60"	"0.59"	"--"	"--"	"3.6"	"华北"	"81"	"7-9"	"51.79"	"11617"	"--"	"7.7"	"Vigna(豇豆属)"	"B0000004"	"5"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"长圆柱"	"--"	"4"	"40.19"	"黄"	"9.13"	"24.24"	"3959"	"--"	"I2F00462"	"HS"	"直立"	"中国农科院品资所"	"中国农科院作物所"	"--"	"100.0"	"--"	"5.1"	"HS"	"--"	"地方"	"4"	"12.4"	"红"	"100"	"--"	"--"	"--"	"90.0"	"7.3"	"--"	"--"	"JING XIAO 4"	"9"	"--"	"46"	"黄白"	"1.20"	"--"	"42.0"	"HS"	"100"																											
"5"	"--"	"Leguminosae(豆科)"	"86-4"	"82-64C"	"--"		"3.11"	"--"	"无限"	"--"	"--"	"--"	"15.7"	"--"		"--"	"--"		"国外"	"--"	"--"	"--"		"6.8"		"137"		"--"		"--"	"36.6"	"Cicer(鹰嘴豆属)"	"L0000292"		"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"		"--"	"白"	"7.26"	"--"		"--"	"--"		"半匍"	"山西农科院品资所"	"--"	"--"		"--"	"1.1"		"--"	"国外"		"39.0"	"黄"				"--"		"2.3"	"--"	"--"	"82-64C"				"黄"		"ICARDA"	"52.2"				"--"																									
"6"	"--"	"Leguminosae(豆科)"	"E0947"	"京小6"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"5.0"	"--"	"3"	"--"	"--"	"90"	"北京"	"11.12"	"0.63"	"--"	"--"	"3.6"	"华北"	"88"	"7-9"	"50.70"	"11617"	"--"	"10.0"	"Vigna(豇豆属)"	"B0000006"	"5"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"3"	"39.58"	"黄"	"9.20"	"24.79"	"3959"	"--"	"I2F00464"	"S"	"半蔓生"	"中国农科院品资所"	"中国农科院作物所"	"--"	"100.0"	"--"	"7.1"	"HS"	"--"	"地方"	"4"	"11.0"	"红"	"40"	"--"	"--"	"--"	"85.6"	"7.5"	"--"	"--"	"JING XIAO 6"	"9"	"--"	"46"	"黄白"	"1.20"	"--"	"58.4"	"HS"	"36"																											
"7"	"--"	"Leguminosae(豆科)"	"E0948"	"京小7"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"5.0"	"--"	"3"	"--"	"--"	"100"	"北京"	"11.26"	"0.56"	"--"	"--"	"4.2"	"华北"	"81"	"7-9"	"51.49"	"11617"	"--"	"6.8"	"Vigna(豇豆属)"	"B0000007"	"5"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"长圆柱"	"--"	"3"	"40.23"	"黄"	"9.13"	"23.85"	"3959"	"--"	"I2F00465"	"HS"	"半蔓生"	"中国农科院品资所"	"中国农科院作物所"	"--"	"100.0"	"--"	"6.5"	"HS"	"--"	"地方"	"3"	"16.2"	"红"	"100"	"--"	"--"	"--"	"88.9"	"7.2"	"--"	"--"	"JING XIAO 7"	"9"	"--"	"46"	"黄白"	"1.20"	"--"	"45.0"	"HS"	"100"																											
"8"	"--"	"Leguminosae(豆科)"	"E0949"	"京小8"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"6.0"	"--"	"4"	"--"	"--"	"100"	"北京"	"11.94"	"0.55"	"--"	"--"	"3.2"	"华北"	"85"	"7-9"	"52.33"	"11617"	"--"	"9.0"	"Vigna(豇豆属)"	"B0000008"	"5"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"3"	"40.39"	"黄"	"9.17"	"24.05"	"3959"	"--"	"I2F00466"	"HS"	"直立"	"中国农科院品资所"	"中国农科院作物所"	"--"	"100.0"	"--"	"7.3"	"HS"	"--"	"地方"	"4"	"18.8"	"红"	"100"	"--"	"--"	"--"	"91.1"	"7.5"	"--"	"--"	"JING XIAO 8"	"9"	"--"	"46"	"黄白"	"1.20"	"--"	"44.0"	"HS"	"100"																											
"10"	"--"	"Leguminosae(豆科)"	"E0953"	"京小12"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"5.0"	"--"	"4"	"--"	"--"	"100"	"北京"	"9.96"	"0.58"	"--"	"--"	"3.4"	"华北"	"81"	"7-9"	"48.49"	"11617"	"--"	"6.2"	"Vigna(豇豆属)"	"B0000012"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"4"	"38.53"	"黄"	"9.13"	"24.77"	"3959"	"--"	"I2F00470"	"S"	"半蔓生"	"中国农科院品资所"	"中国农科院作物所"	"--"	"64.1"	"--"	"6.9"	"HS"	"--"	"地方"	"4"	"19.6"	"红"	"40"	"--"	"--"	"--"	"85.5"	"6.2"	"--"	"--"	"JING XIAO 12"	"9"	"--"	"46"	"褐"	"0.76"	"--"	"49.4"	"HS"	"40"																											
"11"	"--"	"Leguminosae(豆科)"	"E0954"	"京小13"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"7.0"	"--"	"3"	"--"	"--"	"100"	"北京"	"12.08"	"0.55"	"--"	"--"	"4.0"	"华北"	"81"	"3-5"	"52.79"	"11617"	"--"	"8.0"	"Vigna(豇豆属)"	"B0000013"	"5"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"3"	"40.71"	"黄"	"9.13"	"23.36"	"3959"	"--"	"I2F00471"	"HS"	"半蔓生"	"中国农科院品资所"	"中国农科院作物所"	"--"	"76.6"	"--"	"7.6"	"HS"	"--"	"地方"	"4"	"18.2"	"红"	"100"	"--"	"--"	"--"	"40.8"	"7.5"	"--"	"--"	"JING XIAO 13"	"9"	"--"	"46"	"黄白"	"0.91"	"--"	"53.4"	"MS"	"100"																											
"12"	"--"	"Leguminosae(豆科)"	"E0955"	"京小14"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"6.6"	"--"	"4"	"--"	"--"	"100"	"北京"	"9.96"	"0.53"	"--"	"--"	"3.0"	"华北"	"81"	"7-9"	"48.56"	"11617"	"--"	"6.3"	"Vigna(豇豆属)"	"B0000014"	"5"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"4"	"38.60"	"黄"	"9.13"	"23.59"	"3959"	"--"	"I2F00472"	"S"	"半蔓生"	"中国农科院品资所"	"中国农科院作物所"	"--"	"68.8"	"--"	"7.4"	"HS"	"--"	"地方"	"3"	"14.8"	"红"	"40"	"--"	"--"	"--"	"87.8"	"6.2"	"--"	"--"	"JING XIAO 14"	"9"	"--"	"46"	"黑白"	"0.82"	"--"	"60.0"	"HS"	"40"																											
"13"	"--"	"Leguminosae(豆科)"	"E0956"	"京小15"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"4.5"	"--"	"3"	"--"	"--"	"100"	"北京"	"10.02"	"0.55"	"--"	"--"	"4.2"	"华北"	"81"	"7-9"	"49.10"	"11617"	"--"	"7.7"	"Vigna(豇豆属)"	"B0000015"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"长圆柱"	"--"	"4"	"39.08"	"黄"	"9.13"	"25.24"	"3959"	"--"	"I2F00473"	"HS"	"半蔓生"	"中国农科院品资所"	"中国农科院作物所"	"--"	"93.8"	"--"	"6.8"	"HS"	"--"	"地方"	"4"	"16.2"	"红"	"100"	"--"	"--"	"--"	"90.0"	"7.3"	"--"	"--"	"JING XIAO 15"	"9"	"--"	"46"	"黄白"	"1.10"	"--"	"55.0"	"HS"	"100"																											
"14"	"--"	"Leguminosae(豆科)"	"E0957"	"京小16"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"4.5"	"--"	"4"	"--"	"--"	"100"	"北京"	"10.98"	"0.53"	"--"	"--"	"3.7"	"华北"	"90"	"7-9"	"51.34"	"11617"	"--"	"7.3"	"Vigna(豇豆属)"	"B0000016"	"3"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"长圆柱"	"--"	"3"	"40.36"	"黄"	"9.22"	"23.87"	"3959"	"--"	"I2F00474"	"HS"	"半蔓生"	"中国农科院品资所"	"中国农科院作物所"	"--"	"100.0"	"--"	"7.6"	"HS"	"--"	"地方"	"4"	"13.0"	"红"	"100"	"--"	"--"	"--"	"89.7"	"7.0"	"--"	"--"	"JING XIAO 16"	"9"	"--"	"46"	"褐"	"1.20"	"--"	"63.3"	"HS"	"100"																											
"15"	"0.28"	"Leguminosae(豆科)"	"E0958"	"京小17"	"5.45"	"--"	"6.24"	"1.67"	"无限"	"2.12"	"0.90"	"1.18"	"5.0"	"28.60"	"--"	"3.36"	"1.37"	"--"	"北京"	"--"	"--"	"0.91"	"--"	"3.6"	"华北"	"97"	"--"	"--"	"11617"	"0.17"	"11.3"	"Vigna(豇豆属)"	"B0000017"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"2.19"	"--"	"--"	"黄"	"9.29"	"--"	"3959"	"2.39"	"--"	"--"	"半蔓生"	"中国农科院品资所"	"中国农科院作物所"	"--"	"--"	"1.02"	"6.2"	"--"	"0.46"	"地方"	"--"	"11.2"	"红"	"--"	"--"	"0.69"	"1.05"	"--"	"7.0"	"2.15"	"1.22"	"JING XIAO"	"--"	"--"	"46"	"黄白"	"--"	"--"	"44.6"	"--"	"--"																											
"16"	"--"	"Leguminosae(豆科)"	"E0959"	"京小18"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"12.0"	"--"	"4"	"--"	"--"	"100"	"北京"	"12.04"	"0.47"	"--"	"--"	"4.4"	"华北"	"95"	"7-9"	"50.74"	"11617"	"--"	"10.8"	"Vigna(豇豆属)"	"B0000018"	"5"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"3"	"38.70"	"黄"	"9.27"	"25.48"	"3959"	"--"	"I2F00475"	"MS"	"半蔓生"	"中国农科院品资所"	"中国农科院作物所"	"--"	"100.0"	"--"	"7.2"	"HS"	"--"	"地方"	"3"	"24.0"	"红"	"20"	"--"	"--"	"--"	"87.8"	"7.8"	"--"	"--"	"JING XIAO"	"9"	"--"	"46"	"黄白"	"1.20"	"--"	"62.2"	"HS"	"20"																											
"17"	"--"	"Leguminosae(豆科)"	"E0977"	"京小36"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"6.8"	"--"	"--"	"--"	"--"	"--"	"北京"	"--"	"--"	"--"	"--"	"4.2"	"华北"	"102"	"--"	"--"	"11617"	"--"	"11.0"	"Vigna(豇豆属)"	"B0000019"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"--"	"--"	"黄"	"10.04"	"--"	"3959"	"--"	"--"	"--"	"半蔓生"	"中国农科院品资所"	"中国农科院作物所"	"--"	"--"	"--"	"8.5"	"--"	"--"	"地方"	"--"	"10.6"	"红"	"--"	"--"	"--"	"--"	"--"	"8.7"	"--"	"--"	"JING XIAO"	"--"	"--"	"46"	"黄白"	"--"	"--"	"60.0"	"--"	"--"																											
"18"	"--"	"Leguminosae(豆科)"	"E0961"	"京小20"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"6.0"	"--"	"2"	"--"	"--"	"100"	"北京"	"10.88"	"0.56"	"--"	"--"	"4.2"	"华北"	"95"	"7-9"	"49.87"	"11617"	"--"	"9.8"	"Vigna(豇豆属)"	"B0000020"	"5"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"3"	"38.99"	"黄"	"9.27"	"25.12"	"3959"	"--"	"I2F00477"	"HS"	"半蔓生"	"中国农科院品资所"	"中国农科院作物所"	"--"	"100.0"	"--"	"7.8"	"HS"	"--"	"地方"	"4"	"10.0"	"红"	"100"	"--"	"--"	"--"	"88.7"	"7.6"	"--"	"--"	"JING XIAO"	"9"	"--"	"46"	"黄白"	"1.20"	"--"	"65.4"	"HS"	"100"																											
"19"	"0.36"	"Leguminosae(豆科)"	"E1022"	"红小豆"	"4.90"	"--"	"6.24"	"1.41"	"无限"	"1.77"	"0.90"	"1.10"	"10.5"	"25.65"	"1"	"3.04"	"1.33"	"100"	"天津"	"11.86"	"0.49"	"0.75"	"--"	"3.6"	"华北"	"98"	"5-7"	"55.17"	"11706"	"0.18"	"12.0"	"Vigna(豇豆属)"	"B0000090"	"5"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"1.66"	"4"	"43.31"	"黄"	"9.30"	"24.38"	"3924"	"2.28"	"I2F00532"	"HS"	"半蔓生"	"中国农科院品资所"	"天津武清县"	"--"	"43.8"	"0.96"	"8.0"	"S"	"0.50"	"地方"	"3"	"14.6"	"红"	"100"	"--"	"0.68"	"0.59"	"66.7"	"7.9"	"1.92"	"1.32"	"HONG XIAO DOU"	"7"	"--"	"5"	"黄白"	"0.52"	"--"	"62.4"	"S"	"100"																											
"20"	"--"	"Leguminosae(豆科)"	"E1023"	"红小豆"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"9.0"	"--"	"2"	"--"	"--"	"100"	"天津"	"11.58"	"0.49"	"--"	"--"	"4.1"	"华北"	"88"	"5-7"	"55.14"	"11655"	"--"	"10.7"	"Vigna(豇豆属)"	"B0000091"	"5"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"4"	"43.56"	"黄"	"9.20"	"24.82"	"3856"	"--"	"I2F00533"	"HS"	"半蔓生"	"中国农科院品资所"	"天津静海县"	"--"	"71.8"	"--"	"7.7"	"HS"	"--"	"地方"	"3"	"13.0"	"红"	"100"	"--"	"--"	"--"	"71.1"	"7.6"	"--"	"--"	"HONG XIAO DOU"	"9"	"--"	"5"	"黄白"	"0.85"	"--"	"57.6"	"S"	"100"																											
"21"	"--"	"Leguminosae(豆科)"	"E1024"	"红小豆"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"10.0"	"--"	"2"	"--"	"--"	"100"	"天津"	"12.22"	"0.54"	"--"	"--"	"4.4"	"华北"	"93"	"5-7"	"54.49"	"11655"	"--"	"9.9"	"Vigna(豇豆属)"	"B0000092"	"3"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"4"	"42.27"	"黄"	"9.25"	"25.43"	"3856"	"--"	"I2F00534"	"HS"	"直立"	"中国农科院品资所"	"天津静海县"	"--"	"87.5"	"--"	"7.4"	"HS"	"--"	"地方"	"3"	"19.0"	"红"	"100"	"--"	"--"	"--"	"60.0"	"7.2"	"--"	"--"	"HONG XIAO DOU"	"9"	"--"	"5"	"黄白"	"1.00"	"--"	"49.9"	"MS"	"100"																											
"22"	"--"	"Leguminosae(豆科)"	"E1025"	"红小豆"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"9.5"	"--"	"2"	"--"	"--"	"100"	"天津"	"12.16"	"0.52"	"--"	"--"	"3.7"	"华北"	"93"	"3"	"54.19"	"11739"	"--"	"8.8"	"Vigna(豇豆属)"	"B0000093"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"4"	"42.03"	"黄"	"9.25"	"23.91"	"3901"	"--"	"I2F00535"	"HS"	"半蔓生"	"中国农科院品资所"	"天津(大丰堆)"	"--"	"89.1"	"--"	"7.4"	"HS"	"--"	"地方"	"3"	"15.8"	"红"	"100"	"--"	"--"	"--"	"38.8"	"7.5"	"--"	"--"	"HONG XIAO DOU"	"9"	"--"	"2"	"黄白"	"1.10"	"--"	"49.7"	"MR"	"100"																											
"23"	"--"	"Leguminosae(豆科)"	"E1060"	"红小豆"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"8.0"	"--"	"--"	"--"	"--"	"--"	"河北"	"12.50"	"0.59"	"--"	"--"	"4.0"	"华北"	"92"	"--"	"54.14"	"11618"	"--"	"9.6"	"Vigna(豇豆属)"	"B0000094"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"--"	"41.64"	"黄"	"9.24"	"22.89"	"3926"	"--"	"I2F00548"	"--"	"半蔓生"	"中国农科院品资所"	"河北固安县"	"--"	"--"	"--"	"7.1"	"--"	"--"	"地方"	"--"	"14.4"	"红"	"--"	"--"	"--"	"--"	"--"	"6.8"	"--"	"--"	"HONG XIAO DOU"	"--"	"--"	"23"	"黄白"	"--"	"--"	"50.2"	"--"	"--"																											
"24"	"--"	"Leguminosae(豆科)"	"E1040"	"浅黄绿小豆"	"--"	"--"	"6.24"	"--"	"无限"	"--"	"--"	"--"	"11.5"	"--"	"3"	"--"	"--"	"100"	"山西"	"11.74"	"0.59"	"--"	"--"	"3.4"	"华北"	"98"	"3-5"	"53.49"	"11108"	"--"	"8.4"	"Vigna(豇豆属)"	"B0000095"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"3"	"41.75"	"黄"	"9.30"	"23.57"	"3732"	"--"	"I2F00546"	"HS"	"半蔓生"	"中国农科院品资所"	"山西离石县"	"--"	"100.0"	"--"	"6.4"	"HS"	"--"	"地方"	"2"	"19.5"	"白"	"100"	"--"	"--"	"--"	"46.7"	"6.2"	"--"	"--"	"QIAN HUANG LU XIAO DOU"	"9"	"--"	"930"	"黄白"	"1.20"	"--"	"64.9"	"MS"	"100"																											
"25"	"--"	"Leguminosae(豆科)"	"095"	"红小豆"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"27.8"	"--"	"5"	"--"	"--"	"100"	"河北"	"10.30"	"0.25"	"--"	"--"	"5.0"	"华北"	"96"	"7"	"52.27"	"11457"	"--"	"9.0"	"Vigna(豇豆属)"	"B0000096"	"3"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"3"	"41.97"	"黄"	"9.24"	"24.99"	"3629"	"--"	"I2F01412"	"HS"	"半蔓生"	"河北省农科院"	"广平县"	"--"	"100.0"	"--"	"9.3"	"HS"	"--"	"地方"	"1"	"52.6"	"红"	"100"	"--"	"--"	"--"	"64.4"	"8.6"	"--"	"--"	"HONG XIAO DOU"	"9"	"--"	"48"	"黄白"	"1.20"	"--"	"114.9"	"S"	"100"																											
"26"	"--"	"Leguminosae(豆科)"	"218"	"赤小豆"	"--"	"--"	"6.25"	"--"	"无限"	"--"	"--"	"--"	"18.6"	"--"	"3"	"--"	"--"	"--"	"河北"	"--"	"--"	"--"	"--"	"5.0"	"华北"	"107"	"--"	"--"	"11411"	"--"	"10.0"	"Vigna(豇豆属)"	"B0000097"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"--"	"--"	"黄"	"10.10"	"--"	"3642"	"--"	"I2F01413"	"--"	"半蔓生"	"河北省农科院"	"武安县"	"--"	"--"	"--"	"8.5"	"--"	"--"	"地方"	"4"	"32.0"	"红"	"--"	"--"	"--"	"--"	"--"	"9.7"	"--"	"--"	"CHI XIAO DOU"	"--"	"--"	"199"	"黄白"	"--"	"--"	"99.1"	"--"	"--"																											
"27"	"--"	"Leguminosae(豆科)"	"079"	"红小豆"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"37.2"	"--"	"1"	"--"	"--"	"100"	"河北"	"10.10"	"0.51"	"--"	"--"	"7.3"	"华北"	"106"	"5"	"53.82"	"11430"	"--"	"7.3"	"Vigna(豇豆属)"	"B0000098"	"2"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"4"	"43.72"	"黄"	"10.04"	"22.69"	"3652"	"--"	"I2F01414"	"HS"	"蔓生"	"河北省农科院"	"沙河县"	"--"	"57.5"	"--"	"9.3"	"S"	"--"	"地方"	"3"	"64.9"	"红"	"100"	"--"	"--"	"--"	"46.7"	"8.1"	"--"	"--"	"HONG XIAO DOU"	"7"	"--"	"63"	"黄白"	"0.68"	"--"	"98.5"	"MS"	"100"																											
"28"	"--"	"Leguminosae(豆科)"	"098"	"红小豆"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"34.2"	"--"	"3"	"--"	"--"	"100"	"河北"	"9.40"	"0.21"	"--"	"--"	"6.8"	"华北"	"108"	"5"	"47.60"	"11446"	"--"	"7.5"	"Vigna(豇豆属)"	"B0000099"	"1"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"3"	"38.20"	"黄"	"10.06"	"23.54"	"3721"	"--"	"I2F01415"	"HS"	"蔓生"	"河北省农科院"	"隆尧县"	"--"	"100.0"	"--"	"9.3"	"HS"	"--"	"地方"	"5"	"57.9"	"红"	"100"	"--"	"--"	"--"	"60.0"	"9.4"	"--"	"--"	"HONG XIAO DOU"	"9"	"--"	"33"	"黄白"	"1.09"	"--"	"107.6"	"MS"	"100"																											
"29"	"--"	"Leguminosae(豆科)"	"229"	"红小豆"	"--"	"--"	"6.25"	"--"	"有限"	"--"	"--"	"--"	"20.9"	"--"	"3"	"--"	"--"	"--"	"河北"	"--"	"--"	"--"	"--"	"6.7"	"华北"	"106"	"--"	"--"	"11529"	"--"	"12.3"	"Vigna(豇豆属)"	"B0000100"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"球形"	"--"	"--"	"--"	"黄"	"10.09"	"--"	"3651"	"--"	"I2F01416"	"--"	"直立"	"河北省农科院"	"临西县"	"--"	"--"	"--"	"7.1"	"--"	"--"	"地方"	"5"	"33.7"	"红"	"--"	"--"	"--"	"--"	"--"	"7.0"	"--"	"--"	"HONG XIAO DOU"	"--"	"--"	"35"	"黄白"	"--"	"--"	"49.0"	"--"	"--"																											
"30"	"0.08"	"Leguminosae(豆科)"	"003"	"小豆"	"5.05"	"--"	"6.20"	"1.72"	"无限"	"1.99"	"0.64"	"1.19"	"31.9"	"24.97"	"3"	"2.92"	"1.35"	"100"	"河北"	"9.96"	"0.18"	"0.54"	"--"	"6.4"	"华北"	"106"	"7"	"53.41"	"11450"	"0.19"	"12.5"	"Vigna(豇豆属)"	"B0000101"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"1.76"	"3"	"43.45"	"黄"	"10.04"	"23.80"	"3802"	"2.31"	"I2F01417"	"HS"	"蔓生"	"河北省农科院"	"藁城县"	"--"	"75.0"	"1.03"	"8.5"	"HS"	"0.32"	"地方"	"3"	"52.1"	"红"	"100"	"--"	"0.60"	"0.80"	"77.8"	"8.8"	"1.84"	"0.64"	"XIAO DOU"	"9"	"--"	"53"	"黄白"	"0.89"	"--"	"125.2"	"S"	"100"																											
"31"	"--"	"Leguminosae(豆科)"	"110"	"红小豆"	"--"	"--"	"6.20"	"--"	"无限"	"--"	"--"	"--"	"37.2"	"--"	"3"	"--"	"--"	"100"	"河北"	"9.68"	"0.40"	"--"	"--"	"6.4"	"华北"	"104"	"5"	"51.87"	"11450"	"--"	"8.7"	"Vigna(豇豆属)"	"B0000102"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"--"	"42.19"	"黄"	"10.02"	"24.60"	"3802"	"--"	"I2F01418"	"HS"	"蔓生"	"河北省农科院"	"藁城县"	"--"	"71.9"	"--"	"8.6"	"HS"	"--"	"地方"	"3"	"62.2"	"红"	"100"	"--"	"--"	"--"	"60.0"	"7.6"	"--"	"--"	"HONG XIAO DOU"	"9"	"--"	"53"	"黄白"	"0.86"	"--"	"99.4"	"MS"	"100"																											
