"id"	"蛋氨酸"	"科名"	"保存编号"	"品种名称"	"谷氨酸"	"选育单位"	"播种期"	"缬氨酸"	"结荚习性"	"精氨酸"	"苏氨酸"	"丙氨酸"	"单株产量"	"总和"	"苗期耐盐"	"天冬氨酸"	"异亮氨酸"	"锈病普遍率"	"省"	"直链淀粉"	"脂肪"	"组氨酸"	"芽期抗寒"	"分枝数"	"区"	"全生育日数"	"叶斑病级"	"总淀粉"	"东经"	"色氨酸"	"百粒重"	"属名"	"统一编号"	"芽期抗旱"	"学名"	"粒形"	"苯丙氨酸"	"熟期抗旱"	"支链淀粉"	"花色"	"成熟期"	"蛋白质"	"北纬"	"亮氨酸"	"库编号"	"锈病抗性"	"生长习性"	"保存单位"	"原产地"	"备注"	"蚜害指数"	"甘氨酸"	"单荚粒数"	"蚜害病评价"	"胱氨酸"	"样品类型"	"芽期耐盐"	"单株荚数"	"粒色"	"锈病严重度"	"育成年份"	"酩氨酸"	"脯氨酸"	"叶斑病指数"	"荚长"	"赖氨酸"	"丝氨酸"	"译名"	"蚜害病级别"	"花期抗寒"	"高程"	"荚色"	"蚜害比值"	"种子来源"	"株高"	"叶斑病评价"	"锈病指数"	"主茎节数"	"酪氨酸"	"抗旱级别"	"爆裂率"	"谷锈严重度"	"粗蛋白"	"单位编号"	"白发病病率"	"VE"	"米色"	"VB2"	"白发病抗性"	"线虫病指"	"脂肪酸183"	"抽穗日数"	"一株茎数"	"粟芒蝇评价"	"主茎长度"	"粗脂肪"	"抗旱性"	"主茎直径"	"硒"	"蝇被害株率"	"蝇抗性级别"	"单株粒重"	"脂肪酸160"	"粳糯性"
"390"	"--"	"Leguminosae(豆科)"	"B0041"	"红小豆"	"--"	"--"	"5.31"	"--"	"有限"	"--"	"--"	"--"	"16.4"	"--"	"3"	"--"	"--"	"100"	"云南"	"16.00"	"1.23"	"--"	"--"	"3.3"	"华南"	"108"	"7"	"55.32"	"10029"	"--"	"7.1"	"Vigna(豇豆属)"	"B0001492"	"2"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"4"	"39.32"	"黄"	"9.16"	"21.28"	"2521"	"--"	"I2F00561"	"HS"	"半蔓生"	"云南省农科院"	"弥渡县"	"--"	"100.0"	"--"	"10.1"	"HS"	"--"	"地方"	"2"	"29.4"	"红"	"100"	"--"	"--"	"--"	"80.6"	"9.6"	"--"	"--"	"HONG XIAO DOU"	"9"	"--"	"1660"	"浅褐"	"1.20"	"--"	"95.0"	"HS"	"100"																											
"391"	"--"	"Leguminosae(豆科)"	"B0027"	"爬山豆"	"--"	"--"	"5.31"	"--"	"有限"	"--"	"--"	"--"	"20.2"	"--"	"2"	"--"	"--"	"100"	"云南"	"14.49"	"0.99"	"--"	"--"	"3.6"	"华南"	"126"	"3-5"	"52.48"	"9957"	"--"	"18.4"	"Vigna(豇豆属)"	"B0001493"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"长圆柱"	"--"	"3"	"37.99"	"黄"	"10.04"	"24.43"	"2540"	"--"	"I2F00562"	"HS"	"直立"	"云南省农科院"	"漾濞县"	"--"	"100.0"	"--"	"7.7"	"HS"	"--"	"地方"	"4"	"20.1"	"红"	"100"	"--"	"--"	"--"	"41.4"	"9.6"	"--"	"--"	"PA SHAN DOU"	"9"	"--"	"1540"	"褐"	"1.20"	"--"	"75.0"	"MS"	"100"																											
"392"	"--"	"Leguminosae(豆科)"	"B0061"	"大兴小豆"	"--"	"--"	"5.31"	"--"	"有限"	"--"	"--"	"--"	"16.3"	"--"	"3"	"--"	"--"	"100"	"云南"	"--"	"--"	"--"	"--"	"3.5"	"华南"	"113"	"7-9"	"--"	"10159"	"--"	"6.4"	"Vigna(豇豆属)"	"B0001500"	"2"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"5"	"--"	"黄"	"9.21"	"--"	"2326"	"--"	"I2F00568"	"HS"	"直立"	"云南省农科院"	"元江县"	"--"	"100.0"	"--"	"9.7"	"HS"	"--"	"地方"	"2"	"28.2"	"白"	"100"	"--"	"--"	"--"	"82.2"	"6.6"	"--"	"--"	"DA XING XIAO DOU"	"9"	"--"	"385"	"黄白"	"1.20"	"--"	"78.0"	"HS"	"100"																											
"393"	"--"	"Leguminosae(豆科)"	"B0051"	"白米豆"	"--"	"--"	"5.31"	"--"	"有限"	"--"	"--"	"--"	"23.0"	"--"	"3"	"--"	"--"	"100"	"云南"	"14.25"	"0.88"	"--"	"--"	"2.7"	"华南"	"120"	"5"	"52.60"	"10143"	"--"	"7.1"	"Vigna(豇豆属)"	"B0001505"	"1"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"4"	"38.35"	"黄"	"9.28"	"23.09"	"2326"	"--"	"I2F00573"	"HS"	"半蔓生"	"云南省农科院"	"墨江县"	"--"	"100.0"	"--"	"11.5"	"HS"	"--"	"地方"	"4"	"38.8"	"白"	"60"	"--"	"--"	"--"	"53.3"	"9.6"	"--"	"--"	"BAI MI DOU"	"9"	"--"	"1310"	"黄白"	"1.20"	"--"	"110.0"	"MS"	"60"																											
"394"	"0.27"	"Leguminosae(豆科)"	"B0014"	"小豆"	"3.69"	"--"	"5.31"	"1.11"	"有限"	"1.41"	"0.76"	"0.94"	"21.2"	"20.33"	"4"	"2.44"	"0.97"	"80"	"云南"	"15.03"	"0.84"	"0.64"	"--"	"2.7"	"华南"	"126"	"7"	"55.66"	"10049"	"0.15"	"7.6"	"Vigna(豇豆属)"	"B0001508"	"3"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"1.29"	"3"	"40.63"	"黄"	"10.04"	"22.70"	"2426"	"1.69"	"I2F00576"	"HS"	"蔓生"	"云南省农科院"	"景东县"	"AA"	"100.0"	"0.81"	"10.9"	"HS"	"0.21"	"地方"	"3"	"32.8"	"白"	"60"	"--"	"0.64"	"0.59"	"64.4"	"9.3"	"1.59"	"1.12"	"XIAO DOU"	"9"	"--"	"1178"	"褐"	"1.20"	"--"	"132.0"	"S"	"48"																											
"395"	"--"	"Leguminosae(豆科)"	"B0026"	"小豆"	"--"	"--"	"5.31"	"--"	"有限"	"--"	"--"	"--"	"43.1"	"--"	"4"	"--"	"--"	"100"	"云南"	"12.77"	"0.91"	"--"	"--"	"3.8"	"华南"	"140"	"5"	"51.69"	"9957"	"--"	"7.9"	"Vigna(豇豆属)"	"B0001527"	"2"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"3"	"38.92"	"黄"	"10.18"	"23.31"	"2540"	"--"	"I2F00593"	"HS"	"半蔓生"	"云南省农科院"	"漾濞县"	"--"	"100.0"	"--"	"10.0"	"HS"	"--"	"地方"	"3"	"95.4"	"白"	"60"	"--"	"--"	"--"	"57.8"	"8.7"	"--"	"--"	"XIAO DOU"	"9"	"--"	"1540"	"浅褐"	"1.20"	"--"	"90.0"	"MS"	"60"																											
"396"	"--"	"Leguminosae(豆科)"	"b109"	"红小豆"	"--"	"--"	"5.13"	"--"	"无限"	"--"	"--"	"--"	"15.0"	"--"	"1"	"--"	"--"	"80"	"陕西"	"12.48"	"0.46"	"--"	"--"	"3.7"	"中部"	"147"	"5"	"53.63"	"10935"	"--"	"5.7"	"Vigna(豇豆属)"	"B0001555"	"3"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"2"	"41.15"	"黄"	"10.07"	"20.68"	"3457"	"--"	"I2F00651"	"S"	"半蔓生"	"陕西省农科院"	"蒲城县"	"--"	"70.0"	"--"	"6.1"	"HS"	"--"	"地方"	"1"	"43.3"	"红"	"40"	"--"	"--"	"--"	"53.3"	"6.3"	"--"	"--"	"HONG XIAO DOU"	"9"	"--"	"500"	"黄白"	"0.82"	"--"	"78.0"	"MS"	"32"																											
"397"	"0.37"	"Leguminosae(豆科)"	"b116"	"红小豆"	"4.77"	"--"	"5.13"	"1.46"	"无限"	"1.79"	"0.91"	"1.12"	"12.4"	"25.59"	"3"	"2.94"	"1.33"	"100"	"陕西"	"11.52"	"0.46"	"0.82"	"--"	"3.6"	"中部"	"135"	"7"	"51.95"	"10651"	"0.13"	"7.6"	"Vigna(豇豆属)"	"B0001563"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"1.59"	"3"	"40.43"	"黄"	"9.25"	"22.61"	"3453"	"2.19"	"I2F00659"	"HS"	"半蔓生"	"陕西省农科院"	"陇县"	"--"	"81.3"	"0.99"	"5.8"	"HS"	"0.39"	"地方"	"3"	"28.2"	"红"	"60"	"--"	"0.64"	"0.89"	"68.9"	"7.1"	"1.96"	"1.30"	"HONG XIAO DOU"	"9"	"--"	"902"	"黄白"	"0.95"	"--"	"85.0"	"S"	"60"																											
"398"	"--"	"Leguminosae(豆科)"	"b118"	"白小豆"	"--"	"--"	"5.13"	"--"	"无限"	"--"	"--"	"--"	"2.6"	"--"	"--"	"--"	"--"	"--"	"陕西"	"--"	"--"	"--"	"--"	"5.6"	"中部"	"149"	"--"	"--"	"10909"	"--"	"5.7"	"Vigna(豇豆属)"	"B0001569"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"--"	"--"	"黄"	"10.09"	"--"	"3226"	"--"	"I2F00664"	"--"	"半蔓生"	"陕西省农科院"	"镇安县"	"--"	"--"	"--"	"0.6"	"--"	"--"	"地方"	"--"	"71.2"	"白"	"--"	"--"	"--"	"--"	"--"	"7.3"	"--"	"--"	"BAI XIAO DOU"	"--"	"--"	"570"	"黄白"	"--"	"--"	"110.6"	"--"	"--"																											
"399"	"--"	"Leguminosae(豆科)"	"b67"	"米小豆"	"--"	"--"	"5.13"	"--"	"无限"	"--"	"--"	"--"	"11.0"	"--"	"--"	"--"	"--"	"--"	"陕西"	"--"	"--"	"--"	"--"	"3.4"	"中部"	"147"	"--"	"--"	"11051"	"--"	"3.8"	"Vigna(豇豆属)"	"B0001571"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"--"	"--"	"黄"	"10.07"	"--"	"3330"	"--"	"I2F02615"	"--"	"半蔓生"	"陕西省农科院"	"商南县"	"--"	"--"	"--"	"5.1"	"--"	"--"	"地方"	"--"	"56.6"	"白"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"MI XIAO DOU"	"--"	"--"	"470"	"黄白"	"--"	"--"	"112.8"	"--"	"--"																											
"400"	"--"	"Leguminosae(豆科)"	"b113"	"白小豆"	"--"	"--"	"5.13"	"--"	"无限"	"--"	"--"	"--"	"21.1"	"--"	"--"	"--"	"--"	"--"	"陕西"	"10.94"	"0.36"	"--"	"--"	"3.4"	"中部"	"147"	"--"	"54.33"	"10900"	"--"	"6.3"	"Vigna(豇豆属)"	"B0001583"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"--"	"43.39"	"黄"	"10.07"	"23.34"	"3340"	"--"	"I2F00677"	"--"	"半蔓生"	"陕西省农科院"	"柞水县"	"--"	"--"	"--"	"7.3"	"--"	"--"	"地方"	"--"	"46.2"	"白"	"--"	"--"	"--"	"--"	"--"	"6.8"	"--"	"--"	"BAI XIAO DOU"	"--"	"--"	"820"	"黄白"	"--"	"--"	"98.0"	"--"	"--"																											
"401"	"--"	"Leguminosae(豆科)"	"b102"	"小青豆"	"--"	"--"	"5.13"	"--"	"无限"	"--"	"--"	"--"	"9.9"	"--"	"--"	"--"	"--"	"--"	"陕西"	"11.58"	"0.45"	"--"	"--"	"3.0"	"中部"	"126"	"--"	"55.56"	"10905"	"--"	"6.5"	"Vigna(豇豆属)"	"B0001589"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"--"	"43.98"	"黄"	"9.16"	"22.98"	"3432"	"--"	"I2F00683"	"--"	"半蔓生"	"陕西省农科院"	"蓝田县"	"--"	"--"	"--"	"6.3"	"--"	"--"	"地方"	"--"	"24.4"	"白"	"--"	"--"	"--"	"--"	"--"	"7.1"	"--"	"--"	"XIAO QING DOU"	"--"	"--"	"500"	"黄白"	"--"	"--"	"108.8"	"--"	"--"																											
"402"	"--"	"Leguminosae(豆科)"	"b82"	"白小豆"	"--"	"--"	"5.13"	"--"	"无限"	"--"	"--"	"--"	"16.9"	"--"	"--"	"--"	"--"	"100"	"陕西"	"12.40"	"0.45"	"--"	"--"	"5.4"	"中部"	"136"	"7"	"54.61"	"11026"	"--"	"6.5"	"Vigna(豇豆属)"	"B0001593"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"--"	"42.21"	"黄"	"9.26"	"21.54"	"3528"	"--"	"I2F00687"	"HS"	"半蔓生"	"陕西省农科院"	"韩城县"	"--"	"82.5"	"--"	"5.4"	"HS"	"--"	"地方"	"--"	"47.8"	"白"	"100"	"--"	"--"	"--"	"68.9"	"7.5"	"--"	"--"	"BAI XIAO DOU"	"9"	"--"	"384"	"黄白"	"0.96"	"--"	"93.2"	"S"	"100"																											
"403"	"--"	"Leguminosae(豆科)"	"b22"	"白小豆"	"--"	"--"	"5.13"	"--"	"无限"	"--"	"--"	"--"	"13.6"	"--"	"--"	"--"	"--"	"--"	"陕西"	"10.42"	"0.29"	"--"	"--"	"4.8"	"中部"	"140"	"--"	"52.26"	"10842"	"--"	"5.7"	"Vigna(豇豆属)"	"B0001603"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"球形"	"--"	"--"	"41.84"	"黄"	"9.30"	"23.71"	"3421"	"--"	"I2F00697"	"--"	"半蔓生"	"陕西省农科院"	"咸阳市"	"--"	"--"	"--"	"4.8"	"--"	"--"	"地方"	"--"	"49.6"	"白"	"--"	"--"	"--"	"--"	"--"	"7.3"	"--"	"--"	"BAI XIAO DOU"	"--"	"--"	"388"	"黄白"	"--"	"--"	"98.4"	"--"	"--"																											
"404"	"--"	"Leguminosae(豆科)"	"b126"	"白小豆"	"--"	"--"	"5.13"	"--"	"无限"	"--"	"--"	"--"	"14.1"	"--"	"--"	"--"	"--"	"--"	"陕西"	"11.92"	"0.34"	"--"	"--"	"3.8"	"中部"	"135"	"--"	"53.92"	"10737"	"--"	"8.3"	"Vigna(豇豆属)"	"B0001607"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"--"	"42.00"	"黄"	"9.25"	"23.29"	"3427"	"--"	"I2F00701"	"--"	"半蔓生"	"陕西省农科院"	"歧山县"	"--"	"--"	"--"	"5.9"	"--"	"--"	"地方"	"--"	"28.6"	"白"	"--"	"--"	"--"	"--"	"--"	"6.6"	"--"	"--"	"BAI XIAO DOU"	"--"	"--"	"667"	"黄白"	"--"	"--"	"81.2"	"--"	"--"																											
"405"	"--"	"Leguminosae(豆科)"	"b122"	"白圆小豆"	"--"	"--"	"5.13"	"--"	"无限"	"--"	"--"	"--"	"40.3"	"--"	"--"	"--"	"--"	"--"	"陕西"	"10.74"	"0.41"	"--"	"--"	"4.0"	"中部"	"137"	"--"	"53.62"	"11010"	"--"	"7.7"	"Vigna(豇豆属)"	"B0001613"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"--"	"42.88"	"黄"	"9.27"	"22.88"	"3602"	"--"	"I2F00707"	"--"	"半蔓生"	"陕西省农科院"	"宜川县"	"--"	"--"	"--"	"5.6"	"--"	"--"	"地方"	"--"	"94.0"	"白"	"--"	"--"	"--"	"--"	"--"	"6.2"	"--"	"--"	"BAI YUAN XIAO DOU"	"--"	"--"	"842"	"黄白"	"--"	"--"	"96.0"	"--"	"--"																											
"406"	"--"	"Leguminosae(豆科)"	"b76"	"绿小豆"	"--"	"--"	"5.13"	"--"	"无限"	"--"	"--"	"--"	"31.0"	"--"	"1"	"--"	"--"	"80"	"陕西"	"12.92"	"0.43"	"--"	"--"	"4.8"	"中部"	"147"	"5"	"54.14"	"11051"	"--"	"9.9"	"Vigna(豇豆属)"	"B0001619"	"5"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"球形"	"--"	"3"	"41.22"	"黄"	"10.07"	"22.21"	"3330"	"--"	"I2F00713"	"MS"	"半蔓生"	"陕西省农科院"	"商南县"	"--"	"94.4"	"--"	"6.0"	"HS"	"--"	"地方"	"2"	"52.0"	"绿"	"20"	"--"	"--"	"--"	"58.9"	"7.2"	"--"	"--"	"LU XIAO DOU"	"9"	"--"	"470"	"黑"	"1.10"	"--"	"91.4"	"MS"	"16"																											
"407"	"--"	"Leguminosae(豆科)"	"b114"	"绿小豆"	"--"	"--"	"5.13"	"--"	"无限"	"--"	"--"	"--"	"19.6"	"--"	"--"	"--"	"--"	"100"	"陕西"	"13.20"	"0.34"	"--"	"--"	"3.2"	"中部"	"145"	"5"	"55.47"	"10900"	"--"	"6.3"	"Vigna(豇豆属)"	"B0001623"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"球形"	"--"	"--"	"42.27"	"黄"	"10.05"	"21.86"	"3340"	"--"	"I2F00717"	"HS"	"半蔓生"	"陕西省农科院"	"柞水县"	"--"	"62.5"	"--"	"5.6"	"S"	"--"	"地方"	"--"	"55.4"	"绿"	"100"	"--"	"--"	"--"	"48.9"	"6.7"	"--"	"--"	"LU XIAO DOU"	"7"	"--"	"820"	"黄白"	"0.73"	"--"	"116.6"	"MS"	"100"																											
"408"	"--"	"Leguminosae(豆科)"	"b37"	"绿颗小豆"	"--"	"--"	"5.13"	"--"	"无限"	"--"	"--"	"--"	"8.7"	"--"	"3"	"--"	"--"	"100"	"陕西"	"12.92"	"0.36"	"--"	"--"	"3.6"	"中部"	"136"	"5"	"54.82"	"10930"	"--"	"8.3"	"Vigna(豇豆属)"	"B0001625"	"5"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"3"	"41.90"	"黄"	"9.26"	"20.31"	"3430"	"--"	"I2F00719"	"HS"	"半蔓生"	"陕西省农科院"	"渭南市"	"--"	"100.0"	"--"	"5.4"	"HS"	"--"	"地方"	"2"	"19.6"	"绿"	"100"	"--"	"--"	"--"	"44.4"	"6.7"	"--"	"--"	"LU KE XIAO DOU"	"9"	"--"	"362"	"黄白"	"1.17"	"--"	"74.8"	"MS"	"100"																											
"409"	"--"	"Leguminosae(豆科)"	"b103"	"绿小豆"	"--"	"--"	"5.13"	"--"	"无限"	"--"	"--"	"--"	"14.8"	"--"	"1"	"--"	"--"	"100"	"陕西"	"12.06"	"0.34"	"--"	"--"	"5.0"	"中部"	"135"	"5"	"53.01"	"10905"	"--"	"7.7"	"Vigna(豇豆属)"	"B0001627"	"3"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"3"	"40.95"	"黄"	"9.25"	"22.36"	"3432"	"--"	"I2F00721"	"HS"	"半蔓生"	"陕西省农科院"	"蓝田县"	"--"	"90.0"	"--"	"5.1"	"HS"	"--"	"地方"	"1"	"57.8"	"绿"	"100"	"--"	"--"	"--"	"51.1"	"7.2"	"--"	"--"	"LU XIAO DOU"	"9"	"--"	"500"	"黄白"	"1.05"	"--"	"92.4"	"MS"	"100"																											
"410"	"--"	"Leguminosae(豆科)"	"b111"	"绿小豆"	"--"	"--"	"5.13"	"--"	"无限"	"--"	"--"	"--"	"9.6"	"--"	"1"	"--"	"--"	"100"	"陕西"	"12.80"	"0.47"	"--"	"--"	"4.8"	"中部"	"135"	"7"	"55.51"	"10935"	"--"	"7.0"	"Vigna(豇豆属)"	"B0001631"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"3"	"42.71"	"黄"	"9.25"	"21.58"	"3457"	"--"	"I2F00725"	"HS"	"半蔓生"	"陕西省农科院"	"蒲城县"	"--"	"52.5"	"--"	"6.4"	"S"	"--"	"地方"	"2"	"21.5"	"绿"	"100"	"--"	"--"	"--"	"64.4"	"7.1"	"--"	"--"	"LU XIAO DOU"	"7"	"--"	"500"	"黄白"	"0.61"	"--"	"83.5"	"S"	"100"																											
"411"	"--"	"Leguminosae(豆科)"	"b33"	"饭小豆"	"--"	"--"	"5.13"	"--"	"无限"	"--"	"--"	"--"	"14.7"	"--"	"3"	"--"	"--"	"100"	"陕西"	"12.06"	"0.36"	"--"	"--"	"4.4"	"中部"	"136"	"7"	"54.63"	"10906"	"--"	"7.4"	"Vigna(豇豆属)"	"B0001637"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"2"	"42.57"	"黄"	"9.26"	"21.78"	"3507"	"--"	"I2F00731"	"HS"	"半蔓生"	"陕西省农科院"	"铜川市"	"--"	"90.0"	"--"	"5.8"	"HS"	"--"	"地方"	"2"	"34.4"	"绿"	"100"	"--"	"--"	"--"	"64.4"	"7.1"	"--"	"--"	"FAN XIAO DOU"	"9"	"--"	"880"	"黄白"	"1.05"	"--"	"77.0"	"S"	"100"																											
"412"	"--"	"Leguminosae(豆科)"	"b70"	"绿小豆"	"--"	"--"	"5.13"	"--"	"无限"	"--"	"--"	"--"	"15.6"	"--"	"2"	"--"	"--"	"100"	"陕西"	"12.34"	"0.39"	"--"	"--"	"3.4"	"中部"	"136"	"5"	"53.72"	"10856"	"--"	"7.7"	"Vigna(豇豆属)"	"B0001638"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"球形"	"--"	"3"	"41.38"	"黄"	"9.26"	"21.58"	"3409"	"--"	"I2F00732"	"HS"	"半蔓生"	"陕西省农科院"	"长安县"	"--"	"100.0"	"--"	"6.4"	"HS"	"--"	"地方"	"1"	"31.5"	"绿"	"100"	"--"	"--"	"--"	"53.3"	"6.8"	"--"	"--"	"LU XIAO DOU"	"9"	"--"	"510"	"黄白"	"1.17"	"--"	"93.6"	"MS"	"100"																											
"413"	"0.45"	"Leguminosae(豆科)"	"b86"	"绿小豆"	"4.20"	"--"	"5.13"	"1.19"	"无限"	"1.60"	"0.74"	"0.97"	"9.2"	"22.14"	"3"	"2.54"	"0.95"	"100"	"陕西"	"12.00"	"0.36"	"0.69"	"--"	"3.2"	"中部"	"136"	"7"	"53.32"	"10834"	"0.15"	"8.3"	"Vigna(豇豆属)"	"B0001639"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"1.39"	"3"	"41.32"	"黄"	"9.26"	"21.95"	"3448"	"1.80"	"I2F00733"	"HS"	"半蔓生"	"陕西省农科院"	"淳化县"	"--"	"100.0"	"0.77"	"5.0"	"HS"	"0.43"	"地方"	"2"	"22.2"	"绿"	"100"	"--"	"0.55"	"0.79"	"62.2"	"7.2"	"1.79"	"1.14"	"LU XIAO DOU"	"9"	"--"	"850"	"黄白"	"1.17"	"--"	"82.6"	"S"	"100"																											
"414"	"--"	"Leguminosae(豆科)"	"b94"	"绿小豆"	"--"	"--"	"5.13"	"--"	"无限"	"--"	"--"	"--"	"19.6"	"--"	"--"	"--"	"--"	"--"	"陕西"	"--"	"--"	"--"	"--"	"4.0"	"中部"	"136"	"--"	"--"	"10820"	"--"	"8.4"	"Vigna(豇豆属)"	"B0001640"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"长圆柱"	"--"	"--"	"--"	"黄"	"9.26"	"--"	"3507"	"--"	"I2F00734"	"--"	"半蔓生"	"陕西省农科院"	"旬邑县"	"--"	"--"	"--"	"5.6"	"--"	"--"	"地方"	"--"	"41.8"	"绿"	"--"	"--"	"--"	"--"	"--"	"7.3"	"--"	"--"	"LU XIAO DOU"	"--"	"--"	"960"	"黑"	"--"	"--"	"87.4"	"--"	"--"																											
"415"	"0.21"	"Leguminosae(豆科)"	"b62"	"绿小豆"	"4.15"	"--"	"5.13"	"1.27"	"无限"	"1.61"	"0.73"	"0.99"	"22.4"	"21.98"	"2"	"2.58"	"0.97"	"100"	"陕西"	"11.14"	"0.32"	"0.66"	"--"	"4.6"	"中部"	"147"	"5"	"54.05"	"10812"	"0.16"	"9.4"	"Vigna(豇豆属)"	"B0001641"	"3"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"球形"	"1.53"	"3"	"42.91"	"黄"	"10.07"	"21.23"	"3417"	"1.84"	"I2F00735"	"HS"	"半蔓生"	"陕西省农科院"	"武功县"	"--"	"100.0"	"0.81"	"6.4"	"HS"	"0.37"	"地方"	"4"	"37.2"	"绿"	"100"	"--"	"0.47"	"0.86"	"55.6"	"7.6"	"1.69"	"1.09"	"LU XIAO DOU"	"9"	"--"	"439"	"黄白"	"1.17"	"--"	"115.4"	"MS"	"100"																											
"416"	"--"	"Leguminosae(豆科)"	"b13"	"大颗绿小豆"	"--"	"--"	"5.13"	"--"	"无限"	"--"	"--"	"--"	"13.0"	"--"	"3"	"--"	"--"	"100"	"陕西"	"12.14"	"0.39"	"--"	"--"	"3.6"	"中部"	"135"	"5"	"55.04"	"10754"	"--"	"7.2"	"Vigna(豇豆属)"	"B0001642"	"3"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"3"	"42.90"	"黄"	"9.25"	"20.91"	"3421"	"--"	"I2F00736"	"HS"	"半蔓生"	"陕西省农科院"	"扶风县"	"--"	"100.0"	"--"	"4.8"	"HS"	"--"	"地方"	"2"	"37.4"	"绿"	"100"	"--"	"--"	"--"	"57.8"	"6.6"	"--"	"--"	"DA KE LV XIAO DOU"	"9"	"--"	"529"	"黄白"	"1.17"	"--"	"84.8"	"MS"	"100"																											
"417"	"--"	"Leguminosae(豆科)"	"b89"	"绿小豆"	"--"	"--"	"5.13"	"--"	"无限"	"--"	"--"	"--"	"14.5"	"--"	"3"	"--"	"--"	"100"	"陕西"	"12.66"	"0.35"	"--"	"--"	"3.0"	"中部"	"135"	"7"	"54.55"	"10737"	"--"	"7.5"	"Vigna(豇豆属)"	"B0001643"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"3"	"41.89"	"黄"	"9.25"	"21.24"	"3427"	"--"	"I2F00737"	"HS"	"半蔓生"	"陕西省农科院"	"歧山县"	"--"	"100.0"	"--"	"5.0"	"HS"	"--"	"地方"	"2"	"39.2"	"绿"	"100"	"--"	"--"	"--"	"63.3"	"6.8"	"--"	"--"	"LU XIAO DOU"	"9"	"--"	"667"	"黄白"	"1.17"	"--"	"78.6"	"S"	"100"																											
"418"	"--"	"Leguminosae(豆科)"	"b15"	"绿小豆"	"--"	"--"	"5.13"	"--"	"无限"	"--"	"--"	"--"	"15.4"	"--"	"3"	"--"	"--"	"100"	"陕西"	"13.00"	"0.36"	"--"	"--"	"3.8"	"中部"	"136"	"7"	"55.27"	"10723"	"--"	"7.5"	"Vigna(豇豆属)"	"B0001644"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"3"	"42.27"	"黄"	"9.26"	"20.62"	"3431"	"--"	"I2F00738"	"HS"	"半蔓生"	"陕西省农科院"	"凤翔县"	"--"	"100.0"	"--"	"5.5"	"HS"	"--"	"地方"	"2"	"37.4"	"绿"	"100"	"--"	"--"	"--"	"62.2"	"6.3"	"--"	"--"	"LU XIAO DOU"	"9"	"--"	"--"	"黄白"	"1.17"	"--"	"82.2"	"S"	"100"																											
