"id"	"科名"	"保存编号"	"品种名称"	"类型"	"省"	"生育日数"	"分枝数"	"出油率"	"生理成熟期"	"开花期"	"播种期"	"学名"	"统一编号"	"出苗期"	"出麻率"	"属名"	"抗逆性"	"种子发芽"	"干茎产量"	"种皮色"	"工艺长度"	"单株朔果数"	"单株生产力"	"库编号"	"纤维产量"	"保存单位"	"原产地"	"种子来源"	"花色"	"品种代号"	"纤维强度"	"备注"	"原茎产量"	"抗病性"	"纤维号"	"千粒重"	"分茎数"	"译名"	"抗倒伏性"	"抗旱性"	"工艺成熟期"	"株高"	"种子产量"
"1273"	"Linaceae(亚麻科)"	"242"	"HINDI"	"兼用"	"国外"	"79"	"3.10"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001842"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"30.0"	"34.10"	"--"	"I3B00790"	"--"	"河北坝上农科所"	"HUNGARYR"	"美国"	"兰"	"2372"	"--"	"--"	"--"	"感"	"--"	"6.17"	"1.1"	"HINDI"	"--"	"--"	"--"	"55.0"	"--"
"1274"	"Linaceae(亚麻科)"	"243"	"KARNOBAT 4"	"兼用"	"国外"	"82"	"2.80"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001843"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"30.0"	"18.10"	"--"	"I3B00791"	"--"	"河北坝上农科所"	"HUNGARYR"	"美国"	"兰"	"2387"	"--"	"--"	"--"	"感"	"--"	"6.89"	"0.4"	"KARNOBAT 4"	"--"	"--"	"--"	"51.0"	"--"
"1275"	"Linaceae(亚麻科)"	"244"	"H391A LAPLAT"	"油用"	"国外"	"87"	"3.30"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001844"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"18.0"	"23.10"	"--"	"I3B00792"	"--"	"河北坝上农科所"	"HUNGARYR"	"美国"	"白"	"2389"	"--"	"--"	"--"	"感"	"--"	"6.56"	"1.3"	"H391A LAPLAT"	"--"	"--"	"--"	"31.0"	"--"
"1276"	"Linaceae(亚麻科)"	"245"	"MUSCEL"	"兼用"	"国外"	"84"	"2.40"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001845"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"31.0"	"46.30"	"--"	"I3B00793"	"--"	"河北坝上农科所"	"HUNGARYR"	"美国"	"兰"	"2390"	"--"	"--"	"--"	"感"	"--"	"6.33"	"1.2"	"MUSCEL"	"--"	"--"	"--"	"55.0"	"--"
"1277"	"Linaceae(亚麻科)"	"246"	"BARRADAS BENAF IN"	"油用"	"国外"	"87"	"3.80"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001846"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"22.0"	"24.80"	"--"	"I3B00794"	"--"	"河北坝上农科所"	"HUNGARYR"	"美国"	"兰"	"2392"	"--"	"--"	"--"	"高抗"	"--"	"7.04"	"1.4"	"BARRADAS BENAF IN"	"--"	"--"	"--"	"41.0"	"--"
"1278"	"Linaceae(亚麻科)"	"247"	"ENDRESS DLAT."	"油用"	"国外"	"80"	"2.50"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001847"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"27.0"	"15.80"	"--"	"I3B00795"	"--"	"河北坝上农科所"	"HUNGARYR"	"美国"	"兰"	"2395"	"--"	"--"	"--"	"感"	"--"	"6.93"	"0.2"	"ENDRESS DLAT."	"--"	"--"	"--"	"46.0"	"--"
"1279"	"Linaceae(亚麻科)"	"248"	"METCHA"	"兼用"	"国外"	"78"	"3.60"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001848"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"36.0"	"16.70"	"--"	"I3B00796"	"--"	"河北坝上农科所"	"HUNGARYR"	"美国"	"兰"	"2396"	"--"	"--"	"--"	"感"	"--"	"4.42"	"0.4"	"METCHA"	"--"	"--"	"--"	"51.0"	"--"
"1280"	"Linaceae(亚麻科)"	"249"	"DEUTSCHER ENDRESS"	"兼用"	"国外"	"81"	"3.80"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001849"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"33.0"	"36.60"	"--"	"I3B00797"	"--"	"河北坝上农科所"	"HUNGARYR"	"美国"	"兰"	"2401"	"--"	"--"	"--"	"感"	"--"	"5.66"	"0.6"	"DEUTSCHER ENDRESS"	"--"	"--"	"--"	"57.0"	"--"
"1281"	"Linaceae(亚麻科)"	"250"	"PALESTINSKI"	"油用"	"国外"	"78"	"3.90"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001850"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"19.0"	"11.20"	"--"	"I3B00798"	"--"	"河北坝上农科所"	"HUNGARYR"	"美国"	"兰"	"2404"	"--"	"--"	"--"	"抗"	"--"	"6.86"	"0.7"	"PALESTINSKI"	"--"	"--"	"--"	"34.0"	"--"
"1282"	"Linaceae(亚麻科)"	"251"	"DUNES"	"油用"	"国外"	"77"	"2.30"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001851"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"14.0"	"14.90"	"--"	"I3B00799"	"--"	"河北坝上农科所"	"CALIF ORNI"	"美国"	"兰"	"2432-1"	"--"	"--"	"--"	"抗"	"--"	"6.08"	"0.6"	"DUNES"	"--"	"--"	"--"	"25.0"	"--"
"1283"	"Linaceae(亚麻科)"	"252"	"AMALLA"	"兼用"	"国外"	"82"	"3.60"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001852"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"37.0"	"18.90"	"--"	"I3B00800"	"--"	"河北坝上农科所"	"NORTH DAK"	"美国"	"兰"	"2433"	"--"	"--"	"--"	"抗"	"--"	"8.59"	"0.5"	"AMALLA"	"--"	"--"	"--"	"56.0"	"--"
"1284"	"Linaceae(亚麻科)"	"253"	"TADZIKSKIJ"	"兼用"	"国外"	"78"	"2.20"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001853"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"24.0"	"16.60"	"--"	"I3B00801"	"--"	"河北坝上农科所"	"RUSSIA"	"美国"	"兰"	"2436"	"--"	"--"	"--"	"高抗"	"--"	"4.20"	"1.3"	"TADZIKSKIJ"	"--"	"--"	"--"	"43.0"	"--"
"1285"	"Linaceae(亚麻科)"	"254"	"T-9 TOMSK REGION"	"兼用"	"国外"	"78"	"3.90"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001854"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"37.0"	"19.20"	"--"	"I3B00802"	"--"	"河北坝上农科所"	"RUSSIA"	"美国"	"兰"	"2440"	"--"	"--"	"--"	"抗"	"--"	"4.63"	"0.3"	"T-9 TOMSK REGION"	"--"	"--"	"--"	"60.0"	"--"
"1286"	"Linaceae(亚麻科)"	"255"	"JUNIS"	"油用"	"国外"	"96"	"2.40"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001855"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"34.0"	"24.30"	"--"	"I3B00803"	"--"	"河北坝上农科所"	"AUSTRALIA"	"美国"	"兰"	"2451"	"--"	"--"	"--"	"抗"	"--"	"6.10"	"1.2"	"JUNIS"	"--"	"--"	"--"	"47.0"	"--"
"1287"	"Linaceae(亚麻科)"	"256"	"URVGVAY P.I.300967"	"油用"	"国外"	"96"	"2.20"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001856"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"21.0"	"32.40"	"--"	"I3B00804"	"--"	"河北坝上农科所"	"AUSTRALIA"	"美国"	"兰"	"2452"	"--"	"--"	"--"	"抗"	"--"	"6.14"	"0.9"	"URVGVAY P.I.300967"	"--"	"--"	"--"	"48.0"	"--"
"1288"	"Linaceae(亚麻科)"	"257"	"FR KHOY. IRAN"	"兼用"	"国外"	"96"	"2.70"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001857"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"31.0"	"10.90"	"--"	"I3B00805"	"--"	"河北坝上农科所"	"IRAN"	"美国"	"兰"	"2455"	"--"	"--"	"--"	"高感"	"--"	"4.84"	"--"	"FR KHOY. IRAN"	"--"	"--"	"--"	"49.0"	"--"
"1289"	"Linaceae(亚麻科)"	"258"	"FR SRINIGAR KASHMIR"	"兼用"	"国外"	"98"	"3.05"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001858"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"26.0"	"16.00"	"--"	"I3B00806"	"--"	"河北坝上农科所"	"INDIA"	"美国"	"兰"	"2456"	"--"	"--"	"--"	"感"	"--"	"4.20"	"--"	"FR SRINIGAR KASHMIR"	"--"	"--"	"--"	"41.0"	"--"
"1290"	"Linaceae(亚麻科)"	"259"	"NO.548"	"油用"	"国外"	"93"	"3.80"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001859"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"24.0"	"11.60"	"--"	"I3B00807"	"--"	"河北坝上农科所"	"MOROCCO"	"美国"	"兰"	"1687"	"--"	"--"	"--"	"抗"	"--"	"6.71"	"0.4"	"NO.548"	"--"	"--"	"--"	"35.0"	"--"
