"id"	"熟性"	"科名"	"品质"	"品种名称"	"小裂片对数"	"叶面蜡粉"	"叶面"	"株幅"	"收获期"	"开展度"	"省"	"叶裂刻"	"定植期"	"耐寒性"	"叶缘"	"肉质"	"单产"	"播种期"	"属名"	"统一编号"	"芥辣味"	"叶柄宽"	"学名"	"抗逆性"	"叶柄厚"	"繁种单位"	"生长期"	"叶柄色"	"耐旱性"	"株型"	"叶色"	"叶面刺毛"	"抗虫性"	"叶形"	"耐涝性"	"叶柄长"	"贮藏性"	"叶柄特征"	"备注"	"叶长"	"抗病性"	"结球性"	"叶宽"	"单株重"	"单位编号"	"译名"	"品种来源"	"用途"	"耐热性"	"栽培时期"	"种子千粒重"	"株高"	"分蘖性"	"叶翼"	"种质库编号"
"136"	"早"	"Cruciferae(十字花科)"	"--"	"三月清"	"--"	"少"	"平滑"	"50x47"	"10上"	"--"	"云南"	"无裂刻"	"--"	"中"	"浅锯齿"	"--"	"42840"	"7上"	"Brassica(芸薹属)"	"V03A0688"	"--"	"4.2"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"1.1"	"云南农科院园艺所"	"--"	"浅绿"	"强"	"直立"	"绿"	"无"	"强"	"长椭圆"	"强"	"30.0"	"--"	"细窄"	"--"	"60.0"	"强"	"不结球"	"25.4"	"680.0"	"14#"	"SAN YUE QING"	"云南昆明市"	"熟食"	"--"	"--"	"--"	"65.0"	"弱"	"--"	"Ⅱ3A0581"
"137"	"早"	"Cruciferae(十字花科)"	"--"	"洛宁小芥"	"--"	"--"	"稍皱"	"--"	"--"	"--"	"河南"	"深裂"	"--"	"--"	"--"	"--"	"--"	"--"	"Brassica(芸薹属)"	"V03A0696"	"--"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"--"	"河南农科院园艺所"	"--"	"浅绿"	"--"	"半直立"	"深绿"	"--"	"--"	"长椭圆"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3B0040"	"LUO NING XIAO JIE"	"河南洛宁县"	"腌制"	"--"	"--"	"--"	"--"	"--"	"--"	"Ⅱ3A0549"
"138"	"中早"	"Cruciferae(十字花科)"	"上"	"春不老"	"--"	"无"	"平滑"	"50x50"	"5上中,10中下"	"--"	"河北"	"无裂刻"	"--"	"强"	"波状"	"--"	"45000"	"3上,8中"	"Brassica(芸薹属)"	"V03A0699"	"淡"	"2.0"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"1.3"	"河北农科院蔬菜所"	"--"	"绿"	"中"	"直立"	"深绿"	"无"	"抗蚜虫中"	"长椭圆"	"中"	"15.0"	"差"	"扁圆"	"--"	"40.0"	"抗霜霉病强"	"不结球"	"18.0"	"240.0"	"蕻1号"	"CHUN BU LAO"	"河北保定市"	"腌制"	"中"	"--"	"2.0"	"55.0"	"弱"	"无"	"Ⅱ3A0865"
"139"	"早"	"Cruciferae(十字花科)"	"上"	"东陵板叶菜"	"6-"	"--"	"平滑"	"25x18"	"10中"	"--"	"辽宁"	"浅裂"	"--"	"中"	"浅锯齿"	"--"	"60000"	"8中"	"Brassica(芸薹属)"	"V03A0701"	"中"	"1.5"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"1.0"	"辽宁农科院园艺所"	"--"	"绿"	"中"	"半直立"	"绿"	"无"	"中"	"披针"	"中"	"2.5"	"中"	"圆"	"--"	"39.0"	"抗毒病中"	"不结球"	"13.0"	"120.0"	"3CA8"	"DONG LING BAN YE CAI"	"辽宁沈阳市"	"腌制"	"中"	"--"	"3.0"	"36.0"	"中"	"无"	"Ⅱ3A0911"
"140"	"早"	"Cruciferae(十字花科)"	"中"	"萝北雪里蕻"	"--"	"少"	"稍皱"	"22x25"	"10上"	"--"	"黑龙"	"无裂刻"	"--"	"强"	"浅锯齿"	"--"	"--"	"8上"	"Brassica(芸薹属)"	"V03A0724"	"--"	"1.5"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"0.8"	"黑龙江省园艺所"	"--"	"白绿"	"弱"	"直立"	"绿"	"中"	"--"	"长椭圆"	"中"	"18.5"	"中"	"--"	"--"	"29.5"	"--"	"--"	"8.2"	"--"	"7-3"	"LUO BEI XUE LI HONG"	"黑龙江萝北县"	"腌制"	"弱"	"--"	"1.5"	"35.0"	"弱"	"无"	"Ⅱ3A0932"
"141"	"早"	"Cruciferae(十字花科)"	"下"	"青菜"	"--"	"无"	"平滑"	"30x35"	"11上"	"--"	"贵州"	"无裂刻"	"9下"	"--"	"浅锯齿"	"--"	"--"	"8下"	"Brassica(芸薹属)"	"V03A0730"	"中"	"0.8"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"0.5"	"贵州农科院园艺所"	"--"	"浅绿"	"--"	"直立"	"淡绿"	"无"	"--"	"披针"	"--"	"8.0"	"--"	"细窄"	"--"	"15.0"	"--"	"不结球"	"8.0"	"250.0"	"3-A-22-95"	"QING CAI"	"贵州兴义市"	"腌制"	"--"	"--"	"--"	"20.0"	"弱"	"无"	"Ⅱ3A0942"
"142"	"中"	"Cruciferae(十字花科)"	"中"	"杞县芥菜"	"--"	"--"	"稍皱"	"--"	"11下"	"--"	"河南"	"深裂"	"--"	"中"	"全缘"	"--"	"45000"	"8中"	"Brassica(芸薹属)"	"V03A0746"	"中"	"0.8"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"--"	"河南农科院园艺所"	"--"	"浅绿"	"中"	"直立"	"紫绿"	"中"	"--"	"长椭圆"	"中"	"7.0"	"中"	"圆"	"--"	"31.0"	"强"	"--"	"8.0"	"--"	"3B0063"	"QI XIAN JIE CAI"	"河南杞县"	"腌制"	"弱"	"--"	"--"	"48.0"	"弱"	"--"	"Ⅱ3A0901"
"143"	"中"	"Cruciferae(十字花科)"	"上"	"格列基娅"	"7"	"少"	"皱缩"	"50x48.5"	"10中"	"--"	"国外"	"无裂刻"	"--"	"强"	"浅锯齿"	"--"	"38250"	"8上"	"Brassica(芸薹属)"	"V03A0756"	"淡"	"2.5"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"1.3"	"中国农科院蔬菜所"	"--"	"绿"	"中"	"半开展"	"深绿"	"无"	"抗蚜虫中"	"卵圆"	"中"	"2.5"	"中"	"扁圆"	"--"	"52.0"	"抗病毒病强"	"不结球"	"27.5"	"435.0"	"G72"	"GE LIE JI YA"	"中蔬引自俄罗斯"	"腌制"	"中"	"--"	"1.8"	"54.0"	"弱"	"--"	"Ⅱ3A0906"
"144"	"早"	"Cruciferae(十字花科)"	"上"	"竹芥菜"	"--"	"无"	"稍皱"	"24x24"	"5上-11中"	"--"	"广东"	"无裂刻"	"4下-10下"	"强"	"浅锯齿"	"--"	"20000"	"4-10"	"Brassica(芸薹属)"	"V03A0761"	"淡"	"1.1"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"--"	"广东农科院经作所"	"--"	"浅绿"	"弱"	"半直立"	"绿"	"无"	"弱"	"倒卵"	"弱"	"4.0"	"差"	"宽厚"	"--"	"23.0"	"中"	"不结球"	"12.0"	"100.0"	"G9-72"	"ZHU JIE CAI"	"广东从化市"	"熟食"	"强"	"--"	"3.5"	"32.0"	"弱"	"有"	"Ⅱ3A0885"
"145"	"--"	"Cruciferae(十字花科)"	"--"	"大头青菜"	"--"	"--"	"皱缩"	"100"	"3"	"--"	"湖南"	"浅裂"	"--"	"--"	"波状"	"--"	"56250"	"9下"	"Brassica(芸薹属)"	"V03A0772"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"--"	"湖南农科院蔬菜所"	"--"	"--"	"--"	"--"	"--"	"--"	"强"	"椭圆"	"--"	"--"	"--"	"宽厚"	"--"	"--"	"强"	"--"	"--"	"4200.0"	"3-A14"	"DA TOU QING CAI"	"湖南沅江县"	"腌制"	"--"	"--"	"--"	"35.0"	"中"	"--"	"Ⅱ3A0545"
"146"	"晚"	"Cruciferae(十字花科)"	"--"	"花叶芥菜"	"--"	"--"	"稍皱"	"55"	"4中"	"--"	"安徽"	"--"	"--"	"--"	"--"	"--"	"75000"	"9下"	"Brassica(芸薹属)"	"V03A0775"	"--"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"--"	"安徽农科院园艺所"	"--"	"--"	"--"	"--"	"绿"	"--"	"强"	"卵圆"	"--"	"--"	"--"	"长扁"	"--"	"--"	"强"	"--"	"--"	"1200.0"	"Bj11(89)"	"HUA YE JIE CAI"	"安徽铜陵市"	"腌制"	"--"	"--"	"--"	"65.0"	"中"	"--"	"Ⅱ3A0559"
"147"	"中"	"Cruciferae(十字花科)"	"--"	"雪里蕻"	"--"	"--"	"稍皱"	"70"	"11"	"--"	"江西"	"--"	"--"	"--"	"--"	"--"	"37500"	"7中"	"Brassica(芸薹属)"	"V03A0777"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"--"	"南昌市蔬菜所"	"--"	"--"	"--"	"--"	"绿"	"--"	"中"	"倒卵"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"1250.0"	"Ⅱ3C0005"	"XUE LI HONG"	"江西樟树市"	"--"	"--"	"--"	"--"	"60.0"	"强"	"--"	"Ⅱ3A0276"
"148"	"--"	"Cruciferae(十字花科)"	"上"	"细梗雪里蕻"	"--"	"少"	"稍皱"	"40x40"	"11中下"	"--"	"江苏"	"深裂"	"9下"	"--"	"深齿"	"--"	"38000"	"8下"	"Brassica(芸薹属)"	"V03A0844"	"浓"	"0.5"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"0.5"	"江苏农科院蔬菜所"	"--"	"白绿"	"--"	"半直立"	"绿"	"中"	"--"	"披针"	"--"	"20.0"	"--"	"圆"	"--"	"50.0"	"--"	"不结球"	"15.0"	"500.0"	"95-8-40"	"XI GENG XUE LI HONG"	"江苏通州市"	"腌制"	"--"	"--"	"2.1"	"50.0"	"强"	"无"	"Ⅱ3A0969"
"149"	"中早"	"Cruciferae(十字花科)"	"中"	"白梗芥菜"	"--"	"无"	"稍皱"	"30x35"	"播后80-90天"	"--"	"广西"	"无裂刻"	"播后25天"	"强"	"波状"	"--"	"30000"	"8-11"	"Brassica(芸薹属)"	"V03A0847"	"淡"	"2.0"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"--"	"广西农科院园艺所"	"--"	"白绿"	"弱"	"半直立"	"黄绿"	"无"	"--"	"倒卵"	"--"	"15.0"	"差"	"细窄"	"--"	"40.0"	"--"	"不结球"	"20.0"	"--"	"203A429"	"BAI GENG JIE CAI"	"广西南宁市郊"	"熟食"	"中"	"--"	"--"	"45.0"	"弱"	"--"	"Ⅱ3A0981"
"150"	"中早"	"Cruciferae(十字花科)"	"上"	"雪里蕻"	"7"	"少"	"稍皱"	"70x61"	"--"	"--"	"湖北"	"浅裂"	"--"	"强"	"深齿"	"--"	"--"	"--"	"Brassica(芸薹属)"	"V03A0848"	"浓"	"3.0"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"1.2"	"华中农业大学"	"--"	"绿"	"强"	"半开展"	"绿"	"少"	"--"	"倒卵"	"弱"	"18.0"	"差"	"扁圆"	"--"	"60.0"	"--"	"不结球"	"30.0"	"2300.0"	"Ⅲ0401220"	"XUE LI HONG"	"湖北沙市市"	"--"	"中"	"--"	"1.9"	"67.0"	"强"	"有"	"Ⅱ3A0970"
"151"	"中"	"Cruciferae(十字花科)"	"中"	"杭州雪里蕻"	"3-"	"无"	"稍皱"	"60x60"	"3-4"	"--"	"浙江"	"浅裂"	"9中"	"强"	"浅锯齿"	"--"	"45000"	"8中"	"Brassica(芸薹属)"	"V03A0854"	"中"	"2.0"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"1.0"	"浙江农科院园艺所"	"--"	"浅绿"	"弱"	"半直立"	"深绿"	"中"	"强"	"披针"	"弱"	"16.0"	"强"	"扁圆"	"--"	"45.0"	"强"	"--"	"13.0"	"1500.0"	"08078"	"HANG ZHOU XUE LI HONG"	"浙江杭州市"	"腌制"	"弱"	"--"	"--"	"40.0"	"强"	"--"	"Ⅱ3A0972"
