"id"	"熟性"	"科名"	"品质"	"品种名称"	"小裂片对数"	"叶面蜡粉"	"叶面"	"株幅"	"收获期"	"开展度"	"省"	"叶裂刻"	"定植期"	"耐寒性"	"叶缘"	"肉质"	"单产"	"播种期"	"属名"	"统一编号"	"芥辣味"	"叶柄宽"	"学名"	"抗逆性"	"叶柄厚"	"繁种单位"	"生长期"	"叶柄色"	"耐旱性"	"株型"	"叶色"	"叶面刺毛"	"抗虫性"	"叶形"	"耐涝性"	"叶柄长"	"贮藏性"	"叶柄特征"	"备注"	"叶长"	"抗病性"	"结球性"	"叶宽"	"单株重"	"单位编号"	"译名"	"品种来源"	"用途"	"耐热性"	"栽培时期"	"种子千粒重"	"株高"	"分蘖性"	"叶翼"	"种质库编号"
"62"	"--"	"Cruciferae(十字花科)"	"--"	"板叶雪里蕻"	"--"	"--"	"平滑"	"--"	"--"	"--"	"宁夏"	"--"	"--"	"--"	"深齿"	"柔嫩"	"3000"	"--"	"Brassica(芸薹属)"	"V03A0258"	"中"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"耐寒中"	"--"	"宁夏农林院蔬菜室"	"60"	"--"	"--"	"--"	"绿"	"--"	"--"	"倒卵"	"--"	"--"	"--"	"圆"	"引自上海,早播易抽薹"	"--"	"抗蚜强"	"--"	"--"	"800.0"	"ⅢE89G-2"	"BAN YE XUE LI HONG"	"宁夏银川市"	"腌制"	"--"	"8上中-10上"	"--"	"45.0"	"强"	"--"	"Ⅱ3A0436"
"63"	"--"	"Cruciferae(十字花科)"	"--"	"花叶雪里蕻"	"--"	"--"	"平滑"	"--"	"--"	"70.0"	"宁夏"	"--"	"--"	"--"	"重锯齿"	"脆嫩"	"3250"	"--"	"Brassica(芸薹属)"	"V03A0259"	"中"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"耐寒强"	"--"	"宁夏农林院蔬菜室"	"60"	"--"	"--"	"--"	"绿"	"--"	"--"	"倒卵"	"--"	"--"	"--"	"圆"	"引自北京,早播易抽薹"	"--"	"抗蚜中"	"--"	"--"	"800.0"	"ⅢE89G-1"	"HUA YE XUE LI HONG"	"宁夏银川市"	"腌制"	"--"	"8上中-10上"	"--"	"43.5"	"强"	"--"	"Ⅱ3A0435"
"64"	"--"	"Cruciferae(十字花科)"	"--"	"花叶雪里蕻"	"--"	"--"	"稍皱"	"--"	"--"	"30.0"	"青海"	"--"	"--"	"--"	"锯齿"	"脆嫩"	"2500"	"--"	"Brassica(芸薹属)"	"V03A0260"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"耐寒"	"--"	"青海农科院园艺所"	"80"	"--"	"--"	"--"	"绿"	"--"	"--"	"倒卵"	"--"	"--"	"--"	"细窄"	"引自河南"	"--"	"强"	"--"	"--"	"200.0"	"Ⅱ3A002"	"HUA YE XUE LI HONG"	"青海香日德"	"腌制"	"--"	"7下-10中"	"--"	"70.0"	"中"	"--"	"Ⅱ3A0134"
"65"	"--"	"Cruciferae(十字花科)"	"--"	"九头鸟雪里蕻"	"--"	"--"	"平滑"	"--"	"--"	"44.0"	"青海"	"--"	"--"	"--"	"浅锯齿"	"脆嫩"	"4000"	"--"	"Brassica(芸薹属)"	"V03A0261"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"耐寒"	"--"	"青海农科院园艺所"	"80"	"--"	"--"	"--"	"深绿"	"--"	"--"	"倒卵"	"--"	"--"	"--"	"细窄"	"引自上海,早播易抽薹"	"--"	"强"	"--"	"--"	"300.0"	"Ⅱ3A001"	"JIU TOU NIAO XUE LI HONG"	"青海引自上海"	"腌制"	"--"	"7下-10中"	"--"	"55.0"	"强"	"--"	"Ⅱ3A0133"
"66"	"--"	"Cruciferae(十字花科)"	"--"	"鄄城鸡爪芥"	"--"	"--"	"中皱"	"--"	"--"	"46.0"	"山东"	"深裂"	"--"	"--"	"波状"	"柔嫩"	"4500"	"--"	"Brassica(芸薹属)"	"V03A0266"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"中"	"--"	"山东农科院蔬菜所"	"--"	"--"	"--"	"--"	"绿"	"--"	"--"	"椭圆"	"--"	"--"	"--"	"扁圆"	"春播易抽薹"	"--"	"中"	"--"	"--"	"100.0"	"3A005"	"JUAN CHENG JI ZHUA JIE"	"山东鄄城县"	"熟食腌渍"	"--"	"(3下.8上)-(5下.10下)"	"--"	"29.0"	"中"	"--"	"Ⅱ3A0494"
"67"	"--"	"Cruciferae(十字花科)"	"--"	"竹叶青"	"--"	"--"	"稍皱"	"--"	"--"	"56.0"	"山东"	"深裂"	"--"	"--"	"波状"	"柔嫩"	"5000"	"--"	"Brassica(芸薹属)"	"V03A0267"	"中"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"中"	"--"	"山东农科院蔬菜所"	"65"	"--"	"--"	"--"	"深绿"	"--"	"--"	"椭圆"	"--"	"--"	"--"	"扁圆"	"--"	"--"	"中"	"--"	"--"	"200.0"	"3A011"	"ZHU YE QING"	"山东滕州市"	"熟食腌渍"	"--"	"8上-10下"	"--"	"45.0"	"弱"	"--"	"Ⅱ3A0398"
"68"	"--"	"Cruciferae(十字花科)"	"--"	"叶用芥"	"--"	"--"	"平滑"	"--"	"--"	"87.0"	"山西"	"3-4"	"--"	"--"	"浅锯齿"	"稍有纤维"	"2500"	"--"	"Brassica(芸薹属)"	"V03A0268"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"中"	"--"	"山西农科院蔬菜所"	"80"	"--"	"--"	"--"	"黄绿"	"--"	"--"	"倒卵"	"--"	"--"	"--"	"宽厚"	"--"	"--"	"抗病毒病中"	"--"	"--"	"600.0"	"Ⅱ3A0010"	"YE YONG JIE"	"山西广灵县"	"腌制"	"--"	"8上-10下"	"--"	"57.0"	"强"	"--"	"Ⅱ3A0310"
"69"	"--"	"Cruciferae(十字花科)"	"--"	"北京雪里蕻"	"--"	"--"	"平滑"	"--"	"--"	"45.0"	"山西"	"4-5"	"--"	"--"	"浅锯齿"	"脆嫩"	"1000"	"--"	"Brassica(芸薹属)"	"V03A0269"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"中"	"--"	"山西农科院蔬菜所"	"80"	"--"	"--"	"--"	"绿"	"--"	"--"	"椭圆"	"--"	"--"	"--"	"圆"	"--"	"--"	"抗病毒病中"	"--"	"--"	"300.0"	"Ⅱ3A0001"	"BEI JING XUE LI HONG"	"山西太原市"	"腌制"	"--"	"8上-10下"	"--"	"32.0"	"强"	"--"	"Ⅱ3A0305"
"70"	"--"	"Cruciferae(十字花科)"	"--"	"运城雪里蕻"	"--"	"--"	"平滑"	"--"	"--"	"73.0"	"山西"	"5-7"	"--"	"--"	"深齿"	"稍有纤维"	"2500"	"--"	"Brassica(芸薹属)"	"V03A0270"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"弱"	"--"	"山西农科院蔬菜所"	"80"	"--"	"--"	"--"	"深绿"	"--"	"--"	"鸡啄状"	"--"	"--"	"--"	"宽厚"	"--"	"--"	"抗病毒病中"	"--"	"--"	"400.0"	"Ⅱ3A0003"	"YUN CHENG XUE LI HONG"	"山西运城市"	"腌制"	"--"	"8上-10下"	"--"	"43.0"	"强"	"--"	"Ⅱ3A0306"
"71"	"--"	"Cruciferae(十字花科)"	"--"	"叶用红芥"	"--"	"--"	"稍皱"	"--"	"--"	"78.0"	"山西"	"5-7"	"--"	"--"	"浅锯齿"	"粗糙"	"2000"	"--"	"Brassica(芸薹属)"	"V03A0272"	"淡"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"中"	"--"	"山西农科院蔬菜所"	"80"	"--"	"--"	"--"	"绿"	"--"	"--"	"倒卵"	"--"	"--"	"--"	"细窄"	"--"	"--"	"抗病毒病中"	"--"	"--"	"200.0"	"Ⅱ3A0007"	"YE YONG HONG JIE"	"山西运城市"	"腌制"	"--"	"8上-10下"	"--"	"46.0"	"中"	"--"	"Ⅱ3A0309"
"72"	"--"	"Cruciferae(十字花科)"	"--"	"米细芥"	"--"	"--"	"平滑"	"--"	"--"	"77.0"	"山西"	"5-8"	"--"	"--"	"针刺癍"	"脆嫩"	"3000"	"--"	"Brassica(芸薹属)"	"V03A0273"	"淡"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"较强"	"--"	"山西农科院蔬菜所"	"80"	"--"	"--"	"--"	"绿"	"--"	"--"	"鸡毛状"	"--"	"--"	"--"	"圆"	"--"	"--"	"抗病毒病强"	"--"	"--"	"400.0"	"Ⅱ3A0004"	"MI XI JIE"	"山西芮城县"	"腌制"	"--"	"8上-10下"	"--"	"48.0"	"强"	"--"	"Ⅱ3A0307"
"73"	"--"	"Cruciferae(十字花科)"	"--"	"红筋芥菜"	"--"	"--"	"多皱"	"--"	"--"	"70.0"	"陕西"	"--"	"--"	"--"	"全缘"	"脆嫩"	"4500"	"--"	"Brassica(芸薹属)"	"V03A0274"	"淡"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"强"	"--"	"陕西农科院蔬菜所"	"180"	"--"	"--"	"--"	"绿"	"--"	"--"	"长椭圆"	"--"	"--"	"--"	"宽厚"	"抽薹极晚"	"--"	"强"	"--"	"--"	"5000.0"	"6a-309"	"HONG JIN JIE CAI"	"陕西安康县"	"熟食腌制"	"--"	"9中下-次年3中下"	"--"	"65.0"	"--"	"--"	"Ⅱ3A0442"
"74"	"--"	"Cruciferae(十字花科)"	"--"	"九斤兜春不老芥菜"	"--"	"--"	"多皱"	"--"	"--"	"79.0"	"陕西"	"--"	"--"	"--"	"深齿"	"粗糙"	"4250"	"--"	"Brassica(芸薹属)"	"V03A0275"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"强"	"--"	"陕西农科院蔬菜所"	"125"	"--"	"--"	"--"	"深绿"	"--"	"--"	"披针"	"--"	"--"	"--"	"宽厚"	"多次采收"	"--"	"强"	"--"	"--"	"3800.0"	"6a-308"	"JIU JIN DOU CHUN BU LAO JIE CAI"	"陕西安康县"	"腌制"	"--"	"9上-次年1上-4下"	"--"	"70.0"	"--"	"--"	"Ⅱ3A0441"
"75"	"--"	"Cruciferae(十字花科)"	"--"	"安康辣辣菜"	"--"	"--"	"多皱"	"--"	"--"	"25.0"	"陕西"	"--"	"--"	"--"	"深齿"	"脆嫩"	"1000"	"--"	"Brassica(芸薹属)"	"V03A0276"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"中"	"--"	"陕西农科院蔬菜所"	"135"	"--"	"--"	"--"	"黄绿"	"--"	"--"	"倒卵"	"--"	"--"	"--"	"细窄"	"--"	"--"	"强"	"--"	"--"	"200.0"	"6a-313"	"AN KANG LA LA CAI"	"陕西安康县"	"熟食"	"--"	"9中下-(次年1下-3中)"	"--"	"25.0"	"--"	"--"	"Ⅱ3A0444"
"76"	"--"	"Cruciferae(十字花科)"	"--"	"上海雪里蕻"	"--"	"--"	"平滑"	"--"	"--"	"--"	"陕西"	"--"	"--"	"--"	"深齿"	"脆嫩"	"2750"	"--"	"Brassica(芸薹属)"	"V03A0288"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"中"	"--"	"陕西农科院蔬菜所"	"90"	"--"	"--"	"--"	"深绿"	"--"	"--"	"倒卵"	"--"	"--"	"--"	"细窄"	"--"	"--"	"强"	"--"	"--"	"1300.0"	"6a-315"	"SHANG HAI XUE LI HONG"	"陕西引自上海"	"腌制"	"--"	"8上中-11上中"	"--"	"35.0"	"强"	"--"	"Ⅱ3A0446"
"77"	"--"	"Cruciferae(十字花科)"	"--"	"早长蕻"	"--"	"--"	"稍皱"	"--"	"--"	"35.0"	"上海"	"无"	"--"	"--"	"波状"	"嫩"	"2500"	"--"	"Brassica(芸薹属)"	"V03A0289"	"淡"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"较耐寒"	"--"	"上海农科院园艺所"	"150"	"--"	"--"	"--"	"淡绿"	"--"	"--"	"椭圆"	"--"	"--"	"--"	"宽厚"	"叶,薹供食为主"	"--"	"强"	"--"	"--"	"1000.0"	"S61-4"	"ZAO CHANG HONG"	"上海宝山县"	"熟食"	"--"	"10上-11中-(次年3上-4上)"	"--"	"50.0"	"弱"	"--"	"Ⅱ3A0237"
"78"	"--"	"Cruciferae(十字花科)"	"--"	"白叶弥陀芥"	"--"	"--"	"稍皱"	"--"	"--"	"60.0"	"上海"	"无"	"--"	"--"	"锯齿"	"脆嫩"	"3000"	"--"	"Brassica(芸薹属)"	"V03A0290"	"中"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"中"	"--"	"上海农科院园艺所"	"200"	"--"	"--"	"--"	"淡绿"	"--"	"--"	"椭圆"	"--"	"--"	"--"	"具瘤"	"为大叶芥菜"	"--"	"较强"	"--"	"--"	"1500.0"	"S63-4"	"BAI YE MI TUO JIE"	"上海宝山县"	"熟食腌制"	"--"	"9中下-10下-次年4上中"	"--"	"40.0"	"弱"	"--"	"Ⅱ3A0479"
"79"	"--"	"Cruciferae(十字花科)"	"--"	"金丝芥"	"--"	"--"	"稍皱"	"--"	"--"	"20.0"	"上海"	"全裂"	"--"	"--"	"深齿"	"脆嫩"	"--"	"--"	"Brassica(芸薹属)"	"V03A0291"	"淡"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"耐寒"	"--"	"上海农科院园艺所"	"120"	"--"	"--"	"--"	"黄绿"	"--"	"--"	"披针"	"--"	"--"	"--"	"扁圆"	"--"	"--"	"强"	"--"	"--"	"100.0"	"S62-2"	"JIN SI JIE"	"上海宝山县"	"熟食"	"--"	"(9下-10上中)-(11下-2中)"	"--"	"40.0"	"弱"	"--"	"Ⅱ3A0062"
"80"	"--"	"Cruciferae(十字花科)"	"--"	"粉皮芥"	"--"	"--"	"稍皱"	"--"	"--"	"50.0"	"上海"	"无"	"--"	"--"	"波状"	"纤维中"	"2500"	"--"	"Brassica(芸薹属)"	"V03A0292"	"淡"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"耐寒"	"--"	"上海农科院园艺所"	"200"	"--"	"--"	"--"	"深绿"	"--"	"--"	"长圆"	"--"	"--"	"--"	"宽厚"	"为大叶芥菜"	"--"	"强"	"--"	"--"	"800.0"	"S63-9"	"FEN PI JIE"	"上海崇明县"	"熟食腌制"	"--"	"10上中-11中-次年3上4上"	"--"	"40.0"	"弱"	"--"	"Ⅱ3A0042"
"81"	"--"	"Cruciferae(十字花科)"	"--"	"花叶雪里蕻"	"--"	"--"	"稍皱"	"--"	"--"	"60.0"	"天津"	"--"	"--"	"--"	"深齿"	"脆嫩"	"2500"	"--"	"Brassica(芸薹属)"	"V03A0302"	"中"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"耐寒旱中"	"--"	"天津农科院蔬菜所"	"68"	"--"	"--"	"--"	"绿"	"--"	"--"	"倒卵"	"--"	"--"	"--"	"圆"	"--"	"--"	"--"	"--"	"--"	"500.0"	"3A-001"	"HUA YE XUE LI HONG"	"天津西郊区"	"腌制"	"--"	"8中-10中下"	"--"	"45.0"	"强"	"--"	"Ⅱ3A0112"
"82"	"--"	"Cruciferae(十字花科)"	"--"	"皱叶青菜"	"--"	"--"	"中皱"	"--"	"--"	"59.5"	"云南"	"--"	"--"	"--"	"全缘"	"脆嫩"	"2100"	"--"	"Brassica(芸薹属)"	"V03A0303"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"耐寒"	"--"	"云南农科院园艺所"	"90"	"--"	"--"	"--"	"绿"	"--"	"--"	"近圆"	"--"	"--"	"--"	"宽厚"	"--"	"--"	"较耐病毒病"	"--"	"--"	"1000.0"	"122#"	"ZHOU YE QING CAI"	"云南德钦县"	"熟食腌制"	"--"	"9下-12下"	"--"	"40.0"	"弱"	"--"	"Ⅱ3A0457"
"83"	"--"	"Cruciferae(十字花科)"	"--"	"绿青菜"	"--"	"--"	"稍皱"	"--"	"--"	"53.3"	"云南"	"--"	"--"	"--"	"全缘"	"脆嫩"	"3250"	"--"	"Brassica(芸薹属)"	"V03A0304"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"耐旱"	"--"	"云南农科院园艺所"	"78"	"--"	"--"	"--"	"深绿"	"--"	"--"	"椭圆"	"--"	"--"	"--"	"扁圆"	"--"	"--"	"较白锈病"	"--"	"--"	"1100.0"	"6#"	"LU QING CAI"	"云南东川市"	"熟食腌制"	"--"	"9下-12下"	"--"	"44.8"	"强"	"--"	"Ⅱ3A0400"
"84"	"--"	"Cruciferae(十字花科)"	"--"	"腌青菜"	"--"	"--"	"中皱"	"--"	"--"	"58.0"	"云南"	"--"	"--"	"--"	"全缘"	"粗糙"	"2500"	"--"	"Brassica(芸薹属)"	"V03A0305"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"中"	"--"	"云南农科院园艺所"	"90"	"--"	"--"	"--"	"绿"	"--"	"--"	"椭圆"	"--"	"--"	"--"	"圆"	"--"	"--"	"中"	"--"	"--"	"900.0"	"118#"	"A QING CAI"	"云南保山市"	"熟食腌制"	"--"	"9下-12下"	"--"	"40.5"	"中"	"--"	"Ⅱ3A0321"
"85"	"--"	"Cruciferae(十字花科)"	"--"	"花叶苦菜"	"--"	"--"	"稍皱"	"--"	"--"	"54.9"	"云南"	"--"	"--"	"--"	"深齿"	"脆嫩"	"2250"	"--"	"Brassica(芸薹属)"	"V03A0306"	"中"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"中"	"--"	"云南农科院园艺所"	"80"	"--"	"--"	"--"	"绿"	"--"	"--"	"椭圆"	"--"	"--"	"--"	"宽厚"	"--"	"--"	"中"	"--"	"--"	"780.0"	"36#"	"HUA YE KU CAI"	"云南昆明市"	"熟食腌制"	"--"	"9中-12下"	"--"	"43.8"	"弱"	"--"	"Ⅱ3A0007"
"86"	"--"	"Cruciferae(十字花科)"	"--"	"青菜"	"--"	"--"	"稍皱"	"--"	"--"	"50.2"	"云南"	"--"	"--"	"--"	"浅锯齿"	"脆嫩"	"1250"	"--"	"Brassica(芸薹属)"	"V03A0355"	"淡"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"中"	"--"	"云南农科院园艺所"	"85"	"--"	"--"	"--"	"浓绿"	"--"	"--"	"椭圆"	"--"	"--"	"--"	"圆"	"--"	"--"	"中"	"--"	"--"	"940.0"	"24#"	"QING CAI"	"云南个旧市"	"熟食腌制"	"--"	"9下-12中"	"--"	"30.8"	"中"	"--"	"Ⅱ3C0106"
"87"	"--"	"Cruciferae(十字花科)"	"--"	"细叶花芥菜"	"--"	"--"	"平滑"	"--"	"--"	"55.0"	"浙江"	"--"	"--"	"--"	"浅锯齿"	"--"	"3250"	"--"	"Brassica(芸薹属)"	"V03A0356"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"中"	"--"	"浙江农科院园艺所"	"60"	"--"	"--"	"--"	"深绿"	"--"	"--"	"长椭圆"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"300.0"	"08031"	"XI YE HUA JIE CAI"	"浙江常山县"	"腌制"	"--"	"9下-11下"	"--"	"50.0"	"强"	"--"	"Ⅱ3A0439"
"88"	"--"	"Cruciferae(十字花科)"	"--"	"常山大叶花芥"	"--"	"--"	"平滑"	"--"	"--"	"50.0"	"浙江"	"--"	"--"	"--"	"浅锯齿"	"--"	"1500"	"--"	"Brassica(芸薹属)"	"V03A0357"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"强"	"--"	"浙江农科院园艺所"	"60"	"--"	"--"	"--"	"深绿"	"--"	"--"	"长椭圆"	"--"	"--"	"--"	"--"	"--"	"--"	"强"	"--"	"--"	"1500.0"	"08021"	"CHANG SHAN DA YE HUA JIE"	"浙江常山县"	"腌制"	"--"	"9下-11下"	"--"	"60.0"	"弱"	"--"	"Ⅱ3A0240"
"89"	"--"	"Cruciferae(十字花科)"	"--"	"大芥菜"	"--"	"--"	"稍皱"	"--"	"--"	"40.0"	"浙江"	"--"	"--"	"--"	"全缘"	"--"	"2000"	"--"	"Brassica(芸薹属)"	"V03A0358"	"淡"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"强"	"--"	"浙江农科院园艺所"	"150"	"--"	"--"	"--"	"绿"	"--"	"--"	"长卵"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"--"	"08025"	"DA JIE CAI"	"浙江常山县"	"熟食"	"--"	"10中-3中"	"--"	"50.0"	"弱"	"--"	"Ⅱ3A0241"
"90"	"--"	"Cruciferae(十字花科)"	"--"	"宽叶芥菜"	"--"	"--"	"稍皱"	"--"	"--"	"45.0"	"浙江"	"--"	"--"	"--"	"--"	"--"	"1750"	"--"	"Brassica(芸薹属)"	"V03A0359"	"中"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"强"	"--"	"浙江农科院园艺所"	"190"	"--"	"--"	"--"	"绿"	"--"	"--"	"卵圆"	"--"	"--"	"--"	"--"	"--"	"--"	"强"	"--"	"--"	"2500.0"	"08064"	"KUAN YE JIE CAI"	"浙江淳安县"	"腌制"	"--"	"9下-4下"	"--"	"50.0"	"弱"	"--"	"Ⅱ3A0330"
"91"	"--"	"Cruciferae(十字花科)"	"--"	"Kale"	"--"	"--"	"平滑"	"--"	"--"	"52.5"	"国外"	"无"	"--"	"--"	"全缘"	"脆嫩"	"--"	"--"	"Brassica(芸薹属)"	"V03A0407"	"淡"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"中"	"--"	"中国农科院蔬菜所"	"30"	"--"	"--"	"--"	"黄绿"	"--"	"--"	"倒卵"	"--"	"--"	"--"	"扁圆"	"--"	"--"	"中"	"--"	"--"	"600.0"	"G-010"	"Kale"	"中蔬引自美国"	"腌制"	"--"	"8上-9上"	"--"	"73.0"	"中"	"--"	"Ⅱ3A0458"
"92"	"--"	"Cruciferae(十字花科)"	"--"	"宽板青菜"	"--"	"--"	"稍皱"	"--"	"--"	"62.0"	"四川"	"--"	"--"	"--"	"锯齿"	"脆嫩"	"2400"	"--"	"Brassica(芸薹属)"	"V03A0498"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"强"	"--"	"重庆市农科所"	"137"	"--"	"--"	"--"	"绿"	"--"	"--"	"椭圆"	"--"	"--"	"--"	"扁弧"	"--"	"--"	"中"	"--"	"--"	"600.0"	"B3-044"	"KUAN BAN QING CAI"	"四川珙县"	"熟食"	"--"	"10-11-次年2"	"--"	"56.0"	"--"	"--"	"Ⅱ3A0465"
"93"	"--"	"Cruciferae(十字花科)"	"--"	"杨湾青菜"	"--"	"--"	"稍皱"	"--"	"--"	"69.0"	"四川"	"--"	"--"	"--"	"全缘"	"脆嫩"	"3000"	"--"	"Brassica(芸薹属)"	"V03A0499"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"中"	"--"	"重庆市农科所"	"151"	"--"	"--"	"--"	"绿"	"--"	"--"	"椭圆"	"--"	"--"	"--"	"半圆"	"--"	"--"	"中"	"--"	"--"	"800.0"	"B3-046"	"YANG WAN QING CAI"	"四川珙县"	"熟食"	"--"	"10-11-次年3"	"--"	"58.0"	"--"	"--"	"Ⅱ3A0172"
"94"	"中"	"Cruciferae(十字花科)"	"中"	"花叶雪里红"	"5"	"少"	"稍皱"	"50x50"	"10中"	"--"	"新疆"	"深裂"	"--"	"强"	"--"	"--"	"75000"	"8中"	"Brassica(芸薹属)"	"V03A0500"	"浓"	"1.0"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"0.9"	"新疆农科院园艺所"	"--"	"浅绿"	"强"	"半直立"	"绿"	"--"	"抗蚜虫强"	"披针"	"中"	"9.0"	"中"	"扁圆"	"--"	"57.0"	"抗病毒病强"	"不结球"	"16.0"	"500.0"	"86-0321"	"HUA YE XUE LI HONG"	"新疆和田地区"	"腌制"	"强"	"--"	"--"	"57.0"	"中"	"有"	"Ⅱ3A0574"
"95"	"中"	"Cruciferae(十字花科)"	"上"	"浦江芥菜"	"--"	"--"	"稍皱"	"60x64"	"12-3"	"--"	"浙江"	"全裂"	"--"	"强"	"深齿"	"--"	"75000"	"8-10"	"Brassica(芸薹属)"	"V03A0501"	"浓"	"0.7"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"0.5"	"浙江农科院园艺所"	"--"	"浅绿"	"中"	"半直立"	"深绿"	"中"	"强"	"披针"	"中"	"15.0"	"强"	"扁圆"	"--"	"41.0"	"强"	"不结球"	"--"	"--"	"08023"	"PU JIANG JIE CAI"	"浙江浦江县"	"腌制"	"弱"	"--"	"2.0"	"45.0"	"强"	"无"	"Ⅱ3A0568"
"96"	"中晚"	"Cruciferae(十字花科)"	"上"	"细叶雪里蕻"	"--"	"无"	"皱缩"	"55x55"	"3上中"	"--"	"浙江"	"深裂"	"11下"	"强"	"深齿"	"--"	"37500"	"10下"	"Brassica(芸薹属)"	"V03A0502"	"中"	"1.0"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"0.5"	"浙江农科院园艺所"	"--"	"白绿"	"弱"	"直立"	"绿"	"无"	"抗蚜虫强"	"披针"	"弱"	"10.0"	"强"	"细窄"	"--"	"30.0"	"抗病毒病强"	"不结球"	"13.5"	"350.0"	"08024"	"XI YE XUE LI HONG"	"浙江绍兴市"	"腌制"	"弱"	"--"	"1.3"	"46.0"	"强"	"无"	"Ⅱ3A0567"
"97"	"中晚"	"Cruciferae(十字花科)"	"中"	"花叶雪里蕻"	"8-"	"无"	"稍皱"	"45x46"	"7中"	"--"	"甘肃"	"深裂"	"--"	"中"	"浅锯齿"	"--"	"--"	"3中"	"Brassica(芸薹属)"	"V03A0508"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"--"	"甘肃农科院蔬菜所"	"--"	"白绿"	"中"	"半直立"	"绿"	"无"	"抗蚜虫中"	"披针"	"中"	"--"	"中"	"--"	"--"	"67.0"	"--"	"不结球"	"18.0"	"--"	"甘Ⅱ3A008"	"HUA YE XUE LI HONG"	"甘肃礼县"	"腌制"	"中"	"--"	"2.0"	"50.0"	"中"	"无"	"Ⅱ3A0634"
"98"	"极晚"	"Cruciferae(十字花科)"	"上"	"石泉青板子芥菜"	"--"	"中"	"--"	"60x40"	"4下-5中"	"--"	"陕西"	"--"	"10上"	"强"	"浅锯齿"	"--"	"60000"	"9上"	"Brassica(芸薹属)"	"V03A0509"	"浓"	"12.0"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"3.0"	"陕西农科院蔬菜所"	"--"	"白绿"	"强"	"开展"	"绿"	"--"	"强"	"近圆"	"强"	"29.0"	"强"	"宽厚"	"--"	"59.0"	"强"	"不结球"	"38.0"	"2500.0"	"6a-233"	"SHI QUAN QING BAN ZI JIE CAI"	"陕西汉阴县"	"腌制"	"强"	"--"	"3.5"	"37.0"	"中"	"--"	"Ⅱ3A0622"
