"id"	"胶乳颜色"	"三小叶间距"	"生长快慢"	"叶片形状"	"侧脉胶"	"叶基"	"学名"	"科名"	"属名"	"小叶柄长度"	"物候落叶"	"省"	"叶缘形状"	"产量高低B"	"产量高低A"	"染色体数"	"落叶早晚"	"胶值比"	"物候抽芽"	"蜜腺形态"	"原产地"	"茎围比"	"统一编号"	"种质名称"	"大叶枕"	"抽芽早晚"
"3811"	"白"	"靠近"	"较慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"1月上旬"	"国外"	"大"	"低"	"低"	"36"	"早"	"26.2"	"2月上旬"	"微突"	"巴西"	"62.0"	"XJA02242"	"AC/T/1 5/83"	"浅"	"早"
"3812"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"1月上旬"	"国外"	"大"	"较低"	"较低"	"36"	"早"	"65.2"	"2月上旬"	"微突"	"巴西"	"95.8"	"XJA02243"	"AC/T/1 5/84"	"无"	"早"
"3813"	"白"	"分离"	"较快"	"椭圆"	"2.0"	"纯尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"32.9"	"2月上旬"	"微突"	"巴西"	"104.7"	"XJA02244"	"AC/T/1 5/85"	"浅"	"早"
"3814"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"42.9"	"3月中旬"	"平"	"巴西"	"64.3"	"XJA02245"	"AC/T/1 5/86"	"无"	"中"
"3815"	"白"	"分离"	"中等"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"中等"	"低"	"36"	"中"	"25.2"	"4月上旬"	"平"	"巴西"	"99.9"	"XJA02246"	"AC/T/1 5/87"	"无"	"晚"
"3816"	"白"	"靠近"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"18.0"	"2月上旬"	"微突"	"巴西"	"43.5"	"XJA02247"	"AC/T/1 5/89"	"浅"	"早"
"3817"	"白"	"分离"	"中等"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"低"	"较低"	"36"	"早"	"67.6"	"2月上旬"	"微突"	"巴西"	"87.6"	"XJA02248"	"AC/T/1 5/9"	"无"	"早"
"3818"	"白"	"分离"	"慢"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"中等"	"低"	"36"	"中"	"29.5"	"4月上旬"	"平"	"巴西"	"57.4"	"XJA02249"	"AC/T/1 5/91"	"无"	"晚"
"3819"	"白"	"分离"	"较慢"	"椭圆"	"4.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较高"	"较低"	"36"	"早"	"67.6"	"3月中旬"	"平"	"巴西"	"79.3"	"XJA02250"	"AC/T/1 5/92"	"浅"	"中"
"3820"	"白"	"重迭"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"53.2"	"2月上旬"	"平"	"巴西"	"90.4"	"XJA02251"	"AC/T/1 5/94"	"浅"	"早"
"3821"	"白"	"分离"	"较快"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"28.1"	"3月中旬"	"平"	"巴西"	"113.2"	"XJA02252"	"AC/T/1 5/97"	"无"	"中"
"3822"	"白"	"分离"	"慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"低"	"低"	"36"	"早"	"31.4"	"3月中旬"	"平"	"巴西"	"56.8"	"XJA02253"	"AC/T/2 4/1"	"无"	"中"
"3823"	"白"	"分离"	"较快"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"低"	"36"	"晚"	"30.4"	"3月中旬"	"平"	"巴西"	"107.0"	"XJA02254"	"AC/T/2 4/11"	"无"	"中"
"3824"	"白"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"21.3"	"2月上旬"	"平"	"巴西"	"58.6"	"XJA02255"	"AC/T/2 4/12"	"浅"	"早"
"3825"	"白"	"分离"	"较快"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"较低"	"36"	"早"	"69.3"	"3月中旬"	"平"	"巴西"	"113.5"	"XJA02256"	"AC/T/2 4/15"	"无"	"中"
"3826"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"43.9"	"3月中旬"	"平"	"巴西"	"63.7"	"XJA02257"	"AC/T/2 4/16"	"无"	"中"
"3827"	"白"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"44.4"	"3月中旬"	"微突"	"巴西"	"41.0"	"XJA02258"	"AC/T/2 4/17"	"浅"	"中"
"3828"	"白"	"分离"	"快"	"椭圆"	"4.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"较高"	"较低"	"36"	"中"	"78.2"	"3月中旬"	"平"	"巴西"	"124.8"	"XJA02259"	"AC/T/2 4/18"	"无"	"中"
"3829"	"白"	"分离"	"快"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"1月上旬"	"国外"	"大"	"低"	"低"	"36"	"早"	"28.5"	"3月中旬"	"微突"	"巴西"	"140.5"	"XJA02260"	"AC/T/2 4/19"	"无"	"中"
"3830"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"34.3"	"4月上旬"	"平"	"巴西"	"66.9"	"XJA02261"	"AC/T/2 4/22"	"无"	"晚"
"3831"	"白"	"分离"	"中等"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"中等"	"低"	"36"	"晚"	"56.6"	"3月中旬"	"平"	"巴西"	"91.9"	"XJA02262"	"AC/T/2 4/24"	"无"	"中"
"3832"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"50.2"	"2月上旬"	"平"	"巴西"	"71.3"	"XJA02263"	"AC/T/2 4/25"	"无"	"早"
"3833"	"黄"	"分离"	"较快"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"低"	"低"	"36"	"早"	"40.7"	"2月上旬"	"微突"	"巴西"	"110.8"	"XJA02264"	"AC/T/2 4/28"	"无"	"早"
"3834"	"黄"	"分离"	"中等"	"椭圆"	"2.5"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"中等"	"较低"	"36"	"早"	"73.0"	"2月上旬"	"平"	"巴西"	"86.5"	"XJA02265"	"AC/T/2 4/29"	"无"	"早"
"3835"	"白"	"显著分离"	"慢"	"长菱"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"1月上旬"	"国外"	"大"	"低"	"低"	"36"	"早"	"11.1"	"2月上旬"	"微突"	"巴西"	"40.4"	"XJA02266"	"AC/T/2 4/3"	"无"	"早"
"3836"	"白"	"靠近"	"较慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"低"	"较低"	"36"	"中"	"79.3"	"3月中旬"	"平"	"巴西"	"66.5"	"XJA02267"	"AC/T/2 4/30"	"无"	"中"
"3837"	"黄"	"分离"	"较快"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"35.1"	"3月中旬"	"微突"	"巴西"	"102.7"	"XJA02268"	"AC/T/2 4/32"	"无"	"中"
"3838"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"56.1"	"4月上旬"	"平"	"巴西"	"70.0"	"XJA02269"	"AC/T/2 4/33"	"无"	"晚"
"3839"	"白"	"分离"	"较慢"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"2月中旬"	"国外"	"大"	"中等"	"较低"	"36"	"中"	"77.1"	"3月中旬"	"微突"	"巴西"	"74.6"	"XJA02270"	"AC/T/2 4/34"	"浅"	"中"
"3840"	"白"	"分离"	"中等"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"中等"	"低"	"36"	"中"	"10.8"	"4月上旬"	"微突"	"巴西"	"83.3"	"XJA02271"	"AC/T/2 4/37"	"无"	"晚"
"3841"	"白"	"分离"	"较快"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"2月中旬"	"国外"	"大"	"较低"	"中等"	"36"	"中"	"83.3"	"3月中旬"	"平"	"巴西"	"118.9"	"XJA02272"	"AC/T/2 4/4"	"无"	"中"
"3842"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"54.0"	"2月上旬"	"平"	"巴西"	"89.3"	"XJA02273"	"AC/T/2 4/40"	"无"	"早"
"3843"	"白"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"19.4"	"4月上旬"	"平"	"巴西"	"58.6"	"XJA02274"	"AC/T/2 4/41"	"浅"	"晚"
"3844"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"31.4"	"2月上旬"	"微突"	"巴西"	"81.4"	"XJA02275"	"AC/T/2 4/44"	"无"	"早"
"3845"	"白"	"分离"	"中等"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"中等"	"低"	"36"	"早"	"39.4"	"3月中旬"	"平"	"巴西"	"81.6"	"XJA02276"	"AC/T/2 4/46"	"浅"	"中"
"3846"	"黄"	"分离"	"中等"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"3月中旬"	"国外"	"大"	"低"	"较高"	"36"	"晚"	"111.1"	"3月中旬"	"平"	"巴西"	"89.2"	"XJA02277"	"AC/T/2 4/47"	"无"	"中"
"3847"	"白"	"分离"	"较快"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"36.7"	"2月上旬"	"平"	"巴西"	"100.0"	"XJA02278"	"AC/T/2 4/5"	"浅"	"早"
"3848"	"黄"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"1月上旬"	"国外"	"大"	"较低"	"较低"	"36"	"早"	"73.8"	"2月上旬"	"平"	"巴西"	"63.4"	"XJA02279"	"AC/T/2 4/50"	"无"	"早"
"3849"	"白"	"分离"	"慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"低"	"低"	"36"	"早"	"35.7"	"2月上旬"	"微突"	"巴西"	"43.5"	"XJA02280"	"AC/T/2 4/52"	"浅"	"早"
"3850"	"白"	"靠近"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"34.1"	"4月上旬"	"突"	"巴西"	"61.7"	"XJA02281"	"AC/T/2 4/53"	"浅"	"晚"
"3851"	"白"	"分离"	"较慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"低"	"较低"	"36"	"早"	"63.4"	"3月中旬"	"平"	"巴西"	"78.4"	"XJA02282"	"AC/T/2 4/54"	"浅"	"中"
"3852"	"黄"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"低"	"36"	"晚"	"22.1"	"2月上旬"	"平"	"巴西"	"47.8"	"XJA02283"	"AC/T/2 4/56"	"浅"	"早"
"3853"	"白"	"分离"	"中等"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"2月中旬"	"国外"	"大"	"低"	"较低"	"36"	"中"	"74.8"	"3月中旬"	"微突"	"巴西"	"97.3"	"XJA02284"	"AC/T/2 4/59"	"无"	"中"
"3854"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"低"	"36"	"晚"	"33.8"	"4月上旬"	"平"	"巴西"	"63.7"	"XJA02285"	"AC/T/2 4/6"	"深"	"晚"
"3855"	"白"	"分离"	"较快"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"较低"	"36"	"晚"	"75.1"	"3月中旬"	"微突"	"巴西"	"102.7"	"XJA02286"	"AC/T/2 4/60"	"无"	"中"
"3856"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"1月上旬"	"国外"	"大"	"较低"	"较低"	"36"	"早"	"67.7"	"3月中旬"	"微突"	"巴西"	"86.5"	"XJA02287"	"AC/T/2 4/61"	"无"	"中"
"3857"	"黄"	"分离"	"较慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"2月中旬"	"国外"	"大"	"低"	"低"	"36"	"中"	"30.2"	"3月中旬"	"平"	"巴西"	"76.1"	"XJA02288"	"AC/T/2 4/62"	"浅"	"中"
"3858"	"白"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"35.0"	"3月中旬"	"微突"	"巴西"	"42.0"	"XJA02289"	"AC/T/2 4/63"	"浅"	"中"
"3859"	"白"	"分离"	"较快"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"低"	"低"	"36"	"早"	"54.2"	"3月中旬"	"平"	"巴西"	"111.2"	"XJA02290"	"AC/T/2 4/65"	"浅"	"中"
"3860"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"19.0"	"3月中旬"	"平"	"巴西"	"90.3"	"XJA02291"	"AC/T/2 4/66"	"无"	"中"
"3861"	"黄"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"22.2"	"3月中旬"	"平"	"巴西"	"74.3"	"XJA02292"	"AC/T/2 4/67"	"无"	"中"
"3862"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"50.0"	"3月中旬"	"平"	"巴西"	"82.7"	"XJA02293"	"AC/T/2 4/68"	"浅"	"中"
"3863"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"中等"	"36"	"晚"	"92.2"	"4月上旬"	"平"	"巴西"	"92.7"	"XJA02294"	"AC/T/2 4/69"	"浅"	"晚"
"3864"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"50.5"	"3月中旬"	"微突"	"巴西"	"90.8"	"XJA02295"	"AC/T/2 4/7"	"浅"	"中"
"3865"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"59.9"	"3月中旬"	"平"	"巴西"	"84.8"	"XJA02296"	"AC/T/2 4/71"	"浅"	"中"
"3866"	"黄"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"38.8"	"2月上旬"	"平"	"巴西"	"98.9"	"XJA02297"	"AC/T/2 4/73"	"无"	"早"
"3867"	"白"	"分离"	"较快"	"椭圆"	"2.0"	"纯尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"中等"	"36"	"晚"	"86.6"	"4月上旬"	"微突"	"巴西"	"107.9"	"XJA02298"	"AC/T/2 4/74"	"无"	"晚"
"3868"	"黄"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"中等"	"36"	"早"	"91.0"	"3月中旬"	"微突"	"巴西"	"75.1"	"XJA02299"	"AC/T/2 4/76"	"无"	"中"
"3869"	"黄"	"分离"	"较慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"低"	"中等"	"36"	"早"	"82.2"	"3月中旬"	"微突"	"巴西"	"64.9"	"XJA02300"	"AC/T/2 4/78"	"无"	"中"
"3870"	"黄"	"分离"	"慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"低"	"低"	"36"	"早"	"44.4"	"3月中旬"	"微突"	"巴西"	"56.8"	"XJA02301"	"AC/T/2 4/8"	"浅"	"中"
"3871"	"白"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"14.9"	"3月中旬"	"平"	"巴西"	"58.6"	"XJA02302"	"AC/T/2 4/81"	"无"	"中"
"3872"	"白"	"靠近"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"低"	"36"	"晚"	"32.6"	"4月上旬"	"平"	"巴西"	"94.6"	"XJA02303"	"AC/T/2 4/82"	"无"	"晚"
"3873"	"黄"	"分离"	"中等"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"2月中旬"	"国外"	"大"	"低"	"较低"	"36"	"中"	"61.3"	"3月中旬"	"平"	"巴西"	"99.4"	"XJA02304"	"AC/T/2 4/83"	"深"	"中"
"3874"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"37.8"	"3月中旬"	"突"	"巴西"	"67.6"	"XJA02305"	"AC/T/2 4/84"	"浅"	"中"
"3875"	"白"	"分离"	"较慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"低"	"低"	"36"	"早"	"48.6"	"2月上旬"	"平"	"巴西"	"62.5"	"XJA02306"	"AC/T/2 4/85"	"浅"	"早"
"3876"	"黄"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"56.3"	"3月中旬"	"平"	"巴西"	"86.5"	"XJA02307"	"AC/T/2 4/86"	"浅"	"中"
"3877"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"55.8"	"3月中旬"	"平"	"巴西"	"70.3"	"XJA02308"	"AC/T/2 4/87"	"无"	"中"
"3878"	"白"	"靠近"	"慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"低"	"低"	"36"	"晚"	"44.6"	"4月上旬"	"突"	"巴西"	"54.0"	"XJA02309"	"AC/T/3 6/1"	"浅"	"晚"
"3879"	"黄"	"靠近"	"快"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"低"	"36"	"晚"	"24.4"	"3月中旬"	"微突"	"巴西"	"126.5"	"XJA02310"	"AC/T/3 6/10"	"浅"	"中"
"3880"	"白"	"靠近"	"中等"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"2月中旬"	"国外"	"大"	"中等"	"低"	"36"	"中"	"31.4"	"4月上旬"	"平"	"巴西"	"95.9"	"XJA02311"	"AC/T/3 6/11"	"浅"	"晚"
"3881"	"白"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"较低"	"36"	"早"	"65.3"	"3月中旬"	"平"	"巴西"	"32.9"	"XJA02312"	"AC/T/3 6/13"	"浅"	"中"
