"id"	"统一编号"	"保存单位"	"品种名称"	"系谱"	"来源"	"芒"	"壳色"	"粒色"	"冬春性"	"成熟期"	"穗粒数"	"穗长"	"株高"	"千粒重"	"粗蛋白"	"省份"
"345"	"ZM013989"	"晋0482"	"太原918"	"6520/6011"	"山西省农科院遗传所"	"顶"	"白"	"白"	"冬"	"早"	"29"	"8"	"86"	"37"		"山西
"
"346"	"ZM013990"	"晋0483"	"太原2112"	"中苏68/苏联冬黑麦"	"山西省农科院遗传所"	"长"	"白"	"白"	"冬"	"中晚"	"33"	"8"	"102"	"33"	"19.62"	"山西
"
"347"	"ZM013991"	"晋0484"	"太原6609"	"太原2167系选"	"山西省农科院遗传所"	"长"	"白"	"白"	"冬"	"早"	"36"	"9"	"101"	"32.8"	"19.19"	"山西
"
"348"	"ZM013992"	"晋0485"	"太辐3号"	"农大183r2万仑"	"山西省农科院生物所"	"顶"	"白"	"红"	"冬"	"中晚"	"54"	"8"	"95"	"29.6"	"14.44"	"山西
"
"349"	"ZM013993"	"晋0486"	"太辐4号"	"农大183r2万仑"	"山西省农科院生物所"	"长"	"白"	"白"	"冬"	"中晚"	"40"	"8"	"96"	"32.2"	"16.22"	"山西
"
"350"	"ZM013994"	"晋0487"	"太辐5号"	"农大183r2万仑"	"山西省农科院生物所"	"长"	"白"	"白"	"冬"	"中"	"40"	"9"	"79"	"40.8"	"15.86"	"山西
"
"351"	"ZM013968"	"晋0461"	"太原351"	"太原843/株727//洛夫林13"	"山西省农科院遗传所"	"顶"	"白"	"白"	"冬"	"早"	"34"	"9"	"116"	"32.9"	"16.05"	"山西
"
"352"	"ZM013969"	"晋0462"	"太原356"	"Null"	"山西省农科院遗传所"	"长"	"白"	"白"	"冬"	"中"	"35"	"9"	"104"	"36.2"	"17.93"	"山西
"
"353"	"ZM013970"	"晋0463"	"太原360"	"太原80/工农12"	"山西省农科院遗传所"	"长"	"白"	"白"	"冬"	"早"	"46"	"8"	"105"	"36"	"15.29"	"山西
"
"354"	"ZM013971"	"晋0464"	"太原416"	"太原116/太原843"	"山西省农科院遗传所"	"长"	"白"	"白"	"冬"	"早"	"27"	"10"	"125"	"36.5"	"16.14"	"山西
"
"355"	"ZM013972"	"晋0465"	"太原431"	"工农6号/阿芙乐尔//工农6号"	"山西省农科院遗传所"	"长"	"白"	"白"	"冬"	"早"	"28"	"10"	"111"	"42.5"	"15.45"	"山西
"
"356"	"ZM013973"	"晋0466"	"太原434"	"工农6号/阿芙乐尔//工农6号"	"山西省农科院遗传所"	"长"	"白"	"白"	"冬"	"中早"	"40"	"8"	"83"	"31"	"14.96"	"山西
"
"357"	"ZM013974"	"晋0467"	"太原475"	"肥40/高加索"	"山西省农科院遗传所"	"长"	"白"	"白"	"冬"	"中"	"28"	"8"	"93"	"41"	"15.0"	"山西
"
"358"	"ZM013975"	"晋0468"	"太原485"	"肥40/高加索"	"山西省农科院遗传所"	"长"	"白"	"白"	"冬"	"早"	"40"	"9"	"98"	"35"	"15.17"	"山西
"
"359"	"ZM013976"	"晋0469"	"太原510"	"Null"	"山西省农科院遗传所"	"顶"	"白"	"红"	"冬"	"中晚"	"47"	"11"	"94"	"33.1"	"16.14"	"山西
"
"360"	"ZM013977"	"晋0470"	"太原551"	"太原849/6204"	"山西省农科院遗传所"	"长"	"白"	"白"	"冬"	"早"	"40"	"8"	"100"	"36.5"	"15.47"	"山西
"
"361"	"ZM013978"	"晋0471"	"太原570"	"Null"	"山西省农科院遗传所"	"长"	"白"	"红"	"冬"	"中"	"34"	"9"	"93"	"38.2"	"15.16"	"山西
"
"362"	"ZM013979"	"晋0472"	"太原578"	"Null"	"山西省农科院遗传所"	"长"	"白"	"白"	"冬"	"中"	"35"	"8"	"91"	"28.3"	"15.86"	"山西
"
"363"	"ZM013980"	"晋0473"	"太原601"	"9701/74117"	"山西省农科院遗传所"	"长"	"白"	"白"	"冬"	"早"	"24"	"9"	"96"	"38.7"		"山西
"
"364"	"ZM013981"	"晋0474"	"太原630"	"Null"	"山西省农科院遗传所"	"长"	"白"	"红"	"冬"	"中"	"37"	"8"	"79"	"35.7"		"山西
"
"365"	"ZM013982"	"晋0475"	"太原643"	"70126/974"	"山西省农科院遗传所"	"长"	"白"	"白"	"冬"	"早"	"32"	"8"	"104"	"46"	"16.39"	"山西
"
"366"	"ZM013983"	"晋0476"	"太原645"	"农大183/伊博1228//工农1号"	"山西省农科院遗传所"	"长"	"白"	"白"	"冬"	"中"	"33"	"6"	"80"	"32.9"	"19.5"	"山西
"
"367"	"ZM013984"	"晋0477"	"太原755"	"肥40/高加索"	"山西省农科院遗传所"	"顶"	"白"	"白"	"冬"	"中"	"32"	"9"	"98"	"38"	"14.96"	"山西
"
"368"	"ZM013986"	"晋0479"	"太原798"	"7326/太原843"	"山西省农科院遗传所"	"长"	"白"	"白"	"冬"	"中"	"40"	"9"	"81"	"33.6"	"13.98"	"山西
"
"369"	"ZM013988"	"晋0481"	"太原843"	"工农3号/工农12"	"山西省农科院遗传所"	"顶"	"白"	"白"	"冬"	"早"	"25"	"8"	"89"	"37"	"15.64"	"山西
"
"370"	"ZM013989"	"晋0482"	"太原918"	"6520/6011"	"山西省农科院遗传所"	"顶"	"白"	"白"	"冬"	"早"	"29"	"8"	"86"	"37"		"山西
"
"371"	"ZM013990"	"晋0483"	"太原2112"	"中苏68/苏联冬黑麦"	"山西省农科院遗传所"	"长"	"白"	"白"	"冬"	"中晚"	"33"	"8"	"102"	"33"	"19.62"	"山西
"
"372"	"ZM013991"	"晋0484"	"太原6609"	"太原2167系选"	"山西省农科院遗传所"	"长"	"白"	"白"	"冬"	"早"	"36"	"9"	"101"	"32.8"	"19.19"	"山西
"
"373"	"ZM013992"	"晋0485"	"太辐3号"	"农大183r2万仑"	"山西省农科院生物所"	"顶"	"白"	"红"	"冬"	"中晚"	"54"	"8"	"95"	"29.6"	"14.44"	"山西
"
"374"	"ZM013993"	"晋0486"	"太辐4号"	"农大183r2万仑"	"山西省农科院生物所"	"长"	"白"	"白"	"冬"	"中晚"	"40"	"8"	"96"	"32.2"	"16.22"	"山西
"
"375"	"ZM013994"	"晋0487"	"太辐5号"	"农大183r2万仑"	"山西省农科院生物所"	"长"	"白"	"白"	"冬"	"中"	"40"	"9"	"79"	"40.8"	"15.86"	"山西
"
"376"	"ZM014023"	"晋0516"	"长治6542"	"7021/6843"	"山西省农科院谷子所"	"长"	"白"	"红"	"冬"	"中早"	"30"	"9"	"90"	"42"	"18.42"	"山西
"
"377"	"ZM014024"	"晋0517"	"长治7343"	"泰山1号/洛夫林13"	"山西省农科院谷子所"	"长"	"白"	"红"	"冬"	"中早"	"32"	"11"	"88"	"42.3"	"16.46"	"山西
"
"378"	"ZM014025"	"晋0518"	"长治早熟3号"	"鉴7/2018"	"山西省农科院谷子所"	"顶"	"白"	"红"	"冬"	"早"	"25"	"8"	"90"	"40"	"17.72"	"山西
"
"379"	"ZM014026"	"晋0519"	"平阳1号"	"科冬81/3041//农大139"	"山西省农科院小麦所"	"长"	"白"	"白"	"冬"	"中"	"45"	"9"	"75"	"33.5"	"13.68"	"山西
"
"380"	"ZM014027"	"晋0520"	"平阳27"	"79391/76262"	"山西省农科院小麦所"	"长"	"白"	"白"	"冬"	"中"	"34"	"7"	"68"	"38.4"		"山西
"
"381"	"ZM014028"	"晋0521"	"平阳56"	"吉县白秃麦/工农22"	"山西省农科院小麦所"	"长"	"白"	"白"	"冬"	"中"		"8"	"75"	"35"		"山西
"
"382"	"ZM014029"	"晋0522"	"平阳105"	"79453/7630-11"	"山西省农科院小麦所"	"顶"	"白"	"白"	"冬"	"中"	"36"	"8"	"80"	"33.4"		"山西
"
"383"	"ZM014030"	"晋0523"	"平阳143"	"卫东8号/723-4"	"山西省农科院小麦所"	"长"	"白"	"白"	"冬"	"中"	"33"	"7"	"84"	"47.2"	"14.93"	"山西
"
"384"	"ZM014031"	"晋0524"	"平阳176"	"旱选3号/双丰收"	"山西省农科院小麦所"	"长"	"白"	"白"	"冬"	"中"	"40"	"11"	"69"	"42.8"		"山西
"
"385"	"ZM014032"	"晋0525"	"平阳181"	"旱选3号/4113"	"山西省农科院小麦所"	"长"	"白"	"白"	"冬"	"早"	"35"	"9"	"78"	"41.8"	"14.46"	"山西
"
"386"	"ZM014033"	"晋0526"	"平阳258"	"76344/7538-30"	"山西省农科院小麦所"	"长"	"白"	"白"	"冬"	"中"	"34"	"8"	"75"	"35.4"		"山西
"
"387"	"ZM014034"	"晋0527"	"平阳269"	"平阳1号/77397"	"山西省农科院小麦所"	"长"	"白"	"白"	"冬"	"中"	"36"	"8"	"74"	"35"		"山西
"
"388"	"ZM014035"	"晋0528"	"平阳344"	"临汾10号/京作310"	"山西省农科院小麦所"	"长"	"白"	"白"	"冬"	"早"	"33"	"9"	"80"	"43.1"		"山西
"
"389"	"ZM014036"	"晋0529"	"平阳348"	"5144/临汾10号"	"山西省农科院小麦所"	"长"	"白"	"白"	"冬"	"早"	"31"	"7"	"80"	"40"		"山西
"
"390"	"ZM014037"	"晋0530"	"平阳350"	"北京6号/旱选10号"	"山西省农科院小麦所"	"顶"	"白"	"白"	"冬"	"早"	"33"	"8"	"80"	"34.6"		"山西
"
"391"	"ZM014038"	"晋0531"	"平阳369"	"石75-3630-5310"	"山西省农科院小麦所"	"长"	"白"	"白"	"冬"	"极早"	"31"	"9"	"69"	"41.8"		"山西
"
"392"	"ZM014039"	"晋0532"	"代丰2号"	"北京6号/北京10号"	"山西代县西关科研所"	"长"	"红"	"白"	"冬"	"中"	"32"	"6"	"82"	"32.1"		"山西
"
"393"	"ZM014040"	"晋0533"	"代春2号"	"1626/墨巴65//京红5号"	"山西代县城关大队"	"长"	"红"	"白"	"春"	"中"	"30"	"9"	"92"	"31"		"山西
"
"394"	"ZM014041"	"晋0534"	"曲风1号"	"Null"	"山西曲沃县良种场"	"长"	"白"	"白"	"冬"	"中晚"	"40"	"8"	"78"	"33.5"		"山西
"
"395"	"ZM014042"	"晋0535"	"曲杂3号"	"Null"	"山西河曲城关大队"	"长"	"红"	"白"	"春"	"晚"	"30"	"10"	"93"	"24.8"		"山西
"
"396"	"ZM014043"	"晋0536"	"曲良78-141"	"晋麦10号/矮丰4号"	"山西曲沃县良种场"	"长"	"白"	"白"	"冬"	"中"	"36"	"6"	"61"	"29.6"		"山西
"
"397"	"ZM014044"	"晋0537"	"曲良205"	"晋麦10号/矮丰4号"	"山西曲沃县良种场"	"顶"	"白"	"白"	"冬"	"中"	"41"	"7"	"55"	"31.9"		"山西
"
"398"	"ZM014045"	"晋0538"	"吕农1号"	"Null"	"山西省农科院经济作物所"	"长"	"白"	"白"	"冬"	"中"	"30"	"8"	"95"	"31.8"	"16.1"	"山西
"
"399"	"ZM014046"	"晋0539"	"吕农049"	"Null"	"山西省农科院经济作物所"	"长"	"白"	"红"	"冬"	"中"	"39"	"7"	"66"	"38.1"		"山西
"
"400"	"ZM014047"	"晋0540"	"吕麦229"	"晋麦8号/晋农3号"	"山西省农科院经济作物所"	"短"	"白"	"白"	"冬"	"早"	"30"	"7"	"98"	"39.5"		"山西
"
"401"	"ZM014048"	"晋0541"	"吕麦263"	"旱选3号/晋中849"	"山西省农科院经济作物所"	"长"	"白"	"白"	"冬"	"早"	"27"	"6"	"86"	"36.7"	"15.52"	"山西
"
"402"	"ZM014049"	"晋0542"	"吕麦429"	"晋中838系选"	"山西省农科院经济作物所"	"顶"	"白"	"红"	"冬"	"早"	"27"	"8"	"90"	"37.9"	"17.84"	"山西
"
"403"	"ZM014050"	"晋0543"	"吕旱328"	"旱选3号/晋农3号"	"山西省农科院经济作物所"	"顶"	"白"	"红"	"冬"	"早"	"20"	"8"	"89"	"38"		"山西
"
"404"	"ZM014051"	"晋0544"	"同686"	"应县小白麦/3777"	"山西省农科院高寒作物所"	"长"	"白"	"白"	"春"	"中晚"	"39"	"10"	"111"	"31"		"山西
"
"405"	"ZM014052"	"晋0545"	"同6822"	"51号/田尼2761"	"山西省农科院高寒作物所"	"长"	"红"	"红"	"春"	"中"	"20"	"8"	"105"	"31.5"		"山西
"
"406"	"ZM014053"	"晋0546"	"运2-5"	"贵洲763/运78-16"	"山西省农科院棉花所"	"短"	"白"	"白"	"弱冬"	"中"	"48"	"8"	"86"	"38"	"13.27"	"山西
"
"407"	"ZM014058"	"晋0551"	"运83-1"	"883矮/太辐63"	"山西省农科院棉花所"	"短"	"白"	"白"	"弱冬"	"中"	"44"	"8"	"81"	"39.8"	"15.26"	"山西
"
"408"	"ZM014059"	"晋0552"	"运83-2"	"883矮/太辐63"	"山西省农科院棉花所"	"短"	"白"	"白"	"弱冬"	"中"	"43"	"8"	"80"	"42"	"12.79"	"山西
"
"409"	"ZM014060"	"晋0553"	"运84-20"	"运78-16/5113"	"山西省农科院棉花所"	"无"	"白"	"白"	"弱冬"	"中"	"50"	"8"	"95"	"39.4"	"13.98"	"山西
"
"410"	"ZM014061"	"晋0554"	"运85-4"	"运78-11/太辐63"	"山西省农科院棉花所"	"短"	"白"	"白"	"弱冬"	"中"	"32"	"9"	"108"	"48.3"	"16.64"	"山西
"
"411"	"ZM014063"	"晋0556"	"运85-19"	"运78-4/抗锈5号"	"山西省农科院棉花所"	"短"	"白"	"白"	"弱冬"	"中"	"48"	"8"	"79"	"42.5"	"14.79"	"山西
"
"412"	"ZM014067"	"晋0560"	"旱选5号"	"太原116/农大45"	"山西省农科院经济作物所"	"长"	"白"	"白"	"冬"	"早"	"21"	"7"	"92"	"35"	"17.64"	"山西
"
"413"	"ZM014069"	"晋0562"	"旱选12"	"延安17/石家庄407//旱选3号"	"山西省农科院经济作物所"	"顶"	"白"	"白"	"冬"	"早"	"25"	"7"	"74"	"39.1"	"12.87"	"山西
"
"414"	"ZM014070"	"晋0563"	"旱选76"	"Null"	"山西省农科院经济作物所"	"顶"	"白"	"白"	"冬"	"中"	"42"	"8"	"99"	"38.4"		"山西
"
"415"	"ZM014071"	"晋0564"	"忻79-18"	"北无3/2332"	"山西省农科院玉米所"	"长"	"白"	"白"	"冬"	"中"	"29"	"6"	"71"	"39"		"山西
"
"416"	"ZM014072"	"晋0565"	"忻79-19"	"北无3/2332"	"山西省农科院玉米所"	"长"	"白"	"白"	"冬"	"中"	"29"	"4"	"69"	"32.6"		"山西
"
"417"	"ZM014073"	"晋0566"	"忻79-63"	"北无3/2332"	"山西省农科院玉米所"	"长"	"白"	"白"	"冬"	"中"	"22"	"8"	"63"	"27.5"	"18.15"	"山西
"
"418"	"ZM014074"	"晋0567"	"忻79-83"	"北无3/2332"	"山西省农科院玉米所"	"长"	"白"	"白"	"冬"	"中"	"22"	"7"	"69"	"31.5"		"山西
"
"419"	"ZM014075"	"晋0568"	"忻79-111"	"北无3/2332"	"山西省农科院玉米所"	"长"	"红"	"白"	"冬"	"中"	"46"	"8"	"55"	"30.7"		"山西
"
"420"	"ZM014076"	"晋0569"	"忻79-526"	"2332/忻冬矮2号"	"山西省农科院玉米所"	"顶"	"白"	"白"	"冬"	"中"	"37"	"7"	"65"	"39.9"	"16.94"	"山西
"
"421"	"ZM014077"	"晋0570"	"忻79-807"	"5453/F49-71"	"山西省农科院玉米所"	"长"	"白"	"红"	"冬"	"中晚"	"35"	"9"	"68"	"30.1"	"19.02"	"山西
"
"422"	"ZM014078"	"晋0571"	"忻79-895"	"4762/山前麦"	"山西省农科院玉米所"	"长"	"白"	"红"	"冬"	"中晚"	"36"	"7"	"63"	"38.9"	"16.81"	"山西
"
"423"	"ZM014079"	"晋0572"	"忻79-1923"	"7077/忻7111"	"山西省农科院玉米所"	"长"	"白"	"红"	"冬"	"中"	"54"	"7"	"67"	"33.3"	"17.91"	"山西
"
"424"	"ZM014081"	"晋0574"	"忻79-1931"	"4077/忻7111"	"山西省农科院玉米所"	"长"	"白"	"红"	"冬"	"中"	"48"	"7"	"59"	"34.3"	"16.8"	"山西
"
"425"	"ZM014082"	"晋0575"	"忻79-1938"	"4077/忻7111"	"山西省农科院玉米所"	"长"	"红"	"红"	"冬"	"中晚"	"52"	"9"	"60"	"31.4"	"18.88"	"山西
"
"426"	"ZM014083"	"晋0576"	"忻79-2059"	"阿芙乐尔/忻冬矮1号"	"山西省农科院玉米所"	"顶"	"白"	"红"	"冬"	"中晚"	"29"	"8"	"73"	"18.7"		"山西
"
"427"	"ZM014084"	"晋0577"	"忻79-2060"	"达西亚/忻冬矮1号"	"山西省农科院玉米所"	"长"	"白"	"红"	"冬"	"中晚"	"44"	"8"	"66"	"36"	"16.87"	"山西
"
"428"	"ZM014086"	"晋0579"	"忻79-200350"	"周年/忻7111"	"山西省农科院玉米所"	"顶"	"白"	"红"	"冬"	"晚"	"39"	"9"	"87"	"35.7"	"20.75"	"山西
"
"429"	"ZM014087"	"晋0580"	"忻79鉴65"	"科春17//晋春3号/他诺瑞F71"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中晚"	"35"	"9"	"91"	"44.2"	"17.14"	"山西
"
"430"	"ZM014088"	"晋0581"	"忻80-25"	"偃大//无芒1号/沙瑞克F70"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中晚"	"24"	"9"	"93"	"34.7"	"15.11"	"山西
"
"431"	"ZM014089"	"晋0582"	"忻80-26"	"偃大//无芒1号/沙瑞克F70"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中晚"	"36"	"8"	"91"	"27.4"	"15.46"	"山西
"
"432"	"ZM014090"	"晋0583"	"忻80-29"	"原108/冬2331"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中晚"	"34"	"8"	"103"	"42.5"	"17.16"	"山西
"
"433"	"ZM014091"	"晋0584"	"忻80-95"	"原1//F129-71/叶考拉F70"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中晚"	"28"	"7"	"107"	"44"	"17.26"	"山西
"
"434"	"ZM014092"	"晋0585"	"忻81-59"	"辽观52/冬2331"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中"	"49"	"9"	"72"	"23.3"	"17.64"	"山西
"
"435"	"ZM014093"	"晋0586"	"忻81-64"	"原106/冬2331"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中"	"33"	"7"	"85"	"39.6"	"15.19"	"山西
"
"436"	"ZM014094"	"晋0587"	"忻81-165"	"辽观152/冬2331"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中"	"49"	"7"	"80"	"40.3"	"20.13"	"山西
"
"437"	"ZM014095"	"晋0588"	"忻902"	"科春17//晋春3号/他诺瑞F71"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中"	"35"	"9"	"91"	"44.2"	"18.64"	"山西
"
"438"	"ZM014100"	"晋0593"	"忻4031"	"洛夫林10号/77-56"	"山西省农科院玉米所"	"长"	"白"	"白"	"冬"	"中"	"41"	"10"	"87"	"40"	"13.47"	"山西
"
"439"	"ZM014101"	"晋0594"	"忻4084"	"5664鉴103"	"山西省农科院玉米所"	"长"	"白"	"白"	"冬"	"中晚"	"30"	"9"	"94"	"38"	"16.32"	"山西
"
"440"	"ZM014102"	"晋0595"	"忻5597"	"551/708//589/3/70-107"	"山西省农科院玉米所"	"长"	"白"	"红"	"冬"	"中"	"27"	"7"	"75"	"43.4"	"17.14"	"山西
"
"441"	"ZM014104"	"晋0597"	"忻8318"	"原106/雁北5号//晋春5号"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中"	"29"	"6"	"85"	"45"	"17.96"	"山西
"
"442"	"ZM014105"	"晋0598"	"忻8332"	"原106/雁北5号//晋春5号"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中"	"29"	"6"	"92"	"42"	"22.79"	"山西
"
"443"	"ZM014106"	"晋0599"	"忻8335"	"原106/冬2331"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中"	"34"	"10"	"101"	"43.4"	"18.96"	"山西
"
"444"	"ZM014108"	"晋0601"	"忻8370"	"晋春5号//无芒1号/沙瑞克F70"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中"	"33"	"9"	"84"	"35.5"		"山西
"
"445"	"ZM014109"	"晋0602"	"忻8373"	"晋春5号//无芒1号/沙瑞克F70"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中"	"34"	"9"	"85"	"34.2"	"18.63"	"山西
"
"446"	"ZM014110"	"晋0603"	"忻8375"	"偃大/晋春7号"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"早"	"30"	"8"	"77"	"39.4"	"16.42"	"山西
"
"447"	"ZM014111"	"晋0604"	"忻8380"	"辽观/晋春7号"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中"	"33"	"8"	"80"	"38"	"15.8"	"山西
"
"448"	"ZM014112"	"晋0605"	"忻8392"	"偃大/雁北5号//晋春5号"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中"	"37"	"11"	"89"	"34.4"	"15.94"	"山西
"
"449"	"ZM014113"	"晋0606"	"忻8510"	"忻81-70/冬原210"	"山西省农科院玉米所"	"长"	"白"	"白"	"春"	"中"	"31"	"7"	"72"	"36"	"18.8"	"山西
"
"450"	"ZM014114"	"晋0607"	"忻8517"	"忻81-70/冬原210"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中"	"34"	"7"	"88"	"40"	"23.7"	"山西
"
"451"	"ZM014115"	"晋0508"	"忻8526"	"科17/冬原51"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中"	"34"	"8"	"72"	"34"	"18.57"	"山西
"
"452"	"ZM014116"	"晋0609"	"忻8528"	"科17/冬原51"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中"	"29"	"8"	"89"	"37"	"19.62"	"山西
"
"453"	"ZM014117"	"晋0610"	"忻8639"	"忻80-29/印度798"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中早"	"30"	"7"	"81"	"36.6"	"17.98"	"山西
"
"454"	"ZM014118"	"晋0611"	"忻8643"	"忻80-29/中8004"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中"	"27"	"7"	"80"	"41.5"	"17.88"	"山西
"
"455"	"ZM014119"	"晋0612"	"忻8648"	"忻80-29/印度798"	"山西省农科院玉米所"	"长"	"白"	"白"	"春"	"中"	"27"	"7"	"88"	"43.2"	"17.26"	"山西
"
"456"	"ZM014120"	"晋0613"	"忻8681"	"忻80-29/中8004"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中"	"26"	"8"	"70"	"33.3"	"17.16"	"山西
"
"457"	"ZM014121"	"晋0614"	"忻8684"	"忻80-29/忻81-184"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中"	"25"	"8"	"98"	"49.4"	"17.19"	"山西
"
"458"	"ZM014123"	"晋0616"	"忻8695"	"中7906/忻80-29"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中"	"25"	"7"	"84"	"42"	"18.94"	"山西
"
"459"	"ZM014124"	"晋0617"	"忻8697"	"忻80-29/中8045"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中"	"32"	"7"	"86"	"40"	"17.29"	"山西
"
"460"	"ZM014125"	"晋0618"	"忻86112"	"忻80-29/中8004"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中"	"25"	"7"	"79"	"43.4"		"山西
"
"461"	"ZM014126"	"晋0619"	"忻86118"	"忻80-29/墨巴65"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中"	"27"	"8"	"84"	"39.4"	"18.34"	"山西
"
"462"	"ZM014127"	"晋0620"	"忻86121"	"忻86-163/81-78-139"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中"	"31"	"7"	"82"	"44.2"	"16.28"	"山西
"
"463"	"ZM014128"	"晋0621"	"忻86132"	"中80-29/墨巴65"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中"	"26"	"8"	"81"	"42"	"18.58"	"山西
"
"464"	"ZM014129"	"晋0622"	"忻86135"	"忻80-29/中8045"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中"	"28"	"8"	"87"	"45.6"	"16.86"	"山西
"
"465"	"ZM014130"	"晋0623"	"忻86148"	"中8005/忻80-29"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中早"	"27"	"7"	"93"	"42.4"	"17.52"	"山西
"
"466"	"ZM014131"	"晋0624"	"忻86157"	"忻80-29/中8004"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中"	"31"	"8"	"82"	"44"	"17.09"	"山西
"
"467"	"ZM014133"	"晋0626"	"忻大穗466"	"晋农3号/咸农39"	"山西省农科院玉米所"	"长"	"白"	"白"	"冬"	"中晚"	"59"	"11"	"84"	"25.5"	"20.07"	"山西
"
"468"	"ZM014134"	"晋0627"	"忻大穗选"	"晋农3号/咸农39"	"山西省农科院玉米所"	"长"	"白"	"白"	"冬"	"中晚"	"51"	"10"	"89"	"30"		"山西
"
"469"	"ZM014135"	"晋0628"	"忻花1号"	"京甘127/西阿诺"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中晚"	"33"	"8"	"80"	"32.8"	"17.54"	"山西
"
"470"	"ZM014136"	"晋0629"	"忻花2号"	"无芒1号/沙瑞克F70//京甘127"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"晚"	"36"	"8"	"66"	"28.6"	"17.85"	"山西
"
"471"	"ZM014137"	"晋0630"	"忻花3号"	"京甘127/索诺拉64"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"晚"	"47"	"7"	"83"	"41"	"16.75"	"山西
"
"472"	"ZM014138"	"晋0631"	"忻花5号"	"京甘127/赛京5号"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"晚"	"41"	"7"	"85"	"34.5"		"山西
"
"473"	"ZM014140"	"晋0633"	"忻花8号"	"花22//春原109/赛京1号"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中晚"	"39"	"8"	"98"	"43"	"16.7"	"山西
"
"474"	"ZM014141"	"晋0634"	"忻春矮5号"	"咸农39/墨巴66"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中"	"39"	"8"	"85"	"35.1"		"山西
"
"475"	"ZM014142"	"晋0635"	"忻春矮17"	"无芒1号/沙瑞克F70"	"山西省农科院玉米所"	"长"	"白"	"红"	"春"	"中"	"31"	"9"	"83"	"43.1"	"14.78"	"山西
"
"476"	"ZM014143"	"晋0636"	"汾垣1号"	"晋麦5号/农大183"	"山西汾阳垣头"	"顶"	"白"	"白"	"冬"	"中"	"36"	"9"	"102"	"31.1"	"17.99"	"山西
"
"477"	"ZM014144"	"晋0637"	"改良晋农2号"	"(金皇后玉米十太谷49)/扁穗鹅冠草//无芒雀麦草"	"山西农业大学"	"顶"	"白"	"白"	"冬"	"中"	"30"	"10"	"83"	"35.8"	"13.83"	"山西
"
"478"	"ZM014145"	"晋0638"	"京甘127"	"京红1号/甘麦42"	"山西省农科院五寨试验站"	"长"	"白"	"红"	"春"	"中"	"22"	"8"	"74"	"42.5"		"山西
"
"479"	"ZM014146"	"晋0639"	"经麦67"	"咸农39/69混2//70-644"	"山西省农科院经济作物所"	"长"	"白"	"红"	"冬"	"中"	"25"	"6"	"70"	"39.4"	"15.66"	"山西
"
"480"	"ZM014147"	"晋0640"	"南选1号"	"东风1号/小黑麦2号"	"山西武乡五里坡"	"长"	"白"	"红"	"冬"	"中"	"39"	"8"	"63"	"27.3"	"16.39"	"山西
"
"481"	"ZM014148"	"晋0641"	"南选2号"	"日本1号/1336"	"山西武乡五里坡"	"顶"	"白"	"红"	"冬"	"中"	"42"	"9"	"104"	"27.6"	"16.85"	"山西
"
