"id"	"成熟期"	"科名"	"种子含油率"	"产地或来源"	"库编号"	"单株果球数"	"千粒重"	"壳型"	"统一编号"	"出苗期"	"省"	"亚油酸"	"皮壳率"	"译名"	"叶缘"	"品种名称"	"苞片有无刺"	"播种期"	"学名"	"单位编号"	"保存单位"	"属名"	"抗逆性"	"叶片有无刺"	"选育方法"	"株高"	"花色"
"1544"	"7/30"	"Compositae(菊科)"	"23.58"	"叙利亚"	"I4E01300"	"17"	"41.0"	"普通"	"WHH00609"	"4/17"	"国外"	"--"	"54.5"	"PI 253895"	"全缘"	"PI 253895"	"无"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0509"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"75.0"	"桔黄"
"1545"	"8/14"	"Compositae(菊科)"	"25.81"	"叙利亚"	"I4E01301"	"34"	"46.0"	"普通"	"WHH00610"	"4/20"	"国外"	"--"	"40.0"	"PI 253897"	"锯齿"	"PI 253897"	"中"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0510"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"95.0"	"黄"
"1546"	"7/30"	"Compositae(菊科)"	"26.81"	"叙利亚"	"I4E01302"	"22"	"64.0"	"普通"	"WHH00611"	"4/30"	"国外"	"--"	"40.0"	"PI 253898"	"全缘"	"PI 253898"	"无"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0511"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"61.0"	"桔黄"
"1547"	"7/30"	"Compositae(菊科)"	"20.65"	"叙利亚"	"I4E01303"	"13"	"64.0"	"普通"	"WHH00612"	"4/19"	"国外"	"--"	"54.5"	"PI 253899"	"全缘"	"PI 253899"	"无"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0512"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"60.0"	"红"
"1548"	"8/04"	"Compositae(菊科)"	"24.74"	"叙利亚"	"I4E00393"	"20"	"59.0"	"普通"	"WHH00613"	"4/17"	"国外"	"--"	"50.0"	"PI 253900"	"全缘"	"PI 253900"	"无"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0513"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"88.0"	"红"
"1549"	"7/30"	"Compositae(菊科)"	"31.39"	"阿富汗"	"I4E01304"	"10"	"31.0"	"普通"	"WHH00614"	"4/30"	"国外"	"--"	"55.5"	"PI 253903"	"锯齿"	"PI 253903"	"无"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0514"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"59.0"	"桔黄"
"1550"	"7/30"	"Compositae(菊科)"	"29.54"	"阿富汗"	"I4E01305"	"39"	"47.0"	"普通"	"WHH00615"	"4/22"	"国外"	"--"	"50.0"	"PI 253905"	"锯齿"	"PI 253905"	"中"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0515"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"少"	"引种"	"97.0"	"桔黄"
"1551"	"7/30"	"Compositae(菊科)"	"26.38"	"阿富汗"	"I4E01306"	"25"	"43.0"	"普通"	"WHH00616"	"4/20"	"国外"	"--"	"57.1"	"PI 253906"	"锯齿"	"PI 253906"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0516"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"111.0"	"桔黄"
"1552"	"8/14"	"Compositae(菊科)"	"30.90"	"阿富汗"	"I4E01307"	"36"	"34.0"	"普通"	"WHH00617"	"4/20"	"国外"	"--"	"50.0"	"PI 253907"	"锯齿"	"PI 253907"	"无"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0517"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"112.0"	"桔黄"
"1553"	"8/14"	"Compositae(菊科)"	"28.84"	"阿富汗"	"I4E01836"	"24"	"40.0"	"普通"	"WHH00618"	"4/19"	"国外"	"--"	"44.4"	"PI 253908"	"锯齿"	"PI 253908"	"少"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0518"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"少"	"引种"	"100.0"	"桔黄"
"1554"	"7/30"	"Compositae(菊科)"	"25.17"	"阿富汗"	"I4E01308"	"29"	"40.0"	"普通"	"WHH00619"	"4/22"	"国外"	"--"	"52.2"	"PI 253909"	"锯齿"	"PI 253909"	"无"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0519"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"71.0"	"桔黄"
"1555"	"8/14"	"Compositae(菊科)"	"26.62"	"阿富汗"	"I4E00394"	"24"	"26.0"	"普通"	"WHH00620"	"4/19"	"国外"	"--"	"44.4"	"PI 253910"	"锯齿"	"PI 253910"	"中"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0520"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"100.0"	"桔黄"
"1556"	"8/14"	"Compositae(菊科)"	"36.23"	"阿富汗"	"I4E01309"	"36"	"32.0"	"普通"	"WHH00621"	"4/20"	"国外"	"--"	"50.0"	"PI 253912"	"锯齿"	"PI 253912"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0521"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"110.0"	"桔黄"
"1557"	"8/14"	"Compositae(菊科)"	"32.50"	"阿富汗"	"I4E01837"	"26"	"43.0"	"普通"	"WHH00622"	"4/18"	"国外"	"--"	"40.0"	"PI 253913"	"锯齿"	"PI 253913"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0522"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"96.0"	"桔黄"
"1558"	"8/13"	"Compositae(菊科)"	"31.72"	"阿富汗"	"I4E01310"	"32"	"40.0"	"普通"	"WHH00623"	"4/20"	"国外"	"--"	"30.0"	"PI 253914"	"锯齿"	"PI 253914"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0523"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"109.0"	"黄"
"1559"	"8/10"	"Compositae(菊科)"	"28.30"	"西班牙"	"I4E01311"	"17"	"45.0"	"普通"	"WHH00624"	"4/19"	"国外"	"--"	"52.4"	"PI 241090"	"全缘"	"PI 241090"	"少"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0524"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"83.0"	"黄"
"1560"	"8/02"	"Compositae(菊科)"	"26.56"	"印度"	"I4E00395"	"22"	"38.0"	"普通"	"WHH00625"	"5/02"	"国外"	"--"	"45.5"	"PI 254363"	"锯齿"	"PI 254363"	"多"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0525"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"84.0"	"桔红"
"1561"	"8/04"	"Compositae(菊科)"	"24.34"	"印度"	"I4E00396"	"28"	"34.0"	"普通"	"WHH00626"	"4/22"	"国外"	"--"	"40.0"	"PI 254364"	"锯齿"	"PI 254364"	"多"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0526"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"59.0"	"桔红"
"1562"	"8/04"	"Compositae(菊科)"	"23.39"	"印度"	"I4E01312"	"19"	"32.0"	"普通"	"WHH00627"	"4/22"	"国外"	"--"	"40.0"	"PI 241365"	"锯齿"	"PI 241365"	"中"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0527"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"13.0"	"黄"
"1563"	"8/04"	"Compositae(菊科)"	"26.35"	"印度"	"I4E01313"	"28"	"37.0"	"普通"	"WHH00628"	"4/22"	"国外"	"--"	"36.0"	"PI 254366"	"锯齿"	"PI 254366"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0528"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"72.0"	"红"
"1564"	"8/13"	"Compositae(菊科)"	"27.12"	"伊朗"	"I4E01314"	"18"	"47.0"	"普通"	"WHH00629"	"4/19"	"国外"	"--"	"50.0"	"PI 254717"	"锯齿"	"PI 254717"	"无"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0529"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"70.0"	"桔红"
"1565"	"7/26"	"Compositae(菊科)"	"24.19"	"希腊"	"I4E01315"	"34"	"41.0"	"普通"	"WHH00630"	"4/19"	"国外"	"--"	"40.0"	"PI 254976"	"锯齿"	"PI 254976"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0530"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"55.0"	"桔黄"
"1566"	"8/04"	"Compositae(菊科)"	"25.43"	"伊朗"	"I4E01316"	"22"	"33.0"	"普通"	"WHH00631"	"4/20"	"国外"	"--"	"60.0"	"PI 255577"	"锯齿"	"PI 255577"	"少"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0531"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"50.0"	"红"
"1567"	"8/13"	"Compositae(菊科)"	"27.64"	"伊朗"	"I4E00397"	"28"	"52.0"	"普通"	"WHH00632"	"4/20"	"国外"	"--"	"53.9"	"PI 255578"	"全缘"	"PI 255578"	"无"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0532"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"70.0"	"红"
"1568"	"8/13"	"Compositae(菊科)"	"27.32"	"伊朗"	"I4E00398"	"27"	"54.0"	"普通"	"WHH00633"	"4/19"	"国外"	"--"	"50.0"	"PI 255579"	"锯齿"	"PI 255579"	"无"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0533"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"101.0"	"红"
"1569"	"8/13"	"Compositae(菊科)"	"27.06"	"伊朗"	"I4E00399"	"34"	"39.0"	"普通"	"WHH00634"	"4/20"	"国外"	"--"	"50.0"	"PI 257291"	"锯齿"	"PI 257291"	"多"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0534"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"少"	"引种"	"82.0"	"桔黄"
"1570"	"7/30"	"Compositae(菊科)"	"27.79"	"埃塞俄比亚"	"I4E00400"	"47"	"40.0"	"普通"	"WHH00635"	"4/19"	"国外"	"--"	"45.5"	"PI 257582"	"锯齿"	"PI 257582"	"多"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0535"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"少"	"引种"	"96.0"	"桔黄"
"1571"	"8/10"	"Compositae(菊科)"	"26.48"	"葡萄牙"	"I4E01317"	"16"	"49.0"	"普通"	"WHH00636"	"5/02"	"国外"	"--"	"55.5"	"PI 258409"	"浅裂"	"PI 258409"	"少"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0536"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"86.0"	"桔黄"
"1572"	"7/30"	"Compositae(菊科)"	"27.37"	"葡萄牙"	"I4E00401"	"19"	"47.0"	"普通"	"WHH00637"	"4/19"	"国外"	"--"	"50.0"	"PI 258410"	"浅裂"	"PI 258410"	"多"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0537"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"73.0"	"桔红"
"1573"	"4/26"	"Compositae(菊科)"	"32.15"	"葡萄牙"	"I4E01318"	"6"	"48.0"	"普通"	"WHH00638"	"4/22"	"国外"	"--"	"52.6"	"PI 258411"	"锯齿"	"PI 258411"	"少"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0538"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"70.0"	"红"
"1574"	"8/06"	"Compositae(菊科)"	"30.32"	"葡萄牙"	"I4E01319"	"24"	"48.0"	"普通"	"WHH00639"	"5/02"	"国外"	"--"	"50.0"	"PI 257412"	"浅裂"	"PI 257412"	"少"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0539"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"70.0"	"桔黄"
"1575"	"7/30"	"Compositae(菊科)"	"25.00"	"葡萄牙"	"I4E01320"	"16"	"57.0"	"普通"	"WHH00640"	"4/17"	"国外"	"--"	"50.0"	"PI 258413"	"浅锯"	"PI 258413"	"无"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0540"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"无"	"引种"	"67.0"	"红"
"1576"	"7/30"	"Compositae(菊科)"	"21.86"	"葡萄牙"	"I4E01321"	"16"	"49.0"	"普通"	"WHH00641"	"4/19"	"国外"	"--"	"50.0"	"PI 258414"	"浅锯"	"PI 258414"	"中"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0541"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"67.0"	"红"
"1577"	"7/30"	"Compositae(菊科)"	"32.34"	"葡萄牙"	"I4E01322"	"16"	"56.0"	"普通"	"WHH00642"	"4/17"	"国外"	"--"	"50.0"	"PI 258415"	"锯齿"	"PI 258415"	"中"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0542"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"81.0"	"红"
"1578"	"7/30"	"Compositae(菊科)"	"24.62"	"葡萄牙"	"I4E00402"	"11"	"54.0"	"普通"	"WHH00643"	"4/22"	"国外"	"--"	"56.7"	"PI 258416"	"浅锯"	"PI 258416"	"中"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0543"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"少"	"引种"	"50.0"	"黄"
"1579"	"7/30"	"Compositae(菊科)"	"24.76"	"葡萄牙"	"I4E01323"	"12"	"56.0"	"普通"	"WHH00644"	"4/17"	"国外"	"--"	"44.4"	"PI 258417"	"锯齿"	"PI 258417"	"中"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0544"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"66.0"	"黄"
"1580"	"8/06"	"Compositae(菊科)"	"23.84"	"葡萄牙"	"I4E01324"	"15"	"52.0"	"普通"	"WHH00645"	"4/30"	"国外"	"--"	"47.1"	"PI 258418"	"锯齿"	"PI 258418"	"少"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0545"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"69.0"	"红"
"1581"	"8/06"	"Compositae(菊科)"	"23.39"	"葡萄牙"	"I4E00403"	"17"	"58.0"	"普通"	"WHH00646"	"4/30"	"国外"	"--"	"57.1"	"PI 258419"	"锯齿"	"PI 258419"	"少"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0546"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"85.0"	"桔黄"
"1582"	"8/06"	"Compositae(菊科)"	"22.80"	"葡萄牙"	"I4E01325"	"23"	"57.0"	"普通"	"WHH00647"	"4/30"	"国外"	"--"	"50.0"	"PI 258420"	"锯齿"	"PI 258420"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0547"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"80.0"	"桔黄"
"1583"	"7/30"	"Compositae(菊科)"	"21.81"	"葡萄牙"	"I4E01326"	"11"	"58.0"	"普通"	"WHH00648"	"4/30"	"国外"	"--"	"50.0"	"PI 258421"	"锯齿"	"PI 258421"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0548"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"65.0"	"红"
"1584"	"7/25"	"Compositae(菊科)"	"20.06"	"巴基斯坦"	"I4E01327"	"17"	"42.0"	"普通"	"WHH00649"	"4/17"	"国外"	"--"	"50.0"	"PI 259990"	"锯齿"	"PI 259990"	"中"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0549"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"61.0"	"桔黄"
"1585"	"7/30"	"Compositae(菊科)"	"25.22"	"巴基斯坦"	"I4E01328"	"14"	"36.0"	"普通"	"WHH00650"	"4/17"	"国外"	"--"	"58.8"	"PI 259991"	"锯齿"	"PI 259991"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0550"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"66.0"	"桔黄"
"1586"	"7/30"	"Compositae(菊科)"	"23.68"	"巴基斯坦"	"I4E01329"	"16"	"31.0"	"普通"	"WHH00651"	"4/19"	"国外"	"--"	"54.9"	"PI 259992"	"锯齿"	"PI 259992"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0551"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"65.0"	"黄"
"1587"	"7/25"	"Compositae(菊科)"	"29.56"	"巴基斯坦"	"I4E01330"	"16"	"47.0"	"普通"	"WHH00652"	"4/19"	"国外"	"--"	"40.0"	"PI 259993"	"锯齿"	"PI 259993"	"中"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0552"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"46.0"	"黄"
"1588"	"7/30"	"Compositae(菊科)"	"25.03"	"巴基斯坦"	"I4E01331"	"19"	"41.0"	"条纹"	"WHH00653"	"4/20"	"国外"	"--"	"50.0"	"PI 259994"	"全缘"	"PI 259994"	"少"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0553"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"少"	"引种"	"83.0"	"黄"
"1589"	"7/25"	"Compositae(菊科)"	"29.11"	"巴基斯坦"	"I4E01332"	"22"	"51.0"	"普通"	"WHH00654"	"4/19"	"国外"	"--"	"50.0"	"PI 259995"	"锯齿"	"PI 259995"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0554"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"61.0"	"黄"
"1590"	"7/30"	"Compositae(菊科)"	"24.97"	"巴基斯坦"	"I4E01333"	"30"	"52.0"	"普通"	"WHH00655"	"4/19"	"国外"	"--"	"31.2"	"PI 259996"	"浅裂"	"PI 259996"	"少"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0555"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"82.0"	"桔黄"
"1591"	"7/30"	"Compositae(菊科)"	"32.79"	"巴基斯坦"	"I4E01334"	"19"	"50.0"	"普通"	"WHH00656"	"4/22"	"国外"	"--"	"35.7"	"PI 259997"	"锯齿"	"PI 259997"	"少"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0556"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"80.0"	"桔黄"
"1592"	"7/30"	"Compositae(菊科)"	"27.57"	"巴基斯坦"	"I4E01335"	"27"	"47.0"	"普通"	"WHH00657"	"4/22"	"国外"	"--"	"58.3"	"PI 259998"	"锯齿"	"PI 259998"	"少"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0557"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"55.0"	"桔黄"
"1593"	"8/04"	"Compositae(菊科)"	"28.30"	"印度"	"I4E01336"	"38"	"61.0"	"普通"	"WHH00658"	"4/20"	"国外"	"--"	"71.4"	"PI 260617"	"锯齿"	"PI 260617"	"中"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0558"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"60.0"	"桔黄"
"1594"	"7/25"	"Compositae(菊科)"	"29.50"	"印度"	"I4E01337"	"20"	"59.0"	"条纹"	"WHH00659"	"5/02"	"国外"	"--"	"58.3"	"PI 260619"	"锯齿"	"PI 260619"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0559"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"45.0"	"桔黄"
"1595"	"8/04"	"Compositae(菊科)"	"25.24"	"印度"	"I4E01338"	"20"	"64.0"	"条纹"	"WHH00660"	"4/19"	"国外"	"--"	"50.0"	"PI 260620"	"锯齿"	"PI 260620"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0560"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"少"	"引种"	"92.0"	"桔黄"
"1596"	"8/04"	"Compositae(菊科)"	"27.36"	"印度"	"I4E01339"	"26"	"65.0"	"条纹"	"WHH00661"	"4/19"	"国外"	"--"	"37.5"	"PI 260623"	"锯齿"	"PI 260623"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0561"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"50.0"	"桔黄"
"1597"	"8/04"	"Compositae(菊科)"	"29.44"	"印度"	"I4E01340"	"18"	"52.0"	"条纹"	"WHH00662"	"4/19"	"国外"	"--"	"50.0"	"PI 260624"	"锯齿"	"PI 260624"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0562"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"50.0"	"桔黄"
"1598"	"8/04"	"Compositae(菊科)"	"31.50"	"印度"	"I4E01341"	"26"	"62.0"	"条纹"	"WHH00663"	"4/19"	"国外"	"--"	"50.0"	"PI 260625"	"锯齿"	"PI 260625"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0563"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"53.0"	"桔黄"
"1599"	"7/30"	"Compositae(菊科)"	"25.46"	"印度"	"I4E01838"	"20"	"55.0"	"普通"	"WHH00664"	"4/19"	"国外"	"--"	"50.0"	"PI 260626"	"锯齿"	"PI 260626"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0564"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"78.0"	"黄"
"1600"	"8/04"	"Compositae(菊科)"	"26.20"	"印度"	"I4E01342"	"31"	"56.0"	"普通"	"WHH00665"	"4/22"	"国外"	"--"	"37.5"	"PI 260627"	"锯齿"	"PI 260627"	"少"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0565"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"50.0"	"桔黄"
"1601"	"8/04"	"Compositae(菊科)"	"29.70"	"印度"	"I4E01839"	"18"	"61.0"	"普通"	"WHH00666"	"4/19"	"国外"	"--"	"60.0"	"PI 260628"	"锯齿"	"PI 260628"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0566"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"55.0"	"桔黄"
"1602"	"7/25"	"Compositae(菊科)"	"24.50"	"印度"	"--"	"25"	"56.0"	"普通"	"WHH00667"	"4/19"	"国外"	"--"	"60.0"	"PI 260629"	"锯齿"	"PI 260629"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0567"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"55.0"	"黄"
"1603"	"8/04"	"Compositae(菊科)"	"25.43"	"印度"	"I4E01343"	"29"	"59.0"	"普通"	"WHH00668"	"4/19"	"国外"	"--"	"25.5"	"PI 260630"	"锯齿"	"PI 260630"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0568"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"65.0"	"桔黄"
"1604"	"8/04"	"Compositae(菊科)"	"27.52"	"印度"	"I4E01344"	"16"	"52.0"	"普通"	"WHH00669"	"4/19"	"国外"	"--"	"40.0"	"PI 260631"	"锯齿"	"PI 260631"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0569"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"45.0"	"桔黄"
"1605"	"8/04"	"Compositae(菊科)"	"19.95"	"印度"	"I4E00404"	"21"	"66.0"	"普通"	"WHH00670"	"4/19"	"国外"	"--"	"50.0"	"PI 260632"	"锯齿"	"PI 260632"	"多"	"4/6"	"Carthamus tinctorius L.(红花)"	"BXY0570"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"70.0"	"桔黄"
"1606"	"7/25"	"Compositae(菊科)"	"27.52"	"钝度"	"I4E01840"	"21"	"52.0"	"普通"	"WHH00671"	"4/22"	"国外"	"--"	"61.5"	"PI 260633"	"锯齿"	"PI 260633"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0571"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"57.0"	"桔黄"
"1607"	"7/30"	"Compositae(菊科)"	"25.63"	"印度"	"I4E01345"	"22"	"59.0"	"普通"	"WHH00672"	"4/22"	"国外"	"--"	"58.3"	"PI 260634"	"锯齿"	"PI 260634"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0572"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"66.0"	"桔黄"
"1608"	"8/04"	"Compositae(菊科)"	"21.83"	"印度"	"I4E01346"	"19"	"61.0"	"普通"	"WHH00673"	"4/20"	"国外"	"--"	"37.5"	"PI 260635"	"锯齿"	"PI 260635"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0573"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"少"	"引种"	"93.0"	"桔黄"
"1609"	"7/30"	"Compositae(菊科)"	"31.94"	"印度"	"I4E01347"	"22"	"52.0"	"普通"	"WHH00674"	"4/19"	"国外"	"--"	"59.1"	"PI 260636"	"锯齿"	"PI 260636"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0574"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"59.0"	"桔黄"
"1610"	"7/30"	"Compositae(菊科)"	"27.40"	"印度"	"I4E01348"	"12"	"65.0"	"普通"	"WHH00675"	"4/22"	"国外"	"--"	"45.4"	"PI 260637"	"锯齿"	"PI 260637"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0575"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"53.0"	"桔黄"
"1611"	"7/30"	"Compositae(菊科)"	"32.22"	"印度"	"I4E01349"	"20"	"72.0"	"普通"	"WHH00676"	"5/02"	"国外"	"--"	"53.8"	"PI 260638"	"锯齿"	"PI 260638"	"多"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0576"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"中"	"引种"	"65.0"	"桔黄"
"1612"	"7/30"	"Compositae(菊科)"	"21.84"	"澳大利亚"	"I4E01350"	"24"	"59.0"	"普通"	"WHH00677"	"4/19"	"国外"	"--"	"40.0"	"PI 262418"	"锯齿"	"PI 262418"	"少"	"4/10"	"Carthamus tinctorius L.(红花)"	"BXY0577"	"新疆农科院经作所"	"Carthamus(红花属)"	"--"	"少"	"引种"	"92.0"	"红"
