"id"	"备注"	"枯萎病抗指"	"老荚日数"	"单荚重"	"品种名称"	"水分"	"株型"	"保存编号"	"译名"	"青荚日数"	"荚形"	"干重蛋白"	"荚壁纤维"	"种子来源"	"炭疽病抗指"	"荚厚"	"翼瓣次色"	"种子形状"	"种子皮色"	"种皮次色"	"株高"	"干重纤维"	"种子大小"	"保存单位"	"亩产"	"翼瓣色"	"种质库编号"	"统一编号"	"栽培季节"	"嫩荚色"	"鲜重蛋白"	"抗逆性"	"荚宽"	"株幅"	"品质"	"嫩荚次色"	"荚长"	"鲜重纤维"
"56"	"--"	"-0.9900"	"115"	"11.3"	"棒豆"	"90.70"	"蔓生"	"7-A-22-89"	"BANG DOU"	"76"	"棍形"	"21.36"	"--"	"贵州桐梓县"	"-1.5700"	"0.9"	"--"	"肾形"	"深褐"	"--"	"--"	"14.59"	"--"	"贵州农科院园艺所"	"--"	"紫"	"Ⅱ7A1415"	"V07A0203"	"3下-4上"	"深绿"	"1.98"	"强"	"1.2"	"--"	"好"	"--"	"19.1"	"1.36"
"57"	"--"	"-0.4700"	"136"	"5.2"	"黑早豆"	"91.76"	"蔓生"	"7-A-22-132"	"HEI ZAO DOU"	"95"	"扁条"	"24.76"	"多"	"贵州桐梓县"	"-0.3700"	"0.7"	"--"	"卵圆"	"白"	"--"	"--"	"17.99"	"--"	"贵州农科院园艺所"	"--"	"白"	"Ⅱ7A1419"	"V07A0204"	"3下-4上"	"绿"	"2.04"	"弱"	"1.1"	"--"	"差"	"--"	"11.2"	"1.48"
"58"	"--"	"-0.7300"	"83"	"7.2"	"无藤白花豆"	"92.41"	"矮生"	"7-B-22-27"	"WU TENG BAI HUA DOU"	"63"	"扁条"	"22.05"	"--"	"贵州桐梓县"	"-0.3200"	"0.5"	"--"	"卵圆"	"紫"	"红"	"45.0"	"16.46"	"大"	"贵州农科院园艺所"	"--"	"浅红"	"Ⅱ7A1468"	"V07A0205"	"--"	"浅绿"	"1.67"	"--"	"0.9"	"43.0"	"--"	"--"	"12.9"	"1.25"
"59"	"--"	"1.0200"	"113"	"5.8"	"小白豆"	"92.82"	"蔓生"	"7-A-22-131"	"XIAO BAI DOU"	"83"	"扁条"	"23.80"	"多"	"贵州桐梓县"	"-1.5900"	"--"	"--"	"--"	"白"	"--"	"--"	"20.90"	"小"	"贵州农科院园艺所"	"--"	"浅黄"	"Ⅱ7A1487"	"V07A0206"	"3上-7"	"绿"	"1.71"	"--"	"1.0"	"--"	"差"	"--"	"13.0"	"1.50"
"60"	"--"	"0.0300"	"108"	"12.5"	"青岛架豆"	"91.91"	"蔓生"	"7-A-a-22-75"	"QING DAO JIA DOU"	"83"	"棍形"	"25.09"	"--"	"贵州铜仁县"	"2.0400"	"0.9"	"--"	"肾形"	"黑"	"--"	"--"	"12.52"	"--"	"贵州农科院园艺所"	"--"	"深紫"	"Ⅱ7A0788"	"V07A0207"	"3下-4上"	"浅绿"	"2.03"	"强"	"1.2"	"--"	"好"	"--"	"19.4"	"1.02"
"61"	"--"	"0.6400"	"110"	"6.4"	"节豆(4)"	"87.16"	"蔓生"	"7-A-a-22-156"	"JIE DOU (4)"	"63"	"棍形"	"22.77"	"--"	"贵州威宁县"	"-0.8200"	"1.0"	"--"	"--"	"红"	"--"	"--"	"14.02"	"中"	"贵州农科院园艺所"	"--"	"浅黄"	"Ⅱ7A0809"	"V07A0214"	"3-7"	"浅绿"	"2.95"	"--"	"1.5"	"--"	"好"	"--"	"13.3"	"1.80"
"62"	"种皮黄底浅紫红晕"	"0.2000"	"--"	"5.3"	"朱砂豆"	"86.98"	"--"	"7-A-a-22-162"	"ZHU SHA DOU"	"--"	"扁条"	"22.57"	"--"	"贵州威宁县"	"0.4000"	"0.8"	"--"	"截形"	"紫"	"红"	"--"	"15.53"	"中"	"贵州农科院园艺所"	"--"	"浅红"	"Ⅱ7A0831"	"V07A0215"	"--"	"绿"	"2.94"	"--"	"1.1"	"--"	"--"	"--"	"9.4"	"2.02"
"63"	"--"	"2.6800"	"113"	"11.6"	"云豆"	"82.36"	"蔓生"	"7-A-a-22-101"	"YUN DOU"	"73"	"棍形"	"23.92"	"--"	"贵州威宁县"	"1.3600"	"1.1"	"--"	"肾形"	"黑"	"--"	"--"	"12.08"	"--"	"贵州农科院园艺所"	"--"	"紫"	"Ⅱ7A0795"	"V07A0216"	"3下-4上"	"绿"	"4.22"	"中"	"1.3"	"--"	"好"	"--"	"18.1"	"2.14"
"64"	"荚粒两用种"	"-0.3200"	"--"	"7.6"	"威宁红桩云豆"	"82.00"	"--"	"7-A-a-22-144"	"WEI NING HONG ZHUANG YUN DOU"	"--"	"扁条"	"20.39"	"多"	"贵州威宁县"	"0.7000"	"0.9"	"--"	"截形"	"红"	"--"	"--"	"15.21"	"中"	"贵州农科院园艺所"	"--"	"浅红"	"Ⅱ7A0826"	"V07A0217"	"--"	"深绿"	"3.67"	"强"	"1.3"	"--"	"好"	"--"	"11.9"	"2.74"
"65"	"--"	"-0.8000"	"110"	"8.0"	"红肉豆角(2)"	"90.14"	"蔓生"	"7-A-a-22-147"	"HONG ROU DOU JIAO (2)"	"71"	"棍形"	"18.90"	"--"	"贵州威宁县"	"0.6900"	"1.0"	"--"	"--"	"紫"	"--"	"--"	"16.98"	"小"	"贵州农科院园艺所"	"--"	"浅红"	"Ⅱ7A1107"	"V07A0218"	"3-7"	"深绿"	"1.87"	"--"	"1.2"	"--"	"差"	"--"	"12.3"	"1.68"
"66"	"--"	"-0.2600"	"110"	"5.2"	"朱沙豆(5)"	"89.04"	"蔓生"	"7-A-22-164"	"ZHU SHA DOU (5)"	"65"	"棍形"	"20.94"	"--"	"贵州威宁县"	"0.5200"	"--"	"黄"	"--"	"紫"	"--"	"--"	"16.20"	"中"	"贵州农科院园艺所"	"--"	"紫"	"Ⅱ7A1493"	"V07A0219"	"3上-7"	"绿"	"2.30"	"--"	"1.0"	"--"	"差"	"--"	"11.7"	"1.78"
"67"	"--"	"-0.2800"	"110"	"6.2"	"紫红花豆(1)"	"88.71"	"蔓生"	"7-A-22-172"	"ZI HONG HUA DOU (1)"	"73"	"扁条"	"24.53"	"--"	"贵州威宁县"	"0.0500"	"--"	"--"	"--"	"紫"	"--"	"--"	"15.28"	"中"	"贵州农科院园艺所"	"--"	"紫"	"Ⅱ7A1496"	"V07A0220"	"3上-7"	"绿"	"2.77"	"--"	"0.9"	"--"	"差"	"--"	"10.2"	"1.72"
"68"	"--"	"0.4700"	"113"	"6.5"	"红桩桩豆(3)"	"88.70"	"蔓生"	"7-A-22-145"	"HONG ZHUANG ZHUANG DOU (3)"	"83"	"扁条"	"22.64"	"--"	"贵州威宁县"	"0.0100"	"--"	"--"	"--"	"紫"	"--"	"--"	"19.46"	"中"	"贵州农科院园艺所"	"--"	"浅红"	"Ⅱ7A1488"	"V07A0221"	"3上-7"	"绿"	"2.56"	"--"	"1.0"	"--"	"差"	"--"	"11.9"	"2.20"
"69"	"--"	"0.8600"	"110"	"5.5"	"节豆(2)"	"89.79"	"蔓生"	"7-A-22-154"	"JIE DOU (2)"	"72"	"棍形"	"23.93"	"--"	"贵州威宁县"	"-1.2900"	"--"	"黄"	"--"	"白"	"--"	"--"	"15.22"	"中"	"贵州农科院园艺所"	"--"	"紫"	"Ⅱ7A1492"	"V07A0222"	"3上-7"	"绿"	"2.44"	"--"	"1.1"	"--"	"差"	"--"	"11.8"	"1.56"
"70"	"--"	"0.5900"	"110"	"8.9"	"遵义四季豆"	"85.11"	"蔓生"	"7-A-a-22-19"	"ZUN YI SI JI DOU"	"75"	"扁条"	"16.89"	"--"	"贵州遵义市"	"-0.5700"	"0.9"	"--"	"肾形"	"白"	"--"	"--"	"11.07"	"--"	"贵州农科院园艺所"	"--"	"浅黄"	"Ⅱ7A0755"	"V07A0260"	"3下-4上"	"浅绿"	"2.52"	"中"	"1.3"	"--"	"好"	"--"	"15.8"	"1.65"
"71"	"--"	"-0.5900"	"112"	"10.0"	"黑籽四季豆"	"90.55"	"蔓生"	"7-A-a-22-18"	"HEI ZI SI JI DOU"	"75"	"棍形"	"23.23"	"--"	"贵州遵义市"	"-0.0700"	"1.0"	"--"	"肾形"	"白"	"--"	"--"	"14.88"	"--"	"贵州农科院园艺所"	"--"	"紫"	"Ⅱ7A0754"	"V07A0261"	"3下-4上"	"深绿"	"2.20"	"中"	"1.2"	"--"	"好"	"--"	"17.9"	"1.40"
"72"	"--"	"0.5600"	"117"	"10.5"	"遵义四季豆(白子)"	"82.94"	"蔓生"	"7-A-a-22-22"	"ZUN YI SI JI DOU (BAI ZI )"	"77"	"扁条"	"27.38"	"--"	"贵州遵义市"	"-0.5700"	"0.9"	"--"	"肾形"	"黑"	"--"	"--"	"15.24"	"--"	"贵州农科院园艺所"	"--"	"白"	"Ⅱ7A0757"	"V07A0262"	"3下-4上"	"绿"	"4.67"	"中"	"1.2"	"--"	"好"	"--"	"18.3"	"2.60"
"73"	"*"	"1.2200"	"120"	"12.5"	"大白豆"	"80.30"	"蔓生"	"7-A-a-22-128"	"DA BAI DOU"	"70"	"细长条"	"28.04"	"多"	"贵州遵义市"	"1.8500"	"--"	"--"	"肾形"	"白"	"--"	"350.0"	"15.16"	"大"	"贵州农科院园艺所"	"--"	"白"	"Ⅱ7A0805"	"V07A0263"	"3上-8中春秋"	"浅绿"	"5.53"	"--"	"1.8"	"--"	"好"	"--"	"18.0"	"1.47"
"74"	"--"	"0.1200"	"--"	"15.0"	"遵义棒豆"	"86.05"	"--"	"7-A-a-22-109"	"ZUN YI BANG DOU"	"--"	"棍形"	"18.85"	"--"	"贵州遵义市"	"1.3500"	"1.1"	"--"	"卵圆"	"黑"	"--"	"--"	"12.02"	"中"	"贵州农科院园艺所"	"--"	"紫"	"Ⅱ7A0820"	"V07A0264"	"--"	"绿"	"2.63"	"--"	"1.3"	"--"	"好"	"--"	"18.3"	"1.68"
"75"	"--"	"-0.0712"	"--"	"16.0"	"冀芸1号"	"91.51"	"蔓生"	"芸104号"	"JI YUN 1 HAO"	"65"	"棍形"	"21.84"	"少"	"河北"	"4.0000"	"0.9"	"--"	"肾形"	"白"	"--"	"250.0"	"11.20"	"中"	"河北农科院蔬菜所"	"1000"	"白"	"Ⅱ7A0368"	"V07A0277"	"4中-7下,7中-10中"	"绿"	"1.85"	"--"	"1.2"	"--"	"好"	"--"	"17.0"	"0.95"
"76"	"--"	"0.7511"	"--"	"14.7"	"深粒胖豆角"	"91.57"	"蔓生"	"芸91号"	"SHEN LI PANG DOU JIAO"	"70"	"扁条"	"20.39"	"多"	"河北南皮县"	"0.7244"	"1.3"	"--"	"肾形"	"褐"	"--"	"250.0"	"12.87"	"中"	"河北农科院蔬菜所"	"775"	"白"	"Ⅱ7A1910"	"V07A0376"	"4中-7下"	"浅绿"	"1.72"	"--"	"1.5"	"--"	"好"	"--"	"17.0"	"1.08"
"77"	"--"	"0.3455"	"--"	"8.5"	"粉粒五月鲜"	"85.55"	"蔓生"	"芸254号"	"FEN LI WU YUE XIAN"	"85"	"棍形"	"23.04"	"中"	"河北平泉县"	"-0.0750"	"1.0"	"--"	"肾形"	"粉红"	"--"	"260.0"	"11.74"	"中"	"河北农科院蔬菜所"	"650"	"紫"	"Ⅱ7A1954"	"V07A0377"	"5上-8下"	"紫"	"3.33"	"--"	"1.2"	"--"	"好"	"--"	"14.7"	"1.70"
"78"	"--"	"0.9923"	"--"	"8.8"	"紫斑老来少"	"87.21"	"蔓生"	"芸308号"	"ZI BAN LAO LAI SHAO"	"63"	"棍形"	"26.97"	"多"	"河北平泉县"	"-0.3657"	"1.1"	"--"	"肾形"	"粉红"	"--"	"230.0"	"14.39"	"中"	"河北农科院蔬菜所"	"575"	"紫"	"Ⅱ7A1989"	"V07A0378"	"5中-9上"	"绿"	"3.45"	"--"	"1.2"	"--"	"好"	"紫"	"15.5"	"1.84"
"79"	"--"	"--"	"--"	"6.4"	"蔓生五月鲜"	"--"	"蔓生"	"芸300号"	"MAN SHENG WU YUE XIAN"	"60"	"扁条"	"--"	"中"	"河北平泉县"	"--"	"0.9"	"--"	"肾形"	"褐"	"--"	"210.0"	"--"	"中"	"河北农科院蔬菜所"	"825"	"紫"	"Ⅱ7A1981"	"V07A0379"	"5中-8下"	"绿"	"--"	"--"	"1.4"	"--"	"好"	"--"	"13.5"	"--"
"80"	"--"	"0.9432"	"--"	"13.4"	"乌苏豆角"	"88.54"	"蔓生"	"芸29号"	"WU SU DOU JIAO"	"65"	"扁条"	"23.94"	"少"	"河北平泉县"	"1.0537"	"0.9"	"--"	"肾形"	"粉红"	"黑"	"220.0"	"12.56"	"中"	"河北农科院蔬菜所"	"700"	"紫"	"Ⅱ7A1896"	"V07A0380"	"5中-9下"	"浅绿"	"2.74"	"--"	"1.4"	"--"	"好"	"--"	"20.5"	"1.44"
"81"	"--"	"0.1354"	"--"	"8.5"	"半架白"	"90.02"	"蔓生"	"芸152号"	"BAN JIA BAI"	"80"	"扁条"	"28.69"	"少"	"河北平泉县"	"-0.7100"	"0.8"	"--"	"肾形"	"粉红"	"--"	"220.0"	"13.54"	"中"	"河北农科院蔬菜所"	"915"	"浅紫"	"Ⅱ7A1007"	"V07A0392"	"5中-8中"	"深绿"	"2.86"	"耐旱"	"1.5"	"--"	"好"	"--"	"14.7"	"1.35"
"82"	"--"	"0.2461"	"--"	"5.0"	"开锅烂"	"90.06"	"蔓生"	"芸114号"	"KAI GUO LAN"	"80"	"扁条"	"30.33"	"少"	"河北平泉县"	"3.4800"	"0.8"	"--"	"肾形"	"米色"	"--"	"230.0"	"16.26"	"中"	"河北农科院蔬菜所"	"875"	"白"	"Ⅱ7A0989"	"V07A0393"	"5中-9中"	"绿"	"3.01"	"耐旱"	"1.2"	"--"	"好"	"--"	"13.0"	"1.62"
"83"	"*"	"0.4693"	"--"	"8.0"	"上架莲豆"	"89.69"	"蔓生"	"芸10号"	"SHANG JIA LIAN DOU"	"70"	"棍形"	"21.94"	"多"	"河北平山县"	"0.4500"	"1.1"	"--"	"肾形"	"浅褐"	"--"	"--"	"14.72"	"中"	"河北农科院蔬菜所"	"1000"	"白"	"Ⅱ7A0985"	"V07A0394"	"4-7春夏"	"绿"	"2.26"	"弱"	"1.1"	"--"	"差"	"--"	"14.0"	"1.52"
"84"	"*"	"-0.6431"	"--"	"5.0"	"白莲豆"	"89.31"	"蔓生"	"芸4号"	"BAI LIAN DOU"	"78"	"棍形"	"30.37"	"多"	"河北平山县"	"1.2200"	"0.9"	"--"	"圆"	"白"	"--"	"--"	"13.50"	"中"	"河北农科院蔬菜所"	"1500"	"白"	"Ⅱ7A0984"	"V07A0395"	"4-7春夏"	"绿"	"3.96"	"中"	"1.0"	"--"	"差"	"--"	"5.2"	"1.44"
"85"	"*"	"-1.4530"	"--"	"9.0"	"四月香"	"88.31"	"蔓生"	"芸11号"	"SI YUE XIANG"	"78"	"扁条"	"29.89"	"多"	"河北平山县"	"0.5200"	"0.9"	"--"	"肾形"	"棕"	"--"	"--"	"13.20"	"中"	"河北农科院蔬菜所"	"1000"	"红"	"Ⅱ7A0986"	"V07A0396"	"4-7春夏"	"浅绿"	"3.49"	"中"	"1.2"	"--"	"好"	"--"	"13.0"	"1.54"
"86"	"--"	"0.7167"	"--"	"8.0"	"矮生芸豆"	"89.03"	"蔓生"	"芸247号"	"AI SHENG YUN DOU"	"65"	"棍形"	"24.38"	"少"	"河北引自国外"	"-0.3439"	"0.9"	"--"	"卵圆"	"褐"	"--"	"250.0"	"12.95"	"中"	"河北农科院蔬菜所"	"750"	"白"	"Ⅱ7A1640"	"V07A0458"	"4中-7中"	"绿"	"2.67"	"中"	"1.0"	"--"	"好"	"--"	"13.0"	"1.42"
"87"	"--"	"0.4338"	"--"	"9.5"	"五月绿(上架莲豆)"	"91.99"	"矮生"	"芸103号"	"WU YUE LU (SHANG JIA LIAN DOU )"	"--"	"棍形"	"20.13"	"较少"	"河北引自日本"	"2.9300"	"1.1"	"--"	"肾形"	"白"	"--"	"37.5"	"12.28"	"小"	"河北农科院蔬菜所"	"900"	"白"	"Ⅱ7A0367"	"V07A0459"	"4中-7中"	"深绿"	"1.61"	"--"	"1.1"	"--"	"好"	"--"	"14.0"	"0.98"
"88"	"*引进品种"	"-0.0300"	"--"	"12.5"	"623菜豆"	"82.10"	"蔓生"	"7A0037"	"623 CAI DOU"	"90"	"细长条"	"23.01"	"--"	"河南郑州市"	"0.6400"	"1.1"	"--"	"--"	"--"	"--"	"--"	"11.63"	"--"	"河南农科院园艺所"	"--"	"白"	"Ⅱ7A0488"	"V07A0496"	"春夏"	"绿"	"4.12"	"--"	"--"	"--"	"--"	"--"	"--"	"2.08"
"89"	"--"	"-0.3500"	"--"	"9.0"	"中牟四季梅"	"86.03"	"蔓生"	"7A0044"	"ZHONG MOU SI JI MEI"	"100"	"细长条"	"17.97"	"--"	"河南中牟县"	"-0.4400"	"1.1"	"--"	"--"	"--"	"--"	"--"	"7.13"	"--"	"河南农科院园艺所"	"--"	"浅紫"	"Ⅱ7A1246"	"V07A0497"	"4上-7中"	"绿"	"2.51"	"中"	"1.2"	"--"	"--"	"--"	"13.0"	"1.00"
"90"	"*"	"0.6500"	"--"	"5.7"	"荥阳爬豆"	"86.82"	"蔓生"	"7A0033"	"XING YANG PA DOU"	"90"	"扁条"	"15.43"	"--"	"河南荥阳县"	"0.1300"	"0.9"	"--"	"--"	"--"	"--"	"--"	"11.20"	"--"	"河南农科院园艺所"	"--"	"白"	"Ⅱ7A1145"	"V07A0498"	"春夏"	"绿"	"2.03"	"耐热性中"	"--"	"--"	"--"	"--"	"--"	"1.48"
"91"	"*引进品种"	"--"	"--"	"12.5"	"渑池双季豆"	"--"	"蔓生"	"7A0008"	"MIAN CHI SHUANG JI DOU"	"100"	"扁条"	"--"	"--"	"河南渑池县"	"--"	"1.1"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"河南农科院园艺所"	"--"	"白"	"Ⅱ7A1118"	"V07A0499"	"春夏"	"绿"	"--"	"耐热性中"	"--"	"--"	"--"	"--"	"--"	"--"
"92"	"*引进品种"	"0.1300"	"--"	"12.5"	"渑池白莲豆"	"81.57"	"蔓生"	"7A0007"	"MIAN CHI BAI LIAN DOU"	"90"	"扁条"	"20.60"	"--"	"河南渑池县"	"-1.8600"	"1.0"	"--"	"--"	"--"	"--"	"--"	"11.01"	"--"	"河南农科院园艺所"	"--"	"浅紫"	"Ⅱ7A0490"	"V07A0500"	"春夏"	"绿"	"3.80"	"耐热性中"	"--"	"--"	"--"	"--"	"--"	"2.03"
"93"	"--"	"0.0000"	"80"	"11.2"	"原11"	"89.70"	"蔓生"	"21-402"	"YUAN 11"	"64"	"棍形"	"18.97"	"中"	"黑龙江"	"2.9119"	"1.2"	"--"	"肾形"	"白"	"--"	"300.0"	"13.55"	"小"	"黑龙江省园艺所"	"625"	"白"	"Ⅱ7A1537"	"V07A0502"	"5中-9中"	"绿"	"1.95"	"中"	"1.4"	"--"	"好"	"--"	"15.5"	"1.40"
"94"	"--"	"0.3542"	"75"	"14.1"	"84-3"	"91.35"	"蔓生"	"21-451"	"84-3"	"58"	"棍形"	"21.98"	"--"	"黑龙江哈尔滨市"	"1.5156"	"1.2"	"--"	"肾形"	"褐"	"--"	"--"	"12.27"	"中"	"黑龙江省园艺所"	"500"	"白"	"Ⅱ7A1055"	"V07A0527"	"5中-9下"	"绿"	"1.90"	"中"	"1.3"	"--"	"好"	"--"	"20.5"	"0.97"
"95"	"--"	"0.8473"	"80"	"18.6"	"一尺青"	"90.86"	"蔓生"	"21-454"	"YI CHI QING"	"64"	"棍形"	"22.50"	"中"	"黑龙江哈尔滨市"	"3.4876"	"1.4"	"--"	"肾形"	"褐"	"--"	"300.0"	"12.98"	"--"	"黑龙江省园艺所"	"1000"	"白"	"Ⅱ7A1036"	"V07A0528"	"5中-9下"	"绿"	"2.57"	"强"	"1.4"	"--"	"好"	"--"	"19.1"	"1.19"
"96"	"--"	"1.5068"	"70"	"4.8"	"黄金钩"	"89.82"	"矮生"	"21-453"	"HUANG JIN GOU"	"50"	"棍形"	"21.63"	"中"	"黑龙江哈尔滨市"	"1.8073"	"1.1"	"--"	"肾形"	"黑"	"--"	"80.0"	"13.43"	"--"	"黑龙江省园艺所"	"500"	"紫"	"Ⅱ7A1038"	"V07A0529"	"5中-7中"	"绿"	"2.20"	"强"	"1.2"	"--"	"好"	"--"	"12.1"	"1.37"
"97"	"--"	"0.9801"	"85"	"15.1"	"玻璃翠"	"91.71"	"蔓生"	"21-455"	"BO LI CUI"	"70"	"棍形"	"23.00"	"少"	"黑龙江哈尔滨市"	"0.2076"	"1.3"	"--"	"肾形"	"兰"	"--"	"300.0"	"15.55"	"--"	"黑龙江省园艺所"	"750"	"紫"	"Ⅱ7A1037"	"V07A0530"	"5中-9下"	"绿"	"1.91"	"强"	"1.4"	"--"	"极好"	"--"	"16.9"	"1.29"
"98"	"*"	"0.2471"	"75"	"14.4"	"双季豆"	"90.91"	"蔓生"	"21-26"	"SHUANG JI DOU"	"58"	"棍形"	"22.69"	"少"	"黑龙江哈尔滨市"	"2.4063"	"1.5"	"--"	"肾形"	"褐"	"--"	"300.0"	"12.88"	"中"	"黑龙江省园艺所"	"1500"	"白"	"Ⅱ7A1054"	"V07A0531"	"5中-9末夏秋"	"深绿"	"2.06"	"中"	"1.5"	"--"	"好"	"--"	"22.5"	"1.17"
"99"	"--"	"-0.1339"	"80"	"7.5"	"豆角"	"88.13"	"蔓生"	"21-371"	"DOU JIAO"	"68"	"剑形"	"26.75"	"中"	"黑龙江林甸县"	"1.1519"	"0.8"	"--"	"卵圆"	"红"	"--"	"300.0"	"13.10"	"中"	"黑龙江省园艺所"	"500"	"白"	"Ⅱ7A2065"	"V07A0564"	"5中-9下"	"绿"	"3.18"	"强"	"1.2"	"--"	"好"	"--"	"11.1"	"1.56"
"100"	"--"	"-1.0185"	"80"	"12.1"	"黑籽豆角"	"89.14"	"蔓生"	"21-486"	"HEI ZI DOU JIAO"	"68"	"剑形"	"23.22"	"中"	"黑龙江林甸县"	"3.4667"	"0.8"	"--"	"卵圆"	"兰"	"--"	"300.0"	"12.97"	"中"	"黑龙江省园艺所"	"625"	"紫"	"Ⅱ7A2073"	"V07A0565"	"5中-9下"	"绿"	"2.52"	"强"	"1.2"	"--"	"好"	"--"	"14.2"	"1.41"
"101"	"--"	"0.4393"	"80"	"16.8"	"一挂鞭黄豆角"	"92.69"	"蔓生"	"21-304"	"YI GUA BIAN HUANG DOU JIAO"	"64"	"剑形"	"22.34"	"中"	"黑龙江林甸县"	"-1.5940"	"1.2"	"--"	"肾形"	"深褐"	"--"	"300.0"	"12.60"	"中"	"黑龙江省园艺所"	"625"	"白"	"Ⅱ7A2079"	"V07A0566"	"5中-9中"	"绿"	"1.63"	"中"	"1.5"	"--"	"好"	"--"	"19.5"	"0.92"
"102"	"--"	"-0.1472"	"80"	"18.7"	"马肠子"	"86.24"	"蔓生"	"21-336"	"MA CHANG ZI"	"68"	"棍形"	"26.08"	"中"	"黑龙江林甸县"	"-0.2776"	"1.4"	"--"	"肾形"	"深黄"	"--"	"300.0"	"13.08"	"大"	"黑龙江省园艺所"	"625"	"白"	"Ⅱ7A2058"	"V07A0567"	"5中-9下"	"绿"	"3.59"	"强"	"1.5"	"--"	"好"	"--"	"23.5"	"1.80"
"103"	"--"	"-0.0713"	"75"	"10.7"	"早蔓豆角"	"87.45"	"蔓生"	"21-487"	"ZAO MAN DOU JIAO"	"60"	"剑形"	"21.90"	"中"	"黑龙江林甸县"	"-0.3225"	"0.8"	"--"	"卵圆"	"黄"	"--"	"300.0"	"13.21"	"中"	"黑龙江省园艺所"	"500"	"--"	"Ⅱ7A2074"	"V07A0568"	"5中-9下"	"绿"	"2.75"	"强"	"1.2"	"--"	"好"	"--"	"12.1"	"1.66"
"104"	"--"	"1.0491"	"70"	"6.1"	"嫩荚菜豆"	"91.79"	"矮生"	"21-386"	"NEN JIA CAI DOU"	"53"	"棍形"	"21.07"	"中"	"黑龙江引北京"	"-3.5837"	"1.0"	"--"	"肾形"	"黄"	"--"	"55.0"	"16.19"	"中"	"黑龙江省园艺所"	"500"	"白"	"Ⅱ7A1410"	"V07A0649"	"5中-3下"	"绿"	"1.73"	"--"	"1.3"	"--"	"好"	"--"	"9.0"	"1.33"
"105"	"*引自波兰"	"-0.5701"	"70"	"15.6"	"波兰二号"	"87.77"	"蔓生"	"21-127"	"BO LAN ER HAO"	"57"	"扁条"	"22.04"	"少"	"黑龙江引波兰"	"2.5295"	"1.4"	"--"	"肾形"	"褐"	"--"	"300.0"	"14.55"	"中"	"黑龙江省园艺所"	"1600"	"白"	"Ⅱ7A1505"	"V07A0650"	"5中-9末夏秋"	"浅黄"	"2.70"	"强"	"1.8"	"--"	"好"	"--"	"19.4"	"1.77"
"106"	"--"	"0.0021"	"85"	"7.5"	"架豆"	"89.07"	"半蔓生"	"21-481"	"JIA DOU"	"70"	"剑形"	"25.70"	"中"	"黑龙江引哥伦比亚"	"0.5212"	"0.9"	"--"	"肾形"	"红"	"--"	"300.0"	"19.56"	"小"	"黑龙江省园艺所"	"500"	"白"	"Ⅱ7A2063"	"V07A0651"	"5中-9下"	"绿"	"2.81"	"强"	"1.1"	"--"	"好"	"--"	"12.5"	"2.14"
"107"	"--"	"-0.0624"	"85"	"7.0"	"架豆"	"82.44"	"半蔓生"	"21-482"	"JIA DOU"	"70"	"剑形"	"23.87"	"中"	"黑龙江引哥伦比亚"	"-0.4648"	"0.8"	"--"	"肾形"	"紫"	"--"	"300.0"	"18.88"	"小"	"黑龙江省园艺所"	"500"	"紫"	"Ⅱ7A2064"	"V07A0652"	"5中-9下"	"绿"	"4.19"	"强"	"1.1"	"--"	"好"	"--"	"12.4"	"3.32"
"108"	"*引自吉林省"	"0.0550"	"70"	"5.5"	"矮生家雀蛋"	"84.07"	"矮生"	"22-7"	"AI SHENG JIA QUE DAN"	"53"	"扁条"	"20.31"	"中"	"黑龙江引吉林"	"3.5474"	"1.2"	"--"	"圆"	"灰"	"红"	"65.0"	"12.02"	"小"	"黑龙江省园艺所"	"1000"	"浅红"	"Ⅱ7A1021"	"V07A0653"	"5中-7末夏"	"浅绿"	"3.24"	"强"	"1.6"	"30.0"	"好"	"--"	"9.2"	"1.91"
"109"	"--"	"2.6621"	"80"	"12.4"	"大花二号"	"89.74"	"蔓生"	"21-114"	"DA HUA ER HAO"	"68"	"扁条"	"24.19"	"少"	"黑龙江园艺所"	"5.3581"	"1.4"	"--"	"卵圆"	"白"	"红"	"300.0"	"12.34"	"中"	"黑龙江省园艺所"	"500"	"浅红"	"Ⅱ7A0973"	"V07A0659"	"5中-9下"	"绿"	"2.48"	"强"	"1.9"	"--"	"极好"	"--"	"15.2"	"1.27"
"110"	"--"	"0.8387"	"80"	"12.1"	"大花一号"	"89.04"	"蔓生"	"21-113"	"DA HUA YI HAO"	"68"	"扁条"	"24.44"	"少"	"黑龙江园艺所"	"2.7184"	"1.5"	"--"	"卵圆"	"白"	"红"	"300.0"	"14.41"	"中"	"黑龙江省园艺所"	"500"	"浅红"	"Ⅱ7A0972"	"V07A0664"	"5中-9下"	"绿"	"2.68"	"强"	"1.9"	"--"	"极好"	"--"	"14.1"	"1.58"
"111"	"--"	"0.3592"	"70"	"7.5"	"原61"	"90.08"	"矮生"	"21-429"	"YUAN 61"	"53"	"棍形"	"24.26"	"中"	"黑龙江园艺所"	"-0.3731"	"1.0"	"--"	"肾形"	"褐"	"--"	"50.0"	"15.86"	"中"	"黑龙江省园艺所"	"500"	"白"	"Ⅱ7A1529"	"V07A0672"	"5中-7下"	"绿"	"2.41"	"--"	"1.5"	"--"	"好"	"--"	"13.1"	"1.57"
