"id"	"抗虫性"	"裂荚性"	"科名"	"种子来源地"	"品种名称"	"粗蛋白"	"鲜草产量"	"脐色"	"五氧化二磷"	"耐湿性"	"子叶出土"	"播种地点"	"初花期"	"茎形"	"茎生长习性"	"烘干率"	"单株分枝数"	"花序类型"	"成熟荚色"	"耐荫性"	"茎的性质"	"栽培类别"	"初生叶形"	"译名"	"叶缘"	"幼茎色"	"单株荚数"	"落荚性"	"播种期"	"属名"	"统一编号"	"耐瘠性"	"出苗期"	"学名"	"粒形"	"耐盐性"	"耐酸性"	"落叶性"	"茎色"	"种皮色"	"花色"	"成熟期"	"再生性"	"结荚习性"	"库编号"	"耐碱性"	"结荚高度"	"叶尖"	"省"	"氧化钾"	"荚形"	"盛花期"	"复叶类形"	"叶序"	"单株粒数"	"叶形"	"氮"	"生育天数"	"株高"	"备注"	"抗寒性"	"抗病性"	"荚长"	"千粒重"	"保存单位"	"繁殖系数"	"抗旱性"	"生活周期"	"叶基"	"子叶颜色"	"种子产量"
"1"	"强"	"易裂"	"Leguminosae(豆科)"	"广东省连县吉田"	"吉田紫云英"	"--"	"4811"	"褐"	"0.62"	"强"	"出土"	"长沙"	"4.10"	"圆柱"	"半匍匐"	"8.80"	"2.3"	"伞状"	"黑"	"弱"	"草本"	"冬"	"倒卵"	"--"	"全缘"	"淡绿"	"143.8"	"不落"	"10.07"	"Astragalus(黄芪属)"	"00000001"	"中"	"10.12"	"Astragalus sinicus L.(紫云英)"	"扁肾"	"弱"	"中"	"半落"	"淡绿"	"黄绿"	"紫红"	"5.24"	"中"	"无限"	"I7A00001"	"弱"	"70.0"	"稍凹"	"广东"	"3.75"	"三角矩形稍弯"	"4.12"	"奇数羽状复"	"互生"	"1006.6"	"倒卵形"	"3.18"	"224"	"127.3"	"--"	"弱"	"中"	"--"	"3.20"	"浙江省土肥所59"	"10.7-61.1"	"弱"	"越年生"	"楔形"	"绿"	"35.0"
"2"	"中"	"易裂"	"Leguminosae(豆科)"	"福建省光泽县"	"光泽紫云英"	"10.44"	"3600"	"褐"	"0.83"	"强"	"出土"	"长沙"	"3.19"	"圆柱"	"半匍匐"	"9.10"	"2.6"	"伞状"	"黑"	"弱"	"草本"	"冬"	"倒卵"	"--"	"全缘"	"淡绿"	"140.4"	"不落"	"10.07"	"Astragalus(黄芪属)"	"00000002"	"中"	"10.12"	"Astragalus sinicus L.(紫云英)"	"扁肾"	"弱"	"中"	"半落"	"淡绿"	"黄绿夹褐"	"紫红"	"5.17"	"中"	"无限"	"I7A00002"	"弱"	"55.7"	"稍凹"	"福建"	"3.56"	"三角矩形稍弯"	"3.31"	"奇数羽状复"	"互生"	"1122.5"	"倒卵形"	"3.06"	"217"	"122.5"	"--"	"弱"	"中"	"--"	"3.40"	"湖南、浙江土肥所56"	"10.7-41.3"	"弱"	"越年生"	"楔形"	"绿"	"50.0"
"3"	"中"	"易裂"	"Leguminosae(豆科)"	"广东农科院"	"连选2号紫云英"	"--"	"2378"	"褐"	"0.93"	"强"	"出土"	"长沙"	"3.14"	"圆柱"	"半匍匐"	"7.70"	"1.8"	"伞状"	"黑"	"弱"	"草本"	"冬"	"倒卵"	"--"	"全缘"	"淡绿"	"59.9"	"不落"	"10.07"	"Astragalus(黄芪属)"	"00000003"	"中"	"10.12"	"Astragalus sinicus L.(紫云英)"	"扁肾"	"弱"	"中"	"半落"	"淡绿"	"褐黄"	"紫红"	"5.16"	"中"	"无限"	"I7A00003"	"弱"	"63.0"	"稍凹"	"广东"	"3.90"	"三角矩形稍弯"	"3.23"	"奇数羽状复"	"互生"	"413.2"	"倒卵形"	"3.65"	"216"	"118.9"	"--"	"弱"	"中"	"--"	"3.50"	"湖南、浙江土肥所58"	"19.1-60.0"	"弱"	"越年生"	"楔形"	"绿"	"57.0"
"4"	"中"	"易裂"	"Leguminosae(豆科)"	"广东省花县"	"马溪紫云英"	"--"	"2467"	"褐"	"0.97"	"强"	"出土"	"长沙"	"3.14"	"圆柱"	"半匍匐"	"7.90"	"1.8"	"伞状"	"黑"	"弱"	"草本"	"冬"	"倒卵"	"--"	"全缘"	"淡绿"	"89.9"	"不落"	"10.07"	"Astragalus(黄芪属)"	"00000004"	"中"	"10.12"	"Astragalus sinicus L.(紫云英)"	"扁肾"	"弱"	"中"	"半落"	"淡绿"	"黄褐"	"紫红"	"5.16"	"中"	"无限"	"I7A00004"	"弱"	"48.4"	"稍凹"	"广东"	"4.33"	"三角矩形稍弯"	"3.23"	"奇数羽状复"	"互生"	"584.4"	"倒卵形"	"3.60"	"216"	"104.7"	"--"	"弱"	"中"	"--"	"3.20"	"湖南、浙江土肥所60"	"8.1-60.0"	"弱"	"越年生"	"楔形"	"绿"	"51.0"
"5"	"中"	"易裂"	"Leguminosae(豆科)"	"广东农科院"	"广绿紫云英"	"11.52"	"2585"	"褐"	"0.81"	"强"	"出土"	"长沙"	"3.21"	"圆柱"	"半匍匐"	"8.60"	"2.4"	"伞状"	"黑"	"弱"	"草本"	"冬"	"倒卵"	"--"	"全缘"	"淡绿"	"142.7"	"不落"	"10.07"	"Astragalus(黄芪属)"	"00000005"	"中"	"10.12"	"Astragalus sinicus L.(紫云英)"	"扁肾"	"弱"	"中"	"半落"	"淡绿"	"黄绿夹褐"	"紫红"	"5.21"	"中"	"无限"	"I7A00005"	"弱"	"49.5"	"稍凹"	"广东"	"4.58"	"三角矩形稍弯"	"4.20"	"奇数羽状复"	"互生"	"1227.3"	"倒卵形"	"3.79"	"221"	"121.4"	"--"	"弱"	"中"	"--"	"3.40"	"湖南、浙江土肥所57"	"11.0-77.8"	"弱"	"越年生"	"楔形"	"绿"	"95.0"
"6"	"中"	"易裂"	"Leguminosae(豆科)"	"湖南省醴陵县"	"醴陵紫云英"	"--"	"4584"	"褐"	"0.78"	"强"	"出土"	"长沙"	"3.28"	"圆柱"	"半匍匐"	"9.00"	"2.4"	"伞状"	"黑"	"弱"	"草本"	"冬"	"倒卵"	"--"	"全缘"	"淡绿"	"118.6"	"不落"	"10.07"	"Astragalus(黄芪属)"	"00000006"	"中"	"10.12"	"Astragalus sinicus L.(紫云英)"	"扁肾"	"弱"	"中"	"半落"	"淡绿"	"黄绿夹褐"	"紫红"	"5.20"	"中"	"无限"	"I7A00006"	"弱"	"58.1"	"稍凹"	"湖南"	"2.74"	"三角矩形稍弯"	"4.07"	"奇数羽状复"	"互生"	"865.5"	"倒卵形"	"3.34"	"220"	"118.3"	"--"	"中"	"中"	"--"	"3.00"	"湖南、浙江土肥所46"	"10.3-54.0"	"弱"	"越年生"	"楔形"	"绿"	"71.0"
"7"	"中"	"易裂"	"Leguminosae(豆科)"	"湖南省岳阳县"	"岳阳紫云英"	"--"	"4434"	"褐"	"0.80"	"强"	"出土"	"长沙"	"3.28"	"圆柱"	"半匍匐"	"8.50"	"2.1"	"伞状"	"黑"	"弱"	"草本"	"冬"	"倒卵"	"--"	"全缘"	"淡绿"	"138.7"	"不落"	"10.07"	"Astragalus(黄芪属)"	"00000007"	"中"	"10.12"	"Astragalus sinicus L.(紫云英)"	"扁肾"	"弱"	"中"	"半落"	"淡绿"	"黄绿夹褐"	"紫红"	"5.21"	"中"	"无限"	"I7A00007"	"弱"	"62.0"	"稍凹"	"湖南"	"3.51"	"三角矩形稍弯"	"4.06"	"奇数羽状复"	"互生"	"1040.9"	"倒卵形"	"3.24"	"221"	"128.0"	"--"	"中"	"弱"	"--"	"3.30"	"湖南、浙江土肥所47"	"7.1-64.5"	"弱"	"越年生"	"楔形"	"绿"	"70.0"
"8"	"中"	"易裂"	"Leguminosae(豆科)"	"湖北省大悟县"	"大悟紫云英"	"10.72"	"3000"	"褐"	"0.83"	"强"	"出土"	"长沙"	"3.25"	"圆柱"	"半匍匐"	"8.40"	"2.1"	"伞状"	"黑"	"弱"	"草本"	"冬"	"倒卵"	"--"	"全缘"	"淡绿"	"117.4"	"不落"	"10.07"	"Astragalus(黄芪属)"	"00000008"	"中"	"10.12"	"Astragalus sinicus L.(紫云英)"	"扁肾"	"弱"	"中"	"半落"	"淡绿"	"黄绿夹褐"	"紫红"	"5.19"	"中"	"无限"	"I7A00008"	"弱"	"60.9"	"稍凹"	"湖北"	"3.61"	"三角矩形稍弯"	"4.04"	"奇数羽状复"	"互生"	"1115.3"	"倒卵形"	"3.42"	"219"	"116.5"	"--"	"强"	"中"	"--"	"3.50"	"湖南、浙江土肥所48"	"8.3-90.0"	"弱"	"越年生"	"楔形"	"绿"	"96.0"
"9"	"中"	"易裂"	"Leguminosae(豆科)"	"河南省信阳地区"	"信阳紫云英"	"9.95"	"3867"	"褐"	"0.82"	"强"	"出土"	"长沙"	"3.26"	"圆柱"	"半匍匐"	"8.30"	"2.7"	"伞状"	"黑"	"弱"	"草本"	"冬"	"倒卵"	"--"	"全缘"	"淡绿"	"184.3"	"不落"	"10.07"	"Astragalus(黄芪属)"	"00000009"	"中"	"10.12"	"Astragalus sinicus L.(紫云英)"	"扁肾"	"弱"	"中"	"半落"	"淡绿"	"黄褐"	"紫红"	"5.21"	"中"	"无限"	"I7A00009"	"弱"	"51.0"	"稍凹"	"河南"	"3.38"	"三角矩形稍弯"	"4.05"	"奇数羽状复"	"互生"	"1419.1"	"倒卵形"	"3.25"	"221"	"115.4"	"--"	"强"	"中"	"--"	"3.50"	"湖南、浙江土肥所49"	"6.5-62.7"	"弱"	"越年生"	"楔形"	"绿"	"76.0"
"10"	"中"	"易裂"	"Leguminosae(豆科)"	"湖北省咸宁县"	"咸宁紫云英"	"10.11"	"3056"	"褐"	"0.81"	"强"	"出土"	"长沙"	"3.26"	"圆柱"	"半匍匐"	"8.70"	"2.4"	"伞状"	"黑"	"弱"	"草本"	"冬"	"倒卵"	"--"	"全缘"	"淡绿"	"110.2"	"不落"	"10.07"	"Astragalus(黄芪属)"	"00000010"	"中"	"10.12"	"Astragalus sinicus L.(紫云英)"	"扁肾"	"弱"	"中"	"半落"	"淡绿"	"黄绿夹褐"	"紫红"	"5.21"	"中"	"无限"	"I7A00010"	"弱"	"64.9"	"稍凹"	"湖北"	"3.58"	"三角矩形稍弯"	"4.05"	"奇数羽状复"	"互生"	"859.9"	"倒卵形"	"3.28"	"221"	"118.7"	"--"	"强"	"中"	"--"	"3.30"	"湖南、浙江土肥所50"	"7.0-76.7"	"弱"	"越年生"	"楔形"	"绿"	"75.0"
"11"	"中"	"易裂"	"Leguminosae(豆科)"	"四川省乐山地区"	"乐紫75-8-2紫云英"	"--"	"4000"	"褐"	"0.82"	"强"	"出土"	"长沙"	"3.23"	"圆柱"	"半匍匐"	"7.80"	"2.2"	"伞状"	"黑"	"弱"	"草本"	"冬"	"倒卵"	"--"	"全缘"	"淡绿"	"124.4"	"不落"	"10.07"	"Astragalus(黄芪属)"	"00000011"	"中"	"10.12"	"Astragalus sinicus L.(紫云英)"	"扁肾"	"弱"	"中"	"半落"	"淡绿"	"黄绿夹褐"	"紫红"	"5.18"	"中"	"无限"	"I7A00011"	"弱"	"58.0"	"稍凹"	"四川"	"4.92"	"三角矩形稍弯"	"4.04"	"奇数羽状复"	"互生"	"970.6"	"倒卵形"	"3.57"	"218"	"116.5"	"--"	"中"	"中"	"--"	"3.40"	"湖南、浙江土肥所52"	"11.7-75.6"	"弱"	"越年生"	"楔形"	"绿"	"91.0"
"12"	"中"	"易裂"	"Leguminosae(豆科)"	"四川乐山地区农科所"	"乐紫75-2-2紫云英"	"--"	"3100"	"褐"	"0.67"	"强"	"出土"	"长沙"	"3.22"	"圆柱"	"半匍匐"	"8.50"	"2.4"	"伞状"	"黑"	"弱"	"草本"	"冬"	"倒卵"	"--"	"全缘"	"淡绿"	"179.2"	"不落"	"10.07"	"Astragalus(黄芪属)"	"00000012"	"中"	"10.12"	"Astragalus sinicus L.(紫云英)"	"扁肾"	"弱"	"中"	"半落"	"淡绿"	"--"	"紫红"	"5.19"	"中"	"无限"	"I7A00012"	"弱"	"59.2"	"稍凹"	"四川"	"4.34"	"三角矩形稍弯"	"4.03"	"奇数羽状复"	"互生"	"1487.4"	"倒卵形"	"3.30"	"219"	"113.5"	"--"	"中"	"中"	"--"	"3.30"	"湖南、浙江土肥所53"	"18.7-85.6"	"弱"	"越年生"	"楔形"	"绿"	"106.0"
"13"	"中"	"易裂"	"Leguminosae(豆科)"	"江西崇仁县"	"崇仁紫云英"	"--"	"4317"	"褐"	"0.64"	"强"	"出土"	"长沙"	"3.31"	"圆柱"	"半匍匐"	"9.00"	"2.3"	"伞状"	"黑"	"弱"	"草本"	"冬"	"倒卵"	"--"	"全缘"	"淡绿"	"133.1"	"不落"	"10.07"	"Astragalus(黄芪属)"	"00000013"	"中"	"10.12"	"Astragalus sinicus L.(紫云英)"	"扁肾"	"弱"	"中"	"半落"	"淡绿"	"深绿褐色"	"紫红"	"5.21"	"中"	"无限"	"I7A00013"	"弱"	"68.6"	"稍凹"	"江西"	"3.83"	"三角矩形稍弯"	"4.08"	"奇数羽状复"	"互生"	"931.7"	"倒卵形"	"3.39"	"221"	"129.9"	"--"	"中"	"中"	"--"	"3.20"	"湖南、浙江土肥所42"	"10.7-60.0"	"弱"	"越年生"	"楔形"	"绿"	"87.0"
"14"	"中"	"易裂"	"Leguminosae(豆科)"	"湖北省石首县"	"石首紫云英"	"9.93"	"3934"	"褐"	"0.75"	"强"	"出土"	"长沙"	"3.27"	"圆柱"	"半匍匐"	"8.10"	"2.2"	"伞状"	"黑"	"弱"	"草本"	"冬"	"倒卵"	"--"	"全缘"	"淡绿"	"117.2"	"不落"	"10.07"	"Astragalus(黄芪属)"	"00000014"	"中"	"10.12"	"Astragalus sinicus L.(紫云英)"	"扁肾"	"弱"	"中"	"半落"	"淡绿"	"黄绿"	"紫红"	"5.20"	"中"	"无限"	"I7A00014"	"弱"	"69.5"	"稍凹"	"湖北"	"3.37"	"三角矩形稍弯"	"4.07"	"奇数羽状复"	"互生"	"1054.6"	"倒卵形"	"3.26"	"220"	"131.1"	"--"	"中"	"中"	"--"	"3.30"	"湖南、浙江土肥所43"	"12.0-83.3"	"弱"	"越年生"	"楔形"	"绿"	"87.0"
"15"	"中"	"易裂"	"Leguminosae(豆科)"	"四川省温江县"	"温江紫云英"	"--"	"5000"	"褐"	"0.74"	"强"	"出土"	"长沙"	"3.29"	"圆柱"	"半匍匐"	"8.10"	"2.4"	"伞状"	"黑"	"弱"	"草本"	"冬"	"倒卵"	"--"	"全缘"	"淡绿"	"122.6"	"不落"	"10.07"	"Astragalus(黄芪属)"	"00000015"	"中"	"10.12"	"Astragalus sinicus L.(紫云英)"	"扁肾"	"弱"	"中"	"半落"	"淡绿"	"黄绿"	"紫红"	"5.21"	"中"	"无限"	"I7A00015"	"弱"	"54.8"	"稍凹"	"四川"	"2.53"	"三角矩形稍弯"	"4.08"	"奇数羽状复"	"互生"	"968.5"	"倒卵形"	"3.05"	"221"	"112.3"	"--"	"中"	"弱"	"--"	"3.30"	"湖南、浙江土肥所44"	"12.0-44.7"	"弱"	"越年生"	"楔形"	"绿"	"63.0"
"16"	"中"	"易裂"	"Leguminosae(豆科)"	"湖南省湘乡县"	"湘乡紫云英"	"--"	"4850"	"褐"	"0.83"	"强"	"出土"	"长沙"	"3.31"	"圆柱"	"半匍匐"	"8.70"	"2.1"	"伞状"	"黑"	"弱"	"草本"	"冬"	"倒卵"	"--"	"全缘"	"淡绿"	"108.1"	"不落"	"10.07"	"Astragalus(黄芪属)"	"00000016"	"中"	"10.12"	"Astragalus sinicus L.(紫云英)"	"扁肾"	"弱"	"中"	"半落"	"淡绿"	"黄褐"	"紫红"	"5.21"	"中"	"无限"	"I7A00016"	"弱"	"62.0"	"稍凹"	"湖南"	"2.33"	"三角矩形稍弯"	"4.08"	"奇数羽状复"	"互生"	"670.2"	"倒卵形"	"3.22"	"221"	"120.7"	"--"	"中"	"弱"	"--"	"3.40"	"湖南、浙江土肥所45"	"16.0-50.7"	"弱"	"越年生"	"楔形"	"绿"	"63.0"
"17"	"中"	"易裂"	"Leguminosae(豆科)"	"广西农科院"	"系选17紫云英"	"--"	"3567"	"褐"	"0.73"	"强"	"出土"	"长沙"	"3.20"	"圆柱"	"半匍匐"	"9.10"	"2.1"	"伞状"	"黑"	"弱"	"草本"	"冬"	"倒卵"	"--"	"全缘"	"淡绿"	"106.8"	"不落"	"10.07"	"Astragalus(黄芪属)"	"00000017"	"中"	"10.12"	"Astragalus sinicus L.(紫云英)"	"扁肾"	"弱"	"中"	"半落"	"淡绿"	"黄绿夹褐"	"紫红"	"5.19"	"中"	"无限"	"I7A00017"	"弱"	"55.9"	"稍凹"	"广西"	"2.93"	"三角矩形稍弯"	"4.10"	"奇数羽状复"	"互生"	"779.6"	"倒卵形"	"3.32"	"219"	"117.2"	"--"	"弱"	"中"	"--"	"3.40"	"湖南、浙江土肥所55"	"8.5-45.3"	"弱"	"越年生"	"楔形"	"绿"	"58.0"
"18"	"强"	"易裂"	"Leguminosae(豆科)"	"江西省永新县"	"永新紫云英"	"10.29"	"3852"	"褐"	"0.68"	"强"	"出土"	"长沙"	"3.31"	"圆柱"	"半匍匐"	"8.60"	"1.9"	"伞状"	"黑"	"弱"	"草本"	"冬"	"倒卵"	"--"	"全缘"	"淡绿"	"107.3"	"不落"	"10.07"	"Astragalus(黄芪属)"	"00000018"	"中"	"10.12"	"Astragalus sinicus L.(紫云英)"	"扁肾"	"弱"	"中"	"半落"	"淡绿"	"黄绿"	"紫红"	"5.21"	"中"	"无限"	"I7A00018"	"弱"	"68.8"	"稍凹"	"江西"	"4.42"	"三角矩形稍弯"	"4.09"	"奇数羽状复"	"互生"	"858.0"	"倒卵形"	"3.16"	"221"	"129.7"	"--"	"中"	"中"	"--"	"3.20"	"湖南、浙江土肥所39"	"14.7-54.4"	"弱"	"越年生"	"楔形"	"绿"	"70.0"
"19"	"中"	"易裂"	"Leguminosae(豆科)"	"江西省修水县"	"修水紫云英"	"--"	"4369"	"褐"	"0.65"	"强"	"出土"	"长沙"	"3.31"	"圆柱"	"半匍匐"	"8.40"	"2.4"	"伞状"	"黑"	"弱"	"草本"	"冬"	"倒卵"	"--"	"全缘"	"淡绿"	"111.5"	"不落"	"10.07"	"Astragalus(黄芪属)"	"00000019"	"中"	"10.12"	"Astragalus sinicus L.(紫云英)"	"扁肾"	"弱"	"中"	"半落"	"淡绿"	"黄绿夹褐绿"	"紫红"	"5.21"	"中"	"无限"	"I7A00019"	"弱"	"69.0"	"稍凹"	"江西"	"4.50"	"三角矩形稍弯"	"4.08"	"奇数羽状复"	"互生"	"758.2"	"倒卵形"	"3.14"	"221"	"134.7"	"--"	"中"	"中"	"--"	"3.10"	"湖南土肥所40"	"32.7-77.8"	"弱"	"越年生"	"楔形"	"绿"	"82.0"
"20"	"强"	"易裂"	"Leguminosae(豆科)"	"江西省临川县"	"临川紫云英"	"--"	"3969"	"褐"	"0.63"	"强"	"出土"	"长沙"	"3.31"	"圆柱"	"半匍匐"	"9.00"	"2.5"	"伞状"	"黑"	"弱"	"草本"	"冬"	"倒卵"	"--"	"全缘"	"淡绿"	"125.1"	"不落"	"10.07"	"Astragalus(黄芪属)"	"00000020"	"中"	"10.12"	"Astragalus sinicus L.(紫云英)"	"扁肾"	"弱"	"中"	"半落"	"淡绿"	"黄绿"	"紫红"	"5.21"	"中"	"无限"	"I7A00020"	"弱"	"63.0"	"稍凹"	"江西"	"3.75"	"三角矩形稍弯"	"4.08"	"奇数羽状复"	"互生"	"900.6"	"倒卵形"	"3.17"	"221"	"116.7"	"--"	"中"	"中"	"--"	"3.30"	"湖南、浙江土肥所41"	"12.3-55.6"	"弱"	"越年生"	"楔形"	"绿"	"73.0"
"21"	"中"	"易裂"	"Leguminosae(豆科)"	"湖北省宜都县"	"宜都紫云英"	"--"	"2890"	"褐"	"0.84"	"强"	"出土"	"长沙"	"3.23"	"圆柱"	"半匍匐"	"9.00"	"2.4"	"伞状"	"黑"	"弱"	"草本"	"冬"	"倒卵"	"--"	"全缘"	"淡绿"	"98.9"	"不落"	"10.07"	"Astragalus(黄芪属)"	"00000021"	"中"	"10.12"	"Astragalus sinicus L.(紫云英)"	"扁肾"	"弱"	"中"	"半落"	"淡绿"	"黄绿夹褐"	"紫红"	"5.21"	"中"	"无限"	"I7A00021"	"弱"	"47.5"	"稍凹"	"湖北"	"3.75"	"三角矩形稍弯"	"4.04"	"奇数羽状复"	"互生"	"742.1"	"倒卵形"	"3.53"	"221"	"117.8"	"--"	"强"	"中"	"--"	"3.50"	"湖南、浙江土肥所51"	"8.0-66.7"	"弱"	"越年生"	"楔形"	"绿"	"82.0"
"22"	"--"	"--"	"Leguminosae(豆科)"	"河南信阳地区农科所"	"72-24"	"--"	"4305"	"褐"	"0.80"	"--"	"出土"	"长沙"	"3.24"	"圆柱"	"半匍匐"	"7.10"	"--"	"伞状"	"黑"	"--"	"草本"	"--"	"倒卵"	"--"	"全缘"	"淡绿"	"20.5"	"--"	"10.07"	"Astragalus(黄芪属)"	"00000025"	"--"	"10.12"	"Astragalus sinicus L.(紫云英)"	"扁肾"	"--"	"--"	"--"	"淡绿"	"黄褐"	"紫红"	"5.20"	"--"	"无限"	"I7A00025"	"--"	"43.3"	"稍凹"	"河南"	"3.48"	"三角矩形稍弯"	"4.04"	"奇数羽状复"	"互生"	"--"	"倒卵形"	"3.35"	"220"	"106.1"	"--"	"强"	"较强"	"--"	"3.50"	"湖南省土肥所60"	"--"	"--"	"越年生"	"楔形"	"绿"	"70.0"
"23"	"中"	"易裂"	"Leguminosae(豆科)"	"湖南农科院"	"湘肥2号紫云英"	"--"	"5017"	"褐"	"0.83"	"强"	"出土"	"长沙"	"3.30"	"圆柱"	"半匍匐"	"7.70"	"2.1"	"伞状"	"黑"	"弱"	"草本"	"冬"	"倒卵"	"--"	"全缘"	"淡绿"	"88.2"	"不落"	"10.07"	"Astragalus(黄芪属)"	"00000028"	"中"	"10.12"	"Astragalus sinicus L.(紫云英)"	"扁肾"	"弱"	"中"	"半落"	"淡绿"	"黄绿夹黑色"	"紫红"	"5.20"	"中"	"无限"	"I7A00028"	"弱"	"67.8"	"稍凹"	"湖南"	"3.39"	"三角矩形稍弯"	"4.06"	"奇数羽状复"	"互生"	"581.8"	"倒卵形"	"3.17"	"220"	"123.4"	"--"	"中"	"中"	"--"	"3.40"	"湖南、浙江土肥所37"	"28.0-38.0"	"弱"	"越年生"	"楔形"	"绿"	"51.0"
"24"	"强"	"易裂"	"Leguminosae(豆科)"	"浙江省农科院土肥所"	"浙紫71-107紫云英"	"9.99"	"3283"	"褐"	"0.62"	"强"	"出土"	"杭州"	"4.14"	"圆柱"	"半匍匐"	"9.90"	"1.0"	"伞状"	"黑"	"弱"	"草本"	"冬"	"倒卵"	"--"	"全缘"	"淡绿"	"19.8"	"不落"	"9.28"	"Astragalus(黄芪属)"	"00000035"	"中"	"10.07"	"Astragalus sinicus L.(紫云英)"	"扁肾"	"弱"	"中"	"半落"	"淡绿"	"黄绿"	"紫红"	"5.22"	"中"	"无限"	"I7A00387"	"弱"	"56.9"	"稍凹"	"浙江"	"2.72"	"三角矩形稍弯"	"4.19"	"奇数羽状复"	"互生"	"98.5"	"倒卵形"	"3.06"	"227"	"97.4"	"--"	"强"	"中"	"2.3"	"3.60"	"浙江省土肥所11"	"14.2-30.3"	"弱"	"越年生"	"楔形"	"绿"	"35.0"
"25"	"强"	"易裂"	"Leguminosae(豆科)"	"日本"	"兵库紫云英"	"--"	"3333"	"褐"	"0.72"	"强"	"出土"	"长沙"	"4.03"	"圆柱"	"半匍匐"	"8.80"	"2.5"	"伞状"	"黑"	"弱"	"草本"	"冬"	"倒卵"	"--"	"全缘"	"淡绿"	"116.0"	"不落"	"10.07"	"Astragalus(黄芪属)"	"00000038"	"中"	"10.12"	"Astragalus sinicus L.(紫云英)"	"扁肾"	"弱"	"中"	"半落"	"淡绿"	"黄绿"	"紫红"	"5.23"	"中"	"无限"	"I7A00036"	"弱"	"76.4"	"稍凹"	"国外"	"4.50"	"三角矩形稍弯"	"4.12"	"奇数羽状复"	"互生"	"788.5"	"倒卵形"	"3.31"	"223"	"125.6"	"--"	"中"	"中"	"--"	"3.20"	"湖南、浙江土肥所14"	"27.0-63.3"	"弱"	"越年生"	"楔形"	"绿"	"80.0"
"26"	"强"	"易裂"	"Leguminosae(豆科)"	"江苏省南京市江浦县"	"南京芦庄紫云英"	"--"	"3267"	"褐"	"0.75"	"强"	"出土"	"长沙"	"4.03"	"圆柱"	"半匍匐"	"8.60"	"2.2"	"伞状"	"黑"	"弱"	"草本"	"冬"	"倒卵"	"--"	"全缘"	"淡绿"	"112.8"	"不落"	"10.07"	"Astragalus(黄芪属)"	"00000039"	"中"	"10.12"	"Astragalus sinicus L.(紫云英)"	"扁肾"	"弱"	"中"	"半落"	"淡绿"	"黄绿夹褐"	"紫红"	"5.24"	"中"	"无限"	"I7A00037"	"弱"	"73.7"	"稍凹"	"江苏"	"4.17"	"三角矩形稍弯"	"4.11"	"奇数羽状复"	"互生"	"721.9"	"倒卵形"	"3.31"	"224"	"128.5"	"--"	"强"	"中"	"--"	"3.40"	"湖南、浙江土肥所15"	"13.7-67.8"	"弱"	"越年生"	"楔形"	"绿"	"88.0"
"27"	"中"	"易裂"	"Leguminosae(豆科)"	"上海市奉贤县(南桥)"	"南桥紫云英"	"--"	"3750"	"褐"	"0.71"	"强"	"出土"	"长沙"	"4.04"	"圆柱"	"半匍匐"	"9.10"	"2.5"	"伞状"	"黑"	"弱"	"草本"	"冬"	"倒卵"	"--"	"全缘"	"淡绿"	"138.0"	"不落"	"10.07"	"Astragalus(黄芪属)"	"00000040"	"中"	"10.12"	"Astragalus sinicus L.(紫云英)"	"扁肾"	"弱"	"中"	"半落"	"淡绿"	"黄绿夹黑绿"	"紫红"	"5.24"	"中"	"无限"	"I7A00038"	"弱"	"73.2"	"稍凹"	"上海"	"4.34"	"三角矩形稍弯"	"4.12"	"奇数羽状复"	"互生"	"1021.2"	"倒卵形"	"3.33"	"224"	"123.6"	"--"	"强"	"中"	"--"	"3.20"	"湖南、浙江土肥所16"	"8.9-62.2"	"弱"	"越年生"	"楔形"	"绿"	"77.0"
"28"	"中"	"易裂"	"Leguminosae(豆科)"	"四川南充县"	"南充紫云英"	"--"	"5600"	"褐"	"0.48"	"强"	"出土"	"长沙"	"4.04"	"圆柱"	"半匍匐"	"8.40"	"--"	"伞状"	"黑"	"弱"	"草本"	"冬"	"倒卵"	"--"	"全缘"	"淡绿"	"24.0"	"不落"	"10.15"	"Astragalus(黄芪属)"	"00000041"	"中"	"10.19"	"Astragalus sinicus L.(紫云英)"	"扁肾"	"弱"	"中"	"半落"	"淡绿"	"黄绿夹褐"	"紫红"	"5.23"	"中"	"无限"	"I7A00039"	"弱"	"76.0"	"稍凹"	"四川"	"4.50"	"三角矩形稍弯"	"4.11"	"奇数羽状复"	"互生"	"--"	"倒卵形"	"2.48"	"216"	"135.0"	"--"	"中"	"中"	"--"	"3.20"	"湖南、浙江土肥所17"	"13.0-73.3"	"弱"	"越年生"	"楔形"	"绿"	"110.0"
