"id"	"抗虫性"	"裂荚性"	"科名"	"种子来源地"	"品种名称"	"粗蛋白"	"鲜草产量"	"脐色"	"五氧化二磷"	"耐湿性"	"子叶出土"	"播种地点"	"初花期"	"茎形"	"茎生长习性"	"烘干率"	"单株分枝数"	"花序类型"	"成熟荚色"	"耐荫性"	"茎的性质"	"栽培类别"	"初生叶形"	"译名"	"叶缘"	"幼茎色"	"单株荚数"	"落荚性"	"播种期"	"属名"	"统一编号"	"耐瘠性"	"出苗期"	"学名"	"粒形"	"耐盐性"	"耐酸性"	"落叶性"	"茎色"	"种皮色"	"花色"	"成熟期"	"再生性"	"结荚习性"	"库编号"	"耐碱性"	"结荚高度"	"叶尖"	"省"	"氧化钾"	"荚形"	"盛花期"	"复叶类形"	"叶序"	"单株粒数"	"叶形"	"氮"	"生育天数"	"株高"	"备注"	"抗寒性"	"抗病性"	"荚长"	"千粒重"	"保存单位"	"繁殖系数"	"抗旱性"	"生活周期"	"叶基"	"子叶颜色"	"种子产量"
"170"	"--"	"--"	"Leguminosae(豆科)"	"日本"	"窄叶野豌豆"	"--"	"1100"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"攀援"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"10.05"	"Vicia(巢菜属)"	"00000956"	"--"	"10.14"	"Vicia angustifolia L.(窄叶野豌豆)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"5.18"	"--"	"--"	"I7A00506"	"--"	"--"	"--"	"国外"	"--"	"--"	"4.10"	"--"	"--"	"--"	"--"	"--"	"211"	"42.5"	"--"	"--"	"--"	"--"	"12.10"	"江苏农科院土肥所81256"	"--"	"--"	"越年生"	"--"	"--"	"45.0"
"171"	"--"	"--"	"Leguminosae(豆科)"	"内蒙大青山"	"歪头菜"	"--"	"--"	"--"	"0.48"	"--"	"--"	"--"	"--"	"--"	"直立"	"23.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.19"	"Vicia(巢菜属)"	"00000957"	"--"	"5.20"	"Vicia unijuga R.Br.(歪头菜)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"8.15"	"--"	"--"	"--"	"--"	"--"	"--"	"内蒙"	"--"	"--"	"6.28"	"--"	"--"	"--"	"--"	"2.37"	"87"	"--"	"--"	"--"	"--"	"--"	"13.50"	"内蒙农科院土肥所9238"	"--"	"--"	"多年生"	"--"	"--"	"50.0"
"172"	"--"	"--"	"Leguminosae(豆科)"	"内蒙大青山"	"大青山山野豌豆"	"--"	"1500"	"--"	"0.35"	"--"	"--"	"--"	"--"	"--"	"匍匐"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.19"	"Vicia(巢菜属)"	"00000958"	"--"	"5.10"	"Vicia amoena Fish.(山野豌豆)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"9.10"	"--"	"--"	"--"	"--"	"--"	"--"	"内蒙"	"--"	"--"	"7.28"	"--"	"--"	"--"	"--"	"2.77"	"123"	"120.0"	"--"	"--"	"--"	"--"	"16.40"	"内蒙农科院土肥所9203"	"--"	"--"	"多年生"	"--"	"--"	"149.0"
"173"	"中"	"不易"	"Leguminosae(豆科)"	"美国引种室引自伊朗"	"窄叶野豌豆"	"--"	"700"	"白"	"--"	"弱"	"不出土"	"南京"	"4.13"	"方形中空"	"半攀缘"	"--"	"4.0"	"总状"	"黑"	"中"	"草本"	"--"	"2小叶,长椭圆"	"Bogor"	"全缘"	"绿"	"11.5"	"--"	"10.08"	"Vicia(巢菜属)"	"00000236"	"较强"	"10.19"	"Vicia angustifolia L.(窄叶野豌豆)"	"圆"	"中"	"较强"	"中等"	"绿"	"褐有斑"	"紫"	"5.28"	"中"	"无限"	"I7A00385"	"中"	"--"	"箭状"	"国外"	"--"	"扁长矩形"	"4.17"	"偶数羽状"	"互生"	"44.9"	"较窄长"	"--"	"220"	"58.9"	"0.00饲用"	"中"	"中"	"--"	"40.80"	"江苏省农科院土肥所81-229"	"300-40"	"强"	"一年生或越年生"	"楔形"	"绿"	"45.0"
"174"	"中"	"不裂"	"Leguminosae(豆科)"	"福建蒲田县"	"蒲田半花"	"--"	"--"	"黑"	"--"	"中强"	"不出土"	"广州"	"1.10"	"方形"	"直立"	"--"	"2.0"	"--"	"黑"	"--"	"--"	"--"	"长椭圆"	"--"	"全缘"	"紫绿"	"7.0"	"--"	"11.23"	"Vicia(巢菜属)"	"00000247"	"--"	"12.04"	"Vicia faba(蚕豆)"	"阔薄"	"--"	"--"	"不落"	"青绿"	"鲜亮"	"紫白"	"4.10"	"--"	"无限"	"I7A00524"	"--"	"32.0"	"--"	"福建"	"--"	"收缩形"	"--"	"羽状复叶"	"互生"	"15.0"	"长椭圆"	"--"	"121"	"88.0"	"--"	"中强"	"中"	"9.6"	"826.00"	"广东农科院土肥所"	"--"	"中强"	"一年生"	"--"	"淡绿"	"--"
"175"	"中"	"不裂"	"Leguminosae(豆科)"	"广东农科院"	"青选一号"	"--"	"500"	"黑"	"0.74"	"中弱"	"不出土"	"广州"	"1.10"	"方形"	"直立"	"22.40"	"2.5"	"--"	"黑"	"--"	"--"	"--"	"椭圆"	"--"	"全缘"	"青绿"	"10.0"	"--"	"11.23"	"Vicia(巢菜属)"	"00000254"	"--"	"12.04"	"Vicia faba(蚕豆)"	"窄厚"	"--"	"--"	"不落"	"青"	"鲜亮"	"紫"	"4.09"	"--"	"无限"	"I7A00304"	"--"	"44.0"	"--"	"广东"	"0.54"	"收缩形"	"--"	"羽状复叶"	"互生"	"19.0"	"长椭圆"	"1.27"	"129"	"87.5"	"--"	"中强"	"中"	"8.3"	"738.00"	"广东农科院土肥所"	"--"	"中强"	"一年生"	"--"	"青绿"	"100.0"
"176"	"中"	"不裂"	"Leguminosae(豆科)"	"青海"	"牛角豆"	"--"	"--"	"黑"	"--"	"中弱"	"不出土"	"广州"	"1.12"	"方形"	"直立"	"--"	"2.3"	"--"	"黑"	"--"	"--"	"--"	"长椭圆"	"--"	"全缘"	"绿紫"	"6.0"	"--"	"11.23"	"Vicia(巢菜属)"	"00000262"	"--"	"12.05"	"Vicia faba(蚕豆)"	"中厚"	"--"	"--"	"不落"	"绿紫"	"鲜亮"	"紫白"	"4.14"	"--"	"无限"	"I7A00310"	"--"	"37.0"	"--"	"青海"	"--"	"收缩形"	"--"	"羽状复叶"	"互生"	"14.0"	"长椭圆"	"--"	"132"	"105.0"	"--"	"中强"	"中弱"	"8.5"	"832.00"	"广东农科院土肥所"	"--"	"中强"	"一年生"	"--"	"淡绿"	"--"
"177"	"中"	"不裂"	"Leguminosae(豆科)"	"西臧拉萨"	"拉萨一号"	"--"	"--"	"黑"	"--"	"中弱"	"不出土"	"广州"	"1.12"	"方形"	"直立"	"--"	"2.2"	"--"	"黑"	"--"	"--"	"--"	"长椭圆"	"--"	"全缘"	"绿"	"9.0"	"--"	"11.23"	"Vicia(巢菜属)"	"00000266"	"--"	"12.07"	"Vicia faba(蚕豆)"	"中薄"	"--"	"--"	"不落"	"绿"	"鲜亮"	"淡紫"	"4.15"	"--"	"无限"	"I7A00314"	"--"	"37.0"	"--"	"西藏"	"--"	"收缩形"	"--"	"羽状复叶"	"互生"	"16.0"	"长椭圆"	"--"	"131"	"107.5"	"--"	"中强"	"中弱"	"8.3"	"817.00"	"广东农科院土肥所"	"--"	"中强"	"一年生"	"--"	"淡绿"	"--"
"178"	"中"	"不裂"	"Leguminosae(豆科)"	"英国"	"英国(4-176)"	"--"	"--"	"黑"	"--"	"中弱"	"不出土"	"广州"	"1.13"	"方形"	"直立"	"--"	"2.5"	"--"	"黑"	"--"	"--"	"--"	"长椭圆"	"--"	"全缘"	"紫绿"	"7.0"	"--"	"11.23"	"Vicia(巢菜属)"	"00000269"	"--"	"12.05"	"Vicia faba(蚕豆)"	"中厚"	"--"	"--"	"不落"	"紫绿"	"鲜亮"	"紫白"	"4.19"	"--"	"无限"	"I7A00317"	"--"	"26.0"	"--"	"国外"	"--"	"收缩形"	"--"	"羽状复叶"	"互生"	"15.0"	"长椭圆"	"--"	"138"	"99.5"	"--"	"中强"	"中弱"	"8.7"	"808.00"	"广东农科院土肥所"	"--"	"中强"	"一年生"	"--"	"淡绿"	"--"
"179"	"中"	"不裂"	"Leguminosae(豆科)"	"法国"	"法国蚕豆"	"--"	"--"	"黑"	"0.60"	"中弱"	"不出土"	"广州"	"1.13"	"方形"	"直立"	"21.90"	"2.2"	"--"	"黑"	"--"	"--"	"--"	"椭圆"	"--"	"全缘"	"紫"	"10.0"	"--"	"11.23"	"Vicia(巢菜属)"	"00000270"	"--"	"12.07"	"Vicia faba(蚕豆)"	"中薄"	"--"	"--"	"不落"	"绿紫"	"鲜亮"	"紫白"	"4.15"	"--"	"无限"	"I7A00404"	"--"	"30.0"	"--"	"国外"	"0.42"	"收缩形"	"--"	"羽状复叶"	"互生"	"19.0"	"长卵圆"	"1.03"	"132"	"91.5"	"--"	"中强"	"中弱"	"9.0"	"939.00"	"广东农科院土肥所"	"--"	"中强"	"一年生"	"--"	"淡绿"	"--"
"180"	"中"	"不裂"	"Leguminosae(豆科)"	"新西兰"	"新西兰蚕豆"	"--"	"--"	"黑"	"0.38"	"中弱"	"不出土"	"广州"	"1.13"	"方形"	"直立"	"21.30"	"2.2"	"--"	"黑"	"--"	"--"	"--"	"椭圆"	"--"	"全缘"	"绿紫"	"6.0"	"--"	"11.23"	"Vicia(巢菜属)"	"00000271"	"--"	"12.05"	"Vicia faba(蚕豆)"	"中厚"	"--"	"--"	"不落"	"绿紫"	"鲜亮"	"紫白"	"4.15"	"--"	"无限"	"I7A00405"	"--"	"31.0"	"--"	"国外"	"0.36"	"收缩形"	"--"	"羽状复叶"	"互生"	"13.0"	"长卵圆"	"1.40"	"134"	"93.4"	"--"	"中强"	"中弱"	"9.2"	"768.00"	"广东农科院土肥所"	"--"	"中强"	"一年生"	"--"	"淡绿"	"--"
"181"	"中"	"不裂"	"Leguminosae(豆科)"	"英国"	"英国(3-175)"	"--"	"--"	"黑"	"0.41"	"中弱"	"不出土"	"广州"	"1.12"	"方形"	"直立"	"20.80"	"2.1"	"--"	"黑"	"--"	"--"	"--"	"长椭圆"	"--"	"全缘"	"紫绿"	"7.0"	"--"	"11.23"	"Vicia(巢菜属)"	"00000275"	"--"	"12.05"	"Vicia faba(蚕豆)"	"中厚"	"--"	"--"	"不落"	"紫绿"	"鲜亮"	"紫白"	"4.18"	"--"	"无限"	"I7A00320"	"--"	"38.0"	"--"	"国外"	"0.48"	"收缩形"	"--"	"羽状复叶"	"互生"	"13.0"	"长椭圆"	"0.66"	"137"	"99.0"	"--"	"中强"	"中弱"	"8.8"	"796.00"	"广东农科院土肥所"	"--"	"中强"	"一年生"	"--"	"淡紫"	"--"
"182"	"中"	"不裂"	"Leguminosae(豆科)"	"英国"	"英国蚕豆"	"--"	"--"	"黑"	"--"	"中弱"	"不出土"	"广州"	"1.06"	"方形"	"直立"	"--"	"2.8"	"--"	"黑"	"--"	"--"	"--"	"椭圆"	"--"	"全缘"	"紫绿"	"9.0"	"--"	"11.23"	"Vicia(巢菜属)"	"00000276"	"--"	"12.07"	"Vicia faba(蚕豆)"	"中薄"	"--"	"--"	"不落"	"绿"	"鲜亮"	"紫白"	"4.19"	"--"	"无限"	"I7A00321"	"--"	"27.3"	"--"	"国外"	"--"	"收缩形"	"--"	"羽状复叶"	"互生"	"19.0"	"长阔椭"	"--"	"136"	"87.0"	"--"	"中强"	"中弱"	"8.3"	"874.00"	"广东农科院土肥所"	"--"	"中强"	"一年生"	"--"	"淡紫"	"--"
"183"	"中"	"不裂"	"Leguminosae(豆科)"	"苏联"	"饲用蚕豆"	"--"	"--"	"黑"	"--"	"中"	"不出土"	"广州"	"11.21"	"方形"	"直立"	"--"	"1.8"	"--"	"黑"	"--"	"--"	"--"	"椭圆"	"--"	"全缘"	"绿"	"7.0"	"--"	"11.04"	"Vicia(巢菜属)"	"00000278"	"--"	"11.13"	"Vicia faba(蚕豆)"	"窄厚"	"--"	"--"	"不落"	"绿"	"鲜亮"	"淡紫"	"4.08"	"--"	"无限"	"--"	"--"	"--"	"--"	"国外"	"--"	"略收缩形"	"--"	"羽状复叶"	"互生"	"11.8"	"长卵圆"	"--"	"149"	"103.5"	"--"	"中强"	"中"	"--"	"512.00"	"广东农科院土肥所"	"--"	"中强"	"一年生"	"--"	"淡绿"	"--"
"184"	"中"	"不裂"	"Leguminosae(豆科)"	"陕西绥德水保站"	"英国一年生白花草木樨"	"--"	"1133"	"灰黄"	"--"	"弱"	"出土"	"沈阳"	"7.60"	"圆"	"直立"	"25.00"	"--"	"总状"	"灰棕"	"弱"	"草本"	"春"	"心脏形"	"--"	"锯齿"	"深绿"	"--"	"不落"	"4.05"	"Melilotus(草木樨属)"	"00000283"	"中"	"4.29"	"Melilotus albus(白花草木樨)"	"肾形"	"中"	"中"	"不落"	"深绿"	"灰黄色"	"白"	"8.25"	"弱"	"无限"	"I7A00343"	"中"	"--"	"钝尖"	"国外"	"--"	"卵形"	"7.11"	"三出复叶"	"互生"	"--"	"椭圆"	"--"	"115"	"110.0"	"--"	"中"	"中"	"--"	"1.90"	"辽宁农科院土肥所80-31"	"30"	"中"	"一年生"	"截形"	"淡绿"	"66.0"
"185"	"中"	"不裂"	"Leguminosae(豆科)"	"甘肃省天水市水保站"	"天水二年生黄花草木樨"	"--"	"1067"	"灰黄"	"--"	"中"	"出土"	"沈阳"	"6.20"	"圆"	"直立"	"25.00"	"--"	"总状"	"褐"	"弱"	"草本"	"春"	"心脏形"	"--"	"锯齿"	"淡绿"	"--"	"半落"	"--"	"Melilotus(草木樨属)"	"00000284"	"强"	"--"	"Melilotus officinalis(黄花草木樨)"	"矩形"	"中"	"弱"	"不落"	"黄绿"	"灰黄色"	"黄"	"7.27"	"中"	"无限"	"I7A00253"	"中"	"--"	"钝尖"	"甘肃"	"--"	"矩形"	"6.27"	"三出复叶"	"互生"	"--"	"椭圆"	"--"	"88"	"110.0"	"--"	"强"	"中"	"--"	"1.90"	"辽宁农科院土肥所80-08"	"32.5"	"强"	"二年生"	"截形"	"黄绿"	"56.0"
"186"	"中"	"不裂"	"Leguminosae(豆科)"	"引自罗马尼亚"	"罗马尼亚二年生黄花草木樨"	"16.00"	"1267"	"灰黄"	"--"	"中"	"出土"	"沈阳"	"6.19"	"圆"	"直立"	"25.00"	"--"	"总状"	"褐"	"弱"	"草本"	"春"	"心脏形"	"--"	"锯齿"	"暗绿"	"--"	"半落"	"--"	"Melilotus(草木樨属)"	"00000285"	"强"	"--"	"Melilotus officinalis(黄花草木樨)"	"矩形"	"中"	"弱"	"不落"	"黄绿"	"灰黄色"	"黄"	"6.27"	"中"	"无限"	"I7A00344"	"中"	"--"	"钝尖"	"国外"	"--"	"卵圆"	"6.26"	"三出复叶"	"互生"	"--"	"椭圆"	"--"	"92"	"120.0"	"--"	"强"	"中"	"--"	"1.90"	"辽宁农科院土肥所80-27"	"32.5"	"强"	"二年生"	"截形"	"黄绿"	"53.0"
"187"	"中"	"不裂"	"Leguminosae(豆科)"	"引自丹麦"	"丹麦二年生黄花草木樨"	"--"	"1067"	"灰黄"	"--"	"中"	"出土"	"沈阳"	"6.20"	"圆"	"直立"	"25.00"	"--"	"总状"	"褐"	"弱"	"草本"	"春"	"心脏形"	"--"	"锯齿"	"--"	"--"	"半落"	"--"	"Melilotus(草木樨属)"	"00000286"	"强"	"--"	"Melilotus officinalis(黄花草木樨)"	"矩形"	"中"	"弱"	"不落"	"黄绿"	"灰黄色"	"黄"	"8.10"	"中"	"无限"	"I7A00325"	"中"	"--"	"钝尖"	"国外"	"--"	"卵园"	"6.27"	"三出复叶"	"互生"	"--"	"椭圆"	"--"	"96"	"--"	"--"	"强"	"中"	"--"	"2.00"	"辽宁农科院土肥所80-28"	"32.5"	"强"	"二年生"	"截形"	"--"	"56.0"
"188"	"中"	"不裂"	"Leguminosae(豆科)"	"河南农科院土肥所"	"河南一年生黄花草木樨"	"--"	"966"	"灰黄"	"--"	"弱"	"出土"	"沈阳"	"7.90"	"圆"	"直立"	"25.00"	"--"	"总状"	"褐"	"弱"	"草本"	"春"	"心脏形"	"--"	"锯齿"	"淡绿"	"--"	"不落"	"4.05"	"Melilotus(草木樨属)"	"00000291"	"中"	"4.29"	"Melilotus officinalis(黄花草木樨)"	"矩形"	"中"	"中"	"不落"	"暗绿"	"灰黄色"	"黄"	"8.11"	"弱"	"无限"	"I7A00345"	"中"	"--"	"钝尖"	"河南"	"--"	"卵圆"	"7.12"	"三出复叶"	"互生"	"--"	"椭圆"	"--"	"102"	"120.0"	"--"	"中"	"中"	"--"	"1.90"	"辽宁农科院土肥所80-71"	"30"	"中"	"一年生"	"截形"	"淡绿"	"133.0"
"189"	"中"	"不裂"	"Leguminosae(豆科)"	"内蒙古草原研究所"	"香甜草木樨"	"--"	"950"	"褐"	"--"	"中"	"出土"	"沈阳"	"6.70"	"圆"	"直立"	"25.00"	"--"	"总状"	"暗褐"	"弱"	"草本"	"春"	"心脏形"	"--"	"细齿"	"绿"	"--"	"半落"	"--"	"Melilotus(草木樨属)"	"00000292"	"强"	"--"	"Melilotus suaveolens(香甜草木樨)"	"卵球"	"中"	"弱"	"半落"	"淡绿"	"褐"	"黄"	"7.16"	"中"	"无限"	"I7A00346"	"中"	"--"	"钝尖"	"内蒙"	"--"	"卵圆"	"6.14"	"三出复叶"	"互生"	"--"	"椭圆"	"--"	"74"	"110.0"	"--"	"强"	"中"	"--"	"1.90"	"辽宁农科院土肥所80-30"	"32.5"	"强"	"二年生"	"截形"	"深绿"	"40.0"
"190"	"中"	"不裂"	"Leguminosae(豆科)"	"引自丹麦(原产苏联)"	"伏尔加草木樨"	"--"	"916"	"灰黄"	"--"	"中"	"出土"	"沈阳"	"6.25"	"圆"	"直立"	"25.00"	"--"	"总状"	"灰棕"	"弱"	"草本"	"春"	"心脏形"	"--"	"锯齿"	"绿"	"--"	"半落"	"--"	"Melilotus(草木樨属)"	"00000293"	"强"	"--"	"Melilotus wolgicus(伏尔加草木樨)"	"肾形"	"中"	"弱"	"半落"	"暗绿"	"灰黄色"	"白"	"8.05"	"中"	"无限"	"I7A00347"	"中"	"--"	"钝尖"	"国外"	"--"	"长椭圆"	"7.10"	"三出复叶"	"互生"	"--"	"椭圆"	"--"	"94"	"120.0"	"--"	"强"	"中"	"--"	"2.00"	"辽宁农科院土肥所80-17"	"32.5"	"强"	"二年生"	"截形"	"深绿"	"43.0"
"191"	"中"	"不裂"	"Leguminosae(豆科)"	"印度"	"印度草木樨"	"--"	"556"	"褐"	"--"	"中"	"出土"	"沈阳"	"6.22"	"圆"	"直立"	"27.00"	"--"	"总状"	"褐"	"弱"	"草本"	"春"	"心脏形"	"--"	"锯齿"	"黄绿"	"--"	"落"	"4.10"	"Melilotus(草木樨属)"	"00000295"	"中"	"4.27"	"Melilotus indicus(印度草木樨)"	"球形"	"弱"	"弱"	"落"	"绿"	"褐"	"黄"	"7.20"	"弱"	"无限"	"I7A00349"	"弱"	"--"	"稍凹"	"国外"	"--"	"卵圆"	"6.28"	"三出复叶"	"互生"	"--"	"倒披针"	"--"	"83"	"65.0"	"--"	"强"	"中"	"--"	"--"	"辽宁农科院土肥所80-77"	"25"	"中"	"一年生"	"截形"	"黄绿"	"24.0"
"192"	"中"	"不裂"	"Leguminosae(豆科)"	"引自德意志民主共和国"	"意大利草木樨"	"--"	"850"	"黄褐"	"--"	"中"	"出土"	"沈阳"	"7.15"	"圆"	"直立"	"25.00"	"--"	"总状"	"褐"	"弱"	"草本"	"春"	"心脏形"	"--"	"锯齿"	"黄绿"	"--"	"不落"	"4.04"	"Melilotus(草木樨属)"	"00000296"	"中"	"4.20"	"Melilotus italicus(意大利草木樨)"	"球形"	"弱"	"弱"	"半落"	"--"	"黄"	"黄"	"8.30"	"弱"	"无限"	"I7A00255"	"弱"	"--"	"稍凹"	"国外"	"--"	"卵圆"	"7.22"	"三出复叶"	"互生"	"--"	"卵形"	"--"	"140"	"70.0"	"--"	"中"	"中"	"--"	"7.50"	"辽宁农科院土肥所83-01"	"25"	"中"	"一年生"	"截形"	"黄绿"	"6.0"
"193"	"中"	"易裂"	"Leguminosae(豆科)"	"北京市农科院"	"京选一号田菁"	"--"	"2275"	"褐"	"0.09"	"强"	"出土"	"广州"	"6.90"	"圆"	"直立"	"--"	"--"	"腋生"	"褐黄"	"中"	"草本"	"夏"	"单出长椭圆不完全叶"	"--"	"全缘"	"青绿"	"53.1"	"不落"	"5.04"	"Sesbania(田菁属)"	"00000302"	"强"	"5.17"	"Sesbania cannabina Pers.(普通田菁)"	"短圆"	"--"	"强"	"不落"	"青绿"	"暗灰绿"	"黄"	"8.05"	"中"	"有限"	"I7A00148"	"--"	"--"	"钝尖"	"北京"	"1.57"	"圆柱形细长条"	"7.02"	"二回羽状复"	"对生"	"23.7"	"长椭圆"	"0.34"	"90"	"153.0"	"--"	"--"	"中"	"--"	"13.20"	"广东农科院"	"--"	"强"	"一年生"	"圆"	"青绿"	"58.0"
"194"	"强"	"易裂"	"Leguminosae(豆科)"	"出东省惠民地区农科所"	"出东惠民田菁"	"--"	"1150"	"褐"	"0.67"	"强"	"出土"	"广州"	"6.14"	"圆"	"直立"	"17.90"	"--"	"腋生"	"褐黄"	"强"	"草本"	"夏"	"单出长椭圆不完全叶"	"--"	"全缘"	"绿带红"	"47.3"	"不落"	"5.04"	"Sesbania(田菁属)"	"00000303"	"强"	"5.18"	"Sesbania cannabina Pers.(普通田菁)"	"短圆"	"强"	"强"	"不落"	"青绿"	"灰绿褐"	"黄"	"8.08"	"中"	"有限"	"I7A00149"	"中"	"--"	"钝尖"	"山东"	"0.84"	"圆柱形细长条"	"7.05"	"二回羽状复"	"对生"	"24.0"	"长椭圆"	"2.85"	"93"	"219.0"	"--"	"--"	"中"	"--"	"13.80"	"广东农科院"	"--"	"强"	"一年生"	"圆"	"深绿"	"52.0"
"195"	"中"	"易裂"	"Leguminosae(豆科)"	"台湾省"	"台湾田菁"	"--"	"2300"	"淡黄"	"0.55"	"强"	"出土"	"广州"	"8.04"	"圆"	"直立"	"29.10"	"--"	"腋生"	"褐黄"	"强"	"草本"	"夏"	"单出长椭圆不完全叶"	"--"	"全缘"	"青绿"	"74.8"	"不落"	"5.04"	"Sesbania(田菁属)"	"00000322"	"强"	"5.19"	"Sesbania cannabina Pers.(普通田菁)"	"短圆"	"强"	"强"	"不落"	"青绿"	"暗灰绿"	"黄"	"9.25"	"强"	"有限"	"I7A00370"	"中"	"--"	"钝尖"	"台湾"	"0.55"	"圆柱形细长条"	"8.25"	"二回羽状复"	"对生"	"23.1"	"长椭圆"	"1.92"	"141"	"313.0"	"--"	"--"	"中"	"--"	"15.10"	"广东农科院"	"--"	"强"	"一年生"	"圆"	"深绿"	"91.0"
"196"	"中"	"不裂"	"Leguminosae(豆科)"	"天津市宁河县"	"宁河一号田菁"	"--"	"1075"	"褐"	"--"	"中"	"出土"	"广州"	"--"	"圆"	"直立"	"--"	"--"	"腋生"	"褐黄"	"中"	"草本"	"夏"	"单出长椭圆不完全叶"	"--"	"全缘"	"青绿"	"--"	"不落"	"--"	"Sesbania(田菁属)"	"00000323"	"强"	"--"	"Sesbania cannabina Pers.(普通田菁)"	"短圆"	"--"	"中"	"不落"	"青绿"	"灰绿带褐"	"黄"	"--"	"中"	"有限"	"I7A00163"	"--"	"--"	"钝尖"	"天津"	"--"	"短圆柱"	"--"	"二回羽状复"	"对生"	"--"	"长椭圆"	"--"	"89"	"169.0"	"--"	"--"	"中"	"--"	"--"	"广东农科院"	"--"	"强"	"一年生"	"圆"	"青绿"	"59.0"
"197"	"强"	"易裂"	"Leguminosae(豆科)"	"印度尼西亚"	"印尼多刺田菁"	"--"	"3350"	"--"	"0.53"	"强"	"出土"	"广州"	"8.12"	"圆"	"直立"	"28.10"	"--"	"腋生"	"褐黄"	"强"	"草本"	"夏"	"单出长椭圆不完全叶"	"--"	"全缘"	"绿带红"	"80.6"	"不落"	"5.04"	"Sesbania(田菁属)"	"00000328"	"强"	"5.17"	"Sesbania aculeata Pers.(多刺田菁)"	"短圆"	"强"	"强"	"不落"	"青绿"	"暗灰绿"	"黄"	"9.25"	"中"	"有限"	"I7A00166"	"中"	"--"	"钝尖"	"国外"	"0.53"	"细长条形"	"8.30"	"二回羽状复"	"对生"	"24.7"	"长椭圆"	"1.42"	"141"	"340.0"	"--"	"--"	"强"	"--"	"14.30"	"广东农科院土肥所"	"--"	"中"	"一年生"	"圆"	"深绿"	"99.0"
"198"	"中"	"易裂"	"Leguminosae(豆科)"	"几内亚"	"几内亚田菁"	"--"	"--"	"灰白"	"0.57"	"中"	"出土"	"广州"	"10.09"	"圆"	"直立"	"26.30"	"--"	"腋生"	"褐"	"中"	"草本"	"夏"	"单出长椭圆不完全叶"	"--"	"全缘"	"绿带红"	"14.7"	"不落"	"5.04"	"Sesbania(田菁属)"	"00000330"	"强"	"5.20"	"Sesbania aculeata Pers.(多刺田菁)"	"短椭"	"中"	"中"	"不落"	"褐绿"	"棕褐"	"淡黄"	"12.25"	"中"	"有限"	"I7A00564"	"中"	"--"	"钝尖"	"国外"	"1.83"	"细长条形"	"10.20"	"二回羽状复"	"对生"	"22.8"	"长椭圆"	"1.45"	"220"	"395.0"	"--"	"--"	"中"	"--"	"17.40"	"广东农科院土肥所"	"--"	"强"	"一年生"	"圆"	"深绿"	"--"
"199"	"弱"	"不裂"	"Leguminosae(豆科)"	"毛里塔尼亚"	"毛里塔尼亚田菁"	"--"	"--"	"灰白"	"0.74"	"中"	"出土"	"广州"	"9.23"	"圆"	"直立"	"--"	"--"	"腋生"	"黄褐"	"中"	"草本"	"夏"	"单出椭圆不完全叶"	"--"	"全缘"	"绿带红"	"95.9"	"不落"	"5.04"	"Sesbania(田菁属)"	"00000335"	"强"	"5.20"	"Sesbania rostrata(毛萼田菁)"	"短圆"	"强"	"强"	"不落"	"青绿"	"墨绿略带褐"	"淡黄"	"2.10"	"中"	"有限"	"I7A00565"	"强"	"--"	"钝尖"	"国外"	"0.16"	"细长条形"	"10.15"	"二回羽状复"	"对生"	"25.7"	"长椭圆"	"0.87"	"208"	"388.0"	"--"	"--"	"中"	"--"	"14.90"	"广东农科院土肥所"	"--"	"强"	"一年生"	"圆"	"青带红"	"--"
"200"	"强"	"不裂"	"Leguminosae(豆科)"	"印度"	"印度大田菁"	"--"	"--"	"淡黄"	"0.12"	"中"	"出土"	"广州"	"10.13"	"圆"	"直立"	"--"	"--"	"腋生"	"褐黄"	"中"	"草本"	"夏"	"单出长椭圆不完全叶"	"--"	"全缘"	"绿带红"	"23.5"	"不落"	"5.04"	"Sesbania(田菁属)"	"00000336"	"强"	"5.18"	"Sesbania speciosa(美丽田菁)"	"扁圆"	"--"	"强"	"不落"	"青绿"	"酪黄"	"白"	"--"	"弱"	"有限"	"I7A00260"	"中"	"--"	"钝尖"	"国外"	"0.42"	"扁方形长条棱"	"10.28"	"二回羽状复"	"对生"	"12.7"	"长椭圆"	"0.48"	"268"	"317.0"	"--"	"--"	"强"	"--"	"--"	"广东农科院土肥所"	"--"	"强"	"一年生"	"圆"	"浓绿"	"--"
