"id"	"蛋氨酸"	"科名"	"保存编号"	"品种名称"	"谷氨酸"	"播种期"	"结荚习性"	"精氨酸"	"丙氨酸"	"单株产量"	"总和"	"酪氨酸"	"天冬氨酸"	"异亮氨酸"	"省"	"色氨酸"	"脂肪"	"组氨酸"	"分枝数"	"全生育日数"	"样品类型"	"总淀粉"	"百粒重"	"苏氨酸"	"统一编号"	"苯丙氨酸"	"学名"	"粒形"	"胱氨酸"	"支链淀粉"	"花色"	"成熟期"	"蛋白质"	"属名"	"亮氨酸"	"库编号"	"生长习性"	"原产地"	"甘氨酸"	"单荚粒数"	"缬氨酸"	"直链淀粉"	"单株荚数"	"粒色"	"备注"	"脯氨酸"	"赖氨酸"	"荚长"	"丝氨酸"	"保存单位"	"荚色"	"译名"	"种子来源"	"株高"	"茎粗大小"	"蚜害病评价"	"荚型"	"株型"	"褐斑病指数"	"苗期耐盐"	"来源"	"锈病评价"	"茎粗"	"褐斑病级"	"锈病病级"	"耐旱性"	"蚜害病指数"	"白粉病评价"	"薯肉色"	"均匀度"	"白粉病级"	"顶叶色"	"赤斑病指数"	"芽期抗旱"	"脉基色"	"蚜害病级"	"最长蔓长"	"抗涝性"	"白粉病指数"	"柄基色"	"赤斑病级"	"耐盐性"	"育成年份"	"叶形"	"粗蛋白"	"蚜害病指"	"薯瘟抗性1"	"有效枝"	"耐贮性"	"熟期抗旱"	"烘干率"	"锈病指数"	"选育单位"	"产量"	"谷氨"	"谷"	"芽期耐盐"	"茎端茸毛"	"粒型"	"粗脂肪"	"叶片宽"	"熟性"	"基部分枝"	"赤斑病评价"	"叶色"	"褐斑病评价"
"226"	"--"	"Leguminosae(豆科)"	"31"	"--"	"--"	"4.15"	"无限"	"--"	"--"	"29.5"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"4.4"	"112"	"国外"	"--"	"33.7"	"--"	"L0000226"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"8.05"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00110"	"丛生"	"--"	"--"	"1.1"	"--"	"--"	"82.4"	"浅红"	"--"	"--"	"--"	"--"	"--"	"新疆农科院品资室"	"黄"	"引 K150"	"ICARDA"	"48.4"																																																				
"227"	"--"	"Leguminosae(豆科)"	"32"	"--"	"--"	"4.15"	"无限"	"--"	"--"	"61.9"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"5.5"	"110"	"国外"	"--"	"25.2"	"--"	"L0000227"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"8.03"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00111"	"丛生"	"--"	"--"	"2.0"	"--"	"--"	"91.0"	"浅红"	"--"	"--"	"--"	"--"	"--"	"新疆农科院品资室"	"黄"	"引 K151"	"ICARDA"	"42.5"																																																				
"228"	"--"	"Leguminosae(豆科)"	"33"	"--"	"--"	"4.15"	"无限"	"--"	"--"	"16.3"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"8.4"	"105"	"国外"	"--"	"33.5"	"--"	"L0000228"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"7.29"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00220"	"丛生"	"--"	"--"	"1.1"	"--"	"--"	"52.2"	"浅红"	"--"	"--"	"--"	"--"	"--"	"新疆农科院品资室"	"黄"	"引 K152"	"ICARDA"	"55.4"																																																				
"229"	"--"	"Leguminosae(豆科)"	"37"	"--"	"--"	"4.15"	"无限"	"--"	"--"	"10.3"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"6.4"	"103"	"国外"	"--"	"18.2"	"--"	"L0000229"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"7.27"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00112"	"丛生"	"--"	"--"	"1.3"	"--"	"--"	"54.2"	"浅红"	"--"	"--"	"--"	"--"	"--"	"新疆农科院品资室"	"黄"	"引 K159"	"ICARDA"	"38.4"																																																				
"230"	"--"	"Leguminosae(豆科)"	"25"	"--"	"--"	"4.15"	"无限"	"--"	"--"	"13.7"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"5.4"	"101"	"国外"	"--"	"19.0"	"--"	"L0000230"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"浅紫"	"7.25"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00221"	"丛生"	"--"	"--"	"1.1"	"--"	"--"	"80.8"	"褐"	"--"	"--"	"--"	"--"	"--"	"新疆农科院品资室"	"黄"	"引 K142"	"ICARDA"	"37.2"																																																				
"231"	"--"	"Leguminosae(豆科)"	"2"	"--"	"--"	"4.15"	"无限"	"--"	"--"	"12.6"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"4.0"	"101"	"国外"	"--"	"21.3"	"--"	"L0000231"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"浅紫"	"7.25"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00113"	"丛生"	"--"	"--"	"1.2"	"--"	"--"	"37.5"	"浅红"	"--"	"--"	"--"	"--"	"--"	"新疆农科院品资室"	"黄"	"鹰嘴豆"	"苏联"	"49.0"																																																				
"232"	"--"	"Leguminosae(豆科)"	"K9"	"phuley-G-3"	"--"	"3.10"	"无限"	"--"	"--"	"5.7"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"10.3"	"104"	"国外"	"--"	"20.3"	"--"	"L0000258"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"红"	"6.22"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00185"	"直立"	"印度"	"--"	"1.2"	"--"	"--"	"35.0"	"黄"	"--"	"--"	"--"	"1.6"	"--"	"中国农科院品资所"	"黄"	"鹰咀豆"	"ICRISAT"	"41.4"																																																				
"233"	"--"	"Leguminosae(豆科)"	"K11"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"3.6"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"11.5"	"97"	"国外"	"--"	"29.8"	"--"	"L0000259"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"6.15"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00214"	"直立"	"印度"	"--"	"1.6"	"--"	"--"	"8.0"	"黄"	"--"	"--"	"--"	"2.3"	"--"	"中国农科院品资所"	"黄"	"鹰咀豆"	"ICRISAT"	"42.6"																																																				
"234"	"--"	"Leguminosae(豆科)"	"K98"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"10.2"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"10.0"	"100"	"国外"	"--"	"34.7"	"--"	"L0000260"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"6.18"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00186"	"直立"	"印度"	"--"	"1.9"	"--"	"--"	"17.0"	"白"	"--"	"--"	"--"	"2.1"	"--"	"中国农科院品资所"	"黄"	"鹰咀豆"	"美国"	"43.5"																																																				
"235"	"--"	"Leguminosae(豆科)"	"K58"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"9.2"	"--"	"--"	"--"	"--"	"国外"	"--"	"5.74"	"--"	"14.2"	"104"	"国外"	"47.85"	"27.4"	"--"	"L0000261"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"35.14"	"白"	"6.22"	"19.59"	"Cicer(鹰嘴豆属)"	"--"	"I2N00187"	"直立"	"--"	"--"	"1.2"	"--"	"12.71"	"28.7"	"白"	"--"	"--"	"--"	"1.9"	"--"	"中国农科院品资所"	"黄"	"鹰咀豆"	"ICARDA"	"50.1"																																																				
"236"	"--"	"Leguminosae(豆科)"	"K116"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"1.3"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"12.3"	"97"	"国外"	"--"	"14.2"	"--"	"L0000262"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"6.15"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"直立"	"--"	"--"	"1.1"	"--"	"--"	"8.7"	"白"	"--"	"--"	"--"	"2.1"	"--"	"中国农科院品资所"	"黄"	"鹰咀豆"	"ICARDA"	"41.0"																																																				
"237"	"--"	"Leguminosae(豆科)"	"K117"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"1.5"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"11.4"	"97"	"国外"	"--"	"14.4"	"--"	"L0000263"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"6.15"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"直立"	"--"	"--"	"1.5"	"--"	"--"	"8.1"	"白"	"--"	"--"	"--"	"1.7"	"--"	"中国农科院品资所"	"黄"	"鹰咀豆"	"ICARDA"	"41.8"																																																				
"238"	"--"	"Leguminosae(豆科)"	"K124"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"1.5"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"7.4"	"97"	"国外"	"--"	"17.9"	"--"	"L0000264"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"6.15"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00215"	"直立"	"--"	"--"	"1.1"	"--"	"--"	"10.2"	"白"	"--"	"--"	"--"	"2.0"	"--"	"中国农科院品资所"	"黄"	"鹰咀豆"	"ICARDA"	"44.2"																																																				
"239"	"--"	"Leguminosae(豆科)"	"K125"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"3.5"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"9.6"	"97"	"国外"	"--"	"18.0"	"--"	"L0000265"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"6.15"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"直立"	"--"	"--"	"1.6"	"--"	"--"	"13.9"	"白"	"--"	"--"	"--"	"2.4"	"--"	"中国农科院品资所"	"黄"	"鹰咀豆"	"ICARDA"	"48.6"																																																				
"240"	"--"	"Leguminosae(豆科)"	"K142"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"0.6"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"12.0"	"97"	"国外"	"--"	"13.5"	"--"	"L0000266"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"6.15"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"直立"	"--"	"--"	"0.8"	"--"	"--"	"7.5"	"白"	"--"	"--"	"--"	"1.4"	"--"	"中国农科院品资所"	"黄"	"鹰咀豆"	"ICARDA"	"23.5"																																																				
"241"	"--"	"Leguminosae(豆科)"	"K143"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"4.5"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"5.5"	"97"	"国外"	"--"	"26.0"	"--"	"L0000267"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"6.15"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"直立"	"--"	"--"	"1.4"	"--"	"--"	"13.5"	"白"	"--"	"--"	"--"	"2.1"	"--"	"中国农科院品资所"	"黄"	"鹰咀豆"	"ICARDA"	"30.3"																																																				
"242"	"--"	"Leguminosae(豆科)"	"K148"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"1.3"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"7.3"	"97"	"国外"	"--"	"13.1"	"--"	"L0000268"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"6.15"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"直立"	"--"	"--"	"1.5"	"--"	"--"	"7.6"	"白"	"--"	"--"	"--"	"2.0"	"--"	"中国农科院品资所"	"黄"	"鹰咀豆"	"ICARDA"	"36.8"																																																				
"243"	"--"	"Leguminosae(豆科)"	"K157"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"1.8"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"9.9"	"97"	"国外"	"--"	"12.3"	"--"	"L0000269"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"6.15"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"直立"	"--"	"--"	"1.7"	"--"	"--"	"10.0"	"白"	"--"	"--"	"--"	"1.6"	"--"	"中国农科院品资所"	"黄"	"鹰咀豆"	"ICARDA"	"34.3"																																																				
"244"	"--"	"Leguminosae(豆科)"	"K158"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"2.0"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"10.0"	"100"	"国外"	"--"	"8.5"	"--"	"L0000270"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"6.18"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"直立"	"--"	"--"	"1.4"	"--"	"--"	"17.8"	"白"	"--"	"--"	"--"	"1.4"	"--"	"中国农科院品资所"	"黄"	"鹰咀豆"	"ICARDA"	"30.4"																																																				
"245"	"--"	"Leguminosae(豆科)"	"K159"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"4.9"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"9.9"	"100"	"国外"	"--"	"18.5"	"--"	"L0000271"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"6.18"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00188"	"直立"	"--"	"--"	"1.6"	"--"	"--"	"16.8"	"白"	"--"	"--"	"--"	"1.7"	"--"	"中国农科院品资所"	"黄"	"鹰咀豆"	"ICARDA"	"44.2"																																																				
"246"	"--"	"Leguminosae(豆科)"	"K160"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"1.3"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"6.5"	"97"	"国外"	"--"	"16.3"	"--"	"L0000272"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"6.15"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"直立"	"--"	"--"	"2.0"	"--"	"--"	"2.5"	"白"	"--"	"--"	"--"	"2.0"	"--"	"中国农科院品资所"	"黄"	"鹰咀豆"	"ICARDA"	"34.0"																																																				
"247"	"--"	"Leguminosae(豆科)"	"K56"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"8.2"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"10.1"	"104"	"国外"	"--"	"29.4"	"--"	"L0000273"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"6.22"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00189"	"直立"	"--"	"--"	"1.1"	"--"	"--"	"26.2"	"褐"	"--"	"--"	"--"	"2.3"	"--"	"中国农科院品资所"	"黄"	"鹰咀豆"	"ICARDA"	"57.4"																																																				
"248"	"--"	"Leguminosae(豆科)"	"K95-1"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"6.1"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"8.0"	"104"	"国外"	"--"	"27.5"	"--"	"L0000274"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"6.22"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00190"	"直立"	"伊朗"	"--"	"1.0"	"--"	"--"	"23.0"	"白"	"--"	"--"	"--"	"2.4"	"--"	"中国农科院品资所"	"黄"	"鹰咀豆"	"美国"	"52.0"																																																				
"249"	"--"	"Leguminosae(豆科)"	"K105"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"2.0"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"15.3"	"104"	"国外"	"--"	"20.0"	"--"	"L0000275"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"6.22"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"直立"	"伊朗"	"--"	"1.3"	"--"	"--"	"8.0"	"白"	"--"	"--"	"--"	"1.8"	"--"	"中国农科院品资所"	"黄"	"鹰咀豆"	"美国"	"47.0"																																																				
"250"	"--"	"Leguminosae(豆科)"	"K162"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"3.2"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"13.5"	"97"	"国外"	"--"	"24.8"	"--"	"L0000276"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"6.15"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"直立"	"智利"	"--"	"1.1"	"--"	"--"	"12.0"	"白"	"--"	"--"	"--"	"1.1"	"--"	"中国农科院品资所"	"黄"	"鹰咀豆"	"--"	"44.3"																																																				
"251"	"--"	"Leguminosae(豆科)"	"K168"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"3.2"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"8.3"	"97"	"国外"	"--"	"18.1"	"--"	"L0000277"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"6.15"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"直立"	"土耳其"	"--"	"1.3"	"--"	"--"	"14.5"	"白"	"--"	"--"	"--"	"2.7"	"--"	"中国农科院品资所"	"黄"	"鹰咀豆"	"--"	"51.1"																																																				
"252"	"--"	"Leguminosae(豆科)"	"K31"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"1.5"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"9.0"	"97"	"国外"	"--"	"18.8"	"--"	"L0000278"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"红"	"6.15"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"直立"	"--"	"--"	"1.2"	"--"	"--"	"7.0"	"褐"	"--"	"--"	"--"	"2.0"	"--"	"中国农科院品资所"	"黄"	"鹰咀豆"	"ICARDA"	"30.5"																																																				
"253"	"--"	"Leguminosae(豆科)"	"K33"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"3.0"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"9.5"	"97"	"国外"	"--"	"25.0"	"--"	"L0000279"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"红"	"6.15"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"直立"	"--"	"--"	"0.8"	"--"	"--"	"16.0"	"褐"	"--"	"--"	"--"	"2.0"	"--"	"中国农科院品资所"	"黄"	"鹰咀豆"	"ICARDA"	"29.5"																																																				
"254"	"--"	"Leguminosae(豆科)"	"K34"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"4.5"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"9.1"	"97"	"国外"	"--"	"23.7"	"--"	"L0000280"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"红"	"6.15"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"直立"	"--"	"--"	"1.1"	"--"	"--"	"17.8"	"褐"	"--"	"--"	"--"	"1.9"	"--"	"中国农科院品资所"	"黄"	"鹰咀豆"	"ICARDA"	"36.3"																																																				
"255"	"--"	"Leguminosae(豆科)"	"K120"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"3.1"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"10.8"	"97"	"国外"	"--"	"20.9"	"--"	"L0000281"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"6.15"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"直立"	"--"	"--"	"1.1"	"--"	"--"	"14.3"	"褐"	"--"	"--"	"--"	"2.3"	"--"	"中国农科院品资所"	"黄"	"鹰咀豆"	"ICARDA"	"44.3"																																																				
"256"	"--"	"Leguminosae(豆科)"	"K123"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"4.2"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"11.6"	"104"	"国外"	"--"	"22.1"	"--"	"L0000282"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"6.22"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00191"	"直立"	"--"	"--"	"1.1"	"--"	"--"	"18.0"	"褐"	"--"	"--"	"--"	"1.9"	"--"	"中国农科院品资所"	"黄"	"鹰咀豆"	"ICARDA"	"54.1"																																																				
"257"	"--"	"Leguminosae(豆科)"	"K161"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"9.8"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"11.9"	"106"	"国外"	"--"	"20.8"	"--"	"L0000283"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"红"	"6.24"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00192"	"直立"	"--"	"--"	"1.6"	"--"	"--"	"32.6"	"褐"	"--"	"--"	"--"	"1.8"	"--"	"中国农科院品资所"	"黄"	"鹰咀豆"	"ICARDA"	"54.0"																																																				
"258"	"--"	"Leguminosae(豆科)"	"K55"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"2.8"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"5.9"	"100"	"国外"	"--"	"18.5"	"--"	"L0000284"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"6.18"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"直立"	"--"	"--"	"2.1"	"--"	"--"	"7.8"	"浅绿"	"--"	"--"	"--"	"2.0"	"--"	"中国农科院品资所"	"黄"	"鹰咀豆"	"ICARDA"	"40.5"																																																				
"259"	"--"	"Leguminosae(豆科)"	"K104"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"1.9"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"10.0"	"104"	"国外"	"--"	"19.0"	"--"	"L0000285"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"6.22"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"直立"	"--"	"--"	"1.4"	"--"	"--"	"7.3"	"浅绿"	"--"	"--"	"--"	"2.2"	"--"	"中国农科院品资所"	"黄"	"鹰咀豆"	"ICARDA"	"44.7"																																																				
"260"	"--"	"Leguminosae(豆科)"	"K93"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"3.7"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"3.5"	"100"	"国外"	"--"	"15.8"	"--"	"L0000286"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"红"	"6.18"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"直立"	"印度"	"--"	"1.6"	"--"	"--"	"14.8"	"绿"	"--"	"--"	"--"	"2.0"	"--"	"中国农科院品资所"	"黄"	"鹰咀豆"	"美国"	"36.3"																																																				
"261"	"--"	"Leguminosae(豆科)"	"K102"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"3.0"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"10.1"	"97"	"国外"	"--"	"10.7"	"--"	"L0000287"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"红"	"6.15"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00216"	"直立"	"印度"	"--"	"1.6"	"--"	"--"	"18.5"	"绿"	"--"	"--"	"--"	"1.5"	"--"	"中国农科院品资所"	"黄"	"鹰咀豆"	"美国"	"31.3"																																																				
"262"	"--"	"Leguminosae(豆科)"	"K95-2"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"8.2"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"8.1"	"100"	"国外"	"--"	"27.5"	"--"	"L0000288"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"6.18"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"直立"	"伊朗"	"--"	"1.3"	"--"	"--"	"23.6"	"绿"	"--"	"--"	"--"	"1.7"	"--"	"中国农科院品资所"	"黄"	"鹰咀豆"	"美国"	"39.2"																																																				
"263"	"--"	"Leguminosae(豆科)"	"86-1"	"81-59W"	"--"	"3.11"	"无限"	"--"	"--"	"14.0"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"7.0"	"133"	"国外"	"--"	"22.4"	"--"	"L0000289"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"7.22"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00193"	"半直"	"--"	"--"	"1.5"	"--"	"--"	"41.8"	"黄"	"--"	"--"	"--"	"2.1"	"--"	"山西农科院品资所"	"黄"	"81-59W"	"ICARDA"	"43.8"																																																				
"264"	"--"	"Leguminosae(豆科)"	"86-2"	"81-293C"	"--"	"3.11"	"无限"	"--"	"--"	"19.8"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"6.2"	"129"	"国外"	"--"	"27.3"	"--"	"L0000290"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"7.18"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00262"	"直立"	"--"	"--"	"1.8"	"--"	"--"	"40.4"	"黄"	"--"	"--"	"--"	"2.4"	"--"	"山西农科院品资所"	"黄"	"81-293C"	"ICARDA"	"43.6"																																																				
"265"	"--"	"Leguminosae(豆科)"	"86-3"	"82-5C"	"--"	"3.11"	"无限"	"--"	"--"	"22.4"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"5.9"	"133"	"国外"	"--"	"26.6"	"--"	"L0000291"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"7.22"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00263"	"半直"	"--"	"--"	"1.3"	"--"	"--"	"64.8"	"黄"	"--"	"--"	"--"	"2.2"	"--"	"山西农科院品资所"	"黄"	"82-5C"	"ICARDA"	"49.8"																																																				
"267"	"--"	"Leguminosae(豆科)"	"86-5"	"82-91C"	"--"	"3.11"	"无限"	"--"	"--"	"25.1"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"6.6"	"133"	"国外"	"--"	"29.0"	"--"	"L0000293"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"7.22"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00264"	"直立"	"--"	"--"	"1.4"	"--"	"--"	"62.0"	"黄"	"--"	"--"	"--"	"2.3"	"--"	"山西农科院品资所"	"黄"	"82-91C"	"ICARDA"	"85.6"																																																				
