"id"	"蛋氨酸"	"科名"	"保存编号"	"品种名称"	"谷氨酸"	"播种期"	"结荚习性"	"精氨酸"	"丙氨酸"	"单株产量"	"总和"	"酪氨酸"	"天冬氨酸"	"异亮氨酸"	"省"	"色氨酸"	"脂肪"	"组氨酸"	"分枝数"	"全生育日数"	"样品类型"	"总淀粉"	"百粒重"	"苏氨酸"	"统一编号"	"苯丙氨酸"	"学名"	"粒形"	"胱氨酸"	"支链淀粉"	"花色"	"成熟期"	"蛋白质"	"属名"	"亮氨酸"	"库编号"	"生长习性"	"原产地"	"甘氨酸"	"单荚粒数"	"缬氨酸"	"直链淀粉"	"单株荚数"	"粒色"	"备注"	"脯氨酸"	"赖氨酸"	"荚长"	"丝氨酸"	"保存单位"	"荚色"	"译名"	"种子来源"	"株高"	"茎粗大小"	"蚜害病评价"	"荚型"	"株型"	"褐斑病指数"	"苗期耐盐"	"来源"	"锈病评价"	"茎粗"	"褐斑病级"	"锈病病级"	"耐旱性"	"蚜害病指数"	"白粉病评价"	"薯肉色"	"均匀度"	"白粉病级"	"顶叶色"	"赤斑病指数"	"芽期抗旱"	"脉基色"	"蚜害病级"	"最长蔓长"	"抗涝性"	"白粉病指数"	"柄基色"	"赤斑病级"	"耐盐性"	"育成年份"	"叶形"	"粗蛋白"	"蚜害病指"	"薯瘟抗性1"	"有效枝"	"耐贮性"	"熟期抗旱"	"烘干率"	"锈病指数"	"选育单位"	"产量"	"谷氨"	"谷"	"芽期耐盐"	"茎端茸毛"	"粒型"	"粗脂肪"	"叶片宽"	"熟性"	"基部分枝"	"赤斑病评价"	"叶色"	"褐斑病评价"
"106"	"--"	"Leguminosae(豆科)"	"CP69"	"102"	"--"	"5.02"	"无限"	"--"	"--"	"16.2"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"27.1"	"126"	"国外"	"--"	"25.9"	"--"	"L0000106"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"9.05"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00022"	"丛生"	"--"	"--"	"1.0"	"--"	"--"	"61.1"	"黄"	"--"	"--"	"--"	"2.4"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"57.5"																																																				
"107"	"--"	"Leguminosae(豆科)"	"CP80"	"115"	"--"	"5.03"	"无限"	"--"	"--"	"17.2"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"26.0"	"125"	"国外"	"--"	"18.6"	"--"	"L0000107"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"9.05"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00032"	"丛生"	"--"	"--"	"1.1"	"--"	"--"	"82.8"	"黄"	"--"	"--"	"--"	"2.8"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"58.6"																																																				
"108"	"--"	"Leguminosae(豆科)"	"CP87"	"210"	"--"	"5.02"	"无限"	"--"	"--"	"10.9"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"24.6"	"128"	"国外"	"--"	"22.7"	"--"	"L0000108"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"9.07"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00033"	"丛生"	"--"	"--"	"1.0"	"--"	"--"	"49.1"	"黄"	"--"	"--"	"--"	"2.2"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"47.5"																																																				
"109"	"--"	"Leguminosae(豆科)"	"CP82"	"201"	"--"	"5.03"	"无限"	"--"	"--"	"13.0"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"20.0"	"139"	"国外"	"--"	"20.5"	"--"	"L0000109"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"9.21"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00034"	"丛生"	"--"	"--"	"0.8"	"--"	"--"	"77.8"	"黄"	"--"	"--"	"--"	"2.3"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"78.2"																																																				
"110"	"--"	"Leguminosae(豆科)"	"CP95"	"301"	"--"	"5.03"	"无限"	"--"	"--"	"8.3"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"15.8"	"146"	"国外"	"--"	"18.8"	"--"	"L0000110"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"9.26"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"丛生"	"--"	"--"	"0.9"	"--"	"--"	"48.9"	"黄"	"--"	"--"	"--"	"2.4"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"66.7"																																																				
"111"	"--"	"Leguminosae(豆科)"	"CP86"	"206"	"--"	"5.03"	"无限"	"--"	"--"	"12.6"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"29.2"	"127"	"国外"	"--"	"14.4"	"--"	"L0000111"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"9.07"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00035"	"丛生"	"--"	"--"	"1.1"	"--"	"--"	"77.6"	"黄"	"--"	"--"	"--"	"2.7"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"40.7"																																																				
"112"	"--"	"Leguminosae(豆科)"	"CP81"	"116"	"--"	"5.03"	"无限"	"--"	"--"	"12.5"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"23.9"	"136"	"国外"	"--"	"21.8"	"--"	"L0000112"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"9.16"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00020"	"丛生"	"--"	"--"	"1.0"	"--"	"--"	"59.8"	"黄"	"--"	"--"	"--"	"2.3"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"66.4"																																																				
"113"	"--"	"Leguminosae(豆科)"	"CP91"	"213"	"--"	"5.03"	"无限"	"--"	"--"	"19.3"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"38.8"	"125"	"国外"	"--"	"23.9"	"--"	"L0000113"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"9.03"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00036"	"丛生"	"--"	"--"	"0.9"	"--"	"--"	"89.9"	"黄"	"--"	"--"	"--"	"2.1"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"57.0"																																																				
"114"	"--"	"Leguminosae(豆科)"	"CP84"	"204"	"--"	"5.03"	"无限"	"--"	"--"	"8.8"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"15.9"	"124"	"国外"	"--"	"19.2"	"--"	"L0000114"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"9.04"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00021"	"丛生"	"--"	"--"	"1.2"	"--"	"--"	"38.0"	"黄"	"--"	"--"	"--"	"2.5"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"55.8"																																																				
"115"	"--"	"Leguminosae(豆科)"	"CP96"	"306"	"--"	"5.03"	"无限"	"--"	"--"	"9.3"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"13.7"	"146"	"国外"	"--"	"22.8"	"--"	"L0000115"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"9.26"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00037"	"丛生"	"--"	"--"	"1.2"	"--"	"--"	"47.6"	"黄"	"--"	"--"	"--"	"2.1"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"67.9"																																																				
"116"	"--"	"Leguminosae(豆科)"	"CP97"	"307"	"--"	"5.02"	"无限"	"--"	"--"	"17.1"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"19.5"	"147"	"国外"	"--"	"22.5"	"--"	"L0000116"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"9.26"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00038"	"丛生"	"--"	"--"	"1.0"	"--"	"--"	"69.0"	"黄"	"--"	"--"	"--"	"2.4"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"64.4"																																																				
"117"	"--"	"Leguminosae(豆科)"	"CP99"	"304"	"--"	"5.03"	"无限"	"--"	"--"	"7.6"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"14.5"	"146"	"国外"	"--"	"21.3"	"--"	"L0000117"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"9.26"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00039"	"丛生"	"--"	"--"	"0.9"	"--"	"--"	"40.6"	"黄"	"--"	"--"	"--"	"2.3"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"76.3"																																																				
"118"	"--"	"Leguminosae(豆科)"	"CP101"	"405"	"--"	"5.03"	"无限"	"--"	"--"	"17.2"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"22.3"	"137"	"国外"	"--"	"23.0"	"--"	"L0000118"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"9.17"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00040"	"丛生"	"--"	"--"	"1.0"	"--"	"--"	"78.9"	"黄"	"--"	"--"	"--"	"2.4"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"60.3"																																																				
"119"	"--"	"Leguminosae(豆科)"	"CP102"	"406"	"--"	"5.03"	"无限"	"--"	"--"	"6.5"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"24.2"	"125"	"国外"	"--"	"17.7"	"--"	"L0000119"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"9.05"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00041"	"丛生"	"--"	"--"	"1.0"	"--"	"--"	"46.6"	"黄"	"--"	"--"	"--"	"2.1"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"47.1"																																																				
"120"	"--"	"Leguminosae(豆科)"	"CP103"	"407"	"--"	"5.03"	"无限"	"--"	"--"	"9.3"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"20.0"	"125"	"国外"	"--"	"15.3"	"--"	"L0000120"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"9.05"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00042"	"丛生"	"--"	"--"	"1.2"	"--"	"--"	"50.1"	"黄"	"--"	"--"	"--"	"2.2"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"42.0"																																																				
"121"	"--"	"Leguminosae(豆科)"	"CP104"	"408"	"--"	"5.04"	"无限"	"--"	"--"	"22.2"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"37.8"	"124"	"国外"	"--"	"19.9"	"--"	"L0000121"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"9.05"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00043"	"丛生"	"--"	"--"	"1.0"	"--"	"--"	"111.3"	"黄"	"--"	"--"	"--"	"2.2"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"54.2"																																																				
"122"	"--"	"Leguminosae(豆科)"	"CP176"	"--"	"--"	"5.03"	"无限"	"--"	"--"	"10.0"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"15.3"	"165"	"国外"	"--"	"39.9"	"--"	"L0000122"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"10.12"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"丛生"	"--"	"--"	"0.6"	"--"	"--"	"39.2"	"黄"	"--"	"--"	"--"	"2.6"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"135.5"																																																				
"123"	"--"	"Leguminosae(豆科)"	"CP107"	"414"	"--"	"5.03"	"无限"	"--"	"--"	"5.8"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"10.0"	"125"	"国外"	"--"	"30.0"	"--"	"L0000123"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"9.05"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00044"	"丛生"	"--"	"--"	"0.9"	"--"	"--"	"21.5"	"黄"	"--"	"--"	"--"	"2.5"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"64.9"																																																				
"124"	"--"	"Leguminosae(豆科)"	"CP108"	"415"	"--"	"5.03"	"无限"	"--"	"--"	"16.2"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"13.0"	"125"	"国外"	"--"	"39.7"	"--"	"L0000124"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"9.05"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00045"	"丛生"	"--"	"--"	"1.1"	"--"	"--"	"38.7"	"黄"	"--"	"--"	"--"	"2.9"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"58.1"																																																				
"125"	"--"	"Leguminosae(豆科)"	"CP109"	"423"	"--"	"5.03"	"无限"	"--"	"--"	"9.2"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"19.7"	"125"	"国外"	"--"	"16.8"	"--"	"L0000125"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"9.05"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00046"	"丛生"	"--"	"--"	"1.0"	"--"	"--"	"53.8"	"黄"	"--"	"--"	"--"	"2.1"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"61.0"																																																				
"126"	"--"	"Leguminosae(豆科)"	"CP113"	"105"	"--"	"5.03"	"无限"	"--"	"--"	"5.5"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"10.6"	"141"	"国外"	"--"	"35.6"	"--"	"L0000126"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"9.21"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"丛生"	"--"	"--"	"0.7"	"--"	"--"	"21.6"	"黄"	"--"	"--"	"--"	"2.5"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"66.9"																																																				
"127"	"--"	"Leguminosae(豆科)"	"CP118"	"--"	"--"	"5.04"	"无限"	"--"	"--"	"9.7"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"12.1"	"134"	"国外"	"--"	"33.5"	"--"	"L0000127"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"9.15"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00047"	"丛生"	"--"	"--"	"0.9"	"--"	"--"	"31.6"	"黄"	"--"	"--"	"--"	"2.6"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"57.8"																																																				
"128"	"--"	"Leguminosae(豆科)"	"CP137"	"--"	"--"	"5.03"	"无限"	"--"	"--"	"6.9"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"13.9"	"160"	"国外"	"--"	"29.0"	"--"	"L0000128"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"10.04"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"丛生"	"--"	"--"	"0.7"	"--"	"--"	"33.5"	"黄"	"--"	"--"	"--"	"2.6"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"113.6"																																																				
"129"	"--"	"Leguminosae(豆科)"	"CP105"	"411"	"--"	"5.03"	"无限"	"--"	"--"	"13.4"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"27.1"	"125"	"国外"	"--"	"24.4"	"--"	"L0000129"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"9.05"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00023"	"丛生"	"--"	"--"	"1.0"	"--"	"--"	"54.4"	"黄"	"--"	"--"	"--"	"2.2"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"55.2"																																																				
"130"	"--"	"Leguminosae(豆科)"	"CP90"	"216"	"--"	"5.03"	"无限"	"--"	"--"	"7.6"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"18.2"	"125"	"国外"	"--"	"15.4"	"--"	"L0000130"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"紫"	"9.05"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"丛生"	"--"	"--"	"1.3"	"--"	"--"	"39.2"	"黄"	"--"	"--"	"--"	"2.5"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"51.2"																																																				
"131"	"--"	"Leguminosae(豆科)"	"CP92"	"214"	"--"	"5.02"	"无限"	"--"	"--"	"20.4"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"37.4"	"124"	"国外"	"--"	"21.5"	"--"	"L0000131"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"紫"	"9.03"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00048"	"丛生"	"--"	"--"	"1.0"	"--"	"--"	"94.2"	"黄"	"--"	"--"	"--"	"2.3"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"46.6"																																																				
"132"	"--"	"Leguminosae(豆科)"	"CP93"	"215"	"--"	"5.03"	"无限"	"--"	"--"	"8.0"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"36.4"	"123"	"国外"	"--"	"8.0"	"--"	"L0000132"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"紫"	"9.03"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00049"	"丛生"	"--"	"--"	"1.5"	"--"	"--"	"66.0"	"黄"	"--"	"--"	"--"	"2.3"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"34.2"																																																				
"133"	"--"	"Leguminosae(豆科)"	"CP106"	"413"	"--"	"5.03"	"无限"	"--"	"--"	"11.7"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"21.0"	"125"	"国外"	"--"	"23.1"	"--"	"L0000133"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"紫"	"9.05"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00050"	"丛生"	"--"	"--"	"1.1"	"--"	"--"	"44.6"	"黄"	"--"	"--"	"--"	"2.2"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"47.3"																																																				
"134"	"--"	"Leguminosae(豆科)"	"CP12"	"--"	"--"	"5.03"	"无限"	"--"	"--"	"15.0"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"17.5"	"122"	"国外"	"--"	"16.1"	"--"	"L0000134"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"紫"	"9.02"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00051"	"丛生"	"--"	"--"	"1.4"	"--"	"--"	"65.4"	"黄"	"--"	"--"	"--"	"2.2"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"68.6"																																																				
"135"	"--"	"Leguminosae(豆科)"	"CP14"	"--"	"--"	"5.02"	"无限"	"--"	"--"	"12.7"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"21.7"	"124"	"国外"	"--"	"17.5"	"--"	"L0000135"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"紫"	"9.03"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00052"	"丛生"	"--"	"--"	"1.3"	"--"	"--"	"55.3"	"黑"	"--"	"--"	"--"	"2.5"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"55.2"																																																				
"136"	"--"	"Leguminosae(豆科)"	"CP21"	"--"	"--"	"5.02"	"无限"	"--"	"--"	"6.4"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"12.0"	"142"	"国外"	"--"	"12.3"	"--"	"L0000136"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"紫"	"9.21"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"丛生"	"--"	"--"	"1.1"	"--"	"--"	"45.5"	"黑"	"--"	"--"	"--"	"2.1"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"81.9"																																																				
"137"	"--"	"Leguminosae(豆科)"	"CP35"	"--"	"--"	"5.04"	"无限"	"--"	"--"	"14.6"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"21.9"	"123"	"国外"	"--"	"14.6"	"--"	"L0000137"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"紫"	"9.04"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00053"	"丛生"	"--"	"--"	"1.5"	"--"	"--"	"69.8"	"黑"	"--"	"--"	"--"	"2.0"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"61.6"																																																				
"138"	"--"	"Leguminosae(豆科)"	"CP52"	"--"	"--"	"5.04"	"无限"	"--"	"--"	"4.3"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"7.6"	"132"	"国外"	"--"	"13.8"	"--"	"L0000138"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"紫"	"9.23"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"丛生"	"--"	"--"	"1.3"	"--"	"--"	"24.6"	"黑"	"--"	"--"	"--"	"2.2"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"71.4"																																																				
"139"	"--"	"Leguminosae(豆科)"	"CP51"	"--"	"--"	"5.04"	"无限"	"--"	"--"	"9.0"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"21.3"	"123"	"国外"	"--"	"15.5"	"--"	"L0000139"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"紫"	"9.04"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00054"	"丛生"	"--"	"--"	"1.2"	"--"	"--"	"49.2"	"黑"	"--"	"--"	"--"	"2.3"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"64.5"																																																				
"140"	"--"	"Leguminosae(豆科)"	"CP36"	"--"	"--"	"5.03"	"无限"	"--"	"--"	"13.1"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"21.7"	"124"	"国外"	"--"	"13.1"	"--"	"L0000140"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"紫"	"9.04"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00018"	"丛生"	"--"	"--"	"1.4"	"--"	"--"	"61.1"	"黑"	"--"	"--"	"--"	"2.4"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"60.5"																																																				
"141"	"--"	"Leguminosae(豆科)"	"CP98"	"308"	"--"	"5.05"	"无限"	"--"	"--"	"9.9"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"25.8"	"123"	"国外"	"--"	"12.5"	"--"	"L0000141"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"紫"	"9.05"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00055"	"丛生"	"--"	"--"	"1.4"	"--"	"--"	"55.9"	"黑"	"--"	"--"	"--"	"2.2"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"57.3"																																																				
"142"	"--"	"Leguminosae(豆科)"	"CP114"	"109"	"--"	"5.03"	"无限"	"--"	"--"	"7.6"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"14.8"	"124"	"国外"	"--"	"13.6"	"--"	"L0000142"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"紫"	"9.04"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00056"	"丛生"	"--"	"--"	"1.2"	"--"	"--"	"46.1"	"黑"	"--"	"--"	"--"	"2.4"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"48.7"																																																				
"143"	"--"	"Leguminosae(豆科)"	"CP122"	"--"	"--"	"5.03"	"无限"	"--"	"--"	"9.2"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"16.2"	"125"	"国外"	"--"	"13.0"	"--"	"L0000143"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"紫"	"9.05"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00057"	"丛生"	"--"	"--"	"1.4"	"--"	"--"	"52.4"	"黑"	"--"	"--"	"--"	"2.1"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"57.9"																																																				
"144"	"--"	"Leguminosae(豆科)"	"CP124"	"--"	"--"	"5.02"	"无限"	"--"	"--"	"5.5"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"13.2"	"126"	"国外"	"--"	"13.1"	"--"	"L0000144"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"紫"	"9.05"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"丛生"	"--"	"--"	"1.2"	"--"	"--"	"35.9"	"黑"	"--"	"--"	"--"	"2.2"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"58.9"																																																				
"145"	"--"	"Leguminosae(豆科)"	"CP8"	"--"	"--"	"5.03"	"无限"	"--"	"--"	"19.7"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"26.6"	"137"	"国外"	"--"	"19.6"	"--"	"L0000145"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"紫"	"9.17"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00058"	"丛生"	"--"	"--"	"1.2"	"--"	"--"	"86.7"	"褐"	"--"	"--"	"--"	"2.1"	"--"	"青海农林科院作物所"	"黄"	"鹰嘴豆"	"ICARDA"	"61.1"																																																				
