"id"	"白发病抗性"	"谷锈严重度"	"科名"	"品种名称"	"主茎长度"	"赖氨占蛋白"	"米色"	"蝇被害指数"	"生育期"	"幼苗鞘色"	"VB1"	"单株穗重"	"主穗长度"	"玉米螟抗性"	"脂肪酸182"	"赖氨占样品"	"穗型"	"脂肪酸183"	"VB2"	"分蘖数"	"省"	"玉米螟级别"	"抽穗日数"	"白发病病率"	"东经"	"脂肪酸181"	"属名"	"统一编号"	"学名"	"谷锈反应型"	"谷瘟病级别"	"区"	"脂肪酸180"	"蝇抗性级别"	"原产地"	"抗旱性"	"粗脂肪"	"粗蛋白"	"硒"	"北纬"	"库编号"	"黑穗病率"	"幼苗叶色"	"蝇被害株率"	"单株秆重"	"刺毛长度"	"线虫病指"	"穗松紧"	"谷瘟病抗性"	"样品类型"	"单株粒重"	"主茎节数"	"粒色"	"粳糯性"	"备注"	"白发病病级"	"主茎直径"	"VE"	"千粒重"	"单位编号"	"粟芒蝇评价"	"保存单位"	"高程"	"译名"	"一株茎数"	"脂肪酸200"	"脂肪酸160"	"穗形"	"叶锈反应型"	"直链淀粉"	"生育日数"	"穗柄长"	"耐涝性"	"米香"	"双穗率"	"用途"	"赤霉病病穗"	"白背飞虱"	"支链淀粉"	"锤度"	"条锈反应型"	"籼粳"	"爆裂率"	"来源地"	"秆锈严重度"	"苗瘟"	"芽期抗寒"	"分蘖性"	"芒"	"苗期耐旱"	"蛋氨酸"	"耐瘠性"	"田间抗寒性"	"精米率"	"花生稀酸"	"总淀粉"	"秆锈反应型"	"长宽比"	"丝黑穗病率"	"灌浆抗寒性"	"穗粒数"	"出穗期"	"大斑评价"	"水份"	"壳色"	"颖尖色"	"丙氨酸"	"保存编号"	"沉淀值"	"早中晚"	"田间大斑病"	"颖壳包皮度"	"赤霉病抗性"	"保存单位_2"	"主茎叶片数"	"省编号"	"白粉反应型"	"纹枯病"	"α生育酚"	"幼苗色"	"冬春性"	"颖尖弯直"	"田间小斑病"	"倒伏性"	"赤霉病病指"	"方法及组合"	"熟期抗寒性"	"引入时间"	"育成年限"	"芒长"	"田间黑粉病"	"苗期抗寒性"	"根腐穗病级"	"糙米率"
"150"	"--"	"--"	"Gramineae(禾本科)"	"福2-3-7"	"120.0"	"--"	"淡黄"	"--"	"108"	"绿"	"--"	"8.0"	"20.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"51.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026375"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25126"	"--"	"绿"	"--"	"13.2"	"短"	"--"	"紧"	"--"	"选育"	"3.0"	"12.0"	"黄"	"粳"	"--"	"--"	"0.52"	"--"	"2.13"	"陕B69"	"--"	"--"	"388"	"--"	"1.5"	"--"	"--"																																																																			
"151"	"--"	"--"	"Gramineae(禾本科)"	"福3-1-3"	"123.4"	"--"	"黄"	"--"	"110"	"绿"	"--"	"5.6"	"24.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"53.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026376"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25127"	"--"	"绿"	"--"	"8.9"	"短"	"--"	"紧"	"--"	"选育"	"3.4"	"10.0"	"黄"	"粳"	"--"	"--"	"0.43"	"--"	"3.00"	"陕B70"	"--"	"--"	"388"	"--"	"1.2"	"--"	"--"																																																																			
"152"	"--"	"--"	"Gramineae(禾本科)"	"福3-1-5"	"108.3"	"--"	"黄"	"--"	"110"	"绿"	"--"	"8.4"	"18.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"53.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026377"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25128"	"--"	"绿"	"--"	"12.1"	"短"	"--"	"紧"	"--"	"选育"	"5.8"	"11.0"	"黄"	"粳"	"--"	"--"	"0.52"	"--"	"2.40"	"陕B71"	"--"	"--"	"388"	"--"	"1.0"	"--"	"--"																																																																			
"153"	"--"	"--"	"Gramineae(禾本科)"	"福3-2-2"	"110.5"	"--"	"黄"	"--"	"108"	"紫"	"--"	"9.2"	"19.4"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"51.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026378"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25129"	"--"	"绿"	"--"	"11.4"	"短"	"--"	"紧"	"--"	"选育"	"6.5"	"10.0"	"黄"	"粳"	"--"	"--"	"0.65"	"--"	"2.80"	"陕B72"	"--"	"--"	"388"	"--"	"1.5"	"--"	"--"																																																																			
"154"	"--"	"--"	"Gramineae(禾本科)"	"福3-2-4"	"102.4"	"--"	"黄"	"--"	"112"	"紫"	"--"	"8.6"	"18.7"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"55.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026379"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25130"	"--"	"绿"	"--"	"13.2"	"短"	"--"	"紧"	"--"	"选育"	"4.8"	"10.0"	"黄"	"粳"	"--"	"--"	"0.58"	"--"	"2.60"	"陕B73"	"--"	"--"	"388"	"--"	"1.0"	"--"	"--"																																																																			
"155"	"--"	"--"	"Gramineae(禾本科)"	"福3-3-5"	"98.6"	"--"	"黄"	"--"	"113"	"绿"	"--"	"11.4"	"15.6"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"56.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026380"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25131"	"--"	"绿"	"--"	"9.4"	"短"	"--"	"紧"	"--"	"选育"	"8.9"	"11.0"	"黄"	"粳"	"--"	"--"	"0.37"	"--"	"2.80"	"陕B74"	"--"	"--"	"388"	"--"	"2.0"	"--"	"--"																																																																			
"156"	"--"	"--"	"Gramineae(禾本科)"	"福3-4-2"	"85.8"	"--"	"黄"	"--"	"120"	"绿"	"--"	"7.6"	"13.2"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"60.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026381"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"--"	"--"	"绿"	"--"	"10.3"	"短"	"--"	"紧"	"--"	"选育"	"5.1"	"11.0"	"黄"	"粳"	"--"	"--"	"0.62"	"--"	"2.20"	"陕B75"	"--"	"--"	"388"	"--"	"2.5"	"--"	"--"																																																																			
"157"	"--"	"--"	"Gramineae(禾本科)"	"福3-4-1"	"113.2"	"--"	"黄"	"--"	"112"	"绿"	"--"	"12.1"	"14.3"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"55.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026382"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25132"	"--"	"绿"	"--"	"5.8"	"短"	"--"	"紧"	"--"	"选育"	"9.6"	"11.0"	"黄"	"粳"	"--"	"--"	"0.51"	"--"	"2.80"	"陕B76"	"--"	"--"	"388"	"--"	"1.0"	"--"	"--"																																																																			
"158"	"--"	"--"	"Gramineae(禾本科)"	"福4-3-1"	"114.1"	"--"	"黄"	"--"	"110"	"绿"	"--"	"11.7"	"13.4"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"53.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026383"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25133"	"--"	"绿"	"--"	"6.7"	"短"	"--"	"紧"	"--"	"选育"	"8.7"	"10.0"	"黄"	"粳"	"--"	"--"	"0.48"	"--"	"3.00"	"陕B77"	"--"	"--"	"388"	"--"	"1.0"	"--"	"--"																																																																			
"159"	"--"	"--"	"Gramineae(禾本科)"	"福4-2-5"	"103.6"	"--"	"黄"	"--"	"112"	"紫"	"--"	"3.6"	"18.6"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"56.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026384"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25134"	"--"	"绿"	"--"	"8.1"	"短"	"--"	"紧"	"--"	"选育"	"1.9"	"9.0"	"黄"	"粳"	"--"	"--"	"0.53"	"--"	"2.60"	"陕B78"	"--"	"--"	"388"	"--"	"3.0"	"--"	"--"																																																																			
"160"	"--"	"--"	"Gramineae(禾本科)"	"福4-6-3"	"108.0"	"--"	"黄"	"--"	"110"	"紫"	"--"	"3.9"	"17.1"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"53.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026385"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25135"	"--"	"绿"	"--"	"11.5"	"短"	"--"	"紧"	"--"	"选育"	"2.3"	"10.0"	"黄"	"粳"	"--"	"--"	"0.61"	"--"	"3.20"	"陕B79"	"--"	"--"	"388"	"--"	"1.6"	"--"	"--"																																																																			
"161"	"--"	"--"	"Gramineae(禾本科)"	"福4-5-7"	"121.4"	"--"	"黄"	"--"	"112"	"绿"	"--"	"8.5"	"21.3"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"55.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026386"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25136"	"--"	"绿"	"--"	"9.3"	"短"	"--"	"紧"	"--"	"选育"	"4.9"	"10.0"	"黄"	"粳"	"--"	"--"	"0.55"	"--"	"2.60"	"陕B80"	"--"	"--"	"388"	"--"	"1.0"	"--"	"--"																																																																			
"162"	"--"	"--"	"Gramineae(禾本科)"	"西1-4-1"	"125.0"	"--"	"淡黄"	"--"	"105"	"绿"	"--"	"14.4"	"23.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"49.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026387"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25137"	"--"	"绿"	"--"	"16.2"	"短"	"--"	"紧"	"--"	"选育"	"11.2"	"14.0"	"黄"	"粳"	"--"	"--"	"0.74"	"--"	"2.52"	"陕B81"	"--"	"--"	"388"	"--"	"1.8"	"--"	"--"																																																																			
"163"	"--"	"--"	"Gramineae(禾本科)"	"西1-5-2"	"125.0"	"--"	"淡黄"	"--"	"105"	"绿"	"--"	"14.8"	"24.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"47.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026388"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25138"	"--"	"绿"	"--"	"21.0"	"短"	"--"	"松"	"--"	"选育"	"10.4"	"14.0"	"黄"	"粳"	"--"	"--"	"0.74"	"--"	"2.48"	"陕B82"	"--"	"--"	"388"	"--"	"2.3"	"--"	"--"																																																																			
"164"	"--"	"--"	"Gramineae(禾本科)"	"西1-4-3"	"130.0"	"--"	"淡黄"	"--"	"108"	"绿"	"--"	"11.0"	"24.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"52.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026389"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25139"	"--"	"绿"	"--"	"13.6"	"短"	"--"	"紧"	"--"	"选育"	"9.2"	"14.0"	"黄"	"粳"	"--"	"--"	"0.68"	"--"	"2.50"	"陕B83"	"--"	"--"	"388"	"--"	"2.0"	"--"	"--"																																																																			
"165"	"--"	"--"	"Gramineae(禾本科)"	"西1-2-4"	"115.0"	"--"	"淡黄"	"--"	"105"	"绿"	"--"	"13.8"	"23.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"47.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026390"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25140"	"--"	"绿"	"--"	"16.4"	"短"	"--"	"紧"	"--"	"选育"	"10.6"	"13.0"	"黄"	"粳"	"--"	"--"	"0.74"	"--"	"2.48"	"陕B84"	"--"	"--"	"388"	"--"	"1.5"	"--"	"--"																																																																			
"166"	"--"	"--"	"Gramineae(禾本科)"	"西1-4-5"	"130.0"	"--"	"淡黄"	"--"	"108"	"绿"	"--"	"12.0"	"24.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"52.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026391"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25141"	"--"	"绿"	"--"	"21.3"	"短"	"--"	"松"	"--"	"选育"	"7.2"	"14.0"	"黄"	"粳"	"--"	"--"	"3.87"	"--"	"2.51"	"陕B85"	"--"	"--"	"388"	"--"	"2.5"	"--"	"--"																																																																			
"167"	"--"	"--"	"Gramineae(禾本科)"	"西1-6-2"	"125.0"	"--"	"淡黄"	"--"	"108"	"绿"	"--"	"9.6"	"24.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"53.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026392"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25142"	"--"	"绿"	"--"	"12.6"	"短"	"--"	"紧"	"--"	"选育"	"6.0"	"13.0"	"黄"	"粳"	"--"	"--"	"0.62"	"--"	"2.50"	"陕B86"	"--"	"--"	"388"	"--"	"2.2"	"--"	"--"																																																																			
"168"	"--"	"--"	"Gramineae(禾本科)"	"西1-6-4"	"120.0"	"--"	"淡黄"	"--"	"108"	"绿"	"--"	"6.4"	"17.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"51.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026393"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25143"	"--"	"绿"	"--"	"8.9"	"短"	"--"	"松"	"--"	"选育"	"4.2"	"13.0"	"黄"	"粳"	"--"	"--"	"0.64"	"--"	"2.50"	"陕B87"	"--"	"--"	"388"	"--"	"1.7"	"--"	"--"																																																																			
"169"	"--"	"--"	"Gramineae(禾本科)"	"西1-6-5"	"125.0"	"--"	"淡黄"	"--"	"108"	"绿"	"--"	"8.4"	"21.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"50.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026394"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25144"	"--"	"绿"	"--"	"9.6"	"短"	"--"	"紧"	"--"	"选育"	"5.8"	"13.0"	"黄"	"粳"	"--"	"--"	"0.66"	"--"	"2.48"	"陕B88"	"--"	"--"	"388"	"--"	"1.7"	"--"	"--"																																																																			
"170"	"--"	"--"	"Gramineae(禾本科)"	"西2-5-1"	"120.0"	"--"	"淡黄"	"--"	"98"	"绿"	"--"	"13.8"	"21.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"42.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026395"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25145"	"--"	"绿"	"--"	"15.2"	"短"	"--"	"紧"	"--"	"选育"	"10.0"	"13.0"	"黄"	"粳"	"--"	"--"	"0.73"	"--"	"2.47"	"陕B89"	"--"	"--"	"388"	"--"	"1.8"	"--"	"--"																																																																			
"171"	"--"	"--"	"Gramineae(禾本科)"	"西2-1-6"	"90.0"	"--"	"淡黄"	"--"	"98"	"绿"	"--"	"3.6"	"12.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"39.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026396"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25146"	"--"	"绿"	"--"	"3.4"	"短"	"--"	"松"	"--"	"选育"	"2.5"	"11.0"	"黄"	"粳"	"--"	"--"	"0.36"	"--"	"2.13"	"陕B90"	"--"	"--"	"388"	"--"	"2.3"	"--"	"--"																																																																			
"172"	"--"	"--"	"Gramineae(禾本科)"	"西2-1-8"	"120.0"	"--"	"淡黄"	"--"	"105"	"绿"	"--"	"10.4"	"16.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"47.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026397"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25147"	"--"	"绿"	"--"	"11.8"	"短"	"--"	"紧"	"--"	"选育"	"8.2"	"13.0"	"黄"	"粳"	"--"	"--"	"0.72"	"--"	"2.46"	"陕B91"	"--"	"--"	"388"	"--"	"2.1"	"--"	"--"																																																																			
"173"	"--"	"--"	"Gramineae(禾本科)"	"西2-4-7"	"115.0"	"--"	"淡黄"	"--"	"105"	"绿"	"--"	"12.7"	"28.0"	"--"	"--"	"--"	"长锥"	"--"	"--"	"--"	"陕西"	"--"	"47.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026398"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25148"	"--"	"绿"	"--"	"12.0"	"短"	"--"	"紧"	"--"	"选育"	"9.6"	"14.0"	"黄"	"粳"	"--"	"--"	"0.76"	"--"	"2.08"	"陕B92"	"--"	"--"	"388"	"--"	"2.0"	"--"	"--"																																																																			
"174"	"--"	"--"	"Gramineae(禾本科)"	"西2-4-9"	"120.0"	"--"	"淡黄"	"--"	"108"	"绿"	"--"	"11.2"	"21.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"48.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026399"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25149"	"--"	"绿"	"--"	"13.4"	"短"	"--"	"紧"	"--"	"选育"	"7.2"	"13.0"	"黄"	"粳"	"--"	"--"	"0.65"	"--"	"2.34"	"陕B93"	"--"	"--"	"388"	"--"	"1.5"	"--"	"--"																																																																			
"175"	"--"	"--"	"Gramineae(禾本科)"	"西2-2-5"	"105.0"	"--"	"淡黄"	"--"	"108"	"绿"	"--"	"9.7"	"18.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"51.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026400"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25150"	"--"	"绿"	"--"	"8.4"	"短"	"--"	"紧"	"--"	"选育"	"7.6"	"13.0"	"黄"	"粳"	"--"	"--"	"0.61"	"--"	"2.41"	"陕B94"	"--"	"--"	"388"	"--"	"1.3"	"--"	"--"																																																																			
"176"	"--"	"--"	"Gramineae(禾本科)"	"西3-2-6"	"110.0"	"--"	"淡黄"	"--"	"108"	"绿"	"--"	"10.0"	"23.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"51.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026401"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25151"	"--"	"绿"	"--"	"11.3"	"短"	"--"	"松"	"--"	"选育"	"6.0"	"13.0"	"黄"	"粳"	"--"	"--"	"0.57"	"--"	"2.43"	"陕B95"	"--"	"--"	"388"	"--"	"1.4"	"--"	"--"																																																																			
"177"	"--"	"--"	"Gramineae(禾本科)"	"西3-3-7"	"110.0"	"--"	"淡黄"	"--"	"108"	"绿"	"--"	"7.2"	"20.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"49.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026402"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25152"	"--"	"绿"	"--"	"6.6"	"短"	"--"	"松"	"--"	"选育"	"5.0"	"12.0"	"黄"	"粳"	"--"	"--"	"0.55"	"--"	"2.39"	"陕B96"	"--"	"--"	"388"	"--"	"1.3"	"--"	"--"																																																																			
"178"	"--"	"--"	"Gramineae(禾本科)"	"西3-5-8"	"105.0"	"--"	"淡黄"	"--"	"108"	"绿"	"--"	"11.0"	"20.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"48.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026403"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25034"	"--"	"绿"	"--"	"7.4"	"短"	"--"	"松"	"--"	"选育"	"8.4"	"10.0"	"黄"	"粳"	"--"	"--"	"0.52"	"--"	"2.46"	"陕B97"	"--"	"--"	"388"	"--"	"1.6"	"--"	"--"																																																																			
"179"	"--"	"--"	"Gramineae(禾本科)"	"延4直"	"55.9"	"--"	"黄"	"--"	"110"	"绿"	"--"	"5.4"	"9.6"	"--"	"--"	"--"	"圆筒"	"--"	"--"	"--"	"陕西"	"--"	"65.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026218"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"--"	"--"	"绿"	"--"	"4.2"	"短"	"--"	"紧"	"--"	"选育"	"2.7"	"12.7"	"白"	"粳"	"--"	"--"	"0.41"	"--"	"2.50"	"陕K001"	"--"	"--"	"388"	"--"	"1.0"	"--"	"--"																																																																			
"180"	"--"	"--"	"Gramineae(禾本科)"	"短脖子矮"	"51.7"	"--"	"淡黄"	"--"	"106"	"绿"	"--"	"5.1"	"10.7"	"--"	"--"	"--"	"圆筒"	"--"	"--"	"--"	"陕西"	"--"	"61.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026219"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"--"	"--"	"绿"	"--"	"4.0"	"短"	"--"	"紧"	"--"	"选育"	"2.5"	"10.7"	"黄"	"粳"	"--"	"--"	"0.43"	"--"	"2.70"	"陕K002"	"--"	"--"	"388"	"--"	"1.0"	"--"	"--"																																																																			
"181"	"--"	"--"	"Gramineae(禾本科)"	"低一"	"58.6"	"--"	"淡黄"	"--"	"102"	"绿"	"--"	"8.0"	"14.6"	"--"	"--"	"--"	"棍棒"	"--"	"--"	"--"	"陕西"	"--"	"51.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026220"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"--"	"--"	"绿"	"--"	"4.2"	"短"	"--"	"紧"	"--"	"选育"	"5.3"	"10.3"	"黄"	"粳"	"--"	"--"	"0.43"	"--"	"2.40"	"陕K010"	"--"	"--"	"388"	"--"	"1.0"	"--"	"--"																																																																			
"182"	"--"	"--"	"Gramineae(禾本科)"	"矮1"	"102.0"	"--"	"淡黄"	"--"	"102"	"绿"	"--"	"18.1"	"22.2"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"55.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026221"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25045"	"--"	"绿"	"--"	"12.9"	"短"	"--"	"紧"	"--"	"选育"	"13.4"	"12.2"	"黄"	"粳"	"--"	"--"	"0.63"	"--"	"3.40"	"陕K011"	"--"	"--"	"388"	"--"	"1.0"	"--"	"--"																																																																			
"183"	"--"	"--"	"Gramineae(禾本科)"	"延023"	"40.6"	"--"	"黄"	"--"	"106"	"绿"	"--"	"6.1"	"18.2"	"--"	"--"	"--"	"圆筒"	"--"	"--"	"--"	"陕西"	"--"	"62.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026222"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"--"	"--"	"绿"	"--"	"3.5"	"短"	"--"	"紧"	"--"	"选育"	"2.6"	"5.5"	"淡黄"	"粳"	"--"	"--"	"0.35"	"--"	"3.25"	"陕K003"	"--"	"--"	"388"	"--"	"1.0"	"--"	"--"																																																																			
"184"	"--"	"--"	"Gramineae(禾本科)"	"延029"	"51.7"	"--"	"黄"	"--"	"106"	"绿"	"--"	"8.0"	"17.4"	"--"	"--"	"--"	"圆筒"	"--"	"--"	"--"	"陕西"	"--"	"62.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026223"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"--"	"--"	"绿"	"--"	"5.4"	"短"	"--"	"紧"	"--"	"选育"	"3.9"	"10.1"	"淡黄"	"粳"	"--"	"--"	"0.48"	"--"	"3.60"	"陕K004"	"--"	"--"	"388"	"--"	"1.0"	"--"	"--"																																																																			
