"id"	"科名"	"冬繁殖系数"	"浮膘数"	"品种名称"	"共生腔形状"	"泡胶块突起"	"五氧化二磷"	"根长"	"春固氮活性"	"小孢果形状"	"氮"	"保存单位号"	"藻异形胞"	"大孢果颜色"	"雌雄比"	"无氮浸出液"	"译名"	"省"	"库编号"	"萍体大小"	"收到日期"	"藻营养胞"	"耐阴性"	"学名"	"统一编号"	"背叶面突起"	"属名"	"冬萍体颜色"	"夏萍体颜色"	"突起分布"	"粗脂肪"	"粗蛋白"	"夏固氮活性"	"秋固氮活性"	"夏繁殖系数"	"秋萍体颜色"	"原产地"	"大孢果形状"	"粗纤维"	"氧化钾"	"耐寒性"	"腹叶颜色"	"秋繁殖系数"	"背叶形状"	"耐盐性"	"小孢果颜色"	"引种地编号"	"备注"	"灰分"	"抗病性"	"结孢始期"	"萍体形状"	"茎分枝模式"	"保存单位"	"春繁殖系数"	"品种来源地"	"抗虫性"	"结孢率"	"耐热性"	"春萍体颜色"
"1"	"Azollaceae(满江红科)"	"--"	"--"	"涧田"	"卵形"	"--"	"0.80"	"10-30mm"	"0.146"	"--"	"4.37"	"001"	"椭圆形"	"--"	"--"	"--"	"--"	"福建"	"--"	"10×12mm"	"6980"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000450"	"粗、短"	"Rhizosperma(九膘亚属)"	"浅红"	"绿"	"--"	"--"	"--"	"1.490"	"0.268"	"0.1582"	"绿"	"--"	"--"	"--"	"5.46"	"中"	"淡红"	"0.1732"	"斜方形"	"弱"	"--"	"--"	"--"	"--"	"弱"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.2019"	"福建省福州市郊新店乡涧田村"	"弱"	"不结"	"强"	"绿"
"2"	"Azollaceae(满江红科)"	"--"	"--"	"埔党"	"卵形"	"--"	"1.20"	"10-20mm"	"0.191"	"--"	"4.16"	"002"	"椭圆形"	"--"	"--"	"--"	"--"	"福建"	"--"	"8×10mm"	"1983"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000451"	"乳突"	"Rhizosperma(九膘亚属)"	"暗红"	"绿"	"--"	"--"	"--"	"0.728"	"0.619"	"0.1399"	"绿"	"--"	"--"	"--"	"4.43"	"中"	"红"	"0.1676"	"斜方形"	"弱"	"--"	"--"	"--"	"--"	"弱"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.2065"	"福建省福州市郊新店乡埔党"	"弱"	"不结"	"强"	"绿"
"3"	"Azollaceae(满江红科)"	"--"	"9"	"古岑"	"卵形"	"丝状毛"	"0.97"	"10-20mm"	"0.164"	"桃形"	"4.80"	"003"	"椭圆形"	"桃红"	"1:2.4"	"--"	"--"	"福建"	"--"	"8×10mm"	"1984.7"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000452"	"乳突"	"Rhizosperma(九膘亚属)"	"紫红"	"绿"	"内表面"	"--"	"--"	"1.250"	"0.472"	"0.0659"	"绿"	"--"	"尖顶椭圆形"	"--"	"3.90"	"中"	"红"	"0.1437"	"斜方形"	"弱"	"桃红"	"--"	"--"	"--"	"弱"	"11.22"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1803"	"福建省福州市郊古岑乡古岑"	"弱"	"结(62%)"	"强"	"绿"
"4"	"Azollaceae(满江红科)"	"--"	"--"	"楼下"	"卵形"	"丝状毛"	"1.08"	"10-20mm"	"0.083"	"桃形"	"4.65"	"004"	"椭圆形"	"桃红"	"0:7"	"--"	"--"	"福建"	"--"	"10×10mm"	"1981"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000453"	"乳突"	"Rhizosperma(九膘亚属)"	"暗红"	"绿"	"内表面"	"--"	"--"	"1.490"	"0.336"	"0.1310"	"绿"	"--"	"尖顶椭圆形"	"--"	"4.24"	"中"	"淡红"	"0.1788"	"斜方形"	"弱"	"桃红"	"--"	"--"	"--"	"弱"	"11.23"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.2032"	"福建省福州市郊建新乡楼下村"	"弱"	"结(6%)"	"强"	"绿"
"5"	"Azollaceae(满江红科)"	"0.0493"	"--"	"东星"	"卵形"	"--"	"0.99"	"10-20mm"	"0.151"	"--"	"4.34"	"005"	"椭圆形"	"--"	"--"	"--"	"--"	"福建"	"--"	"10×12mm"	"1984.5"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000454"	"粗、短"	"Rhizosperma(九膘亚属)"	"紫红"	"紫"	"--"	"--"	"--"	"0.971"	"0.858"	"0.1092"	"绿"	"--"	"--"	"--"	"4.16"	"中"	"红"	"0.1550"	"斜方形"	"弱"	"--"	"--"	"--"	"--"	"弱"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.2020"	"福建省莆田县西天尾乡东星村"	"弱"	"不结"	"强"	"绿"
"6"	"Azollaceae(满江红科)"	"--"	"--"	"莆田"	"卵形"	"--"	"0.88"	"20-30mm"	"0.104"	"--"	"4.55"	"006"	"椭圆形"	"--"	"--"	"39.5"	"--"	"福建"	"--"	"8×12mm"	"1979"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000455"	"粗、短"	"Rhizosperma(九膘亚属)"	"紫红"	"绿"	"--"	"3.8"	"25.5"	"1.200"	"0.579"	"0.1457"	"绿"	"--"	"--"	"8.8"	"3.70"	"中"	"红"	"0.1783"	"斜方形"	"弱"	"--"	"--"	"能量:4092卡/克风干重"	"6.7"	"弱"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.2029"	"福建省莆田县"	"弱"	"不结"	"强"	"绿"
"7"	"Azollaceae(满江红科)"	"--"	"--"	"唐阳"	"卵形"	"--"	"0.76"	"10-20mm"	"0.144"	"--"	"4.00"	"007"	"椭圆形"	"--"	"--"	"--"	"--"	"福建"	"--"	"8×10mm"	"1984.11"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000456"	"粗、短"	"Rhizosperma(九膘亚属)"	"暗红"	"绿"	"--"	"--"	"--"	"1.730"	"0.737"	"0.1169"	"绿"	"--"	"--"	"--"	"3.13"	"中"	"淡红"	"0.1656"	"斜方形"	"弱"	"--"	"--"	"--"	"--"	"弱"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1869"	"福建省福鼎县官阳乡唐阳村"	"弱"	"不结"	"强"	"绿"
"8"	"Azollaceae(满江红科)"	"--"	"--"	"龙泉庵"	"卵形"	"--"	"1.01"	"10-20mm"	"0.106"	"--"	"4.12"	"008"	"椭圆形"	"--"	"--"	"--"	"--"	"福建"	"--"	"8×12mm"	"1984.11"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000457"	"粗、短"	"Rhizosperma(九膘亚属)"	"紫红"	"绿"	"--"	"--"	"--"	"1.380"	"0.620"	"0.1319"	"绿"	"--"	"--"	"--"	"3.42"	"中"	"淡红"	"0.1806"	"斜方形"	"弱"	"--"	"--"	"--"	"--"	"弱"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1969"	"福建省霞浦县东关镇龙泉庵"	"弱"	"不结"	"强"	"绿"
"9"	"Azollaceae(满江红科)"	"--"	"--"	"洋尾"	"卵形"	"--"	"1.05"	"10-20mm"	"0.104"	"--"	"4.70"	"009"	"椭圆形"	"--"	"--"	"--"	"--"	"福建"	"--"	"10×10mm"	"1984.11"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000458"	"粗、短"	"Rhizosperma(九膘亚属)"	"紫红"	"绿"	"--"	"--"	"--"	"2.080"	"0.510"	"0.1070"	"绿"	"--"	"--"	"--"	"4.41"	"中"	"淡红"	"0.1619"	"斜方形"	"弱"	"--"	"--"	"--"	"--"	"弱"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1792"	"福建省周宁县城郊镇洋尾村"	"弱"	"不结"	"强"	"绿"
"10"	"Azollaceae(满江红科)"	"--"	"--"	"溪坪"	"卵形"	"--"	"1.14"	"10-20mm"	"0.133"	"--"	"4.31"	"010"	"椭圆形"	"--"	"--"	"--"	"--"	"福建"	"--"	"8×10mm"	"1984.11"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000459"	"粗、短"	"Rhizosperma(九膘亚属)"	"暗红"	"绿"	"--"	"--"	"--"	"1.440"	"0.442"	"0.1776"	"绿"	"--"	"--"	"--"	"4.09"	"中"	"淡红"	"0.1650"	"斜方形"	"弱"	"--"	"--"	"--"	"--"	"弱"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1938"	"福建省屏南县屏城溪坪"	"弱"	"不结"	"强"	"绿"
"11"	"Azollaceae(满江红科)"	"--"	"--"	"溪柄"	"卵形"	"--"	"0.98"	"10-20mm"	"0.502"	"--"	"4.73"	"011"	"椭圆形"	"--"	"--"	"--"	"--"	"福建"	"--"	"10×10mm"	"1980"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000460"	"粗、短"	"Rhizosperma(九膘亚属)"	"淡红"	"绿"	"--"	"--"	"--"	"2.020"	"0.430"	"0.1676"	"绿"	"--"	"--"	"--"	"3.89"	"中"	"淡红"	"0.1688"	"斜方形"	"弱"	"--"	"--"	"--"	"--"	"弱"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1858"	"福建省福安县溪柄村"	"弱"	"不结"	"强"	"绿"
"12"	"Azollaceae(满江红科)"	"--"	"--"	"溪坪绿"	"卵形"	"--"	"0.91"	"10-25mm"	"0.680"	"--"	"4.74"	"012"	"椭圆形"	"--"	"--"	"43.9"	"--"	"福建"	"--"	"10×10mm"	"1979"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000461"	"粗、短"	"Rhizosperma(九膘亚属)"	"绿"	"绿"	"--"	"3.2"	"19.0"	"1.940"	"0.972"	"--"	"绿"	"--"	"--"	"10.0"	"3.84"	"中"	"白"	"0.1651"	"斜方形"	"弱"	"--"	"--"	"能量:3877卡/克风干重"	"8.8"	"弱"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1700"	"福建省福安县溪柄乡"	"弱"	"不结"	"强"	"绿"
"13"	"Azollaceae(满江红科)"	"--"	"--"	"新墓"	"卵形"	"--"	"1.22"	"10-25mm"	"0.466"	"--"	"4.43"	"013"	"椭圆形"	"--"	"--"	"--"	"--"	"福建"	"--"	"8×12mm"	"1984.11"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000462"	"乳突"	"Rhizosperma(九膘亚属)"	"暗红"	"绿"	"--"	"--"	"--"	"1.900"	"0.242"	"0.9935"	"绿"	"--"	"--"	"--"	"4.99"	"中"	"淡红"	"0.1885"	"斜方形"	"弱"	"--"	"--"	"--"	"--"	"弱"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1626"	"福建省古田县松古乡新墓村"	"弱"	"不结"	"强"	"绿"
"14"	"Azollaceae(满江红科)"	"--"	"--"	"梨园垅"	"卵形"	"--"	"--"	"10-25mm"	"0.616"	"--"	"--"	"014"	"椭圆形"	"--"	"--"	"--"	"--"	"福建"	"--"	"8×10mm"	"1984.11"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000463"	"乳突"	"Rhizosperma(九膘亚属)"	"暗红"	"绿"	"--"	"--"	"--"	"1.380"	"0.471"	"0.0932"	"绿"	"--"	"--"	"--"	"--"	"中"	"淡红"	"0.1653"	"斜方形"	"弱"	"--"	"--"	"--"	"--"	"弱"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.2094"	"福建省古田县义洋乡梨园垅"	"弱"	"不结"	"强"	"绿"
"15"	"Azollaceae(满江红科)"	"--"	"--"	"上保山"	"卵形"	"--"	"0.97"	"10-25mm"	"0.500"	"--"	"4.36"	"015"	"椭圆形"	"--"	"--"	"--"	"--"	"福建"	"--"	"8×10mm"	"1984.11.6"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000464"	"乳突"	"Rhizosperma(九膘亚属)"	"暗红"	"绿"	"--"	"--"	"--"	"1.560"	"0.403"	"0.0846"	"绿"	"--"	"--"	"--"	"4.33"	"中"	"淡红"	"0.1790"	"斜方形"	"弱"	"--"	"--"	"--"	"--"	"弱"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1827"	"福建省宁德县虎坝乡上保山"	"弱"	"不结"	"强"	"绿"
"16"	"Azollaceae(满江红科)"	"--"	"--"	"岐阳山"	"卵形"	"--"	"0.94"	"10-25mm"	"0.459"	"--"	"4.41"	"016"	"椭圆形"	"--"	"--"	"--"	"--"	"福建"	"--"	"10×10mm"	"1984.11.6"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000465"	"乳突"	"Rhizosperma(九膘亚属)"	"暗红"	"绿"	"--"	"--"	"--"	"1.430"	"0.769"	"0.0910"	"绿"	"--"	"--"	"--"	"3.64"	"中"	"淡红"	"0.1814"	"斜方形"	"弱"	"--"	"--"	"--"	"--"	"弱"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.2010"	"福建省罗源县城关镇岐阳山"	"弱"	"不结"	"强"	"绿"
"17"	"Azollaceae(满江红科)"	"--"	"--"	"凤山寺"	"卵形"	"--"	"0.80"	"10-20mm"	"0.704"	"--"	"4.61"	"017"	"椭圆形"	"--"	"--"	"--"	"--"	"福建"	"--"	"10×12mm"	"1984.11.6"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000466"	"乳突"	"Rhizosperma(九膘亚属)"	"暗红"	"绿"	"--"	"--"	"--"	"1.380"	"0.511"	"0.1415"	"绿"	"--"	"--"	"--"	"3.50"	"中"	"淡红"	"0.1763"	"斜方形"	"弱"	"--"	"--"	"--"	"--"	"弱"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1908"	"福建省罗源县飞竹乡凤山寺"	"弱"	"不结"	"强"	"绿"
"18"	"Azollaceae(满江红科)"	"--"	"--"	"连江"	"卵形"	"--"	"0.78"	"10-25mm"	"1.120"	"--"	"4.45"	"018"	"椭圆形"	"--"	"--"	"--"	"--"	"福建"	"--"	"10×12mm"	"1983"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000467"	"乳突"	"Rhizosperma(九膘亚属)"	"暗红"	"绿"	"--"	"--"	"--"	"0.829"	"0.639"	"0.1631"	"绿"	"--"	"--"	"--"	"4.82"	"中"	"红"	"0.1912"	"斜方形"	"弱"	"--"	"--"	"--"	"--"	"弱"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.2005"	"福建省连江县"	"弱"	"不结"	"强"	"绿"
"19"	"Azollaceae(满江红科)"	"--"	"--"	"沙县"	"卵形"	"--"	"1.17"	"10-25mm"	"1.178"	"--"	"4.00"	"019"	"椭圆形"	"--"	"--"	"--"	"--"	"福建"	"--"	"8×10mm"	"1980"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000468"	"乳突"	"Rhizosperma(九膘亚属)"	"暗红"	"紫"	"--"	"--"	"--"	"1.070"	"--"	"0.1378"	"绿"	"--"	"--"	"--"	"3.50"	"中"	"红"	"0.1834"	"斜方形"	"弱"	"--"	"--"	"--"	"--"	"弱"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1910"	"福建省沙县"	"弱"	"不结"	"强"	"绿"
"20"	"Azollaceae(满江红科)"	"--"	"--"	"顺昌"	"卵形"	"--"	"1.34"	"10-30mm"	"0.862"	"--"	"4.37"	"020"	"椭圆形"	"--"	"--"	"--"	"--"	"福建"	"--"	"10×12mm"	"1980"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000469"	"乳突"	"Rhizosperma(九膘亚属)"	"暗红"	"绿"	"--"	"--"	"--"	"0.585"	"0.596"	"0.0990"	"绿"	"--"	"--"	"--"	"3.96"	"中"	"红"	"0.1799"	"斜方形"	"弱"	"--"	"--"	"--"	"--"	"弱"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1869"	"福建省顺昌县"	"弱"	"不结"	"强"	"绿"
"21"	"Azollaceae(满江红科)"	"--"	"--"	"Bicol 1"	"卵形"	"--"	"0.85"	"20-30mm"	"1.356"	"--"	"3.80"	"201"	"椭圆形"	"--"	"--"	"--"	"白克1号"	"国外"	"--"	"12×14mm"	"1984"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000531"	"粗、短"	"Rhizosperma(九膘亚属)"	"暗红"	"紫"	"--"	"--"	"--"	"--"	"1.079"	"0.1357"	"绿"	"Sto.Domingo,Albay"	"--"	"--"	"3.77"	"中"	"淡红"	"0.1607"	"斜方形"	"弱"	"--"	"IRRI 1"	"--"	"--"	"弱"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.2054"	"菲律宾"	"弱"	"不结"	"强"	"绿"
"22"	"Azollaceae(满江红科)"	"--"	"--"	"Bicol 2"	"卵形"	"--"	"0.71"	"20-30mm"	"1.554"	"--"	"4.54"	"202"	"椭圆形"	"--"	"--"	"--"	"白克2号"	"国外"	"--"	"10×15mm"	"1982"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000532"	"粗、短"	"Rhizosperma(九膘亚属)"	"淡红"	"绿"	"--"	"--"	"--"	"--"	"0.729"	"--"	"绿"	"Sto.Domingo,Albay"	"--"	"--"	"4.09"	"中"	"淡红"	"0.1722"	"斜方形"	"弱"	"--"	"IRRI 14"	"--"	"--"	"--"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.2040"	"菲律宾"	"弱"	"不结"	"强"	"绿"
"23"	"Azollaceae(满江红科)"	"--"	"9"	"Banaue"	"卵形"	"丝状毛"	"0.82"	"10-20mm"	"2.198"	"桃形"	"3.89"	"203"	"椭圆形"	"桃红"	"1:3.6"	"--"	"班澳"	"国外"	"--"	"10×10mm"	"1984.8.1"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000533"	"粗、短"	"Rhizosperma(九膘亚属)"	"淡红"	"淡绿"	"内表面"	"--"	"--"	"--"	"0.706"	"--"	"绿"	"Banaue,Ifugao"	"尖顶椭圆形"	"--"	"3.40"	"中"	"红"	"0.1510"	"斜方形"	"弱"	"桃红"	"IRRI 4"	"--"	"--"	"--"	"12.29"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1865"	"菲律宾"	"弱"	"结(70%)"	"强"	"绿"
"24"	"Azollaceae(满江红科)"	"--"	"--"	"Apalit"	"卵形"	"--"	"0.95"	"10-20mm"	"1.656"	"--"	"3.76"	"204"	"椭圆形"	"--"	"--"	"--"	"阿巴特"	"国外"	"--"	"10×10mm"	"1984.12.21"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000534"	"粗、短"	"Rhizosperma(九膘亚属)"	"紫红"	"淡绿"	"--"	"--"	"--"	"1.180"	"0.917"	"0.0553"	"绿"	"Apalit,Pampanga"	"--"	"--"	"4.23"	"中"	"边缘粉红"	"0.1572"	"斜方形"	"弱"	"--"	"IRRI 15"	"--"	"--"	"--"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1744"	"菲律宾"	"弱"	"不结"	"强"	"绿"
"25"	"Azollaceae(满江红科)"	"--"	"--"	"Floridablanca 1"	"卵形"	"--"	"0.90"	"20-35mm"	"1.650"	"--"	"3.82"	"205"	"椭圆形"	"--"	"--"	"--"	"弗罗尼达斑卡一号"	"国外"	"--"	"10×12mm"	"1984.12.21"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000535"	"粗、短"	"Rhizosperma(九膘亚属)"	"紫红"	"绿"	"--"	"--"	"--"	"0.823"	"0.683"	"0.0283"	"绿"	"Floridablanca,Pampanga"	"--"	"--"	"4.68"	"中"	"边缘粉红"	"0.1542"	"斜方形"	"弱"	"--"	"IRRI 16"	"--"	"--"	"--"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1560"	"菲律宾"	"弱"	"不结"	"强"	"绿"
"26"	"Azollaceae(满江红科)"	"--"	"--"	"Floridablanca 2"	"卵形"	"--"	"--"	"20-30mm"	"--"	"--"	"--"	"206"	"椭圆形"	"--"	"--"	"--"	"弗罗尼达斑卡二号"	"国外"	"--"	"10×12mm"	"1984.12.21"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000536"	"粗、短"	"Rhizosperma(九膘亚属)"	"紫红"	"绿"	"--"	"--"	"--"	"1.760"	"0.778"	"0.1133"	"绿"	"Floridablanca,Pampanga"	"--"	"--"	"--"	"中"	"边缘粉红"	"0.1832"	"斜方形"	"弱"	"--"	"IRRI 24"	"--"	"--"	"--"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"--"	"菲律宾"	"弱"	"不结"	"强"	"绿"
"27"	"Azollaceae(满江红科)"	"--"	"--"	"Majayjay"	"卵形"	"--"	"0.59"	"20-30mm"	"1.801"	"--"	"4.65"	"207"	"椭圆形"	"--"	"--"	"--"	"马加加"	"国外"	"--"	"12×14mm"	"1984.12.21"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000537"	"粗、短"	"Rhizosperma(九膘亚属)"	"暗红"	"淡绿"	"--"	"--"	"--"	"1.560"	"0.494"	"0.0880"	"绿"	"Majayjay,Laguna"	"--"	"--"	"3.41"	"中"	"边缘粉红"	"0.1749"	"斜方形"	"弱"	"--"	"IRRI 34"	"--"	"--"	"--"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1910"	"菲律宾"	"弱"	"不结"	"强"	"绿"
"28"	"Azollaceae(满江红科)"	"--"	"--"	"Cagayan"	"卵形"	"--"	"0.93"	"20-30mm"	"2.023"	"--"	"4.35"	"208"	"椭圆形"	"--"	"--"	"--"	"卡嘎央"	"国外"	"--"	"12×14mm"	"1984.12.21"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000538"	"粗、短"	"Rhizosperma(九膘亚属)"	"暗红"	"绿"	"--"	"--"	"--"	"1.070"	"0.585"	"0.1478"	"绿"	"Minanga Norte,Iquig,Cagayan"	"--"	"--"	"4.22"	"中"	"边缘粉红"	"0.1613"	"斜方形"	"弱"	"--"	"IRRI 36"	"--"	"--"	"--"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1980"	"菲律宾"	"弱"	"不结"	"强"	"绿"
"29"	"Azollaceae(满江红科)"	"--"	"--"	"Bangan"	"卵形"	"--"	"0.97"	"15-35mm"	"1.891"	"--"	"4.52"	"209"	"椭圆形"	"--"	"--"	"--"	"斑甘"	"国外"	"--"	"10×12mm"	"1984.12.21"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000539"	"粗、短"	"Rhizosperma(九膘亚属)"	"淡红"	"绿"	"--"	"--"	"--"	"2.230"	"0.704"	"0.1259"	"绿"	"Bagan,Sanchez Mira,Cagayan"	"--"	"--"	"4.02"	"中"	"边粉红"	"0.1751"	"斜方形"	"弱"	"--"	"IRRI 47"	"--"	"--"	"弱"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.2084"	"菲律宾"	"弱"	"不结"	"强"	"绿"
"30"	"Azollaceae(满江红科)"	"--"	"--"	"Guinobatan"	"卵形"	"--"	"0.97"	"15-35mm"	"1.867"	"--"	"3.64"	"210"	"椭圆形"	"--"	"--"	"--"	"贵诺巴坦"	"国外"	"--"	"12×15mm"	"1984.12.21"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000540"	"粗、短"	"Rhizosperma(九膘亚属)"	"暗红"	"绿"	"--"	"--"	"--"	"--"	"0.563"	"0.0483"	"绿"	"Guinobatan,Albay"	"--"	"--"	"3.98"	"中"	"边缘粉红"	"0.1734"	"斜方形"	"弱"	"--"	"IRRI 51"	"--"	"--"	"--"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1684"	"菲律宾"	"弱"	"不结"	"强"	"绿"
"31"	"Azollaceae(满江红科)"	"--"	"--"	"Malilipot"	"卵形"	"--"	"0.90"	"25-35mm"	"1.291"	"--"	"3.64"	"211"	"椭圆形"	"--"	"--"	"--"	"马尼尼朴特"	"国外"	"--"	"12×12mm"	"1984.12.21"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000541"	"粗、短"	"Rhizosperma(九膘亚属)"	"淡红"	"绿"	"--"	"--"	"--"	"0.597"	"0.630"	"0.1057"	"绿"	"Malilipot,Albay"	"--"	"--"	"4.10"	"中"	"边粉红"	"0.1498"	"斜方形"	"弱"	"--"	"IRRI 52"	"--"	"--"	"--"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1769"	"菲律宾"	"弱"	"不结"	"强"	"绿"
"32"	"Azollaceae(满江红科)"	"--"	"--"	"San Rogue"	"卵形"	"--"	"1.24"	"20-35mm"	"1.357"	"--"	"3.76"	"212"	"椭圆形"	"--"	"--"	"--"	"山洛奎"	"国外"	"--"	"10×14mm"	"1984.12.21"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000542"	"粗、短"	"Rhizosperma(九膘亚属)"	"淡红"	"绿"	"--"	"--"	"--"	"0.722"	"0.759"	"0.1145"	"绿"	"San,Roque,Sto.Domingo,Albay"	"--"	"--"	"4.14"	"中"	"边粉红"	"0.1382"	"斜方形"	"--"	"--"	"IRRI 53"	"--"	"--"	"弱"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1679"	"菲律宾"	"弱"	"不结"	"强"	"绿"
"33"	"Azollaceae(满江红科)"	"--"	"--"	"Dawang"	"卵形"	"--"	"0.80"	"20-30mm"	"1.472"	"--"	"4.01"	"213"	"椭圆形"	"--"	"--"	"--"	"大王"	"国外"	"--"	"10×12mm"	"1984.12.21"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000543"	"粗、短"	"Rhizosperma(九膘亚属)"	"淡红"	"绿"	"--"	"--"	"--"	"0.826"	"0.848"	"0.1200"	"绿"	"Dawang,Guinobatan"	"--"	"--"	"3.39"	"中"	"边缘粉红"	"0.1586"	"斜方形"	"弱"	"--"	"IRRI 54"	"--"	"--"	"弱"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.2004"	"菲律宾"	"弱"	"不结"	"强"	"绿"
"34"	"Azollaceae(满江红科)"	"--"	"--"	"Labod"	"卵形"	"--"	"0.65"	"20-30mm"	"1.613"	"--"	"4.07"	"214"	"椭圆形"	"--"	"--"	"--"	"拉波得"	"国外"	"--"	"10×12mm"	"1984.12.21"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000544"	"粗、短"	"Rhizosperma(九膘亚属)"	"淡红"	"绿"	"--"	"--"	"--"	"1.720"	"0.751"	"0.1146"	"紫绿"	"Labod,Camalig,Albay"	"--"	"--"	"3.68"	"中"	"边粉红"	"0.1505"	"斜方形"	"弱"	"--"	"IRRI 55"	"--"	"--"	"弱"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1933"	"菲律宾"	"弱"	"不结"	"强"	"绿"
