"id"	"科名"	"冬繁殖系数"	"浮膘数"	"品种名称"	"共生腔形状"	"泡胶块突起"	"五氧化二磷"	"根长"	"春固氮活性"	"小孢果形状"	"氮"	"保存单位号"	"藻异形胞"	"大孢果颜色"	"雌雄比"	"无氮浸出液"	"译名"	"省"	"库编号"	"萍体大小"	"收到日期"	"藻营养胞"	"耐阴性"	"学名"	"统一编号"	"背叶面突起"	"属名"	"冬萍体颜色"	"夏萍体颜色"	"突起分布"	"粗脂肪"	"粗蛋白"	"夏固氮活性"	"秋固氮活性"	"夏繁殖系数"	"秋萍体颜色"	"原产地"	"大孢果形状"	"粗纤维"	"氧化钾"	"耐寒性"	"腹叶颜色"	"秋繁殖系数"	"背叶形状"	"耐盐性"	"小孢果颜色"	"引种地编号"	"备注"	"灰分"	"抗病性"	"结孢始期"	"萍体形状"	"茎分枝模式"	"保存单位"	"春繁殖系数"	"品种来源地"	"抗虫性"	"结孢率"	"耐热性"	"春萍体颜色"
"35"	"Azollaceae(满江红科)"	"0.0399"	"--"	"Paete"	"卵形"	"丝状毛"	"0.69"	"20-30mm"	"1.735"	"桃形"	"4.24"	"215"	"椭圆形"	"桃红"	"1:7.4"	"--"	"彼得"	"国外"	"--"	"10×12mm"	"1984.4.13"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000545"	"粗、短"	"Rhizosperma(九膘亚属)"	"淡红"	"绿"	"内表面"	"--"	"--"	"2.160"	"0.591"	"0.1460"	"紫绿"	"Paete,Laguna"	"尖顶椭圆形"	"--"	"3.67"	"中"	"边粉红"	"0.1758"	"斜方形"	"弱"	"桃红"	"IRRI 69"	"--"	"--"	"弱"	"12.5"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.2090"	"菲律宾"	"弱"	"结(88%)"	"强"	"绿"
"36"	"Azollaceae(满江红科)"	"--"	"--"	"Bangkok"	"卵形"	"--"	"0.92"	"20-35mm"	"1.490"	"--"	"3.88"	"216"	"椭圆形"	"--"	"--"	"--"	"斑可克"	"国外"	"--"	"10×12mm"	"1984.12.21"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000546"	"粗、短"	"Rhizosperma(九膘亚属)"	"淡红"	"紫红"	"--"	"--"	"--"	"0.764"	"0.689"	"0.1524"	"紫绿"	"Bangkok"	"--"	"--"	"4.50"	"中"	"边粉红"	"0.1789"	"斜方形"	"弱"	"--"	"IRRI 5"	"--"	"--"	"弱"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1977"	"泰国"	"弱"	"不结"	"强"	"绿"
"37"	"Azollaceae(满江红科)"	"0.0408"	"--"	"Cheng Mai"	"卵形"	"丝状毛"	"--"	"20-30mm"	"1.897"	"桃形"	"--"	"217"	"椭圆形"	"桃红"	"1.25:1"	"--"	"张迈"	"国外"	"--"	"10×13mm"	"1984.4.13"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000547"	"粗、短"	"Rhizosperma(九膘亚属)"	"淡红"	"绿"	"内表面"	"--"	"--"	"1.400"	"0.836"	"0.1586"	"紫绿"	"Sampatong,Cheng Mai"	"尖顶椭圆形"	"--"	"--"	"中"	"边缘红"	"0.1626"	"斜方形"	"弱"	"桃红"	"IRRI 9"	"--"	"--"	"弱"	"12.5"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.2104"	"泰国"	"弱"	"结(16%)"	"强"	"绿"
"38"	"Azollaceae(满江红科)"	"--"	"9"	"Vietnam green 1"	"卵形"	"丝状毛"	"0.95"	"20-35mm"	"1.717"	"桃形"	"4.57"	"218"	"椭圆形"	"桃红"	"1:48"	"--"	"越南绿1"	"国外"	"--"	"12×15mm"	"1984.8.1"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000548"	"粗、短"	"Rhizosperma(九膘亚属)"	"淡红"	"紫"	"内表面"	"--"	"--"	"1.560"	"0.613"	"0.1417"	"紫绿"	"Hanoi"	"尖顶椭圆形"	"--"	"4.14"	"中"	"白"	"0.1656"	"斜方形"	"弱"	"桃红"	"IRRI 17"	"--"	"--"	"弱"	"12.29"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.2117"	"越南"	"弱"	"结(40%)"	"强"	"绿"
"39"	"Azollaceae(满江红科)"	"--"	"--"	"Vietnam green 2"	"卵形"	"--"	"0.91"	"20-30mm"	"1.458"	"--"	"4.57"	"219"	"椭圆形"	"--"	"--"	"--"	"越南绿2"	"国外"	"--"	"10×12mm"	"1984.8.20"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000549"	"粗、短"	"Rhizosperma(九膘亚属)"	"绿"	"绿"	"--"	"--"	"--"	"1.260"	"0.617"	"0.1262"	"绿"	"Hanoi"	"--"	"--"	"3.55"	"中"	"白"	"0.1842"	"斜方形"	"--"	"--"	"IRRI 18"	"--"	"--"	"弱"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.2070"	"越南"	"弱"	"不结"	"强"	"绿"
"40"	"Azollaceae(满江红科)"	"--"	"--"	"Viernam Purple"	"卵形"	"--"	"0.75"	"20-30mm"	"0.801"	"--"	"4.48"	"220"	"椭圆形"	"--"	"--"	"--"	"越南紫"	"国外"	"--"	"10×12mm"	"1984.12.21"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000550"	"粗、短"	"Rhizosperma(九膘亚属)"	"绿"	"绿"	"--"	"--"	"--"	"1.570"	"0.609"	"0.0941"	"紫绿"	"Hanoi"	"--"	"--"	"3.58"	"中"	"边粉红"	"0.1769"	"斜方形"	"--"	"--"	"IRRI 19"	"--"	"--"	"弱"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.2050"	"越南"	"弱"	"不结"	"强"	"绿"
"41"	"Azollaceae(满江红科)"	"0.0362"	"--"	"Vietnam Wild"	"卵形"	"--"	"1.45"	"20-30mm"	"0.099"	"--"	"4.71"	"221"	"椭圆形"	"--"	"--"	"--"	"越南野生种"	"国外"	"--"	"10×12mm"	"1984.4.13"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000551"	"粗、短"	"Rhizosperma(九膘亚属)"	"暗红"	"绿"	"--"	"--"	"--"	"1.770"	"0.509"	"0.0990"	"紫绿"	"La Van,Thai Vinb"	"--"	"--"	"3.64"	"中"	"白"	"0.0995"	"斜方形"	"弱"	"--"	"IRRI 20"	"--"	"--"	"--"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1540"	"越南"	"弱"	"不结"	"强"	"绿"
"42"	"Azollaceae(满江红科)"	"--"	"--"	"Viernam Tieng Gieng"	"卵形"	"--"	"1.27"	"20-30mm"	"0.099"	"--"	"4.22"	"222"	"椭圆形"	"--"	"--"	"--"	"越南仃京"	"国外"	"--"	"10×10mm"	"1984.12.21"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000552"	"粗、短"	"Rhizosperma(九膘亚属)"	"浅红"	"绿"	"--"	"--"	"--"	"--"	"0.445"	"--"	"绿"	"Long dinh province,Tieng Gieng"	"--"	"--"	"4.78"	"中"	"边缘粉红"	"0.1703"	"斜方形"	"弱"	"--"	"IRRI 37"	"--"	"--"	"--"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.2005"	"越南"	"弱"	"不结"	"强"	"绿"
"43"	"Azollaceae(满江红科)"	"0.0389"	"--"	"Tieng Gieng 3"	"卵形"	"--"	"1.05"	"20-30mm"	"0.173"	"--"	"4.51"	"223"	"椭圆形"	"--"	"--"	"--"	"仃京3号"	"国外"	"--"	"10×10mm"	"1984.4.13"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000553"	"粗、短"	"Rhizosperma(九膘亚属)"	"暗红"	"紫"	"--"	"--"	"--"	"1.670"	"0.582"	"0.1443"	"绿"	"Long dinh province,Tieng Gieng"	"--"	"--"	"4.26"	"中"	"红"	"0.1918"	"斜方形"	"弱"	"--"	"IRRI 38"	"--"	"--"	"--"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.2135"	"越南"	"弱"	"不结"	"强"	"绿"
"44"	"Azollaceae(满江红科)"	"--"	"--"	"Soc Trang"	"卵形"	"丝状毛"	"1.09"	"20-30mm"	"0.097"	"桃形"	"4.68"	"224"	"椭圆形"	"桃红"	"1:1.6"	"--"	"索克传因"	"国外"	"--"	"10×10mm"	"1984.8.1"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000554"	"粗、短"	"Rhizosperma(九膘亚属)"	"淡红"	"绿"	"内表面"	"--"	"--"	"1.160"	"0.885"	"0.1600"	"紫绿"	"Soc Trang,Ham Giang"	"尖顶椭圆形"	"--"	"4.90"	"中"	"淡红"	"0.1737"	"斜方形"	"弱"	"桃红"	"IRRI 43"	"--"	"--"	"--"	"11.21"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.2102"	"越南"	"弱"	"结(32%)"	"强"	"绿"
"45"	"Azollaceae(满江红科)"	"--"	"--"	"Malaysia"	"卵形"	"--"	"0.86"	"20-30mm"	"0.086"	"--"	"4.46"	"225"	"椭圆形"	"桃红"	"--"	"--"	"马来西亚"	"国外"	"--"	"10×12mm"	"1984.12.21"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000555"	"粗、短"	"Rhizosperma(九膘亚属)"	"浅红"	"紫红"	"--"	"--"	"--"	"--"	"0.759"	"--"	"紫绿"	"Bumbong,Lima,putterworth"	"尖顶椭圆形"	"--"	"3.69"	"中"	"边缘粉红"	"0.1479"	"斜方形"	"弱"	"--"	"IRRI 2"	"--"	"--"	"--"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.2039"	"马来西亚"	"弱"	"不结"	"强"	"绿"
"46"	"Azollaceae(满江红科)"	"--"	"--"	"Tanjong Karay"	"卵形"	"--"	"0.86"	"20-35mm"	"0.117"	"--"	"4.84"	"226"	"椭圆形"	"--"	"--"	"--"	"坦琼卡利"	"国外"	"--"	"12×12mm"	"1984.8.1"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000556"	"粗、短"	"Rhizosperma(九膘亚属)"	"淡绿"	"紫红"	"--"	"--"	"--"	"1.340"	"0.680"	"0.1641"	"紫绿"	"Tanjong Karay,Malaysia"	"--"	"--"	"3.85"	"中"	"淡红"	"0.1650"	"斜方形"	"弱"	"--"	"IRRI 57"	"--"	"--"	"--"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1881"	"马来西亚"	"弱"	"不结"	"强"	"绿"
"47"	"Azollaceae(满江红科)"	"--"	"--"	"Bombong Lima 2"	"卵形"	"--"	"0.96"	"20-35mm"	"0.133"	"--"	"3.98"	"227"	"椭圆形"	"--"	"--"	"--"	"蓬帮利马2号"	"国外"	"--"	"12×12mm"	"1984.12.21"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000557"	"粗、短"	"Rhizosperma(九膘亚属)"	"浅红"	"绿"	"--"	"--"	"--"	"1.680"	"0.544"	"0.1414"	"紫绿"	"Bombong Lima,Penang"	"--"	"--"	"3.65"	"中"	"边缘粉红"	"0.1887"	"斜方形"	"弱"	"--"	"IRRI 59"	"--"	"--"	"--"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.2119"	"马来西亚"	"弱"	"不结"	"强"	"绿"
"48"	"Azollaceae(满江红科)"	"0.0229"	"--"	"Kuala Kurau"	"卵形"	"丝状毛"	"1.30"	"10-20mm"	"0.101"	"桃形"	"3.60"	"228"	"椭圆形"	"--"	"1:5.6"	"--"	"夸拉库老"	"国外"	"--"	"7×10mm"	"1984.4.13"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000558"	"粗、短"	"Rhizosperma(九膘亚属)"	"浅红"	"紫"	"内表面"	"--"	"--"	"1.260"	"0.609"	"0.0930"	"紫绿"	"Kuala Kurau,Perak"	"--"	"--"	"4.14"	"中"	"红"	"0.1691"	"斜方形"	"弱"	"桃红"	"IRRI 60"	"--"	"--"	"--"	"11.23"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.2145"	"马来西亚"	"弱"	"结(100%)"	"强"	"紫绿"
"49"	"Azollaceae(满江红科)"	"--"	"--"	"Sri Nagor"	"卵形"	"--"	"0.97"	"20-30mm"	"0.095"	"--"	"4.54"	"229"	"椭圆形"	"--"	"--"	"--"	"斯里耐哥尔"	"国外"	"--"	"10×12mm"	"1984.12.21"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000559"	"粗、短"	"Rhizosperma(九膘亚属)"	"浅红"	"绿"	"--"	"--"	"--"	"0.712"	"0.600"	"0.1317"	"紫绿"	"Sri Nagor,Dacca"	"--"	"--"	"4.17"	"中"	"边缘粉红"	"0.1728"	"斜方形"	"弱"	"--"	"IRRI 10"	"--"	"--"	"--"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.2162"	"孟加拉"	"弱"	"不结"	"强"	"绿"
"50"	"Azollaceae(满江红科)"	"--"	"--"	"Tangail"	"卵形"	"--"	"--"	"20-30mm"	"0.128"	"--"	"--"	"230"	"椭圆形"	"--"	"--"	"--"	"坦加尔"	"国外"	"--"	"10×10mm"	"1984"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000560"	"粗、短"	"Rhizosperma(九膘亚属)"	"浅红"	"绿"	"--"	"--"	"--"	"1.890"	"0.548"	"0.1499"	"绿"	"Tangail"	"--"	"--"	"--"	"中"	"边缘粉红"	"0.1730"	"斜方形"	"弱"	"--"	"IRRI 11"	"--"	"--"	"--"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1891"	"孟加拉"	"弱"	"不结"	"强"	"绿"
"51"	"Azollaceae(满江红科)"	"--"	"--"	"Bogor"	"卵形"	"--"	"1.05"	"10-20mm"	"0.104"	"--"	"4.32"	"231"	"椭圆形"	"--"	"--"	"--"	"哥波"	"国外"	"--"	"8×10mm"	"1984"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000561"	"粗、短"	"Rhizosperma(九膘亚属)"	"浅红"	"绿"	"--"	"--"	"--"	"1.730"	"0.666"	"0.1254"	"紫绿"	"Bogor"	"--"	"--"	"4.10"	"中"	"边缘粉红"	"0.1677"	"斜方形"	"弱"	"--"	"IRRI 3"	"--"	"--"	"--"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1933"	"印度尼西亚"	"弱"	"不结"	"强"	"绿"
"52"	"Azollaceae(满江红科)"	"0.0289"	"--"	"Garut 1"	"卵形"	"--"	"1.08"	"10-20mm"	"0.119"	"--"	"4.59"	"232"	"椭圆形"	"--"	"--"	"--"	"夏奴特1号"	"国外"	"--"	"8×10mm"	"1984.4.13"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000562"	"粗、短"	"Rhizosperma(九膘亚属)"	"绿"	"绿"	"--"	"--"	"--"	"2.090"	"0.820"	"0.1469"	"绿"	"Garut City,West jawa(hot spring cooling H20 ponda)"	"--"	"--"	"4.71"	"中"	"边缘粉红"	"0.1511"	"斜方形"	"弱"	"--"	"IRRI 40"	"--"	"--"	"--"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.2163"	"印尼"	"弱"	"不结"	"强"	"绿"
"53"	"Azollaceae(满江红科)"	"--"	"9"	"Garut 2"	"卵形"	"丝状毛"	"1.13"	"15-30mm"	"0.194"	"桃形"	"3.69"	"233"	"椭圆形"	"桃红"	"1:21"	"--"	"夏奴特2号"	"国外"	"--"	"10×12mm"	"1984"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000563"	"粗、短"	"Rhizosperma(九膘亚属)"	"浅红"	"紫绿"	"内表面"	"--"	"--"	"2.160"	"0.733"	"0.1580"	"紫绿"	"Garut City,West jawa(hot spring cooling H20 ponda)"	"尖顶椭圆形"	"--"	"3.60"	"中"	"边缘粉红"	"0.1548"	"斜方形"	"弱"	"桃红"	"IRRI 41"	"--"	"--"	"--"	"12.5"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.2002"	"印度尼西亚"	"弱"	"结(12%)"	"强"	"绿"
"54"	"Azollaceae(满江红科)"	"0.0392"	"--"	"Cuttack"	"卵形"	"丝状毛"	"0.80"	"10-25mm"	"0.126"	"桃形"	"4.47"	"234"	"椭圆形"	"桃红"	"1:1.1"	"--"	"库塔克"	"国外"	"--"	"10×10mm"	"1984.4.13"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000564"	"粗、短"	"Rhizosperma(九膘亚属)"	"紫红"	"绿"	"内表面"	"--"	"--"	"1.210"	"0.789"	"0.1323"	"紫绿"	"Cuttack,Orissa"	"尖顶椭圆形"	"--"	"4.66"	"中"	"边缘粉红"	"0.1567"	"斜方形"	"弱"	"桃红"	"IRRI 23"	"--"	"--"	"--"	"11.23"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.2074"	"印度"	"弱"	"结(20%)"	"强"	"绿"
"55"	"Azollaceae(满江红科)"	"0.0338"	"9"	"Tamil Nadu"	"卵形"	"丝状毛"	"1.04"	"15-25mm"	"0.187"	"桃形"	"4.47"	"235"	"椭圆形"	"桃红"	"1:10.5"	"--"	"塔米尔那塔"	"国外"	"--"	"10×10mm"	"1984.4.13"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000565"	"粗、短"	"Rhizosperma(九膘亚属)"	"浅红"	"绿"	"内表面"	"--"	"--"	"1.750"	"0.732"	"0.1522"	"紫绿"	"Tamil Nadu Agricultural University,Coimbatere"	"尖顶椭圆形"	"--"	"4.05"	"中"	"边缘粉红"	"0.1822"	"斜方形"	"弱"	"桃红"	"IRRI 44"	"--"	"--"	"--"	"11.23"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1991"	"印度"	"弱"	"结(52%)"	"强"	"绿"
"56"	"Azollaceae(满江红科)"	"0.0339"	"--"	"Hannasgiriya"	"卵形"	"丝状毛"	"0.98"	"20-30mm"	"--"	"桃形"	"4.46"	"236"	"椭圆形"	"桃红"	"14.6:1"	"35.9"	"那那斯格里亚"	"国外"	"--"	"10×10mm"	"1984.4.13"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000566"	"粗、短"	"Rhizosperma(九膘亚属)"	"浅红"	"绿"	"内表面"	"5.2"	"23.6"	"1.130"	"0.829"	"0.1689"	"紫绿"	"Hannasgiriya"	"尖顶椭圆形"	"8.0"	"4.41"	"中"	"边缘粉红"	"0.1928"	"斜方形"	"弱"	"桃红"	"IRRI 64"	"能量:3865卡/克风干重"	"11.4"	"--"	"10.28"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"--"	"斯里兰卡"	"弱"	"结(84,7%)"	"强"	"绿"
"57"	"Azollaceae(满江红科)"	"0.0456"	"--"	"Sigiriya"	"卵形"	"丝状毛"	"1.07"	"20-35mm"	"0.095"	"桃形"	"4.48"	"237"	"椭圆形"	"桃红"	"1:7.3"	"--"	"悉格利亚"	"国外"	"--"	"12×14mm"	"1984.4.13"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000567"	"粗、短"	"Rhizosperma(九膘亚属)"	"浅红"	"绿"	"内表面"	"--"	"--"	"1.210"	"0.712"	"0.1571"	"紫绿"	"Sigiriya"	"尖顶椭圆形"	"--"	"4.18"	"中"	"边缘粉红"	"0.1749"	"斜方形"	"弱"	"桃红"	"IRRI 65"	"--"	"--"	"--"	"11.23"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1851"	"斯里兰卡"	"弱"	"结(64%)"	"强"	"绿"
"58"	"Azollaceae(满江红科)"	"--"	"9"	"Debokkawa"	"卵形"	"丝状毛"	"0.72"	"20-30mm"	"0.106"	"桃形"	"4.02"	"238"	"椭圆形"	"桃红"	"1:25"	"--"	"策波卡瓦"	"国外"	"--"	"10×12mm"	"1984.12.21"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000568"	"粗、短"	"Rhizosperma(九膘亚属)"	"浅红"	"绿"	"内表面"	"--"	"--"	"1.530"	"0.800"	"0.1530"	"紫绿"	"Debokkawa"	"尖顶椭圆形"	"--"	"4.79"	"中"	"边缘粉红"	"0.1655"	"斜方形"	"弱"	"桃红"	"IRRI 66"	"--"	"--"	"--"	"12.4"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1990"	"斯里兰卡"	"弱"	"结(20%)"	"强"	"绿"
"59"	"Azollaceae(满江红科)"	"--"	"9"	"Kotmale"	"卵形"	"丝状毛"	"1.27"	"20-30mm"	"0.057"	"桃形"	"3.71"	"239"	"椭圆形"	"桃红"	"0.4:1"	"--"	"夸特梅尔"	"国外"	"--"	"12×12mm"	"1984"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000569"	"粗、短"	"Rhizosperma(九膘亚属)"	"浅红"	"紫"	"内表面"	"--"	"--"	"0.930"	"0.443"	"0.1509"	"紫绿"	"Kotmale"	"尖顶椭圆形"	"--"	"5.55"	"中"	"边缘粉红"	"0.1585"	"斜方形"	"弱"	"桃红"	"IRRI 67"	"--"	"--"	"--"	"12.5"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1995"	"斯里兰卡"	"弱"	"结(14%)"	"强"	"绿"
"60"	"Azollaceae(满江红科)"	"--"	"--"	"Tissa"	"卵形"	"--"	"1.02"	"20-30mm"	"0.074"	"--"	"4.15"	"240"	"椭圆形"	"--"	"--"	"--"	"梯沙"	"国外"	"--"	"12×15mm"	"1984"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000570"	"粗、短"	"Rhizosperma(九膘亚属)"	"浅红"	"绿"	"--"	"--"	"--"	"1.230"	"0.715"	"0.1296"	"紫绿"	"Tissa"	"--"	"--"	"4.72"	"中"	"边缘粉红"	"0.1913"	"斜方形"	"弱"	"--"	"IRRI 68"	"--"	"--"	"--"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.2011"	"斯里兰卡"	"弱"	"不结"	"强"	"绿"
"61"	"Azollaceae(满江红科)"	"--"	"9"	"Khumaltar"	"卵形"	"丝状毛"	"0.88"	"20-30mm"	"0.074"	"桃形"	"4.07"	"241"	"椭圆形"	"桃红"	"1.1:1"	"--"	"克玛尔他"	"国外"	"--"	"10×12mm"	"1984.12.21"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000571"	"粗、短"	"Rhizosperma(九膘亚属)"	"浅红"	"绿"	"内表面"	"--"	"--"	"1.210"	"--"	"0.1345"	"紫绿"	"Khumaltar,Lalitpur"	"尖顶椭圆形"	"--"	"4.60"	"中"	"边缘粉红"	"0.1756"	"斜方形"	"弱"	"桃红"	"IRRI 13"	"--"	"--"	"--"	"11.28"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.2087"	"尼泊尔"	"弱"	"结(66%)"	"强"	"绿"
"62"	"Azollaceae(满江红科)"	"0.0446"	"--"	"NIAB"	"卵形"	"丝状毛"	"0.92"	"10-20mm"	"--"	"桃形"	"3.87"	"242"	"椭圆形"	"桃红"	"1.2:1"	"--"	"--"	"国外"	"--"	"10×12mm"	"1984.4.13"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000572"	"粗、短"	"Rhizosperma(九膘亚属)"	"暗红"	"淡绿"	"内表面"	"--"	"--"	"0.982"	"0.703"	"0.1405"	"绿"	"NIAB,Pakistan"	"尖顶椭圆形"	"--"	"3.94"	"中"	"边缘粉红"	"0.1612"	"斜方形"	"弱"	"桃红"	"IRRI 56"	"--"	"--"	"--"	"11.28"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"--"	"巴基斯坦"	"弱"	"结(80%)"	"强"	"绿"
"63"	"Azollaceae(满江红科)"	"--"	"--"	"Senegal"	"卵形"	"--"	"1.13"	"20-30mm"	"0.088"	"--"	"4.44"	"243"	"椭圆形"	"--"	"--"	"--"	"塞内加尔"	"国外"	"--"	"12×12mm"	"1982"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000573"	"粗、短"	"Rhizosperma(九膘亚属)"	"红"	"绿"	"--"	"--"	"--"	"1.220"	"0.605"	"0.1544"	"绿"	"Senegal"	"--"	"--"	"4.82"	"中"	"边缘粉红"	"0.1828"	"斜方形"	"弱"	"--"	"IRRI 26"	"--"	"--"	"--"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.2011"	"塞内加尔"	"弱"	"不结"	"强"	"绿"
"64"	"Azollaceae(满江红科)"	"0.0349"	"--"	"MIA Australia"	"卵形"	"丝状毛"	"1.38"	"20-30mm"	"0.090"	"桃形"	"4.61"	"244"	"椭圆形"	"桃红"	"0.6:1"	"--"	"澳大利亚MIA"	"国外"	"--"	"10×10mm"	"1984.4.13"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000574"	"粗、短"	"Rhizosperma(九膘亚属)"	"浅红"	"淡绿"	"内表面"	"--"	"--"	"1.600"	"0.810"	"0.1595"	"绿"	"Griffth,New South Wales(Murranbridge Irrigatian Area)"	"尖顶椭圆形"	"--"	"4.10"	"中"	"边缘粉红"	"0.1903"	"斜方形"	"弱"	"桃红"	"IRRI 39"	"--"	"--"	"--"	"11.27"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1970"	"澳大利亚"	"弱"	"结(98%)"	"强"	"绿"
"65"	"Azollaceae(满江红科)"	"--"	"--"	"Japon"	"卵形"	"--"	"1.20"	"20-35mm"	"0.068"	"--"	"4.30"	"245"	"椭圆形"	"--"	"--"	"--"	"日本"	"国外"	"--"	"12×15mm"	"1982"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000575"	"粗、短"	"Rhizosperma(九膘亚属)"	"紫红"	"绿"	"--"	"--"	"--"	"--"	"0.250"	"--"	"绿"	"Japon"	"--"	"--"	"5.21"	"中"	"边缘粉红"	"0.1478"	"斜方形"	"弱"	"--"	"--"	"--"	"--"	"--"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1935"	"日本"	"弱"	"不结"	"强"	"绿"
"66"	"Azollaceae(满江红科)"	"--"	"--"	"Africa"	"卵形"	"--"	"1.28"	"20-30mm"	"0.074"	"--"	"4.05"	"246"	"椭圆形"	"--"	"--"	"--"	"非洲"	"国外"	"--"	"12×12mm"	"1982"	"圆筒形"	"弱"	"Azolla imbricata(Roxb.)Nakai(满江红)"	"00000576"	"粗、短"	"Rhizosperma(九膘亚属)"	"紫红"	"绿"	"--"	"--"	"--"	"0.807"	"0.251"	"0.1441"	"绿"	"Africa"	"--"	"--"	"4.33"	"中"	"边缘粉红"	"0.1784"	"斜方形"	"弱"	"--"	"--"	"--"	"--"	"--"	"--"	"三角形"	"Ⅰ"	"福建农科院红萍研究中心"	"0.1934"	"非洲"	"弱"	"不结"	"强"	"绿"
