"id"	"索引"	"标准编号"	"标准名称"	"发布日期"	"实施日期"	"标准类型"	"发布单位"	"起草单位"	"起草人"	"标准概述（300字以内）"	"全文"
"395"	"353e4c80-59e0-4455-b583-cf51ab89c3a8"	"GB/T 5009.84-2003"	"食品中硫胺素(维生素B1)的测定"	"2003/8/11 "	"2004/1/1 0"	"国家标准"	"中华人民共和国卫生部中国国家标准化管理委员会"	"中国预防医学科学院营养与食品卫生研究所"	"王光亚、张宏伟、杨晓莉、门建华、杨月欣"	"本标准规定了各类食品中硫胺素的测定方法。  "	" "
"396"	"3567b06f-7018-4110-a036-61621ae97c36"	"GB/T 15686"	"高粱单宁含量的测定"	"2008/11/4 "	"2009/1/20 "	"国家标准"	"中华人民共和国国家质量监督检验检疫总局，中国国家标准化管理委员会"	"河南工业大学"	"霍权恭、范璐、周展明。"	"本标准代替  GB/T  15686-1995  高粱中单宁含量的测定"	" "
"397"	"3573d912-6dcb-4dd4-b3d4-eb9337ca9a0f"	"GB/T 9956-2011"	"青鱼鱼苗、鱼种"	"2011/11/21"	"2012/3/1 0"	"国家标准"	"中华人民共和国国家质量监督检验检疫总局中国国家标准化管理委员会"	"中国水产科学研究院长江水产研究所、农业部淡水鱼类种质监督检验测试中心、浙江省淡水水产研究所"	"周瑞琼、徐忠法、邹世平、方耀林、徐正奎、叶金云"	"本标准规定了青鱼鱼苗、鱼种的术语和定义、来源、质量要求、检验方法和检验规则。"	" "
"398"	"360d69f7-7ed6-4452-a02d-0d96d9e2ab8b"	"GB 25557-2010"	"食品安全国家标准 食品添加剂 焦磷酸钠"	"2010/12/21"	"2011/2/21 "	"国家标准"	"中华人民共和国卫生部"	"未公开"	"未公开"	"本标准适用于热法磷酸与工业碳酸钠（纯碱）或离子膜氢氧化钠（烧碱）中和反应制得的食品添加剂焦磷酸钠。"	" "
"399"	"361b4e9d-063e-46a4-93bc-2854ad7f0933"	"GB 20813-2006"	"农药产品标签通则"	"2006/12/7 "	"2007/11/1 "	"国家标准"	"中华人民共和国国家质监督检验检疫总局,中国国家标准化管理委员会"	"农业部农药检定所"	"叶纪明，刘绍仁，宗伏霖，陈景芬，杨俊"	"本标准规定了农药产品标签设计制作的基本原则、标签应标注的基本内容和其他要求。"	
"400"	"363422cd-99ca-4dd3-8b7d-1548c30e8f82"	"GB 29682-2013"	"食品安全国家标准 水产品中青霉素类药物多残留的测定 高效液相色谱法"	"2013/9/16 "	"2014/1/1 0"	"国家标准"	"中华人民共和国农业部,中华人民共和国国家卫生和计划生育委员会"	"未公开"	"未公开"	"本标准规定了水产品4种青霉素类药物残留量检测的制样和高效液相色谱定方法。"	" "
"401"	"3636c10f-bfd3-4d9a-8049-77b952d98375"	"GB/T 22305.2-2008"	"小豆蔻第2部分：种子"	"2008/8/1 0"	"2008/11/1 "	"国家标准"	"中华人民共和国质量监督检验检疫总局、中国国家标准化管理委员会"	"中华全国供销合作总社南京野生植物综合利用研究院"	"陈仕荣、张卫明，"	"GB/T  22305的本部分规定了小豆蔻[Elettaria  cardamomum(Linnaeus)Maton  var.minuscula  Burkill]种子的技术要求及有关贮运条件。"	" "
"402"	"36652ec0-6fe0-4172-919d-305b4a92bde6"	"GB/T 17891-1999"	"优质稻谷"	"1999/11/1 "	"2000/4/1 0"	"国家标准"	"中华人民共和国质量监督检验检疫总局、中国国家标准化管理委员会"	"国家粮食储备局标准质量管理办公室;参加起草单位:湖北省粮食局、江西省
粮食局、中国水稻研究所、湖南省粮食局、江苏省粮食局"	"唐瑞明、龙伶俐、熊宁、邓永、罗玉坤、李友根、李春华."	"本标准规定了优质稻谷的定义、分类、质量要求、检验方法及包装、运输、贮存的要求。"	" "
"403"	"367cfb20-55e6-45de-a4fb-52382d89837b"	"GB/T 26623"	"畜禽舍纵向通风系统设计规程"	"2011/6/16 "	"2011/11/1 "	"国家标准"	"中华人民共和国国家质量监督检验检疫总局，中国国家标准化管理委员会"	"农业部畜牧环境设施设备质量监督检验测试中心(北京)、中国农业科学院农业环
境与可持续发展研究所。"	"董红敏、陶秀萍、朱志平、尚斌、黄宏坤、陈永杏、游玉波。"	"本标准的附录A、附录B为资料性附录。"	" "
"404"	"36ad4504-28a7-4034-8bee-bde130ddaf12"	"GB 25583-2010"	"食品安全国家标准 食品添加剂 硅铝酸钠"	"2010/12/21"	"2011/2/21 "	"国家标准"	"中华人民共和国卫生部"	"未公开"	"未公开"	"本标准适用于以水玻璃法制备的食品添加剂硅铝酸钠。"	" "
"405"	"36ba04b6-ec1b-4764-a27d-8fe06bc31779"	"GB 28319-2012"	"食品安全国家标准 食品添加剂 庚酸烯丙酯"	"2012/4/25 "	"2012/6/25 "	"国家标准"	"中华人民共和国卫生部"	"未公开"	"未公开"	"本标准适用于由庚酸和烯丙醇为原料制得的食品添加剂庚酸烯丙酯。"	" "
"406"	"36da075b-57a1-450e-9bfb-70f8df58bd48"	"GB 25569-2010"	"食品安全国家标准 食品添加剂 磷酸二氢铵"	"2010/12/21"	"2011/2/21 "	"国家标准"	"中华人民共和国卫生部"	"未公开"	"未公开"	"本标准适用于以热法磷酸和液氨为原料生产的食品添加剂磷酸二氢铵。"	" "
"407"	"36eae023-cfcb-4835-ad82-1742c1ed3454"	"GB/T 20809-2006"	"肉制品生产HACCP应用规范"	"2006/11/28"	"2007/3/1 0"	"国家标准"	"中华人民共和国国家质量监督检验检疫总局中国国家标准化管理委员会"	"商务部屠宰技术鉴定中心、国家认证认可监督管理委员会注册管理部、河南漯河双汇实业集团有限责任公司、内蒙尸占草原兴发股份有限公司、无锡天鹏集团、江苏雨润食品产业集团有限公司、山东金锣企业集团"	"王贵际、龚海岩、赵箭、史小ia.、石瑞芳、李红伟、刘景德、马金生、章浩东、张季川"	"本标准规定了肉制品生产企业建立和实施HACCP体系的总要求以及文件、良好操作规范（GMP）、卫生标准操作程序（SSOP）、标准操作规程（SOP）、有害微生物检验和HACCP体系的建立规程方面的要求、提出了肉制品HACCP计划模式表。  "	" "
"408"	"36ed5d37-4066-45b9-8f99-8bdf6a77a264"	"GB/T 19957"	"地理标志产品阳澄湖大闸蟹"	"2005/11/17"	"2006/3/1 0"	"国家标准"	"中华人民共和国国家质量监督检验检疫总局，中国国家标准化管理委员会"	"苏州市阳澄湖大闸蟹原产地域产品保护管理委员会、江苏省苏州质量技术监督局、苏州市水产技术推广站。"	"陈文怡、许健儿、凌志纯、王友俊、杨维龙。"	"本标准规定了阳澄湖大闸蟹的地理标志产品保护范围、术语和定义、要求、试验方法、检验规则、标志、包装、运输、贮存。"	" "
"409"	"36f3998f-df67-4320-92a4-8065497e14f7"	"GB/T 5009.37-2003"	"食用植物油卫生标准的分析方法"	"2003/8/11 "	"2004/1/1 0"	"国家标准"	"中华人民共和国卫生部中国国家标准化管理委员会"	"上海市卫生防疫站、天津市卫生防疫站、安徽省卫生防疫站、陕西省卫生防疫站、辽宁省卫生防疫站、湖南省卫生防疫站、卫生部食品卫生监督检验所"	"未公开"	"代替GB/T  5009.37-1996  食用植物油卫生标准的分析方法"	" "
"410"	"3794fd94-8645-4925-bec5-adf01718aa07"	"GB 29977-2013"	"食品安全国家标准 食品添加剂 2-乙酰基吡咯"	"2013/11/29"	"2014/6/1 0"	"国家标准"	"中华人民共和国国家卫生和计划生育委员会"	"未公开"	"未公开"	"本标准适用于由吡咯和N,N-二甲基乙酰胺为原料制得的食品添加剂2-乙酰基吡咯。"	" "
"411"	"37a39799-de06-4aa9-ad10-7a148728dd60"	"GB/T 12766"	"动物油脂熔点测定"	"2008/5/27 "	"2008/10/1 "	"国家标准"	"中华人民共和国国家质量监督检验检疫总局，中国国家标准化管理委员会"	"商务部屠宰技术鉴定中心、江苏雨润食品产业集团有限公司。"	"闵成军、樊成艳、方春宁、张新玲、胡新颖。"	"本标准代替GB/T  12766-1991"	" "
"412"	"37ca1109-54cf-4c31-9f04-527022e6fe16"	"GB/T 5009.110-2003"	"植物性食品中氯氰菊酯、氰戊菊酯和溴氰菊酯残留量的测定"	"2003/8/11 "	"2004/1/1 0"	"国家标准"	"中华人民共和国质量监督检验检疫总局、中国国家标准化管理委员会"	"广东省食品卫生监督检验所、北京市卫生防疫站、卫生部食品卫生监督检验所"	"吕澳生、祝孝翼、张临夏"	"本标准规定了谷类和蔬菜中氯氰菊酯、氰戊菊酯和溴氰菊酯的测定方法。本标准适用于谷类和蔬菜中氯氰菊酯、氰戊菊酯和溴氰菊酯的多残留分析。本标准粮食和蔬菜的检出限氯氰菊酯为2.1μg/kg、氰戊菊酯为3.1μg/kg、溴氰菊酯为0.88μg/kg"	" "
"413"	"37f3b27c-ce13-433a-92a1-a90a6b4d2d24"	"GB 14883.4-1994"	"食品中放射性物质检验 钷-147的测定"	"1994/2/2 0"	"1994/9/1 0"	"国家标准"	"中华人民共和国卫生部"	"中国辐射防护研究院、河北省放射卫生研究所、中国医学科学院放射医学研究所"	"沙连茂、孙克新、诸洪达"	"本标准规定了食品中钷-147（147Pm）的测定方法。"	" "
"414"	"37fd151d-f9d0-45d2-bb98-91b3cf47d414"	"GB/T 5009.117-2003"	"食用豆粕卫生标准的分析方法"	"2003/8/11 "	"2004/1/1 0"	"国家标准"	"中华人民共和国卫生部中国国家标准化管理委员会"	"上海市食品卫生监督检验所、吉林省食品卫生监督检验所、上海市南市区卫生防疫站"	"沈文、成凯泰、深静徽、刘桂新、金秀华"	"本标准规定了食用豆粕卫生标准的分析方法。本标准适用于大豆经溶剂萃取食用豆油后，以其作为食品工业原料的豆粕各项卫生指标的分析。更多参见食品卫生检验方法理化标准5009专题"	" "
"415"	"381b5d1a-3c73-475d-8b6b-844d9995a342"	"GB/T 21311"	"动物源性食品中硝基呋喃类药物代谢物残留量检测方法高效液相色谱/串联质谱法"	"2007/10/29"	"2008/4/1 0"	"国家标准"	"中华人民共和国国家质量监督检验检疫总局，中国国家标准化管理委员会"	"未公开"	"未公开"	"本标准规定了动物源性食品中硝基呋喃类药物代谢物3-氨基-2恶唑酮（3-amino-2-oxalidinone,AOZ）、5-吗啉甲基-3-氨  基-2-氨  基-2-恶唑烷基酮（5-morpholinomethyl-3-amino-2-oxalidinone,AMOZ）、1-氨基-乙内酰脲（1-amino-hydantoin,AHD）和氨基脲（semicarbazide,SEM）残留量的高效液相色谱/串联质谱测定方法。  "	" "
"416"	"38253191-ee72-4e7a-91a6-f710c893d1d8"	"GB/T 5009.77-2003"	"食用氢化油、人造奶油卫生标准的分析方法"	"2003/8/11 "	"2004/1/1 0"	"国家标准"	"中华人民共和国卫生部中国国家标准化管理委员会"	"上海市卫生防疫站"	"未公开"	"本标准规定了食用氢化油和人造奶油各项卫生指标的分析方法。"	" "
"417"	"38301f26-7928-4fe7-8d3c-304db78eab2e"	"GB/T 7223-2008"	"荣昌猪"	"2008/6/17 "	"2008/10/1 "	"国家标准"	"中华人民共和国国家质量监督检验检疫总局中国国家标准化管理委员会"	"重庆市畜牧科学院"	"郭宗义、王金勇、朱丹、魏文栋"	"本标准代替GB/T  7223-1987"	" "
"418"	"385f1491-c189-42a0-8b5f-e9911d6d2b3f"	"GB/T 30955-2014"	"饲料中黄曲霉毒素B1、B2、G1、G2的测定免疫亲和柱净化－高效液相"	"2014/7/8 0"	"2015/1/10 "	"国家标准"	"中华人民共和国质量监督检验检疫总局、中国国家标准化管理委员会"	"未公开"	"未公开"	"本标准规定了饲料中黄曲霉素B1、B2、G1、G2的免疫亲和层析净化-高效液相色谱法的测定方法。"	" "
"419"	"385f6fe3-578b-4fc0-9c2d-2bc0d12d60b5"	"GB/T 23218"	"动物源性食品中玉米赤霉醇残留量的测定液相色谱-串联质谱法"	"2008/12/31"	"2009/6/1 0"	"国家标准"	"中华人民共和国国家质量监督检验检疫总局，中国国家标准化管理委员会"	"中华人民共和国秦皇岛出入境检验检疫局、中华人民共和国上海出入境检验检疫局。"	"方晓明、盛永刚、王敏、王传现、庞国芳。"	"本标准规定了动物源性食品中玉米赤霉醇(zerano1)、β-玉米赤霉醇(β-zearalanol)和玉米赤霉烷酮(zearalanone)残留量的高效液相色谱-串联质谱的测定方法。"	" "
"420"	"38607c9d-b4f9-4384-a3a7-778425acde67"	"GB 29683-2013"	"食品安全国家标准 动物性食品中对乙酰氨基酚残留量的测定 高效液相色谱法"	"2013/9/16 "	"2014/1/1 0"	"国家标准"	"中华人民共和国农业部,中华人民共和国国家卫生和计划生育委员会"	"未公开"	"未公开"	"本标准规定了动物性食品中对乙酰氨基酚残留量检测的制样和高效液相色谱测定方法。"	" "
"421"	"386bc158-912e-4a54-90a9-f7b6b15d91a4"	"GB 1888-2014"	"食品安全国家标准 食品添加剂 碳酸氢铵"	"2014/4/29 "	"2014/11/1 "	"国家标准"	"中华人民共和国国家卫生和计划生育委员会"	"未公开"	"未公开"	"本标准代替GB  1888-2008  食品添加剂  碳酸氢铵"	" "
"422"	"38737af0-6ac1-4172-a9de-be1c59eb96cb"	"GB/T 23379-2009"	"水果、蔬菜及茶叶中吡虫啉残留的测定高效液相色谱法"	"2009/4/8 0"	"2009/5/1 0"	"国家标准"	"中华人民共和国国家质量监督检验检疫总局中国国家标准化管理委员会"	"安徽农业大学、国家农副加工食品质量监督检验中心、安徽国家农业标准化与监测中心"	"宛晓春、程静、侯如燕、陈戈、蔡荟梅、王苏红、杜先锋、藏爱香"	"本标准规定了水果、蔬菜及茶叶中吡虫啉农药残留的测定方法。"	" "
"423"	"3882f02d-f04a-4ad4-b9db-c388b59a7f03"	"GB/T 18932.11"	"蜂蜜中钾、磷、铁、钙、锌、铝、钠、镁、硼、锰、铜、钡、钛、钒、镍、钴、铬含量的测定方法电感耦合等离子体原子发射光谱(ICP-AES)法"	"2002/12/30"	"2003/6/1 0"	"国家标准"	"中华人民共和国国家质量监督检验检疫总局"	"中华人民共和国秦皇岛出入境检验检疫局"	"庞国芳、高建文、刘永明"	"GB/T  18932的本部分规定了蜂蜜中钾、磷、铁、钙、锌、铝、钠、镁、硼、锰、铜、钡、钛、钒、镍、钴、铬、含量的电感耦合等离子体-原子发射光谱测定方法（以下简称ICP-AES）。"	" "
"424"	"38bc4995-10f8-4f52-838c-ecff8420d252"	"GB 28333-2012"	"食品安全国家标准 食品添加剂 顺式-3-己烯醇丁酸酯(丁酸叶醇酯)"	"2012/4/25 "	"2012/6/25 "	"国家标准"	"中华人民共和国卫生部"	"未公开"	"未公开"	"本标准适用于由丁酸和顺式-3-己烯醇为原料制得的食品添加剂顺式-3-己烯醇丁酸酯(丁酸叶醇酯)。"	" "
"425"	"38f12a6a-999d-4311-a824-9767973d07f2"	"GB/T 5009.86-2003"	"蔬菜、水果及其制品中总抗坏血酸的测定(荧光法和2,4-二硝基苯肼法）"	"2003/8/11 "	"2004/1/1 0"	"国家标准"	"中华人民共和国卫生部中国国家标准化管理委员会"	"中国预防医学科学院营养与食品卫生研究所"	"王光亚、杨晓莉、田立新"	"本标准规定了用荧光法和2,4-二硝基苯肼比色法测定食品中的抗坏血酸。"	" "
"426"	"38f1c272-c8bf-4160-8841-2375dc9adf9c"	"GB/T 17999.3"	"SPF鸡微生物学监测第3部分：SPF鸡血清中和试验"	"2008/12/31"	"2009/5/1 0"	"国家标准"	"中华人民共和国国家质量监督检验检疫总局，中国国家标准化管理委员会"	"中国农业科学院哈尔滨兽医研究所、中国动物卫生与流行病学中心、济南斯帕法斯家禽有限公司"	"曲连东、刘家森、韩凌霞、邵卫星、朱果、单忠芳、姜骞、司昌德、于海波、孟庆文"	"GB/T  17999的本部分规定了血清中和试验的技术要求。  "	" "
"427"	"391a6451-3802-456e-8aa3-78a518fa564f"	"GB/T 5009.124-2003"	"食品中氨基酸的测定"	"2003/8/11 "	"2004/1/1 0"	"国家标准"	"中华人民共和国卫生部中国国家标准化管理委员会"	"中国预防医学科学院营养与食品卫生研究所"	"贾健斌、赵熙和"	"本标准规定了用氨基酸自动分析仪测定食物中氨基酸的方法。本标准适用于食品中的天冬氨酸、苏氨酸、丝氨酸、谷氨酸、脯氨酸、甘氨酸、丙氨酸、缬氨酸、蛋氨酸、异亮氨酸、亮氨酸、酷氨酸、苯丙氨酸、组氨酸、赖氨酸和精氨酸等十六种氨基酸的测定。其最低检出限为10pmol。本标准不适用于蛋白质含量低的水果、蔬菜、饮料和淀粉类食品中氨基酸测定。"	" "
