"id"	"蛋氨酸"	"科名"	"角斑病指数"	"保存编号"	"品种名称"	"谷氨酸"	"播种期"	"缬氨酸"	"天冬氨酸"	"精氨酸"	"苏氨酸"	"丙氨酸"	"单株产量"	"总和"	"蚜害病级"	"异亮氨酸"	"炭疽病级"	"炭疽病指数"	"省"	"色氨酸"	"组氨酸"	"芽期抗寒"	"分枝数"	"样品类型"	"总淀粉"	"角斑病评价"	"东经"	"百粒重"	"属名"	"统一编号"	"芽期抗旱"	"学名"	"蚜害病指数"	"苯丙氨酸"	"熟期抗旱"	"支链淀粉"	"粒形"	"花色"	"粗脂肪"	"成熟期"	"粗蛋白"	"结荚习性"	"北纬"	"亮氨酸"	"库编号"	"生长习性"	"保存单位"	"原产地"	"备注"	"甘氨酸"	"单荚粒数"	"蚜害病评价"	"胱氨酸"	"直链淀粉"	"单株荚数"	"粒色"	"酩氨酸"	"脯氨酸"	"赖氨酸"	"荚长"	"株高"	"角斑病级"	"丝氨酸"	"译名"	"高程"	"荚色"	"种子来源"	"炭疽病评价"	"全生育日数"
"1165"	"--"	"Leguminosae(豆科)"	"77.8"	"81-0680"	"小白豆"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"13.5"	"--"	"9"	"--"	"7-9"	"81.5"	"山西"	"--"	"--"	"3"	"3.5"	"地方"	"43.47"	"S"	"11251"	"12.5"	"Phaseolus(菜豆属)"	"F0001300"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"白"	"--"	"9.23"	"27.64"	"无限"	"3650"	"--"	"I2K03085"	"半蔓生"	"山西农科院品资所"	"武乡县"	"--"	"--"	"4.8"	"--"	"--"	"11.30"	"22.5"	"白"	"--"	"--"	"--"	"7.7"	"140.0"	"7"	"--"	"XIAO BAI DOU"	"942"	"黄白"	"--"	"HS"	"155"
"1166"	"--"	"Leguminosae(豆科)"	"--"	"81-0651"	"白眉豆"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"44.9"	"--"	"9"	"--"	"--"	"--"	"山西"	"--"	"--"	"--"	"1.5"	"地方"	"51.05"	"--"	"11325"	"21.2"	"Phaseolus(菜豆属)"	"F0001301"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"77.5"	"--"	"--"	"37.43"	"椭圆"	"白"	"1.35"	"8.10"	"19.62"	"无限"	"3612"	"--"	"I2K00629"	"蔓生"	"山西农科院品资所"	"平顺县"	"--"	"--"	"5.3"	"HS"	"--"	"13.62"	"40.0"	"白"	"--"	"--"	"--"	"7.5"	"237.5"	"--"	"--"	"BAI MEI DOU"	"1100"	"黄白"	"--"	"--"	"111"
"1167"	"--"	"Leguminosae(豆科)"	"--"	"81-0718"	"白刀豆"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"21.0"	"--"	"--"	"--"	"--"	"--"	"山西"	"--"	"--"	"--"	"3.0"	"地方"	"--"	"--"	"11253"	"14.5"	"Phaseolus(菜豆属)"	"F0001302"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"卵圆"	"白"	"--"	"9.05"	"--"	"无限"	"3619"	"--"	"--"	"半蔓生"	"山西农科院品资所"	"屯留县"	"--"	"--"	"5.8"	"--"	"--"	"--"	"25.0"	"白"	"--"	"--"	"--"	"8.0"	"132.5"	"--"	"--"	"BAI DAO DOU"	"957"	"黄白"	"--"	"--"	"137"
"1168"	"--"	"Leguminosae(豆科)"	"--"	"81-0717"	"白菜豆"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"24.8"	"--"	"--"	"--"	"--"	"--"	"山西"	"--"	"--"	"--"	"3.5"	"地方"	"--"	"--"	"11253"	"14.0"	"Phaseolus(菜豆属)"	"F0001303"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"白"	"--"	"9.05"	"--"	"无限"	"3619"	"--"	"--"	"蔓生"	"山西农科院品资所"	"屯留县"	"--"	"--"	"5.8"	"--"	"--"	"--"	"30.5"	"白"	"--"	"--"	"--"	"8.5"	"167.5"	"--"	"--"	"BAI CAI DOU"	"957"	"黄白"	"--"	"--"	"137"
"1169"	"--"	"Leguminosae(豆科)"	"--"	"81-0682"	"白菜豆"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"22.9"	"--"	"--"	"--"	"--"	"--"	"山西"	"--"	"--"	"--"	"3.5"	"地方"	"--"	"--"	"11241"	"13.7"	"Phaseolus(菜豆属)"	"F0001304"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"白"	"--"	"9.23"	"--"	"无限"	"3646"	"--"	"--"	"半蔓生"	"山西农科院品资所"	"沁县"	"--"	"--"	"6.2"	"--"	"--"	"--"	"27.0"	"白"	"--"	"--"	"--"	"8.6"	"120.0"	"--"	"--"	"BAI CAI DOU"	"962"	"黄白"	"--"	"--"	"155"
"1170"	"--"	"Leguminosae(豆科)"	"--"	"81-0681"	"白菜豆"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"39.3"	"--"	"--"	"--"	"--"	"--"	"山西"	"--"	"--"	"--"	"3.5"	"地方"	"--"	"--"	"11241"	"13.8"	"Phaseolus(菜豆属)"	"F0001305"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"白"	"--"	"9.23"	"--"	"无限"	"3646"	"--"	"--"	"半蔓生"	"山西农科院品资所"	"沁县"	"--"	"--"	"6.0"	"--"	"--"	"--"	"47.5"	"白"	"--"	"--"	"--"	"8.6"	"130.0"	"--"	"--"	"BAI CAI DOU"	"962"	"黄白"	"--"	"--"	"155"
"1172"	"--"	"Leguminosae(豆科)"	"--"	"81-0684"	"白菜豆"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"13.8"	"--"	"--"	"--"	"--"	"--"	"山西"	"--"	"--"	"--"	"2.5"	"地方"	"--"	"--"	"11241"	"14.5"	"Phaseolus(菜豆属)"	"F0001307"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"白"	"--"	"9.23"	"--"	"无限"	"3646"	"--"	"--"	"半蔓生"	"山西农科院品资所"	"沁县"	"--"	"--"	"4.5"	"--"	"--"	"--"	"21.0"	"白"	"--"	"--"	"--"	"9.0"	"112.5"	"--"	"--"	"BAI CAI DOU"	"962"	"黄白"	"--"	"--"	"155"
"1173"	"--"	"Leguminosae(豆科)"	"--"	"81-0735"	"白洋豆"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"18.4"	"--"	"--"	"--"	"--"	"--"	"山西"	"--"	"--"	"--"	"4.5"	"地方"	"--"	"--"	"11211"	"12.5"	"Phaseolus(菜豆属)"	"F0001308"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"白"	"--"	"9.23"	"--"	"无限"	"3542"	"--"	"--"	"半蔓生"	"山西农科院品资所"	"沁水县"	"--"	"--"	"6.0"	"--"	"--"	"--"	"24.5"	"白"	"--"	"--"	"--"	"7.8"	"137.0"	"--"	"--"	"BAI YANG DOU"	"1200"	"黄白"	"--"	"--"	"155"
"1174"	"--"	"Leguminosae(豆科)"	"--"	"81-0332"	"小白梅豆"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"24.1"	"--"	"--"	"--"	"--"	"--"	"山西"	"--"	"--"	"--"	"3.0"	"地方"	"--"	"--"	"11403"	"14.7"	"Phaseolus(菜豆属)"	"F0001309"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"卵圆"	"白"	"--"	"9.23"	"--"	"无限"	"4026"	"--"	"--"	"半蔓生"	"山西农科院品资所"	"天镇县"	"--"	"--"	"6.3"	"--"	"--"	"--"	"26.0"	"白"	"--"	"--"	"--"	"8.3"	"101.5"	"--"	"--"	"XIAO BAI MEI DOU"	"1000"	"黄白"	"--"	"--"	"155"
"1175"	"--"	"Leguminosae(豆科)"	"--"	"81-0330"	"白梅豆"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"45.2"	"--"	"--"	"--"	"--"	"--"	"山西"	"--"	"--"	"--"	"2.5"	"地方"	"--"	"--"	"11403"	"31.0"	"Phaseolus(菜豆属)"	"F0001310"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"白"	"--"	"8.18"	"--"	"无限"	"4026"	"--"	"I2K00552"	"蔓生"	"山西农科院品资所"	"天镇县"	"--"	"--"	"5.5"	"--"	"--"	"--"	"26.5"	"白"	"--"	"--"	"--"	"11.1"	"210.0"	"--"	"--"	"BAI MEI DOU"	"1000"	"黄白"	"--"	"--"	"119"
"1176"	"0.45"	"Leguminosae(豆科)"	"--"	"81-0310"	"小白梅"	"3.85"	"4.21"	"1.35"	"2.50"	"1.42"	"0.79"	"0.94"	"36.7"	"21.94"	"--"	"1.10"	"--"	"--"	"山西"	"0.13"	"0.68"	"--"	"1.5"	"地方"	"--"	"--"	"11403"	"18.9"	"Phaseolus(菜豆属)"	"F0001311"	"4"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"1.49"	"2"	"--"	"椭圆"	"白"	"--"	"7.28"	"--"	"无限"	"4026"	"1.82"	"I2K00631"	"蔓生"	"山西农科院品资所"	"天镇县"	"--"	"0.86"	"6.7"	"--"	"0.40"	"--"	"29.0"	"白"	"0.60"	"0.92"	"1.58"	"11.5"	"225.0"	"--"	"1.06"	"XIAO BAI MEI"	"1000"	"黄白"	"--"	"--"	"98"
"1177"	"--"	"Leguminosae(豆科)"	"--"	"81-0422"	"白豆角"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"63.6"	"--"	"--"	"--"	"--"	"--"	"山西"	"--"	"--"	"--"	"5.0"	"地方"	"--"	"--"	"11325"	"32.6"	"Phaseolus(菜豆属)"	"F0001312"	"4"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"3"	"--"	"肾形"	"白"	"--"	"8.19"	"--"	"无限"	"3931"	"--"	"I2K00597"	"蔓生"	"山西农科院品资所"	"灵丘县"	"--"	"--"	"6.1"	"--"	"--"	"--"	"32.0"	"白"	"--"	"--"	"--"	"10.4"	"185.0"	"--"	"--"	"BAI DOU JIAO"	"938"	"黄白"	"--"	"--"	"120"
"1178"	"--"	"Leguminosae(豆科)"	"89.6"	"81-0476"	"小白连豆"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"19.6"	"--"	"9"	"--"	"5"	"54.0"	"山西"	"--"	"--"	"--"	"6.5"	"地方"	"43.87"	"HS"	"11245"	"14.5"	"Phaseolus(菜豆属)"	"F0001313"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"卵圆"	"白"	"--"	"9.09"	"28.97"	"无限"	"3931"	"--"	"I2K03086"	"半蔓生"	"山西农科院品资所"	"山阴县"	"--"	"--"	"4.5"	"--"	"--"	"10.87"	"30.0"	"白"	"--"	"--"	"--"	"7.1"	"145.0"	"7-9"	"--"	"XIAO BAI LIAN DOU"	"1030"	"黄白"	"--"	"MS"	"141"
"1179"	"--"	"Leguminosae(豆科)"	"--"	"81-0496"	"白连豆"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"38.6"	"--"	"--"	"--"	"--"	"--"	"山西"	"--"	"--"	"--"	"3.0"	"地方"	"--"	"--"	"11245"	"35.0"	"Phaseolus(菜豆属)"	"F0001314"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"白"	"--"	"8.12"	"--"	"无限"	"3931"	"--"	"I2K02248"	"蔓生"	"山西农科院品资所"	"山阴县"	"--"	"--"	"4.8"	"--"	"--"	"--"	"23.0"	"白"	"--"	"--"	"--"	"10.3"	"215.0"	"--"	"--"	"BAI LIAN DOU"	"1030"	"黄白"	"--"	"--"	"113"
"1180"	"--"	"Leguminosae(豆科)"	"--"	"81-0509"	"白连菜豆"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"91.9"	"--"	"--"	"--"	"--"	"--"	"山西"	"--"	"--"	"--"	"2.5"	"地方"	"43.88"	"--"	"11230"	"30.7"	"Phaseolus(菜豆属)"	"F0001315"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"32.18"	"肾形"	"白"	"1.39"	"7.27"	"24.44"	"无限"	"4000"	"--"	"I2K00632"	"蔓生"	"山西农科院品资所"	"右玉县"	"--"	"--"	"7.3"	"--"	"--"	"11.70"	"41.0"	"白"	"--"	"--"	"--"	"14.1"	"220.0"	"--"	"--"	"BAI LIAN CAI DOU"	"1340"	"黄白"	"--"	"--"	"97"
"1181"	"0.39"	"Leguminosae(豆科)"	"68.9"	"81-0382"	"小白豆"	"4.41"	"4.21"	"1.39"	"2.94"	"0.89"	"1.05"	"1.10"	"70.2"	"24.58"	"7"	"1.17"	"7"	"76.3"	"山西"	"0.21"	"0.68"	"3"	"5.0"	"地方"	"48.84"	"S"	"11346"	"19.7"	"Phaseolus(菜豆属)"	"F0001316"	"5"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"1.63"	"3"	"33.70"	"椭圆"	"白"	"1.62"	"8.18"	"24.03"	"无限"	"4022"	"2.14"	"I2K03051"	"蔓生"	"山西农科院品资所"	"阳高县"	"--"	"0.91"	"5.7"	"--"	"0.50"	"13.30"	"62.5"	"白"	"0.74"	"1.30"	"1.77"	"8.3"	"250.0"	"5-7"	"1.37"	"XIAO BAI DOU"	"1040"	"黄白"	"--"	"S"	"119"
"1182"	"--"	"Leguminosae(豆科)"	"63.0"	"81-0283"	"小白豆"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"39.5"	"--"	"7"	"--"	"9"	"97.0"	"山西"	"--"	"--"	"2"	"4.5"	"地方"	"43.32"	"S"	"11416"	"13.7"	"Phaseolus(菜豆属)"	"F0001317"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"卵圆"	"白"	"--"	"9.23"	"29.61"	"无限"	"3946"	"--"	"I2K03087"	"半蔓生"	"山西农科院品资所"	"广灵县"	"--"	"--"	"6.2"	"S"	"--"	"10.74"	"46.5"	"白"	"--"	"--"	"--"	"8.2"	"137.5"	"5-7"	"--"	"XIAO BAI DOU"	"978"	"黄白"	"--"	"HS"	"155"
"1183"	"--"	"Leguminosae(豆科)"	"--"	"81-0292"	"白菜豆"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"26.7"	"--"	"--"	"--"	"--"	"--"	"山西"	"--"	"--"	"--"	"1.5"	"地方"	"--"	"--"	"11416"	"11.5"	"Phaseolus(菜豆属)"	"F0001318"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"卵圆"	"白"	"--"	"9.23"	"--"	"无限"	"3946"	"--"	"--"	"半蔓生"	"山西农科院品资所"	"广灵县"	"--"	"--"	"5.8"	"--"	"--"	"--"	"17.5"	"白"	"--"	"--"	"--"	"7.4"	"70.0"	"--"	"--"	"BAI CAI DOU"	"978"	"黄白"	"--"	"--"	"155"
"1184"	"--"	"Leguminosae(豆科)"	"--"	"81-0418"	"小白豆"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"41.3"	"--"	"--"	"--"	"--"	"--"	"山西"	"--"	"--"	"--"	"5.0"	"地方"	"--"	"--"	"11225"	"14.2"	"Phaseolus(菜豆属)"	"F0001319"	"4"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"3"	"--"	"卵圆"	"白"	"--"	"9.03"	"--"	"无限"	"3919"	"--"	"I2K00598"	"蔓生"	"山西农科院品资所"	"朔县"	"--"	"--"	"6.0"	"--"	"--"	"--"	"48.5"	"白"	"--"	"--"	"--"	"7.5"	"175.0"	"--"	"--"	"XIAO BAI DOU"	"1096"	"黄白"	"--"	"--"	"135"
"1185"	"--"	"Leguminosae(豆科)"	"79.3"	"81-0771"	"小粒红金豆"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"41.1"	"--"	"7"	"--"	"7-9"	"86.7"	"山西"	"--"	"--"	"3"	"4.0"	"地方"	"52.29"	"S"	"11106"	"24.6"	"Phaseolus(菜豆属)"	"F0001411"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"白"	"--"	"9.27"	"18.49"	"无限"	"3624"	"--"	"I2K02256"	"蔓生"	"山西农科院品资所"	"蒲县"	"--"	"--"	"6.3"	"S"	"--"	"11.87"	"26.5"	"红"	"--"	"--"	"--"	"10.9"	"237.5"	"7"	"--"	"XIAO LI HONG JIN DOU"	"960"	"黄白"	"--"	"HS"	"159"
"1186"	"--"	"Leguminosae(豆科)"	"--"	"81-0769"	"大粒红金花"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"31.4"	"--"	"--"	"--"	"--"	"--"	"山西"	"--"	"--"	"--"	"1.5"	"地方"	"--"	"--"	"11106"	"47.5"	"Phaseolus(菜豆属)"	"F0001412"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"浅红"	"--"	"9.23"	"--"	"无限"	"3624"	"--"	"--"	"蔓生"	"山西农科院品资所"	"蒲县"	"--"	"--"	"4.0"	"--"	"--"	"--"	"16.5"	"红"	"--"	"--"	"--"	"11.4"	"182.5"	"--"	"--"	"DA LI HONG JIN HUA"	"960"	"花纹"	"--"	"--"	"155"
"1187"	"--"	"Leguminosae(豆科)"	"83.7"	"81-0766"	"红软角角"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"45.5"	"--"	"7"	"--"	"7-9"	"87.4"	"山西"	"--"	"--"	"4"	"4.0"	"地方"	"51.96"	"HS"	"11106"	"27.2"	"Phaseolus(菜豆属)"	"F0001413"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"白"	"--"	"9.03"	"19.72"	"无限"	"3624"	"--"	"I2K02257"	"蔓生"	"山西农科院品资所"	"蒲县"	"--"	"--"	"6.2"	"S"	"--"	"11.03"	"27.0"	"红"	"--"	"--"	"--"	"10.4"	"250.0"	"7-9"	"--"	"HONG RUAN JIAO JIAO"	"960"	"黄白"	"--"	"HS"	"134"
"1188"	"--"	"Leguminosae(豆科)"	"--"	"81-0860"	"粉黄三分豆"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"60.9"	"--"	"--"	"--"	"--"	"--"	"山西"	"--"	"--"	"--"	"2.0"	"地方"	"47.30"	"--"	"11113"	"30.3"	"Phaseolus(菜豆属)"	"F0001414"	"2"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"3"	"34.32"	"肾形"	"白"	"1.54"	"8.11"	"21.79"	"无限"	"3537"	"--"	"I2K00675"	"蔓生"	"山西农科院品资所"	"新绛县"	"--"	"--"	"6.0"	"--"	"--"	"12.98"	"83.0"	"红"	"--"	"--"	"--"	"11.6"	"240.0"	"--"	"--"	"FEN HUANG SAN FEN DOU"	"409"	"黄白"	"--"	"--"	"112"
"1189"	"--"	"Leguminosae(豆科)"	"--"	"81-0842"	"红菜豆角"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"58.5"	"--"	"--"	"--"	"--"	"--"	"山西"	"--"	"--"	"--"	"2.5"	"地方"	"47.36"	"--"	"11134"	"34.8"	"Phaseolus(菜豆属)"	"F0001415"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"33.74"	"椭圆"	"白"	"1.49"	"8.11"	"21.66"	"无限"	"3529"	"--"	"I2K00676"	"蔓生"	"山西农科院品资所"	"绛县"	"--"	"--"	"5.8"	"--"	"--"	"13.62"	"29.0"	"红"	"--"	"--"	"--"	"10.0"	"230.0"	"--"	"--"	"HONG CAI DOU JIAO"	"730"	"黄白"	"--"	"--"	"112"
"1190"	"--"	"Leguminosae(豆科)"	"--"	"81-0868"	"红菜豆"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"65.5"	"--"	"--"	"--"	"--"	"--"	"山西"	"--"	"--"	"--"	"2.0"	"地方"	"43.16"	"--"	"11027"	"23.1"	"Phaseolus(菜豆属)"	"F0001416"	"3"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"4"	"31.44"	"椭圆"	"白"	"1.29"	"8.23"	"21.73"	"无限"	"3453"	"--"	"I2K00677"	"蔓生"	"山西农科院品资所"	"永济县"	"--"	"--"	"7.0"	"--"	"--"	"11.72"	"40.5"	"红"	"--"	"--"	"--"	"10.4"	"265.0"	"--"	"--"	"HONG CAI DOU"	"350"	"黄白"	"--"	"--"	"124"
"1191"	"--"	"Leguminosae(豆科)"	"--"	"81-0572"	"黑架豆"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"74.1"	"--"	"--"	"--"	"--"	"--"	"山西"	"--"	"--"	"--"	"2.5"	"地方"	"--"	"--"	"11233"	"40.1"	"Phaseolus(菜豆属)"	"F0001417"	"5"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"3"	"--"	"圆形"	"紫"	"--"	"8.11"	"--"	"无限"	"3747"	"--"	"I2K00575"	"蔓生"	"山西农科院品资所"	"太原市"	"--"	"--"	"5.6"	"--"	"--"	"--"	"33.0"	"紫红"	"--"	"--"	"--"	"8.1"	"280.0"	"--"	"--"	"HEI JIA DOU"	"1000"	"黄白"	"--"	"--"	"112"
"1192"	"--"	"Leguminosae(豆科)"	"--"	"81-0678"	"秋糜豆"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"24.3"	"--"	"--"	"--"	"--"	"--"	"山西"	"--"	"--"	"--"	"2.5"	"地方"	"48.30"	"--"	"11251"	"29.5"	"Phaseolus(菜豆属)"	"F0001418"	"5"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"2"	"36.20"	"椭圆"	"浅红"	"1.00"	"8.10"	"22.45"	"无限"	"3650"	"--"	"I2K00678"	"蔓生"	"山西农科院品资所"	"武乡县"	"--"	"--"	"5.5"	"--"	"--"	"12.10"	"15.0"	"紫红"	"--"	"--"	"--"	"7.3"	"185.0"	"--"	"--"	"QIU MI DOU"	"942"	"黄白"	"--"	"--"	"111"
"1193"	"--"	"Leguminosae(豆科)"	"--"	"81-0716"	"红刀豆"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"72.1"	"--"	"--"	"--"	"--"	"--"	"山西"	"--"	"--"	"--"	"2.0"	"地方"	"--"	"--"	"11253"	"34.7"	"Phaseolus(菜豆属)"	"F0001419"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"圆形"	"紫"	"--"	"9.03"	"--"	"无限"	"3619"	"--"	"I2K03092"	"蔓生"	"山西农科院品资所"	"屯留县"	"--"	"--"	"6.7"	"--"	"--"	"--"	"31.0"	"紫红"	"--"	"--"	"--"	"13.0"	"275.0"	"--"	"--"	"HONG DAO DOU"	"957"	"黄白"	"--"	"--"	"135"
"1194"	"--"	"Leguminosae(豆科)"	"--"	"81-0304"	"紫梅豆"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"32.2"	"--"	"--"	"--"	"--"	"--"	"山西"	"--"	"--"	"--"	"2.5"	"地方"	"--"	"--"	"11403"	"26.8"	"Phaseolus(菜豆属)"	"F0001420"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"白"	"--"	"8.09"	"--"	"无限"	"4026"	"--"	"I2K00679"	"蔓生"	"山西农科院品资所"	"天镇县"	"--"	"--"	"4.8"	"--"	"--"	"--"	"25.0"	"紫红"	"--"	"--"	"--"	"8.0"	"185.0"	"--"	"--"	"ZI MEI DOU"	"1000"	"黄白"	"--"	"--"	"110"
"1195"	"--"	"Leguminosae(豆科)"	"--"	"81-0339"	"紫云豆"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"34.9"	"--"	"9"	"--"	"--"	"--"	"山西"	"--"	"--"	"--"	"2.0"	"地方"	"47.36"	"--"	"11403"	"28.7"	"Phaseolus(菜豆属)"	"F0001421"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"100.0"	"--"	"--"	"36.60"	"椭圆"	"白"	"1.29"	"8.18"	"22.52"	"无限"	"4026"	"--"	"I2K00680"	"蔓生"	"山西农科院品资所"	"天镇县"	"--"	"--"	"4.5"	"HS"	"--"	"10.76"	"27.0"	"紫红"	"--"	"--"	"--"	"9.3"	"170.0"	"--"	"--"	"ZI YUN DOU"	"1000"	"黄白"	"--"	"--"	"119"
"1196"	"--"	"Leguminosae(豆科)"	"--"	"81-0295"	"赤豆"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"20.0"	"--"	"--"	"--"	"--"	"--"	"山西"	"--"	"--"	"--"	"2.5"	"地方"	"45.36"	"--"	"11403"	"29.0"	"Phaseolus(菜豆属)"	"F0001422"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"34.22"	"椭圆"	"白"	"1.05"	"8.09"	"23.94"	"无限"	"4026"	"--"	"I2K00681"	"蔓生"	"山西农科院品资所"	"天镇县"	"--"	"--"	"5.3"	"--"	"--"	"11.14"	"13.0"	"紫红"	"--"	"--"	"--"	"6.8"	"175.0"	"--"	"--"	"CHI DOU"	"1000"	"黄白"	"--"	"--"	"110"
"1197"	"--"	"Leguminosae(豆科)"	"--"	"81-0479"	"紫红连豆"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"55.5"	"--"	"--"	"--"	"--"	"--"	"山西"	"--"	"--"	"--"	"5.0"	"地方"	"--"	"--"	"11245"	"29.7"	"Phaseolus(菜豆属)"	"F0001423"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"白"	"--"	"8.11"	"--"	"无限"	"3931"	"--"	"I2K00682"	"蔓生"	"山西农科院品资所"	"山阴县"	"--"	"--"	"5.5"	"--"	"--"	"--"	"34.0"	"紫红"	"--"	"--"	"--"	"7.6"	"200.0"	"--"	"--"	"ZI HONG LIAN DOU"	"1030"	"黄白"	"--"	"--"	"112"
"1198"	"--"	"Leguminosae(豆科)"	"--"	"81-0272"	"园菜豆"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"61.4"	"--"	"--"	"--"	"--"	"--"	"山西"	"--"	"--"	"--"	"3.5"	"地方"	"--"	"--"	"11416"	"35.6"	"Phaseolus(菜豆属)"	"F0001424"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"圆形"	"浅红"	"--"	"8.11"	"--"	"无限"	"3946"	"--"	"I2K03059"	"蔓生"	"山西农科院品资所"	"广灵县"	"--"	"--"	"5.0"	"--"	"--"	"--"	"34.5"	"紫红"	"--"	"--"	"--"	"7.7"	"232.5"	"--"	"--"	"YUAN CAI DOU"	"978"	"黄白"	"--"	"--"	"112"
"1199"	"--"	"Leguminosae(豆科)"	"--"	"81-0270"	"紫菜豆"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"37.4"	"--"	"--"	"--"	"--"	"--"	"山西"	"--"	"--"	"--"	"2.0"	"地方"	"45.31"	"--"	"11416"	"23.5"	"Phaseolus(菜豆属)"	"F0001425"	"3"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"4"	"34.29"	"椭圆"	"白"	"1.08"	"8.11"	"24.94"	"无限"	"3946"	"--"	"I2K00683"	"蔓生"	"山西农科院品资所"	"广灵县"	"--"	"--"	"6.0"	"--"	"--"	"11.02"	"26.5"	"紫红"	"--"	"--"	"--"	"8.4"	"215.3"	"--"	"--"	"ZI CAI DOU"	"978"	"黄白"	"--"	"--"	"112"
