"id"	"蛋氨酸"	"科名"	"保存编号"	"品种名称"	"谷氨酸"	"播种期"	"结荚习性"	"精氨酸"	"丙氨酸"	"单株产量"	"总和"	"天冬氨酸"	"异亮氨酸"	"省"	"色氨酸"	"脂肪"	"组氨酸"	"分枝数"	"全生育日数"	"样品类型"	"总淀粉"	"百粒重"	"苏氨酸"	"统一编号"	"苯丙氨酸"	"学名"	"粒形"	"胱氨酸"	"支链淀粉"	"花色"	"成熟期"	"蛋白质"	"属名"	"亮氨酸"	"库编号"	"生长习性"	"保存单位"	"原产地"	"甘氨酸"	"单荚粒数"	"缬氨酸"	"直链淀粉"	"单株荚数"	"粒色"	"酩氨酸"	"脯氨酸"	"赖氨酸"	"荚长"	"丝氨酸"	"译名"	"荚色"	"种子来源"	"株高"
"352"	"0.38"	"Leguminosae(豆科)"	"C147"	"ILL1458"	"5.17"	"3.10"	"无限"	"1.97"	"1.17"	"2.3"	"25.01"	"2.95"	"1.18"	"国外"	"0.12"	"1.02"	"0.52"	"16.2"	"101"	"国外"	"57.29"	"2.2"	"0.92"	"A0000372"	"1.31"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"0.55"	"40.35"	"紫"	"6.19"	"24.80"	"Lens(小扁豆属)"	"1.91"	"I2H00336"	"丛生"	"中国农科院品资所"	"--"	"1.12"	"2.0"	"1.30"	"16.94"	"71.2"	"黑"	"0.82"	"0.64"	"1.70"	"1.1"	"1.28"	"ILL1458"	"黄"	"ICARDA"	"40.4"
"353"	"--"	"Leguminosae(豆科)"	"u0009"	"CANADIAN REGUAR LENTILS"	"--"	"10.17"	"无限"	"--"	"--"	"0.6"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"3.0"	"186"	"国外"	"--"	"3.8"	"--"	"A0000373"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫兰"	"4.20"	"--"	"Lens(小扁豆属)"	"--"	"I2H00054"	"丛生"	"云南农科院粮作所"	"--"	"--"	"1.2"	"--"	"--"	"13.4"	"浅红"	"--"	"--"	"--"	"1.6"	"--"	"CANADIAN REGUAR LENTILS"	"黄"	"云南外贸"	"35.1"
"354"	"--"	"Leguminosae(豆科)"	"u0012"	"TURKISH WHOLE RED LENTILS"	"--"	"10.17"	"无限"	"--"	"--"	"0.8"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"3.4"	"186"	"国外"	"--"	"3.3"	"--"	"A0000374"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫兰"	"4.20"	"--"	"Lens(小扁豆属)"	"--"	"I2H00542"	"丛生"	"云南农科院粮作所"	"--"	"--"	"1.9"	"--"	"--"	"12.8"	"褐"	"--"	"--"	"--"	"1.2"	"--"	"TURKISH WHOLE RED LENTILS"	"黄"	"云南外贸"	"27.6"
"355"	"--"	"Leguminosae(豆科)"	"u0013"	"TURKISH RED SPLIT LENTILS"	"--"	"10.17"	"无限"	"--"	"--"	"0.7"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"4.6"	"186"	"国外"	"--"	"3.3"	"--"	"A0000375"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫兰"	"4.20"	"--"	"Lens(小扁豆属)"	"--"	"I2H00543"	"丛生"	"云南农科院粮作所"	"--"	"--"	"1.9"	"--"	"--"	"11.7"	"褐"	"--"	"--"	"--"	"1.1"	"--"	"TURKISH RED SPLIT LENTILS"	"黄"	"云南外贸"	"27.6"
"356"	"--"	"Leguminosae(豆科)"	"u0011"	"CANADIAN LAIRD LENTILS"	"--"	"10.17"	"无限"	"--"	"--"	"0.8"	"--"	"--"	"--"	"国外"	"--"	"0.69"	"--"	"2.7"	"186"	"国外"	"55.67"	"6.7"	"--"	"A0000376"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"42.82"	"紫兰"	"4.20"	"23.75"	"Lens(小扁豆属)"	"--"	"I2H00055"	"丛生"	"云南农科院粮作所"	"--"	"--"	"1.1"	"--"	"12.85"	"10.7"	"浅绿"	"--"	"--"	"--"	"1.7"	"--"	"CANADIAN LAIRD LENTILS"	"黄"	"云南外贸"	"48.7"
"357"	"--"	"Leguminosae(豆科)"	"u0010"	"FRENCH GREEN LENTILS"	"--"	"10.17"	"无限"	"--"	"--"	"2.0"	"--"	"--"	"--"	"国外"	"--"	"0.72"	"--"	"2.6"	"186"	"国外"	"54.41"	"2.7"	"--"	"A0000377"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"40.74"	"紫兰"	"4.20"	"24.59"	"Lens(小扁豆属)"	"--"	"I2H00056"	"丛生"	"云南农科院粮作所"	"--"	"--"	"1.6"	"--"	"13.67"	"47.9"	"灰麻"	"--"	"--"	"--"	"1.2"	"--"	"FRENCH GREEN LENTILS"	"黄"	"云南外贸"	"35.5"
"358"	"--"	"Leguminosae(豆科)"	"L31"	"24163"	"--"	"4.18"	"无限"	"--"	"--"	"10.4"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"21.9"	"118"	"国外"	"--"	"3.6"	"--"	"A0000378"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.14"	"--"	"Lens(小扁豆属)"	"--"	"I2H00233"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.9"	"--"	"--"	"170.9"	"浅红"	"--"	"--"	"--"	"1.5"	"--"	"24163"	"淡黄"	"ICARDA"	"37.6"
"359"	"--"	"Leguminosae(豆科)"	"L40"	"24164"	"--"	"4.18"	"无限"	"--"	"--"	"9.5"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"19.3"	"115"	"国外"	"--"	"4.2"	"--"	"A0000379"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.11"	"--"	"Lens(小扁豆属)"	"--"	"I2H00234"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.6"	"--"	"--"	"203.4"	"浅红"	"--"	"--"	"--"	"1.4"	"--"	"24164"	"淡黄"	"ICARDA"	"33.2"
"360"	"--"	"Leguminosae(豆科)"	"L53"	"24152"	"--"	"4.16"	"无限"	"--"	"--"	"7.1"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"21.9"	"121"	"国外"	"--"	"2.9"	"--"	"A0000380"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.15"	"--"	"Lens(小扁豆属)"	"--"	"I2H00235"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.3"	"--"	"--"	"195.9"	"浅红"	"--"	"--"	"--"	"1.4"	"--"	"24152"	"淡黄"	"ICARDA"	"34.9"
"361"	"--"	"Leguminosae(豆科)"	"L66"	"24105"	"--"	"4.18"	"无限"	"--"	"--"	"12.7"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"23.3"	"120"	"国外"	"--"	"2.8"	"--"	"A0000381"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.16"	"--"	"Lens(小扁豆属)"	"--"	"I2H00236"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.3"	"--"	"--"	"341.8"	"浅红"	"--"	"--"	"--"	"1.4"	"--"	"24105"	"淡黄"	"ICARDA"	"34.6"
"362"	"--"	"Leguminosae(豆科)"	"L78"	"24118"	"--"	"4.18"	"无限"	"--"	"--"	"7.5"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"22.0"	"118"	"国外"	"--"	"3.3"	"--"	"A0000382"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.14"	"--"	"Lens(小扁豆属)"	"--"	"I2H00237"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.6"	"--"	"--"	"152.3"	"浅红"	"--"	"--"	"--"	"1.3"	"--"	"24118"	"淡黄"	"ICARDA"	"34.7"
"363"	"--"	"Leguminosae(豆科)"	"L90"	"24145"	"--"	"4.18"	"无限"	"--"	"--"	"2.4"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"24.1"	"118"	"国外"	"--"	"2.0"	"--"	"A0000383"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.14"	"--"	"Lens(小扁豆属)"	"--"	"I2H00238"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.3"	"--"	"--"	"91.2"	"浅红"	"--"	"--"	"--"	"1.3"	"--"	"24145"	"淡黄"	"ICARDA"	"40.2"
"364"	"--"	"Leguminosae(豆科)"	"L100"	"7413"	"--"	"4.16"	"无限"	"--"	"--"	"1.5"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"30.4"	"127"	"国外"	"--"	"2.0"	"--"	"A0000384"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.21"	"--"	"Lens(小扁豆属)"	"--"	"I2H00468"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.1"	"--"	"--"	"74.7"	"浅红"	"--"	"--"	"--"	"1.3"	"--"	"7413"	"淡黄"	"ICARDA"	"44.1"
"365"	"--"	"Leguminosae(豆科)"	"L114"	"7202"	"--"	"4.22"	"无限"	"--"	"--"	"7.2"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"31.6"	"115"	"国外"	"--"	"2.6"	"--"	"A0000385"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.15"	"--"	"Lens(小扁豆属)"	"--"	"I2H00239"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.7"	"--"	"--"	"210.1"	"浅红"	"--"	"--"	"--"	"1.3"	"--"	"7202"	"淡黄"	"ICARDA"	"54.6"
"366"	"--"	"Leguminosae(豆科)"	"L132"	"7109"	"--"	"4.18"	"无限"	"--"	"--"	"15.0"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"26.6"	"119"	"国外"	"--"	"4.2"	"--"	"A0000386"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.15"	"--"	"Lens(小扁豆属)"	"--"	"I2H00240"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.2"	"--"	"--"	"271.7"	"浅红"	"--"	"--"	"--"	"1.5"	"--"	"7109"	"淡黄"	"ICARDA"	"32.5"
"367"	"--"	"Leguminosae(豆科)"	"L38"	"24148"	"--"	"4.18"	"无限"	"--"	"--"	"7.0"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"15.2"	"116"	"国外"	"--"	"2.8"	"--"	"A0000387"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.12"	"--"	"Lens(小扁豆属)"	"--"	"I2H00241"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.4"	"--"	"--"	"180.0"	"黄"	"--"	"--"	"--"	"1.3"	"--"	"24148"	"淡黄"	"ICARDA"	"28.4"
"368"	"--"	"Leguminosae(豆科)"	"L89"	"24140"	"--"	"4.18"	"无限"	"--"	"--"	"9.9"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"27.8"	"118"	"国外"	"--"	"3.4"	"--"	"A0000388"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.14"	"--"	"Lens(小扁豆属)"	"--"	"I2H00439"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.3"	"--"	"--"	"238.7"	"黄"	"--"	"--"	"--"	"1.5"	"--"	"24140"	"淡黄"	"ICARDA"	"32.0"
"369"	"--"	"Leguminosae(豆科)"	"L93"	"7403"	"--"	"4.18"	"无限"	"--"	"--"	"7.5"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"26.3"	"121"	"国外"	"--"	"5.2"	"--"	"A0000389"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.17"	"--"	"Lens(小扁豆属)"	"--"	"I2H00242"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.2"	"--"	"--"	"193.3"	"黄"	"--"	"--"	"--"	"1.5"	"--"	"7403"	"淡黄"	"ICARDA"	"38.3"
"370"	"--"	"Leguminosae(豆科)"	"L94"	"7404"	"--"	"4.16"	"无限"	"--"	"--"	"8.2"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"22.2"	"122"	"国外"	"--"	"5.0"	"--"	"A0000390"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.16"	"--"	"Lens(小扁豆属)"	"--"	"I2H00243"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.6"	"--"	"--"	"191.1"	"黄"	"--"	"--"	"--"	"1.6"	"--"	"7404"	"淡黄"	"ICARDA"	"39.0"
"371"	"--"	"Leguminosae(豆科)"	"L96"	"7407"	"--"	"4.16"	"无限"	"--"	"--"	"7.5"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"28.8"	"119"	"国外"	"--"	"4.6"	"--"	"A0000391"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.13"	"--"	"Lens(小扁豆属)"	"--"	"I2H00244"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.0"	"--"	"--"	"164.6"	"黄"	"--"	"--"	"--"	"1.5"	"--"	"7407"	"淡黄"	"ICARDA"	"35.1"
"372"	"--"	"Leguminosae(豆科)"	"L101"	"7415"	"--"	"4.18"	"无限"	"--"	"--"	"3.4"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"21.8"	"125"	"国外"	"--"	"2.7"	"--"	"A0000392"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.21"	"--"	"Lens(小扁豆属)"	"--"	"I2H00245"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.5"	"--"	"--"	"132.1"	"黄"	"--"	"--"	"--"	"1.4"	"--"	"7415"	"淡黄"	"ICARDA"	"34.8"
"373"	"--"	"Leguminosae(豆科)"	"L108"	"7310"	"--"	"4.16"	"无限"	"--"	"--"	"5.9"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"23.7"	"118"	"国外"	"--"	"4.0"	"--"	"A0000393"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.12"	"--"	"Lens(小扁豆属)"	"--"	"I2H00246"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.0"	"--"	"--"	"148.0"	"黄"	"--"	"--"	"--"	"1.5"	"--"	"7310"	"淡黄"	"ICARDA"	"33.3"
"374"	"--"	"Leguminosae(豆科)"	"L117"	"7206"	"--"	"4.16"	"无限"	"--"	"--"	"18.1"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"31.8"	"118"	"国外"	"--"	"4.7"	"--"	"A0000394"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.12"	"--"	"Lens(小扁豆属)"	"--"	"I2H00247"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.2"	"--"	"--"	"201.8"	"黄"	"--"	"--"	"--"	"1.7"	"--"	"7206"	"淡黄"	"ICARDA"	"27.5"
"375"	"--"	"Leguminosae(豆科)"	"L121"	"7210"	"--"	"4.16"	"无限"	"--"	"--"	"8.9"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"25.0"	"119"	"国外"	"--"	"4.7"	"--"	"A0000395"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.13"	"--"	"Lens(小扁豆属)"	"--"	"I2H00248"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.6"	"--"	"--"	"216.0"	"黄"	"--"	"--"	"--"	"1.5"	"--"	"7210"	"淡黄"	"ICARDA"	"33.3"
"376"	"--"	"Leguminosae(豆科)"	"L123"	"7212"	"--"	"4.18"	"无限"	"--"	"--"	"10.4"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"21.8"	"125"	"国外"	"--"	"5.3"	"--"	"A0000396"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.21"	"--"	"Lens(小扁豆属)"	"--"	"I2H00249"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.4"	"--"	"--"	"173.4"	"黄"	"--"	"--"	"--"	"1.6"	"--"	"7212"	"淡黄"	"ICARDA"	"33.6"
"377"	"--"	"Leguminosae(豆科)"	"L125"	"7101"	"--"	"4.18"	"无限"	"--"	"--"	"9.6"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"27.2"	"128"	"国外"	"--"	"5.4"	"--"	"A0000397"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.24"	"--"	"Lens(小扁豆属)"	"--"	"--"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.5"	"--"	"--"	"178.7"	"黄"	"--"	"--"	"--"	"1.6"	"--"	"7101"	"淡黄"	"ICARDA"	"34.8"
"378"	"--"	"Leguminosae(豆科)"	"L126"	"7101"	"--"	"4.18"	"无限"	"--"	"--"	"9.6"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"27.2"	"128"	"国外"	"--"	"5.4"	"--"	"A0000398"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.24"	"--"	"Lens(小扁豆属)"	"--"	"I2H00250"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.5"	"--"	"--"	"178.7"	"黄"	"--"	"--"	"--"	"1.6"	"--"	"7101"	"淡黄"	"ICARDA"	"34.8"
"379"	"--"	"Leguminosae(豆科)"	"L127"	"7103"	"--"	"4.18"	"无限"	"--"	"--"	"11.0"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"26.5"	"119"	"国外"	"--"	"3.1"	"--"	"A0000399"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.15"	"--"	"Lens(小扁豆属)"	"--"	"I2H00251"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.9"	"--"	"--"	"212.0"	"黄"	"--"	"--"	"--"	"1.5"	"--"	"7103"	"淡黄"	"ICARDA"	"31.3"
"380"	"--"	"Leguminosae(豆科)"	"L131"	"7107"	"--"	"4.18"	"无限"	"--"	"--"	"9.9"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"23.7"	"119"	"国外"	"--"	"4.7"	"--"	"A0000400"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.15"	"--"	"Lens(小扁豆属)"	"--"	"I2H00252"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.1"	"--"	"--"	"202.8"	"黄"	"--"	"--"	"--"	"1.6"	"--"	"7107"	"淡黄"	"ICARDA"	"36.9"
"381"	"--"	"Leguminosae(豆科)"	"L136"	"7113"	"--"	"4.16"	"无限"	"--"	"--"	"10.0"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"22.0"	"121"	"国外"	"--"	"5.3"	"--"	"A0000401"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.15"	"--"	"Lens(小扁豆属)"	"--"	"I2H00253"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.3"	"--"	"--"	"151.5"	"黄"	"--"	"--"	"--"	"1.7"	"--"	"7113"	"淡黄"	"ICARDA"	"36.7"
"382"	"--"	"Leguminosae(豆科)"	"L138"	"7115"	"--"	"4.16"	"无限"	"--"	"--"	"12.5"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"29.0"	"118"	"国外"	"--"	"2.6"	"--"	"A0000402"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.12"	"--"	"Lens(小扁豆属)"	"--"	"I2H00254"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.6"	"--"	"--"	"258.4"	"黄"	"--"	"--"	"--"	"1.3"	"--"	"7115"	"淡黄"	"ICARDA"	"48.1"
"383"	"--"	"Leguminosae(豆科)"	"L139"	"7303"	"--"	"4.16"	"无限"	"--"	"--"	"5.2"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"24.3"	"120"	"国外"	"--"	"4.3"	"--"	"A0000403"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.14"	"--"	"Lens(小扁豆属)"	"--"	"I2H00255"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.2"	"--"	"--"	"104.2"	"黄"	"--"	"--"	"--"	"1.7"	"--"	"7303"	"淡黄"	"ICARDA"	"35.8"
"384"	"--"	"Leguminosae(豆科)"	"L32"	"24143"	"--"	"4.16"	"无限"	"--"	"--"	"7.9"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"18.6"	"121"	"国外"	"--"	"3.2"	"--"	"A0000404"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.15"	"--"	"Lens(小扁豆属)"	"--"	"I2H00256"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.8"	"--"	"--"	"154.6"	"褐"	"--"	"--"	"--"	"1.4"	"--"	"24143"	"淡黄"	"ICARDA"	"34.6"
"385"	"--"	"Leguminosae(豆科)"	"L37"	"24142"	"--"	"4.16"	"无限"	"--"	"--"	"10.6"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"21.0"	"126"	"国外"	"--"	"3.2"	"--"	"A0000405"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.22"	"--"	"Lens(小扁豆属)"	"--"	"I2H00257"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.6"	"--"	"--"	"214.2"	"褐"	"--"	"--"	"--"	"1.3"	"--"	"24142"	"淡黄"	"ICARDA"	"32.1"
"386"	"--"	"Leguminosae(豆科)"	"L48"	"2412"	"--"	"4.18"	"无限"	"--"	"--"	"7.8"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"19.3"	"119"	"国外"	"--"	"2.8"	"--"	"A0000406"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.15"	"--"	"Lens(小扁豆属)"	"--"	"I2H00258"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.4"	"--"	"--"	"206.3"	"褐"	"--"	"--"	"--"	"1.4"	"--"	"2412"	"淡黄"	"ICARDA"	"34.4"
"387"	"--"	"Leguminosae(豆科)"	"L49"	"24125"	"--"	"4.18"	"无限"	"--"	"--"	"10.6"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"18.1"	"122"	"国外"	"--"	"3.0"	"--"	"A0000407"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.18"	"--"	"Lens(小扁豆属)"	"--"	"I2H00259"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.6"	"--"	"--"	"216.3"	"褐"	"--"	"--"	"--"	"1.3"	"--"	"24125"	"淡黄"	"ICARDA"	"30.6"
"388"	"--"	"Leguminosae(豆科)"	"L58"	"24157"	"--"	"4.18"	"无限"	"--"	"--"	"10.2"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"18.4"	"127"	"国外"	"--"	"3.3"	"--"	"A0000408"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.23"	"--"	"Lens(小扁豆属)"	"--"	"I2H00260"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.5"	"--"	"--"	"204.4"	"褐"	"--"	"--"	"--"	"1.3"	"--"	"24157"	"淡黄"	"ICARDA"	"35.8"
"389"	"--"	"Leguminosae(豆科)"	"L64"	"24143"	"--"	"4.18"	"无限"	"--"	"--"	"7.1"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"26.2"	"125"	"国外"	"--"	"2.2"	"--"	"A0000409"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.21"	"--"	"Lens(小扁豆属)"	"--"	"I2H00261"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.2"	"--"	"--"	"199.1"	"褐"	"--"	"--"	"--"	"1.2"	"--"	"24143"	"淡黄"	"ICARDA"	"35.4"
"390"	"--"	"Leguminosae(豆科)"	"L67"	"24106"	"--"	"4.18"	"无限"	"--"	"--"	"4.5"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"17.9"	"120"	"国外"	"--"	"2.9"	"--"	"A0000410"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.16"	"--"	"Lens(小扁豆属)"	"--"	"I2H00262"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.7"	"--"	"--"	"97.3"	"褐"	"--"	"--"	"--"	"1.4"	"--"	"24106"	"淡黄"	"ICARDA"	"33.6"
"391"	"--"	"Leguminosae(豆科)"	"L73"	"24115"	"--"	"4.18"	"无限"	"--"	"--"	"7.6"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"19.0"	"119"	"国外"	"--"	"4.2"	"--"	"A0000411"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.15"	"--"	"Lens(小扁豆属)"	"--"	"I2H00263"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.4"	"--"	"--"	"125.2"	"褐"	"--"	"--"	"--"	"1.5"	"--"	"24115"	"淡黄"	"ICARDA"	"30.5"
"392"	"--"	"Leguminosae(豆科)"	"L85"	"24136"	"--"	"4.18"	"无限"	"--"	"--"	"5.2"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"20.9"	"118"	"国外"	"--"	"3.0"	"--"	"A0000412"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.14"	"--"	"Lens(小扁豆属)"	"--"	"I2H00264"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.3"	"--"	"--"	"156.6"	"褐"	"--"	"--"	"--"	"1.4"	"--"	"24136"	"淡黄"	"ICARDA"	"31.6"
"393"	"--"	"Leguminosae(豆科)"	"L87"	"24138"	"--"	"4.18"	"无限"	"--"	"--"	"5.3"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"17.7"	"119"	"国外"	"--"	"3.4"	"--"	"A0000413"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.15"	"--"	"Lens(小扁豆属)"	"--"	"I2H00265"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.8"	"--"	"--"	"97.4"	"褐"	"--"	"--"	"--"	"1.4"	"--"	"24138"	"淡黄"	"ICARDA"	"31.2"
"394"	"--"	"Leguminosae(豆科)"	"L102"	"7301"	"--"	"4.16"	"无限"	"--"	"--"	"8.9"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"24.6"	"120"	"国外"	"--"	"4.2"	"--"	"A0000414"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"8.14"	"--"	"Lens(小扁豆属)"	"--"	"I2H00266"	"丛生"	"青海农林科院作物所"	"--"	"--"	"1.4"	"--"	"--"	"157.8"	"绿"	"--"	"--"	"--"	"1.6"	"--"	"7301"	"淡黄"	"ICARDA"	"39.8"
