"id"	"蛋氨酸"	"科名"	"保存编号"	"品种名称"	"谷氨酸"	"播种期"	"结荚习性"	"精氨酸"	"丙氨酸"	"单株产量"	"总和"	"天冬氨酸"	"异亮氨酸"	"省"	"色氨酸"	"脂肪"	"组氨酸"	"分枝数"	"全生育日数"	"样品类型"	"总淀粉"	"百粒重"	"苏氨酸"	"统一编号"	"苯丙氨酸"	"学名"	"粒形"	"胱氨酸"	"支链淀粉"	"花色"	"成熟期"	"蛋白质"	"属名"	"亮氨酸"	"库编号"	"生长习性"	"保存单位"	"原产地"	"甘氨酸"	"单荚粒数"	"缬氨酸"	"直链淀粉"	"单株荚数"	"粒色"	"酩氨酸"	"脯氨酸"	"赖氨酸"	"荚长"	"丝氨酸"	"译名"	"荚色"	"种子来源"	"株高"
"113"	"--"	"Leguminosae(豆科)"	"C108"	"--"	"--"	"3.10"	"无限"	"--"	"--"	"2.6"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"14.5"	"101"	"国外"	"--"	"1.8"	"--"	"A0000349"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.19"	"--"	"Lens(小扁豆属)"	"--"	"I2H00121"	"丛生"	"中国农科院品资所"	"巴基斯坦"	"--"	"1.9"	"--"	"--"	"90.3"	"褐"	"--"	"--"	"--"	"1.1"	"--"	"小扁豆"	"黄"	"巴基斯坦"	"34.9"
"114"	"--"	"Leguminosae(豆科)"	"C358"	"431900"	"--"	"3.10"	"无限"	"--"	"--"	"1.5"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"12.6"	"111"	"国外"	"--"	"1.9"	"--"	"A0000350"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"白"	"6.29"	"--"	"Lens(小扁豆属)"	"--"	"I2H00412"	"丛生"	"中国农科院品资所"	"伊朗"	"--"	"2.0"	"--"	"--"	"83.1"	"褐"	"--"	"--"	"--"	"1.1"	"--"	"431900"	"黄"	"伊朗"	"65.3"
"115"	"0.57"	"Leguminosae(豆科)"	"C106"	"--"	"4.48"	"3.10"	"无限"	"2.31"	"1.12"	"2.6"	"26.08"	"2.95"	"1.19"	"国外"	"0.14"	"0.82"	"0.62"	"33.3"	"107"	"国外"	"54.39"	"1.9"	"0.90"	"A0000351"	"1.72"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"0.56"	"38.91"	"白"	"6.25"	"25.19"	"Lens(小扁豆属)"	"2.12"	"I2H00413"	"丛生"	"中国农科院品资所"	"土耳其"	"1.06"	"1.9"	"1.82"	"15.48"	"97.0"	"褐"	"0.93"	"1.10"	"1.24"	"1.1"	"1.25"	"小扁豆"	"黄"	"土耳其"	"38.8"
"116"	"--"	"Leguminosae(豆科)"	"C192"	"943"	"--"	"3.10"	"无限"	"--"	"--"	"1.4"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"7.5"	"102"	"国外"	"--"	"2.1"	"--"	"A0000352"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.20"	"--"	"Lens(小扁豆属)"	"--"	"I2H00122"	"丛生"	"中国农科院品资所"	"美国"	"--"	"1.8"	"--"	"--"	"43.5"	"褐"	"--"	"--"	"--"	"1.0"	"--"	"943"	"黄"	"美国"	"33.0"
"117"	"--"	"Leguminosae(豆科)"	"C064"	"LENTIL"	"--"	"3.10"	"无限"	"--"	"--"	"1.2"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"8.8"	"102"	"国外"	"--"	"3.0"	"--"	"A0000353"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.20"	"--"	"Lens(小扁豆属)"	"--"	"I2H00327"	"丛生"	"中国农科院品资所"	"捷克"	"--"	"1.5"	"--"	"--"	"36.5"	"褐"	"--"	"--"	"--"	"1.3"	"--"	"小扁豆"	"黄"	"捷克"	"41.0"
"118"	"--"	"Leguminosae(豆科)"	"C069-1"	"LENTIL"	"--"	"3.10"	"无限"	"--"	"--"	"2.9"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"12.8"	"107"	"国外"	"--"	"3.3"	"--"	"A0000354"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.25"	"--"	"Lens(小扁豆属)"	"--"	"I2H00123"	"丛生"	"中国农科院品资所"	"--"	"--"	"1.3"	"--"	"--"	"85.6"	"浅绿"	"--"	"--"	"--"	"1.5"	"--"	"小扁豆"	"黄"	"ICARDA"	"49.3"
"119"	"--"	"Leguminosae(豆科)"	"C074-1"	"LENTIL"	"--"	"3.10"	"无限"	"--"	"--"	"2.1"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"10.2"	"107"	"国外"	"--"	"3.9"	"--"	"A0000355"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"白"	"6.25"	"--"	"Lens(小扁豆属)"	"--"	"I2H00328"	"丛生"	"中国农科院品资所"	"--"	"--"	"1.4"	"--"	"--"	"53.8"	"浅绿"	"--"	"--"	"--"	"1.5"	"--"	"小扁豆"	"黄"	"ICARDA"	"42.9"
"120"	"0.56"	"Leguminosae(豆科)"	"C135"	"ILL615"	"5.28"	"3.10"	"无限"	"2.66"	"1.24"	"0.7"	"29.44"	"3.18"	"1.57"	"国外"	"0.13"	"1.14"	"0.66"	"18.4"	"107"	"国外"	"52.10"	"1.9"	"0.95"	"A0000356"	"1.64"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"0.64"	"37.94"	"白"	"6.25"	"26.16"	"Lens(小扁豆属)"	"2.43"	"I2H00414"	"丛生"	"中国农科院品资所"	"--"	"1.26"	"1.2"	"1.61"	"14.16"	"60.6"	"浅绿"	"1.20"	"1.18"	"1.91"	"1.0"	"1.35"	"ILL615"	"黄"	"ICARDA"	"46.0"
"121"	"--"	"Leguminosae(豆科)"	"C423"	"ILL5604"	"--"	"3.30"	"--"	"--"	"--"	"1.6"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"8.4"	"97"	"国外"	"--"	"2.8"	"--"	"A0000738"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"7.05"	"--"	"Lens(小扁豆属)"	"--"	"--"	"--"	"中国农科院品资所"	"--"	"--"	"1.5"	"--"	"--"	"38.1"	"麻"	"--"	"--"	"--"	"1.3"	"--"	"ILL5604"	"--"	"--"	"34.9"
"122"	"--"	"Leguminosae(豆科)"	"C468"	"ILL6792"	"--"	"3.30"	"--"	"--"	"--"	"1.1"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"3.4"	"100"	"国外"	"--"	"3.7"	"--"	"A0000739"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"7.08"	"--"	"Lens(小扁豆属)"	"--"	"I2H00616"	"--"	"中国农科院品资所"	"--"	"--"	"1.3"	"--"	"--"	"21.9"	"麻"	"--"	"--"	"--"	"1.1"	"--"	"ILL6792"	"--"	"--"	"28.1"
"123"	"--"	"Leguminosae(豆科)"	"L216"	"NO4522"	"--"	"3.26"	"无限"	"--"	"--"	"4.0"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"8.2"	"128"	"国外"	"--"	"2.4"	"--"	"A0000740"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰"	"8.01"	"--"	"Lens(小扁豆属)"	"--"	"--"	"直立"	"青海省农林科学院"	"--"	"--"	"1.4"	"--"	"--"	"117.7"	"浅红"	"--"	"--"	"--"	"1.4"	"--"	"NO4522"	"黄"	"ICARDA"	"59.9"
"124"	"--"	"Leguminosae(豆科)"	"L217"	"NO5715"	"--"	"3.26"	"无限"	"--"	"--"	"1.9"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"8.4"	"127"	"国外"	"--"	"1.7"	"--"	"A0000741"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰"	"7.31"	"--"	"Lens(小扁豆属)"	"--"	"I2H00621"	"直立"	"青海省农林科学院"	"--"	"--"	"1.6"	"--"	"--"	"68.4"	"浅红"	"--"	"--"	"--"	"1.2"	"--"	"NO5715"	"黄"	"ICARDA"	"34.6"
"125"	"--"	"Leguminosae(豆科)"	"L218"	"NO1120"	"--"	"3.26"	"无限"	"--"	"--"	"2.1"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"7.6"	"125"	"国外"	"--"	"3.0"	"--"	"A0000742"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰"	"7.29"	"--"	"Lens(小扁豆属)"	"--"	"--"	"直立"	"青海省农林科学院"	"--"	"--"	"1.0"	"--"	"--"	"69.0"	"黄"	"--"	"--"	"--"	"1.4"	"--"	"NO1120"	"黄"	"ICARDA"	"59.6"
"126"	"--"	"Leguminosae(豆科)"	"L183"	"NO1129"	"--"	"3.26"	"无限"	"--"	"--"	"4.8"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"8.6"	"126"	"国外"	"--"	"2.9"	"--"	"A0000743"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰"	"7.30"	"--"	"Lens(小扁豆属)"	"--"	"--"	"直立"	"青海省农林科学院"	"--"	"--"	"1.5"	"--"	"--"	"109.0"	"黄"	"--"	"--"	"--"	"1.4"	"--"	"NO1129"	"黄"	"ICARDA"	"52.5"
"127"	"--"	"Leguminosae(豆科)"	"L186"	"NO1613"	"--"	"3.26"	"无限"	"--"	"--"	"5.6"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"15.8"	"126"	"国外"	"--"	"3.0"	"--"	"A0000744"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰"	"7.30"	"--"	"Lens(小扁豆属)"	"--"	"--"	"直立"	"青海省农林科学院"	"--"	"--"	"1.5"	"--"	"--"	"124.7"	"黄"	"--"	"--"	"--"	"1.5"	"--"	"NO1613"	"黄"	"ICARDA"	"53.7"
"128"	"--"	"Leguminosae(豆科)"	"L212"	"NO4332"	"--"	"3.26"	"无限"	"--"	"--"	"4.3"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"10.3"	"128"	"国外"	"--"	"1.9"	"--"	"A0000745"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰"	"8.01"	"--"	"Lens(小扁豆属)"	"--"	"I2H00619"	"直立"	"青海省农林科学院"	"--"	"--"	"1.4"	"--"	"--"	"172.0"	"黄"	"--"	"--"	"--"	"1.5"	"--"	"NO4332"	"黄"	"ICARDA"	"65.4"
"129"	"--"	"Leguminosae(豆科)"	"L220"	"NO5989"	"--"	"3.26"	"无限"	"--"	"--"	"2.0"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"6.3"	"126"	"国外"	"--"	"3.7"	"--"	"A0000746"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰"	"7.30"	"--"	"Lens(小扁豆属)"	"--"	"I2H00624"	"直立"	"青海省农林科学院"	"--"	"--"	"1.0"	"--"	"--"	"52.6"	"黄"	"--"	"--"	"--"	"1.6"	"--"	"NO5989"	"黄"	"ICARDA"	"32.5"
"130"	"--"	"Leguminosae(豆科)"	"L221"	"NO6192"	"--"	"3.26"	"无限"	"--"	"--"	"5.3"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"8.6"	"126"	"国外"	"--"	"5.3"	"--"	"A0000747"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰"	"7.30"	"--"	"Lens(小扁豆属)"	"--"	"I2H00625"	"直立"	"青海省农林科学院"	"--"	"--"	"1.3"	"--"	"--"	"77.9"	"黄"	"--"	"--"	"--"	"1.8"	"--"	"NO6192"	"黄"	"ICARDA"	"39.7"
"131"	"--"	"Leguminosae(豆科)"	"L222"	"NO6770"	"--"	"3.26"	"无限"	"--"	"--"	"2.2"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"6.4"	"124"	"国外"	"--"	"2.3"	"--"	"A0000748"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰"	"7.28"	"--"	"Lens(小扁豆属)"	"--"	"I2H00626"	"直立"	"青海省农林科学院"	"--"	"--"	"1.4"	"--"	"--"	"65.8"	"黄"	"--"	"--"	"--"	"1.1"	"--"	"NO6770"	"黄"	"ICARDA"	"37.2"
"132"	"--"	"Leguminosae(豆科)"	"L226"	"NO6802"	"--"	"3.26"	"无限"	"--"	"--"	"2.8"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"5.0"	"127"	"国外"	"--"	"3.1"	"--"	"A0000749"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰"	"7.31"	"--"	"Lens(小扁豆属)"	"--"	"I2H00629"	"直立"	"青海省农林科学院"	"--"	"--"	"1.3"	"--"	"--"	"69.0"	"黄"	"--"	"--"	"--"	"1.4"	"--"	"NO6802"	"黄"	"ICARDA"	"42.6"
"133"	"--"	"Leguminosae(豆科)"	"L227"	"NO6819"	"--"	"3.26"	"无限"	"--"	"--"	"2.9"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"7.9"	"127"	"国外"	"--"	"2.5"	"--"	"A0000750"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰"	"7.31"	"--"	"Lens(小扁豆属)"	"--"	"--"	"直立"	"青海省农林科学院"	"--"	"--"	"0.9"	"--"	"--"	"126.1"	"黄"	"--"	"--"	"--"	"1.4"	"--"	"NO6819"	"黄"	"ICARDA"	"67.0"
"134"	"--"	"Leguminosae(豆科)"	"L233"	"NO6980"	"--"	"3.26"	"无限"	"--"	"--"	"3.6"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"11.1"	"125"	"国外"	"--"	"3.7"	"--"	"A0000751"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰"	"7.29"	"--"	"Lens(小扁豆属)"	"--"	"I2H00634"	"直立"	"青海省农林科学院"	"--"	"--"	"1.2"	"--"	"--"	"79.2"	"黄"	"--"	"--"	"--"	"1.5"	"--"	"NO6980"	"黄"	"ICARDA"	"42.1"
"135"	"--"	"Leguminosae(豆科)"	"L245"	"NO2461"	"--"	"3.26"	"无限"	"--"	"--"	"4.1"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"5.4"	"117"	"国外"	"--"	"4.7"	"--"	"A0000752"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰"	"7.21"	"--"	"Lens(小扁豆属)"	"--"	"--"	"直立"	"青海省农林科学院"	"--"	"--"	"1.4"	"--"	"--"	"63.0"	"黄"	"--"	"--"	"--"	"1.6"	"--"	"NO2461"	"黄"	"ICARDA"	"43.3"
"136"	"--"	"Leguminosae(豆科)"	"L246"	"NO104"	"--"	"3.26"	"无限"	"--"	"--"	"5.1"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"8.8"	"119"	"国外"	"--"	"3.6"	"--"	"A0000753"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰"	"7.23"	"--"	"Lens(小扁豆属)"	"--"	"--"	"直立"	"青海省农林科学院"	"--"	"--"	"1.3"	"--"	"--"	"107.1"	"黄"	"--"	"--"	"--"	"1.4"	"--"	"NO104"	"黄"	"ICARDA"	"39.8"
"137"	"--"	"Leguminosae(豆科)"	"L250"	"NO536"	"--"	"3.26"	"无限"	"--"	"--"	"2.9"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"6.0"	"125"	"国外"	"--"	"4.6"	"--"	"A0000754"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰"	"7.29"	"--"	"Lens(小扁豆属)"	"--"	"--"	"直立"	"青海省农林科学院"	"--"	"--"	"1.3"	"--"	"--"	"49.6"	"黄"	"--"	"--"	"--"	"1.8"	"--"	"NO536"	"黄"	"ICARDA"	"40.6"
"138"	"--"	"Leguminosae(豆科)"	"L252"	"NO715"	"--"	"3.26"	"无限"	"--"	"--"	"3.2"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"6.2"	"119"	"国外"	"--"	"5.1"	"--"	"A0000755"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰"	"7.23"	"--"	"Lens(小扁豆属)"	"--"	"--"	"直立"	"青海省农林科学院"	"--"	"--"	"0.9"	"--"	"--"	"72.9"	"黄"	"--"	"--"	"--"	"1.9"	"--"	"NO715"	"黄"	"ICARDA"	"45.8"
"139"	"--"	"Leguminosae(豆科)"	"L147"	"NO1"	"--"	"3.26"	"无限"	"--"	"--"	"2.0"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"9.2"	"120"	"国外"	"--"	"3.3"	"--"	"A0000756"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰"	"7.24"	"--"	"Lens(小扁豆属)"	"--"	"--"	"直立"	"青海省农林科学院"	"--"	"--"	"1.4"	"--"	"--"	"44.1"	"绿"	"--"	"--"	"--"	"1.5"	"--"	"NO1"	"黄"	"ICARDA"	"36.2"
"140"	"--"	"Leguminosae(豆科)"	"L148"	"NO9"	"--"	"3.26"	"无限"	"--"	"--"	"1.9"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"8.3"	"118"	"国外"	"--"	"5.6"	"--"	"A0000757"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰"	"7.22"	"--"	"Lens(小扁豆属)"	"--"	"--"	"直立"	"青海省农林科学院"	"--"	"--"	"0.8"	"--"	"--"	"44.1"	"绿"	"--"	"--"	"--"	"1.4"	"--"	"NO9"	"黄"	"ICARDA"	"45.2"
"141"	"--"	"Leguminosae(豆科)"	"L149"	"NO15"	"--"	"3.26"	"无限"	"--"	"--"	"2.9"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"14.1"	"117"	"国外"	"--"	"3.6"	"--"	"A0000758"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰"	"7.21"	"--"	"Lens(小扁豆属)"	"--"	"--"	"直立"	"青海省农林科学院"	"--"	"--"	"1.0"	"--"	"--"	"79.8"	"绿"	"--"	"--"	"--"	"1.6"	"--"	"NO15"	"黄"	"ICARDA"	"39.3"
"142"	"--"	"Leguminosae(豆科)"	"L150"	"NO20"	"--"	"3.26"	"无限"	"--"	"--"	"4.8"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"13.5"	"117"	"国外"	"--"	"3.9"	"--"	"A0000759"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰"	"7.21"	"--"	"Lens(小扁豆属)"	"--"	"--"	"直立"	"青海省农林科学院"	"--"	"--"	"1.4"	"--"	"--"	"87.3"	"绿"	"--"	"--"	"--"	"1.5"	"--"	"NO20"	"黄"	"ICARDA"	"42.1"
"143"	"--"	"Leguminosae(豆科)"	"L154"	"NO134"	"--"	"3.26"	"无限"	"--"	"--"	"2.0"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"10.1"	"125"	"国外"	"--"	"2.6"	"--"	"A0000760"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰"	"7.29"	"--"	"Lens(小扁豆属)"	"--"	"--"	"直立"	"青海省农林科学院"	"--"	"--"	"1.3"	"--"	"--"	"58.4"	"绿"	"--"	"--"	"--"	"1.4"	"--"	"NO134"	"黄"	"ICARDA"	"64.9"
"144"	"--"	"Leguminosae(豆科)"	"L158"	"NO241"	"--"	"3.26"	"无限"	"--"	"--"	"3.2"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"9.3"	"120"	"国外"	"--"	"3.2"	"--"	"A0000761"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰"	"7.24"	"--"	"Lens(小扁豆属)"	"--"	"I2H00617"	"直立"	"青海省农林科学院"	"--"	"--"	"1.3"	"--"	"--"	"80.2"	"绿"	"--"	"--"	"--"	"1.4"	"--"	"NO241"	"黄"	"ICARDA"	"49.2"
"145"	"--"	"Leguminosae(豆科)"	"L159"	"NO274"	"--"	"3.26"	"无限"	"--"	"--"	"0.9"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"6.8"	"131"	"国外"	"--"	"1.6"	"--"	"A0000762"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰"	"8.04"	"--"	"Lens(小扁豆属)"	"--"	"--"	"直立"	"青海省农林科学院"	"--"	"--"	"1.4"	"--"	"--"	"38.5"	"绿"	"--"	"--"	"--"	"1.3"	"--"	"NO274"	"黄"	"ICARDA"	"59.3"
"146"	"--"	"Leguminosae(豆科)"	"L160"	"NO276"	"--"	"3.26"	"无限"	"--"	"--"	"0.3"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"6.8"	"125"	"国外"	"--"	"2.8"	"--"	"A0000763"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰"	"7.29"	"--"	"Lens(小扁豆属)"	"--"	"--"	"直立"	"青海省农林科学院"	"--"	"--"	"1.2"	"--"	"--"	"21.9"	"绿"	"--"	"--"	"--"	"1.4"	"--"	"NO276"	"黄"	"ICARDA"	"52.0"
"147"	"--"	"Leguminosae(豆科)"	"L162"	"NO308"	"--"	"3.26"	"无限"	"--"	"--"	"2.6"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"9.0"	"126"	"国外"	"--"	"5.3"	"--"	"A0000764"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰"	"7.30"	"--"	"Lens(小扁豆属)"	"--"	"--"	"直立"	"青海省农林科学院"	"--"	"--"	"1.1"	"--"	"--"	"42.6"	"绿"	"--"	"--"	"--"	"1.9"	"--"	"NO308"	"黄"	"ICARDA"	"45.0"
"148"	"--"	"Leguminosae(豆科)"	"L173"	"NO780"	"--"	"3.26"	"无限"	"--"	"--"	"1.3"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"6.2"	"127"	"国外"	"--"	"4.1"	"--"	"A0000765"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰"	"7.31"	"--"	"Lens(小扁豆属)"	"--"	"I2H00618"	"直立"	"青海省农林科学院"	"--"	"--"	"1.0"	"--"	"--"	"29.8"	"绿"	"--"	"--"	"--"	"1.8"	"--"	"NO780"	"黄"	"ICARDA"	"50.4"
"149"	"--"	"Leguminosae(豆科)"	"L178"	"NO851"	"--"	"3.26"	"无限"	"--"	"--"	"1.9"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"8.4"	"122"	"国外"	"--"	"3.3"	"--"	"A0000766"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰"	"7.26"	"--"	"Lens(小扁豆属)"	"--"	"--"	"直立"	"青海省农林科学院"	"--"	"--"	"1.1"	"--"	"--"	"48.9"	"绿"	"--"	"--"	"--"	"1.6"	"--"	"NO851"	"黄"	"ICARDA"	"44.3"
"150"	"--"	"Leguminosae(豆科)"	"L181"	"NO1009"	"--"	"3.26"	"无限"	"--"	"--"	"2.7"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"4.9"	"125"	"国外"	"--"	"3.1"	"--"	"A0000767"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰红"	"7.29"	"--"	"Lens(小扁豆属)"	"--"	"--"	"直立"	"青海省农林科学院"	"--"	"--"	"1.3"	"--"	"--"	"69.4"	"绿"	"--"	"--"	"--"	"1.5"	"--"	"NO1009"	"黄"	"ICARDA"	"50.5"
"151"	"--"	"Leguminosae(豆科)"	"L184"	"NO1148"	"--"	"3.26"	"无限"	"--"	"--"	"3.3"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"7.9"	"125"	"国外"	"--"	"3.2"	"--"	"A0000768"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰"	"7.29"	"--"	"Lens(小扁豆属)"	"--"	"--"	"直立"	"青海省农林科学院"	"--"	"--"	"1.4"	"--"	"--"	"72.6"	"绿"	"--"	"--"	"--"	"1.4"	"--"	"NO1148"	"黄"	"ICARDA"	"55.9"
"152"	"--"	"Leguminosae(豆科)"	"L185"	"NO1231"	"--"	"3.26"	"无限"	"--"	"--"	"4.5"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"12.1"	"120"	"国外"	"--"	"3.4"	"--"	"A0000769"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰"	"7.24"	"--"	"Lens(小扁豆属)"	"--"	"--"	"直立"	"青海省农林科学院"	"--"	"--"	"1.2"	"--"	"--"	"115.6"	"绿"	"--"	"--"	"--"	"1.6"	"--"	"NO1231"	"黄"	"ICARDA"	"49.6"
"153"	"--"	"Leguminosae(豆科)"	"L214"	"NO4507"	"--"	"3.26"	"无限"	"--"	"--"	"4.8"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"8.6"	"126"	"国外"	"--"	"4.7"	"--"	"A0000770"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰"	"7.30"	"--"	"Lens(小扁豆属)"	"--"	"I2H00620"	"直立"	"青海省农林科学院"	"--"	"--"	"1.0"	"--"	"--"	"104.5"	"绿"	"--"	"--"	"--"	"1.6"	"--"	"NO4507"	"黄"	"ICARDA"	"46.6"
"154"	"--"	"Leguminosae(豆科)"	"L215"	"NO4508"	"--"	"3.26"	"无限"	"--"	"--"	"4.6"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"8.9"	"126"	"国外"	"--"	"5.9"	"--"	"A0000771"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰"	"7.30"	"--"	"Lens(小扁豆属)"	"--"	"--"	"直立"	"青海省农林科学院"	"--"	"--"	"1.2"	"--"	"--"	"63.9"	"绿"	"--"	"--"	"--"	"1.9"	"--"	"NO4508"	"黄"	"ICARDA"	"45.5"
"155"	"--"	"Leguminosae(豆科)"	"L218"	"NO5730"	"--"	"3.26"	"无限"	"--"	"--"	"3.0"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"8.6"	"127"	"国外"	"--"	"2.9"	"--"	"A0000772"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"兰"	"7.31"	"--"	"Lens(小扁豆属)"	"--"	"I2H00622"	"直立"	"青海省农林科学院"	"--"	"--"	"1.5"	"--"	"--"	"65.9"	"绿"	"--"	"--"	"--"	"1.5"	"--"	"NO5730"	"黄"	"ICARDA"	"37.5"
"156"	"--"	"Leguminosae(豆科)"	"L219"	"NO5813"	"--"	"3.26"	"无限"	"--"	"--"	"5.6"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"10.1"	"127"	"国外"	"--"	"5.7"	"--"	"A0000773"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"白"	"7.31"	"--"	"Lens(小扁豆属)"	"--"	"I2H00623"	"直立"	"青海省农林科学院"	"--"	"--"	"1.1"	"--"	"--"	"95.3"	"绿"	"--"	"--"	"--"	"1.9"	"--"	"NO5813"	"黄"	"ICARDA"	"35.6"
