"id"	"蛋氨酸"	"科名"	"保存编号"	"叶斑病级"	"谷氨酸"	"选育单位"	"播种期"	"缬氨酸"	"结荚习性"	"精氨酸"	"苏氨酸"	"丙氨酸"	"单株产量"	"总和"	"天冬氨酸"	"异亮氨酸"	"根腐病级"	"省"	"直链淀粉"	"脂肪"	"组氨酸"	"分枝数"	"全生育日数"	"品种名称"	"总淀粉"	"根腐病指数"	"色氨酸"	"百粒重"	"属名"	"统一编号"	"芽期抗旱"	"学名"	"粒形"	"选育方法"	"苯丙氨酸"	"熟期抗旱"	"支链淀粉"	"花色"	"成熟期"	"蛋白质"	"苗期耐盐"	"种皮光泽"	"亮氨酸"	"库编号"	"生长习性"	"保存单位"	"原产地"	"备注"	"蚜害指数"	"甘氨酸"	"单荚粒数"	"蚜害病评价"	"胱氨酸"	"样品类型"	"芽期耐盐"	"单株荚数"	"粒色"	"育成年份"	"酩氨酸"	"根腐病评价"	"脯氨酸"	"叶斑病指数"	"荚长"	"赖氨酸"	"丝氨酸"	"译名"	"蚜害病级别"	"荚色"	"蚜害比值"	"种子来源"	"株高"	"叶斑病评价"	"粒型"	"褐斑病指数"	"锈病评价"	"蚜害病指数"	"均匀度"	"赤斑病指数"	"蚜害病级"	"抗涝性"	"赤斑病级"	"粗蛋白"	"有效枝"	"锈病指数"	"荚宽"	"褐斑病级"	"粗脂肪"	"赤斑病评价"	"熟性"
"440"	"--"	"Leguminosae(豆科)"	"A38"	"9"	"--"	"--"	"6.23"	"--"	"有限"	"--"	"--"	"--"	"5.1"	"--"	"--"	"--"	"9"	"陕西"	"11.24"	"0.65"	"--"	"2.3"	"107"	"割绿豆"	"51.43"	"98.5"	"--"	"5.0"	"Vigna(豇豆属)"	"C0003290"	"4"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"2"	"40.19"	"黄"	"10.08"	"24.40"	"4"	"无"	"--"	"I2E01926"	"直立"	"陕西农科院粮作所"	"长安县"	"--"	"95.0"	"--"	"12.7"	"HS"	"--"	"地方"	"4"	"8.1"	"绿"	"--"	"--"	"HS"	"--"	"100.0"	"9.8"	"--"	"--"	"GE LU DOU"	"9"	"黑"	"1.08"	"--"	"95.6"	"HS"																	
"441"	"--"	"Leguminosae(豆科)"	"a124"	"9"	"--"	"--"	"6.23"	"--"	"有限"	"--"	"--"	"--"	"8.6"	"--"	"--"	"--"	"7-9"	"陕西"	"11.76"	"0.66"	"--"	"1.9"	"106"	"绿豆"	"51.63"	"94.1"	"--"	"3.7"	"Vigna(豇豆属)"	"C0003291"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"39.87"	"黄"	"10.07"	"24.31"	"4"	"无"	"--"	"I2E01927"	"直立"	"陕西农科院粮作所"	"蓝田县"	"--"	"75.0"	"--"	"11.1"	"HS"	"--"	"地方"	"5"	"20.9"	"绿"	"--"	"--"	"HS"	"--"	"100.0"	"7.5"	"--"	"--"	"LU DOU"	"9"	"黑"	"0.86"	"--"	"83.2"	"HS"																	
"442"	"--"	"Leguminosae(豆科)"	"a125"	"--"	"--"	"--"	"6.23"	"--"	"有限"	"--"	"--"	"--"	"10.1"	"--"	"--"	"--"	"--"	"陕西"	"--"	"--"	"--"	"2.2"	"105"	"长蔓绿豆"	"--"	"--"	"--"	"3.1"	"Vigna(豇豆属)"	"C0003292"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"10.06"	"--"	"--"	"无"	"--"	"I2E01928"	"直立"	"陕西农科院粮作所"	"蓝田县"	"--"	"--"	"--"	"11.2"	"--"	"--"	"地方"	"--"	"29.2"	"绿"	"--"	"--"	"--"	"--"	"--"	"7.3"	"--"	"--"	"CHANG MAN LU DOU"	"--"	"黑"	"--"	"--"	"92.4"	"--"																	
"443"	"--"	"Leguminosae(豆科)"	"a21"	"--"	"--"	"--"	"6.23"	"--"	"无限"	"--"	"--"	"--"	"2.3"	"--"	"--"	"--"	"--"	"陕西"	"--"	"--"	"--"	"2.4"	"107"	"摘绿豆"	"--"	"--"	"--"	"3.6"	"Vigna(豇豆属)"	"C0003293"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"10.08"	"--"	"--"	"有"	"--"	"I2E01929"	"半蔓生"	"陕西农科院粮作所"	"临潼县"	"--"	"--"	"--"	"11.2"	"--"	"--"	"地方"	"--"	"5.8"	"绿"	"--"	"--"	"--"	"--"	"--"	"8.0"	"--"	"--"	"ZHAI LU DOU"	"--"	"黑"	"--"	"--"	"89.9"	"--"																	
"444"	"--"	"Leguminosae(豆科)"	"a22"	"--"	"--"	"--"	"6.23"	"--"	"无限"	"--"	"--"	"--"	"1.4"	"--"	"--"	"--"	"--"	"陕西"	"--"	"--"	"--"	"2.7"	"107"	"半蔓性绿豆"	"--"	"--"	"--"	"3.4"	"Vigna(豇豆属)"	"C0003294"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"10.08"	"--"	"--"	"有"	"--"	"I2E01930"	"半蔓生"	"陕西农科院粮作所"	"临潼县"	"--"	"--"	"--"	"12.3"	"--"	"--"	"地方"	"--"	"3.3"	"绿"	"--"	"--"	"--"	"--"	"--"	"8.9"	"--"	"--"	"BAN MAN XING LU DOU"	"--"	"黑"	"--"	"--"	"102.6"	"--"																	
"445"	"--"	"Leguminosae(豆科)"	"a130"	"--"	"--"	"--"	"6.23"	"--"	"无限"	"--"	"--"	"--"	"10.7"	"--"	"--"	"--"	"--"	"陕西"	"--"	"--"	"--"	"2.6"	"107"	"绿豆"	"--"	"--"	"--"	"4.0"	"Vigna(豇豆属)"	"C0003295"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"10.08"	"--"	"--"	"有"	"--"	"I2E01931"	"蔓生"	"陕西农科院粮作所"	"铜川市"	"--"	"--"	"--"	"12.0"	"--"	"--"	"地方"	"--"	"22.2"	"绿"	"--"	"--"	"--"	"--"	"--"	"8.3"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"99.8"	"--"																	
"446"	"--"	"Leguminosae(豆科)"	"a132"	"--"	"--"	"--"	"6.23"	"--"	"无限"	"--"	"--"	"--"	"11.8"	"--"	"--"	"--"	"--"	"陕西"	"--"	"--"	"--"	"2.9"	"109"	"尖叶绿豆"	"--"	"--"	"--"	"4.0"	"Vigna(豇豆属)"	"C0003296"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"10.10"	"--"	"--"	"有"	"--"	"I2E01932"	"蔓生"	"陕西农科院粮作所"	"铜川市"	"--"	"--"	"--"	"10.1"	"--"	"--"	"地方"	"--"	"29.1"	"绿"	"--"	"--"	"--"	"--"	"--"	"6.8"	"--"	"--"	"JIAN YE LU DOU"	"--"	"黑"	"--"	"--"	"113.6"	"--"																	
"447"	"--"	"Leguminosae(豆科)"	"a133"	"--"	"--"	"--"	"6.23"	"--"	"无限"	"--"	"--"	"--"	"8.9"	"--"	"--"	"--"	"--"	"陕西"	"--"	"--"	"--"	"3.4"	"106"	"摘绿豆"	"--"	"--"	"--"	"3.0"	"Vigna(豇豆属)"	"C0003297"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"10.07"	"--"	"--"	"有"	"--"	"I2E01933"	"蔓生"	"陕西农科院粮作所"	"耀县"	"--"	"--"	"--"	"11.5"	"--"	"--"	"地方"	"--"	"25.9"	"绿"	"--"	"--"	"--"	"--"	"--"	"7.3"	"--"	"--"	"ZHAI LU DOU"	"--"	"黑"	"--"	"--"	"112.0"	"--"																	
"448"	"--"	"Leguminosae(豆科)"	"a99"	"--"	"--"	"--"	"6.23"	"--"	"有限"	"--"	"--"	"--"	"7.5"	"--"	"--"	"--"	"--"	"陕西"	"--"	"--"	"--"	"2.9"	"108"	"摘绿豆"	"--"	"--"	"--"	"4.0"	"Vigna(豇豆属)"	"C0003298"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"10.09"	"--"	"--"	"有"	"--"	"I2E03343"	"直立"	"陕西农科院粮作所"	"宜君县"	"--"	"--"	"--"	"10.8"	"--"	"--"	"地方"	"--"	"17.4"	"绿"	"--"	"--"	"--"	"--"	"--"	"7.6"	"--"	"--"	"ZHAI LU DOU"	"--"	"黑"	"--"	"--"	"91.3"	"--"																	
"449"	"--"	"Leguminosae(豆科)"	"a100"	"--"	"--"	"--"	"6.23"	"--"	"无限"	"--"	"--"	"--"	"5.2"	"--"	"--"	"--"	"--"	"陕西"	"--"	"--"	"--"	"2.5"	"108"	"打绿豆"	"--"	"--"	"--"	"3.4"	"Vigna(豇豆属)"	"C0003299"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"10.09"	"--"	"--"	"有"	"--"	"I2E02802"	"蔓生"	"陕西农科院粮作所"	"宜君县"	"--"	"--"	"--"	"11.4"	"--"	"--"	"地方"	"--"	"13.3"	"绿"	"--"	"--"	"--"	"--"	"--"	"7.5"	"--"	"--"	"DA LU DOU"	"--"	"黑"	"--"	"--"	"99.5"	"--"																	
"450"	"--"	"Leguminosae(豆科)"	"a117"	"9"	"--"	"--"	"6.23"	"--"	"有限"	"--"	"--"	"--"	"12.7"	"--"	"--"	"--"	"5-9"	"陕西"	"10.66"	"0.67"	"--"	"3.0"	"103"	"绿豆"	"51.90"	"84.4"	"--"	"3.7"	"Vigna(豇豆属)"	"C0003300"	"4"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"2"	"41.24"	"黄"	"10.04"	"23.62"	"4"	"无"	"--"	"I2E01934"	"直立"	"陕西农科院粮作所"	"宝鸡市"	"--"	"100.0"	"--"	"11.2"	"HS"	"--"	"地方"	"3"	"30.6"	"绿"	"--"	"--"	"HS"	"--"	"100.0"	"7.7"	"--"	"--"	"LU DOU"	"9"	"黑"	"1.14"	"--"	"73.4"	"HS"																	
"451"	"--"	"Leguminosae(豆科)"	"G.G19"	"--"	"--"	"--"	"4.30"	"--"	"有限"	"--"	"--"	"--"	"14.6"	"--"	"--"	"--"	"--"	"甘肃"	"--"	"--"	"--"	"2.7"	"113"	"绿豆"	"--"	"--"	"--"	"4.4"	"Vigna(豇豆属)"	"C0003393"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"8.21"	"--"	"--"	"有"	"--"	"I2E01771"	"直立"	"甘肃农科院粮作所"	"酒泉市"	"--"	"--"	"--"	"10.4"	"--"	"--"	"地方"	"--"	"31.8"	"绿"	"--"	"--"	"--"	"--"	"--"	"6.8"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"45.0"	"--"																	
"452"	"0.26"	"Leguminosae(豆科)"	"G.G20"	"--"	"4.91"	"--"	"4.30"	"1.45"	"有限"	"1.81"	"0.88"	"1.13"	"6.5"	"25.46"	"2.92"	"1.30"	"--"	"甘肃"	"--"	"--"	"0.79"	"2.1"	"111"	"绿豆"	"--"	"--"	"0.15"	"3.9"	"Vigna(豇豆属)"	"C0003394"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"1.65"	"--"	"--"	"黄"	"8.19"	"--"	"--"	"有"	"2.14"	"I2E01758"	"直立"	"甘肃农科院粮作所"	"安西县"	"--"	"--"	"0.97"	"9.6"	"--"	"0.36"	"地方"	"--"	"17.4"	"绿"	"--"	"0.65"	"--"	"0.95"	"--"	"6.8"	"1.87"	"1.27"	"LU DOU"	"--"	"黑"	"--"	"--"	"34.0"	"--"																	
"453"	"--"	"Leguminosae(豆科)"	"G.G21"	"--"	"--"	"--"	"4.30"	"--"	"有限"	"--"	"--"	"--"	"15.1"	"--"	"--"	"--"	"--"	"甘肃"	"--"	"--"	"--"	"2.9"	"130"	"尕绿豆"	"--"	"--"	"--"	"5.5"	"Vigna(豇豆属)"	"C0003395"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"9.07"	"--"	"--"	"有"	"--"	"I2E01772"	"直立"	"甘肃农科院粮作所"	"永靖县"	"--"	"--"	"--"	"12.0"	"--"	"--"	"地方"	"--"	"22.9"	"绿"	"--"	"--"	"--"	"--"	"--"	"7.5"	"--"	"--"	"GA LU DOU"	"--"	"黑"	"--"	"--"	"59.0"	"--"																	
"454"	"--"	"Leguminosae(豆科)"	"G.G22"	"--"	"--"	"--"	"4.30"	"--"	"有限"	"--"	"--"	"--"	"15.5"	"--"	"--"	"--"	"--"	"甘肃"	"--"	"--"	"--"	"3.4"	"136"	"尕绿豆"	"--"	"--"	"--"	"5.5"	"Vigna(豇豆属)"	"C0003396"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"9.13"	"--"	"--"	"有"	"--"	"I2E01773"	"直立"	"甘肃农科院粮作所"	"东乡县"	"--"	"--"	"--"	"12.4"	"--"	"--"	"地方"	"--"	"22.7"	"绿"	"--"	"--"	"--"	"--"	"--"	"8.6"	"--"	"--"	"GA LU DOU"	"--"	"黑"	"--"	"--"	"52.0"	"--"																	
"455"	"--"	"Leguminosae(豆科)"	"G.G1"	"--"	"--"	"--"	"4.30"	"--"	"有限"	"--"	"--"	"--"	"11.4"	"--"	"--"	"--"	"--"	"甘肃"	"--"	"--"	"--"	"2.1"	"118"	"黄小豆"	"--"	"--"	"--"	"4.7"	"Vigna(豇豆属)"	"C0003397"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"8.26"	"--"	"--"	"无"	"--"	"I2E01774"	"直立"	"甘肃农科院粮作所"	"清水县"	"--"	"--"	"--"	"10.4"	"--"	"--"	"地方"	"--"	"23.4"	"黄"	"--"	"--"	"--"	"--"	"--"	"9.0"	"--"	"--"	"HUANG XIAO DOU"	"--"	"黑"	"--"	"--"	"47.0"	"--"																	
"456"	"--"	"Leguminosae(豆科)"	"17"	"--"	"--"	"--"	"3.06"	"--"	"有限"	"--"	"--"	"--"	"7.5"	"--"	"--"	"--"	"--"	"广东"	"--"	"--"	"--"	"1.0"	"75"	"绿豆"	"--"	"--"	"--"	"38.2"	"Vigna(豇豆属)"	"C0003398"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"5.20"	"--"	"--"	"无"	"--"	"I2E01703"	"直立"	"广东农科院旱粮所"	"莫德县"	"--"	"--"	"--"	"11.0"	"--"	"--"	"地方"	"--"	"17.0"	"绿"	"--"	"--"	"--"	"--"	"--"	"8.0"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"52.0"	"--"																	
"457"	"--"	"Leguminosae(豆科)"	"16"	"--"	"--"	"--"	"3.06"	"--"	"有限"	"--"	"--"	"--"	"11.0"	"--"	"--"	"--"	"--"	"广东"	"--"	"--"	"--"	"1.0"	"75"	"大良绿豆"	"--"	"--"	"--"	"38.5"	"Vigna(豇豆属)"	"C0003399"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"5.20"	"--"	"--"	"无"	"--"	"I2E01704"	"直立"	"广东省科院旱粮所"	"顺德县"	"--"	"--"	"--"	"12.0"	"--"	"--"	"地方"	"--"	"24.0"	"绿"	"--"	"--"	"--"	"--"	"--"	"8.0"	"--"	"--"	"DA LIANG LU DOU"	"--"	"黑"	"--"	"--"	"48.0"	"--"																	
"458"	"--"	"Leguminosae(豆科)"	"19"	"--"	"--"	"--"	"3.06"	"--"	"有限"	"--"	"--"	"--"	"10.3"	"--"	"--"	"--"	"--"	"广东"	"--"	"--"	"--"	"0.4"	"75"	"绿豆"	"--"	"--"	"--"	"59.3"	"Vigna(豇豆属)"	"C0003400"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"5.20"	"--"	"--"	"有"	"--"	"I2E01705"	"直立"	"广东农科院旱粮所"	"高州县"	"--"	"--"	"--"	"11.0"	"--"	"--"	"地方"	"--"	"15.0"	"绿"	"--"	"--"	"--"	"--"	"--"	"9.0"	"--"	"--"	"LU DOU"	"--"	"褐"	"--"	"--"	"38.0"	"--"																	
"459"	"--"	"Leguminosae(豆科)"	"20"	"--"	"--"	"--"	"3.06"	"--"	"有限"	"--"	"--"	"--"	"14.4"	"--"	"--"	"--"	"--"	"广东"	"--"	"--"	"--"	"0.2"	"75"	"泗水绿豆"	"--"	"--"	"--"	"58.3"	"Vigna(豇豆属)"	"C0003401"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"5.20"	"--"	"--"	"无"	"--"	"I2E01706"	"直立"	"广东农科院旱粮所"	"高州县"	"--"	"--"	"--"	"13.0"	"--"	"--"	"地方"	"--"	"20.0"	"绿"	"--"	"--"	"--"	"--"	"--"	"10.0"	"--"	"--"	"SI SHUI LU DOU"	"--"	"黑"	"--"	"--"	"40.0"	"--"																	
"460"	"--"	"Leguminosae(豆科)"	"21"	"--"	"--"	"--"	"3.06"	"--"	"有限"	"--"	"--"	"--"	"14.5"	"--"	"--"	"--"	"--"	"广东"	"--"	"--"	"--"	"0.3"	"75"	"常平绿豆"	"--"	"--"	"--"	"62.9"	"Vigna(豇豆属)"	"C0003402"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"5.20"	"--"	"--"	"有"	"--"	"I2E01707"	"直立"	"广东农科院旱粮所"	"东莞市"	"--"	"--"	"--"	"11.0"	"--"	"--"	"地方"	"--"	"21.0"	"绿"	"--"	"--"	"--"	"--"	"--"	"10.0"	"--"	"--"	"CHANG PING LU DOU"	"--"	"黑"	"--"	"--"	"46.0"	"--"																	
"461"	"--"	"Leguminosae(豆科)"	"18"	"--"	"--"	"--"	"3.06"	"--"	"有限"	"--"	"--"	"--"	"8.7"	"--"	"--"	"--"	"--"	"广东"	"--"	"--"	"--"	"0.6"	"75"	"绿豆"	"--"	"--"	"--"	"37.4"	"Vigna(豇豆属)"	"C0003403"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"5.20"	"--"	"--"	"无"	"--"	"I2E01708"	"直立"	"广东农科院旱粮所"	"蕉岭县"	"--"	"--"	"--"	"12.0"	"--"	"--"	"地方"	"--"	"20.0"	"绿"	"--"	"--"	"--"	"--"	"--"	"8.0"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"54.0"	"--"																	
"462"	"--"	"Leguminosae(豆科)"	"8006"	"--"	"--"	"湖北省农科院农业"	"5.20"	"--"	"有限"	"--"	"--"	"--"	"17.5"	"--"	"--"	"--"	"--"	"湖北"	"--"	"--"	"--"	"2.8"	"72"	"鄂绿1号"	"--"	"--"	"--"	"5.0"	"Vigna(豇豆属)"	"C0003404"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.31"	"--"	"--"	"无"	"--"	"I2E01752"	"直立"	"湖北农科院现代化所"	"--"	"--"	"--"	"--"	"11.0"	"--"	"--"	"选育"	"--"	"32.0"	"绿"	"1982"	"--"	"--"	"--"	"--"	"10.8"	"--"	"--"	"E LU 1 HAO"	"--"	"黑"	"--"	"系选"	"78.0"	"--"																	
"463"	"--"	"Leguminosae(豆科)"	"51386"	"--"	"--"	"湖北省农科院农业"	"5.20"	"--"	"有限"	"--"	"--"	"--"	"10.5"	"--"	"--"	"--"	"--"	"湖北"	"--"	"--"	"--"	"2.1"	"80"	"51386"	"--"	"--"	"--"	"6.4"	"Vigna(豇豆属)"	"C0003405"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"8.08"	"--"	"--"	"有"	"--"	"I2E01753"	"直立"	"湖北农科院现代化所"	"--"	"--"	"--"	"--"	"11.3"	"--"	"--"	"选育"	"--"	"15.6"	"绿"	"1986"	"--"	"--"	"--"	"--"	"10.0"	"--"	"--"	"51386"	"--"	"黄"	"--"	"系选"	"80.0"	"--"																	
"464"	"0.29"	"Leguminosae(豆科)"	"D0807"	"--"	"4.78"	"--"	"6.13"	"1.26"	"有限"	"1.79"	"0.89"	"1.10"	"9.5"	"25.10"	"2.97"	"1.05"	"7-9"	"国外"	"15.47"	"0.83"	"0.72"	"1.7"	"68"	"Vc1526A"	"50.05"	"90.4"	"0.23"	"60.9"	"Vigna(豇豆属)"	"C0003406"	"4"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"1.56"	"1"	"34.58"	"黄"	"8.20"	"25.59"	"--"	"有"	"2.09"	"I2E02296"	"直立"	"中国农科院品资所"	"--"	"※ 在高水肥下有增产"	"--"	"0.98"	"10.3"	"S"	"0.16"	"国外"	"--"	"19.2"	"绿"	"--"	"0.78"	"HS"	"1.31"	"--"	"10.9"	"1.78"	"1.37"	"Vc1526A"	"7"	"深褐"	"--"	"AVRDC"	"43.1"	"--"																	
"465"	"0.31"	"Leguminosae(豆科)"	"D0808"	"5-9"	"4.64"	"--"	"6.13"	"1.23"	"有限"	"1.73"	"0.89"	"1.08"	"5.0"	"24.44"	"2.83"	"1.09"	"3-9"	"国外"	"14.77"	"0.90"	"0.72"	"1.2"	"86"	"Vc1628A"	"52.04"	"83.7"	"0.21"	"57.3"	"Vigna(豇豆属)"	"C0003407"	"3"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"1.47"	"3"	"37.27"	"黄"	"9.07"	"23.73"	"--"	"有"	"2.00"	"I2E02297"	"直立"	"中国农科院品资所"	"--"	"--"	"--"	"0.97"	"10.5"	"S"	"0.13"	"国外"	"--"	"10.1"	"绿"	"--"	"0.74"	"HS"	"1.30"	"79.0"	"9.1"	"1.76"	"1.33"	"Vc1628A"	"7"	"黑"	"--"	"AVRDC"	"62.3"	"S"																	
"466"	"0.28"	"Leguminosae(豆科)"	"D0809"	"5-9"	"4.70"	"--"	"6.13"	"1.25"	"有限"	"1.69"	"0.89"	"1.11"	"12.5"	"24.46"	"2.87"	"1.03"	"3-9"	"国外"	"16.29"	"0.95"	"0.70"	"2.5"	"65"	"Vc1973A"	"53.37"	"81.5"	"0.23"	"60.7"	"Vigna(豇豆属)"	"C0003408"	"4"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"1.55"	"1"	"37.08"	"黄"	"8.17"	"22.53"	"--"	"有"	"2.00"	"I2E02298"	"直立"	"中国农科院品资所"	"--"	"同上．已定名为中绿"	"--"	"0.96"	"11.4"	"HS"	"0.06"	"国外"	"--"	"19.0"	"绿"	"--"	"0.74"	"HS"	"1.28"	"75.3"	"10.3"	"1.76"	"1.34"	"Vc1973A"	"9"	"深褐"	"--"	"AVRDC"	"53.9"	"S"																	
"467"	"0.30"	"Leguminosae(豆科)"	"D0810"	"5-9"	"5.09"	"--"	"6.13"	"1.34"	"有限"	"1.76"	"0.94"	"1.18"	"11.0"	"25.22"	"3.15"	"1.07"	"3-9"	"国外"	"12.91"	"0.90"	"0.76"	"4.0"	"84"	"Vc2523A"	"49.83"	"85.9"	"0.25"	"47.6"	"Vigna(豇豆属)"	"C0003409"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"1.65"	"--"	"36.92"	"黄"	"9.05"	"25.40"	"--"	"无"	"1.09"	"I2E02299"	"直立"	"中国农科院品资所"	"--"	"--"	"--"	"1.10"	"12.2"	"HS"	"--"	"国外"	"--"	"23.2"	"绿"	"--"	"0.75"	"HS"	"1.42"	"64.8"	"11.2"	"1.93"	"1.44"	"Vc2523A"	"9"	"深褐"	"--"	"AVRDC"	"60.9"	"S"																	
"468"	"0.29"	"Leguminosae(豆科)"	"D0811"	"5-7"	"5.18"	"--"	"6.13"	"1.32"	"有限"	"1.89"	"0.97"	"1.20"	"6.6"	"26.77"	"3.18"	"1.09"	"7-9"	"国外"	"14.65"	"1.11"	"0.77"	"2.1"	"72"	"Vc2719A"	"50.49"	"98.5"	"0.25"	"42.3"	"Vigna(豇豆属)"	"C0003410"	"3"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"1.70"	"3"	"35.84"	"黄"	"8.24"	"24.59"	"--"	"有"	"2.19"	"I2E02300"	"直立"	"中国农科院品资所"	"--"	"--"	"--"	"1.06"	"10.8"	"HS"	"0.07"	"国外"	"--"	"16.5"	"绿"	"--"	"0.80"	"HS"	"1.42"	"64.8"	"9.4"	"1.92"	"1.47"	"Vc2719A"	"9"	"深褐"	"--"	"AVRDC"	"55.8"	"S"																	
"469"	"0.27"	"Leguminosae(豆科)"	"D0812"	"3-7"	"4.99"	"--"	"6.13"	"1.28"	"有限"	"1.81"	"0.94"	"1.17"	"9.4"	"25.79"	"3.07"	"1.06"	"7-9"	"国外"	"14.36"	"0.99"	"0.76"	"3.2"	"84"	"Vc2755A"	"51.71"	"98.5"	"0.25"	"62.0"	"Vigna(豇豆属)"	"C0003411"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"1.62"	"--"	"37.35"	"黄"	"9.05"	"24.17"	"--"	"有"	"2.10"	"I2E02301"	"直立"	"中国农科院品资所"	"--"	"--"	"--"	"1.02"	"11.2"	"HS"	"0.07"	"国外"	"--"	"18.3"	"绿"	"--"	"0.76"	"HS"	"1.35"	"62.6"	"10.2"	"1.85"	"1.43"	"Vc2755A"	"9"	"深褐"	"--"	"AVRDC"	"80.9"	"S"																	
"470"	"0.28"	"Leguminosae(豆科)"	"D0813"	"3-5"	"4.77"	"--"	"6.13"	"1.23"	"有限"	"1.68"	"0.89"	"1.11"	"6.2"	"24.81"	"2.93"	"1.07"	"7-9"	"国外"	"16.17"	"1.18"	"0.71"	"2.5"	"85"	"Vc2764A"	"52.15"	"99.3"	"0.22"	"57.0"	"Vigna(豇豆属)"	"C0003412"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"1.52"	"--"	"35.98"	"黄"	"9.06"	"22.88"	"--"	"有"	"2.02"	"I2E02302"	"直立"	"中国农科院品资所"	"--"	"--"	"--"	"0.97"	"11.7"	"S"	"0.15"	"国外"	"--"	"10.6"	"绿"	"--"	"0.76"	"HS"	"1.30"	"50.8"	"9.8"	"1.78"	"1.40"	"Vc2764A"	"7"	"深褐"	"--"	"AVRDC"	"75.4"	"MS"																	
