"id"	"抗病性"	"单位编号"	"叶面刺毛"	"省"	"备注"	"根地上皮色"	"叶型"	"根肉口感"	"风味"	"栽培时期"	"译名"	"繁种单位"	"根地上部长"	"千粒重"	"属名"	"叶形"	"抗虫性"	"肉质根长"	"耐热性"	"根肉主色"	"肉质根粗"	"收获期"	"熟性"	"抗逆性"	"叶片长"	"品种名称"	"耐涝性"	"根形"	"学名"	"叶色"	"贮藏性"	"根肉水分"	"叶簇"	"叶裂刻"	"耐旱性"	"单根重"	"播种期"	"根肉质"	"品种来源"	"小裂片对数"	"耐寒性"	"叶柄色"	"种质库编号"	"统一编号"	"科名"	"用途"	"单产"	"根地下皮色"	"叶片宽"	"根肉次色"	"生长期"
"172"	"强"	"11a-108"	"--"	"陕西"	"--"	"深绿"	"花叶"	"--"	"--"	"--"	"--"	"陕西农科院蔬菜所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"强"	"--"	"--"	"--"	"--"	"11中"	"晚"	"--"	"--"	"商县露头青"	"--"	"圆柱"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"--"	"半直立"	"--"	"强"	"875"	"7下"	"--"	"陕西商县"	"--"	"--"	"--"	"--"	"V01A1885"	"Cruciferae(十字花科)"	"--"	"1000"	"白"	"--"	"--"	"--"
"173"	"--"	"11a-22"	"--"	"陕西"	"热萝卜"	"白"	"板叶"	"脆嫩"	"--"	"--"	"--"	"陕西农科院蔬菜所"	"4"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"10"	"--"	"白"	"3"	"5上"	"早"	"--"	"--"	"定边二冲子"	"--"	"长圆锥"	"Raphanus sativus L.(萝卜)"	"--"	"强"	"多"	"半直立"	"--"	"--"	"100"	"3上中"	"致密"	"陕西定边县"	"--"	"--"	"--"	"--"	"V01A1886"	"Cruciferae(十字花科)"	"生食"	"--"	"白"	"--"	"--"	"--"
"174"	"强"	"11a-93"	"--"	"陕西"	"--"	"深绿"	"板叶"	"脆嫩"	"稍辣"	"--"	"--"	"陕西农科院蔬菜所"	"20"	"14.0"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"30"	"强"	"白"	"7"	"10下-11上"	"中"	"--"	"40"	"商南露头青"	"强"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"深绿"	"强"	"少"	"直立"	"--"	"强"	"1900"	"7下-8上"	"致密"	"陕西商南县"	"--"	"强"	"绿"	"--"	"V01A1891"	"Cruciferae(十字花科)"	"生食"	"3667"	"白"	"15"	"--"	"--"
"175"	"抗黑腐病中"	"11a-113"	"中"	"陕西"	"--"	"绿"	"花叶"	"脆嫩"	"甜"	"--"	"--"	"陕西农科院蔬菜所"	"25"	"11.0"	"Raphanus(萝卜属)"	"长卵圆"	"强"	"40"	"--"	"白"	"5"	"10下11中"	"中晚"	"--"	"35"	"青丰冬萝卜"	"中"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"绿"	"强"	"多"	"直立"	"--"	"--"	"3500"	"7中8上"	"致密"	"西北农大"	"3-5"	"中"	"浅绿"	"--"	"V01A1892"	"Cruciferae(十字花科)"	"生食"	"4333"	"白"	"6"	"--"	"--"
"176"	"强"	"11a-10"	"--"	"陕西"	"--"	"浅绿"	"花叶"	"脆嫩"	"稍辣"	"--"	"--"	"陕西农科院蔬菜所"	"15"	"15.0"	"Raphanus(萝卜属)"	"长卵圆"	"强"	"25"	"中"	"白"	"5"	"10下-11上"	"中"	"--"	"20"	"靖边白萝卜"	"中"	"短圆锥"	"Raphanus sativus L.(萝卜)"	"绿"	"强"	"中"	"半直立"	"全裂"	"强"	"2000"	"7下-8上"	"致密"	"陕西靖边县"	"3-5"	"强"	"浅绿"	"--"	"V01A1893"	"Cruciferae(十字花科)"	"生食"	"2667"	"白"	"8"	"--"	"--"
"177"	"中"	"91-296"	"多"	"新疆"	"--"	"紫红"	"板叶"	"脆嫩"	"--"	"--"	"--"	"新疆农科院园艺所"	"9"	"7.6"	"Raphanus(萝卜属)"	"长椭圆"	"中"	"22"	"强"	"白"	"3"	"5上"	"中"	"--"	"14"	"白半春子"	"强"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"绿"	"强"	"中"	"半直立"	"浅裂"	"强"	"110"	"4下"	"致密"	"新疆阿勒泰市"	"5"	"强"	"浅紫"	"--"	"V01A1911"	"Cruciferae(十字花科)"	"生食"	"3054"	"白"	"9"	"--"	"--"
"178"	"--"	"87-105"	"少"	"新疆"	"--"	"白绿"	"花叶"	"细面"	"稍辣"	"--"	"--"	"新疆农科院园艺所"	"3"	"8.0"	"Raphanus(萝卜属)"	"倒长卵"	"强"	"17"	"弱"	"白"	"6"	"6下-7中"	"中"	"--"	"30"	"巴里坤白萝卜"	"中"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"绿"	"差"	"中"	"半直立"	"浅裂"	"--"	"450"	"4上-5上"	"--"	"新疆巴里坤县"	"2"	"强"	"浅绿"	"--"	"V01A1918"	"Cruciferae(十字花科)"	"生食"	"4000"	"白"	"12"	"--"	"--"
"179"	"中"	"91-299"	"中"	"新疆"	"--"	"粉红"	"板叶"	"细面"	"稍辣"	"--"	"--"	"新疆农科院园艺所"	"5"	"7.2"	"Raphanus(萝卜属)"	"长椭圆"	"--"	"20"	"中"	"白"	"2"	"5上"	"中早"	"--"	"20"	"半春子"	"中"	"长弯筒"	"Raphanus sativus L.(萝卜)"	"绿"	"中"	"中"	"直立"	"浅裂"	"中"	"125"	"4下"	"疏松"	"新疆阿勒泰市"	"4"	"中"	"浅紫"	"--"	"V01A1920"	"Cruciferae(十字花科)"	"生食"	"3471"	"粉红"	"11"	"--"	"--"
"180"	"--"	"108#"	"少"	"云南"	"--"	"白"	"板叶"	"脆嫩"	"稍辣"	"--"	"--"	"云南农科院园艺所"	"9"	"--"	"Raphanus(萝卜属)"	"长椭圆"	"强"	"31"	"--"	"白"	"16"	"12"	"中"	"--"	"30"	"水萝卜"	"--"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"绿"	"--"	"多"	"半直立"	"浅裂"	"--"	"1700"	"8"	"致密"	"云南晋宁县"	"--"	"--"	"浅绿"	"--"	"V01A1924"	"Cruciferae(十字花科)"	"生食"	"1088"	"白"	"13"	"--"	"--"
"181"	"--"	"4#"	"--"	"云南"	"--"	"浅绿"	"板叶"	"脆嫩"	"--"	"--"	"--"	"云南农科院园艺所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"9下"	"--"	"--"	"--"	"水萝卜"	"--"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"多"	"半直立"	"--"	"--"	"1100"	"7下"	"--"	"云南海口"	"--"	"--"	"--"	"--"	"V01A1937"	"Cruciferae(十字花科)"	"生食"	"--"	"--"	"--"	"--"	"--"
"182"	"强"	"55#"	"--"	"云南"	"--"	"紫红"	"--"	"--"	"--"	"--"	"--"	"云南农科院园艺所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"强"	"--"	"--"	"紫红"	"--"	"1中"	"晚"	"--"	"--"	"紫萝卜"	"--"	"长圆柱"	"Raphanus sativus L.(萝卜)"	"--"	"强"	"中"	"--"	"--"	"--"	"--"	"9下"	"--"	"云南东川市"	"--"	"--"	"--"	"--"	"V01A1947"	"Cruciferae(十字花科)"	"生食"	"5050"	"--"	"--"	"--"	"--"
"183"	"强"	"53#"	"--"	"云南"	"--"	"白"	"--"	"--"	"--"	"--"	"--"	"云南农科院园艺所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"强"	"--"	"--"	"白"	"--"	"12上"	"早"	"--"	"--"	"美浓"	"--"	"长圆柱"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"多"	"--"	"--"	"--"	"2760"	"9下"	"致密"	"云南东川市"	"--"	"--"	"--"	"--"	"V01A1948"	"Cruciferae(十字花科)"	"生食"	"4500"	"--"	"--"	"--"	"--"
"184"	"--"	"R.s101"	"少"	"云南"	"--"	"绿"	"板叶"	"脆嫩"	"甜"	"--"	"--"	"云南农科院园艺所"	"5"	"--"	"Raphanus(萝卜属)"	"长卵圆"	"--"	"23"	"--"	"白"	"8"	"12"	"--"	"--"	"56"	"半节红"	"--"	"长圆锥"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"多"	"直立"	"--"	"--"	"540"	"8"	"致密"	"云南昆明市"	"--"	"--"	"紫红"	"--"	"V01A1952"	"Cruciferae(十字花科)"	"--"	"3510"	"白"	"12"	"--"	"--"
"185"	"强"	"01026"	"中"	"浙江"	"--"	"白"	"花叶"	"细面"	"稍辣"	"--"	"--"	"浙江农科院园艺所"	"6"	"--"	"Raphanus(萝卜属)"	"长椭圆"	"强"	"9"	"弱"	"白"	"10"	"12中-次年1月"	"晚"	"--"	"30"	"柘林萝卜"	"中"	"扁圆"	"Raphanus sativus L.(萝卜)"	"浅绿"	"中"	"少"	"半直立"	"深裂"	"弱"	"350"	"8下-9上"	"致密"	"浙江绍兴市"	"5-6"	"强"	"浅绿"	"--"	"V01A1955"	"Cruciferae(十字花科)"	"熟食"	"4500"	"白"	"10"	"--"	"--"
"186"	"强"	"01050"	"少"	"浙江"	"--"	"粉红"	"板叶"	"脆嫩"	"甜"	"--"	"--"	"浙江农科院园艺所"	"6"	"--"	"Raphanus(萝卜属)"	"倒披针"	"抗蚜虫弱"	"12"	"强"	"白"	"5"	"10下-11下"	"中"	"--"	"25"	"一点红萝卜(粉红)"	"中"	"短圆筒"	"Raphanus sativus L.(萝卜)"	"绿"	"中"	"少"	"直立"	"深裂"	"中"	"135"	"8下-9下"	"致密"	"浙江萧山市"	"--"	"强"	"浅紫"	"--"	"V01A1961"	"Cruciferae(十字花科)"	"熟食"	"2000"	"白"	"7"	"--"	"--"
"187"	"较强"	"A1-110"	"--"	"四川"	"--"	"白"	"花叶"	"--"	"稍辣"	"8-11"	"YUAN BAI LUO BU"	"重庆市农科所"	"--"	"--"	"Raphanus(萝卜属)"	"板叶"	"--"	"--"	"--"	"白"	"--"	"--"	"中"	"中"	"--"	"圆白萝卜"	"--"	"近圆"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"中"	"半直立"	"--"	"--"	"1000"	"--"	"脆嫩"	"四川大竹县"	"--"	"--"	"--"	"Ⅱ1A0530"	"V01A1093"	"Cruciferae(十字花科)"	"熟食"	"3000"	"白"	"--"	"白"	"100"
"188"	"抗病毒病弱"	"A1-058"	"--"	"四川"	"--"	"红"	"花叶"	"--"	"甜辣"	"8-11"	"HONG PI LUO BU"	"重庆市农科所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"早"	"耐热"	"--"	"红皮萝卜"	"--"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"中"	"半直立"	"--"	"--"	"200"	"--"	"艮硬"	"四川大足县"	"--"	"--"	"--"	"Ⅱ1A0170"	"V01A1094"	"Cruciferae(十字花科)"	"熟食腌制"	"2000"	"红"	"--"	"白"	"--"
"189"	"--"	"A1-204"	"--"	"四川"	"--"	"红"	"花叶"	"--"	"甜"	"8下-12中"	"MAN SHEN HONG LUO BU"	"重庆市农科所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中"	"--"	"--"	"满身红萝卜"	"--"	"短圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"中"	"半直立"	"--"	"--"	"450"	"--"	"脆嫩"	"四川垫江县"	"--"	"--"	"--"	"Ⅱ1A1156"	"V01A1096"	"Cruciferae(十字花科)"	"腌制"	"1350"	"红"	"--"	"白"	"110"
"190"	"--"	"A1-194"	"--"	"四川"	"--"	"红"	"板叶"	"--"	"稍辣"	"8中-11中"	"HONG XIN LUO BU"	"重庆市农科所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中"	"--"	"--"	"红心萝卜"	"--"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"中"	"半直立"	"--"	"--"	"400"	"--"	"脆嫩"	"四川丰都县"	"--"	"--"	"--"	"Ⅱ1A1111"	"V01A1098"	"Cruciferae(十字花科)"	"熟食腌制"	"1200"	"红"	"--"	"白"	"105"
"191"	"--"	"A1-207"	"--"	"四川"	"--"	"白"	"板叶"	"--"	"甜"	"8下-12上"	"XUE BAI LUO BU"	"重庆市农科所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中"	"较强"	"--"	"雪白萝卜"	"--"	"圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"多"	"直立"	"--"	"--"	"500"	"--"	"脆嫩"	"四川丰都县"	"--"	"--"	"--"	"Ⅱ1A1159"	"V01A1099"	"Cruciferae(十字花科)"	"熟食"	"1500"	"白"	"--"	"白"	"100"
"192"	"--"	"A1-209"	"--"	"四川"	"--"	"红"	"花叶"	"--"	"甜"	"8下-12下"	"BAN TOU HONG LUO BU"	"重庆市农科所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"晚"	"较强"	"--"	"半头红萝卜"	"--"	"圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"中"	"直立"	"--"	"--"	"450"	"--"	"脆嫩"	"四川丰都县"	"--"	"--"	"--"	"Ⅱ1A1160"	"V01A1101"	"Cruciferae(十字花科)"	"熟食"	"1350"	"白"	"--"	"白"	"120"
"193"	"--"	"A1-199"	"--"	"四川"	"--"	"红"	"板叶"	"--"	"甜"	"8上-11上"	"HONG XIN LUO BU"	"重庆市农科所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"红"	"--"	"--"	"早"	"强"	"--"	"红心萝卜"	"--"	"圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"强"	"少"	"半直立"	"--"	"--"	"250"	"--"	"脆嫩"	"四川涪陵市"	"--"	"--"	"--"	"Ⅱ1A1116"	"V01A1104"	"Cruciferae(十字花科)"	"熟食腌制"	"750"	"红"	"--"	"红"	"90"
"194"	"抗病毒病"	"A1-046"	"--"	"四川"	"--"	"白"	"花叶"	"--"	"甜"	"8-11"	"NI ZHUANG LUO BU"	"重庆市农科所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"早"	"中"	"--"	"泥桩萝卜"	"--"	"长圆锥"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"中"	"半直立"	"--"	"--"	"800"	"--"	"艮硬"	"四川高县"	"--"	"--"	"--"	"Ⅱ1A0167"	"V01A1108"	"Cruciferae(十字花科)"	"熟食"	"2600"	"绿"	"--"	"白"	"89"
"195"	"抗病毒病"	"A1-047"	"--"	"四川"	"--"	"白"	"花叶"	"--"	"甜"	"8-12"	"SHA GUO DI YUAN BAI LUO BU"	"重庆市农科所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中"	"强"	"--"	"沙锅底园白萝卜"	"--"	"近圆"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"中"	"半直立"	"--"	"--"	"900"	"--"	"嫩"	"四川高县"	"--"	"--"	"--"	"Ⅱ1A1100"	"V01A1109"	"Cruciferae(十字花科)"	"熟食"	"3000"	"白"	"--"	"白"	"105"
"196"	"抗病毒病"	"A1-045"	"--"	"四川"	"--"	"红"	"花叶"	"--"	"甜"	"8-12"	"HONG PI PAO LUO BU"	"重庆市农科所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中"	"强"	"--"	"红皮泡萝卜"	"--"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"多"	"半直立"	"--"	"--"	"500"	"--"	"脆嫩"	"四川高县"	"--"	"--"	"--"	"Ⅱ1A0843"	"V01A1110"	"Cruciferae(十字花科)"	"熟食"	"1600"	"红"	"--"	"白"	"90"
"197"	"中"	"A1-169"	"--"	"四川"	"--"	"红"	"花叶"	"--"	"甜"	"9上-次年1,2上"	"QING CAO BA LUO BU"	"重庆市农科所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中"	"中"	"--"	"青草坝萝卜"	"--"	"圆锥"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"多"	"半直立"	"--"	"--"	"625"	"--"	"脆嫩"	"四川合川县"	"--"	"--"	"--"	"Ⅱ1A0535"	"V01A1111"	"Cruciferae(十字花科)"	"生熟食"	"3000"	"红"	"--"	"白"	"130"
"198"	"强"	"A1-178"	"--"	"四川"	"--"	"白"	"板叶"	"--"	"稍辣"	"7中-10上"	"HEI YE LUO BU"	"重庆市农科所"	"--"	"--"	"Raphanus(萝卜属)"	"倒卵圆"	"--"	"--"	"--"	"白"	"--"	"--"	"早"	"强"	"--"	"黑叶萝卜"	"--"	"椭圆"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"中"	"半直立"	"--"	"--"	"450"	"--"	"脆嫩"	"四川金口河工农区"	"--"	"--"	"--"	"Ⅱ1A1106"	"V01A1116"	"Cruciferae(十字花科)"	"生熟食"	"1000"	"白"	"--"	"白"	"--"
"199"	"--"	"A1-107"	"--"	"四川"	"不易糠心"	"白"	"板叶"	"--"	"甜"	"8-11"	"BAI YUAN LUO BU"	"重庆市农科所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"早"	"耐热耐旱"	"--"	"白园萝卜"	"--"	"长圆锥"	"Raphanus sativus L.(萝卜)"	"--"	"中"	"多"	"半直立"	"--"	"--"	"250"	"--"	"细嫩"	"四川开江县"	"--"	"--"	"--"	"Ⅱ1A1176"	"V01A1117"	"Cruciferae(十字花科)"	"生熟食"	"3000"	"紫"	"--"	"黄"	"100"
"200"	"强"	"A1-181"	"--"	"四川"	"--"	"白"	"板叶"	"--"	"甜"	"7下-10上"	"LI ZHU LUO BU"	"重庆市农科所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中"	"强"	"--"	"立柱萝卜"	"--"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"多"	"半直立"	"--"	"--"	"600"	"--"	"脆嫩"	"四川梁平县"	"--"	"--"	"--"	"Ⅱ1A1151"	"V01A1121"	"Cruciferae(十字花科)"	"熟食"	"2000"	"白"	"--"	"白"	"100"
"201"	"抗病"	"A1-089"	"--"	"四川"	"--"	"白"	"板叶"	"--"	"甜"	"8-12"	"BAI PI DA LUO BU"	"重庆市农科所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中"	"强"	"--"	"白皮大萝卜"	"--"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"多"	"直立"	"--"	"--"	"2300"	"--"	"嫩"	"四川南部县"	"--"	"--"	"--"	"Ⅱ1A1099"	"V01A1124"	"Cruciferae(十字花科)"	"熟食"	"3000"	"白"	"--"	"白"	"105"
"202"	"--"	"A1-195"	"--"	"四川"	"--"	"白"	"花叶"	"--"	"中辣"	"8中-12下"	"YUAN BAI LUO BU"	"重庆市农科所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"晚"	"--"	"--"	"圆白萝卜"	"--"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"多"	"半直立"	"--"	"--"	"700"	"--"	"艮硬"	"四川南川县"	"--"	"--"	"--"	"Ⅱ1A1112"	"V01A1129"	"Cruciferae(十字花科)"	"熟食"	"2100"	"白"	"--"	"白"	"130"
"203"	"抗病毒病弱"	"A1-174"	"--"	"四川"	"--"	"白"	"板叶"	"--"	"甜"	"8上-11"	"JU MA ZHUANG LUO BU"	"重庆市农科所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中"	"耐热"	"--"	"拒马桩萝卜"	"--"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"中"	"直立"	"--"	"--"	"1500"	"--"	"脆嫩"	"四川南川县"	"--"	"--"	"--"	"Ⅱ1A0842"	"V01A1130"	"Cruciferae(十字花科)"	"熟食"	"3000"	"白"	"--"	"白"	"120"
"204"	"--"	"A1-196"	"--"	"四川"	"--"	"白"	"花叶"	"--"	"甜"	"8下-12上"	"LUO BU"	"重庆市农科所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中"	"--"	"--"	"萝卜"	"--"	"弯圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"多"	"半直立"	"--"	"--"	"500"	"--"	"脆嫩"	"四川南川县"	"--"	"--"	"--"	"Ⅱ1A1113"	"V01A1131"	"Cruciferae(十字花科)"	"生熟食腌制"	"1500"	"白"	"--"	"白"	"110"
"205"	"强"	"A1-116"	"--"	"四川"	"--"	"红紫"	"花叶"	"--"	"稍辣"	"8-11"	"WU LUO BU"	"重庆市农科所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"红"	"--"	"--"	"中"	"耐热耐旱"	"--"	"乌萝卜"	"--"	"短圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"中"	"半直立"	"--"	"--"	"1000"	"--"	"艮硬"	"四川渠县"	"--"	"--"	"--"	"Ⅱ1A1149"	"V01A1139"	"Cruciferae(十字花科)"	"腌制"	"3000"	"红紫"	"--"	"紫"	"110"
"206"	"抗病毒病中"	"A1-099"	"--"	"四川"	"--"	"白"	"花叶"	"--"	"稍辣"	"8-次年1"	"SI JI LUO BU"	"重庆市农科所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"绿"	"--"	"--"	"晚"	"耐热耐寒"	"--"	"四季萝卜"	"--"	"长圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"少"	"半直立"	"--"	"--"	"450"	"--"	"艮硬"	"四川万源县"	"--"	"--"	"--"	"Ⅱ1A1101"	"V01A1144"	"Cruciferae(十字花科)"	"熟食"	"1500"	"绿"	"--"	"--"	"120"
"207"	"抗病毒病弱"	"A1-066"	"--"	"四川"	"--"	"深红"	"花叶"	"--"	"稍辣"	"8-11"	"WU LUO BU"	"重庆市农科所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"红"	"--"	"--"	"早"	"中"	"--"	"乌萝卜"	"--"	"长圆锥"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"少"	"半直立"	"--"	"--"	"220"	"--"	"艮硬"	"四川秀山县"	"--"	"--"	"--"	"Ⅱ1A0301"	"V01A1154"	"Cruciferae(十字花科)"	"熟食腌制"	"1500"	"深红"	"--"	"红"	"94"
"208"	"抗病毒病中"	"A1-166"	"--"	"四川"	"--"	"白"	"板叶"	"--"	"甜"	"8-次年1"	"GAN SHUI LUO BU"	"重庆市农科所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"晚"	"--"	"--"	"赶水萝卜"	"--"	"扁圆"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"--"	"半直立"	"--"	"--"	"2500"	"--"	"松脆"	"四川重庆市"	"--"	"--"	"--"	"Ⅱ1A0075"	"V01A1168"	"Cruciferae(十字花科)"	"熟食"	"3750"	"白"	"--"	"白"	"135"
"209"	"抗病毒病强"	"A1-168"	"--"	"四川"	"--"	"白"	"花叶"	"--"	"甜"	"8-11"	"JIU GUAN LUO BU"	"重庆市农科所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中晚"	"--"	"--"	"酒罐萝卜"	"--"	"扁圆"	"Raphanus sativus L.(萝卜)"	"--"	"强"	"--"	"直立"	"--"	"--"	"1000"	"--"	"松脆"	"四川重庆市"	"--"	"--"	"--"	"Ⅱ1A0077"	"V01A1169"	"Cruciferae(十字花科)"	"生熟食"	"2500"	"白"	"--"	"白"	"120"
"210"	"抗病毒病中"	"A1-177"	"--"	"四川"	"--"	"白"	"板叶"	"--"	"甜"	"7下-10上"	"TUAN LUO BU"	"重庆市农科所"	"--"	"--"	"Raphanus(萝卜属)"	"倒卵圆"	"--"	"--"	"--"	"白"	"--"	"--"	"早"	"中"	"--"	"团萝卜"	"--"	"圆球"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"多"	"直立"	"--"	"--"	"500"	"--"	"松脆"	"四川重庆市"	"--"	"--"	"--"	"Ⅱ1A1105"	"V01A1171"	"Cruciferae(十字花科)"	"生食"	"1000"	"白"	"--"	"白"	"80"
"211"	"抗病毒病弱"	"A1-083"	"--"	"四川"	"不易糠心"	"白"	"花叶"	"--"	"稍辣"	"8-12"	"YUAN BAI LUO BU"	"重庆市农科所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"晚"	"耐寒"	"--"	"圆白萝卜"	"--"	"扁圆"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"少"	"平展"	"--"	"--"	"1600"	"--"	"细嫩"	"四川阆中县"	"--"	"--"	"--"	"Ⅱ1A0414"	"V01A1177"	"Cruciferae(十字花科)"	"熟食"	"1500"	"白"	"--"	"白"	"118"
"212"	"抗病毒病"	"A1-086"	"--"	"四川"	"不易糠心"	"白"	"花叶"	"--"	"稍辣"	"8-11"	"DONG LUO BU"	"重庆市农科所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中"	"耐寒"	"--"	"冬萝卜"	"--"	"圆筒"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"中"	"半直立"	"--"	"--"	"500"	"--"	"细嫩"	"四川阆中县"	"--"	"--"	"--"	"Ⅱ1A0417"	"V01A1179"	"Cruciferae(十字花科)"	"熟食腌制"	"1800"	"绿"	"--"	"白"	"100"
"213"	"抗病毒病中"	"A1-031"	"--"	"四川"	"易糠心"	"白"	"花叶"	"--"	"甜"	"8-11"	"SHA GUO DI CHANG BAI LUO BU"	"重庆市农科所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"中"	"强"	"--"	"沙锅底长白萝卜"	"--"	"长圆锥"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"中"	"平展"	"--"	"--"	"450"	"--"	"艮硬"	"四川泸州市"	"--"	"--"	"--"	"Ⅱ1A1110"	"V01A1184"	"Cruciferae(十字花科)"	"熟食"	"1500"	"白"	"--"	"白"	"91"
"214"	"抗病毒病"	"A1-044"	"--"	"四川"	"--"	"白"	"板叶"	"--"	"甜"	"8-12"	"GONG XIAN LUO BU"	"重庆市农科所"	"--"	"--"	"Raphanus(萝卜属)"	"--"	"--"	"--"	"--"	"白"	"--"	"--"	"晚"	"中"	"--"	"珙县萝卜"	"--"	"短圆锥"	"Raphanus sativus L.(萝卜)"	"--"	"--"	"中"	"半直立"	"--"	"--"	"650"	"--"	"艮硬"	"四川珙县"	"--"	"--"	"--"	"Ⅱ1A1109"	"V01A1186"	"Cruciferae(十字花科)"	"熟食"	"1750"	"绿"	"--"	"白"	"118"
