"id"	"蛋氨酸"	"科名"	"孢囊等级3"	"品种名称"	"病毒指数"	"脐色"	"锈病等级"	"熟期抗旱性"	"苗期抗冷"	"油酸"	"生育月份"	"产地来源"	"类型"	"硬脂酸"	"生育日数"	"胰酶抑制剂"	"译名"	"孢囊等级1"	"省"	"亚油酸"	"东经"	"百粒重"	"软脂酸"	"统一编号"	"平均孢囊5"	"学名"	"粒形"	"孢囊等级5"	"胱氨酸"	"平均孢囊1"	"孢囊等级2"	"花色"	"粗脂肪"	"锈病抗病性"	"粗蛋白"	"结荚习性"	"北纬"	"芽期抗旱性"	"平均孢囊3"	"库编号"	"生长习性"	"保存单位"	"孢囊指数3"	"区"	"锈病反应型"	"芽期抗冷"	"叶形"	"粒色"	"备注"	"孢囊等级4"	"苗期抗盐性"	"子叶色"	"病毒等级"	"样品类型"	"属名"	"茸毛色"	"高程"	"平均孢囊4"	"株高"	"芽期抗盐性"	"平均孢囊2"	"亚麻酸"
"1"	"--"	"Leguminosae(豆科)"	"--"	"中黄601"	"--"	"黑"	"--"	"--"	"--"	"--"	"6/中-10/中"	"中国农业科学院作物科学研究所有性杂交育成"	"夏"	"--"	"110"	"--"	"Zhong Huang 601"	"--"	"--"	"--"	"--"	"15.4"	"--"	"ZDD25362"	"--"	"Glycine max L. Merrill(大豆)"	"扁圆"	"--"	"--"	"--"	"--"	"白"	"18.2"	"--"	"44.0"	"无"	"--"	"--"	"--"	"--"	"直立"	"中国农业科学院作物科学研究所"	"--"	"--"	"--"	"--"	"卵圆"	"黄"	"--"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"62.5"	"--"	"--"	"--"
"2"	"--"	"Leguminosae(豆科)"	"--"	"ZP661-pst1"	"--"	"黑"	"--"	"--"	"--"	"--"	"6/中-10/中"	"中国农科院作科所诱变育成"	"夏"	"--"	"130"	"--"	"ZP661-pst1"	"--"	"--"	"--"	"--"	"20.0"	"--"	"ZDD25365"	"--"	"Glycine max L. Merrill(大豆)"	"扁圆"	"--"	"--"	"--"	"--"	"白"	"19.4"	"--"	"43.0"	"无"	"--"	"--"	"--"	"--"	"直立"	"中国农科院作科所（179）"	"--"	"--"	"--"	"--"	"卵圆"	"黄"	"中国农科院作科所诱变育成"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"45.0"	"--"	"--"	"--"
"3"	"--"	"Leguminosae(豆科)"	"--"	"ZP611-it1"	"--"	"淡褐"	"--"	"--"	"--"	"--"	"6/上-10/中"	"中国农科院作科所诱变育种"	"夏"	"--"	"120"	"--"	"ZP611-it1"	"--"	"--"	"--"	"--"	"16.2"	"--"	"ZDD25366"	"--"	"Glycine max L. Merrill(大豆)"	"扁"	"--"	"--"	"--"	"--"	"白"	"19.1"	"--"	"42.2"	"亚"	"--"	"--"	"--"	"--"	"直立"	"中国农科院作科所（180）"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"中国农科院作科所诱变育种"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"70.2"	"--"	"--"	"--"
"4"	"--"	"Leguminosae(豆科)"	"--"	"Clark-L1"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-9/下"	"美国"	"春"	"--"	"141"	"--"	"克拉克(L1)"	"--"	"国外"	"--"	"--"	"17.1"	"--"	"WDD00001"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"20.6"	"--"	"39.8"	"无"	"--"	"--"	"--"	"I2A05099"	"直立"	"中国农科院品资所(001)"	"--"	"--"	"--"	"--"	"长卵"	"黄"	"--"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"143.0"	"--"	"--"	"--"
"5"	"--"	"Leguminosae(豆科)"	"--"	"L70-4170"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-9/下"	"美国"	"春"	"--"	"141"	"--"	"--"	"--"	"国外"	"--"	"--"	"16.2"	"--"	"WDD00002"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"21.7"	"--"	"38.6"	"无"	"--"	"--"	"--"	"I2A05100"	"直立"	"中国农科院品资所(002)"	"--"	"--"	"--"	"--"	"卵圆"	"黄"	"基因型 Rpm"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"150.0"	"--"	"--"	"--"
"6"	"--"	"Leguminosae(豆科)"	"--"	"L61-4222"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-9/下"	"美国"	"春"	"--"	"141"	"--"	"--"	"--"	"国外"	"--"	"--"	"16.5"	"--"	"WDD00003"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"21.7"	"--"	"38.5"	"无"	"--"	"--"	"--"	"I2A05101"	"直立"	"中国农科院品资所(003)"	"--"	"--"	"--"	"--"	"卵圆"	"黄"	"基因型 Rps1"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"140.0"	"--"	"--"	"--"
"7"	"--"	"Leguminosae(豆科)"	"--"	"L66-180"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-9/下"	"美国"	"春"	"--"	"141"	"--"	"--"	"--"	"国外"	"--"	"--"	"15.8"	"--"	"WDD00004"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"21.6"	"--"	"38.5"	"无"	"--"	"--"	"--"	"I2A05102"	"直立"	"中国农科院品资所(004)"	"--"	"--"	"--"	"--"	"卵圆"	"黄"	"基因型 Rps1"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"144.0"	"--"	"--"	"--"
"8"	"--"	"Leguminosae(豆科)"	"--"	"L61-4180"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-9/下"	"美国"	"春"	"--"	"141"	"--"	"--"	"--"	"国外"	"--"	"--"	"15.4"	"--"	"WDD00005"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"21.7"	"--"	"39.0"	"无"	"--"	"--"	"--"	"I2A05103"	"直立"	"中国农科院品资所(005)"	"--"	"--"	"--"	"--"	"卵圆"	"黄"	"基因型 rxp"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"128.0"	"--"	"--"	"--"
"9"	"--"	"Leguminosae(豆科)"	"--"	"L61-5448"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-9/下"	"美国"	"春"	"--"	"141"	"--"	"--"	"--"	"国外"	"--"	"--"	"15.8"	"--"	"WDD00006"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"21.5"	"--"	"38.5"	"无"	"--"	"--"	"--"	"I2A05104"	"直立"	"中国农科院品资所(006)"	"--"	"--"	"--"	"--"	"卵圆"	"黄"	"基因型 Rps1rxp"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"132.0"	"--"	"--"	"--"
"10"	"--"	"Leguminosae(豆科)"	"--"	"L60-246(Clark63)"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-9/下"	"美国"	"春"	"--"	"142"	"--"	"克拉克63"	"--"	"国外"	"--"	"--"	"15.5"	"--"	"WDD00007"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"21.6"	"--"	"37.4"	"无"	"--"	"--"	"--"	"I2A05105"	"直立"	"中国农科院品资所(007)"	"--"	"--"	"--"	"--"	"卵圆"	"黄"	"基因型 Rps rxp"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"133.0"	"--"	"--"	"--"
"11"	"--"	"Leguminosae(豆科)"	"--"	"L65-1255"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-9/下"	"美国"	"春"	"--"	"142"	"--"	"--"	"--"	"国外"	"--"	"--"	"17.8"	"--"	"WDD00008"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"21.1"	"--"	"39.3"	"无"	"--"	"--"	"--"	"I2A05106"	"直立"	"中国农科院品资所(008)"	"--"	"--"	"--"	"--"	"卵圆"	"黄"	"基因型 fe"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"125.0"	"--"	"--"	"--"
"12"	"--"	"Leguminosae(豆科)"	"--"	"L63-1677"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-9/下"	"美国"	"春"	"--"	"142"	"--"	"--"	"--"	"国外"	"--"	"--"	"16.2"	"--"	"WDD00009"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"20.5"	"--"	"40.6"	"无"	"--"	"--"	"--"	"I2A05107"	"直立"	"中国农科院品资所(009)"	"--"	"--"	"--"	"--"	"卵圆"	"黄"	"基因型 Np"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"150.0"	"--"	"--"	"--"
"13"	"--"	"Leguminosae(豆科)"	"--"	"L64-2709"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-9/下"	"美国"	"春"	"--"	"142"	"--"	"--"	"--"	"国外"	"--"	"--"	"15.9"	"--"	"WDD00010"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"21.0"	"--"	"39.0"	"无"	"--"	"--"	"--"	"I2A05108"	"直立"	"中国农科院品资所(010)"	"--"	"--"	"--"	"--"	"卵圆"	"黄"	"基因型蠳p"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"125.0"	"--"	"--"	"--"
"14"	"--"	"Leguminosae(豆科)"	"--"	"L63-1889"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-9/下"	"美国"	"春"	"--"	"145"	"--"	"--"	"--"	"国外"	"--"	"--"	"16.3"	"--"	"WDD00011"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"21.7"	"--"	"37.3"	"无"	"--"	"--"	"--"	"I2A05109"	"直立"	"中国农科院品资所(011)"	"--"	"--"	"--"	"--"	"长卵"	"黄"	"基因型 rj1"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"148.0"	"--"	"--"	"--"
"15"	"--"	"Leguminosae(豆科)"	"--"	"L73-1054"	"--"	"褐"	"--"	"--"	"--"	"--"	"5/上-9/下"	"美国"	"春"	"--"	"142"	"--"	"--"	"--"	"国外"	"--"	"--"	"15.5"	"--"	"WDD00012"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"21.9"	"--"	"37.1"	"无"	"--"	"--"	"--"	"I2A05110"	"直立"	"中国农科院品资所(012)"	"--"	"--"	"--"	"--"	"卵圆"	"黄"	"基因型 rj1r"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"141.0"	"--"	"--"	"--"
"16"	"--"	"Leguminosae(豆科)"	"--"	"L63-3297"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-9/下"	"美国"	"春"	"--"	"142"	"--"	"--"	"--"	"国外"	"--"	"--"	"16.3"	"--"	"WDD00013"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"20.6"	"--"	"39.8"	"有"	"--"	"--"	"--"	"I2A09266"	"直立"	"中国农科院品资所(013)"	"--"	"--"	"--"	"--"	"卵圆"	"黄"	"基因型 dt1"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"35.0"	"--"	"--"	"--"
"17"	"--"	"Leguminosae(豆科)"	"--"	"L63-3016"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-9/中"	"美国"	"春"	"--"	"137"	"--"	"--"	"--"	"国外"	"--"	"--"	"20.0"	"--"	"WDD00014"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"20.1"	"--"	"41.0"	"有"	"--"	"--"	"--"	"I2A09267"	"直立"	"中国农科院品资所(015)"	"--"	"--"	"--"	"--"	"卵圆"	"黄"	"基因型 dt1"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"30.0"	"--"	"--"	"--"
"18"	"--"	"Leguminosae(豆科)"	"--"	"L62-1251"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-9/中"	"美国"	"春"	"--"	"135"	"--"	"--"	"--"	"国外"	"--"	"--"	"16.7"	"--"	"WDD00015"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"20.8"	"--"	"39.1"	"亚"	"--"	"--"	"--"	"I2A05111"	"直立"	"中国农科院品资所(016)"	"--"	"--"	"--"	"--"	"卵圆"	"黄"	"基因型 Dt2"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"65.0"	"--"	"--"	"--"
"19"	"--"	"Leguminosae(豆科)"	"--"	"L73-811"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-9/中"	"美国"	"春"	"--"	"137"	"--"	"--"	"--"	"国外"	"--"	"--"	"14.7"	"--"	"WDD00016"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"20.7"	"--"	"38.0"	"亚"	"--"	"--"	"--"	"I2A05112"	"直立"	"中国农科院品资所(017)"	"--"	"--"	"--"	"--"	"卵圆"	"黄"	"基因型 Dt2"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"75.0"	"--"	"--"	"--"
"20"	"--"	"Leguminosae(豆科)"	"--"	"L65-763"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-9/下"	"美国"	"春"	"--"	"143"	"--"	"--"	"--"	"国外"	"--"	"--"	"19.8"	"--"	"WDD00017"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"18.9"	"--"	"40.2"	"无"	"--"	"--"	"--"	"I2A05113"	"直立"	"中国农科院品资所(018)"	"--"	"--"	"--"	"--"	"卵圆"	"黄"	"基因型 f"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"75.0"	"--"	"--"	"--"
"21"	"--"	"Leguminosae(豆科)"	"--"	"L67-592"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-9/下"	"美国"	"春"	"--"	"142"	"--"	"--"	"--"	"国外"	"--"	"--"	"16.4"	"--"	"WDD00018"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"20.2"	"--"	"40.0"	"无"	"--"	"--"	"--"	"I2A05114"	"直立"	"中国农科院品资所(019)"	"--"	"--"	"--"	"--"	"卵圆"	"黄"	"基因型 S"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"126.0"	"--"	"--"	"--"
"22"	"--"	"Leguminosae(豆科)"	"--"	"L72-1663"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-9/下"	"美国"	"春"	"--"	"142"	"--"	"--"	"--"	"国外"	"--"	"--"	"16.0"	"--"	"WDD00019"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"21.2"	"--"	"38.3"	"无"	"--"	"--"	"--"	"I2A05115"	"直立"	"中国农科院品资所(020)"	"--"	"--"	"--"	"--"	"卵圆"	"黄"	"基因型 S"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"137.0"	"--"	"--"	"--"
"23"	"--"	"Leguminosae(豆科)"	"--"	"L64-1731"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-9/下"	"美国"	"春"	"--"	"142"	"--"	"--"	"--"	"国外"	"--"	"--"	"17.1"	"--"	"WDD00020"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"20.7"	"--"	"39.8"	"无"	"--"	"--"	"--"	"I2A05116"	"直立"	"中国农科院品资所(021)"	"--"	"--"	"--"	"--"	"卵圆"	"黄"	"基因型 stNp"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"159.0"	"--"	"--"	"--"
"24"	"--"	"Leguminosae(豆科)"	"--"	"L73-879"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-9/中"	"美国"	"春"	"--"	"133"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"--"	"WDD00021"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"19.5"	"--"	"42.0"	"有"	"--"	"--"	"--"	"--"	"直立"	"中国农科院品资所(022)"	"--"	"--"	"--"	"--"	"卵圆"	"黄"	"基因型 dt1.Dt"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"25.0"	"--"	"--"	"--"
"25"	"--"	"Leguminosae(豆科)"	"--"	"L72-1745"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-9/中"	"美国"	"春"	"--"	"126"	"--"	"--"	"--"	"国外"	"--"	"--"	"17.4"	"--"	"WDD00022"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"20.6"	"--"	"38.7"	"有"	"--"	"--"	"--"	"I2A09268"	"直立"	"中国农科院品资所(023)"	"--"	"--"	"--"	"--"	"卵圆"	"黄"	"基因型 dt1s"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"17.0"	"--"	"--"	"--"
"26"	"--"	"Leguminosae(豆科)"	"--"	"L67-3207"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-9/中"	"美国"	"春"	"--"	"127"	"--"	"--"	"--"	"国外"	"--"	"--"	"12.3"	"--"	"WDD00023"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"20.4"	"--"	"39.4"	"有"	"--"	"--"	"--"	"I2A09269"	"直立"	"中国农科院品资所(024)"	"--"	"--"	"--"	"--"	"卵圆"	"黄"	"基因型 dt1st"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"25.0"	"--"	"--"	"--"
"27"	"--"	"Leguminosae(豆科)"	"--"	"L71-1284"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-9/下"	"美国"	"春"	"--"	"141"	"--"	"--"	"--"	"国外"	"--"	"--"	"17.0"	"--"	"WDD00024"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"20.1"	"--"	"40.0"	"有"	"--"	"--"	"--"	"I2A05117"	"直立"	"中国农科院品资所(025)"	"--"	"--"	"--"	"--"	"卵圆"	"黄"	"基因型 Dt2s"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"53.0"	"--"	"--"	"--"
"28"	"--"	"Leguminosae(豆科)"	"--"	"L74-387"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-9/下"	"美国"	"春"	"--"	"141"	"--"	"--"	"--"	"国外"	"--"	"--"	"16.5"	"--"	"WDD00025"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"20.1"	"--"	"39.9"	"有"	"--"	"--"	"--"	"I2A05118"	"直立"	"中国农科院品资所(026)"	"--"	"--"	"--"	"--"	"卵圆"	"黄"	"基因型 Dt2s"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"67.0"	"--"	"--"	"--"
"29"	"--"	"Leguminosae(豆科)"	"--"	"L67-3224"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-9/下"	"美国"	"春"	"--"	"141"	"--"	"--"	"--"	"国外"	"--"	"--"	"15.8"	"--"	"WDD00026"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"19.8"	"--"	"40.4"	"有"	"--"	"--"	"--"	"I2A05119"	"直立"	"中国农科院品资所(027)"	"--"	"--"	"--"	"--"	"卵圆"	"黄"	"基因型 Dt2st"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"80.0"	"--"	"--"	"--"
"30"	"--"	"Leguminosae(豆科)"	"--"	"L67-1474"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-10/中"	"美国"	"春"	"--"	"162"	"--"	"--"	"--"	"国外"	"--"	"--"	"12.3"	"--"	"WDD00027"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"19.7"	"--"	"39.9"	"无"	"--"	"--"	"--"	"I2A09270"	"半直"	"中国农科院品资所(028)"	"--"	"--"	"--"	"--"	"卵圆"	"黄"	"基因型 E1"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"218.0"	"--"	"--"	"--"
"31"	"--"	"Leguminosae(豆科)"	"--"	"L65-3366"	"--"	"深褐"	"--"	"--"	"--"	"--"	"5/上-10/中"	"美国"	"春"	"--"	"159"	"--"	"--"	"--"	"国外"	"--"	"--"	"13.1"	"--"	"WDD00028"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"20.4"	"--"	"38.0"	"无"	"--"	"--"	"--"	"I2A05121"	"直立"	"中国农科院品资所(029)"	"--"	"--"	"--"	"--"	"卵圆"	"黄"	"基因型 E1t"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"灰"	"--"	"--"	"141.0"	"--"	"--"	"--"
"32"	"--"	"Leguminosae(豆科)"	"--"	"L72-1630"	"--"	"深褐"	"--"	"--"	"--"	"--"	"5/上-10/中"	"美国"	"春"	"--"	"161"	"--"	"--"	"--"	"国外"	"--"	"--"	"12.9"	"--"	"WDD00029"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"20.9"	"--"	"36.5"	"无"	"--"	"--"	"--"	"I2A05122"	"直立"	"中国农科院品资所(030)"	"--"	"--"	"--"	"--"	"卵圆"	"黄"	"基因型 E1t"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"灰"	"--"	"--"	"148.0"	"--"	"--"	"--"
"33"	"--"	"Leguminosae(豆科)"	"--"	"L62-1932"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-9/上"	"美国"	"春"	"--"	"122"	"--"	"--"	"--"	"国外"	"--"	"--"	"16.7"	"--"	"WDD00030"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"21.4"	"--"	"35.9"	"有"	"--"	"--"	"--"	"I2A05123"	"直立"	"中国农科院品资所(031)"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"基因型 e2"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"81.0"	"--"	"--"	"--"
"34"	"--"	"Leguminosae(豆科)"	"--"	"L63-3117"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-9/上"	"美国"	"春"	"--"	"121"	"--"	"--"	"--"	"国外"	"--"	"--"	"17.1"	"--"	"WDD00031"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"21.8"	"--"	"38.8"	"有"	"--"	"--"	"--"	"I2A05124"	"直立"	"中国农科院品资所(032)"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"基因型 e2"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"98.0"	"--"	"--"	"--"
"35"	"--"	"Leguminosae(豆科)"	"--"	"L72-1495"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-9/上"	"美国"	"春"	"--"	"122"	"--"	"--"	"--"	"国外"	"--"	"--"	"15.7"	"--"	"WDD00032"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"21.2"	"--"	"39.5"	"有"	"--"	"--"	"--"	"I2A05125"	"直立"	"中国农科院品资所(033)"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"基因型 e2"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"97.0"	"--"	"--"	"--"
"36"	"--"	"Leguminosae(豆科)"	"--"	"L63-2404"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-9/中"	"美国"	"春"	"--"	"129"	"--"	"--"	"--"	"国外"	"--"	"--"	"15.5"	"--"	"WDD00033"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"21.7"	"--"	"38.5"	"亚"	"--"	"--"	"--"	"I2A05126"	"直立"	"中国农科院品资所(034)"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"基因型 e3"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"101.0"	"--"	"--"	"--"
"37"	"--"	"Leguminosae(豆科)"	"--"	"L66-432"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-9/下"	"美国"	"春"	"--"	"141"	"--"	"--"	"--"	"国外"	"--"	"--"	"18.5"	"--"	"WDD00034"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"20.9"	"--"	"39.7"	"无"	"--"	"--"	"--"	"I2A05127"	"直立"	"中国农科院品资所(035)"	"--"	"--"	"--"	"--"	"长椭"	"黄"	"基因型 E1te2"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"灰"	"--"	"--"	"140.0"	"--"	"--"	"--"
"38"	"--"	"Leguminosae(豆科)"	"--"	"L71-920"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-8/下"	"美国"	"春"	"--"	"112"	"--"	"--"	"--"	"国外"	"--"	"--"	"18.6"	"--"	"WDD00035"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"20.8"	"--"	"40.2"	"亚"	"--"	"--"	"--"	"I2A09271"	"直立"	"中国农科院品资所(036)"	"--"	"--"	"--"	"--"	"卵圆"	"黄"	"基因型 e2e3"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"75.0"	"--"	"--"	"--"
"39"	"--"	"Leguminosae(豆科)"	"--"	"L66-546"	"--"	"黑"	"--"	"--"	"--"	"--"	"5/上-10/上"	"美国"	"春"	"--"	"151"	"--"	"--"	"--"	"国外"	"--"	"--"	"15.4"	"--"	"WDD00036"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"20.6"	"--"	"37.6"	"有"	"--"	"--"	"--"	"I2A05128"	"直立"	"中国农科院品资所(038)"	"--"	"--"	"--"	"--"	"卵圆"	"黄"	"基因型 dt1E1t"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"灰"	"--"	"--"	"83.0"	"--"	"--"	"--"
