"id"	"蛋氨酸"	"科名"	"孢囊等级3"	"品种名称"	"病毒指数"	"脐色"	"锈病等级"	"熟期抗旱性"	"苗期抗冷"	"油酸"	"生育月份"	"产地来源"	"类型"	"硬脂酸"	"生育日数"	"胰酶抑制剂"	"译名"	"孢囊等级1"	"省"	"亚油酸"	"东经"	"百粒重"	"软脂酸"	"统一编号"	"平均孢囊5"	"学名"	"粒形"	"孢囊等级5"	"胱氨酸"	"平均孢囊1"	"孢囊等级2"	"花色"	"粗脂肪"	"锈病抗病性"	"粗蛋白"	"结荚习性"	"北纬"	"芽期抗旱性"	"平均孢囊3"	"库编号"	"生长习性"	"保存单位"	"孢囊指数3"	"区"	"锈病反应型"	"芽期抗冷"	"叶形"	"粒色"	"备注"	"孢囊等级4"	"苗期抗盐性"	"子叶色"	"病毒等级"	"样品类型"	"属名"	"茸毛色"	"高程"	"平均孢囊4"	"株高"	"芽期抗盐性"	"平均孢囊2"	"亚麻酸"
"919"	"--"	"Leguminosae(豆科)"	"--"	"SRE-D-14A"	"46.77"	"浅褐"	"--"	"--"	"--"	"--"	"6/下-11/中"	"--"	"秋"	"--"	"140"	"--"	"--"	"--"	"国外"	"--"	"--"	"30.2"	"--"	"WDD00916"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"20.0"	"--"	"43.8"	"亚"	"--"	"--"	"--"	"I2A16901"	"半直"	"广东农科院奥612"	"--"	"--"	"--"	"--"	"--"	"黄"	"--"	"--"	"--"	"黄"	"9"	"--"	"Glycine(大豆属)"	"灰"	"--"	"--"	"133.9"	"--"	"--"	"--"
"920"	"--"	"Leguminosae(豆科)"	"--"	"SS 79168-79-9"	"--"	"褐"	"--"	"--"	"--"	"--"	"7/下-11/中"	"--"	"秋"	"--"	"114"	"--"	"--"	"--"	"国外"	"--"	"--"	"11.8"	"--"	"WDD00917"	"--"	"Glycine max L. Merrill(大豆)"	"扁椭"	"--"	"--"	"--"	"--"	"紫"	"--"	"--"	"--"	"有"	"--"	"--"	"--"	"--"	"直立"	"广东农科院奥613"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"烂荚严重,种子量不够,脐色分离"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"16.7"	"--"	"--"	"--"
"921"	"--"	"Leguminosae(豆科)"	"--"	"TGX297-10F"	"--"	"黑"	"--"	"--"	"--"	"--"	"7/下-11/上"	"--"	"秋"	"--"	"108"	"--"	"--"	"--"	"国外"	"--"	"--"	"8.0"	"--"	"WDD00918"	"--"	"Glycine max L. Merrill(大豆)"	"扁椭"	"--"	"--"	"--"	"--"	"紫"	"--"	"--"	"--"	"亚"	"--"	"--"	"--"	"--"	"直立"	"广东农科院奥614"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"种皮分离"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"59.9"	"--"	"--"	"--"
"922"	"--"	"Leguminosae(豆科)"	"--"	"TGX302A-37"	"61.96"	"褐"	"--"	"--"	"--"	"--"	"7/下-11/中"	"--"	"秋"	"--"	"111"	"--"	"--"	"--"	"国外"	"--"	"--"	"8.3"	"--"	"WDD00919"	"--"	"Glycine max L. Merrill(大豆)"	"扁椭"	"--"	"--"	"--"	"--"	"紫"	"18.0"	"--"	"44.5"	"亚"	"--"	"--"	"--"	"I2A16902"	"直立"	"广东农科院奥615"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"脐色外溢"	"--"	"--"	"黄"	"9"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"80.0"	"--"	"--"	"--"
"923"	"--"	"Leguminosae(豆科)"	"--"	"TGX536-02D"	"64.17"	"褐"	"--"	"--"	"--"	"--"	"7/下-11/上"	"--"	"秋"	"--"	"110"	"--"	"--"	"--"	"国外"	"--"	"--"	"8.5"	"--"	"WDD00920"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"19.9"	"--"	"41.2"	"有"	"--"	"--"	"--"	"I2A16903"	"直立"	"广东农科院奥616"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"种皮分离"	"--"	"--"	"黄"	"9"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"51.3"	"--"	"--"	"--"
"924"	"--"	"Leguminosae(豆科)"	"--"	"TGX539-5E"	"58.09"	"黑"	"--"	"--"	"--"	"--"	"7/下-11/中"	"--"	"秋"	"--"	"115"	"--"	"--"	"--"	"国外"	"--"	"--"	"7.9"	"--"	"WDD00921"	"--"	"Glycine max L. Merrill(大豆)"	"扁椭"	"--"	"--"	"--"	"--"	"紫"	"17.6"	"--"	"44.9"	"亚"	"--"	"--"	"--"	"I2A16904"	"直立"	"广东农科院奥617"	"--"	"--"	"--"	"--"	"椭圆"	"黑"	"--"	"--"	"--"	"黄"	"9"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"69.4"	"--"	"--"	"--"
"925"	"--"	"Leguminosae(豆科)"	"--"	"TGX560-3D"	"63.39"	"黑"	"--"	"--"	"--"	"--"	"7/下-11/中"	"--"	"秋"	"--"	"119"	"--"	"--"	"--"	"国外"	"--"	"--"	"7.8"	"--"	"WDD00922"	"--"	"Glycine max L. Merrill(大豆)"	"扁椭"	"--"	"--"	"--"	"--"	"紫"	"17.1"	"--"	"46.1"	"亚"	"--"	"--"	"--"	"I2A16905"	"直立"	"广东农科院奥618"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"种皮分离"	"--"	"--"	"黄"	"9"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"87.4"	"--"	"--"	"--"
"926"	"--"	"Leguminosae(豆科)"	"--"	"TGX573-209D"	"55.77"	"黑"	"--"	"--"	"--"	"--"	"7/下-11/上"	"--"	"秋"	"--"	"107"	"--"	"--"	"--"	"国外"	"--"	"--"	"11.1"	"--"	"WDD00923"	"--"	"Glycine max L. Merrill(大豆)"	"扁椭"	"--"	"--"	"--"	"--"	"紫"	"19.0"	"--"	"46.1"	"亚"	"--"	"--"	"--"	"I2A16906"	"半直"	"广东农科院奥619"	"--"	"--"	"--"	"--"	"椭圆"	"黑"	"--"	"--"	"--"	"黄"	"9"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"67.7"	"--"	"--"	"--"
"927"	"--"	"Leguminosae(豆科)"	"--"	"TGX716-01E"	"31.45"	"褐"	"--"	"--"	"--"	"--"	"7/下-11/中"	"--"	"秋"	"--"	"112"	"--"	"--"	"--"	"国外"	"--"	"--"	"9.6"	"--"	"WDD00924"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"17.9"	"--"	"46.2"	"亚"	"--"	"--"	"--"	"I2A16907"	"直立"	"广东农科院奥620"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"--"	"--"	"--"	"黄"	"7"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"54.0"	"--"	"--"	"--"
"928"	"--"	"Leguminosae(豆科)"	"--"	"TGX811-100"	"66.13"	"褐"	"--"	"--"	"--"	"--"	"7/下-11/中"	"--"	"秋"	"--"	"112"	"--"	"--"	"--"	"国外"	"--"	"--"	"8.5"	"--"	"WDD00925"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"16.3"	"--"	"48.2"	"亚"	"--"	"--"	"--"	"I2A16908"	"直立"	"广东农科院奥621"	"--"	"--"	"--"	"--"	"椭圆"	"褐"	"--"	"--"	"--"	"黄"	"9"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"87.3"	"--"	"--"	"--"
"929"	"--"	"Leguminosae(豆科)"	"--"	"TGX814-26D"	"12.88"	"浅褐"	"--"	"--"	"--"	"--"	"7/下-11/上"	"--"	"秋"	"--"	"109"	"--"	"--"	"--"	"国外"	"--"	"--"	"12.6"	"--"	"WDD00926"	"--"	"Glycine max L. Merrill(大豆)"	"圆"	"--"	"--"	"--"	"--"	"紫"	"19.2"	"--"	"44.8"	"有"	"--"	"--"	"--"	"I2A16909"	"直立"	"广东农科院奥622"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"--"	"--"	"--"	"黄"	"5"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"53.9"	"--"	"--"	"--"
"930"	"--"	"Leguminosae(豆科)"	"--"	"TGX824-4E"	"--"	"黑"	"--"	"--"	"--"	"--"	"7/下-11/上"	"--"	"秋"	"--"	"107"	"--"	"--"	"--"	"国外"	"--"	"--"	"7.5"	"--"	"WDD00927"	"--"	"Glycine max L. Merrill(大豆)"	"扁椭"	"--"	"--"	"--"	"--"	"紫"	"18.7"	"--"	"45.1"	"有"	"--"	"--"	"--"	"--"	"直立"	"广东农科院奥623"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"种子量不够,今秋,繁后再寄"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"灰"	"--"	"--"	"54.7"	"--"	"--"	"--"
"931"	"--"	"Leguminosae(豆科)"	"--"	"TGX849-285D"	"70.31"	"褐"	"--"	"--"	"--"	"--"	"7/下-11/上"	"--"	"秋"	"--"	"105"	"--"	"--"	"--"	"国外"	"--"	"--"	"10.8"	"--"	"WDD00928"	"--"	"Glycine max L. Merrill(大豆)"	"扁椭"	"--"	"--"	"--"	"--"	"紫"	"16.7"	"--"	"47.0"	"有"	"--"	"--"	"--"	"I2A16910"	"直立"	"广东农科院奥624"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"脐色外溢"	"--"	"--"	"黄"	"9"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"50.8"	"--"	"--"	"--"
"932"	"--"	"Leguminosae(豆科)"	"--"	"TGX855-68D"	"65.63"	"褐"	"--"	"--"	"--"	"--"	"7/下-11/中"	"--"	"秋"	"--"	"118"	"--"	"--"	"--"	"国外"	"--"	"--"	"10.1"	"--"	"WDD00929"	"--"	"Glycine max L. Merrill(大豆)"	"扁椭"	"--"	"--"	"--"	"--"	"紫"	"20.5"	"--"	"41.8"	"亚"	"--"	"--"	"--"	"I2A16911"	"半直"	"广东农科院奥625"	"--"	"--"	"--"	"--"	"卵圆"	"黄"	"脐色外溢"	"--"	"--"	"黄"	"9"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"88.5"	"--"	"--"	"--"
"933"	"--"	"Leguminosae(豆科)"	"--"	"TN77-111"	"65.15"	"黑"	"--"	"--"	"--"	"--"	"7/下-10/下"	"--"	"秋"	"--"	"97"	"--"	"--"	"--"	"国外"	"--"	"--"	"14.5"	"--"	"WDD00930"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"20.0"	"--"	"44.4"	"有"	"--"	"--"	"--"	"I2A16912"	"直立"	"广东农科院奥626"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"种皮色分离"	"--"	"--"	"黄"	"9"	"--"	"Glycine(大豆属)"	"灰"	"--"	"--"	"29.1"	"--"	"--"	"--"
"934"	"--"	"Leguminosae(豆科)"	"--"	"TN81-2"	"55.47"	"褐"	"--"	"--"	"--"	"--"	"7/下-10/下"	"--"	"秋"	"--"	"94"	"--"	"--"	"--"	"国外"	"--"	"--"	"12.8"	"--"	"WDD00931"	"--"	"Glycine max L. Merrill(大豆)"	"扁圆"	"--"	"--"	"--"	"--"	"紫"	"--"	"--"	"--"	"有"	"--"	"--"	"--"	"I2A16913"	"直立"	"广东农科院奥627"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"脐色分离,紫斑重"	"--"	"--"	"黄"	"9"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"40.1"	"--"	"--"	"--"
"935"	"--"	"Leguminosae(豆科)"	"--"	"Tracy M"	"35.71"	"黑"	"--"	"--"	"--"	"--"	"6/下-9/中"	"--"	"秋"	"--"	"77"	"--"	"--"	"--"	"国外"	"--"	"--"	"18.3"	"--"	"WDD00932"	"--"	"Glycine max L. Merrill(大豆)"	"圆"	"--"	"--"	"--"	"--"	"白"	"19.1"	"--"	"45.3"	"有"	"--"	"--"	"--"	"I2A16914"	"直立"	"广东农科院奥628"	"--"	"--"	"--"	"--"	"--"	"黄"	"--"	"--"	"--"	"黄"	"7"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"56.1"	"--"	"--"	"--"
"936"	"--"	"Leguminosae(豆科)"	"--"	"UFV-1"	"31.48"	"浅褐"	"--"	"--"	"--"	"--"	"6/下-11/上"	"--"	"秋"	"--"	"136"	"--"	"--"	"--"	"国外"	"--"	"--"	"14.4"	"--"	"WDD00933"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"19.0"	"--"	"43.7"	"有"	"--"	"--"	"--"	"I2A16915"	"直立"	"广东农科院奥629"	"--"	"--"	"--"	"--"	"--"	"黄"	"--"	"--"	"--"	"黄"	"7"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"98.0"	"--"	"--"	"--"
"937"	"--"	"Leguminosae(豆科)"	"--"	"阿苏卡"	"25.00"	"褐"	"--"	"--"	"--"	"--"	"7/下-10/下"	"--"	"秋"	"--"	"91"	"--"	"--"	"--"	"国外"	"--"	"--"	"15.8"	"--"	"WDD00934"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"18.8"	"--"	"43.5"	"有"	"--"	"--"	"--"	"I2A16916"	"直立"	"广东农科院奥630"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"--"	"--"	"--"	"黄"	"5"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"54.1"	"--"	"--"	"--"
"938"	"--"	"Leguminosae(豆科)"	"--"	"高雄八号"	"52.50"	"浅褐"	"--"	"--"	"--"	"--"	"7/下-10/下"	"--"	"秋"	"--"	"98"	"--"	"--"	"--"	"国外"	"--"	"--"	"19.0"	"--"	"WDD00935"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"白"	"17.7"	"--"	"45.5"	"有"	"--"	"--"	"--"	"I2A16917"	"直立"	"广东农科院奥631"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"--"	"--"	"--"	"黄"	"9"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"32.1"	"--"	"--"	"--"
"939"	"--"	"Leguminosae(豆科)"	"--"	"台农15号"	"3.68"	"褐"	"--"	"--"	"--"	"--"	"7/下-10/中"	"--"	"秋"	"--"	"85"	"--"	"--"	"--"	"国外"	"--"	"--"	"13.7"	"--"	"WDD00936"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"17.2"	"--"	"46.1"	"有"	"--"	"--"	"--"	"I2A16918"	"直立"	"广东农科院奥632"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"--"	"--"	"--"	"黄"	"3"	"--"	"Glycine(大豆属)"	"灰"	"--"	"--"	"37.5"	"--"	"--"	"--"
"940"	"--"	"Leguminosae(豆科)"	"--"	"101 S 1346"	"--"	"浅褐"	"--"	"--"	"--"	"--"	"4/下-9/中"	"美国"	"春"	"--"	"117"	"--"	"--"	"--"	"国外"	"--"	"--"	"13.7"	"--"	"WDD00937"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"--"	"--"	"--"	"无"	"--"	"--"	"--"	"I2A17688"	"直立"	"吉林省农科院(公第30791)"	"--"	"--"	"--"	"--"	"椭圆"	"淡黄"	"--"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"灰"	"--"	"--"	"69.5"	"--"	"--"	"--"
"941"	"--"	"Leguminosae(豆科)"	"--"	"203 S 1492"	"--"	"褐"	"--"	"--"	"--"	"--"	"4/下-9/中"	"美国"	"春"	"--"	"127"	"--"	"--"	"--"	"国外"	"--"	"--"	"14.6"	"--"	"WDD00938"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"白"	"19.4"	"--"	"41.9"	"无"	"--"	"--"	"--"	"I2A17689"	"直立"	"吉林省农科院(公第30790)"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"--"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"灰"	"--"	"--"	"63.2"	"--"	"--"	"--"
"942"	"--"	"Leguminosae(豆科)"	"--"	"12003-2233B"	"--"	"黑"	"--"	"--"	"--"	"--"	"4/下-9/下"	"美国"	"春"	"--"	"137"	"--"	"--"	"--"	"国外"	"--"	"--"	"14.5"	"--"	"WDD00939"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"18.6"	"--"	"41.3"	"无"	"--"	"--"	"--"	"I2A17690"	"直立"	"吉林省农科院(公第30788)"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"--"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"灰"	"--"	"--"	"92.6"	"--"	"--"	"--"
"943"	"--"	"Leguminosae(豆科)"	"--"	"12155-2233B"	"--"	"浅褐"	"--"	"--"	"--"	"--"	"4/下-9/下"	"美国"	"春"	"--"	"134"	"--"	"--"	"--"	"国外"	"--"	"--"	"12.6"	"--"	"WDD00940"	"--"	"Glycine max L. Merrill(大豆)"	"圆"	"--"	"--"	"--"	"--"	"紫"	"18.0"	"--"	"43.2"	"无"	"--"	"--"	"--"	"I2A17691"	"直立"	"吉林省农科院(公第30789)"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"--"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"灰"	"--"	"--"	"74.0"	"--"	"--"	"--"
"944"	"--"	"Leguminosae(豆科)"	"--"	"A 66-1"	"--"	"褐"	"--"	"--"	"--"	"--"	"4/下-9/下"	"美国"	"春"	"--"	"129"	"--"	"--"	"--"	"国外"	"--"	"--"	"16.1"	"--"	"WDD00941"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"18.7"	"--"	"42.2"	"无"	"--"	"--"	"--"	"I2A17692"	"直立"	"吉林省农科院(公第30171)"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"--"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"灰"	"--"	"--"	"76.3"	"--"	"--"	"--"
"945"	"--"	"Leguminosae(豆科)"	"--"	"A 66-2"	"--"	"黑"	"--"	"--"	"--"	"--"	"4/下-9/中"	"美国"	"春"	"--"	"128"	"--"	"--"	"--"	"国外"	"--"	"--"	"17.2"	"--"	"WDD00942"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"19.2"	"--"	"43.5"	"无"	"--"	"--"	"--"	"I2A17693"	"直立"	"吉林省农科院(公第30174)"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"--"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"灰"	"--"	"--"	"82.3"	"--"	"--"	"--"
"946"	"--"	"Leguminosae(豆科)"	"--"	"Agripro"	"--"	"深褐"	"--"	"--"	"--"	"--"	"4/下-9/中"	"美国"	"春"	"--"	"126"	"--"	"--"	"--"	"国外"	"--"	"--"	"12.6"	"--"	"WDD00943"	"--"	"Glycine max L. Merrill(大豆)"	"圆"	"--"	"--"	"--"	"--"	"白"	"18.6"	"--"	"43.1"	"无"	"--"	"--"	"--"	"I2A17694"	"直立"	"吉林省农科院(公第30816)"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"--"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"灰"	"--"	"--"	"65.7"	"--"	"--"	"--"
"947"	"--"	"Leguminosae(豆科)"	"--"	"Asgrow A 1939"	"--"	"深褐"	"--"	"--"	"--"	"--"	"4/下-9/上"	"美国"	"春"	"--"	"117"	"--"	"--"	"--"	"国外"	"--"	"--"	"14.5"	"--"	"WDD00944"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"18.3"	"--"	"44.3"	"无"	"--"	"--"	"--"	"I2A19943"	"直立"	"吉林省农科院(公第30762)"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"--"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"82.0"	"--"	"--"	"--"
"948"	"--"	"Leguminosae(豆科)"	"--"	"B-186"	"--"	"深褐"	"--"	"--"	"--"	"--"	"4/下-9/上"	"美国"	"春"	"--"	"116"	"--"	"--"	"--"	"国外"	"--"	"--"	"14.5"	"--"	"WDD00945"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"18.4"	"--"	"44.8"	"无"	"--"	"--"	"--"	"I2A17695"	"直立"	"吉林省农科院(公第30725)"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"--"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"74.1"	"--"	"--"	"--"
"949"	"--"	"Leguminosae(豆科)"	"--"	"BSR 120"	"--"	"深褐"	"--"	"--"	"--"	"--"	"4/下-9/上"	"美国"	"春"	"--"	"115"	"--"	"--"	"--"	"国外"	"--"	"--"	"15.2"	"--"	"WDD00946"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"17.4"	"--"	"46.8"	"亚"	"--"	"--"	"--"	"I2A19944"	"直立"	"吉林省农科院(公第30792)"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"--"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"56.4"	"--"	"--"	"--"
"950"	"--"	"Leguminosae(豆科)"	"--"	"BSR 232"	"--"	"深褐"	"--"	"--"	"--"	"--"	"4/下-9/下"	"美国"	"春"	"--"	"132"	"--"	"--"	"--"	"国外"	"--"	"--"	"15.4"	"--"	"WDD00947"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"18.2"	"--"	"43.4"	"无"	"--"	"--"	"--"	"I2A17696"	"直立"	"吉林省农科院(公第30796)"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"--"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"灰"	"--"	"--"	"88.3"	"--"	"--"	"--"
"951"	"--"	"Leguminosae(豆科)"	"--"	"BSR 302"	"--"	"黑"	"--"	"--"	"--"	"--"	"4/下-9/中"	"美国"	"春"	"--"	"125"	"--"	"--"	"--"	"国外"	"--"	"--"	"15.6"	"--"	"WDD00948"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"17.4"	"--"	"44.0"	"无"	"--"	"--"	"--"	"I2A17697"	"直立"	"吉林省农科院(公第30765)"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"--"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"73.2"	"--"	"--"	"--"
"952"	"--"	"Leguminosae(豆科)"	"--"	"CN 344"	"--"	"褐"	"--"	"--"	"--"	"--"	"4/下-9/下"	"美国"	"春"	"--"	"137"	"--"	"--"	"--"	"国外"	"--"	"--"	"15.4"	"--"	"WDD00949"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"17.4"	"--"	"42.7"	"无"	"--"	"--"	"--"	"I2A17698"	"直立"	"吉林省农科院(公第30916)"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"--"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"灰"	"--"	"--"	"86.2"	"--"	"--"	"--"
"953"	"--"	"Leguminosae(豆科)"	"--"	"CX 155"	"--"	"褐"	"--"	"--"	"--"	"--"	"4/下-9/中"	"美国"	"春"	"--"	"128"	"--"	"--"	"--"	"国外"	"--"	"--"	"12.0"	"--"	"WDD00950"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"18.9"	"--"	"42.1"	"无"	"--"	"--"	"--"	"I2A17699"	"直立"	"吉林省农科院(公第30769)"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"--"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"灰"	"--"	"--"	"86.5"	"--"	"--"	"--"
"954"	"--"	"Leguminosae(豆科)"	"--"	"CX 380"	"--"	"黑"	"--"	"--"	"--"	"--"	"4/下-9/下"	"美国"	"春"	"--"	"137"	"--"	"--"	"--"	"国外"	"--"	"--"	"16.6"	"--"	"WDD00951"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"白"	"18.6"	"--"	"42.0"	"无"	"--"	"--"	"--"	"I2A17700"	"直立"	"吉林省农科院(公第30770)"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"--"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"81.3"	"--"	"--"	"--"
"955"	"--"	"Leguminosae(豆科)"	"--"	"Dakota"	"--"	"浅褐"	"--"	"--"	"--"	"--"	"4/下-8/中"	"美国"	"春"	"--"	"97"	"--"	"达科他"	"--"	"国外"	"--"	"--"	"12.9"	"--"	"WDD00952"	"--"	"Glycine max L. Merrill(大豆)"	"长椭"	"--"	"--"	"--"	"--"	"紫"	"17.3"	"--"	"46.1"	"无"	"--"	"--"	"--"	"I2A19945"	"直立"	"吉林省农科院(公第30226)"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"--"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"49.6"	"--"	"--"	"--"
"956"	"--"	"Leguminosae(豆科)"	"--"	"Dorman"	"--"	"浅褐"	"--"	"--"	"--"	"--"	"4/下-8/下"	"美国"	"春"	"--"	"100"	"--"	"多尔曼"	"--"	"国外"	"--"	"--"	"11.4"	"--"	"WDD00953"	"--"	"Glycine max L. Merrill(大豆)"	"椭圆"	"--"	"--"	"--"	"--"	"紫"	"18.6"	"--"	"43.5"	"无"	"--"	"--"	"--"	"I2A19946"	"直立"	"吉林省农科院(公第30838)"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"--"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"灰"	"--"	"--"	"59.6"	"--"	"--"	"--"
"957"	"--"	"Leguminosae(豆科)"	"--"	"Emerald"	"--"	"深褐"	"--"	"--"	"--"	"--"	"4/下-8/上"	"美国"	"春"	"--"	"83"	"--"	"埃默拉尔德"	"--"	"国外"	"--"	"--"	"13.9"	"--"	"WDD00954"	"--"	"Glycine max L. Merrill(大豆)"	"长椭"	"--"	"--"	"--"	"--"	"紫"	"17.9"	"--"	"45.2"	"无"	"--"	"--"	"--"	"I2A19947"	"直立"	"吉林省农科院(公第30329)"	"--"	"--"	"--"	"--"	"椭圆"	"黄"	"--"	"--"	"--"	"黄"	"--"	"--"	"Glycine(大豆属)"	"棕"	"--"	"--"	"29.4"	"--"	"--"	"--"
