"id"	"嫩叶颜色"	"芽着生状态"	"叶脉"	"秋可溶糖"	"春担桑茧量"	"萎缩萎缩病"	"叶面粗滑"	"发芽期"	"秋公斤叶数"	"叶硬化期"	"枝条长短"	"叶缘"	"省"	"秋万茧层量"	"开叶期"	"枝态"	"统一编号"	"花叶萎缩病"	"叶厚薄"	"属名"	"春可溶糖"	"株产叶量"	"成熟期"	"发芽率"	"染色体数"	"春万头茧量"	"保存单位"	"叶尖"	"亩产叶量"	"黑枯细菌病"	"叶着生状态"	"雄穗多少"	"污叶病"	"叶背毛"	"叶面光泽"	"枝条皮色"	"椹颜色"	"花柱有无"	"叶长"	"叶缘芒刺"	"发条力"	"皮孔个"	"耐寒性"	"椹梗叶"	"叶基"	"白粉病"	"青枯病"	"科名"	"种子来源地"	"品种名称"	"副芽多少"	"耐湿性"	"叶面缩"	"节间长"	"叶形状"	"冬芽颜色"	"枝条曲直"	"秋粗蛋白"	"秋万头茧量"	"译名"	"叶面毛"	"秋担桑茧量"	"叶幅"	"椹结实性"	"学名"	"原产地"	"雄穗长度"	"褐斑病"	"冬芽形状"	"秋米条叶"	"花性"	"黄化萎缩病"	"叶色"	"椹多少"	"春万茧层量"	"枝条粗细"	"椹长度"	"叶序"	"生长芽率"	"春米条叶"	"叶柄长"	"耐旱性"	"梢梗叶"	"条梗叶"	"春公斤叶数"	"春粗蛋白"	"花叶开放序"	"实用分类"	"缩叶细菌病"	"叶梗叶"	"柱头毛或突"
"145"	"黄绿"	"尖离,腹离"	"基脉五出"	"--"	"--"	"--"	"光滑"	"4月1-5日"	"520"	"9月上旬"	"长"	"钝齿"	"广西"	"--"	"4月7-11日"	"直立"	"16-00002"	"--"	"较薄"	"Morus(桑属)"	"--"	"--"	"5月中旬初"	"64.0"	"--"	"--"	"中国农科院蚕业所"	"短尾状"	"1260.0"	"抗"	"平伸"	"--"	"--"	"无"	"较弱"	"棕褐"	"紫"	"无"	"15.0"	"无"	"中"	"9.0"	"较弱"	"17.3"	"浅心形"	"--"	"--"	"Moraceae(桑科)"	"广西蚕业指导所"	"红茎牛"	"较少"	"强"	"无缩皱"	"4.3"	"心脏形"	"棕褐"	"微曲"	"--"	"--"	"HONG JING NIU"	"无"	"--"	"12.3"	"强"	"Morus atropurpurea Roxb.(广东桑)"	"广西灵山县"	"--"	"--"	"正三角形"	"36.0"	"雌花"	"易感"	"淡绿"	"多"	"--"	"粗"	"2-3"	"2/5"	"9.60"	"127.0"	"5.0"	"弱"	"5.6"	"48.35"	"680"	"--"	"先叶后花"	"--"	"抗"	"28.8"	"有毛"
"146"	"绿带紫红"	"尖离"	"基脉五出"	"9.80"	"5.490"	"抗"	"微粗糙"	"3月25-4月1日"	"432"	"9月上旬"	"长"	"钝齿"	"广西"	"3.209"	"4月3-8日"	"直立"	"16-00003"	"--"	"较薄"	"Morus(桑属)"	"14.82"	"2.030"	"5月中旬初"	"68.0"	"二倍体"	"19.218"	"中国农科院蚕业所"	"短尾状"	"1015.0"	"抗"	"平伸"	"--"	"中抗"	"无"	"较弱"	"淡棕"	"紫"	"无"	"16.6"	"无"	"强"	"12.0"	"较弱"	"6.8"	"深心形"	"中抗"	"--"	"Moraceae(桑科)"	"广西蚕业指导所"	"常乐桑"	"少"	"强"	"无缩皱"	"4.4"	"心脏形"	"棕褐"	"微曲"	"26.050"	"15.947"	"CHANG LE SANG"	"无"	"5.890"	"13.0"	"强"	"Morus atropurpurea Roxb.(广东桑)"	"广西合浦县"	"--"	"--"	"正三角形"	"58.0"	"雌花"	"抗"	"淡绿"	"中"	"4.393"	"细"	"2"	"2/5"	"33.00"	"57.0"	"4.0"	"弱"	"15.5"	"43.48"	"2024"	"23.32"	"先叶后花"	"--"	"抗"	"34.2"	"无"
"147"	"绿带紫红"	"尖离"	"基脉三出"	"--"	"--"	"--"	"光滑"	"3月21-26日"	"568"	"9月上旬"	"长"	"钝齿"	"广西"	"--"	"3月28日-4月8日"	"直立"	"16-00009"	"--"	"较薄"	"Morus(桑属)"	"--"	"1.630"	"5月中旬初"	"75.0"	"--"	"--"	"中国农科院蚕业所"	"长尾状"	"814.0"	"抗"	"平伸或向上"	"多"	"--"	"无"	"较强"	"棕"	"紫"	"无"	"19.0"	"无"	"强"	"5.0"	"较弱"	"0.3"	"肾形"	"--"	"--"	"Moraceae(桑科)"	"广西蚕业指导所"	"沙油1号"	"较少"	"强"	"无皱或微皱"	"3.8"	"心脏形"	"棕褐"	"直"	"--"	"--"	"SHA YOU 1 HAO"	"无"	"--"	"14.5"	"强"	"Morus atropurpurea Roxb.(广东桑)"	"广西平乐县"	"3-4"	"--"	"正三角形"	"41.0"	"雌雄花同株"	"--"	"翠绿"	"少"	"--"	"中等"	"2-4"	"2/5"	"6.70"	"52.0"	"4.0"	"弱"	"9.3"	"46.43"	"1048"	"--"	"先花后叶"	"--"	"抗"	"43.9"	"有毛"
"148"	"黄绿"	"腹离"	"基脉五出"	"--"	"--"	"--"	"光滑"	"3月25-28日"	"524"	"9月上旬"	"长"	"钝齿"	"广西"	"--"	"3月31日-4月8日"	"直立"	"16-00010"	"--"	"较薄"	"Morus(桑属)"	"--"	"2.290"	"5月中旬初"	"74.0"	"--"	"--"	"中国农科院蚕业所"	"短尾状"	"114.5"	"抗"	"平伸或向上"	"多"	"--"	"无"	"较弱"	"棕"	"--"	"--"	"16.2"	"无"	"中"	"11.0"	"较弱"	"--"	"截形"	"--"	"--"	"Moraceae(桑科)"	"广西蚕业指导所"	"沙油3号"	"较少"	"强"	"无缩皱"	"4.4"	"心脏形"	"棕"	"微曲"	"--"	"--"	"SHA YOU 3 HAO"	"无"	"--"	"13.0"	"--"	"Morus atropurpurea Roxb.(广东桑)"	"广西平乐县"	"4-5"	"--"	"正三角形"	"56.0"	"雄花"	"--"	"翠绿"	"--"	"--"	"中等"	"--"	"2/5,3/8"	"20.20"	"77.0"	"3.0"	"弱"	"17.4"	"45.41"	"960"	"--"	"先花后叶"	"--"	"抗"	"37.2"	"--"
"149"	"黄绿"	"尖离,贴生"	"基脉三出"	"--"	"--"	"--"	"光滑"	"3月25-31日"	"424"	"9月上旬"	"长"	"钝齿"	"广西"	"--"	"4月4-12日"	"直立"	"16-00011"	"--"	"较厚"	"Morus(桑属)"	"--"	"1.810"	"5月上旬初"	"75.0"	"--"	"--"	"中国农科院蚕业所"	"短尾状"	"905.0"	"抗"	"--"	"多"	"--"	"无"	"较弱"	"灰棕"	"--"	"--"	"15.0"	"无"	"强"	"8.0"	"弱"	"--"	"肾形"	"--"	"--"	"Moraceae(桑科)"	"广西蚕业指导所"	"沙油5号"	"较少"	"强"	"无缩皱"	"4.8"	"平伸向上"	"棕"	"直"	"--"	"--"	"SHA YOU 5 HAO"	"无"	"--"	"12.5"	"--"	"Morus atropurpurea Roxb.(广东桑)"	"广西平乐县"	"5-8"	"--"	"三角形"	"29.0"	"雄花"	"--"	"淡绿"	"--"	"--"	"中等"	"--"	"2/5"	"22.22"	"61.0"	"3.0"	"弱"	"18.3"	"40.56"	"1260"	"--"	"先花后叶"	"--"	"抗"	"41.1"	"--"
"150"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"四川"	"--"	"--"	"--"	"16-00166"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"72.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"15.5"	"--"	"较强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"贵州852"	"--"	"--"	"--"	"2.6"	"心脏形"	"--"	"--"	"--"	"--"	"GUI ZHOU 852"	"--"	"--"	"12.5"	"--"	"Morus alba Linn.(白桑)"	"四川省重庆市"	"--"	"--"	"--"	"--"	"雄花"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"中生中熟"	"--"	"--"	"--"
"151"	"黄绿"	"--"	"基脉五出"	"11.50"	"5.260"	"感病"	"光滑"	"4月14-17日"	"165"	"--"	"中"	"乳头齿"	"湖北"	"3.601"	"--"	"直立"	"17-00001"	"中抗"	"较厚"	"Morus(桑属)"	"10.75"	"2.380"	"5月中旬末"	"51.0"	"二倍体"	"19.737"	"中国农科院蚕业所"	"锐头"	"1190.0"	"中抗"	"--"	"--"	"抗"	"无"	"较弱"	"棕"	"紫黑"	"无"	"21.0"	"无"	"中"	"8.0"	"中等"	"1.0"	"浅心形"	"抗"	"--"	"Moraceae(桑科)"	"湖北省麻城县"	"红皮瓦桑"	"--"	"中"	"微缩皱"	"4.0"	"心脏形"	"--"	"直"	"26.373"	"17.188"	"HONG PI WA SANG"	"无"	"5.750"	"19.0"	"强"	"Morus multicaulis Perr.(鲁桑)"	"湖北省麻城县"	"--"	"中抗"	"--"	"120.0"	"雌花"	"感病"	"翠绿"	"少"	"4.058"	"中等"	"短"	"2/5"	"15.00"	"119.0"	"5.6"	"中"	"10.0"	"35.00"	"548"	"23.56"	"先叶后花"	"--"	"抗"	"54.0"	"突起"
"152"	"黄绿"	"--"	"基脉五出"	"13.19"	"5.671"	"感病"	"光滑"	"4月9-15日"	"210"	"--"	"中"	"乳头齿"	"湖北"	"4.233"	"--"	"直立"	"17-00002"	"中抗"	"较厚"	"Morus(桑属)"	"14.60"	"3.388"	"5月中旬末"	"59.0"	"二倍体"	"19.090"	"中国农科院蚕业所"	"锐头"	"1694.0"	"感病"	"--"	"--"	"中抗"	"无"	"较弱"	"青灰"	"紫黑"	"无"	"17.0"	"无"	"强"	"9.0"	"中等"	"0.5"	"深心形"	"中抗"	"--"	"Moraceae(桑科)"	"湖北省桑业研究所"	"青皮瓦桑"	"--"	"强"	"--"	"4.0"	"心脏形"	"--"	"直"	"26.300"	"18.880"	"QING PI WA SANG"	"无"	"6.000"	"15.0"	"强"	"Morus multicaulis Perr.(鲁桑)"	"湖北省麻城县"	"--"	"中抗"	"--"	"137.0"	"雌花"	"感病"	"翠绿"	"少"	"4.382"	"粗"	"短"	"2/5"	"20.00"	"108.0"	"4.6"	"中"	"11.0"	"54.00"	"608"	"20.97"	"先叶后花"	"--"	"中抗"	"34.5"	"突起"
"153"	"黄绿"	"--"	"基脉五出"	"9.50"	"6.120"	"抗"	"光滑"	"4月8-16日"	"268"	"--"	"中"	"乳头齿"	"湖北"	"3.636"	"--"	"直立"	"17-00003"	"抗"	"较厚"	"Morus(桑属)"	"10.25"	"1.690"	"5月中旬末"	"70.0"	"二倍体"	"22.480"	"中国农科院蚕业所"	"锐头"	"844.0"	"中抗"	"--"	"--"	"中抗"	"无"	"较强"	"淡紫褐"	"紫黑"	"短"	"17.0"	"无"	"中"	"13.0"	"中等"	"1.0"	"深心形"	"抗"	"--"	"Moraceae(桑科)"	"湖北省农科院蚕业所"	"红皮滕桑"	"--"	"中"	"微缩皱"	"4.5"	"心脏形"	"--"	"直"	"21.540"	"16.786"	"HONG PI TENG SANG"	"无"	"5.610"	"15.0"	"强"	"Morus alba Linn.(白桑)"	"湖北麻城"	"--"	"抗"	"--"	"78.0"	"雌花"	"中抗"	"深绿"	"少"	"4.955"	"中等"	"短"	"2/5"	"25.00"	"102.0"	"4.5"	"中"	"8.0"	"37.00"	"960"	"23.56"	"先叶后花"	"--"	"抗"	"54.0"	"突起"
"154"	"黄绿"	"尖离,腹离"	"基脉五出"	"10.25"	"6.000"	"中抗"	"光滑"	"4月9-14日"	"320"	"9月中旬"	"长"	"钝齿"	"湖北"	"3.923"	"4月17-23日"	"直立"	"17-00004"	"--"	"较厚"	"Morus(桑属)"	"13.96"	"2.220"	"5月中旬初"	"68.0"	"--"	"20.842"	"中国农科院蚕业所"	"锐头"	"1110.0"	"中抗"	"稍下垂"	"中"	"中抗"	"无"	"较强"	"灰褐"	"紫黑"	"无"	"20.3"	"无"	"强"	"10.0"	"较强"	"1.6"	"心形"	"中抗"	"--"	"Moraceae(桑科)"	"湖北省"	"鄂鉴8214"	"少"	"中"	"无缩皱"	"4.2"	"心脏形"	"棕褐"	"直"	"22.330"	"19.173"	"E JIAN 8214"	"无"	"7.050"	"14.8"	"强"	"Morus alba Linn.(白桑)"	"湖北省监利县"	"3-4"	"--"	"正三角形"	"42.0"	"雌雄花同株"	"中抗"	"深绿"	"中"	"4.829"	"中等"	"2"	"2/5"	"16.91"	"111.0"	"5.0"	"强"	"12.2"	"37.34"	"688"	"25.29"	"花叶同开"	"--"	"--"	"48.9"	"突起"
"155"	"黄绿带紫"	"--"	"基脉五出"	"14.09"	"4.639"	"中抗"	"光滑"	"4月10-15日"	"224"	"--"	"中"	"乳头齿"	"湖北"	"3.926"	"--"	"直立"	"17-00005"	"中抗"	"较厚"	"Morus(桑属)"	"15.97"	"2.744"	"5月中旬初"	"63.0"	"二倍体"	"14.920"	"中国农科院蚕业所"	"锐头"	"1372.0"	"中抗"	"--"	"较少"	"抗"	"无"	"较强"	"青灰"	"紫黑"	"短"	"16.0"	"无"	"强"	"23.0"	"中等"	"0.5"	"浅心形"	"中抗"	"--"	"Moraceae(桑科)"	"湖北省农业科学院蚕业所"	"青皮滕桑"	"--"	"强"	"微缩皱"	"3.0"	"心脏形"	"--"	"直"	"21.720"	"17.660"	"QING PI TENG SANG"	"无"	"5.610"	"15.0"	"强"	"Morus alba Linn.(白桑)"	"湖北省麻城县"	"短"	"抗"	"--"	"99.0"	"雌雄花同株"	"中抗"	"深绿"	"少"	"3.249"	"中等"	"短"	"2/5"	"20.00"	"154.0"	"4.5"	"中"	"9.5"	"33.00"	"776"	"22.85"	"花叶同开"	"--"	"中抗"	"57.0"	"突起"
"156"	"黄绿带紫"	"--"	"基脉五出"	"13.33"	"4.981"	"中抗"	"光滑"	"4月15-17日"	"204"	"--"	"长"	"乳头齿"	"湖北"	"4.230"	"--"	"斜生"	"17-00007"	"抗"	"较厚"	"Morus(桑属)"	"10.78"	"2.198"	"5月中旬末"	"42.0"	"二倍体"	"16.170"	"中国农科院蚕业所"	"锐头"	"1099.0"	"中抗"	"--"	"少"	"中抗"	"无"	"较强"	"淡褐"	"--"	"--"	"17.0"	"无"	"--"	"14.0"	"中等"	"--"	"深心形"	"中抗"	"--"	"Moraceae(桑科)"	"湖北省罗田县"	"马蹄桑"	"--"	"强"	"微缩皱"	"3.2"	"心脏形"	"--"	"微曲"	"23.060"	"19.310"	"MA TI SANG"	"无"	"6.140"	"15.0"	"--"	"Morus multicaulis Perr.(鲁桑)"	"湖北省罗田县"	"短"	"抗"	"--"	"114.0"	"雄株"	"中抗"	"翠绿"	"--"	"3.759"	"粗"	"--"	"2/5"	"13.00"	"110.0"	"5.7"	"中"	"13.0"	"41.00"	"416"	"25.96"	"花叶同开"	"--"	"抗"	"46.0"	"--"
"157"	"黄绿带紫"	"--"	"基脉五出"	"10.63"	"5.188"	"中抗"	"光滑"	"4月12-17日"	"352"	"--"	"中"	"乳头齿,钝齿"	"湖北"	"4.654"	"--"	"直立"	"17-00008"	"抗"	"较厚"	"Morus(桑属)"	"13.62"	"2.282"	"5月中旬末"	"61.0"	"二倍体"	"17.467"	"中国农科院蚕业所"	"短尾状"	"1141.0"	"感病"	"--"	"少"	"中抗"	"无"	"较强"	"淡棕褐"	"紫黑"	"无"	"14.0"	"无"	"强"	"7.0"	"中等"	"14.0"	"截形,圆形"	"抗"	"--"	"Moraceae(桑科)"	"湖北省罗田县"	"湖北青桑1号"	"--"	"中"	"无滑"	"3.8"	"卵圆形"	"--"	"直"	"26.370"	"20.767"	"HU BEI QING SANG 1 HAO"	"无"	"7.360"	"11.0"	"强"	"Morus alba Linn.(白桑)"	"湖北省罗田县"	"短"	"中抗"	"--"	"51.0"	"雌雄花同株"	"中抗"	"深绿"	"多"	"4.463"	"中等"	"短"	"2/5"	"29.00"	"70.0"	"5.2"	"中"	"7.0"	"54.00"	"1080"	"26.97"	"花叶同开"	"--"	"中抗"	"25.0"	"突起"
"158"	"黄绿带紫"	"--"	"--"	"9.25"	"6.560"	"中抗"	"光滑"	"4月13-17日"	"236"	"--"	"中"	"钝齿"	"湖北"	"4.108"	"--"	"直立"	"17-00009"	"抗"	"薄"	"Morus(桑属)"	"10.75"	"2.429"	"5月中旬末"	"56.0"	"二倍体"	"20.100"	"中国农科院蚕业所"	"锐头"	"1215.0"	"感病"	"--"	"较多"	"中抗"	"无"	"较强"	"青灰褐"	"紫黑"	"无"	"15.0"	"无"	"强"	"9.0"	"中等"	"2.0"	"截形,浅心形"	"中抗"	"--"	"Moraceae(桑科)"	"湖北省罗田县"	"湖北青桑2号"	"--"	"中"	"--"	"4.0"	"卵圆形"	"--"	"直"	"27.192"	"18.990"	"HU BEI QING SANG 2 HAO"	"无"	"6.530"	"12.0"	"--"	"Morus alba Linn.(白桑)"	"湖北省罗田县"	"短"	"抗"	"--"	"71.0"	"雌雄花同株"	"中抗"	"深绿"	"较少"	"5.791"	"细"	"短"	"2/5"	"34.00"	"61.0"	"6.0"	"强"	"9.0"	"53.00"	"816"	"22.76"	"花叶同开"	"--"	"中抗"	"36.0"	"突起"
"159"	"黄绿带紫"	"--"	"基脉五出"	"13.34"	"4.072"	"中抗"	"光滑"	"4月9-16日"	"320"	"--"	"中"	"乳头齿,钝齿"	"湖北"	"4.324"	"--"	"直立"	"17-00010"	"中抗"	"厚"	"Morus(桑属)"	"13.42"	"3.570"	"5月中旬初"	"60.0"	"二倍体"	"13.190"	"中国农科院蚕业所"	"锐头"	"1785.0"	"中抗"	"--"	"较多"	"抗"	"无"	"较强"	"棕"	"--"	"--"	"16.0"	"无"	"--"	"7.0"	"较强"	"--"	"浅心形"	"抗"	"--"	"Moraceae(桑科)"	"湖北省农科院蚕业所"	"乌板桑"	"--"	"强"	"无滑"	"3.2"	"卵圆形"	"--"	"微曲"	"22.880"	"20.300"	"WU BAN SANG"	"无"	"7.200"	"13.0"	"--"	"Morus multicaulis Perr.(鲁桑)"	"仙桃市"	"短"	"抗"	"--"	"114.0"	"雄株"	"中抗"	"深绿"	"--"	"2.817"	"中等"	"--"	"2/5"	"23.00"	"165.0"	"5.8"	"中"	"10.0"	"48.00"	"868"	"24.28"	"花叶同开"	"--"	"抗"	"42.0"	"--"
"160"	"黄绿带紫红"	"尖离"	"基脉五出"	"--"	"6.412"	"--"	"微粗糙"	"3月31-4月3日"	"640"	"9月上旬"	"长"	"钝齿"	"湖南"	"3.843"	"4月7-15日"	"直立"	"18-00060"	"--"	"较厚"	"Morus(桑属)"	"--"	"1.725"	"5月上旬初"	"74.0"	"二倍体"	"23.683"	"中国农科院蚕业所"	"尾状"	"690.0"	"中抗"	"平伸"	"--"	"中抗"	"无"	"较弱"	"青灰带褐"	"紫黑"	"长"	"18.3"	"无"	"强"	"8.0"	"较强"	"0.4"	"心形"	"中抗"	"--"	"Moraceae(桑科)"	"湖南省怀化县"	"怀17-1"	"无"	"强"	"无缩皱"	"4.7"	"阔心脏形"	"褐"	"直"	"--"	"16.776"	"HUAI 17-1"	"无"	"6.940"	"17.5"	"强"	"Morus australis Poir.(鸡桑)"	"湖南省怀化县"	"0.0"	"--"	"长三角形"	"22.0"	"雌花"	"--"	"翠绿"	"少"	"5.748"	"细"	"1.8"	"2/5"	"34.00"	"129.0"	"4.0"	"中"	"15.3"	"37.26"	"850"	"--"	"先叶后花"	"--"	"中抗"	"47.0"	"有毛"
"161"	"紫红"	"贴生"	"基脉五出"	"--"	"6.787"	"--"	"微粗糙"	"3月28-4月4日"	"864"	"9月上旬"	"长"	"钝齿"	"湖南"	"3.784"	"4月6-14日"	"直立"	"18-00066"	"--"	"较厚"	"Morus(桑属)"	"--"	"3.110"	"5月上旬初"	"73.0"	"二倍体"	"25.069"	"中国农科院蚕业所"	"尾状"	"1244.0"	"中抗"	"平伸"	"较多"	"中抗"	"无"	"较弱"	"青棕"	"--"	"--"	"18.5"	"无"	"强"	"8.0"	"较弱"	"--"	"心形"	"中抗"	"--"	"Moraceae(桑科)"	"湖南省怀化县"	"怀30-1"	"少"	"强"	"无缩皱"	"4.6"	"心脏形"	"褐"	"直"	"--"	"16.812"	"HUAI 30-1"	"无"	"6.960"	"15.8"	"--"	"Morus australis Poir.(鸡桑)"	"湖南省怀化县"	"3.0"	"--"	"长三角形"	"38.0"	"雌雄花"	"--"	"翠绿"	"--"	"5.974"	"细"	"0.0"	"2/5"	"33.00"	"76.0"	"3.5"	"中"	"9.8"	"53.05"	"965"	"--"	"先花后叶"	"--"	"中抗"	"37.1"	"--"
"162"	"黄绿带紫红"	"尖离"	"基脉五出"	"--"	"6.583"	"--"	"微粗糙"	"3月29-4月4日"	"640"	"9月上旬"	"长"	"钝齿"	"湖南"	"3.817"	"4月6-15日"	"直立"	"18-00069"	"--"	"较厚"	"Morus(桑属)"	"--"	"2.190"	"5月上旬初"	"72.0"	"二倍体"	"24.313"	"中国农科院蚕业所"	"尾状"	"876.0"	"中抗"	"平伸"	"中"	"中抗"	"无"	"较弱"	"青灰带褐"	"紫黑"	"长"	"18.0"	"无"	"强"	"8.0"	"较弱"	"0.4"	"心形"	"中抗"	"--"	"Moraceae(桑科)"	"湖南省怀化县"	"怀31号"	"无"	"强"	"无缩皱"	"4.6"	"心脏形"	"褐"	"直"	"--"	"16.433"	"HUAI 31 HAO"	"无"	"6.800"	"17.5"	"强"	"Morus australis Poir.(鸡桑)"	"湖南省怀化县"	"3.0"	"--"	"长三角形"	"32.0"	"雌雄花同株"	"--"	"翠绿"	"少"	"5.932"	"细"	"1.6"	"2/5"	"38.00"	"109.0"	"4.0"	"中"	"12.8"	"46.69"	"815"	"--"	"花叶同开"	"--"	"中抗"	"40.1"	"有毛"
"163"	"紫红"	"腹离"	"基脉五出"	"--"	"4.926"	"--"	"粗糙"	"4月9-12日"	"--"	"9月中旬"	"长"	"钝齿"	"湖南"	"2.980"	"4月13-17日"	"直立"	"18-00074"	"--"	"厚"	"Morus(桑属)"	"--"	"--"	"5月中旬初"	"84.0"	"六倍体"	"18.192"	"中国农科院蚕业所"	"长尾状"	"--"	"中抗"	"稍下垂"	"--"	"抗"	"有毛"	"弱"	"青灰"	"紫黑"	"无"	"22.5"	"无"	"中"	"13.0"	"较强"	"1.9"	"深心形"	"抗"	"--"	"Moraceae(桑科)"	"湖南省保靖县"	"保靖8号"	"无"	"中"	"无缩皱"	"6.1"	"心脏形"	"棕褐"	"直"	"--"	"13.495"	"BAO JING 8 HAO"	"有毛"	"5.580"	"22.0"	"强"	"Morus cathayana Hemsl.(华桑)"	"湖南省保靖县"	"0.0"	"抗"	"长三角形"	"--"	"雌花"	"--"	"翠绿"	"较少"	"4.452"	"中等"	"3.5"	"1/2"	"43.00"	"121.0"	"5.0"	"中"	"16.7"	"18.38"	"860"	"--"	"先叶后花"	"--"	"中抗"	"63.1"	"突起"
"164"	"紫红"	"贴生"	"基脉五出"	"--"	"5.923"	"中抗"	"微粗糙"	"3月29-4月3日"	"720"	"9月上旬"	"长"	"钝齿"	"湖南"	"3.999"	"4月7-14日"	"直立"	"18-00085"	"--"	"较厚"	"Morus(桑属)"	"--"	"2.890"	"5月上旬初"	"72.0"	"二倍体"	"23.535"	"中国农科院蚕业所"	"长尾状"	"1156.0"	"中抗"	"平伸"	"少"	"中抗"	"无"	"较弱"	"灰褐带青"	"紫黑"	"长"	"18.5"	"无"	"强"	"20.0"	"较弱"	"--"	"心形"	"中抗"	"--"	"Moraceae(桑科)"	"湖南省吉首县"	"湘西1号"	"无"	"强"	"无缩皱"	"5.2"	"阔心脏形"	"棕褐"	"直"	"--"	"17.656"	"XIANG XI 1 HAO"	"无"	"7.430"	"16.8"	"强"	"Morus australis Poir.(鸡桑)"	"湖南省吉首县"	"2.6"	"--"	"长三角形"	"50.0"	"雌雄花同株"	"易感"	"翠绿"	"少"	"5.740"	"细"	"1.6"	"1/2,2/5"	"40.00"	"112.0"	"4.0"	"中"	"14.9"	"44.70"	"755"	"--"	"花叶同开"	"--"	"中抗"	"40.4"	"有毛"
"165"	"紫红"	"贴生"	"基脉五出"	"--"	"6.442"	"--"	"微粗糙"	"3月30-4月4日"	"944"	"9月上旬"	"长"	"钝齿"	"湖南"	"4.041"	"4月7-14日"	"直立"	"18-00087"	"--"	"较厚"	"Morus(桑属)"	"--"	"2.410"	"5月上旬初"	"71.0"	"二倍体"	"23.791"	"中国农科院蚕业所"	"短尾状"	"964.0"	"抗"	"平伸"	"较多"	"中抗"	"无"	"较弱"	"青棕"	"--"	"--"	"18.3"	"无"	"强"	"13.0"	"较弱"	"--"	"心形"	"中抗"	"--"	"Moraceae(桑科)"	"湖南省怀化县"	"怀17-2"	"少"	"强"	"无缩皱"	"4.3"	"心脏形"	"褐"	"直"	"--"	"17.364"	"HUAI 17-2"	"无"	"7.190"	"16.3"	"--"	"Morus australis Poir.(鸡桑)"	"湖南省怀化县"	"3.0"	"--"	"长三角形"	"47.0"	"雌雄花"	"--"	"翠绿"	"--"	"5.667"	"细"	"0.0"	"2/5"	"37.00"	"117.0"	"3.5"	"中"	"7.5"	"45.70"	"955"	"--"	"先叶后花"	"--"	"抗"	"46.8"	"--"
"166"	"黄绿"	"--"	"基脉五出"	"--"	"5.600"	"--"	"光滑"	"4月10-13日"	"360"	"--"	"长"	"乳头齿"	"河南"	"4.382"	"--"	"直立"	"19-00001"	"--"	"较厚"	"Morus(桑属)"	"12.19"	"2.000"	"5月中旬初"	"71.0"	"二倍体"	"16.330"	"中国农科院蚕业所"	"锐头"	"1000.0"	"中抗"	"--"	"较多"	"感病"	"无"	"较强"	"灰棕"	"紫黑"	"无"	"16.0"	"无"	"中"	"7.0"	"中等"	"0.8"	"截形,浅心形"	"抗"	"--"	"Moraceae(桑科)"	"河南省蚕桑试验场"	"勺桑"	"--"	"中"	"微缩皱"	"4.0"	"卵圆形"	"--"	"直"	"--"	"20.600"	"SHAO SANG"	"无"	"7.270"	"12.0"	"强"	"Morus alba Linn.(白桑)"	"河南省镇平县"	"短"	"--"	"--"	"80.0"	"雌雄花同株"	"--"	"深绿"	"少"	"3.522"	"细"	"短"	"2/5"	"6.00"	"100.0"	"7.6"	"较强"	"2.1"	"33.00"	"1000"	"29.60"	"花叶同开"	"--"	"--"	"64.1"	"突起"
"167"	"黄绿"	"--"	"基脉五出"	"--"	"7.320"	"--"	"光滑"	"4月10-14日"	"540"	"--"	"长"	"乳头齿"	"河南"	"3.981"	"--"	"直立"	"19-00002"	"--"	"厚"	"Morus(桑属)"	"10.75"	"1.700"	"5月中旬初"	"76.0"	"二倍体"	"20.040"	"中国农科院蚕业所"	"锐头"	"850.0"	"--"	"--"	"较多"	"中抗"	"无"	"较强"	"灰褐"	"--"	"--"	"12.0"	"无"	"强"	"12.0"	"较强"	"--"	"浅心形"	"--"	"--"	"Moraceae(桑科)"	"河南省蚕试验场"	"洛阳山壁"	"--"	"中"	"无缩皱"	"4.0"	"心脏形"	"--"	"微曲"	"--"	"17.480"	"LUO YANG SHAN BI"	"无"	"6.610"	"9.0"	"--"	"Morus alba Linn.(白桑)"	"河南省洛阳市"	"较短"	"--"	"--"	"46.0"	"雄花"	"--"	"翠绿"	"无"	"5.058"	"细"	"--"	"2/5"	"30.00"	"90.0"	"4.0"	"较强"	"9.7"	"42.30"	"900"	"23.95"	"先花后叶"	"--"	"--"	"49.0"	"--"
