"id"	"品资所编号"	"品种名称"	"系谱"	"原名"	"来源"	"原产地"	"选育单位"	"株高"	"千粒重"	"选育年限"	"备注"
"2874"	"3"	"Kharkof"	"同Turkry:(1)选自Crimean;(2)选自Turkey(CI 15 71)"			"美国"		"122"	"19.9"		
"2875"	"3"	"Kiowa"	"Chiefkan//Oro/Tenmarq"			"美国"		"117"	"0.0"		
"2876"	"3"	"Kirac 66"	"Florence/Yayla 305"			"土耳其"		"108"	"42.0"		
"2877"	"3"	"Kirwin C.I.17275"	"Parker×3/Bison"			"美国"		"110"	"25.8"		
"2878"	"3"	"Kiszombori 1"	"Produttore 13/Kompolt 169"			"匈牙利"		"96"	"43.4"		
"2879"	"3"	"Kitt"	"Mn II-55-14/Mn II-60-15"			"美国"		"815"	"24.2"		
"2880"	"3"	"Klein 31"	"Ardito/Klein IV H 3311"			"阿根廷"		"134"	"0.0"		
"2881"	"3"	"Klein 32"	"Ardito/Record"			"阿根廷"		"135"	"0.0"		
"2882"	"3"	"Klein 33"	"Ardito/Klein Vencedor"			"阿根廷"		"114"	"0.0"		
"2883"	"3"	"Klein 157"	"Hope/Lin Calel M. A"			"阿根廷"		"116"	"0.0"		
"2884"	"3"	"Klein Acero"	"Klein Vencedor/Ardito"			"阿根廷"		"101"	"30.4"		
"2885"	"3"	"Klein Alberti"	"Klein H42 C3330/Klein Palantelen"			"阿根廷"		"103"	"31.2"		
"2886"	"3"	"Klein Aniversario"	"Reliance Sel. Klein/Kein 75"			"阿根廷"		"120"	"30.6"		
"2887"	"3"	"Klein Ceres"	"Barleta 7D/Americand 44D"			"阿根廷"		"105"	"35.4"		
"2888"	"3"	"Klein Cometa"	"38M.A./Klein Acero"			"阿根廷"		"112"	"27.7"		
"2889"	"3"	"Klein Condor"	"Standard F.C.S./Sud Oeste F.C.S."			"阿根廷"					
"2890"	"3"	"Klein Credito"	"Klein Aniversario/Klein 157"			"阿根廷"		"108"	"0.0"		
"2891"	"3"	"Klein Exito"	"Klein 32/Klein 66(Klein 66=38M.A./Vencedor"			"阿根廷"		"114"	"41.3"		
"2892"	"3"	"Klein Lucero"	"Klein Progreso/Apulia Sel. Klein"			"阿根廷"		"112"	"33.4"		
"2893"	"3"	"Klein Orguello"	"Klein Piramide/Sel.Klein 49 A[Klein 49A选自无芒小麦(Trigo Mutico)]"			"阿根廷"		"115"	"31.0"		
"2894"	"3"	"Klein Ottowulff"	"Marquis/Klein Vencedor"			"阿根廷"		"118"	"34.6"		
"2895"	"3"	"Klein Petiso"	"Klein H229 T4/Klein165 R(38)25"			"阿根廷"		"98"	"29.5"		
"2896"	"3"	"Klein Sinmarq"	"Sin Rival/Marquis"			"阿根廷"		"120"	"22.7"		
"2897"	"3"	"Kloka"	"(1)Erli/Kloka 309;(2)选自Weihenstephan 43-48"			"德国"		"99"	"23.9"		
"2898"	"3"	"Knoppies"	"?Red Egyptian/?"			"南非"		"129"	"0.0"		
"2899"	"3"	"Knox 62"	"Knox×5//Pudue4781A 7-26-2/Purdue 426A 9-16-1-1-3"			"美国"					
"2900"	"3"	"Koalisie"	"Spring Early/Gluyas Early"			"南非"		"100"	"32.1"		
"2901"	"3"	"Koda"	"Dundee/Kenya 745 C 6042//Bobin×2/Gaza-DR(硬粒小麦)"			"澳大利亚"		"80"	"37.4"		
"2902"	"3"	"Koga Ⅰ"	"Garnet/Heines Kolben"			"德国"		"110"	"24.4"		
"2903"	"3"	"Koga Ⅱ"	"Garnet/Heines Kolben//Heines Kolben/Raeckes Weissspelz"			"德国"		"101"	"20.7"		
"2904"	"3"	"Kompolti 169"	"选自 Fleischmann 481"			"匈牙利"		"128"	"35.0"		
"2905"	"3"	"Kopara"	"Jade/2×Hilgendorf 61//Orca/Gabo"			"新西兰"		"90"	"31.2"		
"2906"	"3"	"Kormoran"	"Cappelle/Heine 2806//Heine 646"			"东德"		"90"	"0.0"		
"2907"	"3"	"K T K"	"Kanred/提莫菲维小麦//Kanred"			"美国"		"100"	"19.5"		
"2908"	"3"	"Lama"	"Portunato/Salto"			"意大利"		"78"	"36.0"		
"2909"	"3"	"Lancer"	"(1)Turkey/Cheyenne//Hope/2×Cheyenne;(2)Improved Fife/Roma"			"美国"		"91"	"40.0"		
"2910"	"3"	"Lancota"	"Atlas 66/Comanche//Lancer"			"美国"		"110"	"32.1"		
"2911"	"3"	"Laporte"	"Cross of Hope+Hussar+Trumbull+Fulhio+Purkof+Fultz Sel.(C.I.11845)"			"美国"		"104"	"0.0"		
"2912"	"3"	"La Prevision 25"	"Klein Vencedor/Lin Calel M. A."			"阿根廷"		"130"	"28.9"		
"2913"	"3"	"La Prevision 32"	"Klein Vencedor/Kanred"			"阿根廷"		"120"	"38.3"		
"2914"	"3"	"Leda"	"Jubile/Zanda"			"比利时"		"105"	"0.0"		
"2915"	"3"	"Lee"	"Hope//Bobin×2/Gaza-DR(硬粒小麦)"			"美国"		"110"	"0.0"		
"2916"	"3"	"Lely"	"Ceb. 30/Flevina"			"荷兰"		"94"	"23.1"		
"2917"	"3"	"Lemhi"	"Federation/Dicklow"			"美国"		"100"	"30.6"		
"2918"	"3"	"Leonardo"	"Baudi//San Pastore/Damiano"			"意大利"		"86"	"28.4"		
"2919"	"3"	"Leone"	"San Pastore/Funo 222-51"			"意大利"		"76"	"28.4"		
"2920"	"3"	"Leopard"	"Lagaedinho/Kenya 354p3//C.I.12632/Kanya 354p3"			"肯尼亚"		"96"	"30.2"		
"2921"	"3"	"Lerma 52"	"Mentana×3/Kenya 324"			"墨西哥"		"91"	"46.5"		
"2922"	"3"	"Lerma Rojo"	"Lerma 50/Yaqui 48//Mario Escobar×2/Supremo 211"			"墨西哥"		"82"	"38.4"		
"2923"	"3"	"Lerma Rojo S64"	"Yaqui 50//Norin 10/Brevor/3/Lerma 52/4/2×Lerma Rojo"			"墨西哥"		"88"	"39.4"		
"2924"	"3"	"Lerma Rojo S64 A"	"见 Lerma Rojo S64"			"墨西哥"		"87"	"38.2"		
"2925"	"3"	"Lesostepka 75"	"Lesostepka 74/Ukrainka"			"苏联"		"139"	"0.0"		
"2926"	"3"	"Leszczynska Wczesna"	"Antoninska Konstancja/Inversable"			"波兰"		"120"	"28.3"		
"2927"	"3"	"Libellula"	"Tevere/Giuliani//San Pastore"			"意大利"		"82"	"38.4"		
"2928"	"3"	"Liberator"	"Hatif Inversable/K3"			"法国"		"102"	"0.0"		
"2929"	"3"	"Lille-Desprez"	"Hybride du Joncquois/Vilmorin 27//Vilmorin 27"			"法国"		"107"	"43.8"		
"2930"	"3"	"Lince"	"Libero/Damiano"			"意大利"		"95"	"0.0"		
"2931"	"3"	"Litwinka"	"选自 New-Jersey"			"波兰"		"115"	"0.0"		
"2932"	"3"	"Llocofen"	"Heines Kolben+38MA+Rrieti"			"智利"		"110"	"27.6"		
"2933"	"3"	"Logan"	"Vermillion/Lucas"			"美国"		"105"	"0.0"		
"2934"	"3"	"Lonigo 1"	"Longo=San Pastore /Baudia 1642-51"			"意大利"		"110"	"37.2"		
"2935"	"3"	"Lontra"	"Fortunato/Freccia"			"意大利"		"80"	"39.4"		
"2936"	"3"	"Lovrin 10"	"Abbondanze/Triumph//Bezostaja 1"			"罗马尼亚"		"100"	"44.9"		
"2937"	"3"	"Lovrin 13"	"Skorospelka 3B/Heine VII"			"罗马尼亚"		"93"	"43.4"		
"2938"	"3"	"Lovrin 139"	"Bezostaja 1/Fiorello"			"罗马尼亚"		"90"	"44.0"		
"2939"	"3"	"Lovrin 231"	"Bezostaja 1/Fiorello"			"罗马尼亚"		"105"	"42.8"		
"2940"	"3"	"Lucas"	"Portage/Fulcaster"			"美国"		"122"	"0.0"		
"2941"	"3"	"Lucciola"	"Freccia/Funo"			"意大利"		"73"	"40.4"		
"2942"	"3"	"Luke"	"(1)PI 178383/Burt//Sel.101(C.I.13438)(2)PI 178383/2×Burt//C.I.13438"			"美国"		"87"	"0.0"		
"2943"	"3"	"Lupo"	"Fiorelli/San Pastore"			"意大利"		"88"	"41.5"		
"2944"	"3"	"Lyallpur-73"	"Bluebird/Norteno 67"			"巴基斯坦"		"78"	"25.0"		
"2945"	"3"	"M3"	"中国东北地方品种"			"中国"		"90"	"27.5"		
"2946"	"3"	"Macquarie"	"Sutton/Braemar Velvet"			"澳大利亚"		"110"	"19.4"		
"2947"	"3"	"Madife 113"	"Madii 113=San Pastore/Generoso"			"意大利"		"85"	"29.5"		
"2948"	"3"	"Magali"	"Petit Quinquin//H44-24/39W73"			"法国"		"92"	"30.7"		
"2949"	"3"	"Magaliesberg"	"Australia 26A14//H44-24/39W 73"			"南非"		"90"	"35.1"		
"2950"	"3"	"Magdalena"	"(1)K8/Szeckacz//Providence;(2)Aragon O-3/Marquillo"			"法国"		"85"	"27.9"		
"2951"	"3"	"Magnif Entrerriano Mag"	"Bage 2017-37/3/Sinvalocho//Heines Kolben/38 M.A."			"阿根廷"		"110"	"37.8"		
"2952"	"3"	"Magnif Guarant(MG)"	"Lin Calel/38M.A.//Klein Cometa"			"阿根廷"		"100"	"31.8"		
"2953"	"3"	"Maipofen"	"Thatcher/Santa Cataliffa"			"智利"		"105"	"36.1"		
"2954"	"3"	"Malakaof"	"同 Turkey"			"美国"		"120"	"26.7"		
"2955"	"3"	"Maluti"	"H44-24/39W73//Scheepers"			"南非"		"105"	"39.5"		
"2956"	"3"	"Malwa"	"Cappelle/Malgorzatka Udycka//Dankowska Biala"			"波兰"		"90"	"26.0"		
"2957"	"3"	"Manella"	"Alba/Heine VII"			"荷兰"		"100"	"24.5"		
"2958"	"3"	"Manitoba"	"(1)同Marquis;(2)属于Quality品种类型"			"加拿大"		"118"	"27.3"		
"2959"	"3"	"Manitou"	"(1)Thatcher×6/PI170925(Red Egyptian Type)/3/Chanthatch//Thatcher×7/Frontana;"			"加拿大"		"111"	"35.3"		
"2960"	"3"	"Mara(玛拉;阿玛)"	"Autonomia A/Aquila Sib 1"			"意大利"		"70"	"29.2"		
"2961"	"3"	"Mara×Migliorato"				"意大利"		"74"	"34.1"		
"2962"	"3"	"Marfed"	"Marquis/Florence//Federation"			"美国"		"110"	"22.8"		
"2963"	"3"	"Marimp 3"	"Impeto/Mara"			"意大利"		"100"	"29.2"		
"2964"	"3"	"Maris Botler"	"Maris Butler=Koga II/Hybrid 46"			"英国"		"96"	"16.7"		
"2965"	"3"	"Maris Dove"	"H 8810-47/Koga II"			"英国"		"105"	"19.0"		
"2966"	"3"	"Maris Fundin"	"(1)Vilmorin 29/Vogel 8085//Capple/4/C.I.12633/4×Cappelle//Heine110/Cappelle/3/Nord Desprez"			"英国"		"64"	"24.7"		
"2967"	"3"	"Maris Hobbit"	"Profelsseur Marchal//Marne/Voge 9144/4/C.I.12633/4×Cappelle//Heine 110/Capelle/3/Nord"			"英国"		"98"	"31.8"		
"2968"	"3"	"Maris Huntsman"	"同 Maris Beacon"			"英国"		"96"	"34.7"		
"2969"	"3"	"Maris Kinsman"	"C.I.12633/4×Cappelle//Hybrid 46/Cappelle/3/Professeur Marchal/4/Maris Ranger"			"英国"		"98"	"27.8"		
"2970"	"3"	"Maris Pinion"	"Minister/Els"			"英国"		"95"	"20.1"		
"2971"	"3"	"Maris Widgeon"	"Holdfast/Cappelle"			"英国"		"106"	"30.0"		
"2972"	"3"	"Marmin"	"Minturki/Marquis"			"美国"		"140"	"25.9"		
"2973"	"3"	"Marne"	"Hybride du Joncquois/Vilmorin 27//Hybride du Joncquios/P.L.M."			"法国"		"110"	"35.7"		
"2974"	"3"	"Marquillo"	"Marquis/Iumillo-DR (硬粒小麦)"			"美国"		"120"	"24.5"		
"2975"	"3"	"Martonvasar 2"	"Bezostaja 1×2/Fertodi 293"			"匈牙利"		"90"	"45.2"		
"2976"	"3"	"Martonvasar 3"	"Bezostaja 1/Fertodi 293"			"匈牙利"		"96"	"44.6"		
"2977"	"3"	"Marzotto"	"Mara/Impeto"			"意大利"		"66"	"28.6"		
"2978"	"3"	"Massaux 1"	"Gembloux/Tennarq"			"阿根廷"		"125"	"43.5"		
"2979"	"3"	"Massaux 3"	"Massaux 1/Marquis"			"阿根廷"		"110"	"28.5"		
"2980"	"3"	"Massaux 5"	"Sinvalocho M.A./Marquis"			"阿根廷"		"120"	"37.1"		
"2981"	"3"	"Master Piece"	"Squarehead Master/Holdfast"			"英国"		"120"	"25.8"		
"2982"	"3"	"Mayo 54"	"Egypt 101/Timstein//Mayo 48"			"墨西哥"		"85"	"38.8"		
"2983"	"3"	"Mayo 54 ×Norin 10"						"105"	"25.5"		
"2984"	"3"	"Mayo 64"	"Mayo 54//Norin 10/Brevor/3/2×Yaqui 54"			"墨西哥"		"76"	"27.7"		
"2985"	"3"	"Mc Call (Mccall)"	"Burt/Itana"			"美国"		"107"	"33.5"		
"2986"	"3"	"McMurachy(Mcmurachy)"	"在""Garnet""品种中发现(Garnet=Preston A/Riga M)"			"加拿大"		"130"	"20.0"		
"2987"	"3"	"Mediterranean"	"地中海地方品种"					"119"	"44.2"		
"2988"	"3"	"Mendel"	"Red Standard/Trifolium 14"			"瑞典"		"95"	"22.1"		
"2989"	"3"	"Mengavi"	"Eureka/C.I.12362//2×Gabo/3/Mentana/6×Gabo"			"澳大利亚"		"110"	"30.1"		
"2990"	"3"	"Mentana"	"Rieti/Wilbelmina//Akagomughi"			"意大利"		"100"	"36.3"		
"2991"	"3"	"Mentana×Compodoro F6"						"90"	"19.6"		
"2992"	"3"	"Mentana×Compodoro 9/11F8"						"98"	"32.4"		
"2993"	"3"	"Mercury"	"Ceres//Hope/Florence"			"美国"		"120"	"35.3"		
"2994"	"3"	"Mercury×Mercury×Comet1018"				"美国"		"100"	"32.1"		
"2995"	"3"	"Meteor"	"April Bearded/Yeoman"			"英国"		"129"	"20.5"		
"2996"	"3"	"Mexican 120"	"Yaktana 52//Norin 10/Brevor"			"墨西哥"		"56"	"33.1"		
"2997"	"3"	"Mexipak"	"Pj 62""s""/Gb 55"			"巴基斯坦"		"78"	"25.0"		
"2998"	"3"	"Mexipak 65"	"Penjamo 62/Gabo 55"			"墨西哥,巴基斯坦"		"76"	"27.2"		
"2999"	"3"	"Mexipak 66"	"同 Mexipak 65"			"巴基斯坦"		"78"	"26.1"		
"3000"	"3"	"Mexipak 68"	"同 Mexipak 65"			"巴基斯坦"		"80"	"30.0"		
"3001"	"3"	"Mexipak Red(墨巴66)"	"从墨西哥杂交种""L 8156""(Penjamo Sib/Gabo 55)中选出"			"巴基斯坦"		"76"	"31.5"		
"3002"	"3"	"Mexipak White (墨巴65)"	"同 Mexipak Red"			"巴基斯坦"		"70"	"31.8"		
"3003"	"3"	"(Mexique 50×B21)F6-35"				"法国"		"50"	"19.9"		
"3004"	"3"	"(Mexique50×B21) F6-43"				"法国"		"60"	"21.8"		
"3005"	"3"	"Mida"	"Mercury/RL 625"			"美国"		"120"	"37.4"		
"3006"	"3"	"Mida-McMurachy-Exchange"				"美国"		"99"	"32.6"		
"3007"	"3"	"Milfast"	"Atle/Holdfast"			"英国"		"105"	"21.8"		
"3008"	"3"	"Minflor"	"Minister/Folrence"			"澳大利亚"		"100"	"39.0"		
"3009"	"3"	"Minister"				"澳大利亚"		"105"	"15.5"		
"3010"	"3"	"Minter"	"Minturki/Hope"			"美国"		"125"	"26.2"		
"3011"	"3"	"Minturki"	"Odessa/Turkey"			"美国"		"125"	"32.5"		
"3012"	"3"	"Mistral"	"?"			"法国"		"102"	"27.3"		
"3013"	"3"	"Mochis F73"	"Sonora 64/Klein Rendidor//Bluebird Sib"			"墨西哥"		"60"	"31.5"		
"3014"	"3"	"Moisson"	"80-30(Versailles)/Etoile de Chuisy//Cappelle"			"法国"		"91"	"41.4"		
"3015"	"3"	"Moldova"	"Bucuresti 1/Skorospelka 3B"			"罗马尼亚"		"105"	"43.4"		
"3016"	"3"	"Molinel"	"在 Vilmorin 27 品种中发现"			"法国"		"120"	"30.0"		
"3017"	"3"	"Monon"	"(1)Knox Sib/Purdue 4127 A4-12-1;(2)选自Purdue 4127 A4-12-1(Knox Sib)"			"美国"		"123"	"26.0"		
"3018"	"3"	"Montagnano"	"Autonomia/Aquila"			"意大利"		"82"	"34.4"		
"3019"	"3"	"Mura"	"U-18/Fiorello"			"南斯拉夫"		"90"	"34.5"		
"3020"	"3"	"Nabawa"	"Gluyas Early/Bunyip"			"澳大利亚"		"115"	"32.7"		
"3021"	"3"	"Nabob"	"(1)选自Nigger;(2)Knox/Vermillion;(3)Indian 17/Federation"			"美国"		"108"	"42.7"		
"3022"	"3"	"Nacozari M 76"	"同 Bluejay (Tzpp/Pl//7C)"			"墨西哥"		"76"	"25.4"		
"3023"	"3"	"Nadadores 63"	"Penjamo 62/2×Yaqui"			"墨西哥"		"88"	"39.4"		
"3024"	"3"	"Nainari 60"	"Supremo/Mentana//Gabo/3/Thatcher/Queretaro//Kenya/Mentana/4/Gabo"			"墨西哥"		"94"	"39.6"		
"3025"	"3"	"Napayo"	"Manitou×2/4/Thatcher×5/Lee/3/Thatcher×7/Frontana//Thatcher×6/Kenya Farmer"			"加拿大"		"124"	"25.0"		
"3026"	"3"	"Narino 59"	"Frocor/Mcmurachy//Kentana 48/Yaqui 48"			"哥伦比亚"		"112"	"31.6"		
"3027"	"3"	"Narro FV-74"	"Narro=Bluebird//Inia 66/Napo 63/3/20350"			"墨西哥"		"79"	"46.9"		
"3028"	"3"	"NE 701132"	"Atlas 66/Comanche//Labcer"			"美国"		"105"	"36.3"		
"3029"	"3"	"Nebraska 28"	"Big Frame/Turkey"			"美国"		"126"	"26.0"		
"3030"	"3"	"Nebraska 60"	"选自 Turkey (选自 Crimean)"			"美国"		"117"	"32.0"		
"3031"	"3"	"Nebred"	"选自 Turkey (C.I.3684)"			"美国"		"110"	"36.5"		
"3032"	"3"	"Neepawa"	"Thatcher×7/Frontana//Thatcher×6/Kenya Farmer/3/Thatcher×2//Frontana/Thatcher"			"加拿大"		"115"	"25.5"		
"3033"	"3"	"Newturk"	"Newton/Turkey"			"美国"		"115"	"25.5"		
"3034"	"3"	"Niva"	"Cimbal/Saumiere"			"捷克"		"120"	"30.5"		
"3035"	"3"	"Nord Desprez"	"Vilmorin 27/Hybride du Joncquois"			"法国"		"117"	"33.5"		
"3036"	"3"	"Noroeste F-66"	"Lerma Rojo 64/Sonora 64"			"墨西哥"		"77"	"20.3"		
"3037"	"3"	"Norrona"	"Fram II/Sopu"			"挪威"		"125"	"17.5"		
"3038"	"3"	"Norteno M-67"	"Lerma Rojo 64/Sonora 64"			"墨西哥"		"90"	"37.4"		
"3039"	"3"	"Nova Banatka"	"由Bezostaia 4,Argelata,Bezostaia 1杂交选育而成"			"南斯拉夫"		"84"	"37.2"		
"3040"	"3"	"Nova Rana 1"	"由Bezostaia 1,NS 262,Mironovskaia 808 及NS 435 杂交选育而成"			"南斯拉夫"		"90"	"35.6"		
"3041"	"3"	"Nova Rana 2"	"同 Nova Rana 1"			"南斯拉夫"		"84"	"35.5"		
"3042"	"3"	"Novosadaka Rana 3"	"同 Nova Rana 1"			"南斯拉夫"		"84"	"35.7"		
"3043"	"3"	"Novi Sad 116"	"Heines VII/Campadore"			"南斯拉夫"		"89"	"44.0"		
"3044"	"3"	"Nowesta"	"选自Waldron[Justin/4/Lee/3/Kenya 338A//Lee/Mida(No 81)]"			"美国"		"90"	"25.9"		
"3045"	"3"	"NP(New Pusa)4"	"选自 Mundia"			"印度"		"99"	"35.1"		
"3046"	"3"	"NP 52"	"地方品种之间杂交"			"印度"		"96"	"24.2"		
"3047"	"3"	"NP 710"	"NP 52/NP 165"			"印度"		"90"	"35.3"		
"3048"	"3"	"NP 718"	"NP 52/NP 165"			"印度"		"94"	"38.2"		
"3049"	"3"	"NP 770"	"Pusa 52/Pusa 165"			"印度"		"100"	"40.8"		
"3050"	"3"	"NP 775"	"NP 4/?"			"印度"		"94"	"40.4"		
"3051"	"3"	"NP 797"	"同NP 792[E 220(Kenya C 10854)/NP 165]"			"印度"		"106"	"36.9"		
"3052"	"3"	"NP 798"	"同 NP792"			"印度"		"110"	"35.2"		
"3053"	"3"	"NP 799"	"同 NP792"			"印度"		"108"	"36.4"		
"3054"	"3"	"NP809"	"Democrat/C.518//Spaldings Prolific/NP114/3/E220(Kenya C 10854)"			"印度"		"130"	"36.7"		
"3055"	"3"	"NP 818"	"同 NP 809"			"印度"		"120"	"41.9"		
"3056"	"3"	"NP 825"	"同 NP 824(Wisc 245:44-25:7-5/NP 770//C.518/NP165)"			"印度"		"100"	"40.7"		
"3057"	"3"	"NP 829"	"Timstein/NP 165"			"印度"		"110"	"40.4"		
"3058"	"3"	"NP 830"	"Gabo/Niphad-4-DR(硬粒小麦)"			"印度"		"100"	"42.4"		
"3059"	"3"	"NP 832"	"E 145 (Kenya…)/N 24"			"印度"		"100"	"38.9"		
"3060"	"3"	"NP 852"	"E 1915 (?)/NP 761//NP 761"			"印度"		"90"	"35.1"		
"3061"	"3"	"NP 852A"	"E 1915/NP 761//NP 761"			"印度"		"85"	"37.8"		
"3062"	"3"	"NP 875"	"C.591/Gaza-DR(硬粒小麦）//2×C.591"			"印度"		"90"	"44.4"		
"3063"	"3"	"NP 876"	"同 NP 875"			"印度"		"90"	"44.5"		
"3064"	"3"	"NP 884"	"E 1913/NP 755"			"印度"		"90"	"43.4"		
"3065"	"3"	"NP 890"	"Gaza-DR(硬粒小麦)/C.281//C.281"			"印度"		"90"	"41.1"		
"3066"	"3"	"NS 32"	"Heine VII/Zagreb 129"			"南斯拉夫"		"96"	"34.4"		
"3067"	"3"	"NS 322"	"S 13/Aoba Komughi"			"南斯拉夫"		"84"	"26.8"		
"3068"	"3"	"NS 602"	"同 NS 322"			"南斯拉夫"		"64"	"36.5"		
"3069"	"3"	"NS 720 (Drina)"	"Fortunato/Redcoat"			"南斯拉夫"		"86"	"33.6"		
"3070"	"3"	"NS 732"	"同 NS 322"			"南斯拉夫"		"78"	"27.9"		
"3071"	"3"	"NS 735"	"同 NS 322"			"南斯拉夫"		"76"	"38.6"		
"3072"	"3"	"NS 736"	"同 NS 322"			"南斯拉夫"		"95"	"29.0"		
"3073"	"3"	"Nugaines"	"见 Gaines"			"美国"		"80"	"29.5"		
"3074"	"3"	"Nured"	"Forward/Fulcaster(Dietz)"			"美国"		"135"	"38.6"		
"3075"	"3"	"Nuri F 70"	"(1)见Cajeme 71;(2)同 Bluebird 1"			"墨西哥"		"80"	"31.5"		
"3076"	"3"	"Oasis"	"?"			"美国"		"95"	"32.8"		
"3077"	"3"	"Odin"	"Ergo 1/Glutn"			"瑞典"		"110"	"25.3"		
"3078"	"3"	"Odvos 241"	"选自 Champlain"			"罗马尼亚"		"120"	"38.8"		
"3079"	"3"	"Oktavia"	"Stupicka Vouska/Koga"			"捷克"		"119"	"22.9"		
"3080"	"3"	"Olaeta Calandria"	"?"			"阿根廷"		"100"	"32.8"		
"3081"	"3"	"Olaeta Cordial"	"?"			"阿根廷"		"120"	"37.7"		
"3082"	"3"	"Olaeta Halcon"	"Mentana/Lin Calel M.A.//Sinvalocho M.A."			"阿根廷"		"110"	"39.4"		
"3083"	"3"	"Olaeta Rumbo"	"Mentana/Lin Calel//Rexown/4/Renown/Klein 33/3/Sinvalocho//38M.A./AD 1156"			"阿根廷"		"110"	"42.0"		
"3084"	"3"	"Olaf"	"Waldron/半矮杆品钟(可能是 Justin,Conley,Norin 10)"			"美国"		"85"	"27.9"		
"3085"	"3"	"Olesen Dwarf"	"用Pitic 62与Mara 及本地来源不明的矮秆品种杂交育成"			"津巴布韦"		"40"	"22.5"		
"3086"	"3"	"Olympia"	"选自芬兰南部地方品种"			"芬兰"		"143"	"28.7"		
"3087"	"3"	"Olympic"	"Baldmin/Quadrat"			"澳大利亚"		"113"	"30.3"		
"3088"	"3"	"Omaha"	"Pawnee/Nebred"			"美国"		"120"	"32.5"		
"3089"	"3"	"Onas"	"Federation/Tarragon"			"美国"		"120"	"41.3"		
"3090"	"3"	"Onas 53"	"(Simplified) Kenyqa(P.I.117526)/5×Onas 41//2×Awned Onas"			"美国"		"110"	"28.1"		
"3091"	"3"	"Orca"	"Minister/Peko"			"荷兰"		"82"	"22.3"		
"3092"	"3"	"Oro"	"选自 Turkey"			"美国"		"117"	"34.1"		
"3093"	"3"	"Orofen(欧柔)"	"Newthatch/Marroqui 588//Kenya C 9908/Mentana/3/Frontana"			"智利"		"96"	"38.4"		
"3094"	"3"	"Osage C.I. 17292"	"5×Scout/Agent"			"美国"		"100"	"24.5"		
"3095"	"3"	"Oscar 1"	"Frontana //Kenya 58/Newthatch/3/3×San Pastore"			"意大利"		"84"	"30.7"		
"3096"	"3"	"Oscar VI"	"同 Oscar 1"			"意大利"		"84"	"33.9"		
"3097"	"3"	"Ostby"	"地方品种"			"挪威"		"123"	"21.5"		
"3098"	"3"	"Ostka Gruboklosa"	"选自 Rimpaus Fruher Bastard"			"波兰"					
"3099"	"3"	"Ostka Zlotoklosa"	"Ostka Mikulicka/Extra Squarehead"			"波兰"		"135"	"12.9"		
"3100"	"3"	"Ottawa"	"Hope/Pawnee/3/Oro/W 38//Comanche"			"美国"					
"3101"	"3"	"Ovest"	"Est/Virgilio"			"意大利"		"120"	"41.6"		
"3102"	"3"	"Pacific Triple Dwarf"	"选自墨西哥小麦玉米中心(CIMMYT)的原始材料"			"美国"		"57"	"26.6"		
"3103"	"3"	"Pajbjerg 184"	"同 Ideal"			"丹麦"		"115"	"20.6"		
"3104"	"3"	"Pajbjerg 188"	"同 Invicta (选自 Torifolium)"			"丹麦"		"115"	"23.7"		
"3105"	"3"	"Pamaress"	"Cappelle//Tadepi/Heine VII"			"法国"		"95"	"25.8"		
"3106"	"3"	"Palo Duro"	"Tascosa×4/Norin Derivative"			"美国"		"91"	"35.8"		
"3107"	"3"	"Pan"	"Chapingo 53//Norin 10/Brevor/3/Yaktana 54/4/Florence/Aurore"			"以色列"		"101"	"32.3"		
"3108"	"3"	"Pannonija 1"	"Panoaija=(1)Heines Ⅶ/129 Genus;(2)Heien Ⅶ/Zagreb 129"			"南斯拉夫"		"88"	"36.8"		
"3109"	"3"	"Pansar Ⅱ"	"选自 Pansar 1"			"瑞典"		"110"	"27.8"		
"3110"	"3"	"Pari 73"	"Ciano 67 姊妹系//Sonora.../Klein Rendidor/3/8156"			"巴基斯坦"		"59"	"29.7"		
"3111"	"3"	"Park"	"Mida/Cadet//Thatcher"			"加拿大"		"110"	"26.3"		
"3112"	"3"	"Parker"	"Quivira/3/Kanred Federation//Prelude/Kanred/4/Kawvale/Marquillo//Kawvale/Tenmarq"			"美国"		"106"	"30.0"		
"3113"	"3"	"Payizanka"	"(1)Bezostaja 1//Heine Ⅶ/Campadore;(2)Besostaia 1/NS 116"			"南斯拉夫"		"86"	"34.0"		
"3114"	"3"	"Pavlovicka 198"	"Hodonisnka Holica/Carsten V"			"西德"		"105"	"25.0"		
"3115"	"3"	"Pavon F 76"	"Vicam 71//Ciano 67姊妹系/Siete Cerros 66/3/Kalyansonja/Bluebird"			"墨西哥"		"78"	"26.9"		
"3116"	"3"	"Pawnee"	"Kawvale/Tenmarq"			"美国"		"115"	"34.4"		
"3117"	"3"	"Pax Cambier"	"Vilmorin 23/Vilmorin 27"			"法国"		"99"	"26.9"		
"3118"	"3"	"Peko"	"Peragis/Heines Kolben"			"德国"		"115"	"27.1"		
"3119"	"3"	"Pembina"	"(1)Thatcher/3/Mcmurachy/Exchange//3×Redman;(2)Thatcher/Selkirk 姊妹系"			"加拿大"		"110"	"29.9"		
"3120"	"3"	"Penjamo T62"	"Frontana/Kenya 58//Newthatch/3/Norin 10/Brevor"			"墨西哥"		"84"	"33.0"		
"3121"	"3"	"Penkop"	"C 17-1-1-1/Scheepers//Kanya B 256 G/3/39 W 61"			"南非"		"105"	"35.6"		
