"id"	"品资所编号"	"品种名称"	"系谱"	"原名"	"来源"	"原产地"	"选育单位"	"株高"	"千粒重"	"选育年限"	"备注"
"576"	"3"	"忻县200"	"太原4号/早洋麦"				"山西忻县地区农科所"	"100"	"0.0"		
"577"	"3"	"忻县220"	"太原2号/早洋麦"				"山西忻县地区农科所"	"100"	"0.0"		
"578"	"3"	"忻县229"	"太原2号/早洋麦"				"山西忻县地区农科所"	"90"	"37.0"	"1971"	
"579"	"3"	"忻农4号"	"3777系选"				"山西忻县地区农科所"	"100"	"0.0"		
"580"	"3"	"忻农5号"	"甘肃96系选"				"山西忻县地区农科所"	"100"	"0.0"		
"581"	"3"	"忻农6号"	"甘肃96系选"				"山西忻县地区农科所"	"100"	"0.0"		
"582"	"3"	"忻县219"	"太原2号/早洋麦"				"山西忻县地区农科所"	"100"	"0.0"		
"583"	"3"	"系选1号"	"多穗小麦系选"				"山西忻县大王大队"	"80"	"0.0"		
"584"	"3"	"路选1号"	"北京5号系选"				"山西忻县新路大队"				
"585"	"3"	"旱选2号"	"农大15/华北187"				"山西吕梁地区农科所"	"121"	"30.0"	"1971"	
"586"	"3"	"旱选4号"	"1817系选"				"山西吕梁地区农科所"	"90"	"0.0"		
"587"	"3"	"旱选10号"	"农大15/华北187"				"山西吕梁地区农科所"	"133"	"33.0"	"1974"	
"588"	"3"	"晋阳 5号"	"华北187/阿桑"				"山西吕梁地区农科所"	"107"	"35.0"	"1972"	
"589"	"3"	"晋阳829"	"华北187/阿桑"				"山西吕梁地区农科所"	"103"	"0.0"		
"590"	"3"	"晋阳835"	"华北187/阿桑"				"山西吕梁地区农科所"	"90"	"0.0"		
"591"	"3"	"晋阳838"	"华北187/阿桑"				"山西吕梁地区农科所"	"80"	"0.0"		
"592"	"3"	"晋阳1047"	"华北187/阿勃"				"山西吕梁地区农科所"	"85"	"0.0"		
"593"	"3"	"晋阳1048"	"华北187/阿勃"				"山西吕梁地区农科所"	"85"	"0.0"		
"594"	"3"	"晋阳1050"	"华北187/阿勃"				"山西吕梁地区农科所"	"110"	"0.0"		
"595"	"3"	"晋麦1号"	"胜利/1817//铭贤169"				"山西吕梁地区农科所"	"110"	"0.0"		
"596"	"3"	"晋麦5号"	"农大15/华北187"				"山西吕梁地区农科所"	"100"	"33.0"		
"597"	"3"	"晋麦6号"	"北京6号/阿勃"				"山西吕梁地区农科所"	"113"	"0.0"		
"598"	"3"	"晋麦7号"	"石家庄54//英国麦/安徽5号"				"山西吕梁地区农科所"	"88"	"36.0"		
"599"	"3"	"晋麦8号"	"华北187/阿桑"				"山西吕梁地区农科所"	"80"	"43.0"	"1974"	
"600"	"3"	"晋麦9号"	"石家庄54/阿勃"				"山西吕梁地区农科所"	"113"	"0.0"		
"601"	"3"	"晋麦10号"	"石家庄54/阿勃"				"山西吕梁地区农科所"	"78"	"39.0"		
"602"	"3"	"旱选1号"	"农大15/华北187"				"山西吕梁地区农科所"	"105"	"30.0"		
"603"	"3"	"旱选3号"	"北京5号/马波"				"山西吕梁地区农科所"	"100"	"35.0"		
"604"	"3"	"66-148"	"华北187/阿桑"				"山西吕梁地区农科所"	"92"	"0.0"		
"605"	"3"	"株60"	"小吉野暮系选"				"山西吕梁地区农科所"	"60"	"0.0"		
"606"	"3"	"梧农3号"	"北京10号/太原116"				"山西孝义县梧桐公社农场"	"88"	"0.0"		
"607"	"3"	"长治313"	"北京6号/阿勃"				"山西晋东南地区农科所"	"110"	"37.0"	"1965"	
"608"	"3"	"长治507"	"鹅冠186/农大17//早洋麦"				"山西晋东南地区农科所"	"100"	"42.0"	"1971"	
"609"	"3"	"长治515"	"鹅冠186/农大17//早洋麦"				"山西晋东南地区农作所"	"98"	"38.0"	"1965"	
"610"	"3"	"长治516"	"晋农52/5711"				"山西晋东南地区农作所"	"100"	"38.0"	"1971"	
"611"	"3"	"长治517"	"早硬45/选344"				"山西晋东南地区农作所"	"100"	"34.0"	"1974"	
"612"	"3"	"长治518"	"弗罗瑞斯/北京8号"				"山西晋东南地区农作所"	"92"	"35.0"	"1974"	
"613"	"3"	"长治519"	"东方红1号/选1183"				"山西晋东南地区农作所"	"95"	"34.0"	"1975"	
"614"	"3"	"长治528"	"农大16/早洋麦"				"山西晋东南地区农作所"			"1971"	
"615"	"3"	"长治570"	"农大90/特德"				"山西晋东南地区农作所"			"1971"	
"616"	"3"	"长治600"	"华中2号/3004"				"山西晋东南地区农作所"			"1971"	
"617"	"3"	"长治603"	"东方红1号/1183"				"山西晋东南地区农作所"	"95"	"39.0"	"1976"	
"618"	"3"	"长治604"	"东方红1号/1183"				"山西晋东南地区农作所"	"950"	"40.0"	"1976"	
"619"	"3"	"长治620"	"长治16/奥克曼"				"山西晋东南地区农作所"	"90"	"36.0"	"1969"	
"620"	"3"	"长治639"	"0139系选"				"山西晋东南地区农作所"	"90"	"37.0"	"1971"	
"621"	"3"	"长治648"	"早硬45/选44"				"山西晋东南地区农作所"	"95"	"46.0"	"1976"	
"622"	"3"	"长治854"	"67-3205/东方红1号"				"山西晋东南地区农作所"	"110"	"38.0"	"1972"	
"623"	"3"	"长治1018"	"晋农52/北京8号"				"山西晋东南地区农作所"	"110"	"35.0"	"1972"	
"624"	"3"	"长治1050"	"北京8号/石交6055M6-102-3"				"山西晋东南地区农作所"	"100"	"38.0"	"1972"	
"625"	"3"	"长治1084"	"晋农52/5711"				"山西晋东南地区农作所"	"100"	"40.0"	"1972"	
"626"	"3"	"75-7123"	"鉴7/2018"				"山西晋东南地区农作所"	"100"	"0.0"		
"627"	"3"	"75-7081"	"0208/620"				"山西晋东南地区农作所"	"95"	"0.0"		
"628"	"3"	"长治早熟1号"	"农大155/晋农5715"				"山西晋东南地区农科所"	"85"	"42.0"	"1977"	
"629"	"3"	"南漳1号"	"长治313系选"				"山西长子县南漳大队"	"98"	"0.0"		
"630"	"3"	"农迎1号"	"平原50/早洋麦"				"山西晋城西吴大队"	"115"	"0.0"		
"631"	"3"	"临晋9号"	"丰产3号/陕农17"				"山西临晋社办站"	"84"	"0.0"		
"632"	"3"	"晋南11"	"碧蚂1号系选"				"山西临汾地区农科所"	"113"	"0.0"		
"633"	"3"	"晋南14"	"晋南108系选"				"山西临汾地区农科所"	"118"	"0.0"	"1966"	
"634"	"3"	"运麦10"	"中农28/碧蚂4号"				"山西运城农科所"	"100"	"38.0"	"1958"	
"635"	"3"	"运麦11"	"石家庄54系选"				"山西运城农科所"	"90"	"32.0"	"1971"	
"636"	"3"	"运麦12"	"石特14/南大2419"				"山西运城农科所"	"90"	"35.0"	"1958"	
"637"	"3"	"运麦13"	"石特14/南大2419//平原50/南大2419"				"山西运城农科所"	"93"	"0.0"		
"638"	"3"	"运麦14"	"陕北22/北京8号"				"山西运城农科所"	"92"	"0.0"		
"639"	"3"	"香山3号"	"向阳2号系选"				"山西闻喜县东官庄"	"98"	"0.0"		
"640"	"3"	"临选1号"	"丰产2号系选"				"山西临猗县良种场"	"99"	"0.0"		
"641"	"3"	"西关1号"	"6521系选"				"山西临猗县西关农场"	"88"	"0.0"		
"642"	"3"	"南阳2号"	"2301系选"				"山西万荣县里望公社"	"83"	"0.0"		
"643"	"3"	"翟店10号"	"北京6号/石特14"				"山西稷山县翟店"	"86"	"0.0"		
"644"	"3"	"运辐早"	"(丰产2号//碧蚂4号/南大2419)辐射处理"				"山西省棉花所粮作室"	"85"	"38.0"	"1971"	
"645"	"3"	"毕红穗"	"毕克齐小白麦系选"				"内蒙古农科所"	"85"	"32.0"	"1959"	
"646"	"3"	"小白麦257"	"小白麦系选"				"内蒙古农科所"	"80"	"0.0"	"195"	
"647"	"3"	"内蒙3号"	"南大2419/(3652+松花江2号)"				"内蒙古农科所"	"100"	"40.0"	"1965"	
"648"	"3"	"内蒙4号"	"南大2419/(3652+松花江2号)"				"内蒙古农科所"	"99"	"31.0"	"1965"	
"649"	"3"	"内蒙7号"	"南大2419/(3625+松花江2号)"				"内蒙古农科所"	"99"	"33.0"	"1965"	
"650"	"3"	"蒙杂7328"	"内蒙7号/欧柔"				"内蒙古农科所"	"95"	"40.0"	"1973"	
"651"	"3"	"蒙杂7408"	"内蒙7号/欧柔"				"内蒙古农科所"	"85"	"38.0"	"1973"	
"652"	"3"	"蒙杂7415"	"内蒙7号/欧柔"				"内蒙古农科所"	"100"	"42.0"	"1974"	
"653"	"3"	"蒙杂7430"	"欧柔/阿勃"				"内蒙古农科所"	"100"	"46.0"	"1974"	
"654"	"3"	"蒙杂7433"	"新曙光1号/欧柔"				"内蒙古农科所"	"100"	"46.0"	"1974"	
"655"	"3"	"蒙杂7435"	"墨巴65/内蒙3号"				"内蒙古农科所"	"105"	"42.0"	"1974"	
"656"	"3"	"蒙选70-7"	"欧柔系选"				"内蒙古农科所"	"90"	"37.0"	"197"	
"657"	"3"	"蒙选70-10"	"欧柔系选"				"内蒙古农科所"	"85"	"38.0"	"197"	
"658"	"3"	"7162-2"	"(欧柔/辽春1号//如罗)辐射处理"				"内蒙古农科所"	"85"	"39.0"	"1974"	
"659"	"3"	"玉兰麦"	"内蒙古施手麦系选"				"内蒙古土默特旗农民戚玉兰"	"100"	"30.0"	"1951"	
"660"	"3"	"包麦1号(内麦2号)"	"7508/京红1号"				"内蒙古包头农科院"	"95"	"35.0"	"1975"	
"661"	"3"	"乌春2号"	"张选59-806/松花江2号"				"内蒙古乌盟农科所"	"90"	"36.0"	"197"	
"662"	"3"	"乌春3号"	"巴基斯坦/科春5号//原农53"				"内蒙古乌盟农科所"	"105"	"40.0"	"1974"	
"663"	"3"	"乌春4号"	"科春5号/安徽6号"				"内蒙古乌盟农科所"	"80"	"40.0"	"1974"	
"664"	"3"	"内麦1号(商选1号)"	"大芒麦系选"				"内蒙古乌盟商都县"	"100"	"37.0"	"1967"	
"665"	"3"	"三八小麦"	"甘肃96混合选育"				"内蒙古锡盟万寿滩公社"	"110"	"35.0"	"1974"	
"666"	"3"	"白欧柔(内麦4号,河套3号)"	"欧柔系选"				"内蒙古巴盟农科所"	"85"	"36.0"	"1972"	
"667"	"3"	"梁来友白皮小麦"	"白皮小麦系选"				"内蒙古巴盟中后旗"	"90"	"30.0"	"1951"	
"668"	"3"	"杭良1号"	"欧柔系选"				"内蒙古巴盟杭锦后旗良种场"	"100"	"42.0"	"1968"	
"669"	"3"	"屯垦1号"	"五里营小日期/甘肃96"				"内蒙古巴盟山嘴农试场"	"80"	"38.0"	"197"	
"670"	"3"	"屯垦2号(农垦2号)"	"五里营小日期/甘肃96"				"内蒙古巴盟山嘴农试场"	"75"	"40.0"	"197"	
"671"	"3"	"89.0"	"新白麦/萨奇尔"				"内蒙古巴盟山嘴农试场"	"95"	"38.0"	"1975"	
"672"	"3"	"绥农1号"	"长芒麦系选"				"原绥远农试场"	"100"	"0.0"	"195"	
"673"	"3"	"西蒙芒麦215"	"长芒麦系选"				"原绥远农试场"	"90"	"0.0"	"195"	
"674"	"3"	"辽春1号"	"明尼2716/华东5201"				"辽宁农科院"	"93"	"32.0"	"1962"	
"675"	"3"	"辽春2号"	"明尼2716/华东5201"				"辽宁农科院"	"96"	"35.0"	"1962"	
"676"	"3"	"辽春4号"	"明尼2716/华东5201"				"辽宁农科院"	"94"	"32.0"	"1962"	
"677"	"3"	"辽春5号"	"辽春1号/弗朗塔纳"				"辽宁农科院"	"90"	"37.0"	"1967"	
"678"	"3"	"辽春6号"	"弗朗塔纳/辽春1号"				"辽宁农科院"	"95"	"38.0"	"197"	
"679"	"3"	"辽春7号"	"辽春1号/弗朗塔纳//如罗"				"辽宁农科院"	"93"	"35.0"	"1972"	
"680"	"3"	"辽春8号"	"辽春6号系选"				"辽宁农科院"	"94"	"35.0"	"1974"	
"681"	"3"	"沈68-71"	"阿夫/免51//弗朗塔纳/免51"				"辽宁农科院"	"95"	"38.0"	"1971"	
"682"	"3"	"辽辐1号"	"辽春6号辐射处理"				"辽宁农科院物理所"	"90"	"37.0"	"1977"	
"683"	"3"	"辽辐2号"	"辽春6号辐射处理"				"辽宁农科院物理所"	"90"	"38.0"	"1977"	
"684"	"3"	"沈农1号(辽刚)"	"辽春1号/克钢"				"沈阳农学院"	"100"	"36.0"	"1966"	
"685"	"3"	"沈农2号"	"如罗/欧柔"				"原辽宁省铁岭农学院"	"80"	"35.0"	"1972"	
"686"	"3"	"沈农3号"	"内乡5号/欧柔"				"原辽宁省铁岭农学院"	"90"	"40.0"	"1968"	
"687"	"3"	"沈农4号"	"辽春1号/萨奇尔//内乡5号/明尼2761"				"原辽宁省铁岭农学院"	"100"	"40.0"	"1968"	
"688"	"3"	"沈农5号"	"如罗/欧柔"				"沈阳农学院"	"87"	"0.0"		
"689"	"3"	"免字849"	"H4615/肯尼亚//辽春1号"				"沈阳农学院"	"100"	"28.0"	"1963"	
"690"	"3"	"免字882-7"	"欧柔//免字66/辽春1号"				"原辽宁省铁岭农学院"	"95"	"38.0"	"1967"	
"691"	"3"	"免字882-10"	"欧柔//免字66/辽春1号"				"原辽宁省铁岭农学院"	"95"	"44.0"	"1967"	
"692"	"3"	"免字841-1-6"	"如罗/欧柔"				"原辽宁省铁岭农学院"	"100"	"36.0"	"197"	
"693"	"3"	"免字841-1-12"	"如罗/欧柔"				"原辽宁省铁岭农学院"	"100"	"33.0"	"197"	
"694"	"3"	"免字3102"	"如罗/欧柔F3-840//火球"				"原辽宁省铁岭农学院"	"90"	"35.0"	"1967"	
"695"	"3"	"丰强1号"	"明尼2752/合作2号"				"吉林省农科院"	"107"	"32.0"	"1959"	
"696"	"3"	"丰强2号"	"C.I.12268/合作4号"				"吉林省农科院"	"108"	"33.0"	"1961"	
"697"	"3"	"草原1号"	"自骆驼/MM21-13"				"吉林省农科院"	"110"	"31.0"	"1962"	
"698"	"3"	"草原2号"	"白骆驼/MM47-14"				"吉林省农科院"	"108"	"31.0"	"1962"	
"699"	"3"	"草原3号"	"锦州大麦/C.I.12268"				"吉林省农科院"	"100"	"33.0"	"1961"	
"700"	"3"	"草原4号"	"松花江2号/合作7号"				"吉林省农科院"	"116"	"33.0"	"1962"	
"701"	"3"	"吉春174"	"合作2号/明尼Ⅱ-50-25"				"吉林省农科院"	"113"	"33.0"	"1964"	
"702"	"3"	"吉春190"	"合作6号/明尼Ⅱ-50-25"				"吉林省农科院"	"89"	"30.0"	"1964"	
"703"	"3"	"吉春199"	"合作7号/明尼Ⅱ-50-25"				"吉林省农科院"	"100"	"31.0"	"1964"	
"704"	"3"	"吉春204"	"松花江2号/明尼Ⅱ-50-25"				"吉林省农科院"	"103"	"31.0"	"1964"	
"705"	"3"	"吉春274"	"62G15/6508//贝塔纳"				"吉林省农科院"	"93"	"35.0"	"1977"	
"706"	"3"	"吉春279"	"62G15/6508//贝塔纳"				"吉林省农科院"	"95"	"35.0"	"1974"	
"707"	"3"	"吉春310"	"龙69-137/纳里诺59"				"吉林省农科院"	"95"	"35.0"	"1974"	
"708"	"3"	"合作1号"	"改良3号147-21/黎华137-8"				"前哈尔滨农试场"	"115"	"35.0"	"1953"	
"709"	"3"	"合作2号"	"黎华137-8/满沟355A-531"				"前哈尔滨农试场"	"95"	"33.0"	"1953"	
"710"	"3"	"合作3号"	"黎华137-8/胡隆"				"前哈尔滨农试场"	"107"	"33.0"	"1953"	
"711"	"3"	"合作4号"	"满沟335A-531/马奎罗"				"前哈尔滨农试场"	"100"	"36.0"	"1953"	
"712"	"3"	"合作6号"	"松花江1号/肇安"				"前哈尔滨农试场"	"99"	"31.0"	"1953"	
"713"	"3"	"合作7号"	"白骆跎/兰寿"				"前哈尔滨农试场"	"108"	"28.0"	"1956"	
"714"	"3"	"龙麦1号"	"东农53-1207/天兰偃麦草"				"黑龙江省农科院"	"90"	"40.0"	"1967"	
"715"	"3"	"龙麦2号"	"合作2号/天兰偃麦草"				"黑龙江省农科院"	"100"	"40.0"	"1968"	
"716"	"3"	"新曙光1号"	"(阿勃/欧柔)辐射处理"				"黑龙江省农科院"	"80"	"40.0"	"1971"	
"717"	"3"	"新曙光2号"	"(克70-3/欧柔)辐射处理"				"黑龙江省农科院"	"80"	"0.0"		
"718"	"3"	"新曙光3号"	"辽春2号/鹅冠186//早红"				"黑龙江省农科院"	"75"	"35.0"	"1971"	
"719"	"3"	"新曙光4号"	"东农104/克坚"				"黑龙江省农科院"	"100"	"40.0"	"1971"	
"720"	"3"	"新曙光5号"	"早红/欧柔"				"黑龙江省农科院"	"80"	"40.0"	"1971"	
"721"	"3"	"新曙光6号"	"合作2号/兰偃麦//克风"				"黑龙江省农科院"	"90"	"40.0"	"1972"	
"722"	"3"	"新曙光7号"	"小黑麦AD-20/辽春2号"				"黑龙江省农科院"	"100"	"30.0"	"1972"	
"723"	"3"	"新曙光8号"	"东农101/远中3908"				"黑龙江省农科院"	"80"	"0.0"		
"724"	"3"	"新曙光9号"	"东农101/远中3908"				"黑龙江省农科院"	"80"	"30.0"	"1975"	
"725"	"3"	"东农101"	"松花江1号/兰寿"				"东北农学院"	"90"	"30.0"	"1958"	
"726"	"3"	"东农102"	"合作2号/麦粒多"				"东北农学院"	"90"	"30.0"	"1959"	
"727"	"3"	"东农104"	"合作4号/合作6号"				"东北农学院"	"100"	"30.0"	"196"	
"728"	"3"	"东农107"	"松花江2号/合作2号"				"东北农学院"	"90"	"33.0"	"196"	
"729"	"3"	"黑春1号"	"克62-194/克63-199"				"黑龙江省黑河地区农科所"	"90"	"0.0"		
"730"	"3"	"北新1号"	"松花江2号/阿泊"				"黑龙江北安地区良种场"	"85"	"35.0"	"1966"	
"731"	"3"	"北新2号"	"C.I.12268/玛拉"				"黑龙江北安地区良种场"	"90"	"0.0"	"1966"	
"732"	"3"	"北新3号"	"松花江1号/阿夫//克坚"				"黑龙江北安地区良种场"			"197"	
"733"	"3"	"北新4号"	"松花江1号/阿夫//北63-1301"				"黑龙江北安地区良种场"	"100"	"35.0"	"197"	
"734"	"3"	"北新5号"	"哈63-5177/克坚"				"黑龙江北安地区良种场"	"100"	"35.0"	"1971"	
"735"	"3"	"佳选2号"	"Ⅱ-37-3/滨南"				"黑龙江合江地区农科所"	"81"	"0.0"		
"736"	"3"	"合春1号"	"麦粒多/明尼2075秃不齐五芒"				"黑龙江合江地区农科所"	"90"	"35.0"	"1965"	
"737"	"3"	"合春2号"	"合作6号/Ⅱ-36-61"				"黑龙江合江地区农科所"	"91"	"30.0"	"1968"	
"738"	"3"	"合春3号"	"合作7号//佛手麦/大白麦/3/合作2号变异类型960/4/中大5042"				"黑龙江合江地区农科所"	"91"	"36.0"	"1968"	
"739"	"3"	"合春4号"	"小麦公交5002-1768的胚与水稻合作2号胚乳无性嫁接"				"黑龙江合江地区农科所"	"95"	"41.0"	"1968"	
"740"	"3"	"合春5号"	"敦化冬小麦/乌辛斯卡亚//佳51-1233"				"黑龙江合江地区农科所"	"100"	"36.0"	"1968"	
"741"	"3"	"合春6号"	"敦化冬小麦/乌辛斯卡亚//佳51-1233"				"黑龙江合江地区农科所"	"100"	"30.0"	"1968"	
"742"	"3"	"合春7号"	"明尼Ⅱ-50-25/阿夫"				"黑龙江合江地区农科所"	"103"	"35.0"	"1971"	
"743"	"3"	"合春8号"	"Ⅱ-57-11-602-1/辽春1号"				"黑龙江合江地区农科所"	"95"	"0.0"	"1971"	
"744"	"3"	"合春9号"	"合春4号/克红"				"黑龙江合江地区农科所"	"99"	"0.0"	"1971"	
"745"	"3"	"合春11"	"辽春3-74小麦的胚与陆稻合江561-4胚乳无性嫁接"				"黑龙江合江地区农科所"	"85"	"32.0"	"1972"	
"746"	"3"	"合春12"	"合春7号/辽春1号"				"黑龙江合江地区农科所"	"97"	"30.0"	"1972"	
"747"	"3"	"佳72-818"	"合春7号/辽春1号"				"黑龙江合江地区农科所"	"97"	"0.0"		
"748"	"3"	"佳70-253"	"合春2号/克坚//克坚/合春1号"				"黑龙江合江地区农科所"	"100"	"32.0"	"197"	
"749"	"3"	"联丰"	"明尼Ⅱ-50-25/阿勃"				"黑龙江合江地区农科所"	"97"	"32.0"	"1966"	
"750"	"3"	"钢107"	"克钢/垦5030"				"黑龙江红兴隆农科所"	"85"	"35.0"	"1974"	
"751"	"3"	"钢108"	"克钢/垦5030"				"黑龙江红兴隆农科所"	"82"	"35.0"	"1974"	
"752"	"3"	"兵麦302(垦149)"	"合春1号/安徽9号"				"原东北农垦总局农科所"	"80"	"42.0"	"197"	
"753"	"3"	"文胜"	"阿勃/克壮"				"黑龙江嫩江地区良种场"				
"754"	"3"	"嫩麦5号"	"阿勃/克壮"				"黑龙江嫩江地区良种场"	"95"	"0.0"		
"755"	"3"	"克进1号"	"松花江3号/合作4号"				"黑龙江克山农科所"	"107"	"0.0"		
"756"	"3"	"克进2号"	"合作4号/麦粒多"				"黑龙江克山农科所"	"113"	"0.0"		
"757"	"3"	"克进3号"	"合作4号/麦粒多"				"黑龙江克山农科所"	"95"	"0.0"		
"758"	"3"	"克进4号"	"松花江3号/合作4号"				"黑龙江克山农科所"	"114"	"37.0"	"1959"	
"759"	"3"	"克进5号"	"松花江3号/合作4号"				"黑龙江克山农科所"	"100"	"0.0"		
"760"	"3"	"克进6号"	"克珍/克红"				"黑龙江克山农科所"	"105"	"0.0"		
"761"	"3"	"克丰1号"	"克杂61-199/克杂60-39"				"黑龙江克山农科所"	"82"	"32.0"	"1968"	
"762"	"3"	"克旱"	"中国赤粒/锐南斯//满沟/3/c.I.12268/4/阿夫/5/麦粒多/C.I.12268//C.I.12356/3/阿夫"				"黑龙江克山农科所"	"90"	"0.0"		
"763"	"3"	"克旱2号"	"克珍/克红"				"黑龙江克山农科所"	"114"	"40.0"	"1969"	
"764"	"3"	"克旱3号"	"克杂61-199/天兰偃麦草"				"黑龙江克山农科所"	"105"	"30.0"	"197"	
"765"	"3"	"克罕4号"	"克珍/克红"				"黑龙江克山农科所"	"101"	"34.0"	"197"	
"766"	"3"	"克罕5号"	"克珍/克红"				"黑龙江克山农科所"	"108"	"37.0"	"197"	
"767"	"3"	"克旱6号"	"克珍/克红"				"黑龙江克山农科所"	"100"	"30.0"	"1971"	
"768"	"3"	"克罕7号"	"克珍/克红"				"黑龙江克山农科所"	"98"	"30.0"	"1973"	
"769"	"3"	"克旱8号"	"克65F3-799/如罗"				"黑龙江克山农科所"	"100"	"0.0"	"1975"	
"770"	"3"	"克繁"	"鹅冠186/克壮//C.I.12268"				"黑龙江克山农科所"	"92"	"33.0"	"1965"	
"771"	"3"	"克坚"	"中国赤粒/锐南斯//满沟/3/阿夫"				"黑龙江克山农科所"	"79"	"40.0"	"1967"	
"772"	"3"	"克健"	"松花江3号/满沟335A-531//松花江3号/苏联火麦子/3/麦粒多"				"黑龙江克山农科所"	"110"	"33.0"	"1962"	
"773"	"3"	"克红"	"同克旱"				"黑龙江克山农科所"	"91"	"34.0"	"1967"	
"774"	"3"	"克全"	"同克旱"				"黑龙江克山农科所"	"94"	"30.0"	"1968"	
"775"	"3"	"克风"	"克强/克55原304//阿夫"				"黑龙江克山农科所"	"95"	"33.0"	"1966"	
"776"	"3"	"克茂"	"松花江3号/合作4号"				"黑龙江克山农科所"	"108"	"35.0"	"1965"	
"777"	"3"	"克群"	"同克旱"				"黑龙江克山农科所"	"103"	"30.0"	"1966"	
"778"	"3"	"克珍"	"克杂53-652/阿夫//AD20"				"黑龙江克山农科所"	"105"	"32.0"	"1967"	
"779"	"3"	"克壮"	"松花江3号/合作4号"				"黑龙江克山农科所"	"107"	"36.0"	"1958"	
"780"	"3"	"克强"	"松花江3号/合作4号"				"黑龙江克山农科所"	"100"	"37.0"	"1958"	
"781"	"3"	"克钢"	"Ⅱ-38-1/黎华//C.I.12268"				"黑龙江克山农科所"	"100"	"29.0"	"1962"	
"782"	"3"	"克津"	"克61-199/天兰冰草"				"黑龙江克山农科所"	"116"	"0.0"	"1968"	
"783"	"3"	"克光"	"Ⅱ-38-1/黎华//C.I.12268"				"黑龙江克山农科所"	"103"	"0.0"	"1963"	
"784"	"3"	"克涝1号"	"克61-199/天兰冰草"				"黑龙江克山农科所"	"99"	"30.0"	"1969"	
"785"	"3"	"克涝2号"	"克70-347/克61F2-122-3"				"黑龙江克山农科所"	"101"	"30.0"	"197"	
"786"	"3"	"克涝3号"	"克群/克61-137"				"黑龙江克山农科所"	"78"	"35.0"	"1973"	
"787"	"3"	"早红"	"麦粒多/C.I.12268/3/克53-652/克55原304//C.I.12356/4/阿夫"				"黑龙江克山农科所"	"78"	"0.0"	"1965"	
"788"	"3"	"克早1号"	"早红/克61F2-122"				"黑龙江克山农科所"	"81"	"0.0"		
"789"	"3"	"克69-701"	"克64F3-526/如罗"				"黑龙江克山农科所"	"90"	"0.0"		
"790"	"3"	"松花江1号"	"马奎斯/尤米罗//马奎斯/坎红麦"				"伪满时期引入东北"	"100"	"30.0"	"1949"	
"791"	"3"	"松花江2号(明尼2761)"	"H44/马奎斯/3/萨奇尔"				"伪满时期引入东北"	"96"	"30.0"	"1949"	
"792"	"3"	"松花江3号(明尼2759)"	"希望/西里斯//弗罗伦斯"				"伪满时期引入东北"	"65"	"30.0"	"1949"	
"793"	"3"	"松花江4号(明尼Ⅱ37-39)"	"明尼2761/明尼2739"				"伪满时期引入东北"	"85"	"30.0"	"1949"	
"794"	"3"	"松花江5号(明尼Ⅱ37-34)"	"明尼2761/明尼2739"				"伪满时期引入东北"	"89"	"30.0"	"1949"	
"795"	"3"	"松花江6号"	"C.I.503"				"伪满时期引入东北"	"85"	"30.0"	"1949"	
"796"	"3"	"松花江7号(C.I 12302)"	"马奎斯/H44"				"伪满时期引入东北"	"95"	"30.0"	"1949"	
"797"	"3"	"麦粒多"	"H44/西里斯"				"原东北农科所由北京引入"	"95"	"35.0"	"1949"	
"798"	"3"	"白骆驼"	"希望/西里斯"				"伪满时期引入东北"	"105"	"32.0"	"1949"	
"799"	"3"	"西北134"	"碧蚂6号/西农6028"				"陕西省农林科学院"	"120"	"32.0"	"1955"	
"800"	"3"	"西北612"	"碧蚂5号/西农6028"				"陕西省农林科学院"	"125"	"32.0"	"1955"	
"801"	"3"	"50F141-32"	"碧蚂1号/西农6028"				"陕西省农林科学院"	"125"	"32.0"	"1956"	
"802"	"3"	"陕农1号"	"碧蚂1号/西农6028"				"陕西省农林科学院"	"125"	"32.0"	"1956"	
"803"	"3"	"陕农2号"	"碧蚂1号/西农6028"				"陕西省农林科学院"	"125"	"26.0"	"1956"	
"804"	"3"	"陕农3号"	"碧蚂1号/西农6028"				"陕西省农林科学院"	"110"	"31.0"	"1956"	
"805"	"3"	"陕农6号"	"碧蚂4号/西农6028"				"陕西省农林科学院"	"94"	"27.0"	"1956"	
"806"	"3"	"陕农8号"	"碧蚂5号/西农6028"				"陕西省农林科学院"	"101"	"31.0"	"1956"	
"807"	"3"	"陕农9号"	"碧蚂5号/西农6028"				"陕西省农林科学院"	"117"	"31.0"	"1956"	
"808"	"3"	"陕农10号"	"碧蚂6号/西农6028"				"陕西省农林科学院"	"93"	"27.0"	"1956"	
"809"	"3"	"陕农12"	"西北612中选育"				"陕西省农林科学院"	"112"	"33.0"	"1956"	
"810"	"3"	"陕农13"	"西北612中选育"				"陕西省农林科学院"	"140"	"33.0"	"196"	
"811"	"3"	"陕农16"	"碧蚂1号/佛手麦"				"陕西省农林科学院"			"196"	
"812"	"3"	"陕农17"	"碧蚂4号/尤皮2号"				"陕西省农林科学院"	"105"	"37.0"	"1962"	
"813"	"3"	"陕农18"	"碧蚂1号/苏联早熟1号"				"陕西省农林科学院"	"125"	"36.0"	"1964"	
"814"	"3"	"陕农19"	"碧蚂4号/尤皮2号"				"陕西省农林科学院"	"115"	"36.0"	"1962"	
"815"	"3"	"陕农20"	"碧蚂4号/尤皮2号"				"陕西省农林科学院"	"115"	"32.0"	"1962"	
