"id"	"青枯病"	"科名"	"施木克值"	"品种名称"	"杂气"	"选育单位"	"茎围"	"叶面"	"叶片厚薄"	"吃味"	"移栽至开花"	"杂交组合"	"根结线虫病"	"单位编号"	"类型"	"黑胫病"	"译名"	"叶缘"	"总糖"	"劲头"	"属名"	"统一编号"	"糖／碱"	"学名"	"灰色"	"叶尖"	"花色"	"蛋白质"	"库编号"	"株型"	"省"	"原产地"	"叶色"	"CMV"	"烟碱"	"叶数"	"烟蚜"	"叶形"	"叶柄"	"烟气烟碱"	"节距"	"香气"	"备注"	"叶长"	"还原糖"	"燃烧性"	"焦油"	"叶宽"	"样品类型"	"叶片结构"	"保存单位"	"刺激性"	"焦油／烟碱"	"总氮"	"种子来源"	"株高"	"图象"
"41"	"中感"	"Solanaceae(茄科)"	"1.21"	"大白筋0522"	"有"	"--"	"6.6"	"平"	"中"	"辣"	"54"	"--"	"感病"	"1053"	"烤烟"	"抗病"	"DA BAI JIN 0522"	"平滑"	"11.99"	"中"	"Nicotiana(烟属)"	"00000092"	"4.89"	"Nicotiana tabacum L.(普通烟草)"	"灰白"	"渐尖"	"淡红"	"9.87"	"I5A00268"	"塔形"	"山东"	"益都"	"绿"	"中抗"	"2.45"	"24.0"	"中抗"	"椭圆"	"--"	"--"	"6.5"	"有"	"--"	"60.0"	"10.52"	"中"	"--"	"29.4"	"地方"	"中"	"中烟所"	"微有"	"--"	"2.00"	"--"	"229.5"	"--"
"42"	"感病"	"Solanaceae(茄科)"	"0.96"	"大白梗"	"--"	"--"	"8.8"	"皱"	"中"	"--"	"68"	"--"	"中抗"	"1141"	"烤烟"	"感病"	"DA BAI GENG"	"波浪"	"9.75"	"--"	"Nicotiana(烟属)"	"00000112"	"3.06"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"淡红"	"10.18"	"I5A00027"	"--"	"安徽"	"安徽"	"绿"	"--"	"3.19"	"28.0"	"中抗"	"宽椭圆"	"--"	"3.02"	"3.7"	"--"	"--"	"39.4"	"8.75"	"--"	"32.31"	"22.2"	"地方"	"较细"	"中烟所"	"--"	"11.00"	"2.18"	"--"	"135.5"	"--"
"43"	"感病"	"Solanaceae(茄科)"	"1.26"	"400—7"	"--"	"--"	"7.4"	"皱"	"薄"	"--"	"--"	"--"	"中抗"	"1206"	"烤烟"	"中抗"	"400—7"	"波浪"	"15.44"	"--"	"Nicotiana(烟属)"	"00000114"	"13.14"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"淡红"	"12.23"	"I5A00029"	"--"	"广东"	"广东经作所"	"绿"	"--"	"1.18"	"33.0"	"感虫"	"宽椭圆"	"--"	"--"	"3.8"	"--"	"--"	"45.0"	"12.06"	"--"	"--"	"26.6"	"地方"	"中"	"中烟所"	"--"	"--"	"2.16"	"--"	"158.4"	"--"
"44"	"感病"	"Solanaceae(茄科)"	"0.83"	"北流二号"	"--"	"--"	"7.4"	"皱"	"薄"	"--"	"63"	"--"	"中抗"	"1191"	"烤烟"	"感病"	"BEI LIU ER HAO"	"平滑"	"11.90"	"--"	"Nicotiana(烟属)"	"00000116"	"3.67"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"淡红"	"14.37"	"I5A00031"	"--"	"广西"	"广西玉林农试站"	"绿"	"抗病"	"3.24"	"25.0"	"中抗"	"宽椭圆"	"--"	"--"	"4.3"	"--"	"--"	"43.4"	"9.25"	"--"	"--"	"25.9"	"地方"	"疏"	"中烟所"	"--"	"--"	"2.86"	"--"	"129.0"	"--"
"45"	"感病"	"Solanaceae(茄科)"	"0.51"	"福泉窝鸡叶烟"	"--"	"--"	"7.6"	"平"	"中"	"--"	"--"	"--"	"中抗"	"1160"	"烤烟"	"中感"	"FU QUAN WO JI YE YAN"	"波浪"	"8.07"	"--"	"Nicotiana(烟属)"	"00000121"	"2.47"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"淡红"	"15.71"	"I5A00034"	"塔形"	"贵州"	"贵州福泉"	"绿"	"--"	"3.24"	"30.0"	"感虫"	"宽椭圆"	"--"	"--"	"3.8"	"--"	"--"	"32.5"	"5.60"	"--"	"--"	"23.9"	"地方"	"较细"	"中烟所"	"--"	"--"	"3.08"	"--"	"157.9"	"--"
"46"	"--"	"Solanaceae(茄科)"	"--"	"吕宋种"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"2129"	"烤烟"	"--"	"LU SONG ZHONG"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000135"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"--"	"--"	"广东"	"罗定"	"--"	"--"	"--"	"28.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"50.0"	"--"	"--"	"--"	"20.0"	"地方"	"--"	"广东经作所"	"--"	"--"	"--"	"--"	"170.0"	"--"
"47"	"--"	"Solanaceae(茄科)"	"--"	"三保险2003"	"--"	"--"	"7.9"	"皱"	"中"	"--"	"70"	"--"	"--"	"2003"	"烤烟"	"--"	"SAN BAO XIAN 2003"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000138"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"急尖"	"红"	"--"	"I5A02022"	"筒形"	"河南"	"许昌灵沟河"	"深绿"	"--"	"--"	"29.0"	"--"	"长椭圆"	"--"	"--"	"2.4"	"--"	"--"	"61.0"	"--"	"--"	"--"	"21.0"	"地方"	"中"	"河南烟草所"	"--"	"--"	"--"	"--"	"149.5"	"--"
"48"	"--"	"Solanaceae(茄科)"	"--"	"小柳叶2031"	"--"	"--"	"8.5"	"平"	"--"	"--"	"69"	"--"	"--"	"2031"	"烤烟"	"--"	"XIAO LIU YE 2031"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000165"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"急尖"	"--"	"--"	"I5A02034"	"--"	"河南"	"荥阳司马"	"浅绿"	"--"	"--"	"32.0"	"--"	"长椭圆"	"--"	"--"	"3.5"	"--"	"--"	"57.2"	"--"	"--"	"--"	"21.4"	"地方"	"--"	"河南烟草所"	"--"	"--"	"--"	"--"	"137.5"	"--"
"49"	"感病"	"Solanaceae(茄科)"	"--"	"柳叶青"	"--"	"--"	"--"	"平"	"--"	"--"	"61"	"--"	"中抗"	"2033"	"烤烟"	"抗病"	"LIU YE QING"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000166"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"钝尖"	"淡红"	"--"	"I5A01458"	"--"	"河南"	"沁阳"	"绿"	"抗病"	"--"	"24.0"	"中抗"	"椭圆"	"--"	"--"	"--"	"--"	"--"	"44.3"	"--"	"--"	"--"	"25.5"	"地方"	"细"	"河南烟草所"	"--"	"--"	"--"	"--"	"128.8"	"--"
"50"	"感病"	"Solanaceae(茄科)"	"--"	"柳叶尖2034"	"--"	"--"	"8.8"	"平"	"--"	"--"	"59"	"--"	"中抗"	"2034"	"烤烟"	"感病"	"LIU YE JIAN 2034"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000167"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"急尖"	"红"	"--"	"I5A00498"	"筒形"	"河南"	"宁陵乔楼"	"浅绿"	"中抗"	"--"	"26.0"	"抗虫"	"长椭圆"	"--"	"--"	"4.3"	"--"	"--"	"49.3"	"--"	"--"	"--"	"26.6"	"地方"	"--"	"河南烟草所"	"--"	"--"	"--"	"--"	"129.0"	"--"
"51"	"--"	"Solanaceae(茄科)"	"--"	"大柳叶2036"	"--"	"--"	"9.4"	"平"	"较厚"	"--"	"70"	"--"	"--"	"2036"	"烤烟"	"--"	"DA LIU YE 2036"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000168"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"急尖"	"--"	"--"	"I5A00499"	"--"	"河南"	"扶沟韭园"	"绿"	"--"	"--"	"34.0"	"--"	"长椭圆"	"--"	"--"	"2.8"	"--"	"--"	"59.0"	"--"	"--"	"--"	"24.5"	"地方"	"细"	"河南烟草所"	"--"	"--"	"--"	"--"	"126.1"	"--"
"52"	"--"	"Solanaceae(茄科)"	"--"	"小柳叶2037"	"--"	"--"	"--"	"平"	"较厚"	"--"	"72"	"--"	"--"	"2037"	"烤烟"	"中感"	"XIAO LIU YE 2037"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000169"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"急尖"	"淡红"	"--"	"I5A02035"	"筒形"	"河南"	"长葛双庙"	"绿"	"--"	"--"	"32.0"	"--"	"长椭圆"	"--"	"--"	"--"	"--"	"--"	"54.6"	"--"	"--"	"--"	"22.5"	"地方"	"中"	"河南烟草所"	"--"	"--"	"--"	"--"	"132.5"	"--"
"53"	"--"	"Solanaceae(茄科)"	"--"	"大柳叶2038"	"--"	"--"	"--"	"皱"	"--"	"--"	"67"	"--"	"--"	"2038"	"烤烟"	"--"	"DA LIU YE 2038"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000170"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"急尖"	"淡红"	"--"	"I5A02036"	"--"	"河南"	"长葛李庄"	"深绿"	"--"	"--"	"28.0"	"--"	"长椭圆"	"--"	"--"	"--"	"--"	"--"	"57.8"	"--"	"--"	"--"	"24.7"	"地方"	"--"	"河南烟草所"	"--"	"--"	"--"	"--"	"135.2"	"--"
"54"	"--"	"Solanaceae(茄科)"	"--"	"柳叶烟2028"	"--"	"--"	"6.0"	"皱"	"较厚"	"--"	"62"	"--"	"--"	"2039"	"烤烟"	"--"	"LIU YE YAN 2028"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000171"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"急尖"	"--"	"--"	"I5A02102"	"--"	"河南"	"伊阳猴套"	"浅绿"	"--"	"--"	"24.0"	"--"	"长椭圆"	"--"	"--"	"2.8"	"--"	"--"	"55.2"	"--"	"--"	"--"	"27.8"	"地方"	"中"	"河南烟草所"	"--"	"--"	"--"	"--"	"125.7"	"--"
"55"	"感病"	"Solanaceae(茄科)"	"--"	"金黄柳"	"--"	"--"	"7.5"	"平"	"较厚"	"--"	"72"	"--"	"中抗"	"2040"	"烤烟"	"中感"	"JIN HUANG LIU"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000172"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"红"	"9.25"	"I5A00039"	"--"	"河南"	"--"	"浅绿"	"中抗"	"--"	"32.0"	"中抗"	"长椭圆"	"--"	"--"	"3.2"	"--"	"--"	"63.5"	"--"	"--"	"--"	"26.6"	"地方"	"细"	"河南烟草所"	"--"	"--"	"--"	"--"	"152.2"	"--"
"56"	"--"	"Solanaceae(茄科)"	"--"	"红花烟"	"--"	"--"	"8.2"	"平"	"较厚"	"--"	"68"	"--"	"--"	"2041"	"烤烟"	"--"	"HONG HUA YAN"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000173"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"淡红"	"--"	"I5A02037"	"--"	"河南"	"舞阳县"	"深绿"	"--"	"--"	"28.0"	"--"	"椭圆"	"--"	"--"	"4.0"	"--"	"--"	"61.7"	"--"	"--"	"--"	"22.7"	"地方"	"中"	"河南烟草所"	"--"	"--"	"--"	"--"	"150.2"	"--"
"57"	"--"	"Solanaceae(茄科)"	"--"	"大竖把2101"	"--"	"--"	"10.4"	"平"	"较薄"	"--"	"81"	"--"	"--"	"2101"	"烤烟"	"--"	"DA SHU BA 2101"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000174"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"8.80"	"--"	"--"	"河南"	"襄县周庄"	"绿"	"--"	"--"	"43.0"	"--"	"椭圆"	"--"	"--"	"2.5"	"--"	"--"	"56.7"	"--"	"--"	"--"	"35.8"	"地方"	"细"	"河南烟草所"	"--"	"--"	"--"	"--"	"171.4"	"--"
"58"	"--"	"Solanaceae(茄科)"	"--"	"白筋2501"	"--"	"--"	"7.5"	"皱"	"较厚"	"--"	"64"	"--"	"--"	"2501"	"烤烟"	"--"	"BAI JIN 2501"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000382"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"急尖"	"淡红"	"--"	"I5A00059"	"--"	"河南"	"郏县农场"	"深绿"	"--"	"--"	"28.0"	"--"	"长椭圆"	"--"	"--"	"4.1"	"--"	"--"	"58.9"	"--"	"--"	"--"	"23.2"	"地方"	"疏"	"河南烟草所"	"--"	"--"	"--"	"--"	"143.2"	"--"
"59"	"--"	"Solanaceae(茄科)"	"--"	"白花烟"	"--"	"--"	"8.8"	"平"	"--"	"--"	"62"	"--"	"--"	"2502"	"烤烟"	"--"	"BAI HUA YAN"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000383"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"白"	"--"	"I5A00594"	"--"	"河南"	"许县泉店"	"绿"	"--"	"--"	"29.0"	"--"	"长椭圆"	"--"	"--"	"4.7"	"--"	"--"	"59.0"	"--"	"--"	"--"	"28.0"	"地方"	"--"	"河南烟草所"	"--"	"--"	"--"	"--"	"198.4"	"--"
"60"	"--"	"Solanaceae(茄科)"	"--"	"大白筋2503"	"--"	"--"	"5.7"	"皱"	"较厚"	"--"	"62"	"--"	"--"	"2503"	"烤烟"	"--"	"DA BAI JIN 2503"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000384"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"急尖"	"淡红"	"--"	"I5A00060"	"筒形"	"河南"	"禹县金坡"	"深绿"	"--"	"--"	"25.0"	"--"	"长椭圆"	"--"	"--"	"2.8"	"--"	"--"	"50.2"	"--"	"--"	"--"	"19.0"	"地方"	"中"	"河南烟草所"	"--"	"--"	"--"	"--"	"135.6"	"--"
"61"	"--"	"Solanaceae(茄科)"	"--"	"白筋烟2504"	"--"	"--"	"7.5"	"平"	"--"	"--"	"58"	"--"	"--"	"2504"	"烤烟"	"--"	"BAI JIN YAN 2504"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000385"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"急尖"	"淡红"	"--"	"I5A00595"	"--"	"河南"	"郏县冢头"	"浅绿"	"--"	"--"	"27.0"	"--"	"长椭圆"	"--"	"--"	"4.9"	"--"	"--"	"59.3"	"--"	"--"	"--"	"30.6"	"地方"	"--"	"河南烟草所"	"--"	"--"	"--"	"--"	"158.7"	"--"
"62"	"感病"	"Solanaceae(茄科)"	"--"	"大白筋2505"	"--"	"--"	"8.5"	"平"	"--"	"--"	"57"	"--"	"中抗"	"2505"	"烤烟"	"中感"	"DA BAI JIN 2505"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000386"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"淡红"	"--"	"I5A00596"	"--"	"河南"	"郏县冢头"	"绿"	"中抗"	"--"	"27.0"	"感虫"	"宽椭圆"	"--"	"--"	"4.2"	"--"	"--"	"53.6"	"--"	"--"	"--"	"23.6"	"地方"	"--"	"河南烟草所"	"--"	"--"	"--"	"--"	"165.4"	"--"
"63"	"--"	"Solanaceae(茄科)"	"--"	"小白筋2506"	"--"	"--"	"--"	"--"	"--"	"--"	"58"	"--"	"--"	"2506"	"烤烟"	"--"	"XIAO BAI JIN 2506"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000387"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"淡红"	"--"	"--"	"--"	"河南"	"郏县冢头"	"--"	"--"	"--"	"29.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"50.0"	"--"	"--"	"--"	"19.4"	"地方"	"--"	"河南烟草所"	"--"	"--"	"--"	"--"	"163.5"	"--"
"64"	"--"	"Solanaceae(茄科)"	"--"	"小白筋2507"	"--"	"--"	"7.5"	"平"	"--"	"--"	"60"	"--"	"--"	"2507"	"烤烟"	"--"	"XIAO BAI JIN 2507"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000388"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"淡红"	"--"	"I5A00597"	"--"	"河南"	"郏县堂街"	"浅绿"	"--"	"--"	"28.0"	"--"	"长椭圆"	"--"	"--"	"3.2"	"--"	"--"	"56.6"	"--"	"--"	"--"	"22.5"	"地方"	"--"	"河南烟草所"	"--"	"--"	"--"	"--"	"164.0"	"--"
"65"	"--"	"Solanaceae(茄科)"	"--"	"白筋烟2508"	"--"	"--"	"6.9"	"平"	"--"	"--"	"64"	"--"	"--"	"2508"	"烤烟"	"--"	"BAI JIN YAN 2508"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000389"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"淡红"	"--"	"I5A00598"	"--"	"河南"	"郏县王集"	"浅绿"	"--"	"--"	"32.0"	"--"	"长椭圆"	"--"	"--"	"3.5"	"--"	"--"	"58.5"	"--"	"--"	"--"	"24.7"	"地方"	"--"	"河南烟草所"	"--"	"--"	"--"	"--"	"153.3"	"--"
"66"	"--"	"Solanaceae(茄科)"	"--"	"白筋烟2509"	"--"	"--"	"6.0"	"平"	"较薄"	"--"	"58"	"--"	"--"	"2509"	"烤烟"	"--"	"BAI JIN YAN 2509"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000390"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"急尖"	"淡红"	"--"	"I5A00599"	"--"	"河南"	"郏县堂街"	"深绿"	"--"	"--"	"28.0"	"--"	"长椭圆"	"--"	"--"	"3.9"	"--"	"--"	"59.8"	"--"	"--"	"--"	"24.0"	"地方"	"中"	"河南烟草所"	"--"	"--"	"--"	"--"	"164.0"	"--"
"67"	"感病"	"Solanaceae(茄科)"	"--"	"大白筋2510"	"--"	"--"	"7.5"	"平"	"--"	"--"	"56"	"--"	"中感"	"2510"	"烤烟"	"抗病"	"DA BAI JIN 2510"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000391"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"淡红"	"--"	"I5A00600"	"--"	"河南"	"禹县鸿昌"	"绿"	"中抗"	"--"	"25.0"	"中抗"	"--"	"--"	"--"	"2.9"	"--"	"--"	"57.0"	"--"	"--"	"--"	"27.2"	"地方"	"--"	"河南烟草所"	"--"	"--"	"--"	"--"	"156.0"	"--"
"68"	"--"	"Solanaceae(茄科)"	"--"	"炉山小柳叶"	"--"	"--"	"--"	"--"	"--"	"--"	"99"	"--"	"--"	"F02-021"	"烤烟"	"--"	"LU SHAN XIAO LIU YE"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000437"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A00688"	"塔形"	"贵州"	"凯里"	"--"	"--"	"--"	"20.0"	"--"	"长椭圆"	"--"	"--"	"--"	"--"	"--"	"54.8"	"--"	"--"	"--"	"19.6"	"地方"	"--"	"贵州所"	"--"	"--"	"--"	"--"	"123.3"	"--"
"69"	"--"	"Solanaceae(茄科)"	"--"	"湄潭平板柳叶"	"--"	"--"	"--"	"--"	"--"	"--"	"101"	"--"	"--"	"F02-022"	"烤烟"	"--"	"MEI TAN PING BAN LIU YE"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000438"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A00689"	"塔形"	"贵州"	"湄潭"	"--"	"--"	"--"	"21.0"	"--"	"长卵圆"	"--"	"--"	"--"	"--"	"--"	"54.1"	"--"	"--"	"--"	"25.1"	"地方"	"--"	"贵州所"	"--"	"--"	"--"	"--"	"105.0"	"--"
"70"	"--"	"Solanaceae(茄科)"	"--"	"福泉永兴一号"	"--"	"--"	"--"	"--"	"--"	"--"	"105"	"--"	"--"	"F02-023"	"烤烟"	"--"	"FU QUAN YONG XING YI HAO"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000439"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A00690"	"塔形"	"贵州"	"福泉"	"--"	"--"	"--"	"22.0"	"--"	"卵圆"	"--"	"--"	"--"	"--"	"--"	"53.7"	"--"	"--"	"--"	"29.0"	"地方"	"--"	"贵州所"	"--"	"--"	"--"	"--"	"104.7"	"--"
"71"	"--"	"Solanaceae(茄科)"	"--"	"福泉永兴二号"	"--"	"--"	"--"	"--"	"--"	"--"	"86"	"--"	"--"	"F02-024"	"烤烟"	"--"	"FU QUAN YONG XING ER HAO"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000440"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A00691"	"塔形"	"贵州"	"福泉"	"--"	"--"	"--"	"24.0"	"--"	"卵圆"	"--"	"--"	"--"	"--"	"--"	"49.7"	"--"	"--"	"--"	"18.7"	"地方"	"--"	"贵州所"	"--"	"--"	"--"	"--"	"116.0"	"--"
"72"	"--"	"Solanaceae(茄科)"	"--"	"福泉尖叶折烟"	"--"	"--"	"--"	"--"	"--"	"--"	"101"	"--"	"--"	"F02-025"	"烤烟"	"--"	"FU QUAN JIAN YE ZHE YAN"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000441"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A00692"	"塔形"	"贵州"	"福泉"	"--"	"--"	"--"	"22.0"	"--"	"长椭圆"	"--"	"--"	"--"	"--"	"--"	"52.2"	"--"	"--"	"--"	"22.7"	"地方"	"--"	"贵州所"	"--"	"--"	"--"	"--"	"122.0"	"--"
"73"	"--"	"Solanaceae(茄科)"	"--"	"福泉团叶折烟"	"--"	"--"	"--"	"--"	"--"	"--"	"101"	"--"	"--"	"F02-026"	"烤烟"	"--"	"FU QUAN TUAN YE ZHE YAN"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000442"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A00693"	"塔形"	"贵州"	"福泉"	"--"	"--"	"--"	"19.0"	"--"	"宽椭圆"	"--"	"--"	"--"	"--"	"--"	"49.2"	"--"	"--"	"--"	"27.4"	"地方"	"--"	"贵州所"	"--"	"--"	"--"	"--"	"118.7"	"--"
"74"	"--"	"Solanaceae(茄科)"	"--"	"福泉小黄壳烟"	"--"	"--"	"--"	"--"	"--"	"--"	"103"	"--"	"--"	"F02-027"	"烤烟"	"--"	"FU QUAN XIAO HUANG KE YAN"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000443"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A00694"	"塔形"	"贵州"	"福泉"	"--"	"--"	"--"	"21.0"	"--"	"椭圆"	"--"	"--"	"--"	"--"	"--"	"48.1"	"--"	"--"	"--"	"22.9"	"地方"	"--"	"贵州所"	"--"	"--"	"--"	"--"	"103.3"	"--"
"75"	"--"	"Solanaceae(茄科)"	"--"	"龙里小黄烟"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"F02-028"	"烤烟"	"--"	"LONG LI XIAO HUANG YAN"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000444"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A00695"	"--"	"贵州"	"龙里"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"地方"	"--"	"贵州所"	"--"	"--"	"--"	"--"	"--"	"--"
"76"	"--"	"Solanaceae(茄科)"	"--"	"黄平薄叶烟"	"--"	"--"	"--"	"--"	"--"	"--"	"92"	"--"	"--"	"F02-029"	"烤烟"	"--"	"HUANG PING BAO YE YAN"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000445"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"--"	"--"	"贵州"	"黄平"	"--"	"--"	"--"	"20.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"47.9"	"--"	"--"	"--"	"26.6"	"地方"	"--"	"贵州所"	"--"	"--"	"--"	"--"	"126.2"	"--"
"77"	"--"	"Solanaceae(茄科)"	"--"	"福泉高脚黄"	"--"	"--"	"--"	"--"	"--"	"--"	"105"	"--"	"--"	"F02-030"	"烤烟"	"--"	"FU QUAN GAO JIAO HUANG"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000446"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A00696"	"塔形"	"贵州"	"福泉"	"--"	"--"	"--"	"21.0"	"--"	"椭圆"	"--"	"--"	"--"	"--"	"--"	"51.5"	"--"	"--"	"--"	"24.9"	"地方"	"--"	"贵州所"	"--"	"--"	"--"	"--"	"121.8"	"--"
"78"	"感病"	"Solanaceae(茄科)"	"--"	"晋太66"	"--"	"山西农学院烟草基点"	"9.7"	"皱"	"厚"	"--"	"86"	"厚节巴×烟变子"	"中感"	"1-0001"	"烤烟"	"抗病"	"JIN TAI 66"	"波浪"	"--"	"--"	"Nicotiana(烟属)"	"00000447"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"急尖"	"--"	"--"	"I5A00697"	"筒形"	"山西"	"--"	"浅绿"	"中抗"	"--"	"31.0"	"高感"	"宽椭圆"	"--"	"--"	"9.6"	"--"	"--"	"74.0"	"--"	"--"	"--"	"41.5"	"选育"	"细"	"山西农学院"	"--"	"--"	"--"	"--"	"237.5"	"--"
"79"	"--"	"Solanaceae(茄科)"	"--"	"晋太56"	"--"	"山西农学院烟草基点"	"10.5"	"皱"	"中"	"--"	"96"	"厚节巴×烟变子"	"--"	"1-0002"	"烤烟"	"--"	"JIN TAI 56"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000448"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"--"	"I5A00698"	"筒形"	"山西"	"--"	"浅绿"	"--"	"--"	"25.0"	"--"	"椭圆"	"--"	"--"	"6.8"	"--"	"--"	"75.0"	"--"	"--"	"--"	"39.0"	"选育"	"细"	"山西农学院"	"--"	"--"	"--"	"--"	"188.0"	"--"
"80"	"感病"	"Solanaceae(茄科)"	"--"	"晋太88"	"--"	"山西农学院烟草基点"	"--"	"--"	"--"	"--"	"93"	"厚节巴×烟变子?"	"中感"	"1-0003"	"烤烟"	"抗病"	"JIN TAI 88"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00000449"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A00699"	"筒形"	"山西"	"--"	"--"	"中抗"	"--"	"23.0"	"中抗"	"宽椭圆"	"--"	"--"	"--"	"--"	"--"	"81.0"	"--"	"--"	"--"	"43.0"	"选育"	"--"	"山西农学院"	"--"	"--"	"--"	"--"	"222.0"	"--"
