"库编号"	"统一编号"	"品种名称"	"译名"	"科"	"属"	"拉丁学名"	"选育单位"	"方法及组合"	"单位编号"	"籼粳"	"早中晚"	"水陆"	"粘糯"	"米色"	"芒长"	"粒形状"	"粒长度"	"颖尖色"	"颖壳色"	"株高"	"出穗期"	"糙米率"	"精米率"	"垩白率"	"蛋白质"	"赖氨酸"	"总淀粉"	"直链淀粉"	"支链淀粉"	"糊化温度"	"胶稠度"	"苗瘟"	"白叶枯"	"纹枯病"	"褐稻虱"	"白背飞虱"	"芽期耐寒"	"苗期耐旱"	"耐盐"	"备注"	"省份"	"样品类型"
"I1A52057"	"ZD-03346"	"五八矮3号"	"WU BA AI 3 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"成广矮/成都矮8号"	" "	"籼"	"中"	"水"	"粘"	"白"	"短"	"椭圆"	"中"	"秆黄"	"秆黄"	"90.0"	"7.23"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"四川"	"选育"
"I1A56557"	"ZD-03347"	"70681"	"70681"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"四川农科院作物所"	"2300/大白酒谷"	" "	"粳"	"中"	"水"	"糯"	"白"	"无"	"阔卵"	"中"	"紫褐"	"黄"	"92.6"	"8.06"	"81.68"	"73.51"	" "	"11.35"	" "	" "	"1.4"	" "	"7.0"	"85"	"5"	"9"	"5"	"7"	"9"	"9"	" "	" "	"具香味"	"四川"	"选育"
"I1A58671"	"ZD-03348"	"丛矮-2"	"CONG AI -2"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"丛生稻/69-648//IR26"	" "	"籼"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"秆黄"	"秆黄"	"45.0"	"8.06"	"76.90"	"72.00"	"17"	"10.90"	" "	" "	"22.2"	" "	"7.0"	"32"	"5"	"7"	"7"	"7"	"9"	"5"	"5"	"5"	" "	"四川"	"选育"
"I1A52164"	"ZD-03349"	"丛矮159-3"	"CONG AI 159-3"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"丛生稻/69-648//IR26"	" "	"籼"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"长"	"秆黄"	"紫褐"	"103.0"	"8.06"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"四川"	"选育"
"I1A52058"	"ZD-03350"	"丛矮159-4"	"CONG AI 159-4"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"丛生稻/69-648//IR26"	" "	"籼"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"长"	"秆黄"	"紫褐"	"85.0"	"8.05"	"78.95"	"71.06"	"90"	"12.80"	" "	" "	"22.9"	" "	"6.0"	"45"	"2"	"7"	"5"	"1"	"9"	" "	"7"	" "	" "	"四川"	"选育"
"I1A52059"	"ZD-03351"	"丛矮213"	"CONG AI 213"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"丛生稻/69-648//IR26"	" "	"籼"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"长"	"红褐"	"秆黄"	"87.0"	"8.04"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"四川"	"选育"
"I1A52060"	"ZD-03352"	"丛早协229-1"	"CONG ZAO XIE 229-1"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"丛生稻/早大粒//协作12"	" "	"籼"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"长"	"秆黄"	"秆黄"	"96.0"	"8.16"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"四川"	"选育"
"I1A52061"	"ZD-03353"	"丛早协234-1"	"CONG ZAO XIE 234-1"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"丛生稻/早大粒//协作12"	" "	"籼"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"特长"	"秆黄"	"秆黄"	"99.0"	"7.31"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"四川"	"选育"
"I1A52062"	"ZD-03354"	"早梅早"	"ZAO MEI ZAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"早丰收/梅丰231"	" "	"籼"	"早"	"水"	"粘"	"白"	"无"	"椭圆"	"长"	"秆黄"	"秆黄"	"71.0"	"7.03"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"四川"	"选育"
"I1A56558"	"ZD-03355"	"青阳矮"	"QING YANG AI"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"青冬6号/耒阳稻"	" "	"籼"	"早"	"水"	"粘"	"白"	"无"	"椭圆"	"长"	"秆黄"	"秆黄"	"66.0"	"7.03"	"79.03"	"71.12"	"26"	"13.08"	" "	" "	"24.6"	" "	"5.0"	"30"	"2"	"9"	"5"	"7"	"9"	"9"	" "	" "	"73065"	"四川"	"选育"
"I1A52063"	"ZD-03356"	"长颈稻"	"CHANG JING DAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"四川农科院作物所"	"农垦58系选"	" "	"粳"	"中"	"水"	"粘"	"白"	"无"	"阔卵"	"中"	"秆黄"	"秆黄"	"112.0"	"8.08"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"四川"	"选育"
"I1A56559"	"ZD-03357"	"矮秆长谷子"	"AI GAN CHANG GU ZI"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"成都长谷子辐射"	" "	"籼"	"中"	"水"	"粘"	"白"	"无"	"细长"	"特长"	"秆黄"	"秆黄"	"103.0"	"8.05"	"83.30"	"74.97"	"97"	"11.60"	" "	" "	"23.6"	" "	"5.0"	"30"	"5"	"3"	"9"	"3"	"7"	"9"	" "	" "	" "	"四川"	"选育"
"I1A56560"	"ZD-03358"	"丛矮选"	"CONG AI XUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"丛生竹莲矮系选"	" "	"籼"	"中"	"水"	"糯"	"白"	"无"	"椭圆"	"特长"	"秆黄"	"秆黄"	"106.0"	"7.31"	"79.95"	"71.96"	" "	"11.68"	" "	" "	"1.7"	" "	"6.0"	"50"	"5"	"9"	"5"	"3"	"3"	"9"	" "	" "	" "	"四川"	"选育"
"I1A56561"	"ZD-03359"	"丛蜡矮"	"CONG LA AI"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"丛生竹莲矮/一支腊"	" "	"籼"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"长"	"紫褐"	"秆黄"	"49.0"	"8.12"	"79.98"	"71.98"	"100"	"13.03"	" "	" "	"24.7"	" "	"5.0"	"30"	"5"	"9"	"5"	"1"	"9"	"9"	" "	" "	" "	"四川"	"选育"
"I1A56562"	"ZD-03360"	"丛生蜡"	"CONG SHENG LA"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"丛生竹莲矮/一支腊"	" "	"籼"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"秆黄"	"秆黄"	"90.0"	"8.06"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"四川"	"选育"
"I1A52064"	"ZD-03361"	"从特矮"	"CONG TE AI"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"丛生竹莲矮/特矮稻"	" "	"籼"	"中"	"水"	"粘"	"白"	"无"	"细长"	"长"	"秆黄"	"秆黄"	"97.0"	"7.30"	"79.38"	"71.44"	"7"	"12.29"	" "	" "	"13.4"	" "	"6.0"	"65"	"2"	"7"	"3"	"9"	"9"	" "	"7"	" "	" "	"四川"	"选育"
"I1A52065"	"ZD-03362"	"六桂丰"	"LIU GUI FENG"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"6966/桂丰703"	" "	"籼"	"早"	"水"	"粘"	"白"	"无"	"椭圆"	"长"	"秆黄"	"秆黄"	"78.0"	"7.14"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"四川"	"选育"
"I1A52066"	"ZD-03363"	"四沱矮"	"SI TUO AI"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"矮子占/四沱2521"	" "	"籼"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"长"	"红褐"	"秆黄"	"100.0"	"7.28"	"81.73"	"73.55"	"100"	"11.73"	" "	" "	"24.2"	" "	"5.0"	"32"	"2"	"5"	"5"	"9"	"9"	" "	"7"	" "	" "	"四川"	"选育"
"I1A52067"	"ZD-03364"	"矮中籼1号"	"AI ZHONG XIAN 1 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"二九矮7号/中秆籼40号"	" "	"籼"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"长"	"秆黄"	"秆黄"	"102.0"	"7.30"	"80.62"	"72.56"	"97"	"10.76"	" "	" "	"23.2"	" "	"5.0"	"75"	"6"	"7"	"5"	"9"	"9"	" "	"7"	" "	" "	"四川"	"选育"
"I1A52068"	"ZD-03365"	"矮中籼2号"	"AI ZHONG XIAN 2 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"二九矮7号/中秆籼40号"	" "	"籼"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"长"	"秆黄"	"秆黄"	"99.0"	"7.30"	"81.00"	"72.90"	"96"	"11.64"	" "	" "	"24.2"	" "	"6.0"	"68"	"5"	"9"	"5"	"9"	"9"	" "	"7"	" "	" "	"四川"	"选育"
"I1A52069"	"ZD-03366"	"矮中籼3号"	"AI ZHONG XIAN 3 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"二九矮7号/中秆籼40号"	" "	"籼"	"中"	"水"	"粘"	"白"	"短"	"椭圆"	"中"	"秆黄"	"秆黄"	"100.0"	"7.31"	"80.70"	"72.63"	"100"	"10.49"	" "	" "	"24.7"	" "	"6.0"	"82"	"7"	"9"	"5"	"9"	"9"	" "	"7"	" "	" "	"四川"	"选育"
"I1A56563"	"ZD-03367"	"共科-2"	"GONG KE -2"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"四川农科院作物所"	"共庆6/科龙1号"	" "	"粳"	"中"	"水"	"粘"	"白"	"无"	"细长"	"特长"	"秆黄"	"秆黄"	"106.0"	"8.04"	"82.38"	"74.14"	"97"	"9.96"	" "	" "	"24.4"	" "	"5.0"	"30"	"6"	"9"	"5"	"3"	"9"	"9"	" "	" "	" "	"四川"	"选育"
"I1A52070"	"ZD-03368"	"72346"	"72346"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"朝阳1号/紫叶稻"	" "	"籼"	"早"	"水"	"粘"	"白"	"短"	"椭圆"	"长"	"秆黄"	"秆黄"	"78.0"	"7.05"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"四川"	"选育"
"I1A52071"	"ZD-03369"	"74028"	"74028"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"青冬6号/耒阳稻"	" "	"籼"	"早"	"水"	"粘"	"白"	"无"	"细长"	"特长"	"秆黄"	"秆黄"	"74.0"	"7.03"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"四川"	"选育"
"I1A52072"	"ZD-03370"	"74049"	"74049"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"青冬6号/赣南早2号"	" "	"籼"	"早"	"水"	"粘"	"白"	"无"	"椭圆"	"长"	"红褐"	"秆黄"	"81.0"	"7.07"	"81.30"	"67.70"	"100"	"10.25"	" "	" "	"23.4"	" "	"4.3"	"90"	" "	" "	" "	" "	" "	" "	" "	" "	" "	"四川"	"选育"
"I1A52073"	"ZD-03371"	"74566"	"74566"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"科字6号/八四矮63"	" "	"籼"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"长"	"紫褐"	"秆黄"	"104.0"	"7.30"	"81.15"	"73.04"	"99"	"10.68"	" "	" "	"24.2"	" "	"5.0"	"57"	"5"	"9"	"5"	"9"	"9"	" "	"5"	" "	" "	"四川"	"选育"
"I1A52074"	"ZD-03372"	"74613"	"74613"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"科字6号/五八矮1号"	" "	"籼"	"中"	"水"	"粘"	"白"	"短"	"椭圆"	"长"	"秆黄"	"秆黄"	"88.0"	"7.26"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"四川"	"选育"
"I1A52075"	"ZD-03373"	"761034"	"761034"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"科字6号/八四矮63"	" "	"籼"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"长"	"紫褐"	"秆黄"	"89.0"	"7.29"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"四川"	"选育"
"I1A52076"	"ZD-03374"	"761152"	"761152"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"南京11号/IR26"	" "	"籼"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"长"	"秆黄"	"秆黄"	"90.0"	"7.27"	"79.40"	"71.46"	"68"	"10.48"	" "	" "	"24.1"	" "	"6.0"	"55"	"2"	"9"	"5"	"7"	"9"	" "	"7"	" "	" "	"四川"	"选育"
"I1A52077"	"ZD-03375"	"761215"	"761215"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"虹双2270/IR837-36-1"	" "	"籼"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"特长"	"秆黄"	"秆黄"	"94.0"	"7.26"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"四川"	"选育"
"I1A52078"	"ZD-03376"	"矮6001-4"	"AI 6001-4"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"6001-4系选"	" "	"籼"	"中"	"水"	"糯"	"白"	"无"	"椭圆"	"特长"	"秆黄"	"秆黄"	"112.0"	"8.06"	"81.08"	"72.97"	" "	"12.88"	" "	" "	"2.1"	" "	"6.0"	"55"	"2"	"3"	"5"	"1"	"9"	" "	"5"	" "	" "	"四川"	"选育"
"I1A56574"	"ZD-03377"	"6001-4"	"6001-4"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"四川农科院作物所"	"4N川农422/4N银坊"	" "	"粳"	"中"	"水"	"粘"	"白"	"短"	"椭圆"	"特长"	"红褐"	"秆黄"	"133.0"	"8.09"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"四倍体选系"	"四川"	"选育"
"I1A52169"	"ZD-03378"	"6002-5"	"6002-5"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"四川农科院作物所"	"4N川农422/4N水原52"	" "	"粳"	"中"	"水"	"糯"	"白"	"短"	"阔卵"	"中"	"紫褐"	"褐斑秆黄"	"140.0"	"8.06"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"四倍体选系"	"四川"	"选育"
"I1A52079"	"ZD-03379"	"3006-5-2"	"3006-5-2"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"四川农科院作物所"	"飞来凤/colousa"	" "	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"红褐"	"黄"	"125.0"	"8.09"	"80.85"	"72.77"	"29"	"10.98"	" "	" "	"14.9"	" "	"6.0"	"53"	"7"	"7"	"3"	"9"	"9"	" "	"7"	" "	" "	"四川"	"选育"
"I1A52165"	"ZD-03380"	"79-54"	"79-54"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"成都矮3号/IR24"	" "	"籼"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"长"	"秆黄"	"秆黄"	"103.0"	"8.04"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"四川"	"选育"
"I1A52080"	"ZD-03381"	"800127"	"800127"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"竹莲矮/IR2153-14-1-6"	" "	"籼"	"中"	"水"	"粘"	"白"	"无"	"细长"	"特长"	"秆黄"	"秆黄"	"96.0"	"8.06"	"79.63"	"71.66"	"100"	"11.14"	" "	" "	"23.8"	" "	"5.0"	"60"	"5"	"9"	"5"	"7"	"9"	" "	"5"	" "	" "	"四川"	"选育"
"I1A52081"	"ZD-03382"	"800456"	"800456"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"74613/虹双2275"	" "	"籼"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"长"	"秆黄"	"秆黄"	"103.0"	"7.31"	"81.30"	"73.17"	"100"	"11.12"	" "	" "	"23.8"	" "	"5.0"	"78"	"4"	"9"	"5"	"9"	"9"	" "	"5"	" "	" "	"四川"	"选育"
"I1A52082"	"ZD-03383"	"800649"	"800649"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"IR837-36-1/窄叶青8号//69-648"	" "	"籼"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"红褐"	"秆黄"	"97.0"	"7.30"	"81.50"	"73.35"	"100"	"10.58"	" "	" "	"23.8"	" "	"5.0"	"86"	"2"	"7"	"5"	"9"	"9"	" "	"3"	" "	" "	"四川"	"选育"
"I1A52083"	"ZD-03384"	"八四矮159"	"BA SI AI 159"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"成都矮8号/成都矮4号"	" "	"籼"	"中"	"水"	"粘"	"白"	"无"	"细长"	"特长"	"红褐"	"秆黄"	"90.0"	"7.18"	"81.88"	"73.69"	"100"	"11.52"	" "	" "	"23.5"	" "	"5.0"	"30"	"5"	"5"	"5"	"9"	"9"	" "	"5"	" "	" "	"四川"	"选育"
"I1A52166"	"ZD-03385"	"40519"	"40519"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"桂朝2号/IR24"	" "	"籼"	"中"	"水"	"粘"	"白"	"短"	"椭圆"	"长"	"秆黄"	"秆黄"	"106.0"	"8.07"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"四川"	"选育"
"I1A56564"	"ZD-03386"	"成农水晶米"	"CHENG NONG SHUI JING MI"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"IR1544/明恢63"	" "	"籼"	"中"	"水"	"粘"	"白"	"无"	"细长"	"特长"	"秆黄"	"秆黄"	"96.0"	"8.02"	"81.28"	"73.15"	"6"	"8.46"	" "	" "	"15.8"	" "	"4.0"	"40"	"2"	"9"	"3"	"3"	"3"	"9"	" "	" "	"优质"	"四川"	"选育"
"I1A56565"	"ZD-03387"	"优米2号"	"YOU MI 2 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院作物所"	"IR50/明恢63"	" "	"籼"	"中"	"水"	"粘"	"白"	"无"	"细长"	"特长"	"秆黄"	"秆黄"	"95.0"	"8.01"	"80.63"	"72.56"	"4"	"9.24"	" "	" "	"15.9"	" "	"4.0"	"40"	"1"	"9"	"5"	"3"	"3"	"9"	" "	" "	"优质"	"四川"	"选育"
"I1A52084"	"ZD-03388"	"虹桂-1"	"HONG GUI -1"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"四川农科院作物所"	"虹糯/桂花黄"	" "	"粳"	"晚"	"水"	"粘"	"白"	"短"	"阔卵"	"中"	"秆黄"	"秆黄"	"108.0"	"8.08"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"四川"	"选育"
"I1A56566"	"ZD-03389"	"绵星1号"	"MIAN XING 1 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川绵阳市农科所"	"82-65/长香谷"	" "	"籼"	"中"	"水"	"粘"	"白"	"短"	"椭圆"	"特长"	"紫褐"	"褐斑秆黄"	"106.7"	"8.02"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"优质"	"四川"	"选育"
"I1A56567"	"ZD-03390"	"绵星2号"	"MIAN XING 2 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川绵阳市农科所"	"IR24/紫圭//IR52"	" "	"籼"	"中"	"水"	"粘"	"白"	"无"	"细长"	"特长"	"红褐"	"秆黄"	"102.0"	"8.02"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"优质"	"四川"	"选育"
"I1A56568"	"ZD-03391"	"绵星3号"	"MIAN XING 3 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川绵阳市农科所"	"普野/IR24//明恢63"	" "	"籼"	"中"	"水"	"粘"	"白"	"短"	"细长"	"特长"	"红褐"	"秆黄"	"103.0"	"7.29"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"优质"	"四川"	"选育"
"I1A56569"	"ZD-03392"	"绵星4号"	"MIAN XING 4 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川绵阳市农科所"	"明恢63/川植8号"	" "	"籼"	"中"	"水"	"粘"	"白"	"无"	"细长"	"特长"	"秆黄"	"秆黄"	"102.0"	"7.29"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"优质"	"四川"	"选育"
"I1A56570"	"ZD-03393"	"绵星5号"	"MIAN XING 5 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川绵阳市农科所"	"Vesta/玻璃占"	" "	"籼"	"中"	"水"	"粘"	"白"	"无"	"细长"	"特长"	"秆黄"	"秆黄"	"103.0"	"7.25"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"优质"	"四川"	"选育"
"I1A56571"	"ZD-03394"	"绵星6号"	"MIAN XING 6 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川绵阳市农科所"	"Milyang23/明恢63"	" "	"籼"	"中"	"水"	"粘"	"白"	"无"	"细长"	"特长"	"秆黄"	"秆黄"	"107.3"	"8.06"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"优质"	"四川"	"选育"
"I1A56572"	"ZD-03395"	"绵星7号"	"MIAN XING 7 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川绵阳市农科所"	"明恢63/云香糯1号"	" "	"籼"	"中"	"水"	"粘"	"白"	"短"	"细长"	"特长"	"秆黄"	"秆黄"	"111.7"	"8.07"	"75.30"	"68.10"	"10"	"9.92"	" "	" "	"12.7"	" "	"3.3"	"98"	"5"	"9"	"3"	"9"	"9"	"4"	"9"	"5"	"软米"	"四川"	"选育"
"I1A56573"	"ZD-03396"	"丛生竹莲矮"	"CONG SHENG ZHU LIAN AI"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院水稻所"	"竹莲矮变异株"	" "	"籼"	"早"	"水"	"粘"	"白"	"无"	"细长"	"特长"	"红褐"	"秆黄"	"25.0"	"7.08"	"80.70"	"72.63"	"100"	"13.44"	" "	" "	"21.7"	" "	"4.0"	"30"	"5"	"9"	"9"	"5"	"3"	"9"	" "	" "	" "	"四川"	"选育"
"I1A52085"	"ZD-03397"	"川米2号"	"CHUAN MI 2 HAO"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. hsien Ting(籼亚种)"	"四川农科院水稻所"	"Taichung Sen Yu 285"	" "	"籼"	"晚"	"水"	"粘"	"白"	"短"	"细长"	"特长"	"秆黄"	"秆黄"	"106.0"	"8.15"	"80.30"	"72.27"	"12"	"10.01"	" "	" "	"24.3"	" "	"6.0"	"38"	"5"	"9"	"5"	"5"	"7"	"9"	"5"	" "	" "	"四川"	"选育"
