"id"	"成熟期"	"茎秆茸毛量"	"科名"	"油酸"	"保存编号"	"品种名称"	"株型"	"耐渍性"	"棕榈酸"	"千粒重"	"成熟茎秆色"	"含油量"	"省"	"每叶腋花数"	"硬脂酸"	"蒴果长度"	"产地或来源"	"耐旱性"	"译名"	"库编号"	"茎点枯病"	"蒴果棱数"	"播种期"	"学名"	"统一编号"	"蛋白质含量"	"保存单位"	"属名"	"亚油酸"	"生育日数"	"裂蒴性"	"株高"	"种皮色"	"枯萎病"	"花色"
"309"	"09/24"	"中"	"Pedaliaceae(胡麻科)"	"--"	"98"	"白芝麻"	"多枝"	"不耐"	"--"	"1.80"	"绿"	"51.13"	"广西"	"单花"	"--"	"短"	"广西隆安"	"中"	"BAI ZHI MA"	"I4C03630"	"感病"	"6.8"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04146"	"26.17"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"87"	"轻裂"	"137.3"	"白"	"感病"	"淡紫"
"310"	"09/17"	"多"	"Pedaliaceae(胡麻科)"	"--"	"99"	"白芝麻"	"多枝"	"耐"	"--"	"2.80"	"绿"	"52.55"	"广西"	"三花"	"--"	"短"	"广西平南"	"中"	"BAI ZHI MA"	"I4C03631"	"感病"	"4"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04147"	"23.16"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"80"	"轻裂"	"104.8"	"白"	"感病"	"淡紫"
"311"	"09/22"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"001"	"芝102选1"	"单秆"	"中耐"	"--"	"2.26"	"绿"	"53.60"	"海南"	"三花"	"--"	"中"	"海南省农科所"	"--"	"ZHI 102 XUAN 1"	"I4C03632"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04148"	"19.48"	"中国农科院农科所"	"Sesamum(胡麻属)"	"--"	"119"	"裂"	"129.8"	"白"	"高感"	"淡紫"
"312"	"09/17"	"多"	"Pedaliaceae(胡麻科)"	"--"	"002"	"白芝麻"	"单秆"	"中耐"	"--"	"2.68"	"黄"	"54.16"	"海南"	"三花"	"--"	"中"	"海南儋县"	"--"	"BAI ZHI MA"	"I4C03634"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04149"	"21.86"	"中国农科院农科所"	"Sesamum(胡麻属)"	"--"	"114"	"不裂"	"113.0"	"白"	"感病"	"淡紫"
"313"	"09/12"	"多"	"Pedaliaceae(胡麻科)"	"--"	"003"	"芝麻"	"单秆"	"高耐"	"--"	"2.32"	"黄"	"53.57"	"海南"	"三花"	"--"	"中"	"海南三亚"	"--"	"ZHI MA"	"I4C04038"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04150"	"21.54"	"中国农科院农科所"	"Sesamum(胡麻属)"	"--"	"109"	"裂"	"101.2"	"白"	"感病"	"淡紫"
"314"	"09/22"	"多"	"Pedaliaceae(胡麻科)"	"--"	"004"	"芝选 1"	"单秆"	"中耐"	"--"	"2.52"	"黄"	"55.93"	"海南"	"三花"	"--"	"中"	"海南儋县"	"--"	"ZHI XUAN 1"	"I4C04039"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04151"	"20.88"	"中国农科院农科所"	"Sesamum(胡麻属)"	"--"	"119"	"裂"	"110.6"	"白"	"感病"	"淡紫"
"315"	"09/22"	"多"	"Pedaliaceae(胡麻科)"	"--"	"005"	"芝选3"	"单秆"	"中耐"	"--"	"2.57"	"绿"	"57.65"	"海南"	"三花"	"--"	"长"	"海南儋县"	"--"	"ZHI XUAN 3"	"I4C04040"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04152"	"19.85"	"中国农科院农科所"	"Sesamum(胡麻属)"	"--"	"119"	"裂"	"110.8"	"白"	"感病"	"淡紫"
"316"	"09/29"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"006"	"芝麻"	"单秆"	"中耐"	"--"	"2.50"	"绿"	"53.65"	"海南"	"三花"	"--"	"中"	"海南省农科所"	"--"	"ZHI MA"	"I4C04010"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04153"	"21.29"	"中国农科院农科所"	"Sesamum(胡麻属)"	"--"	"126"	"轻裂"	"111.2"	"黄"	"抗病"	"淡紫"
"317"	"09/29"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"007"	"芝麻"	"单秆"	"中耐"	"--"	"2.53"	"黄"	"49.53"	"海南"	"三花"	"--"	"中"	"海南儋县"	"--"	"ZHI MA"	"I4C04041"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04154"	"20.36"	"中国农科院农科所"	"Sesamum(胡麻属)"	"--"	"126"	"轻裂"	"112.0"	"黑"	"高感"	"淡紫"
"318"	"09/23"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"008"	"白芝麻"	"分枝"	"--"	"--"	"1.72"	"黄"	"50.04"	"海南"	"单花"	"--"	"中"	"海南琼中"	"--"	"BAI ZHI MA"	"I4C04186"	"--"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04155"	"25.14"	"中国农科院农科所"	"Sesamum(胡麻属)"	"--"	"120"	"不裂"	"103.0"	"白"	"--"	"淡紫"
"319"	"09/22"	"中"	"Pedaliaceae(胡麻科)"	"--"	"009"	"芝麻"	"分枝"	"中耐"	"--"	"2.87"	"黄"	"54.38"	"海南"	"单花"	"--"	"中"	"海南三亚"	"--"	"ZHI MA"	"I4C04011"	"高感"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04156"	"21.71"	"中国农科院农科所"	"Sesamum(胡麻属)"	"--"	"119"	"裂"	"101.4"	"白"	"感病"	"淡紫"
"320"	"10/08"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"010"	"芝麻"	"分枝"	"不耐"	"--"	"1.96"	"绿"	"46.31"	"海南"	"单花"	"--"	"中"	"海南琼海"	"--"	"ZHI MA"	"I4C03637"	"高感"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04157"	"19.47"	"中国农科院农科所"	"Sesamum(胡麻属)"	"--"	"135"	"不裂"	"120.5"	"黄"	"抗病"	"淡紫"
"321"	"09/23"	"中"	"Pedaliaceae(胡麻科)"	"--"	"011"	"芝麻"	"分枝"	"耐"	"--"	"2.97"	"黄"	"52.58"	"海南"	"单花"	"--"	"中"	"海南三亚"	"--"	"ZHI MA"	"I4C03638"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04158"	"21.79"	"中国农科院农科所"	"Sesamum(胡麻属)"	"--"	"120"	"不裂"	"145.0"	"黄"	"感病"	"淡紫"
"322"	"09/29"	"中"	"Pedaliaceae(胡麻科)"	"--"	"012"	"芝麻"	"分枝"	"中耐"	"--"	"2.37"	"绿"	"55.06"	"海南"	"单花"	"--"	"中"	"海南"	"--"	"ZHI MA"	"I4C04034"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04159"	"21.26"	"中国农科院农科所"	"Sesamum(胡麻属)"	"--"	"126"	"裂"	"121.0"	"褐"	"感病"	"淡紫"
"323"	"10/07"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"013"	"芝麻"	"分枝"	"--"	"--"	"1.61"	"绿"	"49.74"	"海南"	"单花"	"--"	"中"	"海南"	"--"	"ZHI MA"	"I4C04187"	"--"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04160"	"23.18"	"中国农科院农科所"	"Sesamum(胡麻属)"	"--"	"134"	"不裂"	"123.8"	"黄"	"--"	"淡紫"
"324"	"09/22"	"中"	"Pedaliaceae(胡麻科)"	"--"	"014"	"红壳大肚芝麻"	"分枝"	"中耐"	"--"	"2.65"	"紫"	"52.31"	"海南"	"单花"	"--"	"中"	"海南琼山"	"--"	"HONG KE DA DU ZHI MA"	"I4C04012"	"抗病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04161"	"22.66"	"中国农科院农科所"	"Sesamum(胡麻属)"	"--"	"119"	"裂"	"122.4"	"褐"	"感病"	"淡紫"
"325"	"10/08"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"015"	"屯芝选3"	"分枝"	"不耐"	"--"	"2.33"	"紫"	"49.03"	"海南"	"单花"	"--"	"中"	"海南屯昌"	"--"	"TUN ZHI XUAN 3"	"I4C04013"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04162"	"23.67"	"中国农科院农科所"	"Sesamum(胡麻属)"	"--"	"135"	"裂"	"104.8"	"褐"	"高感"	"淡紫"
"326"	"10/08"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"016"	"芝麻"	"分枝"	"不耐"	"--"	"3.05"	"绿"	"50.74"	"海南"	"单花"	"--"	"中"	"海南临高"	"--"	"ZHI MA"	"I4C04014"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04163"	"24.09"	"中国农科院农科所"	"Sesamum(胡麻属)"	"--"	"135"	"不裂"	"99.6"	"褐"	"感病"	"淡紫"
"327"	"09/29"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"017"	"芝麻"	"分枝"	"高耐"	"--"	"2.21"	"绿"	"52.95"	"海南"	"单花"	"--"	"中"	"海南屯昌"	"--"	"ZHI MA"	"I4C04035"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04164"	"23.47"	"中国农科院农科所"	"Sesamum(胡麻属)"	"--"	"126"	"裂"	"112.0"	"褐"	"感病"	"淡紫"
"328"	"09/29"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"018"	"黑芝麻"	"分枝"	"耐"	"--"	"2.77"	"黄"	"52.33"	"海南"	"单花"	"--"	"中"	"海南定安"	"--"	"HEI ZHI MA"	"I4C04042"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04165"	"21.71"	"中国农科院农科所"	"Sesamum(胡麻属)"	"--"	"126"	"裂"	"138.8"	"黑"	"感病"	"淡紫"
"329"	"09/29"	"中"	"Pedaliaceae(胡麻科)"	"--"	"019"	"泗棱芝麻"	"分枝"	"极不"	"--"	"2.91"	"紫"	"41.35"	"海南"	"单花"	"--"	"中"	"海南儋县"	"--"	"SI LENG ZHI MA"	"I4C04043"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04166"	"21.00"	"中国农科院农科所"	"Sesamum(胡麻属)"	"--"	"126"	"裂"	"136.2"	"黑"	"高感"	"淡紫"
"330"	"10/07"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"020"	"大肚茶芝麻"	"分枝"	"极不"	"--"	"2.73"	"紫"	"51.04"	"海南"	"单花"	"--"	"中"	"海南省农科所"	"--"	"DA DU CHA ZHI MA"	"I4C04044"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04167"	"20.83"	"中国农科院农科所"	"Sesamum(胡麻属)"	"--"	"134"	"不裂"	"138.4"	"褐"	"感病"	"淡紫"
"331"	"09/29"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"021"	"芝麻"	"分枝"	"不耐"	"--"	"2.69"	"绿"	"48.34"	"海南"	"单花"	"--"	"中"	"海南琼山"	"--"	"ZHI MA"	"I4C04045"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04168"	"22.30"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"126"	"裂"	"121.2"	"黑"	"感病"	"淡紫"
"332"	"09/29"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"022"	"黑芝麻"	"分枝"	"中耐"	"--"	"2.43"	"绿"	"46.71"	"海南"	"单花"	"--"	"中"	"海南白沙"	"--"	"HEI ZHI MA"	"I4C04046"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04169"	"19.51"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"126"	"不裂"	"105.6"	"黑"	"感病"	"淡紫"
"333"	"10/07"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"023"	"黑芝麻"	"分枝"	"--"	"--"	"2.27"	"绿"	"42.52"	"海南"	"单花"	"--"	"中"	"海南白沙"	"--"	"HEI ZHI MA"	"I4C04188"	"--"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04170"	"21.94"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"134"	"轻裂"	"108.6"	"黑"	"--"	"淡紫"
"334"	"10/07"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"024"	"黑芝麻"	"分枝"	"中耐"	"--"	"2.42"	"绿"	"49.28"	"海南"	"单花"	"--"	"中"	"海南儋县"	"--"	"HEI ZHI MA"	"I4C04015"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04171"	"21.85"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"134"	"不裂"	"120.4"	"黑"	"感病"	"淡紫"
"335"	"09/29"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"025"	"芝麻"	"分枝"	"耐"	"--"	"2.55"	"绿"	"48.14"	"海南"	"单花"	"--"	"中"	"海南乐东"	"--"	"ZHI MA"	"I4C04016"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04172"	"22.56"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"126"	"裂"	"113.8"	"黑"	"感病"	"淡紫"
"336"	"09/29"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"026"	"黑芝麻"	"分枝"	"中耐"	"--"	"2.55"	"绿"	"49.77"	"海南"	"三花"	"--"	"--"	"海南澄迈"	"--"	"HEI ZHI MA"	"I4C04017"	"抗病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04173"	"21.94"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"126"	"裂"	"--"	"黑"	"感病"	"淡紫"
"337"	"09/29"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"027"	"芝麻"	"分枝"	"耐"	"--"	"2.69"	"紫"	"50.45"	"海南"	"单花"	"--"	"中"	"海南省"	"--"	"ZHI MA"	"I4C04018"	"抗病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04174"	"20.13"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"126"	"裂"	"125.8"	"黑"	"感病"	"淡紫"
"338"	"09/29"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"028"	"芝麻"	"分枝"	"--"	"--"	"1.34"	"绿"	"47.74"	"海南"	"单花"	"--"	"短"	"海南乐平"	"--"	"ZHI MA"	"I4C04189"	"--"	"4.6.8"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04175"	"26.38"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"126"	"裂"	"73.8"	"白"	"--"	"淡紫"
"339"	"09/22"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"029"	"白芝麻"	"分枝"	"--"	"--"	"1.35"	"黄"	"47.00"	"海南"	"单花"	"--"	"短"	"海南琼中"	"--"	"BAI ZHI MA"	"I4C04190"	"--"	"4.6.8"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04176"	"26.28"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"119"	"裂"	"120.6"	"白"	"--"	"淡紫"
"340"	"09/22"	"中"	"Pedaliaceae(胡麻科)"	"--"	"030"	"白芝麻"	"分枝"	"中耐"	"--"	"1.21"	"绿"	"51.13"	"海南"	"单花"	"--"	"短"	"海南琼中"	"--"	"BAI ZHI MA"	"I4C04019"	"抗病"	"4.6.8"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04177"	"23.90"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"119"	"裂"	"112.0"	"白"	"高感"	"淡紫"
"341"	"10/07"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"031"	"芝麻"	"分枝"	"--"	"--"	"2.20"	"绿"	"48.80"	"海南"	"单花"	"--"	"中"	"海南万宁"	"--"	"ZHI MA"	"I4C04191"	"--"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04178"	"27.34"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"134"	"轻裂"	"115.0"	"黄"	"--"	"淡紫"
"342"	"09/22"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"032"	"紫芝麻"	"分枝"	"不耐"	"--"	"2.54"	"绿"	"52.94"	"海南"	"单花"	"--"	"短"	"海南儋县"	"--"	"ZI ZHI MA"	"I4C04047"	"感病"	"4.6.8"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04179"	"22.88"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"119"	"裂"	"126.6"	"褐"	"感病"	"淡紫"
"343"	"10/08"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"033"	"紫芝选1"	"分枝"	"--"	"--"	"2.58"	"绿"	"51.02"	"海南"	"单花"	"--"	"中"	"海南儋县"	"--"	"ZI ZHI XUAN 1"	"I4C04192"	"--"	"4.6.8"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04180"	"25.44"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"135"	"裂"	"120.4"	"褐"	"--"	"淡紫"
"344"	"10/08"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"034"	"紫芝选4"	"分枝"	"高耐"	"--"	"2.89"	"紫"	"52.56"	"海南"	"单花"	"--"	"中"	"海南儋县"	"--"	"ZI ZHI XUAN 4"	"I4C04020"	"感病"	"4.6.8"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04181"	"22.97"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"135"	"裂"	"107.8"	"褐"	"感病"	"淡紫"
"345"	"09/29"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"035"	"芝选"	"分枝"	"高耐"	"--"	"2.13"	"黄"	"50.24"	"海南"	"单花"	"--"	"中"	"海南白沙"	"--"	"ZHI XUAN"	"I4C04021"	"感病"	"4.6.8"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04182"	"21.56"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"126"	"裂"	"144.2"	"黑"	"感病"	"淡紫"
"346"	"09/29"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"036"	"白芝麻"	"分枝"	"--"	"--"	"1.81"	"绿"	"50.90"	"海南"	"单花"	"--"	"中"	"海南琼中"	"--"	"BAI ZHI MA"	"I4C04193"	"--"	"6.8"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04183"	"25.48"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"126"	"裂"	"113.4"	"白"	"--"	"淡紫"
"347"	"09/22"	"中"	"Pedaliaceae(胡麻科)"	"--"	"037"	"白芝麻"	"分枝"	"--"	"--"	"1.32"	"绿"	"47.89"	"海南"	"单花"	"--"	"短"	"海南琼中"	"--"	"BAI ZHI MA"	"I4C04194"	"--"	"6.8"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04184"	"26.34"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"119"	"裂"	"108.6"	"白"	"--"	"淡紫"
"348"	"10/08"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"038"	"白芝麻"	"分枝"	"--"	"--"	"1.21"	"绿"	"48.02"	"海南"	"单花"	"--"	"短"	"海南琼中"	"--"	"BAI ZHI MA"	"I4C04195"	"--"	"6.8"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04185"	"25.56"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"135"	"裂"	"106.0"	"白"	"--"	"淡紫"
"349"	"09/22"	"多"	"Pedaliaceae(胡麻科)"	"--"	"039"	"白芝麻"	"分枝"	"--"	"--"	"1.43"	"黄"	"48.49"	"海南"	"单花"	"--"	"--"	"海南琼中"	"--"	"BAI ZHI MA"	"I4C04196"	"--"	"6.8"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04186"	"25.14"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"119"	"裂"	"--"	"白"	"--"	"淡紫"
"350"	"09/29"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"040"	"芝麻"	"分枝"	"中耐"	"--"	"1.41"	"绿"	"51.23"	"海南"	"单花"	"--"	"短"	"海南乐东"	"--"	"ZHI MA"	"I4C04048"	"感病"	"6.8"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04187"	"22.14"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"126"	"裂"	"124.4"	"白"	"感病"	"淡紫"
"351"	"09/29"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"041"	"芝麻"	"分枝"	"高耐"	"--"	"2.36"	"绿"	"52.86"	"海南"	"单花"	"--"	"短"	"海南省"	"--"	"ZHI MA"	"I4C04036"	"感病"	"6.8"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04188"	"23.38"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"126"	"裂"	"84.8"	"褐"	"感病"	"淡紫"
"352"	"09/29"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"042"	"激光2号选"	"分枝"	"不耐"	"--"	"2.19"	"绿"	"52.46"	"海南"	"单花"	"--"	"中"	"海南省农科所"	"--"	"JI GUANG 2 HAO XUAN"	"I4C04049"	"高感"	"6.8"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04189"	"22.95"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"126"	"裂"	"109.8"	"褐"	"感病"	"淡紫"
"353"	"09/29"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"043"	"激光一号"	"分枝"	"中耐"	"--"	"2.83"	"绿"	"51.76"	"海南"	"单花"	"--"	"短"	"海南海口"	"--"	"JI GUANG YI HAO"	"I4C03633"	"感病"	"6.8"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04190"	"23.14"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"126"	"裂"	"112.6"	"褐"	"感病"	"淡紫"
"354"	"09/29"	"中"	"Pedaliaceae(胡麻科)"	"--"	"044"	"红赤仁芝麻"	"分枝"	"耐"	"--"	"2.41"	"黄"	"52.51"	"海南"	"单花"	"--"	"中"	"海南琼山"	"--"	"HONG CHI REN ZHI MA"	"I4C04022"	"感病"	"6.8"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04191"	"24.16"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"126"	"裂"	"111.8"	"褐"	"高感"	"淡紫"
"355"	"09/22"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"045"	"赤芝麻"	"分枝"	"中耐"	"--"	"2.53"	"绿"	"53.12"	"海南"	"单花"	"--"	"中"	"海南临高"	"--"	"CHI ZHI MA"	"I4C04023"	"感病"	"6.8"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04192"	"23.28"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"119"	"裂"	"123.0"	"褐"	"感病"	"淡紫"
"356"	"10/08"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"046"	"芝麻"	"分枝"	"--"	"--"	"2.21"	"绿"	"46.04"	"海南"	"单花"	"--"	"短"	"海南乐东"	"--"	"ZHI MA"	"I4C04197"	"--"	"6.8"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04193"	"23.48"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"135"	"裂"	"94.3"	"褐"	"--"	"淡紫"
"357"	"09/29"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"047"	"芝麻"	"分枝"	"--"	"--"	"1.94"	"绿"	"47.92"	"海南"	"单花"	"--"	"短"	"海南屯昌"	"--"	"ZHI MA"	"I4C04198"	"--"	"6.8"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04194"	"22.25"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"126"	"裂"	"94.2"	"褐"	"--"	"淡紫"
"358"	"09/29"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"048"	"芝麻"	"分枝"	"耐"	"--"	"2.71"	"绿"	"53.19"	"海南"	"单花"	"--"	"中"	"海南临高"	"--"	"ZHI MA"	"I4C04024"	"抗病"	"6.8"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04195"	"23.37"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"126"	"裂"	"113.2"	"褐"	"高感"	"淡紫"
"359"	"09/22"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"049"	"芝麻"	"分枝"	"--"	"--"	"2.12"	"紫"	"50.86"	"海南"	"单花"	"--"	"--"	"海南屯昌"	"--"	"ZHI MA"	"I4C04199"	"--"	"6.8"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04196"	"24.30"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"119"	"轻裂"	"--"	"褐"	"--"	"淡紫"
"360"	"09/29"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"050"	"芝麻"	"分枝"	"--"	"--"	"2.08"	"黄"	"48.42"	"海南"	"单花"	"--"	"中"	"海南省"	"--"	"ZHI MA"	"I4C04200"	"--"	"6.8"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04197"	"25.32"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"126"	"裂"	"129.0"	"褐"	"--"	"淡紫"
"361"	"09/29"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"051"	"芝麻"	"分枝"	"耐"	"--"	"2.31"	"绿"	"51.34"	"海南"	"单花"	"--"	"中"	"海南临高"	"--"	"ZHI MA"	"I4C04025"	"感病"	"6.8"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04198"	"19.89"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"126"	"裂"	"124.4"	"黑"	"感病"	"淡紫"
"362"	"09/29"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"052"	"黑芝麻"	"分枝"	"--"	"--"	"2.04"	"紫"	"46.32"	"海南"	"单花"	"--"	"短"	"海南临高"	"--"	"HEI ZHI MA"	"I4C04201"	"--"	"6.8"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04199"	"22.24"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"126"	"裂"	"125.0"	"黑"	"--"	"淡紫"
"363"	"09/29"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"053"	"黑芝麻"	"分枝"	"耐"	"--"	"2.22"	"黄"	"50.51"	"海南"	"单花"	"--"	"中"	"海南昌江"	"--"	"HEI ZHI MA"	"I4C04026"	"感病"	"6.8"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04200"	"20.10"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"126"	"裂"	"124.0"	"黑"	"感病"	"淡紫"
"364"	"10/07"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"054"	"黑芝麻"	"分枝"	"中耐"	"--"	"1.97"	"绿"	"49.53"	"海南"	"单花"	"--"	"短"	"海南儋县"	"--"	"HEI ZHI MA"	"I4C03635"	"感病"	"6.8"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04201"	"21.84"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"134"	"轻裂"	"118.8"	"黑"	"高感"	"淡紫"
